Localidade	"Número de moradias permanentes
(habitações) (IBGE)"	"Número de moradias permanentes em áreas urbanas
(habitações) (IBGE)"	"Número de pessoas por moradia
(pessoas por moradia) (IBGE)"	"Número de pessoas por moradia (área urbana)
(pessoas por moradia) (IBGE)"	"PIB, em R$ milhões a preços de 2017
(R$ milhões a preços de 2019) (IBGE)"	"PIB per capita, em R$ a preços de 2017
(R$ por habitante a preços de 2019) (IBGE)"	"Área do município
(km²) (IBGE)"	"Densidade demográfica (pessoas por km²)
(Pessoas por km²) (IBGE)"
Barreiras (Município) (290320)	38.692	34.963	3,55	3,54	3.139,220	22.842,84	7.861,760	17,48
Bom Jesus da Lapa (Município) (290390)	16.443	11.334	3,86	3,80	625,530	9.853,92	4.115,510	15,42
Brumado (Município) (290460)	18.529	13.115	3,49	3,44	1.219,560	18.878,01	2.207,610	29,26
Caetité (Município) (290520)	12.802	7.851	3,71	3,62	476,170	10.021,41	2.651,540	17,92
Camaçari (Município) (290570)	74.150	70.947	3,28	3,27	20.332,690	83.683,96	784,660	309,65
Campo Formoso (Município) (290600)	18.045	7.015	3,69	3,54	630,350	9.462,49	7.161,830	9,30
Candeias (Município) (290650)	24.966	22.902	3,33	3,32	3.580,970	43.062,21	251,630	330,48
Casa Nova (Município) (290720)	17.100	9.694	3,80	3,87	499,220	7.687,33	9.647,070	6,73
Catu (Município) (290750)	15.183	12.758	3,36	3,35	678,140	13.276,84	433,190	117,91
Conceição do Coité (Município) (290840)	18.550	11.340	3,34	3,20	591,240	9.530,05	1.015,250	61,11
Cruz das Almas (Município) (290980)	17.252	14.842	3,40	3,36	828,730	14.140,78	139,120	421,27
Dias d'Ávila (Município) (291005)	19.949	18.759	3,33	3,33	3.604,170	54.246,94	184,230	360,64
Euclides da Cunha (Município) (291070)	15.898	8.046	3,54	3,41	693,520	12.320,68	1.992,640	28,25
Eunápolis (Município) (291072)	29.580	27.594	3,39	3,39	2.241,830	22.374,43	1.425,970	70,27
Feira de Santana (Município) (291080)	163.191	150.735	3,41	3,39	11.729,590	21.072,06	1.304,430	426,73
Guanambi (Município) (291170)	22.336	17.958	3,53	3,48	890,200	11.292,20	1.272,370	61,96
Ilhéus (Município) (291360)	56.203	47.319	3,28	3,28	4.193,950	22.764,01	1.584,690	116,26
Ipirá (Município) (291400)	17.112	8.907	3,47	3,26	490,100	8.258,83	3.105,280	19,11
Irecê (Município) (291460)	19.686	18.150	3,36	3,36	882,720	13.338,00	319,170	207,35
Itaberaba (Município) (291470)	17.788	14.076	3,46	3,44	595,220	9.657,84	2.386,390	25,83
Itabuna (Município) (291480)	63.121	61.589	3,24	3,24	3.993,830	19.513,82	401,030	510,36
Itamaraju (Município) (291560)	18.704	14.692	3,37	3,39	802,980	12.731,84	2.360,290	26,72
Itaparica (Município) (291610)	6.377	6.377	3,25	3,25	208,410	10.056,15	118,040	175,58
Itapetinga (Município) (291640)	19.317	18.690	3,53	3,55	1.670,590	24.469,27	1.651,150	41,35
Jacobina (Município) (291750)	24.921	17.817	3,18	3,14	1.088,080	13.730,25	2.192,910	36,14
Jaguaquara (Município) (291760)	14.199	11.055	3,59	3,51	419,910	8.231,82	924,740	55,16
Jequié (Município) (291800)	45.368	41.709	3,35	3,34	2.051,080	13.503,25	2.969,030	51,16
Juazeiro (Município) (291840)	55.104	45.038	3,59	3,57	2.940,150	14.851,86	6.721,200	29,45
Lauro de Freitas (Município) (291920)	49.587	49.587	3,30	3,30	5.966,450	36.503,44	57,660	2.834,51
Luís Eduardo Magalhães (Município) (291955)	17.842	16.438	3,37	3,34	3.103,550	51.635,55	3.940,540	15,25
Madre de Deus (Município) (291992)	5.186	5.037	3,35	3,35	567,530	32.661,54	32,200	539,61
Mata de São João (Município) (292100)	11.744	8.683	3,42	3,43	1.002,710	24.953,55	604,290	66,50
Paulo Afonso (Município) (292400)	31.297	27.070	3,46	3,45	3.470,050	32.012,70	1.545,190	70,15
Pojuca (Município) (292520)	9.610	8.295	3,44	3,42	1.534,180	46.397,57	308,700	107,11
Porto Seguro (Município) (292530)	38.607	32.439	3,29	3,21	1.929,790	15.203,72	2.287,090	55,50
Ribeira do Pombal (Município) (292660)	13.854	8.913	3,43	3,34	432,960	9.111,53	1.177,450	40,36
Salvador (Município) (292740)	860.717	860.498	3,11	3,11	66.592,750	24.888,38	692,820	3.861,99
Santo Amaro (Município) (292860)	17.127	13.293	3,37	3,37	716,830	12.401,87	489,320	118,12
Santo Antônio de Jesus (Município) (292870)	27.474	24.204	3,31	3,28	1.778,550	19.547,76	261,740	347,62
Santo Estêvão (Município) (292880)	13.183	7.824	3,63	3,54	637,260	13.309,59	360,330	132,88
São Francisco do Conde (Município) (292920)	9.503	7.797	3,49	3,51	8.697,510	262.107,54	269,610	123,08
São Sebastião do Passé (Município) (292950)	12.374	9.691	3,41	3,42	796,150	18.887,09	536,580	78,56
Senhor do Bonfim (Município) (293010)	22.108	17.287	3,37	3,33	853,650	11.470,90	789,360	94,28
Serrinha (Município) (293050)	21.820	14.151	3,52	3,33	867,430	11.300,22	583,310	131,60
Simões Filho (Município) (293070)	35.085	31.645	3,36	3,34	5.316,020	45.033,11	201,580	585,62
Teixeira de Freitas (Município) (293135)	41.306	38.504	3,35	3,36	2.128,550	15.386,24	1.165,620	118,68
Tucano (Município) (293190)	14.927	6.529	3,51	3,36	381,630	7.280,48	2.185,010	23,99
Valença (Município) (293290)	26.414	19.734	3,36	3,26	1.254,690	14.149,60	1.124,660	78,84
Vera Cruz (Município) (293320)	11.835	11.170	3,17	3,16	449,470	11.964,48	299,730	125,33
Vitória da Conquista (Município) (293330)	86.568	78.019	3,54	3,52	5.728,990	18.669,36	3.705,840	82,81
Alfenas (Município) (310160)	23.234	21.854	3,18	3,17	2.098,290	28.442,11	850,450	86,75
Araguari (Município) (310350)	35.538	33.052	3,09	3,10	3.508,780	31.955,78	2.729,510	40,23
Araxá (Município) (310400)	29.334	28.854	3,19	3,20	4.203,730	44.877,12	1.164,060	80,47
Baldim (Município) (310500)	2.551	1.624	3,10	3,12	99,070	12.519,57	556,270	14,23
Barão de Cocais (Município) (310540)	8.449	7.697	3,37	3,35	1.503,210	52.851,74	340,590	83,51
Barbacena (Município) (310560)	39.612	36.529	3,19	3,16	2.579,350	20.424,97	759,190	166,34
Belo Horizonte (Município) (310620)	762.881	762.881	3,11	3,11	96.718,240	40.720,88	331,400	7.167,00
Belo Vale (Município) (310640)	2.472	1.074	3,05	3,07	100,680	13.359,84	365,920	20,59
Betim (Município) (310670)	112.699	111.872	3,35	3,36	38.203,210	101.042,91	343,860	1.099,56
Bom Despacho (Município) (310740)	14.555	13.595	3,13	3,16	1.029,770	22.570,77	1.213,550	37,60
Bonfim (Município) (310810)	2.447	1.226	2,79	2,72	69,080	10.132,44	301,870	22,59
Brumadinho (Município) (310900)	10.589	8.881	3,21	3,23	2.181,240	64.205,18	639,430	53,13
Caeté (Município) (311000)	11.890	10.255	3,43	3,46	518,450	12.722,74	542,530	75,11
Campo Belo (Município) (311120)	17.177	16.182	3,00	3,00	857,190	16.630,22	528,230	97,58
Capim Branco (Município) (311250)	2.649	2.395	3,35	3,38	101,810	11.464,20	95,330	93,16
Caratinga (Município) (311340)	26.704	22.338	3,19	3,15	1.403,530	16.465,77	1.258,480	67,73
Cataguases (Município) (311530)	23.024	22.084	3,03	3,02	1.659,680	23.792,24	491,770	141,85
Confins (Município) (311787)	1.701	1.701	3,49	3,49	949,400	159.939,14	42,360	140,15
Congonhas (Município) (311800)	14.074	13.696	3,45	3,45	3.141,010	64.737,80	304,070	159,57
Conselheiro Lafaiete (Município) (311830)	35.182	33.687	3,31	3,30	1.845,950	15.843,43	370,250	314,69
Contagem (Município) (311860)	185.060	184.439	3,26	3,26	31.272,740	51.823,93	195,050	3.093,86
Coronel Fabriciano (Município) (311940)	31.652	31.278	3,28	3,27	1.503,040	14.494,97	221,250	468,67
Curvelo (Município) (312090)	22.716	20.476	3,27	3,29	1.307,260	17.613,51	3.296,200	22,52
Divinópolis (Município) (312230)	66.719	64.929	3,19	3,20	5.583,050	26.209,52	708,120	300,82
Esmeraldas (Município) (312410)	17.558	16.260	3,43	3,46	531,670	8.821,34	909,680	66,26
Florestal (Município) (312600)	2.034	1.697	3,24	3,24	84,520	12.805,49	194,240	33,98
Formiga (Município) (312610)	21.322	19.340	3,05	3,08	1.436,300	22.053,48	1.501,920	43,36
Fortuna de Minas (Município) (312640)	822	563	3,29	3,31	34,770	12.853,75	198,710	13,61
Frutal (Município) (312710)	18.047	15.639	2,96	2,95	1.266,940	23.695,38	2.426,970	22,03
Funilândia (Município) (312720)	1.181	591	3,26	3,43	43,480	11.278,04	199,800	19,29
Governador Valadares (Município) (312770)	81.821	78.875	3,22	3,21	5.642,790	21.399,43	2.342,330	112,58
Guaxupé (Município) (312870)	15.637	14.778	3,16	3,15	1.638,140	33.140,58	286,400	172,59
Ibirité (Município) (312980)	46.285	46.176	3,43	3,43	2.298,610	14.460,87	72,570	2.190,26
Igarapé (Município) (313010)	10.413	9.678	3,35	3,37	837,970	24.044,48	110,940	314,14
Inhaúma (Município) (313100)	1.655	1.183	3,48	3,56	95,420	16.565,58	245,000	23,51
Ipatinga (Município) (313130)	72.969	72.269	3,28	3,28	12.286,180	51.306,14	164,880	1.452,34
Itabira (Município) (313170)	31.740	29.491	3,46	3,47	6.758,740	61.564,57	1.253,700	87,57
Itabirito (Município) (313190)	13.254	12.675	3,43	3,44	3.070,220	67.553,04	542,610	83,76
Itaguara (Município) (313220)	3.994	3.000	3,10	3,18	186,800	15.098,63	410,470	30,14
Itajubá (Município) (313240)	27.952	25.627	3,24	3,23	3.257,230	35.928,74	294,840	307,49
Itatiaiuçu (Município) (313370)	3.078	1.884	3,23	3,30	1.593,940	160.550,46	295,150	33,64
Itaúna (Município) (313380)	26.712	25.064	3,20	3,21	2.707,660	31.682,26	495,770	172,38
Ituiutaba (Município) (313420)	32.449	30.941	2,99	3,01	2.759,510	28.398,47	2.598,050	37,40
Jaboticatubas (Município) (313460)	5.409	3.361	3,17	3,20	160,830	9.386,59	1.114,970	15,37
Janaúba (Município) (313510)	18.436	16.715	3,62	3,62	800,690	11.985,78	2.181,320	30,63
Januária (Município) (313520)	17.435	11.318	3,75	3,65	554,990	8.477,87	6.661,590	9,83
João Monlevade (Município) (313620)	22.183	22.088	3,32	3,32	2.772,370	37.662,95	99,160	742,35
Nova União (Município) (313660)	1.680	861	3,31	3,34	66,550	11.979,46	172,130	32,27
Juatuba (Município) (313665)	6.826	6.694	3,25	3,26	1.317,780	59.354,17	97,170	228,48
Juiz de Fora (Município) (313670)	170.691	168.818	3,02	3,02	16.193,770	31.368,26	1.435,750	359,57
Lagoa da Prata (Município) (313720)	14.038	13.668	3,28	3,29	1.285,140	27.947,56	439,980	104,51
Lagoa Santa (Município) (313760)	15.749	14.626	3,33	3,35	1.605,530	30.569,83	229,410	228,94
Lavras (Município) (313820)	29.016	27.679	3,18	3,17	2.440,710	26.471,86	564,740	163,26
Leopoldina (Município) (313840)	16.514	14.821	3,10	3,08	943,240	18.447,94	943,080	54,22
Manhuaçu (Município) (313940)	24.223	20.037	3,29	3,24	1.812,490	22.777,38	628,320	126,65
Mariana (Município) (314000)	15.883	14.088	3,41	3,38	6.028,500	111.188,01	1.194,210	45,40
Mário Campos (Município) (314015)	3.873	3.632	3,41	3,43	121,290	9.194,10	35,200	374,82
Mateus Leme (Município) (314070)	8.569	7.543	3,25	3,27	659,950	23.691,43	301,380	92,43
Matozinhos (Município) (314110)	9.879	8.984	3,44	3,44	1.100,880	32.421,66	252,280	134,59
Moeda (Município) (314230)	1.484	603	3,16	2,97	50,050	10.674,42	155,110	30,23
Montes Claros (Município) (314330)	104.209	98.736	3,47	3,49	7.912,960	21.864,15	3.568,940	101,41
Muriaé (Município) (314390)	32.837	30.434	3,07	3,06	1.989,960	19.748,57	841,690	119,72
Nova Lima (Município) (314480)	24.224	23.706	3,34	3,34	8.793,330	108.562,30	429,000	188,80
Nova Serrana (Município) (314520)	22.006	20.731	3,35	3,36	1.650,850	22.399,88	282,470	260,91
Ouro Preto (Município) (314610)	20.380	17.784	3,45	3,44	6.067,190	86.327,59	1.245,870	56,41
Paracatu (Município) (314700)	23.882	20.622	3,55	3,58	2.779,040	32.803,45	8.229,600	10,29
Pará de Minas (Município) (314710)	25.503	24.211	3,30	3,29	2.576,480	30.594,05	551,250	152,77
Passos (Município) (314790)	33.298	31.627	3,19	3,19	2.301,150	21.649,75	1.338,070	79,44
Patos de Minas (Município) (314800)	45.707	41.889	3,03	3,05	3.262,360	23.519,31	3.190,190	43,48
Patrocínio (Município) (314810)	25.424	22.331	3,24	3,26	2.094,810	25.400,60	2.874,340	28,69
Pedro Leopoldo (Município) (314930)	17.547	14.978	3,35	3,34	1.854,110	31.564,75	292,950	200,51
Pirapora (Município) (315120)	15.161	14.884	3,52	3,52	1.880,790	35.241,96	549,510	97,12
Poços de Caldas (Município) (315180)	50.518	49.423	3,02	3,01	6.113,320	40.104,46	546,670	278,84
Ponte Nova (Município) (315210)	17.679	16.023	3,25	3,19	1.276,870	22.248,99	470,640	121,94
Pouso Alegre (Município) (315250)	40.458	37.096	3,23	3,22	5.102,030	39.061,56	542,800	240,63
Prudente de Morais (Município) (315360)	2.702	2.588	3,54	3,55	113,310	11.836,55	124,190	77,08
Raposos (Município) (315390)	4.379	4.147	3,50	3,51	106,880	6.966,47	72,230	212,41
Ribeirão das Neves (Município) (315460)	85.218	84.577	3,48	3,48	2.832,290	9.558,31	155,450	1.906,14
Rio Acima (Município) (315480)	2.632	2.287	3,45	3,47	266,280	29.293,90	229,810	39,55
Rio Manso (Município) (315530)	1.698	888	3,11	3,16	73,070	13.849,34	231,540	22,79
Sabará (Município) (315670)	36.494	35.515	3,46	3,47	2.216,530	17.554,06	302,420	417,53
Santa Bárbara (Município) (315720)	8.009	7.104	3,48	3,49	414,680	14.876,02	684,060	40,75
Santa Luzia (Município) (315780)	58.374	58.232	3,48	3,48	3.644,470	17.958,21	235,080	863,30
São Francisco (Município) (316110)	13.532	8.825	3,98	3,88	407,210	7.565,05	3.308,100	16,27
São João del Rei (Município) (316250)	27.334	25.962	3,09	3,08	1.674,910	19.828,67	1.452,000	58,17
São Joaquim de Bicas (Município) (316292)	6.810	5.359	3,75	3,47	629,740	24.659,98	71,760	355,88
São José da Lapa (Município) (316295)	5.658	3.283	3,50	3,47	583,880	29.490,21	47,930	413,08
São José da Varginha (Município) (316310)	1.307	755	3,21	3,14	88,080	20.982,42	205,500	20,43
São Sebastião do Paraíso (Município) (316470)	20.749	19.242	3,13	3,12	1.733,560	26.678,44	814,930	79,74
Sarzedo (Município) (316553)	7.348	7.270	3,51	3,51	645,060	24.988,67	62,130	415,46
Sete Lagoas (Município) (316720)	63.218	61.659	3,39	3,39	9.508,980	44.402,95	536,640	399,06
Taquaraçu de Minas (Município) (316830)	1.164	552	3,26	3,18	53,030	13.978,34	329,290	11,52
Teófilo Otoni (Município) (316860)	40.491	33.411	3,33	3,29	2.394,490	17.770,56	3.242,270	41,56
Timóteo (Município) (316870)	24.546	24.508	3,31	3,31	3.327,400	40.956,17	144,380	562,70
Três Corações (Município) (316930)	21.578	19.801	3,37	3,32	2.465,050	33.876,89	828,040	87,88
Três Pontas (Município) (316940)	16.060	13.896	3,35	3,33	1.082,520	20.098,71	689,790	78,08
Ubá (Município) (316990)	32.199	31.024	3,15	3,15	3.317,280	32.676,43	407,450	249,16
Uberaba (Município) (317010)	97.006	94.746	3,05	3,05	11.925,330	40.289,90	4.523,960	65,43
Uberlândia (Município) (317020)	196.247	191.187	3,08	3,07	30.958,970	51.255,48	4.115,210	146,78
Unaí (Município) (317040)	24.342	19.596	3,19	3,18	2.172,890	28.013,81	8.448,080	9,18
Varginha (Município) (317070)	37.576	36.429	3,28	3,27	5.283,520	42.927,20	395,400	311,29
Vespasiano (Município) (317120)	29.825	29.825	3,50	3,50	2.550,420	24.399,65	71,080	1.470,55
Viçosa (Município) (317130)	22.748	21.298	3,17	3,16	1.302,680	18.037,66	299,420	241,20
Aracruz (Município) (320060)	23.882	21.026	3,43	3,40	6.936,950	84.770,59	1.423,870	57,47
Cachoeiro de Itapemirim (Município) (320120)	59.585	54.857	3,19	3,16	5.225,950	27.521,08	864,580	219,63
Cariacica (Município) (320130)	108.053	104.730	3,23	3,22	8.513,350	24.411,88	279,720	1.246,75
Colatina (Município) (320150)	36.231	31.997	3,09	3,08	3.075,350	27.510,52	1.416,800	78,90
Fundão (Município) (320220)	5.358	4.537	3,18	3,17	617,350	36.261,32	288,720	58,97
Guarapari (Município) (320240)	33.495	31.964	3,14	3,15	2.094,110	19.889,75	591,820	177,90
Linhares (Município) (320320)	42.167	36.434	3,35	3,34	5.350,450	37.864,31	3.496,560	40,41
São Mateus (Município) (320490)	32.951	25.826	3,31	3,27	2.072,290	19.006,98	2.345,730	46,48
Serra (Município) (320500)	125.168	124.525	3,27	3,26	21.316,400	52.084,35	547,640	747,33
Viana (Município) (320510)	19.146	17.863	3,40	3,34	1.384,710	21.302,90	312,280	208,15
Vila Velha (Município) (320520)	134.581	134.077	3,08	3,08	12.953,210	31.243,72	209,970	1.974,55
Vitória (Município) (320530)	108.686	108.686	3,02	3,02	34.607,550	105.574,88	96,540	3.395,63
Angra dos Reis (Município) (330010)	53.604	51.746	3,16	3,16	10.343,280	61.018,34	825,080	205,45
Araruama (Município) (330020)	35.897	34.361	3,12	3,10	2.257,340	20.153,40	638,480	175,43
Barra do Piraí (Município) (330030)	30.801	29.922	3,08	3,07	2.406,860	25.394,70	584,610	162,12
Barra Mansa (Município) (330040)	56.588	56.081	3,14	3,14	5.652,780	31.790,58	547,130	324,99
Belford Roxo (Município) (330045)	145.748	145.748	3,22	3,22	7.232,460	15.410,11	78,990	5.942,04
Cabo Frio (Município) (330070)	59.543	45.497	3,13	3,09	15.194,890	81.593,36	413,650	450,21
Cachoeiras de Macacu (Município) (330080)	17.858	15.519	3,04	3,02	1.480,110	27.271,65	954,750	56,85
Campos dos Goytacazes (Município) (330100)	142.648	128.820	3,25	3,25	63.197,500	136.280,51	4.032,440	115,00
Duque de Caxias (Município) (330170)	269.594	268.673	3,17	3,17	37.750,300	44.149,92	467,270	1.829,88
Guapimirim (Município) (330185)	15.754	15.235	3,27	3,27	1.013,480	19.685,65	358,350	143,67
Itaboraí (Município) (330190)	69.507	68.702	3,14	3,14	3.969,370	18.207,47	430,590	506,30
Itaguaí (Município) (330200)	33.946	32.420	3,21	3,21	7.596,290	69.632,56	273,370	399,06
Itaperuna (Município) (330220)	31.939	29.448	3,00	3,00	2.346,310	24.481,29	1.106,170	86,64
Japeri (Município) (330227)	28.424	28.424	3,36	3,36	1.132,080	11.855,22	81,700	1.168,86
Macaé (Município) (330240)	66.990	65.667	3,09	3,09	22.239,750	107.579,76	1.215,290	170,11
Magé (Município) (330250)	70.469	66.802	3,23	3,22	3.875,710	17.049,42	393,910	577,09
Maricá (Município) (330270)	42.850	42.227	2,97	2,97	3.060,310	24.009,76	362,000	352,11
Mesquita (Município) (330285)	53.117	53.117	3,17	3,17	2.373,450	14.096,13	41,490	4.058,23
Nilópolis (Município) (330320)	50.537	50.537	3,12	3,12	2.793,360	17.744,04	19,390	8.117,62
Niterói (Município) (330330)	169.372	169.372	2,88	2,88	20.564,470	42.178,16	134,070	3.636,51
Nova Friburgo (Município) (330340)	63.608	55.984	2,86	2,85	4.772,020	26.208,11	935,430	194,65
Nova Iguaçu (Município) (330350)	248.338	245.710	3,21	3,21	16.570,010	20.809,88	520,810	1.528,89
Paracambi (Município) (330360)	15.474	13.376	3,05	3,12	736,220	15.622,99	190,950	246,79
Petrópolis (Município) (330390)	96.371	91.802	3,07	3,06	11.834,990	39.994,30	791,140	374,04
Queimados (Município) (330414)	42.245	42.245	3,27	3,27	3.320,390	24.067,39	75,700	1.822,46
Resende (Município) (330420)	38.778	36.432	3,09	3,08	9.439,090	78.810,80	1.099,340	108,95
Rio Bonito (Município) (330430)	17.191	13.155	3,23	3,14	1.908,740	34.360,17	459,460	120,91
Rio das Ostras (Município) (330452)	34.743	32.984	3,04	3,03	14.634,210	138.481,85	228,110	463,26
Rio de Janeiro (Município) (330455)	2.146.611	2.146.611	2,94	2,94	340.054,130	53.802,24	1.200,180	5.266,26
São Gonçalo (Município) (330490)	326.151	325.893	3,07	3,07	16.871,230	16.875,82	248,320	4.025,98
São João de Meriti (Município) (330510)	147.517	147.517	3,11	3,11	8.193,560	17.863,61	35,220	13.024,56
São Pedro da Aldeia (Município) (330520)	27.778	26.062	3,16	3,15	1.518,050	17.275,08	332,920	263,95
Saquarema (Município) (330550)	23.149	21.980	3,21	3,21	2.392,420	32.228,09	352,800	210,41
Seropédica (Município) (330555)	24.298	20.158	3,22	3,19	1.373,630	17.568,75	283,630	275,66
Tanguá (Município) (330575)	9.667	8.608	3,18	3,19	556,230	18.099,38	142,530	215,62
Teresópolis (Município) (330580)	53.816	48.368	3,04	3,02	4.732,380	28.900,72	773,340	211,74
Três Rios (Município) (330600)	24.137	23.470	3,21	3,20	2.999,030	38.731,16	322,840	239,84
Valença (Município) (330610)	23.194	20.171	3,10	3,08	1.670,580	23.253,26	1.300,770	55,23
Volta Redonda (Município) (330630)	84.358	84.319	3,06	3,06	15.775,720	61.192,91	182,110	1.415,68
Americana (Município) (350160)	67.738	67.455	3,11	3,11	11.821,380	56.121,77	133,910	1.572,96
Amparo (Município) (350190)	20.563	16.504	3,20	3,14	4.027,350	61.178,93	445,320	147,82
Andradina (Município) (350210)	18.115	16.899	3,05	3,06	2.323,280	41.986,55	964,230	57,39
Araçatuba (Município) (350280)	60.734	59.590	2,99	2,99	6.750,320	37.175,68	1.167,130	155,58
Araraquara (Município) (350320)	68.806	67.068	3,03	3,02	8.943,420	42.860,80	1.003,630	207,91
Araras (Município) (350330)	36.363	34.499	3,27	3,26	5.246,730	44.148,44	644,830	184,30
Artur Nogueira (Município) (350380)	13.488	12.190	3,28	3,28	935,080	21.166,66	178,030	248,15
Arujá (Município) (350390)	21.449	20.621	3,49	3,49	3.248,510	43.368,45	96,170	778,91
Assis (Município) (350400)	31.260	30.369	3,04	3,00	2.723,110	28.620,93	460,610	206,56
Atibaia (Município) (350410)	38.400	35.152	3,30	3,28	6.060,470	47.869,85	478,520	264,57
Avaré (Município) (350450)	26.265	25.148	3,16	3,16	2.022,010	24.380,98	1.213,060	68,37
Barretos (Município) (350550)	36.204	35.044	3,10	3,10	4.085,230	36.442,42	1.566,160	71,58
Barueri (Município) (350570)	71.814	71.814	3,35	3,35	49.040,630	203.700,26	65,700	3.664,31
Batatais (Município) (350590)	17.756	15.784	3,18	3,16	1.884,780	33.373,04	849,530	66,48
Bauru (Município) (350600)	109.961	109.184	3,13	3,10	13.408,590	38.985,61	667,680	515,12
Bebedouro (Município) (350610)	23.756	22.680	3,16	3,15	2.363,840	31.503,16	683,190	109,83
Bertioga (Município) (350635)	14.619	14.386	3,26	3,26	1.793,740	37.647,94	491,550	96,93
Birigui (Município) (350650)	35.664	34.697	3,05	3,04	2.914,780	26.807,98	530,030	205,14
Biritiba-Mirim (Município) (350660)	8.407	7.210	3,40	3,40	522,540	18.286,69	317,410	90,03
Boituva (Município) (350700)	14.747	13.917	3,28	3,27	2.565,080	53.091,82	248,950	194,07
Botucatu (Município) (350750)	41.121	39.715	3,10	3,09	4.921,840	38.654,83	1.482,640	85,88
Bragança Paulista (Município) (350760)	44.808	43.490	3,27	3,27	5.302,100	36.131,62	512,580	286,28
Caçapava (Município) (350850)	24.847	21.359	3,41	3,40	4.518,210	53.310,91	368,990	229,69
Caieiras (Município) (350900)	25.421	24.843	3,40	3,40	3.265,500	37.738,82	97,640	886,19
Cajamar (Município) (350920)	19.275	18.900	3,33	3,32	8.921,140	139.145,03	131,390	487,98
Campinas (Município) (350950)	348.599	343.343	3,10	3,09	62.398,030	57.769,91	794,570	1.359,37
Campo Limpo Paulista (Município) (350960)	22.035	22.035	3,36	3,36	1.943,150	26.232,57	79,400	932,89
Campos do Jordão (Município) (350970)	14.322	14.239	3,34	3,34	1.114,030	23.311,33	290,520	164,49
Capivari (Município) (351040)	14.023	13.370	3,46	3,43	1.808,730	37.235,02	322,880	150,45
Caraguatatuba (Município) (351050)	32.020	30.774	3,15	3,14	2.628,860	26.069,64	484,950	207,94
Carapicuíba (Município) (351060)	108.681	108.681	3,40	3,40	4.901,150	13.261,25	34,550	10.698,32
Catanduva (Município) (351110)	37.376	37.101	3,02	3,02	3.992,850	35.391,37	290,600	388,24
Cosmópolis (Município) (351280)	17.850	16.634	3,30	3,28	1.403,740	23.862,09	154,670	380,35
Cotia (Município) (351300)	59.095	59.095	3,40	3,40	11.102,750	55.196,36	323,990	620,84
Cruzeiro (Município) (351340)	23.142	22.552	3,33	3,33	2.368,840	30.748,60	305,700	252,01
Cubatão (Município) (351350)	36.499	36.499	3,25	3,25	15.464,310	130.258,70	142,880	830,91
Diadema (Município) (351380)	117.387	117.387	3,29	3,29	17.479,910	45.274,30	30,730	12.563,09
Embu das Artes (Município) (351500)	68.268	68.268	3,52	3,52	7.144,720	29.741,18	70,400	3.412,45
Embu-Guaçu (Município) (351510)	18.133	17.627	3,46	3,47	1.030,810	16.422,24	155,640	403,29
Fernandópolis (Município) (351550)	21.857	21.177	2,96	2,96	1.747,180	27.005,97	549,800	117,67
Ferraz de Vasconcelos (Município) (351570)	48.419	46.380	3,48	3,47	3.485,050	20.706,61	29,560	5.692,94
Franca (Município) (351620)	97.852	96.182	3,26	3,25	8.261,330	25.926,85	605,680	526,09
Francisco Morato (Município) (351630)	43.976	43.893	3,51	3,51	1.443,540	9.345,02	49,000	3.152,43
Franco da Rocha (Município) (351640)	36.283	35.479	3,63	3,42	2.636,530	20.033,85	132,780	991,18
Guararema (Município) (351830)	7.770	6.653	3,33	3,34	1.815,670	70.254,92	270,820	95,43
Guaratinguetá (Município) (351840)	34.206	32.599	3,28	3,28	4.782,870	42.676,74	752,640	148,91
Guarujá (Município) (351870)	85.066	85.053	3,42	3,42	7.258,620	24.965,00	144,790	2.008,04
Guarulhos (Município) (351880)	360.814	360.814	3,39	3,39	58.275,450	47.689,40	318,680	3.834,56
Hortolândia (Município) (351907)	55.434	55.434	3,48	3,48	14.316,570	74.297,70	62,420	3.087,22
Ibitinga (Município) (351960)	16.835	16.122	3,16	3,17	1.407,900	26.485,25	689,390	77,11
Ibiúna (Município) (351970)	21.445	7.488	3,32	3,33	1.284,000	18.029,36	1.058,080	67,31
Indaiatuba (Município) (352050)	61.353	60.792	3,29	3,28	12.499,680	61.996,54	311,550	647,16
Itanhaém (Município) (352210)	28.300	28.025	3,08	3,08	1.421,080	16.323,61	601,710	144,68
Itapecerica da Serra (Município) (352220)	42.819	42.416	3,56	3,57	3.866,260	25.333,61	150,740	1.012,42
Itapetininga (Município) (352230)	42.381	39.286	3,41	3,34	4.205,080	29.125,66	1.789,350	80,69
Itapeva (Município) (352240)	26.641	22.618	3,29	3,27	1.919,590	21.874,91	1.826,260	48,05
Itapevi (Município) (352250)	57.622	57.622	3,48	3,48	8.528,010	42.476,74	82,660	2.428,91
Itapira (Município) (352260)	21.204	19.762	3,23	3,22	3.143,590	45.867,12	518,420	132,20
Itaquaquecetuba (Município) (352310)	89.736	89.736	3,59	3,59	5.264,320	16.360,51	82,620	3.894,48
Itararé (Município) (352320)	15.165	13.983	3,16	3,17	796,520	16.617,12	1.003,860	47,75
Itatiba (Município) (352340)	31.179	26.429	3,25	3,24	5.545,700	54.653,08	322,280	314,86
Itu (Município) (352390)	46.564	43.662	3,31	3,30	7.570,030	49.109,14	640,720	240,58
