Localidade	"Taxa de incidência de internações de  doenças gastrointestinais infecciosas
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  febre amarela
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  dengue
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  leptospirose
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  malária
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  esquistossomose
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças respiratórias: gripes e pneumonias
(Número de internações) (DATASUS)"	"Incidência de internações por doenças respiratórias: gripes e pneumonias
(Internações por 10 mil habitantes) (DATASUS)"
Luís Eduardo Magalhães (Município) (291955)	3,28	0,00	0,96	0,00	0,00	0,00	119	16,29
Madre de Deus (Município) (291992)	1,02	0,00	0,51	0,00	0,00	0,00	40	20,41
Mata de São João (Município) (292100)	3,37	0,00	1,35	0,00	0,00	0,00	70	15,72
Paulo Afonso (Município) (292400)	12,01	0,00	0,09	0,00	0,00	0,00	288	24,54
Pojuca (Município) (292520)	0,82	0,00	0,00	0,00	0,00	0,00	7	1,92
Porto Seguro (Município) (292530)	2,27	0,00	1,13	0,21	0,00	0,00	149	10,57
Ribeira do Pombal (Município) (292660)	12,01	0,00	0,59	0,20	0,00	0,00	137	26,97
Salvador (Município) (292740)	2,34	0,00	0,25	0,32	0,00	0,03	5.554	19,26
Santo Amaro (Município) (292860)	10,42	0,00	4,07	0,33	0,00	0,00	71	11,56
Santo Antônio de Jesus (Município) (292870)	26,96	0,00	9,76	0,00	0,00	0,00	339	34,10
Santo Estêvão (Município) (292880)	4,79	0,00	1,72	0,00	0,00	0,00	68	13,03
São Francisco do Conde (Município) (292920)	0,27	0,00	0,27	0,00	0,00	0,00	12	3,27
São Sebastião do Passé (Município) (292950)	4,21	0,00	0,44	0,00	0,22	0,00	19	4,21
Senhor do Bonfim (Município) (293010)	73,01	0,00	6,23	0,00	0,00	0,00	190	23,67
Serrinha (Município) (293050)	55,75	0,00	7,91	0,00	0,00	0,00	143	17,41
Simões Filho (Município) (293070)	4,23	0,00	1,31	0,23	0,00	0,00	413	31,78
Teixeira de Freitas (Município) (293135)	3,98	0,00	4,95	0,07	0,00	0,00	389	25,36
Tucano (Município) (293190)	13,95	0,00	1,25	0,00	0,00	0,00	93	16,63
Valença (Município) (293290)	26,17	0,00	1,66	0,00	0,00	0,00	726	75,40
Vera Cruz (Município) (293320)	10,36	0,00	0,24	0,00	0,00	0,00	201	48,41
Vitória da Conquista (Município) (293330)	30,92	0,00	1,45	0,00	0,00	0,03	1.337	39,68
Alfenas (Município) (310160)	1,42	0,00	0,52	0,00	0,00	0,00	388	49,99
Araguari (Município) (310350)	5,04	0,00	2,44	0,00	0,00	0,00	412	35,84
Araxá (Município) (310400)	4,30	0,00	3,00	0,00	0,00	0,10	479	47,91
Baldim (Município) (310500)	1,24	0,00	0,00	0,00	0,00	0,00	20	24,71
Barão de Cocais (Município) (310540)	1,64	0,00	0,33	0,00	0,33	0,00	101	33,11
Barbacena (Município) (310560)	1,73	0,00	0,30	0,00	0,00	0,00	372	27,97
Belo Horizonte (Município) (310620)	2,75	0,00	3,66	0,07	0,01	0,04	5.488	22,14
Belo Vale (Município) (310640)	3,85	0,00	8,99	0,00	0,00	0,00	44	56,49
Betim (Município) (310670)	0,89	0,00	1,55	0,12	0,02	0,05	545	13,41
Bom Despacho (Município) (310740)	3,31	0,00	5,38	0,00	0,00	0,21	259	53,57
Bonfim (Município) (310810)	1,43	0,00	0,00	0,00	0,00	0,00	20	28,52
Brumadinho (Município) (310900)	4,08	0,00	3,54	0,00	0,00	0,27	162	44,08
Caeté (Município) (311000)	1,63	0,00	1,63	0,00	0,00	0,00	194	45,08
Campo Belo (Município) (311120)	0,00	0,00	1,68	0,00	0,19	0,00	289	53,86
Capim Branco (Município) (311250)	2,13	0,00	1,07	0,00	0,00	0,00	18	19,19
Caratinga (Município) (311340)	4,24	0,00	3,24	0,00	0,00	0,00	130	14,51
Cataguases (Município) (311530)	8,06	0,00	4,10	0,00	0,00	0,00	463	63,22
Confins (Município) (311787)	0,00	0,00	0,00	0,00	0,00	0,00	7	11,05
Congonhas (Município) (311800)	4,06	0,00	0,77	0,00	0,00	0,00	175	33,84
Conselheiro Lafaiete (Município) (311830)	20,93	0,00	0,16	0,00	0,00	0,00	386	31,31
Contagem (Município) (311860)	1,33	0,02	1,44	0,03	0,00	0,00	770	12,07
Coronel Fabriciano (Município) (311940)	3,51	0,00	6,09	0,00	0,00	0,00	282	26,04
Curvelo (Município) (312090)	4,24	0,00	2,96	0,00	0,00	0,00	261	33,54
Divinópolis (Município) (312230)	1,24	0,00	0,88	0,00	0,00	0,00	262	11,58
Esmeraldas (Município) (312410)	1,84	0,00	4,45	0,00	0,00	0,00	178	27,29
Florestal (Município) (312600)	1,42	0,00	0,00	0,00	0,00	0,00	12	17,08
Formiga (Município) (312610)	8,13	0,00	0,74	0,00	0,00	0,00	196	28,99
Fortuna de Minas (Município) (312640)	3,51	0,00	3,51	0,00	0,00	0,00	15	52,63
Frutal (Município) (312710)	14,28	0,00	4,58	0,00	0,00	0,00	301	53,07
Funilândia (Município) (312720)	2,43	0,00	0,00	0,00	0,00	0,00	14	34,08
Governador Valadares (Município) (312770)	7,29	0,00	1,71	0,00	0,04	0,00	758	27,51
Guaxupé (Município) (312870)	6,22	0,00	2,33	0,00	0,00	0,00	426	82,74
Ibirité (Município) (312980)	1,65	0,00	3,06	0,12	0,00	0,00	403	23,72
Igarapé (Município) (313010)	1,83	0,00	1,04	0,00	0,00	0,00	53	13,84
Inhaúma (Município) (313100)	0,00	0,00	1,65	0,00	0,00	0,00	21	34,61
Ipatinga (Município) (313130)	4,11	0,00	6,56	0,00	0,04	0,00	954	37,69
Itabira (Município) (313170)	3,45	0,09	2,33	0,09	0,00	0,09	351	30,31
Itabirito (Município) (313190)	6,79	0,00	0,00	0,21	0,00	0,00	187	38,47
Itaguara (Município) (313220)	18,46	0,00	28,46	0,00	0,00	0,00	142	109,24
Itajubá (Município) (313240)	3,05	0,00	0,11	0,53	0,00	0,00	751	79,10
Itatiaiuçu (Município) (313370)	0,95	0,00	0,00	0,00	0,00	0,00	23	21,77
Itaúna (Município) (313380)	5,55	0,00	1,00	0,00	0,00	0,00	239	26,53
Ituiutaba (Município) (313420)	16,76	0,00	2,25	0,00	0,00	0,00	447	43,81
Jaboticatubas (Município) (313460)	1,08	0,00	4,32	0,00	0,00	0,00	59	31,88
Janaúba (Município) (313510)	2,00	0,00	2,28	0,00	0,00	0,00	424	60,54
Januária (Município) (313520)	0,59	0,00	1,77	0,00	0,00	0,00	124	18,27
João Monlevade (Município) (313620)	2,19	0,00	0,77	0,00	0,00	0,00	183	23,62
Nova União (Município) (313660)	1,74	0,00	1,74	0,00	0,00	0,00	14	24,34
Juatuba (Município) (313665)	0,41	0,00	2,06	0,00	0,00	0,00	31	12,78
Juiz de Fora (Município) (313670)	3,32	0,00	0,90	0,00	0,02	0,00	1.506	27,59
Lagoa da Prata (Município) (313720)	3,26	0,00	1,83	0,00	0,00	0,00	221	45,02
Lagoa Santa (Município) (313760)	1,39	0,00	1,04	0,00	0,00	0,00	141	24,48
Lavras (Município) (313820)	2,55	0,00	0,41	0,00	0,00	0,00	158	16,09
Leopoldina (Município) (313840)	4,35	0,00	5,10	0,00	0,00	0,00	202	38,17
Manhuaçu (Município) (313940)	5,77	0,00	1,65	0,24	0,00	0,00	211	24,84
Mariana (Município) (314000)	5,03	0,00	0,00	0,00	0,00	0,17	265	45,98
Mário Campos (Município) (314015)	2,81	0,00	4,92	0,00	0,00	0,00	29	20,39
Mateus Leme (Município) (314070)	1,69	0,00	2,70	0,00	0,00	0,00	67	22,65
Matozinhos (Município) (314110)	2,78	0,00	1,39	0,00	0,00	0,00	73	20,26
Moeda (Município) (314230)	0,00	0,00	0,00	0,00	0,00	0,00	19	38,91
Montes Claros (Município) (314330)	1,87	0,00	1,43	0,00	0,00	0,10	907	23,50
Muriaé (Município) (314390)	14,17	0,00	5,86	0,19	0,00	0,00	588	55,54
Nova Lima (Município) (314480)	1,95	0,00	1,49	0,00	0,00	0,00	141	16,13
Nova Serrana (Município) (314520)	0,71	0,00	1,42	0,00	0,00	0,00	114	13,48
Ouro Preto (Município) (314610)	3,68	0,00	0,14	0,00	0,00	0,00	256	34,90
Paracatu (Município) (314700)	1,34	0,00	0,89	0,00	0,00	0,00	295	32,95
Pará de Minas (Município) (314710)	1,90	0,00	1,57	0,00	0,00	0,00	257	28,74
Passos (Município) (314790)	6,00	0,00	1,61	0,00	0,00	0,00	385	34,48
Patos de Minas (Município) (314800)	5,33	0,00	2,94	0,00	0,00	0,00	375	25,61
Patrocínio (Município) (314810)	7,91	0,00	0,46	0,00	0,00	0,00	222	25,47
Pedro Leopoldo (Município) (314930)	0,32	0,00	1,29	0,00	0,00	0,00	93	15,01
Pirapora (Município) (315120)	7,00	0,00	19,21	0,00	0,00	0,00	309	55,47
Poços de Caldas (Município) (315180)	1,43	0,00	0,06	0,06	0,00	0,00	380	23,60
Ponte Nova (Município) (315210)	3,86	0,00	0,17	0,00	0,00	0,00	83	13,92
Pouso Alegre (Município) (315250)	1,28	0,00	0,07	0,14	0,00	0,00	319	22,75
Prudente de Morais (Município) (315360)	0,98	0,00	4,91	0,00	0,00	0,00	27	26,52
Raposos (Município) (315390)	2,49	0,00	0,00	0,00	0,00	0,00	34	21,18
Ribeirão das Neves (Município) (315460)	1,99	0,00	2,88	0,03	0,00	0,06	723	22,89
Rio Acima (Município) (315480)	0,00	0,00	1,03	0,00	0,00	0,00	11	11,34
Rio Manso (Município) (315530)	0,00	0,00	0,00	0,00	0,00	0,00	3	5,37
Sabará (Município) (315670)	2,11	0,00	2,64	0,08	0,00	0,08	352	26,54
Santa Bárbara (Município) (315720)	2,03	0,00	0,34	0,00	0,00	0,00	145	48,99
Santa Luzia (Município) (315780)	2,44	0,00	5,67	0,05	0,00	0,00	584	27,37
São Francisco (Município) (316110)	4,46	0,00	1,07	0,00	0,00	0,00	176	31,43
São João del Rei (Município) (316250)	7,92	0,00	2,04	0,00	0,00	0,00	342	38,69
São Joaquim de Bicas (Município) (316292)	0,71	0,00	1,07	0,00	0,00	0,00	19	6,77
São José da Lapa (Município) (316295)	1,39	0,00	0,46	0,00	0,00	0,00	27	12,54
São José da Varginha (Município) (316310)	0,00	0,00	6,58	0,00	0,00	0,00	16	35,12
São Sebastião do Paraíso (Município) (316470)	2,77	0,00	0,58	0,00	0,00	0,00	243	35,47
Sarzedo (Município) (316553)	1,05	0,00	0,70	0,00	0,00	0,00	30	10,48
Sete Lagoas (Município) (316720)	3,60	0,00	2,94	0,00	0,00	0,00	397	17,45
Taquaraçu de Minas (Município) (316830)	0,00	0,00	0,00	0,00	0,00	0,00	12	30,15
Teófilo Otoni (Município) (316860)	1,57	0,00	2,36	0,00	0,00	0,00	198	14,14
Timóteo (Município) (316870)	2,91	0,00	4,42	0,00	0,00	0,00	180	20,93
Três Corações (Município) (316930)	3,91	0,00	0,39	0,00	0,00	0,00	299	38,97
Três Pontas (Município) (316940)	5,16	0,00	0,36	0,00	0,00	0,00	304	54,13
Ubá (Município) (316990)	37,97	0,00	9,13	0,00	0,00	0,00	353	32,54
Uberaba (Município) (317010)	3,01	0,00	9,58	0,00	0,03	0,00	798	25,30
Uberlândia (Município) (317020)	5,75	0,00	1,02	0,05	0,00	0,00	1.426	22,05
Unaí (Município) (317040)	3,67	0,00	1,10	0,00	0,00	0,00	166	20,32
Varginha (Município) (317070)	1,00	0,00	0,15	0,00	0,00	0,00	282	21,67
Vespasiano (Município) (317120)	1,31	0,00	3,85	0,09	0,00	0,00	213	18,62
Viçosa (Município) (317130)	5,65	0,00	2,50	0,00	0,00	0,00	137	17,99
Aracruz (Município) (320060)	4,59	0,00	4,26	0,00	0,00	0,00	215	23,48
Cachoeiro de Itapemirim (Município) (320120)	12,91	0,00	4,34	0,19	0,00	0,00	898	43,76
Cariacica (Município) (320130)	2,87	0,00	2,29	0,03	0,00	0,00	523	13,91
Colatina (Município) (320150)	15,25	0,00	2,32	0,00	0,00	0,00	314	26,02
Fundão (Município) (320220)	0,52	0,00	0,00	0,00	0,00	0,00	20	10,43
Guarapari (Município) (320240)	13,76	0,00	14,28	0,09	0,00	0,00	347	29,84
Linhares (Município) (320320)	5,77	0,00	0,76	0,00	0,06	0,00	454	28,77
São Mateus (Município) (320490)	8,37	0,00	4,22	0,00	0,00	0,00	571	47,30
Serra (Município) (320500)	2,10	0,00	0,77	0,02	0,00	0,02	705	15,09
Viana (Município) (320510)	2,63	0,00	2,91	0,14	0,00	0,00	89	12,34
Vila Velha (Município) (320520)	2,70	0,00	2,20	0,04	0,00	0,00	713	15,55
Vitória (Município) (320530)	3,19	0,00	1,49	0,03	0,00	0,00	492	14,13
Angra dos Reis (Município) (330010)	0,72	0,00	1,43	0,11	0,00	0,00	370	20,39
Araruama (Município) (330020)	1,51	0,00	2,02	0,00	0,00	0,00	208	17,48
Barra do Piraí (Município) (330030)	19,63	0,00	11,32	0,21	0,00	0,00	385	40,00
Barra Mansa (Município) (330040)	1,23	0,00	2,01	0,11	0,06	0,00	182	10,14
Belford Roxo (Município) (330045)	15,22	0,00	1,30	0,04	0,02	0,00	1.236	25,88
Cabo Frio (Município) (330070)	0,15	0,00	1,45	0,00	0,00	0,00	116	5,79
Cachoeiras de Macacu (Município) (330080)	6,47	0,00	6,83	0,18	0,00	0,00	300	53,93
Campos dos Goytacazes (Município) (330100)	5,66	0,00	13,50	0,04	0,00	0,00	1.562	32,73
Duque de Caxias (Município) (330170)	2,48	0,00	1,20	0,10	0,00	0,01	1.686	19,29
Guapimirim (Município) (330185)	2,92	0,00	0,73	0,00	0,00	0,00	135	24,68
Itaboraí (Município) (330190)	1,73	0,00	2,40	0,00	0,00	0,00	432	19,18
Itaguaí (Município) (330200)	0,95	0,00	0,61	0,17	0,00	0,00	134	11,60
Itaperuna (Município) (330220)	4,29	0,00	1,84	0,00	0,00	0,00	275	28,06
Japeri (Município) (330227)	4,27	0,00	4,17	0,00	0,00	0,00	805	81,81
Macaé (Município) (330240)	0,58	0,00	1,56	0,00	0,00	0,00	396	17,64
Magé (Município) (330250)	1,08	0,00	1,25	0,09	0,00	0,00	462	19,88
Maricá (Município) (330270)	1,15	0,00	2,72	0,00	0,00	0,00	194	13,90
Mesquita (Município) (330285)	4,05	0,00	0,29	0,00	0,00	0,00	123	7,23
Nilópolis (Município) (330320)	0,95	0,00	0,32	0,00	0,00	0,00	99	6,25
Niterói (Município) (330330)	1,56	0,00	1,07	0,14	0,06	0,00	510	10,32
Nova Friburgo (Município) (330340)	2,61	0,00	0,27	0,22	0,00	0,00	648	35,19
Nova Iguaçu (Município) (330350)	5,67	0,00	0,55	0,12	0,00	0,01	1.634	20,30
Paracambi (Município) (330360)	6,57	0,00	22,58	0,00	0,00	0,00	223	45,79
Petrópolis (Município) (330390)	1,75	0,00	0,27	0,34	0,00	0,00	467	15,68
Queimados (Município) (330414)	9,38	0,00	1,13	0,00	0,07	0,07	677	47,76
Resende (Município) (330420)	1,54	0,00	4,05	0,08	0,00	0,00	433	35,09
Rio Bonito (Município) (330430)	9,66	0,00	10,19	0,00	0,00	0,00	255	44,78
Rio das Ostras (Município) (330452)	1,06	0,00	2,46	0,00	0,00	0,00	298	24,39
Rio de Janeiro (Município) (330455)	0,87	0,00	0,74	0,06	0,03	0,01	6.711	10,44
São Gonçalo (Município) (330490)	3,59	0,00	2,17	0,10	0,00	0,00	4.112	40,10
São João de Meriti (Município) (330510)	2,91	0,00	0,46	0,02	0,00	0,00	616	13,37
São Pedro da Aldeia (Município) (330520)	0,53	0,00	0,96	0,00	0,00	0,00	34	3,63
Saquarema (Município) (330550)	1,39	0,00	1,39	0,00	0,00	0,00	231	29,09
Seropédica (Município) (330555)	0,49	0,00	1,23	0,00	0,00	0,00	47	5,78
Tanguá (Município) (330575)	5,02	0,00	1,26	0,00	0,00	0,00	58	18,21
Teresópolis (Município) (330580)	2,36	0,00	0,06	0,06	0,00	0,00	318	18,72
Três Rios (Município) (330600)	16,39	0,00	21,59	0,00	0,00	0,00	345	43,82
Valença (Município) (330610)	16,27	0,00	28,43	0,27	0,00	0,00	375	51,26
Volta Redonda (Município) (330630)	1,38	0,00	5,54	0,31	0,04	0,00	579	22,14
Americana (Município) (350160)	1,74	0,00	0,40	0,00	0,00	0,00	469	20,89
Amparo (Município) (350190)	3,03	0,00	0,14	0,14	0,00	0,00	127	18,32
Andradina (Município) (350210)	28,17	0,00	13,65	0,00	0,00	0,00	458	80,15
Araçatuba (Município) (350280)	5,14	0,00	0,31	0,00	0,00	0,00	406	21,31
Araraquara (Município) (350320)	1,80	0,00	0,23	0,00	0,09	0,00	343	15,45
Araras (Município) (350330)	1,98	0,00	0,24	0,00	0,08	0,00	245	19,38
Artur Nogueira (Município) (350380)	0,83	0,00	0,21	0,00	0,00	0,00	76	15,70
Arujá (Município) (350390)	1,11	0,00	0,00	0,25	0,00	0,00	120	14,76
Assis (Município) (350400)	8,38	0,00	2,40	0,30	0,00	0,00	288	28,74
Atibaia (Município) (350410)	0,74	0,00	0,22	0,07	0,00	0,00	305	22,67
Avaré (Município) (350450)	17,77	0,00	0,34	0,00	0,00	0,00	595	68,20
Barretos (Município) (350550)	2,89	0,00	3,57	0,00	0,08	0,00	514	43,64
Barueri (Município) (350570)	6,78	0,00	1,17	0,16	0,00	0,08	1.501	58,46
Batatais (Município) (350590)	14,58	0,00	0,34	0,00	0,17	0,00	321	53,81
Bauru (Município) (350600)	1,57	0,00	0,80	0,00	0,03	0,00	530	14,64
Bebedouro (Município) (350610)	1,42	0,00	0,00	0,13	0,00	0,00	282	36,39
Bertioga (Município) (350635)	4,10	0,00	1,49	0,93	0,00	0,00	173	32,23
Birigui (Município) (350650)	3,37	0,00	0,69	0,00	0,00	0,00	770	66,44
Biritiba-Mirim (Município) (350660)	2,62	0,00	0,33	0,33	0,00	0,00	61	20,01
Boituva (Município) (350700)	5,61	0,00	0,19	0,00	0,00	0,00	238	44,54
Botucatu (Município) (350750)	1,76	0,00	0,15	0,22	0,00	0,00	552	40,51
Bragança Paulista (Município) (350760)	0,89	0,00	0,19	0,00	0,13	0,06	639	40,70
Caçapava (Município) (350850)	1,45	0,00	0,00	0,00	0,00	0,00	243	27,10
Caieiras (Município) (350900)	0,64	0,00	0,21	0,00	0,00	0,00	130	13,95
Cajamar (Município) (350920)	0,14	0,00	0,00	0,00	0,00	0,00	105	15,09
Campinas (Município) (350950)	1,46	0,00	0,49	0,09	0,03	0,02	1.908	16,67
Campo Limpo Paulista (Município) (350960)	1,64	0,00	0,51	0,00	0,00	0,00	334	42,23
Campos do Jordão (Município) (350970)	2,59	0,00	0,00	0,00	0,00	0,00	228	45,40
Capivari (Município) (351040)	3,46	0,00	0,77	0,00	0,00	0,00	199	38,31
Caraguatatuba (Município) (351050)	3,65	0,00	1,09	0,00	0,00	0,00	348	31,73
Carapicuíba (Município) (351060)	5,78	0,00	0,10	0,15	0,00	0,05	1.218	31,41
Catanduva (Município) (351110)	1,61	0,00	0,51	0,00	0,00	0,00	335	28,34
Cosmópolis (Município) (351280)	2,64	0,00	2,33	0,00	0,00	0,00	154	23,91
Cotia (Município) (351300)	1,67	0,00	0,05	0,14	0,00	0,05	509	23,04
Cruzeiro (Município) (351340)	3,11	0,00	10,45	0,00	0,00	0,00	296	36,81
Cubatão (Município) (351350)	2,40	0,00	2,64	0,64	0,00	0,00	220	17,57
Diadema (Município) (351380)	6,07	0,00	0,27	0,15	0,00	0,05	1.826	44,90
Embu das Artes (Município) (351500)	2,03	0,00	0,31	0,20	0,00	0,00	762	29,74
Embu-Guaçu (Município) (351510)	1,51	0,00	0,00	0,15	0,00	0,00	169	25,50
Fernandópolis (Município) (351550)	7,40	0,00	5,33	0,00	0,00	0,00	269	39,83
Ferraz de Vasconcelos (Município) (351570)	4,27	0,00	0,17	0,06	0,00	0,00	604	33,49
Franca (Município) (351620)	1,25	0,00	0,03	0,00	0,00	0,00	627	18,62
Francisco Morato (Município) (351630)	3,16	0,00	1,09	0,00	0,00	0,06	747	45,35
Franco da Rocha (Município) (351640)	0,63	0,00	0,14	0,07	0,07	0,00	219	15,44
Guararema (Município) (351830)	6,50	0,00	0,00	0,00	0,00	0,00	173	62,50
Guaratinguetá (Município) (351840)	2,80	0,00	0,68	0,08	0,00	0,00	434	36,89
Guarujá (Município) (351870)	0,68	0,00	1,37	0,13	0,00	0,00	541	17,64
Guarulhos (Município) (351880)	2,09	0,00	0,48	0,20	0,02	0,01	3.266	25,14
Hortolândia (Município) (351907)	0,91	0,00	0,38	0,05	0,00	0,05	552	26,39
Ibitinga (Município) (351960)	2,65	0,00	1,59	0,00	0,00	0,00	191	33,79
Ibiúna (Município) (351970)	0,93	0,00	0,00	0,00	0,00	0,00	315	41,87
Indaiatuba (Município) (352050)	1,85	0,00	0,41	0,00	0,00	0,00	724	32,61
Itanhaém (Município) (352210)	0,53	0,00	0,53	0,00	0,00	0,00	164	17,50
Itapecerica da Serra (Município) (352220)	4,04	0,00	0,06	0,37	0,00	0,00	567	34,71
Itapetininga (Município) (352230)	0,98	0,00	0,00	0,00	0,00	0,00	427	27,76
Itapeva (Município) (352240)	17,32	0,00	0,33	0,11	0,00	0,00	708	77,12
Itapevi (Município) (352250)	3,41	0,00	0,18	0,37	0,00	0,00	727	33,50
Itapira (Município) (352260)	6,80	0,00	0,69	0,00	0,00	0,00	271	37,61
Itaquaquecetuba (Município) (352310)	2,06	0,00	0,12	0,15	0,00	0,00	821	23,83
Itararé (Município) (352320)	29,71	0,00	0,40	0,20	0,00	0,00	270	54,20
Itatiba (Município) (352340)	0,91	0,00	0,00	0,09	0,00	0,00	316	28,75
Itu (Município) (352390)	1,65	0,00	0,55	0,00	0,00	0,00	538	32,83
Itupeva (Município) (352400)	1,37	0,00	0,78	0,20	0,00	0,00	129	25,25
Jaboticabal (Município) (352430)	3,06	0,00	0,27	0,00	0,00	0,00	206	27,45
Jacareí (Município) (352440)	1,52	0,00	0,09	0,04	0,00	0,00	713	31,96
Jaguariúna (Município) (352470)	3,43	0,00	1,21	0,00	0,00	0,00	176	35,56
Jandira (Município) (352500)	3,19	0,00	0,43	0,09	0,00	0,00	298	25,68
Jaú (Município) (352530)	11,49	0,00	2,36	0,07	0,07	0,00	781	55,76
Jundiaí (Município) (352590)	2,18	0,00	0,13	0,05	0,00	0,00	680	17,26
Juquitiba (Município) (352620)	0,33	0,00	0,00	0,66	0,00	0,00	51	16,87
Leme (Município) (352670)	9,33	0,00	4,62	0,00	0,00	0,00	242	24,82
Lençóis Paulista (Município) (352680)	7,23	0,00	0,31	0,00	0,15	0,00	237	36,45
Limeira (Município) (352690)	3,39	0,00	0,21	0,00	0,03	0,00	712	24,40
Lins (Município) (352710)	3,06	0,00	0,00	0,00	0,00	0,00	208	27,69
Lorena (Município) (352720)	6,60	0,00	2,20	0,00	0,00	0,00	370	42,86
Mairiporã (Município) (352850)	0,23	0,00	0,11	0,11	0,00	0,00	369	41,52
Marília (Município) (352900)	2,14	0,00	0,35	0,00	0,04	0,00	781	34,16
Matão (Município) (352930)	8,82	0,00	4,47	0,00	0,00	0,00	279	34,65
Mauá (Município) (352940)	1,15	0,00	0,07	0,07	0,00	0,00	709	15,96
Mirassol (Município) (353030)	19,50	0,00	25,13	0,00	0,00	0,35	321	56,40
Mococa (Município) (353050)	10,21	0,00	3,64	0,00	0,00	0,00	373	54,38
Mogi das Cruzes (Município) (353060)	3,13	0,00	0,22	0,17	0,00	0,00	982	23,67
Mogi Guaçu (Município) (353070)	5,73	0,00	0,14	0,00	0,00	0,00	432	29,80
Mogi Mirim (Município) (353080)	1,88	0,00	0,33	0,22	0,11	0,00	309	34,12
Mongaguá (Município) (353110)	2,76	0,00	0,79	0,39	0,00	0,00	170	33,57
Monte Alto (Município) (353130)	9,00	0,00	0,82	0,20	0,00	0,00	200	40,89
Monte Mor (Município) (353180)	0,75	0,00	0,56	0,00	0,00	0,00	95	17,76
Nova Odessa (Município) (353340)	0,72	0,00	1,99	0,00	0,18	0,00	214	38,75
Olímpia (Município) (353390)	12,16	0,00	2,66	0,00	0,19	0,00	214	40,65
Osasco (Município) (353440)	2,14	0,00	0,09	0,20	0,01	0,01	1.427	20,63
Ourinhos (Município) (353470)	2,12	0,00	0,18	0,00	0,00	0,00	286	26,32
Paulínia (Município) (353650)	1,73	0,00	1,83	0,11	0,11	0,00	275	29,68
Penápolis (Município) (353730)	9,78	0,00	1,63	0,00	0,00	0,00	442	72,02
Peruíbe (Município) (353760)	1,57	0,00	1,72	0,00	0,00	0,00	114	17,86
Piedade (Município) (353780)	6,63	0,00	0,00	0,00	0,00	0,00	197	36,26
Pindamonhangaba (Município) (353800)	2,48	0,00	0,45	0,00	0,00	0,00	494	31,45
Piracicaba (Município) (353870)	2,36	0,00	0,36	0,05	0,00	0,00	808	20,97
Pirapora do Bom Jesus (Município) (353910)	4,10	0,00	0,00	0,00	0,00	0,00	39	22,82
Pirassununga (Município) (353930)	4,62	0,00	0,14	0,00	0,00	0,00	238	32,31
Poá (Município) (353980)	2,23	0,00	0,18	0,09	0,00	0,00	332	29,64
Porto Feliz (Município) (354060)	5,85	0,00	0,39	0,00	0,00	0,00	261	50,86
Porto Ferreira (Município) (354070)	4,99	0,00	0,74	0,00	0,00	0,00	235	43,47
Praia Grande (Município) (354100)	0,14	0,00	0,76	0,10	0,00	0,00	302	10,49
Presidente Prudente (Município) (354140)	8,04	0,00	5,53	0,00	0,00	0,00	676	30,87
Registro (Município) (354260)	0,71	0,00	0,89	0,18	0,00	0,00	152	27,08
Ribeirão Pires (Município) (354330)	1,01	0,00	0,00	0,00	0,00	0,00	183	15,39
Ribeirão Preto (Município) (354340)	1,97	0,00	1,32	0,05	0,06	0,00	1.675	25,79
Rio Claro (Município) (354390)	1,78	0,00	0,15	0,05	0,00	0,00	302	15,34
Rio Grande da Serra (Município) (354410)	1,06	0,00	0,00	0,21	0,00	0,00	78	16,55
Salesópolis (Município) (354500)	3,04	0,00	0,00	0,00	0,00	0,00	24	14,58
Salto (Município) (354520)	1,52	0,00	0,62	0,18	0,00	0,00	613	54,71
Santa Bárbara d'Oeste (Município) (354580)	1,27	0,00	0,11	0,00	0,00	0,00	305	16,20
Santa Isabel (Município) (354680)	5,39	0,00	0,00	0,37	0,00	0,00	347	64,52
Santana de Parnaíba (Município) (354730)	1,07	0,00	0,50	0,08	0,00	0,00	229	18,93
Santo André (Município) (354780)	2,04	0,00	0,11	0,06	0,00	0,00	1.841	26,12
Santos (Município) (354850)	0,48	0,00	3,42	0,30	0,02	0,02	1.172	27,06
São Bernardo do Campo (Município) (354870)	1,53	0,00	0,06	0,09	0,01	0,00	1.919	23,81
São Caetano do Sul (Município) (354880)	5,31	0,00	0,00	0,00	0,06	0,00	619	39,59
São Carlos (Município) (354890)	0,85	0,00	0,25	0,00	0,00	0,00	735	31,08
São João da Boa Vista (Município) (354910)	2,05	0,00	0,34	0,00	0,11	0,00	350	39,81
São Joaquim da Barra (Município) (354940)	3,65	0,00	0,20	0,00	0,00	0,00	152	30,86
São José do Rio Pardo (Município) (354970)	5,37	0,00	2,04	0,00	0,00	0,00	320	59,23
São José do Rio Preto (Município) (354980)	5,28	0,00	8,25	0,02	0,07	0,00	2.836	65,34
São José dos Campos (Município) (354990)	2,32	0,00	0,46	0,04	0,01	0,00	1.833	27,23
São Lourenço da Serra (Município) (354995)	1,34	0,00	0,00	0,00	0,00	0,00	42	28,24
