Localidade	"Extensão da rede de distribuição de água, em km
(km) (SNIS)"	"Extensão da rede de distribuição de esgoto, em km
(km) (SNIS)"	"Investimentos realizados pelo prestador de serviços, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo município, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo governo estadual, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos totais em saneamento
(R$ a preços de 2019) (ITB)"	"Investimentos per capita em saneamento
(R$ a preços de 2019) (ITB)"
Jacobina (Município) (291750)	306,33	9,80	437.340,89	0,00	0,00	437.340,89	5,23
Jaguaquara (Município) (291760)	122,51	88,22	247.871,98	0,00	0,00	247.871,98	4,42
Jequié (Município) (291800)	493,06	453,79	2.672.554,98	0,00	0,00	2.672.554,98	16,48
Juazeiro (Município) (291840)	489,00	227,00	542.661,15	0,00	0,00	542.661,15	2,45
Lauro de Freitas (Município) (291920)	424,65	205,43	27.059.669,72	0,00	0,00	27.059.669,72	136,92
Luís Eduardo Magalhães (Município) (291955)	267,02	220,69	5.519.426,40	0,00	0,00	5.519.426,40	66,06
Madre de Deus (Município) (291992)	75,55	42,93	696.951,44	0,00	0,00	696.951,44	33,18
Mata de São João (Município) (292100)	196,28	69,01	3.339.363,55	0,00	0,00	3.339.363,55	71,05
Paulo Afonso (Município) (292400)	284,20	147,75	3.930.934,55	0,00	0,00	3.930.934,55	32,57
Pojuca (Município) (292520)	94,37	0,00	90.593,02	0,00	0,00	90.593,02	2,28
Porto Seguro (Município) (292530)	358,48	180,00	4.726.874,66	0,00	0,00	4.726.874,66	31,66
Ribeira do Pombal (Município) (292660)	143,30	0,00	1.746.447,62	0,00	0,00	1.746.447,62	31,77
Salvador (Município) (292740)	5.145,06	3.899,44	131.309.329,69	0,00	5.319.656,40	136.628.986,10	46,25
Santo Amaro (Município) (292860)	121,55	54,64	0,00	0,00	0,00	0,00	0,00
Santo Antônio de Jesus (Município) (292870)	320,23	42,73	2.490.074,29	0,00	0,00	2.490.074,29	24,10
Santo Estêvão (Município) (292880)	98,31	6,63	388.222,48	0,00	0,00	388.222,48	7,20
São Francisco do Conde (Município) (292920)	151,71	40,61	60.663,16	0,00	0,00	60.663,16	1,51
São Sebastião do Passé (Município) (292950)	98,29	9,20	0,00	0,00	0,00	0,00	0,00
Senhor do Bonfim (Município) (293010)	218,79	13,00	7.480.937,56	0,00	0,00	7.480.937,56	92,11
Serrinha (Município) (293050)	223,37	19,00	90.220,23	0,00	0,00	90.220,23	1,09
Simões Filho (Município) (293070)	204,38	147,73	2.800.704,77	0,00	0,00	2.800.704,77	20,59
Teixeira de Freitas (Município) (293135)	430,44	86,05	4.491.667,95	0,00	0,00	4.491.667,95	27,78
Tucano (Município) (293190)	82,73	27,16	39.606,97	0,00	0,00	39.606,97	0,75
Valença (Município) (293290)	162,71	106,48	212.016,00	0,00	0,00	212.016,00	2,15
Vera Cruz (Município) (293320)	419,65	44,73	2.762.016,58	0,00	0,00	2.762.016,58	63,29
Vitória da Conquista (Município) (293330)	1.224,11	665,05	15.475.586,81	0,00	0,00	15.475.586,81	44,38
Alfenas (Município) (310160)	321,38	313,81	1.682.839,41	0,00	0,00	1.682.839,41	21,11
Araguari (Município) (310350)	488,69	477,68	19.375.368,56	0,00	0,00	19.375.368,56	164,97
Araxá (Município) (310400)	644,61	317,24	2.265.387,04	0,00	0,00	2.265.387,04	21,72
Baldim (Município) (310500)	32,33	32,60	74.566,77	0,00	0,00	74.566,77	9,26
Barão de Cocais (Município) (310540)	126,91	209,00	315.813,84	20.459,47	0,00	336.273,32	10,52
Barbacena (Município) (310560)	289,02	257,17	2.249.935,33	0,00	0,00	2.249.935,33	16,46
Belo Horizonte (Município) (310620)	6.858,36	4.416,35	103.906.228,23	0,00	0,00	103.906.228,23	41,17
Belo Vale (Município) (310640)	34,10	18,00	64.999,53	0,00	0,00	64.999,53	8,29
Betim (Município) (310670)	1.507,48	1.182,27	7.981.787,12	0,00	0,00	7.981.787,12	18,69
Bom Despacho (Município) (310740)	277,49	196,40	3.350.899,75	0,00	0,00	3.350.899,75	66,96
Bonfim (Município) (310810)	36,74	27,36	105.475,62	0,00	0,00	105.475,62	15,03
Brumadinho (Município) (310900)	206,67	86,26	1.744.123,91	0,00	0,00	1.744.123,91	44,88
Caeté (Município) (311000)	260,00	215,00	352.172,73	0,00	0,00	352.172,73	7,94
Campo Belo (Município) (311120)	252,22	215,85	905.139,02	0,00	0,00	905.139,02	16,62
Capim Branco (Município) (311250)	69,48	25,30	150.072,42	0,00	0,00	150.072,42	15,51
Caratinga (Município) (311340)	202,47	111,80	4.106.078,91	0,00	0,00	4.106.078,91	44,71
Cataguases (Município) (311530)	215,34	72,00	1.222.892,82	0,00	0,00	1.222.892,82	16,30
Confins (Município) (311787)	71,89	0,33	114.596,26	0,00	0,00	114.596,26	17,34
Congonhas (Município) (311800)	288,82	118,44	802.172,80	0,00	0,00	802.172,80	14,90
Conselheiro Lafaiete (Município) (311830)	445,47	360,39	9.826.645,36	0,00	0,00	9.826.645,36	77,15
Contagem (Município) (311860)	1.973,12	1.218,35	28.425.848,86	0,00	0,00	28.425.848,86	43,16
Coronel Fabriciano (Município) (311940)	308,77	189,49	5.253.686,90	0,00	0,00	5.253.686,90	47,62
Curvelo (Município) (312090)	315,18	186,81	1.471.048,81	0,00	0,00	1.471.048,81	18,42
Divinópolis (Município) (312230)	1.031,01	817,61	11.818.742,11	0,00	0,00	11.818.742,11	50,31
Esmeraldas (Município) (312410)	107,60	30,65	1.006.715,76	0,00	0,00	1.006.715,76	14,59
Florestal (Município) (312600)	49,95	30,00	96.880,59	0,00	0,00	96.880,59	13,19
Formiga (Município) (312610)	500,00	500,00	665.822,65	0,00	0,00	665.822,65	9,73
Fortuna de Minas (Município) (312640)	39,00	60,00	0,00	0,00	0,00	0,00	0,00
Frutal (Município) (312710)	195,20	171,36	1.170.328,44	0,00	0,00	1.170.328,44	19,91
Funilândia (Município) (312720)	46,44	12,91	5.104.626,66	0,00	0,00	5.104.626,66	1.193,51
Governador Valadares (Município) (312770)	732,91	707,92	1.018.884,45	0,00	0,00	1.018.884,45	3,63
Guaxupé (Município) (312870)	216,68	216,57	1.584.046,57	0,00	0,00	1.584.046,57	30,29
Ibirité (Município) (312980)	503,92	398,00	7.232.642,61	0,00	0,00	7.232.642,61	40,75
Igarapé (Município) (313010)	379,79	74,40	2.635.684,76	0,00	0,00	2.635.684,76	64,09
Inhaúma (Município) (313100)	56,00	10,00	0,00	0,00	0,00	0,00	0,00
Ipatinga (Município) (313130)	691,20	558,92	5.060.891,51	0,00	0,00	5.060.891,51	19,38
Itabira (Município) (313170)	386,76	310,16	640.863,16	15.086.503,88	0,00	15.727.367,04	131,85
Itabirito (Município) (313190)	322,50	247,00	2.982.700,74	0,00	0,00	2.982.700,74	58,70
Itaguara (Município) (313220)	73,13	71,24	86.812,43	0,00	0,00	86.812,43	6,51
Itajubá (Município) (313240)	807,81	339,31	1.950.644,83	0,00	0,00	1.950.644,83	20,11
Itatiaiuçu (Município) (313370)	58,05	20,00	119.245,71	453.940,58	0,00	573.186,29	52,21
Itaúna (Município) (313380)	605,93	366,43	3.598.081,88	0,00	0,00	3.598.081,88	38,82
Ituiutaba (Município) (313420)	545,73	526,53	1.474.949,09	0,00	0,00	1.474.949,09	14,11
Jaboticatubas (Município) (313460)	53,07	40,00	178.909,73	0,00	0,00	178.909,73	9,15
Janaúba (Município) (313510)	401,29	101,71	18.440.931,24	0,00	0,00	18.440.931,24	257,36
Januária (Município) (313520)	234,12	66,37	1.129.376,11	0,00	0,00	1.129.376,11	16,47
João Monlevade (Município) (313620)	407,50	310,89	1.885.267,77	473.398,76	0,00	2.358.666,54	29,64
Nova União (Município) (313660)	32,85	0,00	52.736,65	0,00	0,00	52.736,65	9,09
Juatuba (Município) (313665)	288,71	43,48	1.996.420,17	0,00	0,00	1.996.420,17	77,16
Juiz de Fora (Município) (313670)	1.854,06	1.359,59	26.210.209,87	4.149.573,69	0,00	30.359.783,56	53,85
Lagoa da Prata (Município) (313720)	313,00	271,00	3.115.770,37	0,00	0,00	3.115.770,37	60,85
Lagoa Santa (Município) (313760)	517,60	208,03	1.843.417,37	0,00	0,00	1.843.417,37	29,85
Lavras (Município) (313820)	522,22	384,21	2.123.799,26	0,00	0,00	2.123.799,26	20,80
Leopoldina (Município) (313840)	145,39	51,00	465.594,96	7.542,94	0,00	473.137,90	8,87
Manhuaçu (Município) (313940)	245,00	245,00	314.126,76	0,00	0,00	314.126,76	3,55
Mariana (Município) (314000)	259,80	196,20	24.953,09	0,00	0,00	24.953,09	0,42
Mário Campos (Município) (314015)	95,20	27,60	185.927,80	0,00	0,00	185.927,80	12,41
Mateus Leme (Município) (314070)	235,28	177,98	1.230.597,08	0,00	0,00	1.230.597,08	40,11
Matozinhos (Município) (314110)	172,89	111,00	709.588,49	0,00	0,00	709.588,49	19,00
Moeda (Município) (314230)	19,26	0,00	39.995,01	0,00	0,00	39.995,01	8,07
Montes Claros (Município) (314330)	1.796,15	1.272,56	47.020.097,86	0,00	0,00	47.020.097,86	116,96
Muriaé (Município) (314390)	454,15	472,23	724.935,60	0,00	0,00	724.935,60	6,68
Nova Lima (Município) (314480)	476,06	55,00	1.524.742,80	0,00	0,00	1.524.742,80	16,54
Nova Serrana (Município) (314520)	393,13	270,16	1.825.543,79	0,00	0,00	1.825.543,79	19,28
Ouro Preto (Município) (314610)	532,14	520,30	0,00	0,00	0,00	0,00	0,00
Paracatu (Município) (314700)	290,83	266,58	25.159.087,35	0,00	0,00	25.159.087,35	272,33
Pará de Minas (Município) (314710)	399,70	263,90	11.694.926,50	0,00	0,00	11.694.926,50	126,11
Passos (Município) (314790)	501,85	458,81	1.481.719,02	0,00	0,00	1.481.719,02	12,95
Patos de Minas (Município) (314800)	812,52	628,30	8.165.370,85	0,00	0,00	8.165.370,85	54,11
Patrocínio (Município) (314810)	452,00	400,00	2.371.581,41	666.961,29	0,00	3.038.542,70	33,77
Pedro Leopoldo (Município) (314930)	331,45	90,69	10.006.432,04	0,00	0,00	10.006.432,04	156,75
Pirapora (Município) (315120)	289,37	85,50	289.197,68	0,00	0,00	289.197,68	5,10
Poços de Caldas (Município) (315180)	1.082,03	968,92	5.964.638,56	0,00	0,00	5.964.638,56	35,91
Ponte Nova (Município) (315210)	300,00	250,00	1.538.397,04	0,00	0,00	1.538.397,04	25,49
Pouso Alegre (Município) (315250)	646,73	527,54	3.084.017,66	0,00	0,00	3.084.017,66	20,96
Prudente de Morais (Município) (315360)	59,68	20,73	185.258,47	0,00	0,00	185.258,47	17,52
Raposos (Município) (315390)	57,14	60,00	3.575.932,55	0,00	0,00	3.575.932,55	218,18
Ribeirão das Neves (Município) (315460)	1.067,12	642,20	8.056.725,33	0,00	0,00	8.056.725,33	24,50
Rio Acima (Município) (315480)	-	-	-	-	-	-	-
Rio Manso (Município) (315530)	44,82	0,00	59.948,36	0,00	0,00	59.948,36	10,38
Sabará (Município) (315670)	478,67	305,00	5.769.926,23	0,00	0,00	5.769.926,23	42,44
Santa Bárbara (Município) (315720)	125,63	142,00	293.531,37	121.727,47	0,00	415.258,84	13,53
Santa Luzia (Município) (315780)	772,93	459,73	3.725.551,92	0,00	0,00	3.725.551,92	17,02
São Francisco (Município) (316110)	171,01	92,00	480.583,97	0,00	0,00	480.583,97	8,46
São João del Rei (Município) (316250)	-	-	-	-	-	0,00	0,00
São Joaquim de Bicas (Município) (316292)	252,18	120,05	474.977,89	0,00	0,00	474.977,89	15,75
São José da Lapa (Município) (316295)	111,89	79,05	418.168,14	0,00	0,00	418.168,14	18,25
São José da Varginha (Município) (316310)	43,00	32,00	0,00	110.876,04	0,00	110.876,04	22,94
São Sebastião do Paraíso (Município) (316470)	307,81	247,49	1.831.794,91	0,00	0,00	1.831.794,91	25,97
Sarzedo (Município) (316553)	167,14	136,36	697.517,84	0,00	0,00	697.517,84	22,47
Sete Lagoas (Município) (316720)	1.127,00	917,43	758.508,16	185.469,39	0,00	943.977,55	4,00
Taquaraçu de Minas (Município) (316830)	20,44	6,40	63.778,28	0,00	0,00	63.778,28	15,65
Teófilo Otoni (Município) (316860)	339,86	213,77	2.173.926,42	0,00	0,00	2.173.926,42	15,32
Timóteo (Município) (316870)	274,71	196,22	1.456.875,56	0,00	0,00	1.456.875,56	16,38
Três Corações (Município) (316930)	315,81	285,11	1.456.259,65	0,00	0,00	1.456.259,65	18,43
Três Pontas (Município) (316940)	254,80	222,37	439.054,49	0,00	0,00	439.054,49	7,69
Ubá (Município) (316990)	212,81	210,00	908.349,65	0,00	0,00	908.349,65	8,02
Uberaba (Município) (317010)	1.572,52	1.545,06	23.003.206,56	275.292,19	0,00	23.278.498,76	70,91
Uberlândia (Município) (317020)	3.211,00	2.576,00	89.960.111,37	0,00	0,00	89.960.111,37	132,96
Unaí (Município) (317040)	466,13	298,41	1.537.762,63	0,00	0,00	1.537.762,63	18,31
Varginha (Município) (317070)	637,21	534,90	3.189.308,08	0,00	0,00	3.189.308,08	23,74
Vespasiano (Município) (317120)	500,25	227,00	3.082.231,88	0,00	0,00	3.082.231,88	25,19
Viçosa (Município) (317130)	282,40	214,00	1.593.506,63	0,00	0,00	1.593.506,63	20,33
Aracruz (Município) (320060)	378,36	259,66	849.148,58	0,00	0,00	849.148,58	8,63
Cachoeiro de Itapemirim (Município) (320120)	637,23	511,48	6.823.664,29	0,00	0,00	6.823.664,29	32,24
Cariacica (Município) (320130)	1.263,58	374,93	10.072.459,60	0,00	0,00	10.072.459,60	26,00
Colatina (Município) (320150)	340,00	208,00	209.105,02	12.606.766,19	0,00	12.815.871,21	102,92
Fundão (Município) (320220)	166,27	29,63	71.479,26	0,00	0,00	71.479,26	3,44
Guarapari (Município) (320240)	490,45	207,51	3.197.499,57	0,00	0,00	3.197.499,57	25,96
Linhares (Município) (320320)	460,00	241,56	1.168.998,19	0,00	0,00	1.168.998,19	6,92
São Mateus (Município) (320490)	348,22	195,27	1.082.137,29	0,00	0,00	1.082.137,29	8,42
Serra (Município) (320500)	1.825,71	915,08	110.341.440,29	0,00	13.177.775,26	123.519.215,55	245,75
Viana (Município) (320510)	264,19	88,37	3.924.556,71	0,00	0,00	3.924.556,71	51,12
Vila Velha (Município) (320520)	1.361,09	405,09	21.155.922,73	0,00	0,00	21.155.922,73	43,50
Vitória (Município) (320530)	855,86	475,61	18.050.841,77	0,00	0,00	18.050.841,77	49,71
Angra dos Reis (Município) (330010)	487,30	238,57	1.722.206,25	0,00	57.738,74	1.779.944,98	9,15
Araruama (Município) (330020)	850,00	123,00	9.121.015,77	0,00	0,00	9.121.015,77	71,97
Barra do Piraí (Município) (330030)	237,30	113,80	0,00	38,47	0,00	38,47	0,00
Barra Mansa (Município) (330040)	2.127,00	796,00	934.348,73	0,00	0,00	934.348,73	5,21
Belford Roxo (Município) (330045)	562,59	418,00	1.785.443,57	0,00	3.378.537,73	5.163.981,30	10,42
Cabo Frio (Município) (330070)	1.121,98	37,56	14.189.592,28	0,00	0,00	14.189.592,28	65,68
Cachoeiras de Macacu (Município) (330080)	342,76	123,00	0,00	0,00	5.064,80	5.064,80	0,09
Campos dos Goytacazes (Município) (330100)	1.332,20	779,50	26.279.979,28	0,00	0,00	26.279.979,28	53,60
Duque de Caxias (Município) (330170)	1.306,65	675,00	12.283.816,37	0,00	15.458.356,57	27.742.172,94	31,14
Guapimirim (Município) (330185)	140,00	0,00	0,00	0,00	0,00	0,00	0,00
Itaboraí (Município) (330190)	396,00	120,00	3.130,57	0,00	58.751,70	61.882,27	0,27
Itaguaí (Município) (330200)	560,05	100,00	0,00	0,00	349.471,31	349.471,31	2,86
Itaperuna (Município) (330220)	119,00	149,00	0,00	0,00	489.259,83	489.259,83	4,89
Japeri (Município) (330227)	160,67	0,00	0,00	0,00	0,00	0,00	0,00
Macaé (Município) (330240)	539,00	322,00	22.562.668,99	0,00	122.568,19	22.685.237,19	92,92
Magé (Município) (330250)	305,00	163,00	0,00	0,00	185.100,90	185.100,90	0,78
Maricá (Município) (330270)	143,00	23,00	26.962,23	0,00	5.717.147,98	5.744.110,21	37,54
Mesquita (Município) (330285)	412,04	179,00	0,00	0,00	82.049,79	82.049,79	0,48
Nilópolis (Município) (330320)	248,26	190,00	12.959.883,57	0,00	17.745.910,29	30.705.793,86	193,94
Niterói (Município) (330330)	1.312,00	758,30	19.973.402,36	0,00	0,00	19.973.402,36	40,02
Nova Friburgo (Município) (330340)	704,40	427,80	8.226.589,65	0,00	0,00	8.226.589,65	44,38
Nova Iguaçu (Município) (330350)	761,24	560,00	57.576.808,97	0,00	67.935.861,90	125.512.670,87	157,16
Paracambi (Município) (330360)	110,55	61,00	0,00	0,00	22.285,13	22.285,13	0,44
Petrópolis (Município) (330390)	784,00	280,00	6.679.311,01	0,00	0,00	6.679.311,01	22,40
Queimados (Município) (330414)	388,14	132,00	21.076.420,03	0,00	18.543.239,51	39.619.659,54	272,51
Resende (Município) (330420)	489,17	393,23	7.064.953,21	0,00	0,00	7.064.953,21	55,66
Rio Bonito (Município) (330430)	62,00	197,59	15.169,89	0,00	69.894,26	85.064,14	1,46
Rio das Ostras (Município) (330452)	139,00	223,00	0,00	17.237.410,22	599.672,51	17.837.082,73	126,40
Rio de Janeiro (Município) (330455)	10.710,21	6.428,24	92.778.224,03	0,00	5.358.338,68	98.136.562,71	15,05
São Gonçalo (Município) (330490)	1.687,00	720,00	233.965,60	0,00	576.374,42	810.340,02	0,77
São João de Meriti (Município) (330510)	542,25	350,09	679.752,17	0,00	3.304.050,89	3.983.803,06	8,65
São Pedro da Aldeia (Município) (330520)	452,47	56,19	8.168.873,30	0,00	0,00	8.168.873,30	81,77
Saquarema (Município) (330550)	469,00	57,00	0,00	0,00	0,00	0,00	0,00
Seropédica (Município) (330555)	301,11	53,00	0,00	0,00	2.173.472,47	2.173.472,47	25,75
Tanguá (Município) (330575)	25,00	10,00	0,00	0,00	30.388,81	30.388,81	0,92
Teresópolis (Município) (330580)	417,00	55,00	590.991,85	0,00	249.188,23	840.180,09	4,77
Três Rios (Município) (330600)	400,40	445,00	0,00	0,00	0,00	0,00	0,00
Valença (Município) (330610)	178,00	62,00	81.191,78	0,00	46.596,17	127.787,95	1,72
Volta Redonda (Município) (330630)	1.039,59	901,99	805.583,26	0,00	0,00	805.583,26	3,04
Americana (Município) (350160)	1.928,00	2.329,40	796.584,38	0,00	0,00	796.584,38	3,41
Amparo (Município) (350190)	326,40	228,96	139.875,80	0,00	0,00	139.875,80	1,96
Andradina (Município) (350210)	259,01	211,59	6.647.580,82	0,00	0,00	6.647.580,82	115,91
Araçatuba (Município) (350280)	697,30	665,10	15.141.937,04	0,00	0,00	15.141.937,04	77,70
Araraquara (Município) (350320)	1.417,39	1.184,29	5.289.493,62	0,00	0,00	5.289.493,62	22,92
Araras (Município) (350330)	686,00	704,00	2.143.297,62	0,00	0,00	2.143.297,62	16,33
Artur Nogueira (Município) (350380)	163,24	162,15	721.436,48	3.731.521,66	486.090,30	4.939.048,45	95,01
Arujá (Município) (350390)	386,98	191,88	3.287.374,46	0,00	0,00	3.287.374,46	38,04
Assis (Município) (350400)	441,66	385,49	2.534.023,92	0,00	0,00	2.534.023,92	24,62
Atibaia (Município) (350410)	404,02	236,26	631.660,09	550.316,61	0,00	1.181.976,70	8,46
Avaré (Município) (350450)	380,52	349,11	4.523.082,98	0,00	0,00	4.523.082,98	50,55
Barretos (Município) (350550)	604,00	602,95	1.819.196,12	0,00	0,00	1.819.196,12	15,08
Barueri (Município) (350570)	728,90	398,84	14.288.831,27	0,00	0,00	14.288.831,27	53,41
Batatais (Município) (350590)	-	-	-	-	-	-	-
Bauru (Município) (350600)	1.670,36	1.405,09	2.762.602,32	0,00	0,00	2.762.602,32	7,43
Bebedouro (Município) (350610)	716,00	716,00	633.790,19	0,00	0,00	633.790,19	8,15
Bertioga (Município) (350635)	327,12	223,31	14.765.304,67	0,00	0,00	14.765.304,67	249,01
Birigui (Município) (350650)	450,20	440,70	0,00	223.290,40	0,00	223.290,40	1,85
Biritiba-Mirim (Município) (350660)	132,21	70,51	1.536.232,32	0,00	0,00	1.536.232,32	48,32
Boituva (Município) (350700)	153,26	69,58	709.248,61	0,00	0,00	709.248,61	12,25
Botucatu (Município) (350750)	655,66	475,24	3.172.548,03	0,00	0,00	3.172.548,03	22,26
Bragança Paulista (Município) (350760)	763,55	468,75	6.467.202,32	0,00	0,00	6.467.202,32	39,40
Caçapava (Município) (350850)	329,59	147,55	1.876.901,63	0,00	0,00	1.876.901,63	20,27
Caieiras (Município) (350900)	302,59	152,17	30.227.544,20	0,00	0,00	30.227.544,20	307,74
Cajamar (Município) (350920)	271,83	99,98	3.142.874,72	0,00	0,00	3.142.874,72	42,52
Campinas (Município) (350950)	4.676,03	4.385,74	64.027.235,05	0,00	0,00	64.027.235,05	54,15
Campo Limpo Paulista (Município) (350960)	294,82	178,11	2.521.420,94	0,00	0,00	2.521.420,94	30,56
Campos do Jordão (Município) (350970)	314,09	121,35	8.831.845,32	0,00	0,00	8.831.845,32	171,65
Capivari (Município) (351040)	253,00	227,00	5.227.673,57	0,00	0,00	5.227.673,57	96,28
Caraguatatuba (Município) (351050)	630,05	502,05	17.389.095,21	0,00	0,00	17.389.095,21	148,90
Carapicuíba (Município) (351060)	641,20	424,48	9.726.071,51	0,00	0,00	9.726.071,51	24,52
Catanduva (Município) (351110)	476,00	492,00	3.265.890,63	0,00	0,00	3.265.890,63	27,06
Cosmópolis (Município) (351280)	185,00	185,00	0,00	137.608,66	0,00	137.608,66	1,99
Cotia (Município) (351300)	1.078,58	371,92	14.009.419,68	0,00	0,00	14.009.419,68	58,93
Cruzeiro (Município) (351340)	314,00	294,80	69.691,84	0,00	0,00	69.691,84	0,85
Cubatão (Município) (351350)	252,29	147,38	8.071.558,97	0,00	0,00	8.071.558,97	62,69
Diadema (Município) (351380)	785,90	479,16	10.360.756,76	0,00	0,00	10.360.756,76	24,79
Embu das Artes (Município) (351500)	628,86	305,62	6.110.087,42	0,00	0,00	6.110.087,42	22,88
Embu-Guaçu (Município) (351510)	258,07	123,77	2.272.056,09	0,00	0,00	2.272.056,09	33,28
Fernandópolis (Município) (351550)	329,87	279,24	7.588.568,93	0,00	0,00	7.588.568,93	110,51
Ferraz de Vasconcelos (Município) (351570)	320,69	259,41	5.289.992,82	0,00	0,00	5.289.992,82	28,01
Franca (Município) (351620)	1.515,97	1.250,13	30.063.578,10	0,00	0,00	30.063.578,10	86,58
Francisco Morato (Município) (351630)	378,25	168,15	42.402.784,79	0,00	0,00	42.402.784,79	247,10
Franco da Rocha (Município) (351640)	428,32	204,46	49.883.453,83	0,00	0,00	49.883.453,83	333,66
Guararema (Município) (351830)	144,89	42,39	953.615,06	0,00	0,00	953.615,06	32,91
Guaratinguetá (Município) (351840)	602,00	338,51	379.882,67	0,00	0,00	379.882,67	3,15
Guarujá (Município) (351870)	780,21	443,71	64.075.902,91	0,00	0,00	64.075.902,91	203,05
Guarulhos (Município) (351880)	2.360,68	1.737,12	22.862.673,85	0,00	0,00	22.862.673,85	16,95
Hortolândia (Município) (351907)	597,11	341,29	7.286.897,38	0,00	0,00	7.286.897,38	32,80
Ibitinga (Município) (351960)	426,00	312,00	524.072,69	0,00	0,00	524.072,69	8,93
Ibiúna (Município) (351970)	146,26	28,61	2.496.801,25	0,00	0,00	2.496.801,25	32,19
Indaiatuba (Município) (352050)	1.030,10	891,38	45.105.022,72	0,00	0,00	45.105.022,72	188,25
Itanhaém (Município) (352210)	941,34	411,85	14.101.175,84	0,00	0,00	14.101.175,84	142,97
Itapecerica da Serra (Município) (352220)	429,75	191,29	29.983.143,12	0,00	0,00	29.983.143,12	175,41
Itapetininga (Município) (352230)	506,49	285,28	6.488.637,71	0,00	0,00	6.488.637,71	40,54
Itapeva (Município) (352240)	253,23	162,54	3.935.315,63	0,00	0,00	3.935.315,63	42,06
Itapevi (Município) (352250)	469,56	254,87	12.882.255,65	0,00	0,00	12.882.255,65	56,13
Itapira (Município) (352260)	333,50	299,66	2.932.166,83	0,00	0,00	2.932.166,83	39,71
Itaquaquecetuba (Município) (352310)	878,97	461,71	18.871.424,22	0,00	0,00	18.871.424,22	52,33
Itararé (Município) (352320)	169,94	141,85	6.165.075,05	0,00	0,00	6.165.075,05	122,37
Itatiba (Município) (352340)	230,82	158,43	3.796.810,32	0,00	0,00	3.796.810,32	32,59
Itu (Município) (352390)	820,00	588,00	1.118.817,70	0,00	0,00	1.118.817,70	6,58
Itupeva (Município) (352400)	82,01	36,29	4.758.947,44	0,00	0,00	4.758.947,44	83,44
Jaboticabal (Município) (352430)	365,08	249,91	40.372,68	0,00	0,00	40.372,68	0,53
Jacareí (Município) (352440)	782,31	610,88	5.852.374,16	0,00	0,00	5.852.374,16	25,46
Jaguariúna (Município) (352470)	212,00	207,00	0,00	1.006.998,65	2.001.582,12	3.008.580,77	55,50
Jandira (Município) (352500)	240,68	152,77	8.146.415,85	0,00	0,00	8.146.415,85	67,05
Jaú (Município) (352530)	876,00	701,80	6.503.597,04	0,00	0,00	6.503.597,04	44,44
Jundiaí (Município) (352590)	1.892,25	968,36	5.014.496,46	0,00	0,00	5.014.496,46	12,25
Juquitiba (Município) (352620)	113,20	30,35	2.382.014,49	0,00	0,00	2.382.014,49	76,77
Leme (Município) (352670)	430,00	410,00	754.605,55	0,00	0,00	754.605,55	7,46
Lençóis Paulista (Município) (352680)	340,06	277,32	206.678,42	0,00	0,00	206.678,42	3,08
Limeira (Município) (352690)	1.175,75	1.035,00	19.832.844,57	0,00	0,00	19.832.844,57	65,91
Lins (Município) (352710)	237,99	213,64	2.465.154,80	0,00	0,00	2.465.154,80	32,01
Lorena (Município) (352720)	266,15	206,92	1.048.019,61	0,00	0,00	1.048.019,61	11,91
Mairiporã (Município) (352850)	345,24	68,75	9.713.982,97	0,00	0,00	9.713.982,97	101,61
Marília (Município) (352900)	763,00	768,90	0,00	0,00	0,00	0,00	0,00
Matão (Município) (352930)	390,05	377,10	42.654.829,76	0,00	0,00	42.654.829,76	518,24
Mauá (Município) (352940)	744,30	611,00	4.482.866,12	0,00	0,00	4.482.866,12	9,70
Mirassol (Município) (353030)	301,50	295,70	3.529.363,39	0,00	0,00	3.529.363,39	60,06
Mococa (Município) (353050)	190,54	171,01	708.061,67	0,00	0,00	708.061,67	10,26
Mogi das Cruzes (Município) (353060)	1.117,00	794,00	13.787.145,80	63.445.011,75	0,00	77.232.157,54	177,99
Mogi Guaçu (Município) (353070)	623,48	562,13	2.434.963,32	0,00	1.008.912,45	3.443.875,77	23,05
Mogi Mirim (Município) (353080)	492,00	400,00	306.051,72	0,00	215.735,16	521.786,88	5,65
Mongaguá (Município) (353110)	420,21	315,10	7.782.126,72	0,00	0,00	7.782.126,72	143,43
Monte Alto (Município) (353130)	276,88	259,53	1.248.132,19	0,00	0,00	1.248.132,19	24,97
Monte Mor (Município) (353180)	246,06	83,48	4.033.200,91	0,00	0,00	4.033.200,91	70,46
Nova Odessa (Município) (353340)	280,62	272,01	9.321.074,06	340.558,29	0,00	9.661.632,36	165,93
Olímpia (Município) (353390)	241,38	231,14	440.872,14	0,00	0,00	440.872,14	8,16
Osasco (Município) (353440)	1.200,59	756,89	20.978.003,81	0,00	0,00	20.978.003,81	30,06
Ourinhos (Município) (353470)	635,87	516,33	511.260,41	0,00	0,00	511.260,41	4,57
Paulínia (Município) (353650)	492,72	230,05	3.162.735,59	0,00	0,00	3.162.735,59	30,86
Penápolis (Município) (353730)	269,44	262,01	1.920.143,71	0,00	0,00	1.920.143,71	30,61
Peruíbe (Município) (353760)	532,41	470,67	15.639.433,72	0,00	0,00	15.639.433,72	234,93
