Localidade	"População total
(pessoas) (IBGE)"	"População das cidades declarantes do SNIS
(pessoas) (SNIS)"	"População urbana total
(pessoas) (SNIS)"	"Área do município
(km²) (IBGE)"	"População total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"População urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"Parcela da população urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"	"Parcela da população total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"
Catu (Município) (290750)	56.037	56.037	46.907	433,190	56.037	46.907	100,0%	100,0%
Conceição do Coité (Município) (290840)	67.875	67.875	39.690	1.015,250	64.420	38.264	96,4%	94,9%
Cruz das Almas (Município) (290980)	64.552	64.552	54.946	139,120	50.914	43.010	78,3%	78,9%
Dias d'Ávila (Município) (291005)	79.401	79.401	74.660	184,230	50.019	45.278	60,6%	63,0%
Euclides da Cunha (Município) (291070)	61.618	61.618	30.012	1.992,640	52.607	21.001	70,0%	85,4%
Eunápolis (Município) (291072)	114.275	114.275	106.539	1.425,970	106.250	98.514	92,5%	93,0%
Feira de Santana (Município) (291080)	622.639	622.639	571.177	1.304,430	262.602	211.140	37,0%	42,2%
Guanambi (Município) (291170)	86.320	86.320	68.507	1.272,370	41.719	23.906	34,9%	48,3%
Ilhéus (Município) (291360)	178.210	178.210	150.202	1.584,690	90.277	62.269	41,5%	50,7%
Ipirá (Município) (291400)	62.697	62.697	30.649	3.105,280	59.377	27.861	90,9%	94,7%
Irecê (Município) (291460)	73.915	73.915	68.150	319,170	60.340	54.575	80,1%	81,6%
Itaberaba (Município) (291470)	66.592	66.592	52.388	2.386,390	58.563	44.359	84,7%	87,9%
Itabuna (Município) (291480)	220.386	220.386	214.976	401,030	70.441	65.520	30,5%	32,0%
Itamaraju (Município) (291560)	67.305	67.305	53.129	2.360,290	27.078	12.902	24,3%	40,2%
Itaparica (Município) (291610)	22.744	22.744	22.744	118,040	10.790	10.790	47,4%	47,4%
Itapetinga (Município) (291640)	76.881	76.881	74.632	1.651,150	4.200	4.179	5,6%	5,5%
Jacobina (Município) (291750)	83.435	83.435	58.820	2.192,910	79.297	54.682	93,0%	95,0%
Jaguaquara (Município) (291760)	55.751	55.751	42.460	924,740	37.838	24.547	57,8%	67,9%
Jequié (Município) (291800)	161.880	161.880	148.591	2.969,030	23.403	10.114	6,8%	14,5%
Juazeiro (Município) (291840)	220.253	220.253	178.876	6.721,200	79.521	40.646	22,7%	36,1%
Lauro de Freitas (Município) (291920)	194.641	194.641	194.641	57,660	110.657	110.657	56,9%	56,9%
Luís Eduardo Magalhães (Município) (291955)	81.730	81.730	74.626	3.940,540	56.938	49.834	66,8%	69,7%
Madre de Deus (Município) (291992)	20.689	20.689	20.067	32,200	4.744	4.122	20,5%	22,9%
Mata de São João (Município) (292100)	46.392	46.392	34.434	604,290	28.195	20.448	59,4%	60,8%
Paulo Afonso (Município) (292400)	119.930	119.930	103.343	1.545,190	85.520	68.933	66,7%	71,3%
Pojuca (Município) (292520)	37.993	37.993	32.606	308,700	37.993	32.606	100,0%	100,0%
Porto Seguro (Município) (292530)	147.444	147.444	120.900	2.287,090	45.822	19.278	15,9%	31,1%
Ribeira do Pombal (Município) (292660)	54.773	54.773	34.299	1.177,450	54.773	34.299	100,0%	100,0%
Salvador (Município) (292740)	2.938.092	2.938.092	2.937.287	692,820	624.285	623.480	21,2%	21,2%
Santo Amaro (Município) (292860)	61.836	61.836	47.892	489,320	37.777	23.833	49,8%	61,1%
Santo Antônio de Jesus (Município) (292870)	102.469	102.469	89.308	261,740	81.489	68.328	76,5%	79,5%
Santo Estêvão (Município) (292880)	53.473	53.473	30.925	360,330	51.956	29.408	95,1%	97,2%
São Francisco do Conde (Município) (292920)	39.790	39.790	32.845	269,610	26.455	19.510	59,4%	66,5%
São Sebastião do Passé (Município) (292950)	45.660	45.660	35.867	536,580	42.996	33.203	92,6%	94,2%
Senhor do Bonfim (Município) (293010)	80.769	80.769	62.478	789,360	29.110	21.619	34,6%	36,0%
Serrinha (Município) (293050)	82.621	82.621	50.790	583,310	75.428	43.597	85,8%	91,3%
Simões Filho (Município) (293070)	134.674	134.674	120.715	201,580	92.510	78.551	65,1%	68,7%
Teixeira de Freitas (Município) (293135)	159.813	159.813	149.326	1.165,620	113.296	102.809	68,8%	70,9%
Tucano (Município) (293190)	52.381	52.381	21.943	2.185,010	40.961	10.523	48,0%	78,2%
Valença (Município) (293290)	98.053	98.053	71.177	1.124,660	26.475	11.389	16,0%	27,0%
Vera Cruz (Município) (293320)	43.162	43.162	40.493	299,730	35.502	32.833	81,1%	82,3%
Vitória da Conquista (Município) (293330)	346.069	346.069	309.838	3.705,840	56.903	20.672	6,7%	16,4%
Alfenas (Município) (310160)	79.222	79.222	74.284	850,450	13.247	8.309	11,2%	16,7%
Araguari (Município) (310350)	116.871	116.871	109.188	2.729,510	117	0	0,0%	0,1%
Araxá (Município) (310400)	103.287	103.287	101.757	1.164,060	6.594	5.064	5,0%	6,4%
Baldim (Município) (310500)	8.061	8.061	5.162	556,270	2.886	0	0,0%	35,8%
Barão de Cocais (Município) (310540)	31.628	31.628	28.674	340,590	2.528	2.094	7,3%	8,0%
Barbacena (Município) (310560)	135.829	135.829	124.303	759,190	47.623	36.446	29,3%	35,1%
Belo Horizonte (Município) (310620)	2.513.451	2.513.451	2.513.451	331,400	188.755	188.755	7,5%	7,5%
Belo Vale (Município) (310640)	7.829	7.829	3.423	365,920	0	0	0,0%	0,0%
Betim (Município) (310670)	422.354	422.354	419.273	343,860	104.947	101.866	24,3%	24,8%
Bom Despacho (Município) (310740)	49.650	49.650	46.754	1.213,550	7.969	5.073	10,9%	16,1%
Bonfim (Município) (310810)	7.018	7.018	3.430	301,870	4.642	1.054	30,7%	66,1%
Brumadinho (Município) (310900)	38.373	38.373	32.352	639,430	22.256	16.235	50,2%	58,0%
Caeté (Município) (311000)	44.066	44.066	38.320	542,530	3.725	1.635	4,3%	8,5%
Campo Belo (Município) (311120)	54.272	54.272	51.200	528,230	2.502	0	0,0%	4,6%
Capim Branco (Município) (311250)	9.609	9.609	8.753	95,330	8.037	7.181	82,0%	83,6%
Caratinga (Município) (311340)	91.342	91.342	75.520	1.258,480	40.877	25.055	33,2%	44,8%
Cataguases (Município) (311530)	74.609	74.609	71.425	491,770	28.832	25.648	35,9%	38,6%
Confins (Município) (311787)	6.545	6.545	6.545	42,360	6.545	6.545	100,0%	100,0%
Congonhas (Município) (311800)	53.348	53.348	51.937	304,070	19.094	17.683	34,0%	35,8%
Conselheiro Lafaiete (Município) (311830)	126.420	126.420	120.728	370,250	30.211	24.519	20,3%	23,9%
Contagem (Município) (311860)	653.800	653.800	651.588	195,050	126.336	124.124	19,0%	19,3%
Coronel Fabriciano (Município) (311940)	109.857	109.857	108.481	221,250	25.902	24.526	22,6%	23,6%
Curvelo (Município) (312090)	79.401	79.401	72.087	3.296,200	21.824	14.510	20,1%	27,5%
Divinópolis (Município) (312230)	232.945	232.945	226.930	708,120	38.096	32.081	14,1%	16,4%
Esmeraldas (Município) (312410)	68.133	68.133	63.548	909,680	59.043	54.458	85,7%	86,7%
Florestal (Município) (312600)	7.278	7.278	6.069	194,240	141	69	1,1%	1,9%
Formiga (Município) (312610)	68.236	68.236	62.326	1.501,920	4.456	2.926	4,7%	6,5%
Fortuna de Minas (Município) (312640)	2.913	2.913	2.008	198,710	1.127	222	11,1%	38,7%
Frutal (Município) (312710)	58.295	58.295	50.250	2.426,970	14.593	6.548	13,0%	25,0%
Funilândia (Município) (312720)	4.237	4.237	2.230	199,800	3.084	1.077	48,3%	72,8%
Governador Valadares (Município) (312770)	279.665	279.665	268.647	2.342,330	7.120	6.106	2,3%	2,5%
Guaxupé (Município) (312870)	52.108	52.108	48.998	286,400	8.813	5.703	11,6%	16,9%
Ibirité (Município) (312980)	175.721	175.721	175.319	72,570	55.851	55.449	31,6%	31,8%
Igarapé (Município) (313010)	40.468	40.468	37.925	110,940	22.449	19.906	52,5%	55,5%
Inhaúma (Município) (313100)	6.200	6.200	4.527	245,000	3.700	2.527	55,8%	59,7%
Ipatinga (Município) (313130)	259.324	259.324	256.617	164,880	23.250	20.543	8,0%	9,0%
Itabira (Município) (313170)	118.481	118.481	110.422	1.253,700	0	0	0,0%	0,0%
Itabirito (Município) (313190)	50.305	50.305	48.221	542,610	9.196	7.112	14,7%	18,3%
Itaguara (Município) (313220)	13.253	13.253	10.204	410,470	2.588	564	5,5%	19,5%
Itajubá (Município) (313240)	96.523	96.523	88.118	294,840	19.220	10.815	12,3%	19,9%
Itatiaiuçu (Município) (313370)	10.882	10.882	6.819	295,150	0	0	0,0%	0,0%
Itaúna (Município) (313380)	92.091	92.091	86.690	495,770	4.075	0	0,0%	4,4%
Ituiutaba (Município) (313420)	103.945	103.945	99.617	2.598,050	4.478	150	0,2%	4,3%
Jaboticatubas (Município) (313460)	19.305	19.305	12.101	1.114,970	11.603	4.399	36,4%	60,1%
Janaúba (Município) (313510)	71.279	71.279	64.628	2.181,320	54.979	48.328	74,8%	77,1%
Januária (Município) (313520)	68.420	68.420	43.189	6.661,590	60.106	34.875	80,7%	87,8%
João Monlevade (Município) (313620)	79.100	79.100	78.742	99,160	487	906	1,2%	0,6%
Nova União (Município) (313660)	5.792	5.792	2.995	172,130	5.792	2.995	100,0%	100,0%
Juatuba (Município) (313665)	25.490	25.490	25.059	97,170	17.912	17.481	69,8%	70,3%
Juiz de Fora (Município) (313670)	559.636	559.636	553.274	1.435,750	33.983	27.621	5,0%	6,1%
Lagoa da Prata (Município) (313720)	50.714	50.714	49.560	439,980	761	495	1,0%	1,5%
Lagoa Santa (Município) (313760)	60.787	60.787	56.654	229,410	35.944	31.811	56,1%	59,1%
Lavras (Município) (313820)	101.208	101.208	96.440	564,740	15.271	10.503	10,9%	15,1%
Leopoldina (Município) (313840)	53.252	53.252	47.601	943,080	0	0	0,0%	0,0%
Manhuaçu (Município) (313940)	87.735	87.735	71.489	628,320	0	0	0,0%	0,0%
Mariana (Município) (314000)	59.343	59.343	52.144	1.194,210	11.869	10.429	20,0%	20,0%
Mário Campos (Município) (314015)	14.811	14.811	13.987	35,200	8.311	7.487	53,5%	56,1%
Mateus Leme (Município) (314070)	30.423	30.423	26.953	301,380	18.869	15.399	57,1%	62,0%
Matozinhos (Município) (314110)	37.040	37.040	33.682	252,280	15.926	12.568	37,3%	43,0%
Moeda (Município) (314230)	4.940	4.940	1.885	155,110	4.940	1.885	100,0%	100,0%
Montes Claros (Município) (314330)	398.288	398.288	379.042	3.568,940	68.974	49.728	13,1%	17,3%
Muriaé (Município) (314390)	107.916	107.916	99.841	841,690	1.080	1.099	1,1%	1,0%
Nova Lima (Município) (314480)	91.069	91.069	89.083	429,000	73.002	71.016	79,7%	80,2%
Nova Serrana (Município) (314520)	92.332	92.332	87.316	282,470	15.917	10.901	12,5%	17,2%
Ouro Preto (Município) (314610)	74.356	74.356	64.664	1.245,870	27.016	21.836	33,8%	36,3%
Paracatu (Município) (314700)	91.724	91.724	79.873	8.229,600	26.587	14.736	18,4%	29,0%
Pará de Minas (Município) (314710)	91.969	91.969	86.928	551,250	2.419	2.287	2,6%	2,6%
Passos (Município) (314790)	113.807	113.807	107.974	1.338,070	6.622	789	0,7%	5,8%
Patos de Minas (Município) (314800)	149.856	149.856	137.987	3.190,190	18.145	6.276	4,5%	12,1%
Patrocínio (Município) (314810)	89.333	89.333	78.812	2.874,340	0	0	0,0%	0,0%
Pedro Leopoldo (Município) (314930)	63.406	63.406	53.921	292,950	29.206	19.721	36,6%	46,1%
Pirapora (Município) (315120)	56.474	56.474	55.434	549,510	25.992	24.952	45,0%	46,0%
Poços de Caldas (Município) (315180)	164.912	164.912	160.895	546,670	0	0	0,0%	0,0%
Ponte Nova (Município) (315210)	60.188	60.188	53.680	470,640	3.010	511	1,0%	5,0%
Pouso Alegre (Município) (315250)	145.535	145.535	133.251	542,800	19.651	7.367	5,5%	13,5%
Prudente de Morais (Município) (315360)	10.485	10.485	10.075	124,190	6.622	6.212	61,7%	63,2%
Raposos (Município) (315390)	16.312	16.312	15.472	72,230	4.824	3.984	25,7%	29,6%
Ribeirão das Neves (Município) (315460)	325.846	325.846	323.466	155,450	106.377	103.997	32,2%	32,6%
Rio Acima (Município) (315480)	10.026	10.026	8.762	229,810	-	-	-	-
Rio Manso (Município) (315530)	5.730	5.730	3.052	231,540	5.730	3.052	100,0%	100,0%
Sabará (Município) (315670)	135.196	135.196	131.786	302,420	48.602	45.192	34,3%	35,9%
Santa Bárbara (Município) (315720)	30.436	30.436	27.071	684,060	3.536	171	0,6%	11,6%
Santa Luzia (Município) (315780)	217.610	217.610	217.005	235,080	72.002	71.397	32,9%	33,1%
São Francisco (Município) (316110)	56.619	56.619	35.977	3.308,100	40.616	19.974	55,5%	71,7%
São João del Rei (Município) (316250)	89.832	89.832	84.927	1.452,000	9.087	4.182	4,9%	10,1%
São Joaquim de Bicas (Município) (316292)	29.674	29.674	21.612	71,760	22.058	13.996	64,8%	74,3%
São José da Lapa (Município) (316295)	22.592	22.592	13.008	47,930	11.331	1.747	13,4%	50,2%
São José da Varginha (Município) (316310)	4.770	4.770	2.695	205,500	3.042	967	35,9%	63,8%
São Sebastião do Paraíso (Município) (316470)	70.066	70.066	64.646	814,930	11.602	6.182	9,6%	16,6%
Sarzedo (Município) (316553)	30.478	30.478	30.145	62,130	5.657	5.324	17,7%	18,6%
Sete Lagoas (Município) (316720)	234.221	234.221	228.538	536,640	10.308	4.625	2,0%	4,4%
Taquaraçu de Minas (Município) (316830)	4.053	4.053	1.875	329,290	3.220	1.042	55,6%	79,4%
Teófilo Otoni (Município) (316860)	141.502	141.502	115.596	3.242,270	56.074	30.168	26,1%	39,6%
Timóteo (Município) (316870)	88.255	88.255	88.126	144,380	14.480	14.351	16,3%	16,4%
Três Corações (Município) (316930)	78.474	78.474	70.991	828,040	17.975	10.492	14,8%	22,9%
Três Pontas (Município) (316940)	56.879	56.879	48.874	689,790	4.331	156	0,3%	7,6%
Ubá (Município) (316990)	112.186	112.186	107.895	407,450	4.486	195	0,2%	4,0%
Uberaba (Município) (317010)	325.279	325.279	318.013	4.523,960	4.880	1.591	0,5%	1,5%
Uberlândia (Município) (317020)	669.672	669.672	651.105	4.115,210	18.567	0	0,0%	2,8%
Unaí (Município) (317040)	83.448	83.448	67.056	8.448,080	22.646	6.254	9,3%	27,1%
Varginha (Município) (317070)	133.384	133.384	129.027	395,400	14.400	10.043	7,8%	10,8%
Vespasiano (Município) (317120)	120.510	120.510	120.510	71,080	32.631	32.631	27,1%	27,1%
Viçosa (Município) (317130)	77.863	77.863	72.564	299,420	13.493	8.708	12,0%	17,3%
Aracruz (Município) (320060)	96.746	96.746	84.473	1.423,870	29.178	17.129	20,3%	30,2%
Cachoeiro de Itapemirim (Município) (320120)	210.325	210.325	192.271	864,580	17.062	3.242	1,7%	8,1%
Cariacica (Município) (320130)	384.621	384.621	372.384	279,720	262.929	250.692	67,3%	68,4%
Colatina (Município) (320150)	123.598	123.598	108.790	1.416,800	18.238	6.089	5,6%	14,8%
Fundão (Município) (320220)	20.376	20.376	17.208	288,720	15.928	12.760	74,2%	78,2%
Guarapari (Município) (320240)	121.506	121.506	116.015	591,820	55.810	50.319	43,4%	45,9%
Linhares (Município) (320320)	166.491	166.491	143.234	3.496,560	45.382	37.672	26,3%	27,3%
São Mateus (Município) (320490)	126.437	126.437	98.040	2.345,730	48.005	39.216	40,0%	38,0%
Serra (Município) (320500)	494.109	494.109	490.708	547,640	185.326	181.925	37,1%	37,5%
Viana (Município) (320510)	75.652	75.652	69.403	312,280	50.563	44.314	63,9%	66,8%
Vila Velha (Município) (320520)	479.664	479.664	477.337	209,970	250.688	248.361	52,0%	52,3%
Vitória (Município) (320530)	359.555	359.555	359.555	96,540	103.731	103.731	28,8%	28,8%
Angra dos Reis (Município) (330010)	191.504	191.504	184.476	825,080	109.839	106.078	57,5%	57,4%
Araruama (Município) (330020)	124.940	124.940	118.780	638,480	41.633	36.070	30,4%	33,3%
Barra do Piraí (Município) (330030)	97.152	97.152	94.260	584,610	3.458	566	0,6%	3,6%
Barra Mansa (Município) (330040)	180.126	180.126	178.485	547,130	19.872	25.743	14,4%	11,0%
Belford Roxo (Município) (330045)	494.141	494.141	494.141	78,990	297.462	297.462	60,2%	60,2%
Cabo Frio (Município) (330070)	212.289	212.289	160.147	413,650	88.752	36.610	22,9%	41,8%
Cachoeiras de Macacu (Município) (330080)	56.603	56.603	48.959	954,750	24.603	20.539	42,0%	43,5%
Campos dos Goytacazes (Município) (330100)	487.186	487.186	439.904	4.032,440	91.272	43.990	10,0%	18,7%
Duque de Caxias (Município) (330170)	886.917	886.917	883.899	467,270	494.074	491.056	55,6%	55,7%
Guapimirim (Município) (330185)	57.105	57.105	55.178	358,350	57.105	55.178	100,0%	100,0%
Itaboraí (Município) (330190)	230.786	230.786	228.038	430,590	134.913	132.165	58,0%	58,5%
Itaguaí (Município) (330200)	120.855	120.855	115.447	273,370	71.711	66.303	57,4%	59,3%
Itaperuna (Município) (330220)	99.504	99.504	91.745	1.106,170	75.324	67.565	73,6%	75,7%
Japeri (Município) (330227)	100.562	100.562	100.562	81,700	100.562	100.562	100,0%	100,0%
Macaé (Município) (330240)	239.471	239.471	234.989	1.215,290	192.828	188.346	80,2%	80,5%
Magé (Município) (330250)	236.319	236.319	223.755	393,910	137.167	124.603	55,7%	58,0%
Maricá (Município) (330270)	149.876	149.876	147.560	362,000	133.044	130.728	88,6%	88,8%
Mesquita (Município) (330285)	171.020	171.020	171.020	41,490	86.172	86.172	50,4%	50,4%
Nilópolis (Município) (330320)	158.319	158.319	158.319	19,390	8.320	8.320	5,3%	5,3%
Niterói (Município) (330330)	497.883	497.883	497.883	134,070	25.967	25.967	5,2%	5,2%
Nova Friburgo (Município) (330340)	185.102	185.102	162.015	935,430	30.642	7.555	4,7%	16,6%
Nova Iguaçu (Município) (330350)	797.435	797.435	788.728	520,810	437.950	429.243	54,4%	54,9%
Paracambi (Município) (330360)	50.071	50.071	44.331	190,950	34.315	28.575	64,5%	68,5%
Petrópolis (Município) (330390)	298.158	298.158	283.416	791,140	48.540	36.174	12,8%	16,3%
Queimados (Município) (330414)	144.525	144.525	144.525	75,700	85.254	85.254	59,0%	59,0%
Resende (Município) (330420)	126.084	126.084	118.254	1.099,340	5.928	0	0,0%	4,7%
Rio Bonito (Município) (330430)	57.963	57.963	43.050	459,460	14.263	0	0,0%	24,6%
Rio das Ostras (Município) (330452)	136.626	136.626	129.165	228,110	73.302	66.841	51,7%	53,7%
Rio de Janeiro (Município) (330455)	6.498.837	6.498.837	6.498.837	1.200,180	964.674	964.674	14,8%	14,8%
São Gonçalo (Município) (330490)	1.044.058	1.044.058	1.043.297	248,320	646.420	645.659	61,9%	61,9%
São João de Meriti (Município) (330510)	460.541	460.541	460.541	35,220	175.006	175.006	38,0%	38,0%
São Pedro da Aldeia (Município) (330520)	98.470	98.470	92.053	332,920	27.460	21.043	22,9%	27,9%
Saquarema (Município) (330550)	83.750	83.750	79.488	352,800	22.086	18.218	22,9%	26,4%
Seropédica (Município) (330555)	83.667	83.667	68.792	283,630	55.470	40.595	59,0%	66,3%
Tanguá (Município) (330575)	32.703	32.703	29.187	142,530	22.710	19.194	65,8%	69,4%
Teresópolis (Município) (330580)	174.587	174.587	155.887	773,340	139.749	121.049	77,7%	80,0%
Três Rios (Município) (330600)	79.230	79.230	76.910	322,840	130	1.745	2,3%	0,2%
Valença (Município) (330610)	73.997	73.997	64.090	1.300,770	44.361	34.454	53,8%	59,9%
Volta Redonda (Município) (330630)	263.659	263.659	263.539	182,110	2.756	2.636	1,0%	1,0%
Americana (Município) (350160)	231.621	231.621	230.539	133,910	0	0	0,0%	0,0%
Amparo (Município) (350190)	70.742	70.742	55.678	445,320	17.848	2.784	5,0%	25,2%
Andradina (Município) (350210)	57.300	57.300	53.484	964,230	4.790	974	1,8%	8,4%
Araçatuba (Município) (350280)	193.828	193.828	190.090	1.167,130	5.639	1.901	1,0%	2,9%
Araraquara (Município) (350320)	228.664	228.664	222.163	1.003,630	6.455	333	0,1%	2,8%
Araras (Município) (350330)	130.102	130.102	123.097	644,830	0	0	0,0%	0,0%
Artur Nogueira (Município) (350380)	51.126	51.126	46.290	178,030	6.245	1.409	3,0%	12,2%
Arujá (Município) (350390)	85.199	85.199	81.799	96,170	28.150	24.750	30,3%	33,0%
Assis (Município) (350400)	102.268	102.268	97.804	460,610	3.072	0	0,0%	3,0%
Atibaia (Município) (350410)	138.449	138.449	126.011	478,520	75.076	62.638	49,7%	54,2%
Avaré (Município) (350450)	88.938	88.938	85.139	1.213,060	5.852	2.053	2,4%	6,6%
Barretos (Município) (350550)	119.948	119.948	116.294	1.566,160	3.654	0	0,0%	3,0%
Barueri (Município) (350570)	264.935	264.935	264.935	65,700	17.222	17.222	6,5%	6,5%
Batatais (Município) (350590)	61.040	61.040	53.981	849,530	7.059	0	0,0%	11,6%
Bauru (Município) (350600)	369.368	369.368	363.190	667,680	10.537	4.359	1,2%	2,9%
Bebedouro (Município) (350610)	77.695	77.695	74.038	683,190	0	0	0,0%	0,0%
Bertioga (Município) (350635)	57.942	57.942	56.996	491,550	28.692	27.746	48,7%	49,5%
Birigui (Município) (350650)	119.536	119.536	115.973	530,030	0	0	0,0%	0,0%
Biritiba-Mirim (Município) (350660)	31.479	31.479	27.017	317,410	16.501	12.039	44,6%	52,4%
Boituva (Município) (350700)	56.830	56.830	53.459	248,950	18.918	15.547	29,1%	33,3%
Botucatu (Município) (350750)	141.032	141.032	135.882	1.482,640	9.733	4.583	3,4%	6,9%
Bragança Paulista (Município) (350760)	162.435	162.435	157.466	512,580	27.015	22.046	14,0%	16,6%
Caçapava (Município) (350850)	91.883	91.883	78.619	368,990	7.924	0	0,0%	8,6%
Caieiras (Município) (350900)	97.016	97.016	94.613	97,640	25.645	23.242	24,6%	26,4%
Cajamar (Município) (350920)	72.875	72.875	71.408	131,390	10.562	9.095	12,7%	14,5%
Campinas (Município) (350950)	1.173.370	1.173.370	1.153.193	794,570	107.157	86.980	7,5%	9,1%
Campo Limpo Paulista (Município) (350960)	81.693	81.693	81.693	79,400	31.897	31.897	39,0%	39,0%
Campos do Jordão (Município) (350970)	51.157	51.157	50.838	290,520	26.719	26.400	51,9%	52,2%
Capivari (Município) (351040)	53.731	53.731	50.775	322,880	4.957	2.031	4,0%	9,2%
Caraguatatuba (Município) (351050)	115.071	115.071	110.316	484,950	37.618	32.863	29,8%	32,7%
Carapicuíba (Município) (351060)	394.465	394.465	394.465	34,550	87.412	87.412	22,2%	22,2%
Catanduva (Município) (351110)	120.092	120.092	119.128	290,600	964	0	0,0%	0,8%
Cosmópolis (Município) (351280)	67.960	67.960	63.116	154,670	2.460	0	0,0%	3,6%
Cotia (Município) (351300)	233.696	233.696	233.696	323,990	115.923	115.923	49,6%	49,6%
Cruzeiro (Município) (351340)	81.406	81.406	79.332	305,700	2.074	0	0,0%	2,5%
Cubatão (Município) (351350)	127.887	127.887	127.887	142,880	61.702	61.702	48,2%	48,2%
Diadema (Município) (351380)	415.180	415.180	415.180	30,730	24.911	24.911	6,0%	6,0%
Embu das Artes (Município) (351500)	264.448	264.448	264.448	70,400	72.727	72.727	27,5%	27,5%
Embu-Guaçu (Município) (351510)	67.788	67.788	65.980	155,640	42.619	40.811	61,9%	62,9%
Fernandópolis (Município) (351550)	68.399	68.399	66.304	549,800	444	0	0,0%	0,6%
Ferraz de Vasconcelos (Município) (351570)	186.808	186.808	178.426	29,560	34.565	26.183	14,7%	18,5%
Franca (Município) (351620)	344.704	344.704	338.652	605,680	1.308	0	0,0%	0,4%
Francisco Morato (Município) (351630)	169.942	169.942	169.597	49,000	101.842	101.497	59,8%	59,9%
Franco da Rocha (Município) (351640)	147.650	147.650	136.027	132,780	61.394	49.771	36,6%	41,6%
Guararema (Município) (351830)	28.664	28.664	24.667	270,820	16.673	12.676	51,4%	58,2%
Guaratinguetá (Município) (351840)	119.753	119.753	114.079	752,640	10.206	10.968	9,6%	8,5%
Guarujá (Município) (351870)	313.421	313.421	313.361	144,790	111.613	111.553	35,6%	35,6%
Guarulhos (Município) (351880)	1.337.087	1.337.087	1.337.087	318,680	157.081	157.081	11,7%	11,7%
Hortolândia (Município) (351907)	219.039	219.039	219.039	62,420	11.875	11.875	5,4%	5,4%
Ibitinga (Município) (351960)	58.188	58.188	55.888	689,390	0	0	0,0%	0,0%
Ibiúna (Município) (351970)	77.005	77.005	26.959	1.058,080	63.887	13.841	51,3%	83,0%
Indaiatuba (Município) (352050)	235.367	235.367	233.001	311,550	10.821	8.455	3,6%	4,6%
Itanhaém (Município) (352210)	97.439	97.439	96.527	601,710	60.892	59.980	62,1%	62,5%
Itapecerica da Serra (Município) (352220)	169.103	169.103	167.701	150,740	121.402	120.000	71,6%	71,8%
Itapetininga (Município) (352230)	158.561	158.561	143.925	1.789,350	22.820	8.184	5,7%	14,4%
Itapeva (Município) (352240)	93.145	93.145	78.500	1.826,260	20.958	6.313	8,0%	22,5%
Itapevi (Município) (352250)	226.488	226.488	226.488	82,660	83.902	83.902	37,0%	37,0%
Itapira (Município) (352260)	73.410	73.410	68.096	518,420	724	670	1,0%	1,0%
Itaquaquecetuba (Município) (352310)	356.774	356.774	356.774	82,620	118.142	118.142	33,1%	33,1%
Itararé (Município) (352320)	50.243	50.243	46.403	1.003,860	10.291	6.451	13,9%	20,5%
Itatiba (Município) (352340)	114.912	114.912	97.013	322,280	21.024	3.125	3,2%	18,3%
Itu (Município) (352390)	168.643	168.643	157.836	640,720	10.807	0	0,0%	6,4%
Itupeva (Município) (352400)	55.596	55.596	48.279	200,820	17.210	9.893	20,5%	31,0%
Jaboticabal (Município) (352430)	76.196	76.196	73.926	706,600	1.155	1.921	2,6%	1,5%
Jacareí (Município) (352440)	228.214	228.214	225.062	464,270	1.826	0	0,0%	0,8%
Jaguariúna (Município) (352470)	53.069	53.069	51.538	141,390	4.996	3.465	6,7%	9,4%
Jandira (Município) (352500)	120.177	120.177	120.177	17,450	30.725	30.725	25,6%	25,6%
Jaú (Município) (352530)	144.828	144.828	140.300	687,100	4.505	0	0,0%	3,1%
Jundiaí (Município) (352590)	405.740	405.740	388.286	431,210	7.178	1.941	0,5%	1,8%
Juquitiba (Município) (352620)	30.837	30.837	23.865	522,170	26.642	19.670	82,4%	86,4%
Leme (Município) (352670)	100.296	100.296	98.226	402,870	1.082	1.099	1,1%	1,1%
Lençóis Paulista (Município) (352680)	66.664	66.664	65.170	809,540	1.494	0	0,0%	2,2%
Limeira (Município) (352690)	298.701	298.701	289.787	580,710	8.914	0	0,0%	3,0%
Lins (Município) (352710)	76.562	76.562	75.667	570,060	312	0	0,0%	0,4%
Lorena (Município) (352720)	87.584	87.584	85.075	414,160	2.756	247	0,3%	3,1%
Mairiporã (Município) (352850)	93.981	93.981	82.133	320,700	73.342	61.494	74,9%	78,0%
Marília (Município) (352900)	233.639	233.639	223.157	1.170,520	1.503	109	0,0%	0,6%
Matão (Município) (352930)	81.878	81.878	80.376	524,900	0	0	0,0%	0,0%
Mauá (Município) (352940)	457.696	457.696	457.696	61,910	34.913	34.913	7,6%	7,6%
Mirassol (Município) (353030)	58.314	58.314	56.841	243,230	1.473	0	0,0%	2,5%
Mococa (Município) (353050)	68.897	68.897	63.554	855,160	4.285	0	0,0%	6,2%
Mogi das Cruzes (Município) (353060)	429.321	429.321	395.591	712,540	61.026	27.296	6,9%	14,2%
Mogi Guaçu (Município) (353070)	148.327	148.327	140.816	812,750	11.736	4.225	3,0%	7,9%
