Localidade	"Taxa de incidência de internações de  doenças gastrointestinais infecciosas
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  febre amarela
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  dengue
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  leptospirose
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  malária
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  esquistossomose
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças respiratórias: gripes e pneumonias
(Número de internações) (DATASUS)"	"Incidência de internações por doenças respiratórias: gripes e pneumonias
(Internações por 10 mil habitantes) (DATASUS)"
Luís Eduardo Magalhães (Município) (291955)	3,01	0,00	0,52	0,00	0,00	0,00	121	15,83
Madre de Deus (Município) (291992)	5,00	0,00	1,50	0,00	0,00	0,00	45	22,52
Mata de São João (Município) (292100)	3,10	0,00	0,00	0,00	0,00	0,00	63	13,94
Paulo Afonso (Município) (292400)	6,42	0,00	0,17	0,00	0,00	0,00	289	24,42
Pojuca (Município) (292520)	0,27	0,00	0,27	0,00	0,00	0,00	19	5,13
Porto Seguro (Município) (292530)	1,26	0,00	0,28	0,14	0,00	0,00	136	9,49
Ribeira do Pombal (Município) (292660)	1,57	0,00	0,20	0,00	0,00	0,00	91	17,83
Salvador (Município) (292740)	1,83	0,00	0,57	0,25	0,01	0,01	5.199	17,91
Santo Amaro (Município) (292860)	9,26	0,00	0,97	0,00	0,00	0,16	48	7,80
Santo Antônio de Jesus (Município) (292870)	13,53	0,00	0,90	0,10	0,00	0,00	266	26,45
Santo Estêvão (Município) (292880)	5,69	0,00	0,38	0,00	0,00	0,00	85	16,13
São Francisco do Conde (Município) (292920)	0,26	0,00	0,26	0,00	0,00	0,00	19	4,89
São Sebastião do Passé (Município) (292950)	3,31	0,00	0,44	0,00	0,00	0,00	50	11,04
Senhor do Bonfim (Município) (293010)	26,36	0,00	5,44	0,00	0,00	0,12	174	21,53
Serrinha (Município) (293050)	23,57	0,00	2,90	0,00	0,00	0,00	133	16,08
Simões Filho (Município) (293070)	6,69	0,00	1,90	0,23	0,00	0,00	338	25,68
Teixeira de Freitas (Município) (293135)	2,57	0,00	0,64	0,00	0,00	0,00	330	21,20
Tucano (Município) (293190)	10,15	0,00	0,18	0,00	0,00	0,00	70	12,47
Valença (Município) (293290)	25,70	0,00	1,24	0,31	0,00	0,00	417	43,21
Vera Cruz (Município) (293320)	9,74	0,00	6,65	0,24	0,00	0,00	190	45,13
Vitória da Conquista (Município) (293330)	19,52	0,00	0,35	0,00	0,00	0,12	1.262	37,10
Alfenas (Município) (310160)	2,30	0,00	1,53	0,13	0,00	0,00	318	40,68
Araguari (Município) (310350)	6,31	0,00	1,38	0,00	0,09	0,00	387	33,47
Araxá (Município) (310400)	4,05	0,00	2,37	0,00	0,00	0,00	321	31,74
Baldim (Município) (310500)	0,00	0,00	0,00	0,00	0,00	0,00	15	18,56
Barão de Cocais (Município) (310540)	1,94	0,00	0,00	0,00	0,00	0,00	121	39,17
Barbacena (Município) (310560)	1,49	0,00	0,07	0,07	0,00	0,07	390	29,11
Belo Horizonte (Município) (310620)	3,47	0,00	0,48	0,04	0,01	0,06	5.077	20,38
Belo Vale (Município) (310640)	2,56	0,00	0,00	0,00	0,00	0,00	37	47,42
Betim (Município) (310670)	1,36	0,00	0,27	0,07	0,00	0,05	531	12,89
Bom Despacho (Município) (310740)	2,05	0,00	2,05	0,00	0,00	0,00	280	57,37
Bonfim (Município) (310810)	0,00	0,00	0,00	0,00	0,00	0,00	15	21,39
Brumadinho (Município) (310900)	1,61	0,00	1,34	0,00	0,00	0,00	170	45,56
Caeté (Município) (311000)	3,23	0,00	0,23	0,00	0,00	0,00	203	46,78
Campo Belo (Município) (311120)	0,37	0,00	10,77	0,00	0,00	0,00	234	43,44
Capim Branco (Município) (311250)	2,11	0,00	1,06	0,00	0,00	0,00	21	22,20
Caratinga (Município) (311340)	3,44	0,00	0,11	0,00	0,00	0,00	107	11,86
Cataguases (Município) (311530)	9,77	0,00	0,68	0,14	0,00	0,00	415	56,30
Confins (Município) (311787)	0,00	0,00	1,56	0,00	0,00	0,00	2	3,12
Congonhas (Município) (311800)	2,49	0,00	0,38	0,19	0,00	0,00	145	27,74
Conselheiro Lafaiete (Município) (311830)	24,93	0,00	0,16	0,00	0,00	0,00	249	20,02
Contagem (Município) (311860)	2,28	0,00	0,26	0,02	0,00	0,00	719	11,17
Coronel Fabriciano (Município) (311940)	4,78	0,00	0,74	0,28	0,00	0,09	308	28,30
Curvelo (Município) (312090)	3,32	0,00	0,38	0,00	0,00	0,00	277	35,34
Divinópolis (Município) (312230)	1,22	0,00	2,54	0,00	0,00	0,00	246	10,76
Esmeraldas (Município) (312410)	3,02	0,00	1,66	0,00	0,00	0,00	210	31,70
Florestal (Município) (312600)	1,40	0,00	0,00	0,00	0,00	0,00	10	14,01
Formiga (Município) (312610)	15,33	0,00	0,29	0,00	0,00	0,00	187	27,57
Fortuna de Minas (Município) (312640)	3,48	0,00	3,48	0,00	0,00	0,00	6	20,89
Frutal (Município) (312710)	9,60	0,00	7,86	0,00	0,00	0,00	229	39,99
Funilândia (Município) (312720)	0,00	0,00	0,00	0,00	0,00	0,00	8	19,26
Governador Valadares (Município) (312770)	5,85	0,00	0,18	0,14	0,04	0,00	643	23,21
Guaxupé (Município) (312870)	9,28	0,00	0,00	0,00	0,00	0,00	348	67,31
Ibirité (Município) (312980)	2,50	0,00	0,35	0,06	0,00	0,23	387	22,51
Igarapé (Município) (313010)	0,51	0,00	0,00	0,00	0,00	0,00	29	7,43
Inhaúma (Município) (313100)	6,54	0,00	0,00	0,00	0,00	0,00	22	35,98
Ipatinga (Município) (313130)	3,64	0,00	0,24	0,00	0,00	0,00	743	29,11
Itabira (Município) (313170)	4,97	0,00	0,77	0,09	0,09	0,00	289	24,75
Itabirito (Município) (313190)	3,86	0,00	0,20	0,00	0,00	0,00	150	30,49
Itaguara (Município) (313220)	18,34	0,00	3,06	0,76	0,00	0,00	235	179,57
Itajubá (Município) (313240)	2,72	0,00	0,10	0,00	0,00	0,00	680	71,21
Itatiaiuçu (Município) (313370)	2,81	0,00	0,00	0,00	0,00	0,00	27	25,30
Itaúna (Município) (313380)	7,05	0,00	0,22	0,00	0,11	0,00	255	28,09
Ituiutaba (Município) (313420)	25,51	0,00	1,66	0,00	0,00	0,00	588	57,26
Jaboticatubas (Município) (313460)	2,66	0,00	6,39	0,00	0,00	0,53	66	35,13
Janaúba (Município) (313510)	4,26	0,00	0,00	0,00	0,00	0,00	478	67,83
Januária (Município) (313520)	0,59	0,00	0,29	0,00	0,00	0,00	130	19,10
João Monlevade (Município) (313620)	1,54	0,00	0,00	0,00	0,00	0,00	171	21,91
Nova União (Município) (313660)	0,00	0,00	0,00	0,00	0,00	1,73	10	17,34
Juatuba (Município) (313665)	1,62	0,00	0,41	0,00	0,00	0,00	16	6,49
Juiz de Fora (Município) (313670)	4,07	0,00	0,44	0,02	0,00	0,00	1.371	24,90
Lagoa da Prata (Município) (313720)	4,83	0,00	5,24	0,00	0,00	0,00	210	42,29
Lagoa Santa (Município) (313760)	1,19	0,00	0,34	0,00	0,00	0,00	46	7,84
Lavras (Município) (313820)	2,32	0,00	1,71	0,00	0,00	0,00	157	15,82
Leopoldina (Município) (313840)	8,86	0,00	0,57	0,19	0,00	0,00	173	32,62
Manhuaçu (Município) (313940)	9,54	0,00	0,12	0,47	0,00	0,00	189	22,00
Mariana (Município) (314000)	14,77	0,00	0,00	0,00	0,00	0,00	210	36,06
Mário Campos (Município) (314015)	0,00	0,00	2,08	0,69	0,00	0,00	20	13,86
Mateus Leme (Município) (314070)	1,00	0,00	2,01	0,00	0,00	0,00	32	10,71
Matozinhos (Município) (314110)	6,60	0,00	0,55	0,00	0,00	0,00	112	30,78
Moeda (Município) (314230)	2,04	0,00	0,00	0,00	0,00	0,00	15	30,59
Montes Claros (Município) (314330)	2,00	0,00	0,05	0,00	0,00	0,00	871	22,32
Muriaé (Município) (314390)	15,67	0,00	1,03	0,09	0,00	0,00	584	54,80
Nova Lima (Município) (314480)	1,24	0,11	0,56	0,00	0,00	0,00	125	14,10
Nova Serrana (Município) (314520)	0,80	0,00	0,11	0,11	0,00	0,00	119	13,64
Ouro Preto (Município) (314610)	3,12	0,00	0,00	0,00	0,00	0,00	209	28,36
Paracatu (Município) (314700)	1,44	0,00	1,55	0,00	0,00	0,00	402	44,52
Pará de Minas (Município) (314710)	1,88	0,00	0,55	0,00	0,00	0,00	253	28,02
Passos (Município) (314790)	4,80	0,00	7,38	0,09	0,00	0,00	406	36,12
Patos de Minas (Município) (314800)	4,67	0,00	4,67	0,00	0,07	0,00	446	30,21
Patrocínio (Município) (314810)	7,62	0,00	0,23	0,00	0,00	0,00	238	27,07
Pedro Leopoldo (Município) (314930)	0,80	0,00	0,00	0,00	0,00	0,00	71	11,36
Pirapora (Município) (315120)	8,75	0,00	0,89	0,00	0,00	0,00	211	37,70
Poços de Caldas (Município) (315180)	1,85	0,00	0,06	0,00	0,00	0,00	316	19,46
Ponte Nova (Município) (315210)	3,51	0,00	0,00	0,00	0,00	0,00	61	10,20
Pouso Alegre (Município) (315250)	0,92	0,00	0,07	0,00	0,00	0,00	299	21,05
Prudente de Morais (Município) (315360)	4,86	0,00	0,97	0,00	0,00	0,00	17	16,53
Raposos (Município) (315390)	2,48	0,00	0,00	0,00	0,00	0,00	21	13,01
Ribeirão das Neves (Município) (315460)	2,47	0,00	0,63	0,13	0,03	0,00	645	20,20
Rio Acima (Município) (315480)	1,02	0,00	2,04	0,00	0,00	0,00	5	5,09
Rio Manso (Município) (315530)	1,77	0,00	0,00	0,00	0,00	0,00	8	14,19
Sabará (Município) (315670)	1,80	0,00	0,45	0,07	0,00	0,15	295	22,09
Santa Bárbara (Município) (315720)	1,34	0,00	0,00	0,00	0,00	0,00	141	47,18
Santa Luzia (Município) (315780)	2,79	0,00	0,65	0,00	0,00	0,14	481	22,39
São Francisco (Município) (316110)	6,23	0,00	0,00	0,00	0,00	0,00	230	40,91
São João del Rei (Município) (316250)	10,91	0,00	3,94	0,00	0,00	0,00	310	34,87
São Joaquim de Bicas (Município) (316292)	0,35	0,00	0,35	0,00	0,00	0,00	15	5,24
São José da Lapa (Município) (316295)	0,46	0,00	1,37	0,00	0,00	0,00	25	11,41
São José da Varginha (Município) (316310)	0,00	0,00	0,00	0,00	0,00	0,00	9	19,44
São Sebastião do Paraíso (Município) (316470)	2,75	0,00	0,29	0,00	0,00	0,00	263	38,08
Sarzedo (Município) (316553)	2,05	0,00	0,00	0,00	0,00	0,00	29	9,91
Sete Lagoas (Município) (316720)	3,35	0,00	0,30	0,00	0,00	0,00	578	25,14
Taquaraçu de Minas (Município) (316830)	0,00	0,00	2,50	0,00	0,00	0,00	18	44,93
Teófilo Otoni (Município) (316860)	1,07	0,07	0,28	0,00	0,00	0,00	159	11,31
Timóteo (Município) (316870)	2,42	0,00	0,92	0,00	0,00	0,00	175	20,16
Três Corações (Município) (316930)	3,75	0,00	4,65	0,26	0,00	0,00	224	28,96
Três Pontas (Município) (316940)	10,46	0,00	0,71	0,00	0,00	0,00	310	54,96
Ubá (Município) (316990)	39,35	0,00	0,55	0,00	0,00	0,00	215	19,58
Uberaba (Município) (317010)	3,98	0,00	0,85	0,00	0,00	0,00	734	23,02
Uberlândia (Município) (317020)	9,52	0,00	1,01	0,02	0,03	0,02	1.654	25,26
Unaí (Município) (317040)	3,65	0,00	2,92	0,00	0,00	0,00	201	24,42
Varginha (Município) (317070)	1,07	0,00	0,00	0,08	0,00	0,00	249	18,97
Vespasiano (Município) (317120)	1,80	0,00	0,26	0,00	0,00	0,00	173	14,85
Viçosa (Município) (317130)	7,30	0,00	0,26	0,00	0,00	0,00	145	18,89
Aracruz (Município) (320060)	3,43	0,00	1,29	0,21	0,00	0,00	244	26,15
Cachoeiro de Itapemirim (Município) (320120)	17,25	0,00	1,30	0,10	0,00	0,00	602	29,09
Cariacica (Município) (320130)	3,33	0,00	0,55	0,05	0,03	0,00	649	17,13
Colatina (Município) (320150)	17,51	0,00	0,58	0,00	0,00	0,00	285	23,42
Fundão (Município) (320220)	4,08	0,00	0,00	0,00	0,00	0,00	23	11,74
Guarapari (Município) (320240)	1,86	0,00	1,10	0,00	0,08	0,00	215	18,21
Linhares (Município) (320320)	6,41	0,00	0,31	0,12	0,00	0,00	350	21,77
São Mateus (Município) (320490)	9,70	0,00	5,62	0,00	0,00	0,00	547	44,59
Serra (Município) (320500)	2,37	0,00	1,01	0,04	0,00	0,04	838	17,59
Viana (Município) (320510)	2,86	0,00	0,95	0,00	0,00	0,00	106	14,46
Vila Velha (Município) (320520)	4,10	0,00	0,49	0,13	0,00	0,02	793	17,03
Vitória (Município) (320530)	4,23	0,00	0,54	0,06	0,00	0,00	616	17,49
Angra dos Reis (Município) (330010)	1,68	0,00	0,27	0,11	0,00	0,00	466	25,20
Araruama (Município) (330020)	0,58	0,00	0,00	0,08	0,00	0,00	153	12,65
Barra do Piraí (Município) (330030)	15,64	0,00	2,49	0,00	0,00	0,00	352	36,45
Barra Mansa (Município) (330040)	1,73	0,00	0,28	0,22	0,00	0,00	193	10,74
Belford Roxo (Município) (330045)	18,23	0,00	0,19	0,04	0,00	0,00	1.163	24,26
Cabo Frio (Município) (330070)	0,49	0,00	0,05	0,05	0,00	0,00	147	7,19
Cachoeiras de Macacu (Município) (330080)	9,83	0,00	1,25	0,18	0,00	0,00	302	53,96
Campos dos Goytacazes (Município) (330100)	4,62	0,00	0,54	0,00	0,02	0,00	1.297	26,98
Duque de Caxias (Município) (330170)	2,17	0,00	0,13	0,07	0,00	0,01	1.391	15,84
Guapimirim (Município) (330185)	1,80	0,00	0,36	0,18	0,00	0,00	169	30,38
Itaboraí (Município) (330190)	2,86	0,00	0,18	0,09	0,00	0,00	443	19,50
Itaguaí (Município) (330200)	1,36	0,00	0,09	0,00	0,00	0,00	39	3,32
Itaperuna (Município) (330220)	3,35	0,00	0,30	0,10	0,00	0,00	288	29,23
Japeri (Município) (330227)	10,79	0,00	2,82	0,00	0,00	0,00	654	65,97
Macaé (Município) (330240)	0,70	0,00	0,00	0,00	0,00	0,00	386	16,81
Magé (Município) (330250)	1,50	0,00	0,21	0,00	0,00	0,00	530	22,69
Maricá (Município) (330270)	0,63	0,00	0,56	0,00	0,00	0,00	221	15,44
Mesquita (Município) (330285)	4,34	0,00	0,06	0,00	0,00	0,00	115	6,75
Nilópolis (Município) (330320)	0,63	0,00	0,00	0,06	0,00	0,00	61	3,85
Niterói (Município) (330330)	1,84	0,00	0,10	0,10	0,00	0,00	515	10,39
Nova Friburgo (Município) (330340)	2,71	0,00	0,11	0,00	0,00	0,00	595	32,26
Nova Iguaçu (Município) (330350)	6,00	0,00	0,46	0,02	0,00	0,00	1.642	20,37
Paracambi (Município) (330360)	5,90	0,00	3,26	0,00	0,00	0,00	297	60,46
Petrópolis (Município) (330390)	0,57	0,00	0,10	0,03	0,00	0,00	528	17,72
Queimados (Município) (330414)	11,70	0,00	1,40	0,21	0,00	0,00	738	51,71
Resende (Município) (330420)	2,90	0,00	1,61	0,00	0,00	0,00	406	32,66
Rio Bonito (Município) (330430)	10,47	0,00	0,35	0,00	0,00	0,00	161	28,11
Rio das Ostras (Município) (330452)	1,10	0,00	0,16	0,00	0,00	0,00	325	25,56
Rio de Janeiro (Município) (330455)	0,84	0,00	0,11	0,03	0,01	0,01	6.550	10,15
São Gonçalo (Município) (330490)	3,95	0,00	0,22	0,07	0,02	0,00	4.109	39,82
São João de Meriti (Município) (330510)	3,47	0,00	0,13	0,02	0,00	0,00	510	11,07
São Pedro da Aldeia (Município) (330520)	0,21	0,00	0,10	0,00	0,00	0,00	33	3,46
Saquarema (Município) (330550)	1,24	0,00	0,49	0,00	0,00	0,00	211	26,08
Seropédica (Município) (330555)	0,49	0,00	0,12	0,00	0,00	0,00	34	4,14
Tanguá (Município) (330575)	4,67	0,00	0,62	0,00	0,00	0,00	49	15,25
Teresópolis (Município) (330580)	2,16	0,00	0,06	0,00	0,00	0,00	372	21,69
Três Rios (Município) (330600)	7,22	0,00	0,76	0,00	0,00	0,00	210	26,58
Valença (Município) (330610)	14,43	0,00	1,23	0,00	0,00	0,00	390	53,10
Volta Redonda (Município) (330630)	1,41	0,00	0,34	0,19	0,00	0,00	557	21,24
Americana (Município) (350160)	0,97	0,00	1,59	0,04	0,00	0,00	505	22,25
Amparo (Município) (350190)	2,58	0,00	0,72	0,00	0,00	0,00	131	18,77
Andradina (Município) (350210)	24,48	0,00	0,17	0,00	0,00	0,00	443	77,45
Araçatuba (Município) (350280)	2,77	0,00	0,83	0,00	0,00	0,00	363	18,94
Araraquara (Município) (350320)	1,29	0,00	0,22	0,00	0,00	0,00	324	14,44
Araras (Município) (350330)	2,66	0,00	0,00	0,08	0,08	0,00	177	13,86
Artur Nogueira (Município) (350380)	1,42	0,00	0,20	0,00	0,00	0,00	88	17,83
Arujá (Município) (350390)	2,30	0,00	0,00	0,12	0,00	0,12	140	16,94
Assis (Município) (350400)	8,13	0,00	1,29	0,10	0,00	0,00	309	30,62
Atibaia (Município) (350410)	0,37	0,00	0,74	0,00	0,00	0,07	215	15,82
Avaré (Município) (350450)	16,17	0,00	0,00	0,00	0,00	0,00	415	47,26
Barretos (Município) (350550)	2,36	0,00	0,34	0,00	0,00	0,00	470	39,66
Barueri (Município) (350570)	11,29	0,00	2,74	0,23	0,00	0,00	1.483	57,14
Batatais (Município) (350590)	23,95	0,00	0,17	0,00	0,00	0,00	292	48,56
Bauru (Município) (350600)	1,92	0,00	0,33	0,03	0,03	0,00	822	22,55
Bebedouro (Município) (350610)	2,84	0,00	1,42	0,00	0,00	0,00	262	33,78
Bertioga (Município) (350635)	2,72	0,00	0,91	0,91	0,18	0,00	186	33,73
Birigui (Município) (350650)	4,01	0,00	2,48	0,00	0,00	0,00	909	77,60
Biritiba-Mirim (Município) (350660)	1,62	0,00	0,00	0,00	0,00	0,00	44	14,27
Boituva (Município) (350700)	2,01	0,00	0,00	0,00	0,00	0,00	212	38,83
Botucatu (Município) (350750)	2,10	0,00	0,22	0,00	0,00	0,00	448	32,49
Bragança Paulista (Município) (350760)	0,63	0,00	1,26	0,00	0,00	0,06	508	31,98
Caçapava (Município) (350850)	0,77	0,00	0,55	0,00	0,00	0,00	226	24,99
Caieiras (Município) (350900)	0,74	0,00	0,21	0,00	0,00	0,00	139	14,71
Cajamar (Município) (350920)	0,99	0,00	0,00	0,00	0,00	0,00	97	13,72
Campinas (Município) (350950)	1,77	0,00	2,53	0,06	0,01	0,01	2.550	22,09
Campo Limpo Paulista (Município) (350960)	1,13	0,00	5,25	0,00	0,00	0,00	392	49,01
Campos do Jordão (Município) (350970)	2,77	0,00	0,40	0,00	0,00	0,00	208	41,15
Capivari (Município) (351040)	6,28	0,00	0,76	0,19	0,00	0,00	198	37,67
Caraguatatuba (Município) (351050)	3,77	0,00	3,77	0,09	0,00	0,00	428	38,38
Carapicuíba (Município) (351060)	6,79	0,00	2,03	0,05	0,00	0,03	1.148	29,43
Catanduva (Município) (351110)	1,68	0,00	0,42	0,00	0,00	0,00	175	14,72
Cosmópolis (Município) (351280)	6,55	0,00	2,59	0,00	0,00	0,00	171	26,06
Cotia (Município) (351300)	2,88	0,00	1,20	0,04	0,04	0,00	443	19,66
Cruzeiro (Município) (351340)	1,86	0,00	0,50	0,00	0,00	0,00	209	25,88
Cubatão (Município) (351350)	1,74	0,00	0,32	0,16	0,00	0,00	291	23,08
Diadema (Município) (351380)	6,66	0,00	0,68	0,07	0,02	0,00	1.611	39,33
Embu das Artes (Município) (351500)	3,32	0,00	0,66	0,15	0,00	0,04	843	32,54
Embu-Guaçu (Município) (351510)	4,04	0,00	0,15	0,15	0,00	0,00	183	27,40
Fernandópolis (Município) (351550)	12,97	0,00	0,88	0,00	0,00	0,00	272	40,10
Ferraz de Vasconcelos (Município) (351570)	4,88	0,00	0,49	0,11	0,00	0,00	564	30,90
Franca (Município) (351620)	1,68	0,00	0,03	0,03	0,00	0,00	578	17,03
Francisco Morato (Município) (351630)	7,87	0,00	1,86	0,06	0,00	0,06	782	46,97
Franco da Rocha (Município) (351640)	1,39	0,00	1,32	0,00	0,00	0,07	243	16,90
Guararema (Município) (351830)	4,64	0,00	0,36	0,00	0,00	0,00	150	53,54
Guaratinguetá (Município) (351840)	3,38	0,00	0,59	0,00	0,17	0,00	439	37,08
Guarujá (Município) (351870)	0,78	0,00	0,42	0,13	0,00	0,03	428	13,85
Guarulhos (Município) (351880)	2,35	0,00	0,66	0,05	0,01	0,02	3.172	24,17
Hortolândia (Município) (351907)	1,13	0,00	1,36	0,00	0,00	0,00	480	22,59
Ibitinga (Município) (351960)	3,85	0,00	0,18	0,00	0,00	0,00	151	26,45
Ibiúna (Município) (351970)	2,64	0,00	0,26	0,26	0,00	0,00	270	35,60
Indaiatuba (Município) (352050)	1,41	0,04	0,49	0,09	0,00	0,00	442	19,51
Itanhaém (Município) (352210)	0,21	0,00	0,42	0,00	0,00	0,00	145	15,27
Itapecerica da Serra (Município) (352220)	3,75	0,00	0,54	0,12	0,00	0,06	509	30,79
Itapetininga (Município) (352230)	0,64	0,00	0,00	0,00	0,13	0,00	339	21,81
Itapeva (Município) (352240)	16,58	0,00	0,22	0,22	0,00	0,00	569	61,67
Itapevi (Município) (352250)	3,59	0,00	0,50	0,09	0,00	0,05	549	24,93
Itapira (Município) (352260)	8,41	0,00	3,03	0,14	0,00	0,00	211	29,10
Itaquaquecetuba (Município) (352310)	2,44	0,00	0,11	0,09	0,00	0,00	731	20,96
Itararé (Município) (352320)	27,62	0,00	0,60	0,00	0,00	0,00	279	55,84
Itatiba (Município) (352340)	1,34	0,00	0,54	0,00	0,00	0,00	255	22,85
Itu (Município) (352390)	1,39	0,00	0,06	0,06	0,00	0,00	387	23,38
Itupeva (Município) (352400)	1,90	0,00	0,57	0,00	0,00	0,00	179	34,01
Jaboticabal (Município) (352430)	3,71	0,00	0,13	0,13	0,13	0,00	159	21,08
Jacareí (Município) (352440)	1,51	0,00	0,04	0,04	0,00	0,00	683	30,38
Jaguariúna (Município) (352470)	1,97	0,00	0,39	0,39	0,00	0,00	157	30,95
Jandira (Município) (352500)	3,15	0,00	0,34	0,00	0,00	0,00	245	20,86
Jaú (Município) (352530)	12,49	0,00	13,76	0,00	0,07	0,00	922	65,07
Jundiaí (Município) (352590)	2,54	0,00	0,38	0,13	0,00	0,00	565	14,20
Juquitiba (Município) (352620)	0,66	0,00	0,00	0,00	0,00	0,00	38	12,48
Leme (Município) (352670)	13,10	0,00	0,41	0,00	0,00	0,00	268	27,22
Lençóis Paulista (Município) (352680)	6,40	0,00	0,30	0,00	0,00	0,00	222	33,85
Limeira (Município) (352690)	2,75	0,00	0,51	0,00	0,07	0,00	616	20,94
Lins (Município) (352710)	1,98	0,00	0,13	0,00	0,00	0,00	210	27,77
Lorena (Município) (352720)	8,30	0,00	1,73	0,12	0,00	0,00	424	48,87
Mairiporã (Município) (352850)	0,77	0,00	4,52	0,00	0,00	0,00	294	32,44
Marília (Município) (352900)	2,04	0,00	1,09	0,00	0,00	0,00	716	31,09
Matão (Município) (352930)	11,24	0,00	0,62	0,00	0,00	0,25	286	35,31
Mauá (Município) (352940)	1,87	0,00	0,11	0,02	0,02	0,00	845	18,83
Mirassol (Município) (353030)	14,64	0,00	1,74	0,00	0,17	0,35	396	69,00
Mococa (Município) (353050)	10,19	0,00	3,64	0,00	0,00	0,00	331	48,18
Mogi das Cruzes (Município) (353060)	2,86	0,00	0,14	0,10	0,00	0,00	1.079	25,70
Mogi Guaçu (Município) (353070)	6,23	0,00	0,55	0,00	0,00	0,00	431	29,50
Mogi Mirim (Município) (353080)	5,93	0,00	2,31	0,00	0,00	0,00	317	34,82
Mongaguá (Município) (353110)	0,19	0,00	0,39	0,00	0,00	0,00	117	22,68
Monte Alto (Município) (353130)	13,42	0,00	0,20	0,20	0,00	0,00	211	42,90
Monte Mor (Município) (353180)	2,20	0,00	0,73	0,00	0,18	0,00	78	14,32
Nova Odessa (Município) (353340)	0,18	0,00	1,96	0,18	0,00	0,00	174	31,07
Olímpia (Município) (353390)	15,85	0,00	2,64	0,00	0,00	0,00	198	37,35
Osasco (Município) (353440)	3,55	0,00	2,12	0,13	0,01	0,00	1.666	24,03
Ourinhos (Município) (353470)	0,91	0,00	0,27	0,00	0,00	0,00	262	23,93
Paulínia (Município) (353650)	2,42	0,00	2,94	0,00	0,11	0,00	256	26,88
Penápolis (Município) (353730)	9,23	0,00	0,97	0,00	0,00	0,16	370	59,94
Peruíbe (Município) (353760)	0,46	0,00	1,08	0,15	0,00	0,00	93	14,41
Piedade (Município) (353780)	5,32	0,00	0,00	0,37	0,00	0,00	221	40,53
Pindamonhangaba (Município) (353800)	2,14	0,00	6,99	0,06	0,06	0,00	438	27,57
Piracicaba (Município) (353870)	3,66	0,00	0,39	0,08	0,00	0,00	896	23,07
Pirapora do Bom Jesus (Município) (353910)	2,30	0,00	1,15	0,00	0,00	0,00	41	23,60
Pirassununga (Município) (353930)	4,72	0,00	1,08	0,00	0,00	0,00	237	31,97
Poá (Município) (353980)	2,21	0,00	0,27	0,00	0,00	0,00	278	24,62
Porto Feliz (Município) (354060)	5,23	0,00	0,19	0,00	0,00	0,00	177	34,28
Porto Ferreira (Município) (354070)	6,98	0,00	1,29	0,18	0,00	0,00	238	43,74
Praia Grande (Município) (354100)	0,54	0,00	0,07	0,03	0,00	0,03	331	11,27
Presidente Prudente (Município) (354140)	6,98	0,00	0,50	0,00	0,00	0,00	594	26,93
Registro (Município) (354260)	1,07	0,00	0,53	0,00	0,00	0,00	152	27,04
Ribeirão Pires (Município) (354330)	0,92	0,00	0,00	0,08	0,08	0,00	192	16,05
Ribeirão Preto (Município) (354340)	1,95	0,00	0,15	0,02	0,06	0,00	1.551	23,57
Rio Claro (Município) (354390)	0,96	0,00	0,10	0,05	0,00	0,00	211	10,63
Rio Grande da Serra (Município) (354410)	1,05	0,00	0,00	0,00	0,00	0,00	71	14,88
Salesópolis (Município) (354500)	1,81	0,00	0,00	0,00	0,00	0,00	65	39,21
Salto (Município) (354520)	1,06	0,00	0,18	0,18	0,00	0,00	444	39,25
Santa Bárbara d'Oeste (Município) (354580)	0,95	0,00	0,95	0,00	0,00	0,00	266	14,06
Santa Isabel (Município) (354680)	6,62	0,00	0,00	0,55	0,00	0,00	225	41,39
Santana de Parnaíba (Município) (354730)	2,18	0,00	0,24	0,00	0,00	0,00	193	15,59
Santo André (Município) (354780)	2,47	0,00	0,23	0,10	0,01	0,00	1.790	25,30
Santos (Município) (354850)	2,28	0,00	0,37	0,05	0,05	0,00	1.342	30,95
São Bernardo do Campo (Município) (354870)	1,40	0,00	0,38	0,11	0,01	0,02	1.794	22,11
São Caetano do Sul (Município) (354880)	3,44	0,00	0,57	0,19	0,06	0,00	580	36,89
São Carlos (Município) (354890)	1,80	0,00	0,13	0,00	0,00	0,00	690	28,88
São João da Boa Vista (Município) (354910)	3,39	0,00	0,23	0,00	0,23	0,00	290	32,78
São Joaquim da Barra (Município) (354940)	9,46	0,00	0,00	0,00	0,00	0,00	148	29,78
São José do Rio Pardo (Município) (354970)	6,46	0,00	0,92	0,00	0,00	0,00	284	52,39
São José do Rio Preto (Município) (354980)	4,61	0,00	1,12	0,00	0,02	0,00	2.224	50,74
São José dos Campos (Município) (354990)	3,13	0,00	0,54	0,18	0,01	0,00	1.478	21,70
São Lourenço da Serra (Município) (354995)	2,66	0,00	0,00	0,00	0,00	0,00	27	17,97
