Localidade	"Extensão da rede de distribuição de água, em km
(km) (SNIS)"	"Extensão da rede de distribuição de esgoto, em km
(km) (SNIS)"	"Investimentos realizados pelo prestador de serviços, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo município, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo governo estadual, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos totais em saneamento
(R$ a preços de 2019) (ITB)"	"Investimentos per capita em saneamento
(R$ a preços de 2019) (ITB)"
Itaparica (Município) (291610)	148,25	71,92	1.880.828,81	0,00	0,00	1.880.828,81	85,05
Itapetinga (Município) (291640)	186,10	139,52	92.799,15	0,00	0,00	92.799,15	1,23
Jacobina (Município) (291750)	375,16	3,30	10.960.745,60	0,00	1.719.670,29	12.680.415,89	157,73
Jaguaquara (Município) (291760)	122,10	88,52	2.141.947,96	0,00	0,00	2.141.947,96	39,55
Jequié (Município) (291800)	495,52	461,82	4.478.259,26	0,00	0,00	4.478.259,26	28,74
Juazeiro (Município) (291840)	507,00	241,00	565.160,75	0,00	0,00	565.160,75	2,63
Lauro de Freitas (Município) (291920)	410,16	140,56	39.504.176,72	0,00	854.788,13	40.358.964,85	206,87
Luís Eduardo Magalhães (Município) (291955)	268,34	235,14	5.653.552,59	0,00	0,00	5.653.552,59	66,71
Madre de Deus (Município) (291992)	75,74	71,51	0,00	0,00	0,00	0,00	0,00
Mata de São João (Município) (292100)	203,87	82,88	1.776.691,24	0,00	0,00	1.776.691,24	38,61
Paulo Afonso (Município) (292400)	286,04	147,85	1.535.388,15	0,00	0,00	1.535.388,15	13,12
Pojuca (Município) (292520)	94,62	-	373.345,56	0,00	0,00	373.345,56	9,56
Porto Seguro (Município) (292530)	358,87	180,00	3.658.693,12	0,00	0,00	3.658.693,12	24,95
Ribeira do Pombal (Município) (292660)	179,72	-	1.602.400,79	0,00	0,00	1.602.400,79	30,26
Salvador (Município) (292740)	4.829,87	4.063,57	139.662.132,77	0,00	3.783.498,16	143.445.630,93	50,20
Santo Amaro (Município) (292860)	121,89	71,92	1.268.910,09	0,00	0,00	1.268.910,09	21,32
Santo Antônio de Jesus (Município) (292870)	384,56	44,89	2.928.656,82	0,00	0,00	2.928.656,82	29,11
Santo Estêvão (Município) (292880)	98,61	17,84	0,00	0,00	0,00	0,00	0,00
São Francisco do Conde (Município) (292920)	152,38	46,69	495.113,12	0,00	0,00	495.113,12	12,59
São Sebastião do Passé (Município) (292950)	105,69	2,86	0,00	0,00	0,00	0,00	0,00
Senhor do Bonfim (Município) (293010)	216,45	13,56	2.439.456,59	0,00	0,00	2.439.456,59	31,04
Serrinha (Município) (293050)	288,89	18,99	2.679.921,00	0,00	0,00	2.679.921,00	33,33
Simões Filho (Município) (293070)	194,41	76,82	4.128.174,25	0,00	2.022.733,84	6.150.908,08	46,28
Teixeira de Freitas (Município) (293135)	439,89	260,95	2.926.737,75	0,00	0,00	2.926.737,75	18,47
Tucano (Município) (293190)	83,35	28,67	79.813,96	0,00	0,00	79.813,96	1,58
Valença (Município) (293290)	166,44	108,83	335.354,52	0,00	0,00	335.354,52	3,50
Vera Cruz (Município) (293320)	445,63	47,60	1.042.983,29	0,00	0,00	1.042.983,29	24,42
Vitória da Conquista (Município) (293330)	1.231,92	777,60	14.218.448,14	0,00	0,00	14.218.448,14	41,96
Alfenas (Município) (310160)	322,30	314,87	1.322.196,48	0,00	0,00	1.322.196,48	16,64
Araguari (Município) (310350)	501,33	487,51	17.777.933,39	0,00	0,00	17.777.933,39	152,35
Araxá (Município) (310400)	694,55	542,07	2.722.131,73	0,00	0,00	2.722.131,73	25,90
Baldim (Município) (310500)	36,02	32,60	79.027,04	0,00	0,00	79.027,04	10,07
Barão de Cocais (Município) (310540)	122,39	210,44	428.686,02	56.928,93	0,00	485.614,96	15,03
Barbacena (Município) (310560)	294,98	262,79	3.247.419,08	0,00	0,00	3.247.419,08	23,81
Belo Horizonte (Município) (310620)	6.891,41	4.437,43	76.486.267,72	0,00	0,00	76.486.267,72	30,58
Belo Vale (Município) (310640)	35,54	18,00	81.145,94	0,00	0,00	81.145,94	10,52
Betim (Município) (310670)	1.516,18	1.050,67	11.977.408,33	0,00	0,00	11.977.408,33	27,69
Bom Despacho (Município) (310740)	279,10	205,06	3.224.192,06	0,00	0,00	3.224.192,06	64,27
Bonfim (Município) (310810)	36,74	25,69	137.489,43	0,00	0,00	137.489,43	20,00
Brumadinho (Município) (310900)	245,27	91,77	10.637.536,56	0,00	0,00	10.637.536,56	269,17
Caeté (Município) (311000)	280,00	280,00	824.483,69	0,00	0,00	824.483,69	18,58
Campo Belo (Município) (311120)	253,65	216,83	776.888,09	0,00	0,00	776.888,09	14,42
Capim Branco (Município) (311250)	89,59	23,52	398.938,36	0,00	0,00	398.938,36	41,22
Caratinga (Município) (311340)	206,63	116,57	3.591.915,80	0,00	0,00	3.591.915,80	39,25
Cataguases (Município) (311530)	215,67	72,00	5.497.026,88	0,00	0,00	5.497.026,88	73,60
Confins (Município) (311787)	90,26	0,33	129.830,59	0,00	0,00	129.830,59	19,50
Congonhas (Município) (311800)	293,82	121,30	1.256.246,33	0,00	0,00	1.256.246,33	23,18
Conselheiro Lafaiete (Município) (311830)	446,15	361,28	10.375.075,11	0,00	0,00	10.375.075,11	81,35
Contagem (Município) (311860)	1.978,88	1.246,33	24.536.242,67	0,00	0,00	24.536.242,67	37,23
Coronel Fabriciano (Município) (311940)	308,84	189,49	30.410.845,65	0,00	0,00	30.410.845,65	277,97
Curvelo (Município) (312090)	321,04	195,42	3.622.503,06	0,00	0,00	3.622.503,06	45,49
Divinópolis (Município) (312230)	1.042,92	827,00	88.613.127,15	0,00	0,00	88.613.127,15	375,52
Esmeraldas (Município) (312410)	426,24	31,78	2.922.195,17	0,00	0,00	2.922.195,17	41,63
Florestal (Município) (312600)	52,27	30,00	178.729,36	0,00	0,00	178.729,36	24,20
Formiga (Município) (312610)	500,00	500,00	2.024.186,84	0,00	0,00	2.024.186,84	29,97
Fortuna de Minas (Município) (312640)	39,00	50,00	0,00	0,00	0,00	0,00	0,00
Frutal (Município) (312710)	195,28	171,46	1.250.196,16	0,00	0,00	1.250.196,16	21,20
Funilândia (Município) (312720)	54,70	20,12	141.048,65	0,00	0,00	141.048,65	32,77
Governador Valadares (Município) (312770)	736,32	710,83	207.557,54	0,00	0,00	207.557,54	0,74
Guaxupé (Município) (312870)	216,93	216,76	965.151,62	0,00	0,00	965.151,62	18,65
Ibirité (Município) (312980)	508,38	398,00	13.897.606,53	0,00	0,00	13.897.606,53	77,63
Igarapé (Município) (313010)	392,46	78,77	2.984.542,94	0,00	0,00	2.984.542,94	70,65
Inhaúma (Município) (313100)	-	-	0,00	0,00	0,00	0,00	0,00
Ipatinga (Município) (313130)	691,20	558,92	3.862.068,61	0,00	0,00	3.862.068,61	14,78
Itabira (Município) (313170)	388,95	312,53	3.700.972,82	0,00	0,00	3.700.972,82	31,05
Itabirito (Município) (313190)	431,76	197,50	2.329.366,42	0,00	0,00	2.329.366,42	45,42
Itaguara (Município) (313220)	73,50	71,61	172.392,30	0,00	0,00	172.392,30	12,98
Itajubá (Município) (313240)	807,81	339,31	1.909.746,42	0,00	0,00	1.909.746,42	19,81
Itatiaiuçu (Município) (313370)	100,09	20,16	285.324,98	101.189,20	0,00	386.514,18	35,02
Itaúna (Município) (313380)	614,32	367,62	4.428.296,81	0,00	0,00	4.428.296,81	47,84
Ituiutaba (Município) (313420)	562,98	542,74	3.969.080,49	0,00	0,00	3.969.080,49	38,14
Jaboticatubas (Município) (313460)	56,76	43,35	746.653,70	0,00	0,00	746.653,70	37,60
Janaúba (Município) (313510)	401,74	101,87	1.042.401,05	0,00	0,00	1.042.401,05	14,63
Januária (Município) (313520)	235,81	66,71	1.155.231,22	0,00	0,00	1.155.231,22	17,08
João Monlevade (Município) (313620)	450,00	330,00	1.842.512,91	0,00	0,00	1.842.512,91	23,21
Nova União (Município) (313660)	33,63	-	69.267,93	0,00	0,00	69.267,93	12,11
Juatuba (Município) (313665)	291,22	60,41	2.679.313,06	0,00	0,00	2.679.313,06	101,17
Juiz de Fora (Município) (313670)	1.858,55	1.362,88	24.737.672,17	2.114.325,94	0,00	26.851.998,11	47,58
Lagoa da Prata (Município) (313720)	314,17	271,83	2.613.727,15	0,00	0,00	2.613.727,15	50,65
Lagoa Santa (Município) (313760)	569,05	208,89	4.188.376,99	0,00	0,00	4.188.376,99	66,11
Lavras (Município) (313820)	482,23	389,53	2.068.644,09	0,00	0,00	2.068.644,09	20,14
Leopoldina (Município) (313840)	147,31	53,00	460.226,50	1.510,29	0,00	461.736,78	8,79
Manhuaçu (Município) (313940)	246,00	245,00	1.767.348,25	0,00	0,00	1.767.348,25	19,80
Mariana (Município) (314000)	264,80	197,20	2.084,20	0,00	0,00	2.084,20	0,03
Mário Campos (Município) (314015)	97,41	32,50	310.655,48	0,00	0,00	310.655,48	20,43
Mateus Leme (Município) (314070)	245,17	92,24	2.110.963,97	0,00	0,00	2.110.963,97	68,54
Matozinhos (Município) (314110)	164,28	113,02	987.486,00	0,00	0,00	987.486,00	26,35
Moeda (Município) (314230)	28,32	-	48.776,69	0,00	0,00	48.776,69	9,95
Montes Claros (Município) (314330)	1.800,04	1.276,16	79.509.494,78	0,00	0,00	79.509.494,78	196,41
Muriaé (Município) (314390)	472,81	472,81	4.858.556,26	0,00	0,00	4.858.556,26	44,94
Nova Lima (Município) (314480)	484,55	62,69	1.792.175,05	0,00	0,00	1.792.175,05	19,15
Nova Serrana (Município) (314520)	398,51	274,18	14.087.895,96	0,00	0,00	14.087.895,96	141,20
Ouro Preto (Município) (314610)	534,60	522,30	1.032.731,57	0,00	0,00	1.032.731,57	13,96
Paracatu (Município) (314700)	311,27	266,89	3.334.972,91	0,00	0,00	3.334.972,91	36,08
Pará de Minas (Município) (314710)	443,80	304,20	8.253.157,37	0,00	0,00	8.253.157,37	88,65
Passos (Município) (314790)	534,95	480,78	4.129.019,24	0,00	0,00	4.129.019,24	36,22
Patos de Minas (Município) (314800)	846,14	649,18	10.124.211,97	0,00	0,00	10.124.211,97	67,12
Patrocínio (Município) (314810)	452,00	401,00	2.457.390,27	645.455,03	0,00	3.102.845,30	34,46
Pedro Leopoldo (Município) (314930)	335,65	92,93	2.863.442,43	0,00	0,00	2.863.442,43	44,89
Pirapora (Município) (315120)	289,37	85,50	314.130,41	0,00	0,00	314.130,41	5,59
Poços de Caldas (Município) (315180)	1.084,68	971,39	6.544.851,39	0,00	0,00	6.544.851,39	39,40
Ponte Nova (Município) (315210)	312,00	275,00	1.115.171,75	0,00	0,00	1.115.171,75	18,71
Pouso Alegre (Município) (315250)	667,63	542,60	3.183.695,40	0,00	0,00	3.183.695,40	21,39
Prudente de Morais (Município) (315360)	58,32	20,73	3.779.910,65	0,00	0,00	3.779.910,65	355,62
Raposos (Município) (315390)	57,85	54,06	659.554,29	0,00	0,00	659.554,29	40,52
Ribeirão das Neves (Município) (315460)	1.080,71	818,67	10.924.335,47	0,00	0,00	10.924.335,47	33,00
Rio Acima (Município) (315480)	-	-	0,00	0,00	0,00	0,00	0,00
Rio Manso (Município) (315530)	41,61	-	1.396.862,12	0,00	0,00	1.396.862,12	241,55
Sabará (Município) (315670)	477,44	328,25	29.945.273,22	0,00	0,00	29.945.273,22	221,13
Santa Bárbara (Município) (315720)	125,63	143,56	400.023,30	0,00	0,00	400.023,30	12,98
Santa Luzia (Município) (315780)	776,81	549,36	6.085.997,64	0,00	0,00	6.085.997,64	27,90
São Francisco (Município) (316110)	172,25	92,46	551.336,55	0,00	0,00	551.336,55	9,82
São João del Rei (Município) (316250)	420,46	320,16	2.669.174,40	0,00	0,00	2.669.174,40	29,77
São Joaquim de Bicas (Município) (316292)	249,52	91,73	3.799.298,44	0,00	0,00	3.799.298,44	122,60
São José da Lapa (Município) (316295)	116,45	78,36	816.835,97	0,00	0,00	816.835,97	34,93
São José da Varginha (Município) (316310)	50,00	32,00	0,00	194.360,44	0,00	194.360,44	39,45
São Sebastião do Paraíso (Município) (316470)	308,09	247,49	1.573.348,97	0,00	0,00	1.573.348,97	22,33
Sarzedo (Município) (316553)	174,46	114,53	1.343.753,70	0,00	0,00	1.343.753,70	41,90
Sete Lagoas (Município) (316720)	1.145,51	937,41	1.307.593,37	2.927.417,26	0,00	4.235.010,63	17,85
Taquaraçu de Minas (Município) (316830)	15,87	10,46	219.543,55	0,00	0,00	219.543,55	54,14
Teófilo Otoni (Município) (316860)	347,22	216,59	10.667.443,77	0,00	0,00	10.667.443,77	76,07
Timóteo (Município) (316870)	274,87	196,28	919.018,32	0,00	0,00	919.018,32	10,32
Três Corações (Município) (316930)	359,86	292,44	17.075.884,18	0,00	0,00	17.075.884,18	216,39
Três Pontas (Município) (316940)	255,05	222,46	452.726,33	0,00	0,00	452.726,33	8,01
Ubá (Município) (316990)	212,89	155,30	14.394.492,75	0,00	0,00	14.394.492,75	125,97
Uberaba (Município) (317010)	1.729,77	1.699,56	9.353.029,28	266.415,36	0,00	9.619.444,64	29,12
Uberlândia (Município) (317020)	3.377,00	2.770,00	57.878.744,08	0,00	0,00	57.878.744,08	84,71
Unaí (Município) (317040)	327,79	248,80	306.125,98	0,00	0,00	306.125,98	3,65
Varginha (Município) (317070)	650,64	544,63	3.756.543,12	0,00	0,00	3.756.543,12	27,93
Vespasiano (Município) (317120)	497,26	249,06	3.554.479,80	0,00	0,00	3.554.479,80	28,35
Viçosa (Município) (317130)	283,00	217,00	876.597,01	0,00	0,00	876.597,01	11,20
Aracruz (Município) (320060)	383,90	247,50	3.422.474,79	0,00	0,00	3.422.474,79	34,46
Cachoeiro de Itapemirim (Município) (320120)	645,06	529,71	5.636.854,90	0,00	0,00	5.636.854,90	27,19
Cariacica (Município) (320130)	1.283,81	379,81	13.887.482,04	0,00	0,00	13.887.482,04	36,68
Colatina (Município) (320150)	340,00	210,00	1.822.903,72	7.431.031,12	0,00	9.253.934,84	76,11
Fundão (Município) (320220)	140,27	15,34	657.335,03	0,00	0,00	657.335,03	31,21
Guarapari (Município) (320240)	539,88	229,05	14.049.754,61	0,00	0,00	14.049.754,61	114,24
Linhares (Município) (320320)	460,20	831,00	4.946.949,96	0,00	0,00	4.946.949,96	29,04
São Mateus (Município) (320490)	348,52	195,97	57.110,07	0,00	0,00	57.110,07	0,44
Serra (Município) (320500)	1.827,27	990,93	66.597.030,47	0,00	94.849,39	66.691.879,86	131,39
Viana (Município) (320510)	265,55	88,75	5.853.786,47	0,00	0,00	5.853.786,47	76,07
Vila Velha (Município) (320520)	1.364,29	406,13	23.633.009,39	0,00	4.885.426,87	28.518.436,26	58,65
Vitória (Município) (320530)	858,53	480,40	17.913.964,94	0,00	6.579.853,76	24.493.818,70	68,37
Angra dos Reis (Município) (330010)	488,17	239,37	1.044.510,74	0,00	0,00	1.044.510,74	5,21
Araruama (Município) (330020)	852,00	129,70	11.777.079,35	0,00	0,00	11.777.079,35	90,29
Barra do Piraí (Município) (330030)	237,30	117,30	0,00	126.166,01	0,00	126.166,01	1,26
Barra Mansa (Município) (330040)	2.127,31	796,00	1.375.467,42	0,00	0,00	1.375.467,42	7,48
Belford Roxo (Município) (330045)	562,75	418,00	25.289.474,57	0,00	23.146.997,61	48.436.472,18	95,23
Cabo Frio (Município) (330070)	1.293,00	38,00	13.380.986,81	0,00	0,00	13.380.986,81	60,13
Cachoeiras de Macacu (Município) (330080)	342,76	123,00	1.621,99	0,00	0,00	1.621,99	0,03
Campos dos Goytacazes (Município) (330100)	1.462,90	884,70	32.533.038,45	0,00	0,00	32.533.038,45	64,62
Duque de Caxias (Município) (330170)	1.311,17	675,00	14.701.940,26	0,00	18.205.330,57	32.907.270,83	35,99
Guapimirim (Município) (330185)	168,00	-	0,00	0,00	0,00	0,00	0,00
Itaboraí (Município) (330190)	396,00	120,00	1.621,99	0,00	0,00	1.621,99	0,01
Itaguaí (Município) (330200)	560,08	100,00	0,00	0,00	0,00	0,00	0,00
Itaperuna (Município) (330220)	119,00	149,00	6.878,19	0,00	0,00	6.878,19	0,07
Japeri (Município) (330227)	160,67	-	1.621,99	0,00	0,00	1.621,99	0,02
Macaé (Município) (330240)	509,00	314,00	3.025.185,51	0,00	0,00	3.025.185,51	12,02
Magé (Município) (330250)	305,00	163,00	3.243,98	0,00	0,00	3.243,98	0,01
Maricá (Município) (330270)	151,00	23,00	38.317,32	0,00	0,00	38.317,32	0,24
Mesquita (Município) (330285)	412,60	179,00	3.190.556,51	0,00	0,00	3.190.556,51	18,17
Nilópolis (Município) (330320)	248,26	190,00	171.130,45	0,00	41.562.620,35	41.733.750,80	257,19
Niterói (Município) (330330)	1.313,30	773,90	23.924.398,57	0,00	0,00	23.924.398,57	46,75
Nova Friburgo (Município) (330340)	726,01	436,45	11.384.151,86	0,00	0,00	11.384.151,86	59,89
Nova Iguaçu (Município) (330350)	766,46	560,00	58.511.105,66	0,00	44.900.652,09	103.411.757,75	126,29
Paracambi (Município) (330360)	110,55	61,00	3.078,46	0,00	0,00	3.078,46	0,06
Petrópolis (Município) (330390)	859,00	285,60	9.593.668,38	0,00	0,00	9.593.668,38	31,38
Queimados (Município) (330414)	389,19	132,00	11.455.080,97	0,00	9.500.728,48	20.955.809,45	140,39
Resende (Município) (330420)	503,00	413,00	5.511.296,52	0,00	0,00	5.511.296,52	42,29
Rio Bonito (Município) (330430)	72,00	201,00	3.243,98	0,00	0,00	3.243,98	0,05
Rio das Ostras (Município) (330452)	169,50	223,00	985.809,71	12.132.539,34	0,00	13.118.349,05	89,86
Rio de Janeiro (Município) (330455)	10.736,86	6.555,57	112.539.354,84	0,00	1.833.311,57	114.372.666,41	17,10
São Gonçalo (Município) (330490)	1.687,00	721,00	1.503.399,73	0,00	0,00	1.503.399,73	1,40
São João de Meriti (Município) (330510)	542,25	350,09	121.782,94	0,00	0,00	121.782,94	0,26
São Pedro da Aldeia (Município) (330520)	660,00	56,00	72.910.646,59	0,00	0,00	72.910.646,59	708,93
Saquarema (Município) (330550)	469,00	60,10	0,00	0,00	0,00	0,00	0,00
Seropédica (Município) (330555)	301,11	53,00	0,00	0,00	0,00	0,00	0,00
Tanguá (Município) (330575)	25,00	10,00	0,00	0,00	0,00	0,00	0,00
Teresópolis (Município) (330580)	417,00	55,00	4.700,45	0,00	0,00	4.700,45	0,03
Três Rios (Município) (330600)	496,00	465,00	2.876.240,87	0,00	0,00	2.876.240,87	35,31
Valença (Município) (330610)	181,00	62,00	0,00	0,00	19.688.696,91	19.688.696,91	258,51
Volta Redonda (Município) (330630)	1.044,50	904,37	1.067.943,75	35.657,74	1.152.951,70	2.256.553,19	8,30
Americana (Município) (350160)	1.928,65	2.330,75	12.576.017,41	0,00	0,00	12.576.017,41	53,04
Amparo (Município) (350190)	326,40	228,96	1.345.157,12	0,00	0,00	1.345.157,12	18,76
Andradina (Município) (350210)	262,24	214,96	10.572.020,65	0,00	0,00	10.572.020,65	185,11
Araçatuba (Município) (350280)	716,49	677,47	28.302.776,79	0,00	0,00	28.302.776,79	144,49
Araraquara (Município) (350320)	1.427,52	1.192,62	21.708.936,38	0,00	0,00	21.708.936,38	92,87
Araras (Município) (350330)	973,99	708,00	969.824,96	0,00	0,00	969.824,96	7,30
Artur Nogueira (Município) (350380)	164,89	162,86	1.017.577,90	2.816.939,63	733.638,10	4.568.155,62	85,47
Arujá (Município) (350390)	394,19	198,45	4.894.136,70	0,00	0,00	4.894.136,70	55,33
Assis (Município) (350400)	484,47	393,96	2.800.133,21	0,00	0,00	2.800.133,21	27,01
Atibaia (Município) (350410)	603,47	260,23	1.313.785,52	10.892.920,29	0,00	12.206.705,80	86,33
Avaré (Município) (350450)	380,92	349,77	4.874.372,54	0,00	0,00	4.874.372,54	54,12
Barretos (Município) (350550)	680,00	620,00	2.014.003,70	0,00	0,00	2.014.003,70	16,60
Barueri (Município) (350570)	732,18	406,25	42.570.288,81	0,00	0,00	42.570.288,81	156,91
Batatais (Município) (350590)	251,00	232,00	0,00	215.481,38	0,00	215.481,38	3,47
Bauru (Município) (350600)	1.682,40	1.407,20	8.478.060,56	0,00	0,00	8.478.060,56	22,65
Bebedouro (Município) (350610)	716,00	716,00	2.775.163,21	0,00	0,00	2.775.163,21	35,84
Bertioga (Município) (350635)	356,57	231,88	11.362.676,43	0,00	0,00	11.362.676,43	184,05
Birigui (Município) (350650)	455,30	445,70	0,00	110.598,78	0,00	110.598,78	0,90
Biritiba-Mirim (Município) (350660)	132,24	70,70	1.184.340,80	0,00	0,00	1.184.340,80	36,72
Boituva (Município) (350700)	153,26	69,58	2.407.056,19	0,00	0,00	2.407.056,19	40,26
Botucatu (Município) (350750)	655,90	475,60	14.903.195,50	0,00	0,00	14.903.195,50	102,91
Bragança Paulista (Município) (350760)	813,40	487,52	10.545.346,88	0,00	0,00	10.545.346,88	63,24
Caçapava (Município) (350850)	332,03	147,64	3.346.844,41	0,00	0,00	3.346.844,41	35,80
Caieiras (Município) (350900)	307,60	160,45	27.325.278,79	0,00	0,00	27.325.278,79	272,90
Cajamar (Município) (350920)	275,80	126,96	4.381.608,66	0,00	0,00	4.381.608,66	57,93
Campinas (Município) (350950)	4.700,29	4.413,55	95.570.231,60	0,00	0,00	95.570.231,60	80,04
Campo Limpo Paulista (Município) (350960)	295,22	179,27	4.989.161,32	0,00	0,00	4.989.161,32	59,58
Campos do Jordão (Município) (350970)	319,45	122,68	5.209.802,65	0,00	0,00	5.209.802,65	100,65
Capivari (Município) (351040)	253,00	227,00	10.728.118,24	0,00	0,00	10.728.118,24	194,56
Caraguatatuba (Município) (351050)	632,68	503,09	7.248.223,59	0,00	0,00	7.248.223,59	60,59
Carapicuíba (Município) (351060)	640,68	426,15	12.520.314,81	0,00	0,00	12.520.314,81	31,41
Catanduva (Município) (351110)	490,00	500,00	3.115.707,28	0,00	0,00	3.115.707,28	25,71
Cosmópolis (Município) (351280)	185,00	185,00	0,00	1.118.665,30	0,00	1.118.665,30	15,76
Cotia (Município) (351300)	1.083,23	375,73	19.642.271,54	0,00	0,00	19.642.271,54	80,27
Cruzeiro (Município) (351340)	314,00	294,80	230.679,19	0,00	0,00	230.679,19	2,82
Cubatão (Município) (351350)	253,20	147,78	20.830.201,95	0,00	0,00	20.830.201,95	160,53
Diadema (Município) (351380)	804,61	490,79	16.196.523,77	0,00	0,00	16.196.523,77	38,48
Embu das Artes (Município) (351500)	638,58	310,13	13.990.686,72	0,00	0,00	13.990.686,72	51,66
Embu-Guaçu (Município) (351510)	258,48	125,40	4.435.731,47	0,00	0,00	4.435.731,47	64,42
Fernandópolis (Município) (351550)	330,81	279,68	3.885.719,79	0,00	0,00	3.885.719,79	56,46
Ferraz de Vasconcelos (Município) (351570)	321,30	260,93	5.167.085,83	0,00	0,00	5.167.085,83	26,91
Franca (Município) (351620)	1.517,06	1.253,15	34.770.141,26	0,00	0,00	34.770.141,26	99,23
Francisco Morato (Município) (351630)	384,58	189,88	26.692.688,27	0,00	0,00	26.692.688,27	153,40
Franco da Rocha (Município) (351640)	443,92	225,68	23.194.006,27	0,00	0,00	23.194.006,27	152,16
Guararema (Município) (351830)	144,89	42,39	1.063.758,70	0,00	0,00	1.063.758,70	36,12
Guaratinguetá (Município) (351840)	602,00	338,51	122.432,32	0,00	0,00	122.432,32	1,01
Guarujá (Município) (351870)	812,30	444,94	23.696.626,79	0,00	0,00	23.696.626,79	74,49
Guarulhos (Município) (351880)	2.367,91	1.745,92	31.017.895,82	0,00	0,00	31.017.895,82	22,71
Hortolândia (Município) (351907)	598,94	352,01	4.398.890,65	0,00	0,00	4.398.890,65	19,35
Ibitinga (Município) (351960)	-	-	0,00	0,00	0,00	0,00	0,00
Ibiúna (Município) (351970)	146,26	28,61	2.066.108,20	0,00	0,00	2.066.108,20	26,40
Indaiatuba (Município) (352050)	1.046,52	906,72	42.543.901,48	0,00	0,00	42.543.901,48	172,31
Itanhaém (Município) (352210)	953,45	417,89	44.673.076,25	0,00	0,00	44.673.076,25	444,53
Itapecerica da Serra (Município) (352220)	444,67	204,18	16.616.978,10	0,00	0,00	16.616.978,10	95,68
Itapetininga (Município) (352230)	506,93	285,64	6.962.412,02	0,00	0,00	6.962.412,02	42,92
Itapeva (Município) (352240)	253,23	162,54	3.563.907,81	0,00	0,00	3.563.907,81	37,96
Itapevi (Município) (352250)	471,95	255,72	21.375.078,08	0,00	0,00	21.375.078,08	91,21
Itapira (Município) (352260)	341,62	305,05	2.711.090,15	0,00	0,00	2.711.090,15	36,49
Itaquaquecetuba (Município) (352310)	908,77	463,87	40.704.307,75	0,00	0,00	40.704.307,75	111,06
Itararé (Município) (352320)	169,94	141,85	4.022.334,36	0,00	0,00	4.022.334,36	79,87
Itatiba (Município) (352340)	232,28	158,55	5.387.912,58	0,00	0,00	5.387.912,58	45,24
Itu (Município) (352390)	820,00	588,00	4.177.323,32	0,00	0,00	4.177.323,32	24,25
Itupeva (Município) (352400)	84,46	36,31	2.811.863,62	0,00	0,00	2.811.863,62	47,14
Jaboticabal (Município) (352430)	365,08	249,91	159.825,04	0,00	0,00	159.825,04	2,08
Jacareí (Município) (352440)	792,70	616,27	18.770.593,73	0,00	0,00	18.770.593,73	80,96
Jaguariúna (Município) (352470)	212,00	207,00	0,00	592.943,95	0,00	592.943,95	10,55
Jandira (Município) (352500)	243,09	153,03	6.338.869,98	0,00	0,00	6.338.869,98	51,33
Jaú (Município) (352530)	881,00	708,50	10.131.813,00	0,00	0,00	10.131.813,00	68,19
Jundiaí (Município) (352590)	1.922,80	983,45	17.477.708,68	0,00	0,00	17.477.708,68	42,13
Juquitiba (Município) (352620)	114,15	30,35	603.534,50	0,00	0,00	603.534,50	19,32
Leme (Município) (352670)	430,00	410,00	2.814.979,43	0,00	0,00	2.814.979,43	27,49
Lençóis Paulista (Município) (352680)	335,14	277,58	1.971.746,66	0,00	0,00	1.971.746,66	29,06
Limeira (Município) (352690)	1.183,13	1.036,62	43.853.635,29	0,00	0,00	43.853.635,29	144,41
Lins (Município) (352710)	238,01	213,75	3.027.423,65	0,00	0,00	3.027.423,65	39,06
Lorena (Município) (352720)	266,19	206,96	2.297.690,49	0,00	0,00	2.297.690,49	26,03
Mairiporã (Município) (352850)	358,20	71,70	10.824.708,83	0,00	0,00	10.824.708,83	110,04
Marília (Município) (352900)	802,00	793,17	3.853.008,25	0,00	0,00	3.853.008,25	16,25
Matão (Município) (352930)	390,33	377,44	7.640.256,11	0,00	0,00	7.640.256,11	92,38
Mauá (Município) (352940)	746,10	611,00	6.042.157,40	0,00	0,00	6.042.157,40	12,91
Mirassol (Município) (353030)	302,00	297,00	11.001.406,58	0,00	0,00	11.001.406,58	185,42
Mococa (Município) (353050)	191,47	171,24	2.839.525,60	0,00	0,00	2.839.525,60	41,28
Mogi das Cruzes (Município) (353060)	1.139,00	808,00	16.369.190,78	5.081.856,80	0,00	21.451.047,58	48,67
Mogi Guaçu (Município) (353070)	630,90	563,15	4.279.829,13	0,00	270.045,62	4.549.874,75	30,19
Mogi Mirim (Município) (353080)	496,00	400,00	3.044.087,04	0,00	0,00	3.044.087,04	32,83
Mongaguá (Município) (353110)	424,26	316,04	13.333.982,20	0,00	0,00	13.333.982,20	239,26
Monte Alto (Município) (353130)	279,13	260,92	1.576.762,90	0,00	0,00	1.576.762,90	31,40
Monte Mor (Município) (353180)	247,33	88,97	3.643.724,24	0,00	0,00	3.643.724,24	62,01
Nova Odessa (Município) (353340)	280,62	272,01	9.481.870,68	84.101,33	0,00	9.565.972,00	161,12
Olímpia (Município) (353390)	241,88	231,94	6.953.758,28	0,00	0,00	6.953.758,28	127,81
Osasco (Município) (353440)	1.208,86	771,90	43.780.096,18	0,00	0,00	43.780.096,18	62,83
