Localidade	"Número de moradias permanentes
(habitações) (IBGE)"	"Número de moradias permanentes em áreas urbanas
(habitações) (IBGE)"	"Número de pessoas por moradia
(pessoas por moradia) (IBGE)"	"Número de pessoas por moradia (área urbana)
(pessoas por moradia) (IBGE)"	"PIB, em R$ milhões a preços de 2017
(R$ milhões a preços de 2019) (IBGE)"	"PIB per capita, em R$ a preços de 2017
(R$ por habitante a preços de 2019) (IBGE)"	"Área do município
(km²) (IBGE)"	"Densidade demográfica (pessoas por km²)
(Pessoas por km²) (IBGE)"
Ariquemes (Município) (110002)	31.003	26.870	3,37	3,29	2.283,060	21.868,21	4.426,570	23,59
Cacoal (Município) (110004)	27.597	22.705	3,16	3,03	2.010,460	23.048,82	3.792,950	23,00
Jaru (Município) (110011)	18.148	12.825	3,07	2,93	1.353,350	24.280,61	2.944,130	18,93
Ji-Paraná (Município) (110012)	40.575	37.748	3,21	3,11	3.087,430	23.673,17	6.896,650	18,91
Porto Velho (Município) (110020)	148.161	135.711	3,39	3,38	15.651,790	31.132,47	34.090,960	14,75
Rolim de Moura (Município) (110028)	18.028	15.214	3,12	3,02	1.212,670	21.561,73	1.457,890	38,58
Vilhena (Município) (110030)	26.879	26.156	3,42	3,33	2.448,510	26.671,97	11.699,150	7,85
Cruzeiro do Sul (Município) (120020)	22.397	16.634	3,64	3,45	1.188,180	14.575,49	8.779,400	9,29
Rio Branco (Município) (120040)	113.072	101.287	3,28	3,36	9.252,010	24.968,32	8.834,940	41,94
Careiro da Várzea (Município) (130115)	6.585	313	4,25	3,73	301,580	10.778,07	2.627,470	10,65
Coari (Município) (130120)	17.433	12.595	4,77	4,31	2.533,820	30.499,28	57.970,770	1,43
Humaitá (Município) (130170)	11.276	8.490	4,55	4,17	504,810	9.840,02	33.111,160	1,55
Iranduba (Município) (130185)	11.243	8.238	4,09	3,97	703,240	15.293,16	2.216,820	20,74
Itacoatiara (Município) (130190)	22.799	16.154	4,26	4,03	1.974,210	20.327,11	8.891,910	10,92
Manacapuru (Município) (130250)	20.835	15.708	4,52	4,24	1.585,030	16.830,69	7.336,580	12,84
Manaus (Município) (130260)	579.036	574.362	3,55	3,56	75.150,110	36.521,22	11.401,090	180,48
Manicoré (Município) (130270)	10.950	5.230	4,85	4,39	551,670	10.398,53	48.315,020	1,10
Maués (Município) (130290)	11.484	6.207	5,22	4,78	426,800	7.115,43	39.991,070	1,50
Novo Airão (Município) (130320)	3.637	2.531	4,86	4,50	131,120	7.420,25	37.805,260	0,47
Parintins (Município) (130340)	23.836	17.406	4,68	4,39	1.063,240	9.529,39	5.956,370	18,73
Presidente Figueiredo (Município) (130353)	8.282	4.068	3,96	3,86	852,820	25.991,12	25.412,270	1,29
Rio Preto da Eva (Município) (130356)	7.007	3.486	4,36	4,16	497,640	16.300,04	5.815,620	5,25
Tabatinga (Município) (130406)	11.500	9.229	5,31	4,60	429,060	7.030,47	3.266,060	18,69
Tefé (Município) (130420)	13.950	12.085	4,48	4,21	796,540	12.756,13	23.692,220	2,64
Boa Vista (Município) (140010)	90.402	89.924	3,55	3,48	8.493,530	26.483,20	5.687,040	56,39
Abaetetuba (Município) (150010)	37.201	23.704	4,04	3,73	1.336,090	8.881,73	1.610,400	93,41
Acará (Município) (150020)	14.181	3.757	3,81	3,39	718,030	13.281,04	4.343,810	12,45
Alenquer (Município) (150040)	14.529	8.308	3,76	3,47	581,030	10.629,48	23.645,450	2,31
Altamira (Município) (150060)	31.814	28.208	3,41	3,26	3.586,720	33.093,33	159.533,330	0,68
Ananindeua (Município) (150080)	150.843	156.266	3,35	3,23	6.971,620	13.794,15	190,450	2.653,72
Barcarena (Município) (150130)	29.832	11.034	3,88	3,81	6.176,690	53.348,98	1.310,590	88,34
Belém (Município) (150140)	406.396	405.372	3,54	3,52	32.731,280	22.736,99	1.059,460	1.358,77
Benevides (Município) (150150)	16.418	9.427	3,57	3,48	1.346,730	22.967,30	187,830	312,19
Bragança (Município) (150170)	31.476	21.452	3,86	3,63	1.094,590	9.006,86	2.091,930	58,09
Breu Branco (Município) (150178)	14.697	8.775	4,17	3,90	580,860	9.487,74	3.941,910	15,53
Breves (Município) (150180)	21.104	12.042	4,65	4,09	731,660	7.448,36	9.563,010	10,27
Cametá (Município) (150210)	28.316	13.673	4,62	4,18	1.106,810	8.457,44	3.081,370	42,47
Capanema (Município) (150220)	20.263	17.059	3,27	3,10	1.073,740	16.182,18	614,690	107,94
Capitão Poço (Município) (150230)	15.585	7.142	3,38	3,05	491,650	9.330,44	2.899,550	18,17
Castanhal (Município) (150240)	54.556	50.404	3,48	3,34	3.593,290	18.933,56	1.028,890	184,46
Dom Eliseu (Município) (150293)	15.700	10.627	3,59	3,36	636,010	11.277,16	5.268,820	10,70
Igarapé-Miri (Município) (150330)	14.431	7.264	4,18	3,75	419,630	6.954,02	1.996,790	30,22
Ipixuna do Pará (Município) (150345)	13.659	3.630	4,29	3,84	488,750	8.346,49	5.215,560	11,23
Itaituba (Município) (150360)	28.681	21.431	3,43	3,33	1.794,640	18.229,66	62.042,470	1,59
Itupiranga (Município) (150370)	15.169	6.167	3,41	3,36	508,040	9.812,43	7.880,110	6,57
Jacundá (Município) (150380)	15.118	13.915	3,70	3,58	513,710	9.172,36	2.008,320	27,89
Juruti (Município) (150390)	11.400	4.225	4,74	4,30	860,900	15.945,81	8.305,130	6,50
Marabá (Município) (150420)	72.739	60.741	3,60	3,44	8.185,040	31.230,48	15.128,060	17,32
Marituba (Município) (150442)	32.842	33.711	3,74	3,61	1.784,590	14.518,79	103,340	1.189,40
Moju (Município) (150470)	18.783	7.287	4,12	3,82	830,460	10.731,50	9.094,140	8,51
Monte Alegre (Município) (150480)	16.500	7.858	3,41	3,17	686,510	12.191,21	18.152,560	3,10
Novo Repartimento (Município) (150506)	18.232	8.655	3,89	3,69	825,660	11.656,08	15.398,720	4,60
Óbidos (Município) (150510)	13.593	7.557	3,71	3,45	598,080	11.852,78	28.021,440	1,80
Oriximiná (Município) (150530)	16.422	10.976	4,20	4,02	1.929,570	27.955,02	107.603,660	0,64
Paragominas (Município) (150550)	29.961	24.734	3,57	3,38	2.682,510	25.067,82	19.342,250	5,53
Parauapebas (Município) (150553)	51.264	48.465	3,70	3,53	12.530,470	65.977,30	6.886,210	27,58
Portel (Município) (150580)	11.584	6.211	5,03	4,47	499,960	8.578,21	25.384,960	2,30
Redenção (Município) (150613)	24.319	23.388	3,32	3,20	1.644,590	20.354,60	3.823,810	21,13
Rondon do Pará (Município) (150618)	15.051	11.684	3,32	3,16	539,420	10.793,38	8.246,390	6,06
Santa Bárbara do Pará (Município) (150635)	5.355	1.733	3,67	3,61	148,590	7.563,57	278,150	70,63
Santa Izabel do Pará (Município) (150650)	18.341	14.518	3,63	3,31	682,980	10.271,95	717,660	92,65
Santana do Araguaia (Município) (150670)	16.789	9.060	3,99	3,91	769,110	11.473,53	11.591,460	5,78
Santarém (Município) (150680)	84.017	65.563	3,48	3,27	4.447,920	15.205,54	17.898,390	16,34
São Félix do Xingu (Município) (150730)	27.034	14.145	4,30	4,06	1.358,860	11.695,57	84.212,850	1,38
São Miguel do Guamá (Município) (150760)	15.187	10.175	3,68	3,40	627,700	11.220,64	1.110,180	50,39
Tailândia (Município) (150795)	19.799	15.156	4,91	4,75	884,880	9.107,40	4.430,220	21,93
Tomé-Açu (Município) (150800)	16.364	9.643	3,69	3,50	624,090	10.323,09	5.145,360	11,75
Tucuruí (Município) (150810)	28.285	28.049	3,79	3,64	4.940,570	46.092,16	2.086,190	51,38
Ulianópolis (Município) (150812)	10.284	7.213	5,24	4,92	1.496,860	27.780,92	5.088,470	10,59
Vigia (Município) (150820)	14.152	9.741	3,62	3,55	394,370	7.706,70	539,080	94,93
Viseu (Município) (150830)	14.846	5.062	3,98	3,78	486,490	8.238,10	4.915,070	12,01
Macapá (Município) (160030)	118.363	110.896	3,85	3,94	10.224,800	22.414,41	6.503,460	70,14
Santana (Município) (160060)	26.638	26.378	4,21	4,16	2.169,690	19.334,57	1.541,220	72,81
Araguaína (Município) (170210)	51.055	49.373	3,33	3,27	3.856,280	22.659,64	4.000,420	42,54
Gurupi (Município) (170950)	27.083	26.883	3,09	3,04	2.064,120	24.658,91	1.836,090	45,59
Paraíso do Tocantins (Município) (171610)	15.652	15.168	3,14	3,09	1.132,680	23.080,22	1.268,060	38,70
Porto Nacional (Município) (171820)	16.018	13.970	3,26	3,23	1.537,170	29.457,83	4.449,920	11,73
Palmas (Município) (172100)	82.905	80.145	3,29	3,30	8.284,440	30.376,43	2.218,940	122,91
Açailândia (Município) (210005)	31.388	24.318	3,49	3,39	2.257,810	20.584,51	5.806,440	18,89
Alcântara (Município) (210020)	6.928	1.984	3,13	3,20	117,000	5.402,12	1.457,920	14,86
Bacabal (Município) (210120)	29.966	24.412	3,43	3,27	1.139,540	11.100,61	1.683,070	60,99
Balsas (Município) (210140)	24.302	22.027	3,79	3,64	2.944,130	31.951,38	13.141,760	7,01
Barra do Corda (Município) (210160)	24.697	16.269	3,49	3,30	617,440	7.166,94	5.190,340	16,60
Barreirinhas (Município) (210170)	13.943	6.134	4,35	3,97	436,600	7.206,03	3.026,540	20,02
Buriticupu (Município) (210232)	17.116	9.893	4,11	3,90	530,530	7.534,16	2.545,440	27,66
Caxias (Município) (210300)	45.836	36.345	3,52	3,39	1.626,360	10.093,00	5.196,770	31,01
Chapadinha (Município) (210320)	20.133	15.322	3,86	3,66	617,740	7.951,99	3.247,390	23,92
Codó (Município) (210330)	33.748	24.028	3,56	3,44	986,400	8.201,88	4.361,340	27,58
Coroatá (Município) (210360)	18.169	13.455	3,51	3,31	396,700	6.215,74	2.263,770	28,19
Grajaú (Município) (210480)	17.040	10.761	3,97	3,75	594,030	8.784,02	8.863,570	7,63
Imperatriz (Município) (210530)	78.279	76.891	3,23	3,12	6.734,250	26.604,66	1.368,990	184,90
Itapecuru Mirim (Município) (210540)	17.922	10.474	3,71	3,54	540,160	8.130,83	1.471,440	45,15
Paço do Lumiar (Município) (210750)	30.935	24.359	3,81	3,63	801,510	6.799,57	125,260	941,07
Pinheiro (Município) (210860)	22.264	13.952	3,66	3,47	762,920	9.368,13	1.512,970	53,83
Raposa (Município) (210945)	7.471	4.842	3,98	3,89	200,850	6.750,12	66,400	448,12
Santa Inês (Município) (210990)	23.134	22.696	3,60	3,47	1.279,940	15.376,91	786,690	105,81
Santa Luzia (Município) (211000)	19.946	7.587	3,56	3,26	523,200	7.362,07	4.837,040	14,69
São José de Ribamar (Município) (211120)	48.544	10.366	3,59	3,89	1.918,670	11.009,97	385,780	451,73
São Luís (Município) (211130)	310.198	289.814	3,46	3,50	30.023,460	27.957,59	834,830	1.286,37
Timon (Município) (211220)	46.202	41.425	3,57	3,46	1.501,450	9.106,94	1.764,610	93,43
Tutóia (Município) (211250)	12.958	4.942	4,42	4,10	359,610	6.280,99	1.651,650	34,66
Vargem Grande (Município) (211270)	12.660	7.464	4,33	3,97	298,740	5.446,95	1.957,750	28,01
Viana (Município) (211280)	14.073	8.010	3,64	3,48	393,120	7.670,72	1.168,440	43,86
Zé Doca (Município) (211400)	13.556	8.980	3,73	3,46	394,670	7.814,24	2.140,110	23,60
Altos (Município) (220040)	11.622	8.375	3,42	3,35	338,200	8.515,76	957,650	41,47
Beneditinos (Município) (220160)	3.104	1.994	3,23	3,18	63,350	6.318,00	788,580	12,72
Coivaras (Município) (220273)	1.142	381	3,44	3,18	26,490	6.739,82	485,500	8,09
Curralinhos (Município) (220325)	1.235	402	3,51	3,43	24,890	5.738,18	345,850	12,54
Demerval Lobão (Município) (220330)	4.251	3.523	3,19	3,15	146,080	10.779,47	216,810	62,51
Floriano (Município) (220390)	18.086	15.819	3,25	3,22	1.030,280	17.520,89	3.409,650	17,25
José de Freitas (Município) (220550)	10.345	6.111	3,70	3,65	307,100	8.015,41	1.538,170	24,91
Lagoa Alegre (Município) (220555)	2.197	853	3,79	3,71	54,650	6.561,02	394,660	21,11
Lagoa do Piauí (Município) (220558)	1.191	534	3,34	3,22	38,470	9.677,07	426,630	9,32
Miguel Leão (Município) (220630)	375	257	3,29	3,31	12,890	10.433,39	93,520	13,21
Monsenhor Gil (Município) (220640)	3.195	1.700	3,26	3,15	93,580	8.989,55	582,550	17,87
Nazária (Município) (220672)	2.465	513	3,39	3,34	72,290	8.640,65	363,590	23,01
Parnaíba (Município) (220770)	43.342	41.268	3,46	3,43	2.012,380	13.433,51	434,230	344,99
Pau D'Arco do Piauí (Município) (220779)	1.154	187	3,41	3,12	22,820	5.796,72	430,820	9,14
Picos (Município) (220800)	23.776	19.090	3,22	3,18	1.382,910	18.066,89	577,300	132,59
Piripiri (Município) (220840)	19.034	14.065	3,29	3,21	654,530	10.447,35	1.408,930	44,47
Teresina (Município) (221100)	244.567	231.552	3,45	3,44	19.759,960	23.405,49	1.391,980	606,51
União (Município) (221110)	12.133	6.095	3,59	3,52	336,680	7.721,03	1.173,450	37,16
Acaraú (Município) (230020)	16.910	8.590	3,62	3,50	617,350	10.085,80	842,560	72,65
Acopiara (Município) (230030)	17.322	9.142	3,07	2,87	390,590	7.350,88	2.265,350	23,46
Aquiraz (Município) (230100)	22.839	21.485	3,40	3,34	2.048,090	26.353,17	481,600	161,37
Aracati (Município) (230110)	22.834	14.911	3,19	3,11	1.302,500	17.909,37	1.228,060	59,22
Barbalha (Município) (230190)	16.932	11.943	3,48	3,39	793,050	13.474,61	569,510	103,34
Beberibe (Município) (230220)	16.246	7.305	3,22	3,14	696,060	13.306,42	1.623,880	32,21
Boa Viagem (Município) (230240)	17.471	9.407	3,08	2,90	386,950	7.187,33	2.836,780	18,98
Camocim (Município) (230260)	18.087	13.774	3,45	3,37	610,710	9.775,55	1.124,780	55,54
Canindé (Município) (230280)	22.997	15.147	3,35	3,20	689,690	8.957,26	3.218,480	23,92
Cascavel (Município) (230350)	21.681	18.650	3,23	3,19	921,950	13.161,84	835,000	83,89
Caucaia (Município) (230370)	102.742	92.882	3,44	3,40	6.434,220	18.179,26	1.228,510	288,10
Chorozinho (Município) (230395)	6.318	3.907	3,04	2,97	148,340	7.729,19	278,410	68,93
Crateús (Município) (230410)	25.011	18.466	2,97	2,91	703,260	9.468,86	2.985,150	24,88
Crato (Município) (230420)	39.113	33.149	3,29	3,23	1.590,780	12.362,28	1.176,470	109,38
Eusébio (Município) (230428)	14.646	14.747	3,49	3,47	3.052,090	59.696,29	79,010	647,14
Fortaleza (Município) (230440)	815.376	815.376	3,18	3,18	64.096,990	24.736,53	314,930	8.227,82
Granja (Município) (230470)	15.246	7.990	3,54	3,32	363,620	6.743,88	2.663,030	20,25
Guaiúba (Município) (230495)	7.376	5.849	3,50	3,46	180,580	6.988,09	267,130	96,74
Horizonte (Município) (230523)	18.074	16.945	3,51	3,46	1.442,100	22.758,58	160,760	394,15
Icó (Município) (230540)	21.021	10.269	3,20	3,05	630,700	9.385,64	1.872,000	35,90
Iguatu (Município) (230550)	33.186	25.925	3,06	3,02	1.523,940	15.031,10	1.029,210	98,51
Itaitinga (Município) (230625)	10.714	10.708	3,60	3,57	644,960	16.734,93	151,630	254,17
Itapajé (Município) (230630)	14.917	10.703	3,43	3,36	557,510	10.907,45	430,570	118,71
Itapipoca (Município) (230640)	34.511	20.738	3,62	3,47	1.334,830	10.682,92	1.614,160	77,41
Juazeiro do Norte (Município) (230730)	79.775	77.379	3,33	3,30	4.393,610	16.515,97	248,830	1.069,08
Limoeiro do Norte (Município) (230760)	19.770	11.728	2,94	2,86	916,370	15.751,95	750,070	77,56
Maracanaú (Município) (230765)	66.720	66.746	3,32	3,30	8.846,470	39.938,20	106,650	2.076,96
Maranguape (Município) (230770)	33.385	26.001	3,70	3,61	1.277,560	10.338,77	590,870	209,13
Morada Nova (Município) (230870)	21.028	12.355	2,94	2,86	775,970	12.535,32	2.778,580	22,28
Pacajus (Município) (230960)	20.276	16.906	3,39	3,33	1.053,160	15.307,58	254,640	270,19
Pacatuba (Município) (230970)	21.568	18.752	3,73	3,68	1.052,920	13.099,66	131,990	608,95
Pindoretama (Município) (231085)	6.175	3.800	3,27	3,21	206,380	10.213,45	75,140	268,92
Quixadá (Município) (231130)	25.529	18.691	3,34	3,26	1.001,750	11.736,85	2.019,830	42,26
Quixeramobim (Município) (231140)	23.661	14.748	3,26	3,16	836,140	10.834,52	3.275,630	23,56
Russas (Município) (231180)	23.536	15.560	3,19	3,10	1.013,050	13.504,13	1.590,260	47,17
São Gonçalo do Amarante (Município) (231240)	13.867	9.147	3,41	3,36	2.076,900	43.911,89	834,450	56,68
Sobral (Município) (231290)	58.246	51.965	3,46	3,43	4.453,060	22.071,49	2.122,900	95,04
Tauá (Município) (231330)	18.737	11.339	3,08	2,95	557,570	9.663,12	4.018,160	14,36
Tianguá (Município) (231340)	21.011	14.357	3,50	3,40	971,910	13.229,04	908,890	80,83
Trairi (Município) (231350)	15.428	5.878	3,53	3,38	648,190	11.911,22	925,720	58,78
Viçosa do Ceará (Município) (231410)	15.622	5.542	3,77	3,45	370,940	6.295,39	1.311,630	44,92
Açu (Município) (240020)	16.958	12.664	3,38	3,35	956,000	16.686,51	1.303,440	43,95
Caicó (Município) (240200)	21.226	19.627	3,17	3,14	1.100,180	16.357,38	1.228,580	54,75
Ceará-Mirim (Município) (240260)	19.815	10.509	3,68	3,61	826,840	11.345,59	724,380	100,61
Parnamirim (Município) (240325)	68.783	69.073	3,52	3,51	5.184,650	21.390,25	123,470	1.963,08
Extremoz (Município) (240360)	7.421	4.887	3,71	3,61	343,810	12.490,82	139,580	197,21
Macaíba (Município) (240710)	22.213	13.864	3,51	3,45	1.629,040	20.879,56	510,770	152,75
Monte Alegre (Município) (240780)	6.510	2.918	3,40	3,30	201,550	9.097,07	210,920	105,04
Mossoró (Município) (240800)	83.665	76.981	3,44	3,42	6.715,780	23.305,57	2.099,330	137,26
Natal (Município) (240810)	271.758	271.758	3,20	3,20	23.069,430	26.517,99	167,260	5.201,08
Nísia Floresta (Município) (240820)	7.285	2.961	3,65	3,54	368,740	13.859,15	307,840	86,43
São Gonçalo do Amarante (Município) (241200)	27.878	23.842	3,52	3,48	1.940,220	19.745,79	249,120	394,42
São José de Mipibu (Município) (241220)	12.331	5.779	3,50	3,43	763,630	17.680,33	290,330	148,76
Vera Cruz (Município) (241480)	3.179	1.428	3,78	3,69	105,510	8.780,86	83,890	143,24
Alhandra (Município) (250060)	5.580	3.546	3,45	3,36	862,290	44.822,28	182,660	105,32
Bayeux (Município) (250180)	31.054	31.040	3,10	3,07	1.217,570	12.664,54	27,540	3.491,43
Caaporã (Município) (250300)	6.074	5.302	3,55	3,50	397,770	18.453,70	150,170	143,54
Cabedelo (Município) (250320)	19.133	19.293	3,43	3,40	2.704,780	41.210,08	31,920	2.056,53
Cajazeiras (Município) (250370)	19.223	15.904	3,20	3,14	1.063,250	17.307,99	565,900	108,55
Campina Grande (Município) (250400)	124.411	119.879	3,26	3,22	8.913,630	22.005,05	593,030	683,06
Conde (Município) (250460)	6.449	4.408	3,72	3,68	636,050	26.529,74	172,950	138,62
Cruz do Espírito Santo (Município) (250490)	4.677	2.194	3,68	3,59	137,320	7.978,15	191,100	90,07
Guarabira (Município) (250630)	18.063	16.232	3,22	3,17	951,720	16.363,22	165,740	350,91
João Pessoa (Município) (250750)	248.522	248.261	3,18	3,18	20.471,780	25.866,56	211,480	3.742,47
Lucena (Município) (250860)	3.456	3.056	3,70	3,63	221,550	17.302,89	88,550	144,60
Mamanguape (Município) (250890)	12.865	10.654	3,45	3,37	606,940	13.679,38	340,480	130,31
Patos (Município) (251080)	32.112	31.356	3,31	3,28	1.635,980	15.388,20	473,060	224,74
Pedras de Fogo (Município) (251120)	8.219	5.185	3,44	3,30	449,180	15.880,00	404,880	69,86
Pitimbu (Município) (251190)	5.257	3.336	3,55	3,42	209,990	11.238,65	136,440	136,95
Rio Tinto (Município) (251290)	7.371	4.394	3,26	3,11	255,410	10.631,76	465,670	51,59
Santa Rita (Município) (251370)	37.291	32.677	3,62	3,56	2.444,080	18.112,31	730,210	184,80
Sapé (Município) (251530)	15.615	12.245	3,34	3,24	576,650	11.043,07	315,530	165,49
Sousa (Município) (251620)	20.869	16.651	3,30	3,26	1.091,540	15.860,35	738,550	93,19
Abreu e Lima (Município) (260005)	32.364	29.992	3,05	3,02	1.494,170	15.153,50	126,190	781,36
Araçoiaba (Município) (260105)	5.573	4.740	3,56	3,52	128,710	6.495,03	96,380	205,60
Araripina (Município) (260110)	23.717	15.064	3,49	3,34	849,410	10.258,54	2.037,390	40,64
Arcoverde (Município) (260120)	23.203	21.426	3,13	3,09	900,590	12.400,62	323,370	224,59
Belo Jardim (Município) (260170)	25.538	21.005	2,95	2,89	1.477,000	19.572,73	647,700	116,51
Bezerros (Município) (260190)	22.175	19.160	2,72	2,67	686,760	11.372,76	490,820	123,03
Brejo da Madre de Deus (Município) (260260)	15.270	11.980	3,21	3,19	334,710	6.818,02	762,350	64,40
Buíque (Município) (260280)	15.104	6.628	3,74	3,47	381,490	6.749,36	1.320,870	42,79
Cabo de Santo Agostinho (Município) (260290)	61.441	56.517	3,26	3,22	9.050,310	45.128,36	448,740	446,91
Camaragibe (Município) (260345)	48.579	48.877	3,17	3,15	1.527,330	9.914,23	51,260	3.005,52
Carpina (Município) (260400)	24.649	23.930	3,29	3,26	1.327,180	16.374,02	147,670	548,90
Caruaru (Município) (260410)	110.773	99.306	3,13	3,10	6.866,730	19.783,84	920,610	377,02
Escada (Município) (260520)	20.845	18.197	3,23	3,15	801,020	11.887,87	342,200	196,90
Garanhuns (Município) (260600)	42.987	38.930	3,19	3,14	2.227,380	16.264,33	458,550	298,66
Goiana (Município) (260620)	24.705	19.387	3,18	3,11	4.401,870	55.990,57	445,810	176,35
Gravatá (Município) (260640)	26.971	24.470	3,04	2,99	1.048,330	12.801,24	506,790	161,59
Igarassu (Município) (260680)	34.146	31.734	3,29	3,26	2.823,590	25.106,86	305,560	368,06
Ipojuca (Município) (260720)	25.387	19.527	3,60	3,46	9.327,600	102.118,40	527,110	173,29
Ilha de Itamaracá (Município) (260760)	6.232	5.860	3,99	3,30	233,870	9.396,72	66,680	373,22
Itapissuma (Município) (260775)	7.427	6.128	3,47	3,24	1.472,080	57.061,84	74,240	347,52
Jaboatão dos Guararapes (Município) (260790)	226.572	223.306	3,03	3,01	14.928,570	21.757,89	258,690	2.652,25
Limoeiro (Município) (260890)	18.865	15.336	2,98	2,95	680,980	12.102,15	273,740	205,56
Moreno (Município) (260940)	18.941	17.047	3,22	3,17	636,340	10.429,13	196,070	311,19
Olinda (Município) (260960)	130.220	128.552	2,99	2,97	5.907,170	15.166,25	41,680	9.344,64
Ouricuri (Município) (260990)	19.062	10.264	3,55	3,34	561,770	8.300,92	2.381,580	28,42
Palmares (Município) (261000)	17.852	14.359	3,49	3,42	879,230	14.112,76	339,290	183,62
Paudalho (Município) (261060)	16.331	11.718	3,37	3,32	668,420	12.146,90	274,780	200,26
Paulista (Município) (261070)	104.265	104.902	3,10	3,08	4.483,200	13.891,49	97,310	3.316,45
Pesqueira (Município) (261090)	21.180	15.808	3,12	3,00	709,400	10.723,60	980,880	67,44
Petrolina (Município) (261110)	92.509	70.922	3,59	3,49	6.218,230	18.732,36	4.561,870	72,77
Recife (Município) (261160)	542.424	542.424	2,98	2,98	53.844,220	33.295,07	218,440	7.403,50
Salgueiro (Município) (261220)	17.323	14.183	3,45	3,40	834,090	13.955,16	1.686,810	35,43
Santa Cruz do Capibaribe (Município) (261250)	29.881	29.349	3,40	3,38	1.397,130	13.766,82	335,310	302,66
São Bento do Una (Município) (261300)	16.879	9.298	3,42	3,25	937,550	16.260,21	719,150	80,18
São Lourenço da Mata (Município) (261370)	34.870	33.067	3,16	3,14	1.096,830	9.947,35	262,110	420,68
Serra Talhada (Município) (261390)	26.503	21.026	3,18	3,10	1.376,340	16.316,61	2.980,010	28,31
Surubim (Município) (261450)	20.140	15.388	3,14	3,09	733,630	11.614,27	252,860	249,81
Timbaúba (Município) (261530)	17.447	15.444	3,07	2,99	674,410	12.586,72	292,990	182,88
Vitória de Santo Antão (Município) (261640)	45.365	40.296	2,99	2,94	3.462,710	25.497,64	335,940	404,25
Arapiraca (Município) (270030)	67.359	57.240	3,43	3,42	4.409,490	19.084,34	345,660	668,45
Barra de Santo Antônio (Município) (270050)	4.062	3.796	3,88	3,86	151,540	9.626,38	131,630	119,59
Barra de São Miguel (Município) (270060)	2.340	2.043	3,53	3,48	161,890	19.585,25	76,620	107,89
Campo Alegre (Município) (270140)	12.626	5.823	4,47	4,23	444,410	7.875,40	312,710	180,46
Coqueiro Seco (Município) (270220)	1.755	1.584	3,34	3,34	55,720	9.492,50	39,610	148,20
Coruripe (Município) (270230)	15.598	13.842	3,63	3,61	1.390,030	24.545,37	898,630	63,02
Delmiro Gouveia (Município) (270240)	15.286	11.174	3,40	3,37	544,710	10.475,77	626,690	82,97
Maceió (Município) (270430)	337.818	337.761	3,00	3,00	23.180,350	22.865,43	509,550	1.989,54
Marechal Deodoro (Município) (270470)	14.166	13.400	3,61	3,60	1.667,330	32.608,38	332,140	153,95
Messias (Município) (270520)	4.542	4.081	3,87	3,92	165,640	9.423,98	114,160	153,96
Palmeira dos Índios (Município) (270630)	23.617	17.508	3,13	3,09	1.046,970	14.171,57	450,960	163,82
Paripueira (Município) (270644)	3.286	2.910	3,92	3,92	133,300	10.343,94	92,850	138,79
Penedo (Município) (270670)	18.928	14.334	3,39	3,33	834,370	13.022,04	689,880	92,88
Pilar (Município) (270690)	10.185	9.708	3,47	3,47	490,190	13.888,31	251,070	140,58
Rio Largo (Município) (270770)	21.540	17.655	3,51	3,50	958,810	12.675,06	293,820	257,46
Santa Luzia do Norte (Município) (270790)	2.168	1.952	3,38	3,36	120,700	16.478,35	28,860	253,84
São Miguel dos Campos (Município) (270860)	16.311	15.751	3,71	3,70	1.155,480	19.086,59	360,880	167,75
Satuba (Município) (270890)	4.408	3.923	3,04	2,99	129,020	9.641,81	41,270	324,25
União dos Palmares (Município) (270930)	19.171	14.886	3,44	3,39	856,340	12.971,52	420,720	156,91
Aracaju (Município) (280030)	209.749	209.749	3,02	3,02	17.780,340	28.100,36	181,860	3.479,35
Barra dos Coqueiros (Município) (280060)	7.981	6.792	3,59	3,53	431,910	15.061,36	89,600	320,06
Estância (Município) (280210)	21.224	18.741	3,22	3,10	1.835,000	26.825,55	644,490	106,14
Itabaiana (Município) (280290)	30.289	24.529	3,09	2,97	1.684,370	18.000,79	337,300	277,42
Lagarto (Município) (280350)	32.183	17.441	3,18	3,02	1.449,770	14.177,73	968,920	105,54
Nossa Senhora do Socorro (Município) (280480)	52.817	52.792	3,36	3,25	2.655,560	14.974,08	155,020	1.144,02
São Cristóvão (Município) (280670)	26.093	22.759	3,33	3,23	953,630	10.963,91	438,040	198,57
Tobias Barreto (Município) (280740)	16.369	11.310	3,14	3,05	539,030	10.492,02	1.024,190	50,16
Alagoinhas (Município) (290070)	47.361	41.241	3,26	3,27	3.067,340	19.854,00	707,560	218,35
Araci (Município) (290210)	15.503	6.332	3,64	3,38	410,630	7.284,53	1.495,550	37,69
Barra (Município) (290270)	13.075	6.087	4,14	4,05	371,700	6.859,39	11.422,540	4,74
Barreiras (Município) (290320)	43.951	39.223	3,50	3,53	4.165,880	27.065,59	7.861,760	19,58
Bom Jesus da Lapa (Município) (290390)	18.679	12.715	3,72	3,71	866,410	12.461,61	4.115,510	16,89
Brumado (Município) (290460)	21.047	14.712	3,29	3,29	1.285,820	18.566,39	2.207,610	31,37
Caetité (Município) (290520)	14.543	8.808	3,61	3,57	811,500	15.448,03	2.651,540	19,81
Camaçari (Município) (290570)	84.231	79.591	3,41	3,44	22.844,560	79.620,24	784,660	365,66
