Localidade	"Extensão da rede de distribuição de água, em km
(km) (SNIS)"	"Extensão da rede de distribuição de esgoto, em km
(km) (SNIS)"	"Investimentos realizados pelo prestador de serviços, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo município, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo governo estadual, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos totais em saneamento
(R$ a preços de 2019) (ITB)"	"Investimentos per capita em saneamento
(R$ a preços de 2019) (ITB)"
Lauro de Freitas (Município) (291920)	402,53	104,24	0,00	0,00	0,00	0,00	0,00
Luís Eduardo Magalhães (Município) (291955)	92,18	0,00	0,00	0,00	0,00	0,00	0,00
Madre de Deus (Município) (291992)	88,67	29,01	0,00	0,00	0,00	0,00	0,00
Mata de São João (Município) (292100)	154,78	23,12	0,00	0,00	0,00	0,00	0,00
Paulo Afonso (Município) (292400)	251,16	10,30	0,00	0,00	0,00	0,00	0,00
Pojuca (Município) (292520)	94,18	85,00	0,00	0,00	0,00	0,00	0,00
Porto Seguro (Município) (292530)	342,25	147,80	0,00	0,00	0,00	0,00	0,00
Ribeira do Pombal (Município) (292660)	122,99	0,00	0,00	0,00	0,00	0,00	0,00
Salvador (Município) (292740)	4.622,40	3.790,78	96.363.032,43	0,00	0,00	96.363.032,43	36,01
Santo Amaro (Município) (292860)	93,04	54,64	0,00	0,00	0,00	0,00	0,00
Santo Antônio de Jesus (Município) (292870)	170,25	8,81	0,00	0,00	0,00	0,00	0,00
Santo Estêvão (Município) (292880)	96,20	1,03	0,00	0,00	0,00	0,00	0,00
São Francisco do Conde (Município) (292920)	141,82	9,30	0,00	0,00	0,00	0,00	0,00
São Sebastião do Passé (Município) (292950)	81,10	0,00	0,00	0,00	0,00	0,00	0,00
Senhor do Bonfim (Município) (293010)	161,43	0,00	0,00	0,00	0,00	0,00	0,00
Serrinha (Município) (293050)	222,20	7,00	0,00	0,00	0,00	0,00	0,00
Simões Filho (Município) (293070)	198,30	53,78	0,00	0,00	0,00	0,00	0,00
Teixeira de Freitas (Município) (293135)	412,57	6,72	0,00	0,00	0,00	0,00	0,00
Tucano (Município) (293190)	78,07	0,00	0,00	0,00	0,00	0,00	0,00
Valença (Município) (293290)	148,60	95,51	711.251,96	0,00	0,00	711.251,96	8,02
Vera Cruz (Município) (293320)	358,78	19,56	0,00	0,00	0,00	0,00	0,00
Vitória da Conquista (Município) (293330)	797,90	356,06	0,00	0,00	0,00	0,00	0,00
Alfenas (Município) (310160)	306,94	242,92	5.207.513,06	0,00	0,00	5.207.513,06	70,59
Araguari (Município) (310350)	359,00	361,00	0,00	0,00	0,00	0,00	0,00
Araxá (Município) (310400)	232,51	316,57	3.470.417,51	0,00	0,00	3.470.417,51	37,05
Baldim (Município) (310500)	34,35	0,00	71.354,15	0,00	0,00	71.354,15	9,02
Barão de Cocais (Município) (310540)	93,39	0,00	439.997,89	0,00	0,00	439.997,89	15,47
Barbacena (Município) (310560)	258,49	234,79	7.859.339,70	0,00	0,00	7.859.339,70	62,24
Belo Horizonte (Município) (310620)	6.652,68	3.997,68	243.885.496,79	0,00	0,00	243.885.496,79	102,68
Belo Vale (Município) (310640)	24,44	0,00	8.576,16	0,00	0,00	8.576,16	1,14
Betim (Município) (310670)	1.283,60	569,23	69.432.205,43	0,00	0,00	69.432.205,43	183,64
Bom Despacho (Município) (310740)	239,25	170,77	3.116.427,95	0,00	0,00	3.116.427,95	68,31
Bonfim (Município) (310810)	28,81	17,00	15.439,11	0,00	0,00	15.439,11	2,26
Brumadinho (Município) (310900)	55,12	8,50	8.471.286,02	0,00	0,00	8.471.286,02	249,35
Caeté (Município) (311000)	238,00	178,50	813.470,21	0,00	0,00	813.470,21	19,96
Campo Belo (Município) (311120)	182,30	176,51	563.267,62	0,00	0,00	563.267,62	10,93
Capim Branco (Município) (311250)	62,46	0,00	217.888,48	0,00	0,00	217.888,48	24,53
Caratinga (Município) (311340)	172,74	98,35	1.279.063,87	0,00	0,00	1.279.063,87	15,01
Cataguases (Município) (311530)	202,69	0,00	10.140.626,92	0,00	0,00	10.140.626,92	145,37
Confins (Município) (311787)	64,13	0,00	263.662,81	0,00	0,00	263.662,81	44,42
Congonhas (Município) (311800)	232,67	91,76	162.447,68	0,00	0,00	162.447,68	3,35
Conselheiro Lafaiete (Município) (311830)	437,20	351,79	555.037,23	0,00	0,00	555.037,23	4,76
Contagem (Município) (311860)	1.737,85	971,61	79.380.588,25	0,00	0,00	79.380.588,25	131,55
Coronel Fabriciano (Município) (311940)	564,75	127,85	579.522,97	0,00	0,00	579.522,97	5,59
Curvelo (Município) (312090)	305,65	176,00	6.009.359,65	0,00	0,00	6.009.359,65	80,97
Divinópolis (Município) (312230)	922,64	905,00	9.412.652,14	0,00	0,00	9.412.652,14	44,19
Esmeraldas (Município) (312410)	101,11	17,99	11.510.290,09	0,00	0,00	11.510.290,09	190,98
Florestal (Município) (312600)	23,35	19,00	130.743,95	0,00	0,00	130.743,95	19,81
Formiga (Município) (312610)	360,00	298,00	252.233,07	0,00	0,00	252.233,07	3,87
Fortuna de Minas (Município) (312640)	35,00	30,00	0,00	0,00	0,00	0,00	0,00
Frutal (Município) (312710)	153,47	129,82	214.035,28	0,00	0,00	214.035,28	4,00
Funilândia (Município) (312720)	43,01	12,91	818.960,81	0,00	0,00	818.960,81	212,44
Governador Valadares (Município) (312770)	688,46	683,91	12.079.772,27	0,00	0,00	12.079.772,27	45,81
Guaxupé (Município) (312870)	206,98	0,00	117.155,78	0,00	0,00	117.155,78	2,37
Ibirité (Município) (312980)	257,52	220,27	13.434.336,16	0,00	0,00	13.434.336,16	84,52
Igarapé (Município) (313010)	86,16	74,28	1.937.289,15	0,00	0,00	1.937.289,15	55,59
Inhaúma (Município) (313100)	-	-	-	-	-	-	-
Ipatinga (Município) (313130)	643,43	335,92	2.009.535,47	0,00	0,00	2.009.535,47	8,39
Itabira (Município) (313170)	342,98	218,11	664.657,95	0,00	0,00	664.657,95	6,05
Itabirito (Município) (313190)	220,00	120,00	990.540,27	0,00	0,00	990.540,27	21,79
Itaguara (Município) (313220)	96,60	66,50	488.875,49	0,00	0,00	488.875,49	39,51
Itajubá (Município) (313240)	389,13	288,98	5.368.715,71	0,00	0,00	5.368.715,71	59,22
Itatiaiuçu (Município) (313370)	55,21	0,00	141.132,50	0,00	0,00	141.132,50	14,22
Itaúna (Município) (313380)	513,00	357,00	3.687.881,41	0,00	0,00	3.687.881,41	43,15
Ituiutaba (Município) (313420)	422,00	416,56	2.353.140,96	0,00	0,00	2.353.140,96	24,22
Jaboticatubas (Município) (313460)	43,36	0,00	1.021.414,68	0,00	0,00	1.021.414,68	59,61
Janaúba (Município) (313510)	333,64	79,42	180.903,93	0,00	0,00	180.903,93	2,71
Januária (Município) (313520)	163,98	60,14	2.290.829,82	0,00	0,00	2.290.829,82	34,99
João Monlevade (Município) (313620)	273,00	175,00	72.749,95	0,00	0,00	72.749,95	0,99
Nova União (Município) (313660)	29,30	0,00	45.371,00	0,00	0,00	45.371,00	8,17
Juatuba (Município) (313665)	75,89	43,00	1.161.130,02	0,00	0,00	1.161.130,02	52,30
Juiz de Fora (Município) (313670)	904,10	669,16	28.587.328,87	0,00	0,00	28.587.328,87	55,38
Lagoa da Prata (Município) (313720)	224,00	222,00	849.448,88	0,00	0,00	849.448,88	18,47
Lagoa Santa (Município) (313760)	320,05	102,10	10.272.487,65	0,00	0,00	10.272.487,65	195,59
Lavras (Município) (313820)	381,43	270,84	9.091.280,02	0,00	0,00	9.091.280,02	98,60
Leopoldina (Município) (313840)	132,90	0,00	264.844,24	0,00	0,00	264.844,24	5,18
Manhuaçu (Município) (313940)	192,00	181,00	6.947.177,07	0,00	0,00	6.947.177,07	87,30
Mariana (Município) (314000)	81,00	52,00	341.247,01	0,00	0,00	341.247,01	6,29
Mário Campos (Município) (314015)	35,52	0,00	252.973,74	0,00	0,00	252.973,74	19,18
Mateus Leme (Município) (314070)	124,81	51,97	493.436,05	0,00	0,00	493.436,05	17,71
Matozinhos (Município) (314110)	158,61	111,00	886.364,26	0,00	0,00	886.364,26	26,10
Moeda (Município) (314230)	26,81	0,00	5.616,84	0,00	0,00	5.616,84	1,20
Montes Claros (Município) (314330)	928,56	640,48	14.561.369,25	0,00	0,00	14.561.369,25	40,23
Muriaé (Município) (314390)	419,48	430,96	2.848.257,05	0,00	0,00	2.848.257,05	28,27
Nova Lima (Município) (314480)	268,81	48,13	4.125.866,74	0,00	0,00	4.125.866,74	50,94
Nova Serrana (Município) (314520)	162,54	137,13	1.696.295,76	0,00	0,00	1.696.295,76	23,02
Ouro Preto (Município) (314610)	461,00	407,75	4.002.003,87	0,00	0,00	4.002.003,87	56,94
Paracatu (Município) (314700)	251,18	240,72	1.622.035,57	0,00	0,00	1.622.035,57	19,15
Pará de Minas (Município) (314710)	330,60	216,00	24.848.726,56	0,00	0,00	24.848.726,56	295,06
Passos (Município) (314790)	430,24	393,00	971.092,73	0,00	0,00	971.092,73	9,14
Patos de Minas (Município) (314800)	579,71	520,05	36.629.908,15	0,00	0,00	36.629.908,15	264,08
Patrocínio (Município) (314810)	345,00	296,00	141.140,63	12.407.123,72	0,00	12.548.264,35	152,15
Pedro Leopoldo (Município) (314930)	326,79	74,60	35.925.003,22	0,00	0,00	35.925.003,22	611,59
Pirapora (Município) (315120)	259,00	42,00	851.230,46	0,00	0,00	851.230,46	15,95
Poços de Caldas (Município) (315180)	1.033,00	935,00	12.812.750,59	0,00	0,00	12.812.750,59	84,05
Ponte Nova (Município) (315210)	210,00	130,00	1.303.658,38	0,00	0,00	1.303.658,38	22,72
Pouso Alegre (Município) (315250)	526,81	426,35	5.297.608,05	0,00	0,00	5.297.608,05	40,56
Prudente de Morais (Município) (315360)	-	-	-	-	-	-	-
Raposos (Município) (315390)	51,33	52,77	1.023.157,86	0,00	0,00	1.023.157,86	66,69
Ribeirão das Neves (Município) (315460)	829,37	305,87	132.440.261,08	0,00	0,00	132.440.261,08	446,95
Rio Acima (Município) (315480)	-	-	-	-	-	-	-
Rio Manso (Município) (315530)	27,62	0,00	58.000,13	0,00	0,00	58.000,13	10,99
Sabará (Município) (315670)	462,48	199,00	4.581.067,58	0,00	0,00	4.581.067,58	36,28
Santa Bárbara (Município) (315720)	73,68	0,00	1.539.253,57	0,00	0,00	1.539.253,57	55,22
Santa Luzia (Município) (315780)	635,23	255,45	33.789.502,04	0,00	0,00	33.789.502,04	166,50
São Francisco (Município) (316110)	143,15	87,08	247.386,59	0,00	0,00	247.386,59	4,60
São João del Rei (Município) (316250)	-	-	-	-	-	0,00	0,00
São Joaquim de Bicas (Município) (316292)	87,69	21,21	970.996,91	0,00	0,00	970.996,91	38,02
São José da Lapa (Município) (316295)	125,87	24,51	820.820,76	0,00	0,00	820.820,76	41,46
São José da Varginha (Município) (316310)	32,00	1,04	525.426,13	0,00	0,00	525.426,13	125,16
São Sebastião do Paraíso (Município) (316470)	270,20	273,00	2.317.313,21	0,00	0,00	2.317.313,21	35,66
Sarzedo (Município) (316553)	63,40	0,00	946.907,68	0,00	0,00	946.907,68	36,68
Sete Lagoas (Município) (316720)	1.034,00	896,00	22.635.261,72	0,00	0,00	22.635.261,72	105,70
Taquaraçu de Minas (Município) (316830)	19,48	0,00	46.230,81	0,00	0,00	46.230,81	12,19
Teófilo Otoni (Município) (316860)	321,00	202,65	59.885.155,61	0,00	0,00	59.885.155,61	444,43
Timóteo (Município) (316870)	257,53	0,00	179.208,06	0,00	0,00	179.208,06	2,21
Três Corações (Município) (316930)	308,05	277,42	12.907.649,59	0,00	0,00	12.907.649,59	177,39
Três Pontas (Município) (316940)	197,16	186,00	737.646,96	0,00	0,00	737.646,96	13,70
Ubá (Município) (316990)	173,69	180,00	719.163,92	0,00	0,00	719.163,92	7,08
Uberaba (Município) (317010)	845,36	792,85	7.432.874,71	0,00	0,00	7.432.874,71	25,11
Uberlândia (Município) (317020)	2.964,00	2.426,00	52.204.504,09	0,00	0,00	52.204.504,09	86,43
Unaí (Município) (317040)	199,35	181,43	2.949.159,55	0,00	0,00	2.949.159,55	38,02
Varginha (Município) (317070)	407,58	370,07	2.603.967,65	0,00	0,00	2.603.967,65	21,16
Vespasiano (Município) (317120)	371,28	99,70	11.090.915,74	0,00	0,00	11.090.915,74	106,11
Viçosa (Município) (317130)	255,00	190,00	1.289.034,52	0,00	0,00	1.289.034,52	17,85
Aracruz (Município) (320060)	341,89	222,62	3.319.288,88	0,00	0,00	3.319.288,88	40,56
Cachoeiro de Itapemirim (Município) (320120)	547,55	418,72	54.755.628,81	0,00	0,00	54.755.628,81	288,36
Cariacica (Município) (320130)	998,87	275,70	26.144.784,78	0,00	0,00	26.144.784,78	74,97
Colatina (Município) (320150)	328,00	199,00	619.031,64	21.797.390,72	0,00	22.416.422,36	200,53
Fundão (Município) (320220)	83,61	0,00	7.177.949,92	0,00	0,00	7.177.949,92	421,61
Guarapari (Município) (320240)	440,46	111,43	23.034.120,72	0,00	0,00	23.034.120,72	218,78
Linhares (Município) (320320)	434,00	227,00	2.430.925,10	0,00	0,00	2.430.925,10	17,20
São Mateus (Município) (320490)	299,92	156,43	1.723.889,60	0,00	0,00	1.723.889,60	15,81
Serra (Município) (320500)	1.278,35	441,97	51.654.625,03	0,00	0,00	51.654.625,03	126,21
Viana (Município) (320510)	165,63	36,00	7.786.012,78	0,00	0,00	7.786.012,78	119,78
Vila Velha (Município) (320520)	1.067,94	178,88	64.160.580,71	0,00	0,00	64.160.580,71	154,76
Vitória (Município) (320530)	536,36	203,18	194.136.134,93	0,00	0,00	194.136.134,93	592,24
Angra dos Reis (Município) (330010)	450,29	155,35	264.736,21	0,00	40.020,50	304.756,71	1,80
Araruama (Município) (330020)	636,04	78,00	6.426.495,11	0,00	0,00	6.426.495,11	57,38
Barra do Piraí (Município) (330030)	140,21	104,43	1.759.064,21	0,00	0,00	1.759.064,21	18,56
Barra Mansa (Município) (330040)	587,46	300,03	1.203.203,14	0,00	0,00	1.203.203,14	6,77
Belford Roxo (Município) (330045)	527,00	406,00	0,00	0,00	35.167.219,13	35.167.219,13	74,93
Cabo Frio (Município) (330070)	488,00	36,58	20.067.685,79	0,00	0,00	20.067.685,79	107,76
Cachoeiras de Macacu (Município) (330080)	479,40	479,40	0,00	0,00	2.828,16	2.828,16	0,05
Campos dos Goytacazes (Município) (330100)	1.115,98	338,81	17.929.961,92	0,00	0,00	17.929.961,92	38,66
Duque de Caxias (Município) (330170)	1.240,00	669,00	0,00	0,00	225.112,97	225.112,97	0,26
Guapimirim (Município) (330185)	200,00	0,00	0,00	0,00	0,00	0,00	0,00
Itaboraí (Município) (330190)	355,00	115,00	0,00	0,00	199.100,01	199.100,01	0,91
Itaguaí (Município) (330200)	515,00	98,00	0,00	0,00	58.529,17	58.529,17	0,54
Itaperuna (Município) (330220)	106,00	100,00	0,00	0,00	403.202,40	403.202,40	4,21
Japeri (Município) (330227)	143,00	0,00	0,00	0,00	34.017,07	34.017,07	0,36
Macaé (Município) (330240)	424,00	100,00	0,00	0,00	299.150,53	299.150,53	1,45
Magé (Município) (330250)	255,00	161,00	0,00	0,00	5.442.999,02	5.442.999,02	23,94
Maricá (Município) (330270)	85,00	23,00	0,00	0,00	812.294,03	812.294,03	6,37
Mesquita (Município) (330285)	393,00	170,00	0,00	0,00	91.546,62	91.546,62	0,54
Nilópolis (Município) (330320)	234,00	186,00	0,00	0,00	94.047,10	94.047,10	0,60
Niterói (Município) (330330)	1.265,90	639,70	21.880.070,55	0,00	0,00	21.880.070,55	44,88
Nova Friburgo (Município) (330340)	690,94	424,00	15.946.926,81	0,00	0,00	15.946.926,81	87,58
Nova Iguaçu (Município) (330350)	707,00	556,00	0,00	0,00	236.118,79	236.118,79	0,30
Paracambi (Município) (330360)	87,00	48,00	0,00	0,00	38.018,40	38.018,40	0,81
Petrópolis (Município) (330390)	614,00	242,00	7.054.819,20	0,00	0,00	7.054.819,20	23,84
Queimados (Município) (330414)	336,00	125,00	0,00	0,00	28.514,87	28.514,87	0,21
Resende (Município) (330420)	444,00	353,00	15.250.976,53	0,00	0,00	15.250.976,53	127,34
Rio Bonito (Município) (330430)	13,00	0,00	0,00	0,00	1.139.315,64	1.139.315,64	20,51
Rio das Ostras (Município) (330452)	80,00	200,00	0,00	0,00	1.784.395,78	1.784.395,78	16,89
Rio de Janeiro (Município) (330455)	9.852,00	4.464,00	138.713.857,27	0,00	97.997.131,70	236.710.988,96	37,45
São Gonçalo (Município) (330490)	1.509,00	717,00	0,00	0,00	50.029.275,87	50.029.275,87	50,04
São João de Meriti (Município) (330510)	527,00	417,00	13.527,65	0,00	111.556,15	125.083,81	0,27
São Pedro da Aldeia (Município) (330520)	328,00	48,23	8.017.655,42	0,00	0,00	8.017.655,42	91,24
Saquarema (Município) (330550)	328,67	11,00	0,00	0,00	0,00	0,00	0,00
Seropédica (Município) (330555)	275,00	53,00	0,00	0,00	1.329.554,48	1.329.554,48	17,01
Tanguá (Município) (330575)	13,00	10,00	0,00	0,00	671.488,88	671.488,88	21,85
Teresópolis (Município) (330580)	366,00	53,00	0,00	0,00	219.610,78	219.610,78	1,34
Três Rios (Município) (330600)	170,00	178,90	194.681,01	0,00	0,00	194.681,01	2,51
Valença (Município) (330610)	127,00	58,00	0,00	0,00	2.938.973,91	2.938.973,91	40,91
Volta Redonda (Município) (330630)	869,00	704,00	21.176.048,18	1.165.881,55	11.242.192,23	33.584.121,96	130,27
Americana (Município) (350160)	1.004,00	891,00	18.636.528,80	0,00	0,00	18.636.528,80	88,48
Amparo (Município) (350190)	320,00	224,48	22.666.336,98	0,00	0,00	22.666.336,98	344,32
Andradina (Município) (350210)	240,00	213,00	922.749,95	0,00	0,00	922.749,95	16,68
Araçatuba (Município) (350280)	600,45	592,01	9.019.698,11	0,00	0,00	9.019.698,11	49,67
Araraquara (Município) (350320)	1.245,30	1.053,39	22.572.534,41	0,00	0,00	22.572.534,41	108,18
Araras (Município) (350330)	589,00	609,00	1.758.013,22	0,00	0,00	1.758.013,22	14,79
Artur Nogueira (Município) (350380)	141,33	141,01	1.713.637,40	472.765,83	1.240.871,57	3.427.274,79	77,58
Arujá (Município) (350390)	319,76	101,73	12.342.596,88	0,00	0,00	12.342.596,88	164,78
Assis (Município) (350400)	389,75	350,89	17.745.705,95	0,00	0,00	17.745.705,95	186,51
Atibaia (Município) (350410)	374,00	191,00	1.038.439,89	1.373.179,29	0,00	2.411.619,18	19,05
Avaré (Município) (350450)	367,77	337,05	3.297.056,77	0,00	0,00	3.297.056,77	39,76
Barretos (Município) (350550)	514,00	510,00	1.330.681,93	0,00	0,00	1.330.681,93	11,87
Barueri (Município) (350570)	664,43	333,77	22.882.822,82	0,00	0,00	22.882.822,82	95,05
Batatais (Município) (350590)	242,00	220,00	4.225.292,14	0,00	8.817.861,14	13.043.153,28	230,95
Bauru (Município) (350600)	1.625,00	1.620,00	10.390.265,74	0,00	0,00	10.390.265,74	30,21
Bebedouro (Município) (350610)	507,00	467,00	1.315.685,51	0,00	0,00	1.315.685,51	17,53
Bertioga (Município) (350635)	258,02	125,97	60.041.564,17	0,00	0,00	60.041.564,17	1.260,19
Birigui (Município) (350650)	428,02	421,39	5.820.185,72	0,00	0,00	5.820.185,72	53,53
Biritiba-Mirim (Município) (350660)	118,60	57,90	843.436,30	0,00	0,00	843.436,30	29,52
Boituva (Município) (350700)	145,13	66,75	5.440.003,31	0,00	0,00	5.440.003,31	112,60
Botucatu (Município) (350750)	530,50	380,17	14.973.892,50	0,00	0,00	14.973.892,50	117,60
Bragança Paulista (Município) (350760)	533,09	345,82	46.004.307,53	0,00	0,00	46.004.307,53	313,50
Caçapava (Município) (350850)	297,49	143,38	8.522.134,69	0,00	0,00	8.522.134,69	100,55
Caieiras (Município) (350900)	270,55	148,69	20.242.841,46	0,00	0,00	20.242.841,46	233,94
Cajamar (Município) (350920)	234,37	88,60	3.602.535,99	0,00	0,00	3.602.535,99	56,19
Campinas (Município) (350950)	3.757,00	3.440,00	154.819.606,44	0,00	0,00	154.819.606,44	143,34
Campo Limpo Paulista (Município) (350960)	223,63	131,44	17.880.498,20	0,00	0,00	17.880.498,20	241,39
Campos do Jordão (Município) (350970)	296,90	117,60	1.891.926,08	0,00	0,00	1.891.926,08	39,59
Capivari (Município) (351040)	231,00	174,00	1.811.864,10	0,00	0,00	1.811.864,10	37,30
Caraguatatuba (Município) (351050)	618,21	406,73	38.398.862,14	0,00	0,00	38.398.862,14	380,79
Carapicuíba (Município) (351060)	578,93	348,78	7.940.432,15	0,00	0,00	7.940.432,15	21,48
Catanduva (Município) (351110)	423,86	425,00	6.819.871,27	0,00	0,00	6.819.871,27	60,45
Cosmópolis (Município) (351280)	180,00	180,00	894.929,76	0,00	0,00	894.929,76	15,21
Cotia (Município) (351300)	834,08	249,00	7.312.140,37	0,00	0,00	7.312.140,37	36,35
Cruzeiro (Município) (351340)	306,00	288,00	26.400,93	0,00	0,00	26.400,93	0,34
Cubatão (Município) (351350)	232,90	137,97	134.978.930,53	0,00	0,00	134.978.930,53	1.136,95
Diadema (Município) (351380)	746,76	422,75	13.304.174,22	0,00	0,00	13.304.174,22	34,46
Embu das Artes (Município) (351500)	550,65	255,16	1.154.782,16	0,00	0,00	1.154.782,16	4,81
Embu-Guaçu (Município) (351510)	213,15	88,21	7.705.634,52	0,00	0,00	7.705.634,52	122,76
Fernandópolis (Município) (351550)	280,30	235,21	7.231.089,90	0,00	0,00	7.231.089,90	111,77
Ferraz de Vasconcelos (Município) (351570)	301,54	230,69	6.697.033,67	0,00	0,00	6.697.033,67	39,79
Franca (Município) (351620)	1.089,99	1.048,47	19.726.076,96	0,00	0,00	19.726.076,96	61,91
Francisco Morato (Município) (351630)	360,92	140,54	14.500.731,87	0,00	0,00	14.500.731,87	93,87
Franco da Rocha (Município) (351640)	359,61	169,85	13.919.819,56	0,00	0,00	13.919.819,56	105,77
Guararema (Município) (351830)	125,73	37,48	2.057.505,12	0,00	0,00	2.057.505,12	79,61
Guaratinguetá (Município) (351840)	580,00	452,00	7.007.194,45	0,00	637.567,34	7.644.761,80	68,21
Guarujá (Município) (351870)	718,19	359,91	113.700.520,75	0,00	0,00	113.700.520,75	391,06
Guarulhos (Município) (351880)	2.193,03	1.618,89	384.883.769,45	0,00	0,00	384.883.769,45	314,97
Hortolândia (Município) (351907)	556,43	273,85	28.486.611,66	0,00	0,00	28.486.611,66	147,83
Ibitinga (Município) (351960)	332,00	264,20	1.358.903,19	0,00	0,00	1.358.903,19	25,56
Ibiúna (Município) (351970)	143,84	28,61	8.272.128,73	0,00	0,00	8.272.128,73	116,15
Indaiatuba (Município) (352050)	694,20	647,40	31.081.880,72	0,00	0,00	31.081.880,72	154,16
Itanhaém (Município) (352210)	859,92	283,23	150.974.277,97	0,00	0,00	150.974.277,97	1.734,20
Itapecerica da Serra (Município) (352220)	348,87	83,03	8.782.231,04	0,00	0,00	8.782.231,04	57,55
Itapetininga (Município) (352230)	467,21	283,10	9.717.457,71	0,00	0,00	9.717.457,71	67,31
Itapeva (Município) (352240)	253,22	162,54	6.987.542,17	0,00	0,00	6.987.542,17	79,63
Itapevi (Município) (352250)	404,95	196,49	15.656.850,52	0,00	0,00	15.656.850,52	77,98
Itapira (Município) (352260)	295,00	270,00	1.357.521,79	0,00	0,00	1.357.521,79	19,81
Itaquaquecetuba (Município) (352310)	785,87	423,13	10.806.181,01	0,00	0,00	10.806.181,01	33,58
Itararé (Município) (352320)	149,21	102,42	9.838.474,52	0,00	0,00	9.838.474,52	205,25
Itatiba (Município) (352340)	207,69	147,30	27.409.416,24	0,00	0,00	27.409.416,24	270,12
Itu (Município) (352390)	646,00	525,00	13.956.399,26	13.956.399,26	0,00	27.912.798,52	181,08
Itupeva (Município) (352400)	62,47	27,98	23.230.413,63	0,00	0,00	23.230.413,63	517,85
Jaboticabal (Município) (352430)	288,19	220,00	199.820,03	0,00	0,00	199.820,03	2,79
Jacareí (Município) (352440)	729,97	574,50	50.410.814,19	0,00	0,00	50.410.814,19	238,67
Jaguariúna (Município) (352470)	200,00	185,00	440.771,74	0,00	0,00	440.771,74	9,95
Jandira (Município) (352500)	191,74	113,93	6.422.819,71	0,00	0,00	6.422.819,71	59,28
Jaú (Município) (352530)	762,98	687,32	7.538.761,26	7.538.761,26	0,00	15.077.522,52	115,06
Jundiaí (Município) (352590)	1.630,65	802,11	33.705.720,22	0,00	0,00	33.705.720,22	91,07
Juquitiba (Município) (352620)	109,31	27,17	16.869.237,86	0,00	0,00	16.869.237,86	587,02
Leme (Município) (352670)	380,00	347,00	19.961.462,10	0,00	0,00	19.961.462,10	217,55
Lençóis Paulista (Município) (352680)	245,00	232,00	2.592.983,09	0,00	159.010,07	2.751.993,16	44,80
Limeira (Município) (352690)	1.056,95	916,86	18.983.355,66	0,00	0,00	18.983.355,66	68,77
Lins (Município) (352710)	231,49	205,38	4.621.549,19	0,00	0,00	4.621.549,19	64,70
Lorena (Município) (352720)	258,48	200,85	1.847.932,94	0,00	0,00	1.847.932,94	22,39
Mairiporã (Município) (352850)	269,99	72,70	10.876.742,55	0,00	0,00	10.876.742,55	134,35
Marília (Município) (352900)	688,97	652,36	3.164.435,34	0,00	0,00	3.164.435,34	14,60
Matão (Município) (352930)	385,00	435,00	897,67	0,00	0,00	897,67	0,01
Mauá (Município) (352940)	713,00	556,00	13.265.231,19	0,00	0,00	13.265.231,19	31,81
Mirassol (Município) (353030)	234,53	205,00	16.487.879,83	0,00	0,00	16.487.879,83	306,51
Mococa (Município) (353050)	184,12	168,37	9.110.346,51	0,00	0,00	9.110.346,51	137,43
Mogi das Cruzes (Município) (353060)	833,00	547,50	9.121.097,93	0,00	0,00	9.121.097,93	23,52
Mogi Guaçu (Município) (353070)	542,02	493,70	7.733.838,66	0,00	370.181,47	8.104.020,14	59,05
Mogi Mirim (Município) (353080)	401,00	337,00	11.232.738,62	0,00	0,00	11.232.738,62	129,85
Mongaguá (Município) (353110)	381,91	272,93	83.120.998,51	0,00	0,00	83.120.998,51	1.795,54
Monte Alto (Município) (353130)	181,93	138,19	13.280.308,65	0,00	0,00	13.280.308,65	284,73
Monte Mor (Município) (353180)	238,81	70,78	26.669.142,27	0,00	0,00	26.669.142,27	544,84
Nova Odessa (Município) (353340)	258,00	235,00	789.347,61	1.608.126,18	27.908,07	2.425.381,87	47,33
Olímpia (Município) (353390)	175,00	160,00	6.376.623,09	0,00	0,00	6.376.623,09	127,47
Osasco (Município) (353440)	1.105,83	686,21	14.183.876,40	0,00	0,00	14.183.876,40	21,27
Ourinhos (Município) (353470)	619,00	497,00	4.643.329,58	0,00	0,00	4.643.329,58	45,07
Paulínia (Município) (353650)	475,53	189,71	6.232.990,18	0,00	0,00	6.232.990,18	75,88
Penápolis (Município) (353730)	235,87	226,17	3.133.361,25	0,00	0,00	3.133.361,25	53,55
Peruíbe (Município) (353760)	496,79	410,94	129.811.864,90	0,00	0,00	129.811.864,90	2.171,75
Piedade (Município) (353780)	145,87	49,84	1.128.409,13	0,00	0,00	1.128.409,13	21,64
Pindamonhangaba (Município) (353800)	498,64	325,74	5.050.172,15	0,00	0,00	5.050.172,15	34,36
Piracicaba (Município) (353870)	1.438,75	1.241,44	42.179.327,92	0,00	6.081.791,65	48.261.119,57	132,38
Pirapora do Bom Jesus (Município) (353910)	55,00	26,07	1.077.646,08	0,00	0,00	1.077.646,08	68,50
Pirassununga (Município) (353930)	343,00	339,00	1.493.621,35	0,00	0,00	1.493.621,35	21,31
Poá (Município) (353980)	242,06	219,94	9.095.609,00	0,00	0,00	9.095.609,00	85,80
