Localidade	"Número de moradias permanentes
(habitações) (IBGE)"	"Número de moradias permanentes em áreas urbanas
(habitações) (IBGE)"	"Número de pessoas por moradia
(pessoas por moradia) (IBGE)"	"Número de pessoas por moradia (área urbana)
(pessoas por moradia) (IBGE)"	"PIB, em R$ milhões a preços de 2017
(R$ milhões a preços de 2019) (IBGE)"	"PIB per capita, em R$ a preços de 2017
(R$ por habitante a preços de 2019) (IBGE)"	"Área do município
(km²) (IBGE)"	"Densidade demográfica (pessoas por km²)
(Pessoas por km²) (IBGE)"
São Francisco do Conde (Município) (292920)	12.361	9.926	3,22	3,31	-	-	269,610	147,63
São Sebastião do Passé (Município) (292950)	16.287	12.428	2,72	2,80	-	-	536,580	82,56
Senhor do Bonfim (Município) (293010)	28.943	22.065	2,73	2,77	-	-	789,360	100,10
Serrinha (Município) (293050)	28.573	18.076	2,83	2,75	-	-	583,310	138,62
Simões Filho (Município) (293070)	45.706	40.419	2,94	2,98	-	-	201,580	666,63
Teixeira de Freitas (Município) (293135)	53.675	49.005	2,99	3,06	-	-	1.165,620	137,68
Tucano (Município) (293190)	19.646	8.392	2,58	2,53	-	-	2.185,010	23,20
Valença (Município) (293290)	34.610	25.305	2,79	2,77	-	-	1.124,660	85,86
Vera Cruz (Município) (293320)	15.437	14.278	2,80	2,84	-	-	299,730	144,20
Vitória da Conquista (Município) (293330)	112.452	99.620	3,01	3,07	-	-	3.705,840	91,34
Alfenas (Município) (310160)	29.303	28.199	2,73	2,66	-	-	850,450	94,06
Araguari (Município) (310350)	44.930	42.630	2,61	2,57	-	-	2.729,510	42,96
Araxá (Município) (310400)	36.631	36.721	2,90	2,85	-	-	1.164,060	91,26
Baldim (Município) (310500)	3.261	2.114	2,40	2,37	-	-	556,270	14,07
Barão de Cocais (Município) (310540)	10.445	9.752	3,11	3,02	-	-	340,590	95,38
Barbacena (Município) (310560)	49.932	46.888	2,75	2,68	-	-	759,190	180,87
Belo Horizonte (Município) (310620)	900.517	900.517	2,79	2,79	-	-	331,400	7.580,15
Belo Vale (Município) (310640)	3.123	1.400	2,47	2,41	-	-	365,920	21,08
Betim (Município) (310670)	140.364	142.528	3,13	3,06	-	-	343,860	1.277,69
Bom Despacho (Município) (310740)	18.203	17.455	2,78	2,73	-	-	1.213,550	41,70
Bonfim (Município) (310810)	3.122	1.598	2,20	2,10	-	-	301,870	22,75
Brumadinho (Município) (310900)	13.149	11.270	3,05	3,00	-	-	639,430	62,72
Caeté (Município) (311000)	14.956	13.138	2,99	2,96	-	-	542,530	82,42
Campo Belo (Município) (311120)	21.698	20.975	2,49	2,43	-	-	528,230	102,28
Capim Branco (Município) (311250)	3.318	3.074	2,94	2,89	-	-	95,330	102,32
Caratinga (Município) (311340)	33.599	28.831	2,74	2,64	-	-	1.258,480	73,15
Cataguases (Município) (311530)	29.005	28.538	2,59	2,52	-	-	491,770	152,76
Confins (Município) (311787)	2.130	2.171	3,16	3,10	-	-	42,360	158,90
Congonhas (Município) (311800)	17.552	17.480	3,12	3,05	-	-	304,070	180,10
Conselheiro Lafaiete (Município) (311830)	44.189	43.087	2,91	2,85	-	-	370,250	347,31
Contagem (Município) (311860)	232.117	237.136	2,86	2,79	-	-	195,050	3.403,60
Coronel Fabriciano (Município) (311940)	40.093	40.327	2,74	2,69	-	-	221,250	496,52
Curvelo (Município) (312090)	28.618	26.358	2,80	2,76	-	-	3.296,200	24,31
Divinópolis (Município) (312230)	83.589	82.885	2,85	2,80	-	-	708,120	336,43
Esmeraldas (Município) (312410)	21.576	20.436	3,27	3,22	-	-	909,680	77,56
Florestal (Município) (312600)	2.538	2.168	2,94	2,87	-	-	194,240	38,41
Formiga (Município) (312610)	26.965	25.130	2,51	2,46	-	-	1.501,920	45,06
Fortuna de Minas (Município) (312640)	1.034	721	2,85	2,82	-	-	198,710	14,83
Frutal (Município) (312710)	22.536	20.112	2,64	2,55	-	-	2.426,970	24,51
Funilândia (Município) (312720)	1.474	753	2,95	3,04	-	-	199,800	21,77
Governador Valadares (Município) (312770)	103.279	101.840	2,71	2,64	-	-	2.342,330	119,49
Guaxupé (Município) (312870)	19.816	19.070	2,62	2,56	-	-	286,400	181,28
Ibirité (Município) (312980)	57.573	58.755	3,13	3,06	-	-	72,570	2.483,07
Igarapé (Município) (313010)	12.849	12.224	3,35	3,30	-	-	110,940	388,00
Inhaúma (Município) (313100)	2.076	1.521	3,02	3,01	-	-	245,000	25,60
Ipatinga (Município) (313130)	91.462	92.762	2,88	2,81	-	-	164,880	1.597,55
Itabira (Município) (313170)	39.887	37.930	3,01	2,95	-	-	1.253,700	95,76
Itabirito (Município) (313190)	16.573	16.197	3,13	3,07	-	-	542,610	95,60
Itaguara (Município) (313220)	5.041	3.867	2,65	2,66	-	-	410,470	32,54
Itajubá (Município) (313240)	35.225	32.998	2,75	2,68	-	-	294,840	328,55
Itatiaiuçu (Município) (313370)	3.857	2.417	2,89	2,89	-	-	295,150	37,76
Itaúna (Município) (313380)	33.651	32.142	2,77	2,73	-	-	495,770	188,02
Ituiutaba (Município) (313420)	40.887	39.807	2,56	2,52	-	-	2.598,050	40,29
Jaboticatubas (Município) (313460)	6.737	4.266	2,99	2,96	-	-	1.114,970	18,07
Janaúba (Município) (313510)	23.262	21.511	3,08	3,02	-	-	2.181,320	32,85
Januária (Município) (313520)	22.138	14.695	3,06	2,91	-	-	6.661,590	10,17
João Monlevade (Município) (313620)	27.941	28.309	2,86	2,81	-	-	99,160	805,89
Nova União (Município) (313660)	2.128	1.117	2,69	2,65	-	-	172,130	33,26
Juatuba (Município) (313665)	8.474	8.464	3,18	3,13	-	-	97,170	277,30
Juiz de Fora (Município) (313670)	213.862	216.310	2,66	2,60	-	-	1.435,750	396,22
Lagoa da Prata (Município) (313720)	17.564	17.458	2,97	2,92	-	-	439,980	118,56
Lagoa Santa (Município) (313760)	19.495	18.448	3,31	3,26	-	-	229,410	281,27
Lavras (Município) (313820)	36.412	35.442	2,85	2,79	-	-	564,740	183,75
Leopoldina (Município) (313840)	20.868	19.186	2,52	2,45	-	-	943,080	55,76
Manhuaçu (Município) (313940)	30.278	25.617	2,98	2,87	-	-	628,320	143,60
Mariana (Município) (314000)	19.844	18.026	3,06	2,96	-	-	1.194,210	50,85
Mário Campos (Município) (314015)	4.818	4.622	3,20	3,15	-	-	35,200	438,00
Mateus Leme (Município) (314070)	10.719	9.664	2,90	2,85	-	-	301,380	103,14
Matozinhos (Município) (314110)	12.400	11.502	3,05	2,99	-	-	252,280	149,91
Moeda (Município) (314230)	1.877	782	2,62	2,40	-	-	155,110	31,71
Montes Claros (Município) (314330)	129.950	126.072	3,15	3,09	-	-	3.568,940	114,70
Muriaé (Município) (314390)	41.355	39.307	2,63	2,56	-	-	841,690	129,22
Nova Lima (Município) (314480)	30.123	30.039	3,15	3,09	-	-	429,000	221,18
Nova Serrana (Município) (314520)	26.813	25.828	3,83	3,76	-	-	282,470	363,55
Ouro Preto (Município) (314610)	25.703	22.989	2,89	2,81	-	-	1.245,870	59,62
Paracatu (Município) (314700)	30.051	26.424	3,10	3,07	-	-	8.229,600	11,32
Pará de Minas (Município) (314710)	32.071	31.055	2,93	2,86	-	-	551,250	170,47
Passos (Município) (314790)	41.854	40.749	2,74	2,67	-	-	1.338,070	85,70
Patos de Minas (Município) (314800)	57.761	53.797	2,64	2,61	-	-	3.190,190	47,80
Patrocínio (Município) (314810)	31.957	28.698	2,84	2,79	-	-	2.874,340	31,57
Pedro Leopoldo (Município) (314930)	22.082	19.310	2,91	2,83	-	-	292,950	219,35
Pirapora (Município) (315120)	19.128	19.232	2,95	2,88	-	-	549,510	102,69
Poços de Caldas (Município) (315180)	63.649	63.302	2,63	2,58	-	-	546,670	306,21
Ponte Nova (Município) (315210)	22.459	20.733	2,66	2,57	-	-	470,640	126,94
Pouso Alegre (Município) (315250)	50.414	47.104	2,99	2,93	-	-	542,800	277,70
Prudente de Morais (Município) (315360)	3.375	3.306	3,18	3,12	-	-	124,190	86,42
Raposos (Município) (315390)	5.525	5.367	2,96	2,89	-	-	72,230	226,42
Ribeirão das Neves (Município) (315460)	106.304	107.926	3,15	3,08	-	-	155,450	2.154,06
Rio Acima (Município) (315480)	3.284	2.917	3,14	3,09	-	-	229,810	44,87
Rio Manso (Município) (315530)	2.136	1.138	2,73	2,73	-	-	231,540	25,19
Sabará (Município) (315670)	46.062	45.672	2,96	2,91	-	-	302,420	450,84
Santa Bárbara (Município) (315720)	10.137	9.195	3,09	3,03	-	-	684,060	45,79
Santa Luzia (Município) (315780)	73.535	74.582	2,98	2,93	-	-	235,080	932,18
São Francisco (Município) (316110)	17.172	11.434	3,28	3,13	-	-	3.308,100	17,03
São João del Rei (Município) (316250)	34.382	33.398	2,62	2,55	-	-	1.452,000	62,04
São Joaquim de Bicas (Município) (316292)	8.421	6.764	3,75	3,40	-	-	71,760	440,06
São José da Lapa (Município) (316295)	7.011	4.159	3,39	3,29	-	-	47,930	495,85
São José da Varginha (Município) (316310)	1.625	955	3,08	2,96	-	-	205,500	24,35
São Sebastião do Paraíso (Município) (316470)	26.183	24.612	2,71	2,66	-	-	814,930	87,07
Sarzedo (Município) (316553)	9.048	9.151	3,62	3,54	-	-	62,130	527,12
Sete Lagoas (Município) (316720)	79.089	78.995	3,03	2,96	-	-	536,640	446,55
Taquaraçu de Minas (Município) (316830)	1.461	712	2,79	2,65	-	-	329,290	12,38
Teófilo Otoni (Município) (316860)	51.124	43.178	2,75	2,66	-	-	3.242,270	43,36
Timóteo (Município) (316870)	30.663	31.367	2,93	2,86	-	-	144,380	622,26
Três Corações (Município) (316930)	27.127	25.407	2,93	2,83	-	-	828,040	95,99
Três Pontas (Município) (316940)	20.266	17.993	2,80	2,71	-	-	689,790	82,27
Ubá (Município) (316990)	40.262	39.549	2,87	2,81	-	-	407,450	283,60
Uberaba (Município) (317010)	121.376	121.311	2,75	2,69	-	-	4.523,960	73,78
Uberlândia (Município) (317020)	246.016	244.414	2,81	2,75	-	-	4.115,210	167,99
Unaí (Município) (317040)	30.683	25.300	2,75	2,68	-	-	8.448,080	9,99
Varginha (Município) (317070)	47.233	46.832	2,87	2,80	-	-	395,400	342,84
Vespasiano (Município) (317120)	36.879	37.752	3,46	3,38	-	-	71,080	1.795,17
Viçosa (Município) (317130)	28.567	27.215	2,76	2,70	-	-	299,420	263,33
Aracruz (Município) (320060)	31.435	28.418	3,22	3,11	-	-	1.423,870	71,09
Cachoeiro de Itapemirim (Município) (320120)	80.066	76.109	2,61	2,51	-	-	864,580	241,70
Cariacica (Município) (320130)	145.529	144.767	2,62	2,55	-	-	279,720	1.363,10
Colatina (Município) (320150)	49.000	44.372	2,50	2,43	-	-	1.416,800	86,46
Fundão (Município) (320220)	7.029	6.137	3,06	2,96	-	-	288,720	74,50
Guarapari (Município) (320240)	44.434	43.669	2,81	2,73	-	-	591,820	210,98
Linhares (Município) (320320)	55.272	49.441	3,14	3,02	-	-	3.496,560	49,64
São Mateus (Município) (320490)	43.683	35.044	2,99	2,89	-	-	2.345,730	55,68
Serra (Município) (320500)	164.289	168.508	3,15	3,05	-	-	547,640	944,99
Viana (Município) (320510)	25.320	24.249	3,09	2,96	-	-	312,280	250,54
Vila Velha (Município) (320520)	177.640	183.374	2,78	2,68	-	-	209,970	2.352,00
Vitória (Município) (320530)	140.054	140.054	2,59	2,59	-	-	96,540	3.750,90
Angra dos Reis (Município) (330010)	66.379	64.152	3,07	3,06	-	-	825,080	246,99
Araruama (Município) (330020)	44.579	42.669	2,97	2,95	-	-	638,480	207,37
Barra do Piraí (Município) (330030)	38.020	36.889	2,64	2,64	-	-	584,610	171,69
Barra Mansa (Município) (330040)	69.589	69.480	2,65	2,63	-	-	547,130	337,05
Belford Roxo (Município) (330045)	179.896	179.896	2,84	2,84	-	-	78,990	6.468,39
Cabo Frio (Município) (330070)	74.270	55.103	3,05	3,01	-	-	413,650	547,63
Cachoeiras de Macacu (Município) (330080)	22.074	19.093	2,67	2,67	-	-	954,750	61,73
Campos dos Goytacazes (Município) (330100)	175.622	159.683	2,89	2,87	-	-	4.032,440	125,87
Duque de Caxias (Município) (330170)	333.187	332.053	2,76	2,76	-	-	467,270	1.968,01
Guapimirim (Município) (330185)	19.585	18.924	3,09	3,09	-	-	358,350	168,88
Itaboraí (Município) (330190)	85.620	85.207	2,81	2,79	-	-	430,590	558,75
Itaguaí (Município) (330200)	43.901	41.936	3,03	3,03	-	-	273,370	486,59
Itaperuna (Município) (330220)	39.398	36.466	2,62	2,61	-	-	1.106,170	93,32
Japeri (Município) (330227)	35.157	35.039	2,98	2,99	-	-	81,700	1.282,40
Macaé (Município) (330240)	83.607	82.042	3,07	3,07	-	-	1.215,290	211,20
Magé (Município) (330250)	86.905	82.577	2,82	2,81	-	-	393,910	622,14
Maricá (Município) (330270)	53.380	52.905	3,02	3,00	-	-	362,000	445,33
Mesquita (Município) (330285)	65.710	65.466	2,68	2,69	-	-	41,490	4.244,47
Nilópolis (Município) (330320)	62.017	62.494	2,62	2,60	-	-	19,390	8.378,54
Niterói (Município) (330330)	208.774	208.774	2,46	2,46	-	-	134,070	3.830,60
Nova Friburgo (Município) (330340)	78.773	68.948	2,42	2,42	-	-	935,430	203,79
Nova Iguaçu (Município) (330350)	305.252	303.046	2,69	2,68	-	-	520,810	1.576,65
Paracambi (Município) (330360)	19.072	16.583	2,74	2,79	-	-	190,950	273,67
Petrópolis (Município) (330390)	119.140	112.811	2,57	2,58	-	-	791,140	387,02
Queimados (Município) (330414)	52.194	52.376	2,88	2,87	-	-	75,700	1.985,69
Resende (Município) (330420)	47.935	45.122	2,74	2,73	-	-	1.099,340	119,47
Rio Bonito (Município) (330430)	21.272	16.259	2,83	2,75	-	-	459,460	131,03
Rio das Ostras (Município) (330452)	43.674	41.651	3,45	3,42	-	-	228,110	660,52
Rio de Janeiro (Município) (330455)	2.579.289	2.579.289	2,60	2,60	-	-	1.200,180	5.598,26
São Gonçalo (Município) (330490)	403.286	402.992	2,69	2,69	-	-	248,320	4.368,73
São João de Meriti (Município) (330510)	180.998	182.396	2,61	2,59	-	-	35,220	13.414,53
São Pedro da Aldeia (Município) (330520)	34.481	32.448	3,03	3,01	-	-	332,920	313,82
Saquarema (Município) (330550)	28.765	27.389	3,10	3,09	-	-	352,800	252,75
Seropédica (Município) (330555)	28.189	23.418	2,92	2,89	-	-	283,630	290,20
Tanguá (Município) (330575)	12.038	10.669	2,85	2,87	-	-	142,530	240,72
Teresópolis (Município) (330580)	66.398	59.720	2,75	2,73	-	-	773,340	236,11
Três Rios (Município) (330600)	29.747	28.981	2,75	2,74	-	-	322,840	253,39
Valença (Município) (330610)	28.553	24.916	2,68	2,66	-	-	1.300,770	58,83
Volta Redonda (Município) (330630)	103.807	104.156	2,63	2,62	-	-	182,110	1.499,20
Americana (Município) (350160)	86.811	86.405	2,76	2,76	-	-	133,910	1.789,21
Amparo (Município) (350190)	26.445	21.123	2,73	2,69	-	-	445,320	162,12
Andradina (Município) (350210)	23.521	21.955	2,43	2,43	-	-	964,230	59,28
Araçatuba (Município) (350280)	78.181	76.673	2,52	2,52	-	-	1.167,130	168,80
Araraquara (Município) (350320)	88.087	85.903	2,68	2,67	-	-	1.003,630	235,22
Araras (Município) (350330)	46.448	44.100	2,89	2,88	-	-	644,830	208,17
Artur Nogueira (Município) (350380)	17.163	15.491	3,17	3,18	-	-	178,030	305,62
Arujá (Município) (350390)	27.385	26.213	3,28	3,29	-	-	96,170	934,04
Assis (Município) (350400)	40.303	39.149	2,59	2,55	-	-	460,610	226,63
Atibaia (Município) (350410)	49.059	45.116	2,91	2,88	-	-	478,520	298,34
Avaré (Município) (350450)	33.826	32.381	2,68	2,68	-	-	1.213,060	74,73
Barretos (Município) (350550)	46.602	45.011	2,62	2,63	-	-	1.566,160	77,96
Barueri (Município) (350570)	92.317	92.317	2,97	2,97	-	-	65,700	4.173,18
Batatais (Município) (350590)	22.730	20.249	2,75	2,73	-	-	849,530	73,58
Bauru (Município) (350600)	141.661	139.817	2,66	2,65	-	-	667,680	564,37
Bebedouro (Município) (350610)	30.631	29.422	2,53	2,51	-	-	683,190	113,43
Bertioga (Município) (350635)	18.494	18.192	3,42	3,42	-	-	491,550	128,67
Birigui (Município) (350650)	45.623	44.427	2,71	2,70	-	-	530,030	233,27
Biritiba-Mirim (Município) (350660)	10.758	9.234	3,03	3,03	-	-	317,410	102,70
Boituva (Município) (350700)	18.654	17.710	3,27	3,24	-	-	248,950	245,01
Botucatu (Município) (350750)	52.508	50.956	2,79	2,77	-	-	1.482,640	98,81
Bragança Paulista (Município) (350760)	57.370	55.805	2,94	2,93	-	-	512,580	329,05
Caçapava (Município) (350850)	31.954	27.341	2,95	2,95	-	-	368,990	255,46
Caieiras (Município) (350900)	32.522	31.616	3,12	3,13	-	-	97,640	1.039,20
Cajamar (Município) (350920)	24.616	24.043	3,12	3,13	-	-	131,390	584,54
Campinas (Município) (350950)	447.611	441.555	2,69	2,68	-	-	794,570	1.515,37
Campo Limpo Paulista (Município) (350960)	28.217	28.217	3,00	3,00	-	-	79,400	1.066,08
Campos do Jordão (Município) (350970)	18.471	18.291	2,82	2,83	-	-	290,520	179,29
Capivari (Município) (351040)	17.932	17.110	3,11	3,08	-	-	322,880	172,72
Caraguatatuba (Município) (351050)	40.783	39.229	2,98	2,97	-	-	484,950	250,61
Carapicuíba (Município) (351060)	139.211	140.184	2,88	2,86	-	-	34,550	11.605,60
Catanduva (Município) (351110)	47.977	47.780	2,54	2,53	-	-	290,600	419,35
Cosmópolis (Município) (351280)	22.792	21.168	3,17	3,17	-	-	154,670	467,15
Cotia (Município) (351300)	75.290	75.290	3,31	3,31	-	-	323,990	769,18
Cruzeiro (Município) (351340)	29.905	29.143	2,75	2,75	-	-	305,700	269,02
Cubatão (Município) (351350)	46.680	47.016	2,80	2,78	-	-	142,880	914,80
Diadema (Município) (351380)	150.848	150.848	2,81	2,81	-	-	30,730	13.792,92
Embu das Artes (Município) (351500)	87.174	87.733	3,14	3,12	-	-	70,400	3.888,26
Embu-Guaçu (Município) (351510)	23.284	22.663	2,98	2,98	-	-	155,640	445,80
Fernandópolis (Município) (351550)	28.211	27.347	2,45	2,45	-	-	549,800	125,71
Ferraz de Vasconcelos (Município) (351570)	62.069	59.474	3,13	3,12	-	-	29,560	6.571,37
Franca (Município) (351620)	125.244	123.924	2,82	2,80	-	-	605,680	583,13
Francisco Morato (Município) (351630)	56.180	56.066	3,13	3,13	-	-	49,000	3.588,58
Franco da Rocha (Município) (351640)	46.393	45.183	3,33	3,15	-	-	132,780	1.163,54
Guararema (Município) (351830)	9.966	8.491	2,99	3,02	-	-	270,820	110,03
Guaratinguetá (Município) (351840)	44.130	42.039	2,76	2,76	-	-	752,640	161,83
Guarujá (Município) (351870)	109.372	109.351	2,93	2,93	-	-	144,790	2.213,21
Guarulhos (Município) (351880)	462.813	462.813	2,98	2,98	-	-	318,680	4.327,86
Hortolândia (Município) (351907)	70.813	70.813	3,26	3,26	-	-	62,420	3.698,59
Ibitinga (Município) (351960)	21.517	20.741	2,79	2,78	-	-	689,390	87,08
Ibiúna (Município) (351970)	27.580	9.589	2,86	2,88	-	-	1.058,080	74,55
Indaiatuba (Município) (352050)	77.903	77.120	3,23	3,23	-	-	311,550	807,67
Itanhaém (Município) (352210)	36.233	35.894	2,81	2,81	-	-	601,710	169,21
Itapecerica da Serra (Município) (352220)	54.733	54.279	3,21	3,21	-	-	150,740	1.165,52
Itapetininga (Município) (352230)	54.452	50.261	3,01	2,96	-	-	1.789,350	91,60
Itapeva (Município) (352240)	34.311	29.128	2,75	2,73	-	-	1.826,260	51,67
Itapevi (Município) (352250)	73.364	73.820	3,24	3,22	-	-	82,660	2.875,70
Itapira (Município) (352260)	27.389	25.407	2,73	2,73	-	-	518,420	144,23
Itaquaquecetuba (Município) (352310)	114.805	114.805	3,23	3,23	-	-	82,620	4.488,16
Itararé (Município) (352320)	19.499	18.079	2,59	2,58	-	-	1.003,860	50,31
Itatiba (Município) (352340)	39.756	33.786	3,04	3,02	-	-	322,280	375,01
Itu (Município) (352390)	59.773	56.136	2,91	2,90	-	-	640,720	271,47
Itupeva (Município) (352400)	16.781	14.653	3,65	3,63	-	-	200,820	305,02
Jaboticabal (Município) (352430)	29.156	28.394	2,65	2,64	-	-	706,600	109,34
Jacareí (Município) (352440)	82.275	81.139	2,84	2,84	-	-	464,270	503,29
Jaguariúna (Município) (352470)	17.161	16.716	3,35	3,34	-	-	141,390	406,59
Jandira (Município) (352500)	41.507	41.507	3,01	3,01	-	-	17,450	7.160,12
Jaú (Município) (352530)	52.536	51.072	2,86	2,85	-	-	687,100	218,67
Jundiaí (Município) (352590)	151.250	146.328	2,77	2,74	-	-	431,210	971,60
Juquitiba (Município) (352620)	11.352	8.629	2,77	2,82	-	-	522,170	60,22
Leme (Município) (352670)	35.900	35.037	2,88	2,89	-	-	402,870	256,64
Lençóis Paulista (Município) (352680)	23.276	22.832	2,94	2,93	-	-	809,540	84,53
Limeira (Município) (352690)	108.167	104.940	2,83	2,83	-	-	580,710	527,14
Lins (Município) (352710)	29.439	29.095	2,65	2,65	-	-	570,060	136,85
Lorena (Município) (352720)	32.140	31.447	2,76	2,74	-	-	414,160	214,18
Mairiporã (Município) (352850)	29.464	26.291	3,40	3,33	-	-	320,700	312,38
Marília (Município) (352900)	88.148	84.820	2,71	2,69	-	-	1.170,520	204,08
Matão (Município) (352930)	30.465	29.906	2,73	2,73	-	-	524,900	158,45
Mauá (Município) (352940)	160.309	160.309	2,95	2,95	-	-	61,910	7.638,82
Mirassol (Município) (353030)	22.406	21.922	2,67	2,66	-	-	243,230	245,96
Mococa (Município) (353050)	26.292	24.253	2,62	2,62	-	-	855,160	80,55
Mogi das Cruzes (Município) (353060)	149.111	138.321	2,99	2,97	-	-	712,540	625,71
Mogi Guaçu (Município) (353070)	53.861	51.315	2,82	2,81	-	-	812,750	186,88
Mogi Mirim (Município) (353080)	34.902	32.905	2,67	2,65	-	-	497,710	187,24
Mongaguá (Município) (353110)	18.652	18.449	3,04	3,06	-	-	143,210	395,95
Monte Alto (Município) (353130)	19.201	18.406	2,63	2,62	-	-	346,950	145,55
Monte Mor (Município) (353180)	18.391	17.382	3,25	3,23	-	-	240,570	248,46
Nova Odessa (Município) (353340)	20.261	19.863	2,97	2,98	-	-	73,790	815,50
Olímpia (Município) (353390)	20.591	19.447	2,66	2,66	-	-	802,560	68,25
Osasco (Município) (353440)	260.604	260.604	2,68	2,68	-	-	64,950	10.752,50
Ourinhos (Município) (353470)	42.053	41.272	2,70	2,68	-	-	295,820	383,82
Paulínia (Município) (353650)	30.651	30.795	3,57	3,55	-	-	138,780	788,49
Penápolis (Município) (353730)	24.294	23.292	2,61	2,60	-	-	711,320	89,14
Peruíbe (Município) (353760)	24.741	24.464	2,76	2,76	-	-	326,220	209,32
Piedade (Município) (353780)	19.909	9.238	2,78	2,73	-	-	746,870	74,11
Pindamonhangaba (Município) (353800)	55.190	53.031	3,05	3,06	-	-	730,000	230,59
Piracicaba (Município) (353870)	145.375	141.743	2,78	2,79	-	-	1.378,070	293,27
Pirapora do Bom Jesus (Município) (353910)	5.607	5.590	3,37	3,38	-	-	108,490	174,17
Pirassununga (Município) (353930)	29.053	26.723	2,63	2,62	-	-	727,120	105,08
Poá (Município) (353980)	39.282	38.532	2,99	3,00	-	-	17,260	6.803,29
Porto Feliz (Município) (354060)	18.763	15.883	2,83	2,81	-	-	556,710	95,38
Porto Ferreira (Município) (354070)	20.418	20.052	2,75	2,75	-	-	244,910	229,27
Praia Grande (Município) (354100)	105.887	105.887	3,07	3,07	-	-	149,250	2.178,00
Presidente Prudente (Município) (354140)	86.975	85.853	2,63	2,61	-	-	560,640	408,01
Registro (Município) (354260)	21.254	18.939	2,65	2,64	-	-	722,200	77,99
Ribeirão Pires (Município) (354330)	43.448	43.448	2,84	2,84	-	-	99,080	1.245,45
Ribeirão Preto (Município) (354340)	250.282	249.572	2,81	2,81	-	-	650,920	1.080,47
Rio Claro (Município) (354390)	76.738	75.431	2,69	2,67	-	-	498,420	414,16
Rio Grande da Serra (Município) (354410)	16.949	16.949	3,00	3,00	-	-	36,340	1.399,14
Salesópolis (Município) (354500)	6.014	3.815	2,85	2,86	-	-	425,000	40,33
Salto (Município) (354520)	40.918	40.631	2,90	2,90	-	-	133,060	891,82
Santa Bárbara d'Oeste (Município) (354580)	70.870	70.314	2,73	2,73	-	-	271,030	713,85
Santa Isabel (Município) (354680)	19.586	15.369	2,93	2,93	-	-	363,330	157,94
Santana de Parnaíba (Município) (354730)	40.186	40.186	3,47	3,47	-	-	179,950	774,93
Santo André (Município) (354780)	277.519	277.519	2,59	2,59	-	-	175,780	4.089,00
Santos (Município) (354850)	187.581	187.440	2,31	2,31	-	-	281,030	1.541,85
São Bernardo do Campo (Município) (354870)	306.181	303.273	2,74	2,72	-	-	409,530	2.048,52
São Caetano do Sul (Município) (354880)	64.971	64.971	2,48	2,48	-	-	15,330	10.509,88
São Carlos (Município) (354890)	91.965	88.281	2,74	2,74	-	-	1.136,910	221,64
São João da Boa Vista (Município) (354910)	35.491	34.208	2,57	2,56	-	-	516,400	176,63
São Joaquim da Barra (Município) (354940)	18.531	18.199	2,80	2,80	-	-	410,860	126,29
São José do Rio Pardo (Município) (354970)	20.426	18.292	2,69	2,66	-	-	419,680	130,92
São José do Rio Preto (Município) (354980)	175.829	166.432	2,62	2,60	-	-	431,940	1.066,51
São José dos Campos (Município) (354990)	243.079	238.134	2,97	2,97	-	-	1.099,410	656,67
São Lourenço da Serra (Município) (354995)	5.533	5.002	2,86	2,88	-	-	186,460	84,87
São Paulo (Município) (355030)	4.466.978	4.417.429	2,74	2,75	-	-	1.521,110	8.054,66
São Roque (Município) (355060)	30.339	27.982	3,00	2,95	-	-	306,910	296,56
São Sebastião (Município) (355070)	30.163	29.823	2,95	2,95	-	-	402,400	221,13
São Vicente (Município) (355100)	130.177	129.931	2,81	2,81	-	-	148,100	2.469,94
Sertãozinho (Município) (355170)	42.505	42.002	2,96	2,96	-	-	403,090	312,13
Sorocaba (Município) (355220)	229.520	226.419	2,96	2,97	-	-	450,380	1.508,45
Sumaré (Município) (355240)	94.147	92.730	3,00	3,01	-	-	153,470	1.840,43
Suzano (Município) (355250)	96.012	92.632	3,10	3,10	-	-	206,240	1.443,19
Taboão da Serra (Município) (355280)	92.250	92.250	3,14	3,14	-	-	20,390	14.207,57
Taquaritinga (Município) (355370)	22.422	21.335	2,55	2,54	-	-	594,340	96,20
Tatuí (Município) (355400)	41.558	39.595	2,93	2,93	-	-	523,750	232,49
Taubaté (Município) (355410)	107.851	105.524	2,92	2,92	-	-	625,000	503,88
Tupã (Município) (355500)	26.965	25.883	2,43	2,43	-	-	627,990	104,34
Ubatuba (Município) (355540)	32.084	31.536	2,83	2,81	-	-	708,110	128,23
Valinhos (Município) (355620)	42.921	40.981	3,01	3,00	-	-	148,540	869,76
Vargem Grande Paulista (Município) (355645)	16.036	16.036	3,28	3,28	-	-	42,490	1.237,90
Várzea Paulista (Município) (355650)	40.478	40.478	3,01	3,01	-	-	35,120	3.469,19
Vinhedo (Município) (355670)	24.680	23.979	3,19	3,18	-	-	81,600	964,76
Votorantim (Município) (355700)	40.827	39.533	3,00	2,98	-	-	183,520	667,40
Votuporanga (Município) (355710)	37.519	36.467	2,52	2,52	-	-	420,700	224,74
Adrianópolis (Município) (410020)	2.529	835	2,34	2,29	-	-	1.349,340	4,39
Agudos do Sul (Município) (410030)	3.166	1.103	2,96	2,90	-	-	192,260	48,74
Almirante Tamandaré (Município) (410040)	37.186	36.549	3,19	3,11	-	-	194,740	609,12
