Localidade	"Número de moradias permanentes
(habitações) (IBGE)"	"Número de moradias permanentes em áreas urbanas
(habitações) (IBGE)"	"Número de pessoas por moradia
(pessoas por moradia) (IBGE)"	"Número de pessoas por moradia (área urbana)
(pessoas por moradia) (IBGE)"	"PIB, em R$ milhões a preços de 2017
(R$ milhões a preços de 2019) (IBGE)"	"PIB per capita, em R$ a preços de 2017
(R$ por habitante a preços de 2019) (IBGE)"	"Área do município
(km²) (IBGE)"	"Densidade demográfica (pessoas por km²)
(Pessoas por km²) (IBGE)"
Barra (Município) (290270)	12.746	5.949	4,22	4,11	357,210	6.641,28	11.422,540	4,71
Barreiras (Município) (290320)	42.845	38.331	3,55	3,58	4.022,380	26.426,83	7.861,760	19,36
Bom Jesus da Lapa (Município) (290390)	18.209	12.426	3,79	3,77	764,770	11.096,10	4.115,510	16,75
Brumado (Município) (290460)	20.517	14.378	3,36	3,35	1.329,480	19.261,63	2.207,610	31,27
Caetité (Município) (290520)	14.177	8.608	3,69	3,64	770,650	14.720,34	2.651,540	19,74
Camaçari (Município) (290570)	82.111	77.782	3,43	3,45	21.212,210	75.377,49	784,660	358,64
Campo Formoso (Município) (290600)	19.982	7.691	3,60	3,49	703,030	9.777,89	7.161,830	10,04
Candeias (Município) (290650)	27.646	25.109	3,19	3,21	3.719,510	42.119,75	251,630	350,95
Casa Nova (Município) (290720)	18.937	10.628	3,78	3,89	657,070	9.189,34	9.647,070	7,41
Catu (Município) (290750)	16.813	13.988	3,29	3,31	784,970	14.174,22	433,190	127,84
Conceição do Coité (Município) (290840)	20.541	12.433	3,29	3,18	706,110	10.437,55	1.015,250	66,63
Cruz das Almas (Município) (290980)	19.104	16.271	3,34	3,34	975,390	15.297,54	139,120	458,33
Dias d'Ávila (Município) (291005)	22.090	20.565	3,47	3,50	3.770,340	49.205,75	184,230	415,91
Euclides da Cunha (Município) (291070)	17.605	8.822	3,46	3,36	599,920	9.845,71	1.992,640	30,58
Eunápolis (Município) (291072)	32.757	30.253	3,42	3,45	2.501,570	22.329,05	1.425,970	78,57
Feira de Santana (Município) (291080)	180.711	165.257	3,39	3,40	14.132,710	23.092,66	1.304,430	469,17
Guanambi (Município) (291170)	24.735	19.688	3,45	3,44	1.255,450	14.728,95	1.272,370	66,99
Ilhéus (Município) (291360)	62.237	51.877	2,93	2,96	4.232,980	23.213,50	1.584,690	115,07
Ipirá (Município) (291400)	18.949	9.765	3,28	3,11	712,140	11.454,43	3.105,280	20,02
Irecê (Município) (291460)	21.799	19.898	3,34	3,37	1.084,480	14.911,03	319,170	227,87
Itaberaba (Município) (291470)	19.697	15.432	3,35	3,37	772,590	11.694,43	2.386,390	27,68
Itabuna (Município) (291480)	69.897	67.523	3,13	3,16	4.417,620	20.178,71	401,030	545,91
Itamaraju (Município) (291560)	20.711	16.108	3,24	3,29	911,940	13.572,36	2.360,290	28,47
Itaparica (Município) (291610)	7.062	6.991	3,18	3,21	233,240	10.377,35	118,040	190,41
Itapetinga (Município) (291640)	21.391	20.491	3,53	3,57	1.082,900	14.354,41	1.651,150	45,69
Jacobina (Município) (291750)	27.596	19.533	3,06	3,05	1.069,370	12.643,72	2.192,910	38,57
Jaguaquara (Município) (291760)	15.724	12.119	3,51	3,46	531,330	9.638,36	924,740	59,61
Jequié (Município) (291800)	50.239	45.727	3,21	3,23	2.479,930	15.388,96	2.969,030	54,28
Juazeiro (Município) (291840)	61.020	49.377	3,55	3,56	3.629,240	16.756,41	6.721,200	32,22
Lauro de Freitas (Município) (291920)	54.909	54.364	3,42	3,46	7.147,370	38.015,32	57,660	3.260,49
Luís Eduardo Magalhães (Município) (291955)	19.758	18.021	3,87	3,87	4.608,990	60.311,29	3.940,540	19,39
Madre de Deus (Município) (291992)	5.743	5.523	3,48	3,51	497,030	24.870,27	32,200	620,63
Mata de São João (Município) (292100)	13.004	9.519	3,48	3,52	1.234,290	27.310,92	604,290	74,79
Paulo Afonso (Município) (292400)	34.656	29.678	3,41	3,44	1.912,130	16.160,27	1.545,190	76,57
Pojuca (Município) (292520)	10.642	9.094	3,48	3,50	1.394,870	37.637,15	308,700	120,05
Porto Seguro (Município) (292530)	42.752	35.564	3,35	3,30	2.504,120	17.476,88	2.287,090	62,65
Ribeira do Pombal (Município) (292660)	15.341	9.771	3,33	3,27	540,990	10.602,21	1.177,450	43,34
Salvador (Município) (292740)	988.825	988.717	2,94	2,94	68.151,460	23.476,81	692,820	4.190,03
Santo Amaro (Município) (292860)	18.965	14.573	3,25	3,27	780,060	12.671,74	489,320	125,80
Santo Antônio de Jesus (Município) (292870)	30.424	26.535	3,30	3,30	2.128,710	21.170,64	261,740	384,16
Santo Estêvão (Município) (292880)	14.597	8.578	3,61	3,55	721,870	13.696,64	360,330	146,26
São Francisco do Conde (Município) (292920)	10.523	8.548	3,69	3,75	3.474,420	89.459,22	269,610	144,05
São Sebastião do Passé (Município) (292950)	13.703	10.625	3,31	3,35	852,210	18.815,84	536,580	84,41
Senhor do Bonfim (Município) (293010)	24.482	18.952	3,30	3,30	931,540	11.527,55	789,360	102,37
Serrinha (Município) (293050)	24.162	15.515	3,42	3,28	847,470	10.243,46	583,310	141,83
Simões Filho (Município) (293070)	38.851	34.694	3,39	3,40	5.319,010	40.408,83	201,580	653,00
Teixeira de Freitas (Município) (293135)	45.740	42.214	3,40	3,45	2.337,470	15.016,60	1.165,620	133,54
Tucano (Município) (293190)	16.529	7.158	3,40	3,28	407,240	7.255,12	2.185,010	25,69
Valença (Município) (293290)	29.250	21.636	3,30	3,24	1.441,310	14.934,76	1.124,660	85,81
Vera Cruz (Município) (293320)	13.106	12.246	3,21	3,23	561,310	13.331,75	299,730	140,47
Vitória da Conquista (Município) (293330)	95.861	85.535	3,55	3,56	6.489,620	19.075,95	3.705,840	91,80
Alfenas (Município) (310160)	25.617	24.325	3,05	3,01	2.348,990	30.047,46	850,450	91,92
Araguari (Município) (310350)	39.183	36.788	2,95	2,94	3.988,190	34.490,35	2.729,510	42,36
Araxá (Município) (310400)	32.343	32.116	3,13	3,10	5.732,510	56.681,22	1.164,060	86,88
Baldim (Município) (310500)	2.813	1.807	2,87	2,86	97,810	12.102,55	556,270	14,53
Barão de Cocais (Município) (310540)	9.316	8.567	3,32	3,27	1.160,130	37.553,20	340,590	90,71
Barbacena (Município) (310560)	43.675	40.658	3,07	3,02	2.725,650	20.344,95	759,190	176,47
Belo Horizonte (Município) (310620)	851.046	851.046	2,93	2,93	105.145,910	42.208,47	331,400	7.516,90
Belo Vale (Município) (310640)	2.726	1.196	2,86	2,85	155,250	19.896,70	365,920	21,32
Betim (Município) (310670)	124.256	124.519	3,32	3,28	26.876,720	65.234,29	343,860	1.198,18
Bom Despacho (Município) (310740)	16.048	15.132	3,04	3,04	1.197,580	24.539,55	1.213,550	40,21
Bonfim (Município) (310810)	2.697	1.364	2,60	2,51	92,160	13.138,86	301,870	23,24
Brumadinho (Município) (310900)	11.675	9.885	3,20	3,18	3.564,340	95.522,79	639,430	58,35
Caeté (Município) (311000)	13.109	11.415	3,31	3,31	716,790	16.517,79	542,530	79,99
Campo Belo (Município) (311120)	18.939	18.011	2,84	2,82	997,780	18.522,05	528,230	101,98
Capim Branco (Município) (311250)	2.920	2.666	3,24	3,23	92,110	9.736,28	95,330	99,24
Caratinga (Município) (311340)	29.443	24.864	3,06	3,00	1.581,690	17.536,90	1.258,480	71,67
Cataguases (Município) (311530)	25.385	24.580	2,90	2,87	1.632,420	22.145,98	491,770	149,89
Confins (Município) (311787)	1.875	1.893	3,42	3,39	1.120,960	174.904,18	42,360	151,32
Congonhas (Município) (311800)	15.517	15.245	3,37	3,34	4.321,820	82.666,85	304,070	171,94
Conselheiro Lafaiete (Município) (311830)	38.790	37.495	3,21	3,17	2.156,690	17.340,89	370,250	335,91
Contagem (Município) (311860)	204.037	205.290	3,15	3,12	31.860,690	49.513,41	195,050	3.299,12
Coronel Fabriciano (Município) (311940)	34.897	34.815	3,12	3,09	1.787,850	16.425,92	221,250	491,94
Curvelo (Município) (312090)	25.045	22.791	3,13	3,12	1.488,660	18.994,53	3.296,200	23,78
Divinópolis (Município) (312230)	73.561	72.269	3,11	3,08	6.389,140	27.943,72	708,120	322,89
Esmeraldas (Município) (312410)	19.358	18.098	3,42	3,41	632,710	9.552,16	909,680	72,81
Florestal (Município) (312600)	2.242	1.889	3,18	3,15	113,180	15.858,45	194,240	36,74
Formiga (Município) (312610)	23.509	21.527	2,89	2,88	1.558,930	22.981,95	1.501,920	45,16
Fortuna de Minas (Município) (312640)	906	627	3,17	3,16	41,060	14.298,28	198,710	14,45
Frutal (Município) (312710)	19.898	17.407	2,88	2,84	1.673,520	29.222,08	2.426,970	23,60
Funilândia (Município) (312720)	1.302	657	3,19	3,33	50,900	12.257,29	199,800	20,79
Governador Valadares (Município) (312770)	90.211	87.793	3,07	3,03	6.060,930	21.880,99	2.342,330	118,26
Guaxupé (Município) (312870)	17.241	16.449	3,00	2,96	2.192,790	42.410,45	286,400	180,53
Ibirité (Município) (312980)	51.031	51.396	3,37	3,34	2.254,300	13.111,56	72,570	2.369,09
Igarapé (Município) (313010)	11.481	10.773	3,40	3,40	1.020,080	26.125,81	110,940	351,94
Inhaúma (Município) (313100)	1.825	1.317	3,35	3,39	107,410	17.568,34	245,000	24,96
Ipatinga (Município) (313130)	80.452	80.438	3,17	3,14	11.011,030	43.135,51	164,880	1.548,16
Itabira (Município) (313170)	34.995	32.824	3,34	3,31	6.799,310	58.240,67	1.253,700	93,12
Itabirito (Município) (313190)	14.613	14.108	3,37	3,34	4.508,550	91.631,58	542,610	90,68
Itaguara (Município) (313220)	4.404	3.339	2,97	3,02	240,560	18.381,41	410,470	31,88
Itajubá (Município) (313240)	30.819	28.524	3,10	3,06	3.220,590	33.726,59	294,840	323,88
Itatiaiuçu (Município) (313370)	3.394	2.097	3,14	3,19	2.218,000	207.794,19	295,150	36,17
Itaúna (Município) (313380)	29.451	27.898	3,08	3,06	3.011,620	33.173,83	495,770	183,12
Ituiutaba (Município) (313420)	35.777	34.439	2,87	2,86	3.213,720	31.295,40	2.598,050	39,53
Jaboticatubas (Município) (313460)	5.964	3.741	3,15	3,15	206,200	10.976,88	1.114,970	16,85
Janaúba (Município) (313510)	20.326	18.606	3,47	3,43	1.020,510	14.481,14	2.181,320	32,31
Januária (Município) (313520)	19.222	12.597	3,54	3,41	670,800	9.855,33	6.661,590	10,22
João Monlevade (Município) (313620)	24.458	24.585	3,19	3,16	2.861,830	36.671,29	99,160	787,03
Nova União (Município) (313660)	1.854	958	3,11	3,11	75,000	13.007,04	172,130	33,50
Juatuba (Município) (313665)	7.526	7.452	3,28	3,25	1.227,460	49.771,12	97,170	253,80
Juiz de Fora (Município) (313670)	188.194	187.903	2,93	2,90	16.818,370	30.539,43	1.435,750	383,57
Lagoa da Prata (Município) (313720)	15.477	15.213	3,21	3,19	1.560,840	31.434,23	439,980	112,85
Lagoa Santa (Município) (313760)	17.365	16.280	3,38	3,36	2.005,650	34.166,61	229,410	255,88
Lavras (Município) (313820)	31.992	30.808	3,10	3,07	2.526,090	25.457,13	564,740	175,71
Leopoldina (Município) (313840)	18.207	16.496	2,91	2,87	1.074,470	20.260,87	943,080	56,23
Manhuaçu (Município) (313940)	26.706	22.303	3,22	3,14	2.183,730	25.419,08	628,320	136,73
Mariana (Município) (314000)	17.511	15.680	3,33	3,26	6.035,810	103.649,31	1.194,210	48,76
Mário Campos (Município) (314015)	4.270	4.043	3,38	3,37	170,090	11.789,72	35,200	409,90
Mateus Leme (Município) (314070)	9.448	8.396	3,16	3,15	666,870	22.323,37	301,380	99,12
Matozinhos (Município) (314110)	10.892	9.999	3,34	3,31	1.185,150	32.575,29	252,280	144,21
Moeda (Município) (314230)	1.637	671	3,00	2,79	66,070	13.476,12	155,110	31,61
Montes Claros (Município) (314330)	114.895	109.899	3,40	3,38	9.403,220	24.097,71	3.568,940	109,34
Muriaé (Município) (314390)	36.204	33.874	2,94	2,91	2.207,780	20.715,53	841,690	126,62
Nova Lima (Município) (314480)	26.707	26.386	3,32	3,29	11.034,190	124.438,29	429,000	206,69
Nova Serrana (Município) (314520)	24.263	23.076	3,60	3,58	2.215,130	25.385,39	282,470	308,92
Ouro Preto (Município) (314610)	22.470	19.795	3,28	3,24	7.022,020	95.278,48	1.245,870	59,16
Paracatu (Município) (314700)	26.332	22.953	3,43	3,43	3.436,580	38.059,85	8.229,600	10,97
Pará de Minas (Município) (314710)	28.119	26.948	3,21	3,17	2.821,090	31.239,25	551,250	163,82
Passos (Município) (314790)	36.713	35.203	3,06	3,03	2.509,710	22.327,96	1.338,070	84,00
Patos de Minas (Município) (314800)	50.394	46.625	2,93	2,92	4.231,170	28.663,72	3.190,190	46,27
Patrocínio (Município) (314810)	28.032	24.855	3,14	3,12	2.642,620	30.054,34	2.874,340	30,59
Pedro Leopoldo (Município) (314930)	19.346	16.670	3,23	3,19	1.907,060	30.526,12	292,950	213,26
Pirapora (Município) (315120)	16.716	16.567	3,35	3,32	1.934,740	34.566,28	549,510	101,86
Poços de Caldas (Município) (315180)	55.698	55.010	2,92	2,88	7.786,480	47.952,52	546,670	297,03
Ponte Nova (Município) (315210)	19.493	17.835	3,07	2,99	1.559,080	26.065,40	470,640	127,09
Pouso Alegre (Município) (315250)	44.607	41.290	3,18	3,15	7.140,700	50.260,75	542,800	261,74
Prudente de Morais (Município) (315360)	2.979	2.880	3,45	3,43	168,200	16.350,44	124,190	82,83
Raposos (Município) (315390)	4.828	4.617	3,34	3,32	167,000	10.344,57	72,230	223,51
Ribeirão das Neves (Município) (315460)	93.956	94.139	3,40	3,37	3.976,450	12.453,25	155,450	2.054,05
Rio Acima (Município) (315480)	2.902	2.545	3,38	3,37	234,040	23.842,24	229,810	42,71
Rio Manso (Município) (315530)	1.872	988	3,01	3,04	78,020	13.842,27	231,540	24,34
Sabará (Município) (315670)	40.237	39.530	3,32	3,29	2.567,530	19.228,39	302,420	441,53
Santa Bárbara (Município) (315720)	8.831	7.907	3,38	3,36	862,660	28.863,18	684,060	43,69
Santa Luzia (Município) (315780)	64.360	64.814	3,34	3,31	3.905,090	18.177,59	235,080	913,87
São Francisco (Município) (316110)	14.920	9.823	3,77	3,64	473,900	8.429,75	3.308,100	16,99
São João del Rei (Município) (316250)	30.137	28.898	2,95	2,91	1.942,670	21.851,78	1.452,000	61,23
São Joaquim de Bicas (Município) (316292)	7.508	5.964	3,81	3,50	641,420	22.408,63	71,760	398,90
São José da Lapa (Município) (316295)	6.238	3.655	3,51	3,45	575,570	26.275,59	47,930	457,02
São José da Varginha (Município) (316310)	1.441	840	3,21	3,11	96,870	20.921,81	205,500	22,53
São Sebastião do Paraíso (Município) (316470)	22.877	21.417	3,02	2,97	1.775,680	25.713,20	814,930	84,74
Sarzedo (Município) (316553)	8.102	8.092	3,61	3,58	1.133,250	38.717,18	62,130	471,08
Sete Lagoas (Município) (316720)	69.700	68.629	3,30	3,27	9.706,410	42.222,52	536,640	428,38
Taquaraçu de Minas (Município) (316830)	1.283	614	3,12	3,02	56,050	13.990,41	329,290	12,17
Teófilo Otoni (Município) (316860)	44.642	37.189	3,15	3,09	2.579,210	18.348,58	3.242,270	43,35
Timóteo (Município) (316870)	27.062	27.279	3,21	3,18	3.311,910	38.158,23	144,380	601,15
Três Corações (Município) (316930)	23.791	22.039	3,25	3,17	2.216,390	28.657,79	828,040	93,40
Três Pontas (Município) (316940)	17.708	15.467	3,19	3,13	1.187,180	21.046,24	689,790	81,78
Ubá (Município) (316990)	35.500	34.531	3,09	3,06	2.999,500	27.323,11	407,450	269,43
Uberaba (Município) (317010)	106.954	105.457	2,98	2,96	13.936,350	43.713,26	4.523,960	70,47
Uberlândia (Município) (317020)	216.371	212.802	3,03	2,99	34.214,650	52.261,55	4.115,210	159,09
Unaí (Município) (317040)	26.837	21.811	3,07	3,03	2.653,710	32.245,08	8.448,080	9,74
Varginha (Município) (317070)	41.429	40.547	3,17	3,13	5.495,050	41.860,97	395,400	331,99
Vespasiano (Município) (317120)	32.884	33.196	3,54	3,51	3.203,340	27.495,09	71,080	1.639,08
Viçosa (Município) (317130)	25.081	23.706	3,06	3,02	1.572,660	20.491,97	299,420	256,31
Aracruz (Município) (320060)	26.855	23.947	3,48	3,40	6.015,850	64.461,24	1.423,870	65,54
Cachoeiro de Itapemirim (Município) (320120)	67.004	62.477	3,09	3,03	5.958,620	28.789,34	864,580	239,39
Cariacica (Município) (320130)	121.507	119.277	3,12	3,08	10.274,490	27.115,54	279,720	1.354,63
Colatina (Município) (320150)	40.743	36.441	2,99	2,94	3.604,000	29.621,11	1.416,800	85,88
Fundão (Município) (320220)	6.025	5.167	3,25	3,20	548,720	28.017,25	288,720	67,83
Guarapari (Município) (320240)	37.665	36.403	3,13	3,10	2.291,730	19.412,22	591,820	199,48
Linhares (Município) (320320)	47.417	41.495	3,39	3,33	6.373,870	39.647,15	3.496,560	45,98
São Mateus (Município) (320490)	37.053	29.414	3,31	3,23	2.384,270	19.436,75	2.345,730	52,29
Serra (Município) (320500)	140.754	141.822	3,38	3,34	21.142,940	44.378,05	547,640	869,97
Viana (Município) (320510)	21.529	20.344	3,41	3,31	1.939,320	26.450,80	312,280	234,78
Vila Velha (Município) (320520)	151.338	152.700	3,08	3,03	13.236,440	28.423,28	209,970	2.217,94
Vitória (Município) (320530)	122.978	122.978	2,86	2,86	28.245,880	80.220,27	96,540	3.647,39
Angra dos Reis (Município) (330010)	59.388	57.368	3,11	3,11	9.347,710	50.544,56	825,080	224,15
Araruama (Município) (330020)	39.772	38.095	3,04	3,02	2.487,300	20.565,03	638,480	189,43
Barra do Piraí (Município) (330030)	34.124	33.173	2,83	2,82	2.286,350	23.676,02	584,610	165,18
Barra Mansa (Município) (330040)	62.696	62.174	2,87	2,86	6.504,570	36.197,45	547,130	328,43
Belford Roxo (Município) (330045)	161.479	161.584	2,97	2,97	7.944,540	16.572,33	78,990	6.069,33
Cabo Frio (Município) (330070)	65.969	50.440	3,10	3,06	20.737,970	101.415,11	413,650	494,35
Cachoeiras de Macacu (Município) (330080)	19.784	17.205	2,83	2,81	1.154,890	20.635,15	954,750	58,62
Campos dos Goytacazes (Município) (330100)	158.043	142.817	3,04	3,04	69.903,230	145.435,40	4.032,440	119,20
Duque de Caxias (Município) (330170)	298.691	297.866	2,94	2,94	34.783,320	39.598,41	467,270	1.879,86
Guapimirim (Município) (330185)	17.454	16.890	3,19	3,18	921,360	16.563,53	358,350	155,23
Itaboraí (Município) (330190)	77.009	76.168	2,95	2,95	6.089,580	26.806,50	430,590	527,57
Itaguaí (Município) (330200)	37.609	35.943	3,12	3,12	9.557,290	81.425,95	273,370	429,36
Itaperuna (Município) (330220)	35.386	32.647	2,78	2,78	2.649,560	26.893,37	1.106,170	89,07
Japeri (Município) (330227)	31.493	31.512	3,15	3,15	1.332,540	13.440,84	81,700	1.213,52
Macaé (Município) (330240)	74.221	72.801	3,09	3,10	25.812,790	112.413,30	1.215,290	188,95
Magé (Município) (330250)	78.074	74.060	2,99	2,99	3.963,870	16.966,15	393,910	593,11
Maricá (Município) (330270)	47.475	46.815	3,01	3,01	11.758,900	82.166,31	362,000	395,34
Mesquita (Município) (330285)	58.850	58.889	2,90	2,89	2.426,220	14.232,29	41,490	4.108,77
Nilópolis (Município) (330320)	55.992	56.028	2,83	2,83	2.868,160	18.118,63	19,390	8.162,69
Niterói (Município) (330330)	187.652	187.774	2,64	2,64	29.696,880	59.936,79	134,070	3.695,50
Nova Friburgo (Município) (330340)	70.474	62.067	2,62	2,60	4.918,140	26.662,38	935,430	197,19
Nova Iguaçu (Município) (330350)	275.140	272.407	2,93	2,93	17.735,310	21.999,28	520,810	1.547,94
Paracambi (Município) (330360)	17.145	14.830	2,86	2,93	833,440	16.967,42	190,950	257,24
Petrópolis (Município) (330390)	106.772	101.777	2,79	2,78	13.341,700	44.768,24	791,140	376,69
Queimados (Município) (330414)	46.804	46.835	3,05	3,05	4.730,260	33.146,16	75,700	1.885,17
Resende (Município) (330420)	42.963	40.391	2,89	2,89	9.349,180	75.204,93	1.099,340	113,08
Rio Bonito (Município) (330430)	19.047	14.585	3,01	2,92	1.797,000	31.369,94	459,460	124,68
Rio das Ostras (Município) (330452)	38.493	36.568	3,30	3,29	17.276,870	135.855,45	228,110	557,49
Rio de Janeiro (Município) (330455)	2.336.407	2.336.407	2,76	2,76	361.863,260	56.070,82	1.200,180	5.377,28
São Gonçalo (Município) (330490)	361.351	361.302	2,86	2,85	18.712,410	18.133,88	248,320	4.155,55
São João de Meriti (Município) (330510)	163.438	163.544	2,82	2,82	8.741,930	18.974,87	35,220	13.082,43
São Pedro da Aldeia (Município) (330520)	30.777	28.895	3,10	3,08	2.144,780	22.501,26	332,920	286,31
Saquarema (Município) (330550)	25.647	24.368	3,15	3,15	2.313,320	28.589,47	352,800	229,35
Seropédica (Município) (330555)	26.921	22.348	3,05	3,02	2.593,350	31.591,59	283,630	289,42
Tanguá (Município) (330575)	10.710	9.544	3,00	3,01	683,570	21.268,41	142,530	225,50
Teresópolis (Município) (330580)	59.624	53.622	2,88	2,86	5.362,850	31.273,55	773,340	221,74
Três Rios (Município) (330600)	26.741	26.020	2,95	2,95	4.132,880	52.316,26	322,840	244,69
Valença (Município) (330610)	25.698	22.363	2,86	2,84	1.958,880	26.671,37	1.300,770	56,46
Volta Redonda (Município) (330630)	93.461	93.481	2,81	2,80	12.656,150	48.258,22	182,110	1.440,15
Americana (Município) (350160)	75.715	75.412	3,00	3,00	12.419,100	54.716,94	133,910	1.694,92
Amparo (Município) (350190)	22.985	18.451	3,04	2,98	4.130,950	59.175,83	445,320	156,76
Andradina (Município) (350210)	20.249	18.892	2,82	2,83	2.538,830	44.386,65	964,230	59,32
Araçatuba (Município) (350280)	67.887	66.618	2,82	2,82	7.421,380	38.721,20	1.167,130	164,22
Araraquara (Município) (350320)	76.909	74.978	2,92	2,91	9.565,180	42.643,80	1.003,630	223,49
Araras (Município) (350330)	40.645	38.568	3,14	3,13	5.268,020	41.265,71	644,830	197,98
Artur Nogueira (Município) (350380)	15.076	13.628	3,27	3,28	1.165,030	23.609,31	178,030	277,18
Arujá (Município) (350390)	23.974	23.053	3,45	3,44	4.553,540	55.093,60	96,170	859,45
Assis (Município) (350400)	34.941	33.951	2,89	2,84	3.262,230	32.327,82	460,610	219,08
Atibaia (Município) (350410)	42.922	39.299	3,17	3,15	6.407,440	47.149,96	478,520	283,99
Avaré (Município) (350450)	29.358	28.115	2,99	2,99	2.493,390	28.392,06	1.213,060	72,40
Barretos (Município) (350550)	40.468	39.178	2,93	2,93	4.531,260	38.231,68	1.566,160	75,68
Barueri (Município) (350570)	80.271	80.284	3,23	3,23	54.919,360	211.590,46	65,700	3.950,55
Batatais (Município) (350590)	19.847	17.646	3,03	3,01	1.771,070	29.455,03	849,530	70,78
Bauru (Município) (350600)	122.911	122.062	2,97	2,94	14.052,720	38.546,85	667,680	546,01
Bebedouro (Município) (350610)	26.554	25.355	2,92	2,91	3.168,530	40.853,66	683,190	113,52
Bertioga (Município) (350635)	16.341	16.083	3,37	3,37	1.853,940	33.623,68	491,550	112,17
Birigui (Município) (350650)	39.864	38.790	2,94	2,93	3.254,300	27.780,60	530,030	221,01
Biritiba-Mirim (Município) (350660)	9.397	8.062	3,28	3,28	860,490	27.910,72	317,410	97,13
Boituva (Município) (350700)	16.483	15.558	3,31	3,30	3.130,260	57.337,00	248,950	219,29
Botucatu (Município) (350750)	45.964	44.400	3,00	2,99	4.863,950	35.271,85	1.482,640	93,01
Bragança Paulista (Município) (350760)	50.085	48.620	3,17	3,17	5.618,650	35.369,45	512,580	309,91
Caçapava (Município) (350850)	27.772	23.878	3,26	3,24	4.401,410	48.674,12	368,990	245,06
Caieiras (Município) (350900)	28.416	27.772	3,33	3,32	4.795,720	50.739,73	97,640	967,99
Cajamar (Município) (350920)	21.544	21.129	3,28	3,28	12.691,110	179.481,18	131,390	538,19
Campinas (Município) (350950)	389.654	383.842	2,96	2,96	65.846,870	57.029,19	794,570	1.453,13
Campo Limpo Paulista (Município) (350960)	24.630	24.634	3,25	3,25	1.915,420	23.948,16	79,400	1.007,29
Campos do Jordão (Município) (350970)	16.008	15.919	3,16	3,16	1.267,270	25.074,01	290,520	173,97
Capivari (Município) (351040)	15.674	14.948	3,35	3,32	1.961,310	37.316,29	322,880	162,78
Caraguatatuba (Município) (351050)	35.791	34.404	3,12	3,11	3.362,850	30.153,64	484,950	229,97
Carapicuíba (Município) (351060)	121.481	121.500	3,21	3,21	5.771,980	14.797,17	34,550	11.291,41
Catanduva (Município) (351110)	41.778	41.477	2,84	2,84	4.233,450	35.619,25	290,600	409,00
Cosmópolis (Município) (351280)	19.953	18.595	3,29	3,28	1.582,760	24.117,11	154,670	424,32
Cotia (Município) (351300)	66.054	66.065	3,41	3,41	12.692,220	56.333,26	323,990	695,40
Cruzeiro (Município) (351340)	25.868	25.211	3,12	3,12	2.568,420	31.807,47	305,700	264,15
Cubatão (Município) (351350)	40.797	40.805	3,09	3,09	11.391,780	90.335,67	142,880	882,60
Diadema (Município) (351380)	131.212	131.233	3,12	3,12	16.930,010	41.331,73	30,730	13.328,55
Embu das Artes (Município) (351500)	76.308	76.320	3,39	3,39	10.495,510	40.514,90	70,400	3.679,83
Embu-Guaçu (Município) (351510)	20.268	19.706	3,30	3,30	1.141,250	17.086,63	155,640	429,14
Fernandópolis (Município) (351550)	24.431	23.676	2,78	2,78	1.996,700	29.434,21	549,800	123,38
Ferraz de Vasconcelos (Município) (351570)	54.122	51.850	3,37	3,36	3.317,640	18.174,46	29,560	6.174,54
Franca (Município) (351620)	109.376	107.528	3,10	3,10	9.731,700	28.668,09	605,680	560,46
Francisco Morato (Município) (351630)	49.154	49.071	3,39	3,39	1.500,080	9.009,21	49,000	3.397,99
Franco da Rocha (Município) (351640)	40.556	39.663	3,55	3,34	3.063,550	21.301,72	132,780	1.083,16
Guararema (Município) (351830)	8.684	7.437	3,23	3,24	1.875,230	66.934,29	270,820	103,45
Guaratinguetá (Município) (351840)	38.235	36.444	3,10	3,09	5.307,630	44.836,30	752,640	157,28
Guarujá (Município) (351870)	95.084	95.085	3,25	3,25	9.195,850	29.761,10	144,790	2.133,99
Guarulhos (Município) (351880)	403.307	403.373	3,25	3,25	63.336,810	48.267,76	318,680	4.117,67
Hortolândia (Município) (351907)	61.963	61.973	3,43	3,43	12.423,530	58.456,22	62,420	3.405,01
Ibitinga (Município) (351960)	18.818	18.024	3,03	3,04	1.386,210	24.277,69	689,390	82,82
Ibiúna (Município) (351970)	23.970	8.372	3,16	3,17	1.734,730	22.872,11	1.058,080	71,68
Indaiatuba (Município) (352050)	68.580	67.962	3,30	3,30	14.202,100	62.674,22	311,550	727,35
Itanhaém (Município) (352210)	31.632	31.331	3,00	3,00	1.709,030	17.994,14	601,710	157,84
Itapecerica da Serra (Município) (352220)	47.863	47.420	3,45	3,46	3.891,220	23.536,49	150,740	1.096,75
Itapetininga (Município) (352230)	47.372	43.919	3,28	3,21	4.685,700	30.145,54	1.789,350	86,87
Itapeva (Município) (352240)	29.778	25.285	3,10	3,08	2.368,620	25.671,87	1.826,260	50,52
Itapevi (Município) (352250)	64.407	64.419	3,42	3,42	11.798,220	53.567,39	82,660	2.664,59
Itapira (Município) (352260)	23.701	22.093	3,06	3,04	3.615,900	49.864,84	518,420	139,88
Itaquaquecetuba (Município) (352310)	100.304	100.321	3,48	3,48	7.100,570	20.360,69	82,620	4.220,90
Itararé (Município) (352320)	16.951	15.632	2,95	2,95	888,280	17.778,78	1.003,860	49,77
Itatiba (Município) (352340)	34.851	29.546	3,20	3,19	6.169,500	55.272,38	322,280	346,35
