Localidade	"População total
(pessoas) (IBGE)"	"População das cidades declarantes do SNIS
(pessoas) (SNIS)"	"População urbana total
(pessoas) (SNIS)"	"Área do município
(km²) (IBGE)"	"População total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"População urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"Parcela da população urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"	"Parcela da população total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"
Votuporanga (Município) (355710)	86.059	86.059	83.648	420,700	0	0	0,0%	0,0%
Adrianópolis (Município) (410020)	6.281	6.281	2.029	1.349,340	6.281	2.029	100,0%	100,0%
Agudos do Sul (Município) (410030)	8.429	8.429	2.876	192,260	7.018	1.465	50,9%	83,3%
Almirante Tamandaré (Município) (410040)	105.458	105.458	101.052	194,740	78.135	73.729	73,0%	74,1%
Apucarana (Município) (410140)	122.896	122.896	115.963	558,390	63.479	56.546	48,8%	51,7%
Arapongas (Município) (410150)	106.978	106.978	104.617	382,220	53.102	50.741	48,5%	49,6%
Araucária (Município) (410180)	122.878	122.878	113.679	469,240	78.382	69.183	60,9%	63,8%
Balsa Nova (Município) (410230)	11.539	11.539	7.015	348,930	9.017	4.493	64,0%	78,1%
Bocaiúva do Sul (Município) (410310)	11.280	11.280	5.265	826,340	11.280	5.265	100,0%	100,0%
Cambé (Município) (410370)	98.024	98.024	94.193	495,380	11.816	7.985	8,5%	12,1%
Campina Grande do Sul (Município) (410400)	39.404	39.404	32.484	539,250	8.229	1.309	4,0%	20,9%
Campo Largo (Município) (410420)	115.336	115.336	96.651	1.243,550	72.432	53.747	55,6%	62,8%
Campo Magro (Município) (410425)	25.513	25.513	20.074	275,350	19.737	14.298	71,2%	77,4%
Campo Mourão (Município) (410430)	88.209	88.209	83.638	757,880	21.583	17.012	20,3%	24,5%
Cascavel (Município) (410480)	292.372	292.372	275.868	2.100,830	82.886	66.382	24,1%	28,3%
Castro (Município) (410490)	67.613	67.613	49.654	2.531,500	28.476	10.517	21,2%	42,1%
Cerro Azul (Município) (410520)	17.027	17.027	4.833	1.341,190	16.854	4.660	96,4%	99,0%
Cianorte (Município) (410550)	71.855	71.855	63.971	811,670	24.480	16.596	25,9%	34,1%
Colombo (Município) (410580)	217.443	217.443	207.474	197,790	117.057	107.088	51,6%	53,8%
Contenda (Município) (410620)	16.292	16.292	9.464	299,040	16.292	9.464	100,0%	100,0%
Curitiba (Município) (410690)	1.776.761	1.776.761	1.776.761	435,040	27.082	27.082	1,5%	1,5%
Fazenda Rio Grande (Município) (410765)	84.514	84.514	78.567	116,680	45.354	39.407	50,2%	53,7%
Foz do Iguaçu (Município) (410830)	255.718	255.718	253.595	618,350	71.059	68.936	27,2%	27,8%
Francisco Beltrão (Município) (410840)	80.727	80.727	68.973	735,110	33.202	21.448	31,1%	41,1%
Guarapuava (Município) (410940)	169.252	169.252	154.752	3.178,650	62.317	47.817	30,9%	36,8%
Ibiporã (Município) (410980)	49.111	49.111	46.764	297,740	2.347	0	0,0%	4,8%
Irati (Município) (411070)	56.790	56.790	45.398	999,520	15.663	4.271	9,4%	27,6%
Itaperuçu (Município) (411125)	24.573	24.573	20.529	320,580	24.573	20.529	100,0%	100,0%
Lapa (Município) (411320)	45.334	45.334	27.466	2.093,860	21.748	3.880	14,1%	48,0%
Londrina (Município) (411370)	515.707	515.707	502.292	1.652,570	25.011	11.596	2,3%	4,8%
Mandirituba (Município) (411430)	22.927	22.927	7.650	379,180	22.329	7.052	92,2%	97,4%
Marechal Cândido Rondon (Município) (411460)	47.697	47.697	39.881	748,000	46.570	38.754	97,2%	97,6%
Maringá (Município) (411520)	367.410	367.410	360.800	487,050	13.997	7.387	2,0%	3,8%
Palmas (Município) (411760)	44.107	44.107	40.926	1.557,890	18.874	15.693	38,3%	42,8%
Paranaguá (Município) (411820)	142.452	142.452	137.297	826,670	38.381	33.226	24,2%	26,9%
Paranavaí (Município) (411840)	82.472	82.472	78.568	1.202,270	13.840	9.936	12,6%	16,8%
Pato Branco (Município) (411850)	73.901	73.901	69.531	539,090	13.848	9.478	13,6%	18,7%
Pinhais (Município) (411915)	119.379	119.379	119.379	60,870	23.019	23.019	19,3%	19,3%
Piraquara (Município) (411950)	96.023	96.023	47.120	227,040	32.464	0	0,0%	33,8%
Ponta Grossa (Município) (411990)	317.339	317.339	310.335	2.054,730	23.003	15.999	5,2%	7,2%
Prudentópolis (Município) (412060)	49.150	49.150	22.628	2.236,580	30.683	4.161	18,4%	62,4%
Quatro Barras (Município) (412080)	20.409	20.409	18.445	180,470	6.127	4.163	22,6%	30,0%
Quitandinha (Município) (412120)	17.364	17.364	4.966	447,020	17.364	4.966	100,0%	100,0%
Rio Branco do Sul (Município) (412220)	30.848	30.848	22.187	812,290	30.698	22.157	99,9%	99,5%
Rolândia (Município) (412240)	59.139	59.139	55.957	459,020	29.353	26.171	46,8%	49,6%
São José dos Pinhais (Município) (412550)	273.255	273.255	245.005	946,440	123.026	94.776	38,7%	45,0%
Sarandi (Município) (412625)	84.573	84.573	83.857	103,460	-	-	-	-
Telêmaco Borba (Município) (412710)	71.176	71.176	69.717	1.382,860	22.549	21.090	30,3%	31,7%
Tijucas do Sul (Município) (412760)	14.881	14.881	2.339	671,890	14.881	2.339	100,0%	100,0%
Toledo (Município) (412770)	122.502	122.502	111.153	1.197,000	32.630	21.281	19,1%	26,6%
Tunas do Paraná (Município) (412788)	6.656	6.656	2.971	668,480	6.656	2.971	100,0%	100,0%
Umuarama (Município) (412810)	102.184	102.184	94.855	1.234,540	21.328	13.999	14,8%	20,9%
União da Vitória (Município) (412820)	53.372	53.372	50.587	720,000	41.028	38.243	75,6%	76,9%
Doutor Ulysses (Município) (412863)	5.686	5.686	922	777,480	5.686	922	100,0%	100,0%
Águas Mornas (Município) (420060)	5.685	5.685	2.384	327,360	5.685	2.384	100,0%	100,0%
Alfredo Wagner (Município) (420070)	9.494	9.494	2.894	732,770	9.494	2.894	100,0%	100,0%
Angelina (Município) (420090)	5.171	5.171	1.106	500,040	5.171	1.106	100,0%	100,0%
Anitápolis (Município) (420110)	3.211	3.211	1.314	542,120	3.211	1.314	100,0%	100,0%
Antônio Carlos (Município) (420120)	7.613	7.613	2.390	233,570	7.613	2.390	100,0%	100,0%
Araranguá (Município) (420140)	62.308	62.308	51.348	303,300	62.308	51.348	100,0%	100,0%
Balneário Camboriú (Município) (420200)	113.319	113.319	113.319	46,240	23.030	23.030	20,3%	20,3%
Biguaçu (Município) (420230)	59.736	59.736	54.145	367,890	59.736	54.145	100,0%	100,0%
Blumenau (Município) (420240)	316.139	316.139	301.573	518,500	293.321	278.755	92,4%	92,8%
Brusque (Município) (420290)	109.950	109.950	106.325	283,220	109.950	106.325	100,0%	100,0%
Caçador (Município) (420300)	71.886	71.886	65.481	984,290	71.886	65.481	100,0%	100,0%
Camboriú (Município) (420320)	65.520	65.520	62.231	212,320	65.520	62.231	100,0%	100,0%
Canelinha (Município) (420370)	10.845	10.845	6.880	152,560	10.845	6.880	100,0%	100,0%
Canoinhas (Município) (420380)	52.937	52.937	39.401	1.140,390	52.163	38.627	98,0%	98,5%
Chapecó (Município) (420420)	189.052	189.052	173.171	626,060	134.145	118.264	68,3%	71,0%
Concórdia (Município) (420430)	69.462	69.462	55.537	799,450	66.014	52.089	93,8%	95,0%
Criciúma (Município) (420460)	195.614	195.614	192.890	235,700	146.259	143.535	74,4%	74,8%
Florianópolis (Município) (420540)	433.158	433.158	416.753	675,410	203.123	186.718	44,8%	46,9%
Garopaba (Município) (420570)	18.890	18.890	15.955	115,410	18.890	15.955	100,0%	100,0%
Gaspar (Município) (420590)	59.728	59.728	48.546	386,780	59.728	48.546	100,0%	100,0%
Governador Celso Ramos (Município) (420600)	13.211	13.211	12.452	117,190	13.211	12.452	100,0%	100,0%
Içara (Município) (420700)	49.238	49.238	45.120	228,930	48.923	44.805	99,3%	99,4%
Indaial (Município) (420750)	57.068	57.068	55.063	430,790	57.068	55.063	100,0%	100,0%
Itajaí (Município) (420820)	188.791	188.791	178.577	288,290	188.791	178.577	100,0%	100,0%
Itapema (Município) (420830)	48.807	48.807	47.594	57,800	20.092	18.879	39,7%	41,2%
Jaraguá do Sul (Município) (420890)	148.353	148.353	137.653	529,450	73.638	62.944	45,7%	49,6%
Joinville (Município) (420910)	526.338	526.338	508.526	1.126,110	424.407	406.595	80,0%	80,6%
Lages (Município) (420930)	156.604	156.604	153.816	2.631,500	122.704	119.916	78,0%	78,4%
Leoberto Leal (Município) (420980)	3.309	3.309	806	291,210	3.309	806	100,0%	100,0%
Mafra (Município) (421010)	53.361	53.361	41.669	1.404,030	53.361	41.669	100,0%	100,0%
Major Gercino (Município) (421020)	3.300	3.300	1.257	306,180	3.300	1.257	100,0%	100,0%
Navegantes (Município) (421130)	63.764	63.764	60.443	112,030	63.764	60.443	100,0%	100,0%
Nova Trento (Município) (421150)	12.544	12.544	9.394	402,890	12.544	9.394	100,0%	100,0%
Palhoça (Município) (421190)	142.558	142.558	140.458	395,130	134.483	132.383	94,3%	94,3%
Paulo Lopes (Município) (421230)	6.808	6.808	4.904	449,680	6.808	4.904	100,0%	100,0%
Rancho Queimado (Município) (421430)	2.765	2.765	1.298	286,290	2.035	568	43,8%	73,6%
Rio do Sul (Município) (421480)	62.658	62.658	58.140	260,970	62.658	58.140	100,0%	100,0%
Santo Amaro da Imperatriz (Município) (421570)	20.332	20.332	15.354	344,050	20.332	15.354	100,0%	100,0%
São Bento do Sul (Município) (421580)	76.215	76.215	72.581	501,630	61.735	58.101	80,0%	81,0%
São Bonifácio (Município) (421590)	2.977	2.977	678	460,360	2.977	678	100,0%	100,0%
São Francisco do Sul (Município) (421620)	44.064	44.064	40.924	498,650	44.064	40.924	100,0%	100,0%
São João Batista (Município) (421630)	27.982	27.982	25.095	200,580	27.982	25.095	100,0%	100,0%
São José (Município) (421660)	215.278	215.278	212.721	150,450	149.782	147.225	69,2%	69,6%
São Pedro de Alcântara (Município) (421725)	4.874	4.874	3.864	140,020	4.874	3.864	100,0%	100,0%
Tijucas (Município) (421800)	32.087	32.087	26.949	279,580	32.087	26.949	100,0%	100,0%
Tubarão (Município) (421870)	98.412	98.412	89.160	301,760	98.412	89.160	100,0%	100,0%
Videira (Município) (421930)	48.064	48.064	43.652	384,520	48.064	43.652	100,0%	100,0%
Xanxerê (Município) (421950)	45.140	45.140	40.041	377,760	45.140	40.041	100,0%	100,0%
Alegrete (Município) (430040)	76.644	76.644	68.690	7.803,950	64.724	56.770	82,6%	84,4%
Alvorada (Município) (430060)	197.441	197.441	197.441	71,310	161.722	161.722	81,9%	81,9%
Araricá (Município) (430087)	4.990	4.990	4.100	35,150	-	-	-	-
Arroio dos Ratos (Município) (430110)	13.647	13.647	12.995	425,930	13.647	12.995	100,0%	100,0%
Bagé (Município) (430160)	117.090	117.090	98.013	4.093,580	45.364	26.287	26,8%	38,7%
Bento Gonçalves (Município) (430210)	107.075	107.075	98.882	274,070	107.075	98.882	100,0%	100,0%
Cachoeira do Sul (Município) (430300)	83.217	83.217	71.178	3.735,160	62.298	50.259	70,6%	74,9%
Cachoeirinha (Município) (430310)	119.896	119.896	119.896	44,020	67.781	67.781	56,5%	56,5%
Camaquã (Município) (430350)	63.124	63.124	49.639	1.679,430	21.124	7.639	15,4%	33,5%
Campo Bom (Município) (430390)	60.989	60.989	58.211	60,510	60.965	58.187	100,0%	100,0%
Canguçu (Município) (430450)	53.533	53.533	19.795	3.525,290	36.971	3.233	16,3%	69,1%
Canoas (Município) (430460)	326.505	326.505	326.505	131,100	268.244	268.244	82,2%	82,2%
Capão da Canoa (Município) (430463)	43.783	43.783	43.520	97,100	21.724	21.461	49,3%	49,6%
Capela de Santana (Município) (430468)	11.851	11.851	7.057	183,070	11.851	7.057	100,0%	100,0%
Carazinho (Município) (430470)	59.569	59.569	58.500	665,090	59.569	58.500	100,0%	100,0%
Caxias do Sul (Município) (430510)	446.911	446.911	430.332	1.652,310	102.790	86.211	20,0%	23,0%
Charqueadas (Município) (430535)	36.130	36.130	35.281	216,510	36.130	35.281	100,0%	100,0%
Cruz Alta (Município) (430610)	62.138	62.138	59.935	1.360,290	52.523	50.320	84,0%	84,5%
Dois Irmãos (Município) (430640)	28.348	28.348	28.044	65,160	25.681	25.377	90,5%	90,6%
Eldorado do Sul (Município) (430676)	35.412	35.412	31.759	509,730	35.412	31.759	100,0%	100,0%
Erechim (Município) (430700)	97.404	97.404	91.793	430,670	97.404	91.793	100,0%	100,0%
Estância Velha (Município) (430760)	43.698	43.698	42.579	52,150	42.335	41.216	96,8%	96,9%
Esteio (Município) (430770)	80.862	80.862	80.750	27,680	76.825	76.713	95,0%	95,0%
Farroupilha (Município) (430790)	64.893	64.893	56.141	361,680	64.893	56.141	100,0%	100,0%
Glorinha (Município) (430905)	7.074	7.074	2.122	323,640	7.074	2.122	100,0%	100,0%
Gravataí (Município) (430920)	259.138	259.138	246.810	463,500	202.314	189.986	77,0%	78,1%
Guaíba (Município) (430930)	95.340	95.340	93.197	376,950	91.897	89.754	96,3%	96,4%
Ijuí (Município) (431020)	79.396	79.396	71.986	689,390	79.396	71.986	100,0%	100,0%
Ivoti (Município) (431080)	20.562	20.562	18.687	63,150	20.562	18.687	100,0%	100,0%
Lajeado (Município) (431140)	73.201	73.201	72.929	90,610	72.420	72.148	98,9%	98,9%
Montenegro (Município) (431240)	60.196	60.196	54.334	424,440	60.196	54.334	100,0%	100,0%
Nova Hartz (Município) (431306)	18.841	18.841	15.681	62,560	-	-	-	-
Nova Santa Rita (Município) (431337)	23.768	23.768	20.377	217,870	23.768	20.377	100,0%	100,0%
Novo Hamburgo (Município) (431340)	239.355	239.355	235.206	223,820	233.503	229.354	97,5%	97,6%
Parobé (Município) (431405)	52.518	52.518	49.592	108,760	30.954	28.028	56,5%	58,9%
Passo Fundo (Município) (431410)	187.298	187.298	182.529	783,420	150.717	145.948	80,0%	80,5%
Pelotas (Município) (431440)	329.435	329.435	307.275	1.610,080	132.579	110.419	35,9%	40,2%
Portão (Município) (431480)	31.866	31.866	26.049	159,900	31.866	26.049	100,0%	100,0%
Porto Alegre (Município) (431490)	1.416.714	1.416.714	1.416.714	496,680	167.172	167.172	11,8%	11,8%
Rio Grande (Município) (431560)	198.842	198.842	190.979	2.709,520	153.366	145.503	76,2%	77,1%
Santa Cruz do Sul (Município) (431680)	119.997	119.997	106.632	733,410	112.259	98.894	92,7%	93,6%
Santa Maria (Município) (431690)	263.662	263.662	250.850	1.781,760	138.541	125.729	50,1%	52,5%
Sant'Ana do Livramento (Município) (431710)	81.198	81.198	73.268	6.941,610	53.842	45.912	62,7%	66,3%
Santa Rosa (Município) (431720)	69.127	69.127	60.841	489,800	59.310	51.024	83,9%	85,8%
Santo Ângelo (Município) (431750)	76.205	76.205	71.738	680,500	67.400	62.933	87,7%	88,4%
Santo Antônio da Patrulha (Município) (431760)	40.086	40.086	28.398	1.049,810	40.086	28.398	100,0%	100,0%
São Borja (Município) (431800)	61.189	61.189	54.707	3.616,690	51.422	44.940	82,1%	84,0%
São Gabriel (Município) (431830)	60.478	60.478	53.822	5.023,820	-	-	-	-
São Jerônimo (Município) (431840)	22.414	22.414	17.271	936,380	22.414	17.271	100,0%	100,0%
São Leopoldo (Município) (431870)	217.189	217.189	216.328	102,740	158.416	157.555	72,8%	72,9%
Sapiranga (Município) (431990)	75.861	75.861	73.130	138,030	75.861	73.130	100,0%	100,0%
Sapucaia do Sul (Município) (432000)	132.197	132.197	131.704	58,310	125.581	125.088	95,0%	95,0%
Taquara (Município) (432120)	54.918	54.918	45.494	457,880	54.918	45.494	100,0%	100,0%
Tramandaí (Município) (432160)	43.178	43.178	42.131	144,410	31.995	30.948	73,5%	74,1%
Triunfo (Município) (432200)	26.341	26.341	17.215	818,800	26.341	17.215	100,0%	100,0%
Uruguaiana (Município) (432240)	125.209	125.209	117.203	5.703,590	96.763	88.757	75,7%	77,3%
Vacaria (Município) (432250)	61.947	61.947	57.905	2.124,580	61.947	57.905	100,0%	100,0%
Venâncio Aires (Município) (432260)	66.658	66.658	41.847	772,230	66.658	41.847	100,0%	100,0%
Viamão (Município) (432300)	241.190	241.190	226.640	1.497,090	238.074	223.524	98,6%	98,7%
Campo Grande (Município) (500270)	805.397	805.397	794.592	8.092,950	254.348	243.543	30,7%	31,6%
Corumbá (Município) (500320)	104.912	104.912	94.541	64.721,720	90.442	80.071	84,7%	86,2%
Dourados (Município) (500370)	200.729	200.729	185.339	4.086,240	129.525	114.135	61,6%	64,5%
Naviraí (Município) (500570)	47.899	47.899	44.217	3.193,550	41.178	37.496	84,8%	86,0%
Nova Andradina (Município) (500620)	47.126	47.126	40.097	4.776,000	43.159	36.130	90,1%	91,6%
Ponta Porã (Município) (500660)	80.433	80.433	64.108	5.330,450	66.389	50.064	78,1%	82,5%
Sidrolândia (Município) (500790)	44.949	44.949	29.641	5.286,410	44.949	29.641	100,0%	100,0%
Três Lagoas (Município) (500830)	105.224	105.224	100.343	10.206,950	68.654	63.773	63,6%	65,2%
Alta Floresta (Município) (510025)	49.494	49.494	43.005	8.953,190	32.965	26.476	61,6%	66,6%
Barão de Melgaço (Município) (510160)	7.578	7.578	3.416	11.174,470	-	-	-	-
Barra do Garças (Município) (510180)	57.235	57.235	51.555	9.079,290	29.135	23.455	45,5%	50,9%
Cáceres (Município) (510250)	88.897	88.897	77.399	24.593,030	83.692	72.194	93,3%	94,1%
Chapada dos Guimarães (Município) (510300)	18.133	18.133	11.230	6.611,790	18.133	11.230	100,0%	100,0%
Cuiabá (Município) (510340)	561.329	561.329	550.854	3.293,540	346.023	345.345	62,7%	61,6%
Jangada (Município) (510490)	7.781	7.781	2.979	1.015,310	7.781	2.979	100,0%	100,0%
Lucas do Rio Verde (Município) (510525)	49.519	49.519	46.148	3.675,220	35.004	31.633	68,5%	70,7%
Nossa Senhora do Livramento (Município) (510610)	11.550	11.550	4.220	4.934,710	11.550	4.220	100,0%	100,0%
Nova Brasilândia (Município) (510620)	4.406	4.406	3.515	3.278,860	-	-	-	-
Planalto da Serra (Município) (510645)	2.703	2.703	2.037	2.442,450	-	-	-	-
Poconé (Município) (510650)	31.931	31.931	23.172	17.164,000	31.931	23.172	100,0%	100,0%
Primavera do Leste (Município) (510704)	53.910	53.910	51.016	5.482,070	39.627	36.733	72,0%	73,5%
Rondonópolis (Município) (510760)	202.309	202.309	194.601	4.686,620	134.924	127.216	65,4%	66,7%
Rosário Oeste (Município) (510770)	17.526	17.526	10.562	7.419,630	16.526	9.562	90,5%	94,3%
Santo Antônio do Leverger (Município) (510780)	18.921	18.921	7.338	11.735,750	18.321	6.738	91,8%	96,8%
Sinop (Município) (510790)	118.833	118.833	98.506	3.942,230	118.833	98.506	100,0%	100,0%
Sorriso (Município) (510792)	71.190	71.190	62.460	9.347,560	71.190	62.460	100,0%	100,0%
Tangará da Serra (Município) (510795)	87.145	87.145	79.301	11.601,250	64.980	57.136	72,0%	74,6%
Várzea Grande (Município) (510840)	258.208	258.208	254.230	1.048,210	204.292	200.314	78,8%	79,1%
Abadia de Goiás (Município) (520005)	7.164	7.164	5.294	147,730	4.818	2.948	55,7%	67,3%
Águas Lindas de Goiás (Município) (520025)	167.477	167.477	167.225	188,390	167.477	167.225	100,0%	100,0%
Anápolis (Município) (520110)	342.347	342.347	336.354	933,160	165.827	159.834	47,5%	48,4%
Aparecida de Goiânia (Município) (520140)	474.219	474.219	473.736	278,540	376.904	376.421	79,5%	79,5%
Aragoiânia (Município) (520180)	8.659	8.659	5.722	218,180	8.659	5.722	100,0%	100,0%
Bela Vista de Goiás (Município) (520330)	25.361	25.361	18.545	1.275,850	15.987	9.171	49,5%	63,0%
Bonfinópolis (Município) (520355)	7.866	7.866	7.328	123,430	7.866	7.328	100,0%	100,0%
Brazabrantes (Município) (520360)	3.302	3.302	2.217	123,070	3.302	2.217	100,0%	100,0%
Caldas Novas (Município) (520450)	73.616	73.616	70.734	1.608,440	-	-	-	-
Caldazinha (Município) (520455)	3.396	3.396	1.959	249,690	3.396	1.959	100,0%	100,0%
Catalão (Município) (520510)	90.004	90.004	84.205	3.821,460	37.541	31.742	37,7%	41,7%
Caturaí (Município) (520520)	4.740	4.740	3.706	205,080	4.740	3.706	100,0%	100,0%
Cidade Ocidental (Município) (520549)	58.262	58.262	45.486	389,990	29.470	16.694	36,7%	50,6%
Cristalina (Município) (520620)	48.463	48.463	39.974	6.162,090	37.687	29.198	73,0%	77,8%
Formosa (Município) (520800)	103.322	103.322	94.999	5.811,790	61.684	53.361	56,2%	59,7%
Goianápolis (Município) (520840)	10.699	10.699	9.695	169,010	10.699	9.695	100,0%	100,0%
Goianésia (Município) (520860)	61.118	61.118	57.127	1.547,270	26.517	22.526	39,4%	43,4%
Goiânia (Município) (520870)	1.333.767	1.333.767	1.328.722	728,840	269.447	264.402	19,9%	20,2%
Goianira (Município) (520880)	35.617	35.617	34.980	212,550	28.685	28.048	80,2%	80,5%
Guapó (Município) (520920)	13.994	13.994	11.348	517,260	6.587	3.941	34,7%	47,1%
Hidrolândia (Município) (520970)	18.050	18.050	10.862	953,730	18.050	10.862	100,0%	100,0%
Inhumas (Município) (521000)	48.903	48.903	45.717	615,280	26.780	23.594	51,6%	54,8%
Itumbiara (Município) (521150)	94.613	94.613	90.599	2.464,510	22.178	18.164	20,0%	23,4%
Jataí (Município) (521190)	89.902	89.902	82.755	7.174,230	37.086	29.939	36,2%	41,3%
Luziânia (Município) (521250)	179.582	179.582	167.519	3.961,100	158.285	146.222	87,3%	88,1%
Mineiros (Município) (521310)	55.036	55.036	50.202	9.038,770	-	-	-	-
Nerópolis (Município) (521450)	25.061	25.061	24.046	204,220	25.061	24.046	100,0%	100,0%
Nova Veneza (Município) (521500)	8.388	8.388	7.250	123,380	8.388	7.250	100,0%	100,0%
Novo Gama (Município) (521523)	98.135	98.135	97.054	194,990	76.009	74.928	77,2%	77,5%
Planaltina (Município) (521760)	82.847	82.847	78.720	2.543,680	59.947	55.820	70,9%	72,4%
Rio Verde (Município) (521880)	185.465	185.465	171.921	8.386,830	104.166	90.622	52,7%	56,2%
Santo Antônio de Goiás (Município) (521973)	4.945	4.945	4.491	132,810	4.945	4.491	100,0%	100,0%
Santo Antônio do Descoberto (Município) (521975)	64.963	64.963	58.348	944,150	45.521	38.906	66,7%	70,1%
Senador Canedo (Município) (522045)	89.176	89.176	88.825	248,290	89.176	88.825	100,0%	100,0%
Terezópolis de Goiás (Município) (522119)	6.785	6.785	5.871	106,910	6.785	5.871	100,0%	100,0%
Trindade (Município) (522140)	107.966	107.966	103.438	710,330	65.498	60.970	58,9%	60,7%
Valparaíso de Goiás (Município) (522185)	138.740	138.740	138.740	61,450	96.479	96.479	69,5%	69,5%
Brasília (Município) (530010)	2.648.532	2.648.532	2.557.900	5.780,000	477.530	461.189	18,0%	18,0%
