Localidade	"Número de moradias permanentes
(habitações) (IBGE)"	"Número de moradias permanentes em áreas urbanas
(habitações) (IBGE)"	"Número de pessoas por moradia
(pessoas por moradia) (IBGE)"	"Número de pessoas por moradia (área urbana)
(pessoas por moradia) (IBGE)"	"PIB, em R$ milhões a preços de 2017
(R$ milhões a preços de 2019) (IBGE)"	"PIB per capita, em R$ a preços de 2017
(R$ por habitante a preços de 2019) (IBGE)"	"Área do município
(km²) (IBGE)"	"Densidade demográfica (pessoas por km²)
(Pessoas por km²) (IBGE)"
Barra (Município) (290270)	13.759	6.374	3,99	3,92	369,460	6.727,87	11.422,540	4,81
Barreiras (Município) (290320)	46.250	41.069	3,41	3,46	3.889,950	24.676,49	7.861,760	20,05
Bom Jesus da Lapa (Município) (290390)	19.656	13.314	3,59	3,60	994,320	14.080,19	4.115,510	17,16
Brumado (Município) (290460)	22.147	15.404	3,15	3,16	1.699,700	24.394,00	2.207,610	31,56
Caetité (Município) (290520)	15.304	9.223	3,45	3,43	867,210	16.407,92	2.651,540	19,93
Camaçari (Município) (290570)	88.637	83.336	3,35	3,40	23.103,230	77.816,68	784,660	378,37
Campo Formoso (Município) (290600)	21.570	8.240	3,41	3,33	1.108,440	15.091,43	7.161,830	10,26
Candeias (Município) (290650)	29.843	26.903	3,01	3,05	3.869,590	43.135,86	251,630	356,51
Casa Nova (Município) (290720)	20.443	11.387	3,59	3,73	667,760	9.099,74	9.647,070	7,61
Catu (Município) (290750)	18.149	14.987	3,11	3,15	534,560	9.468,18	433,190	130,33
Conceição do Coité (Município) (290840)	22.173	13.321	3,08	3,00	752,100	11.011,29	1.015,250	67,28
Cruz das Almas (Município) (290980)	20.622	17.432	3,15	3,17	934,530	14.392,44	139,120	466,74
Dias d'Ávila (Município) (291005)	23.845	22.033	3,38	3,44	3.056,590	37.896,14	184,230	437,81
Euclides da Cunha (Município) (291070)	19.004	9.452	3,26	3,19	531,940	8.590,14	1.992,640	31,08
Eunápolis (Município) (291072)	35.361	32.414	3,26	3,32	2.628,450	22.798,63	1.425,970	80,85
Feira de Santana (Município) (291080)	195.074	177.059	3,22	3,25	13.657,300	21.765,41	1.304,430	481,04
Guanambi (Município) (291170)	26.701	21.095	3,25	3,27	1.263,760	14.558,12	1.272,370	68,23
Ilhéus (Município) (291360)	67.184	55.582	2,62	2,67	3.842,400	21.789,58	1.584,690	111,28
Ipirá (Município) (291400)	20.455	10.462	3,06	2,93	647,840	10.343,82	3.105,280	20,17
Irecê (Município) (291460)	23.531	21.320	3,17	3,22	1.080,880	14.511,78	319,170	233,36
Itaberaba (Município) (291470)	21.263	16.534	3,14	3,18	867,840	12.990,38	2.386,390	27,99
Itabuna (Município) (291480)	75.452	72.346	2,93	2,98	3.984,070	18.023,73	401,030	551,20
Itamaraju (Município) (291560)	22.358	17.258	3,01	3,08	873,030	12.961,47	2.360,290	28,54
Itaparica (Município) (291610)	7.623	7.490	3,00	3,05	224,650	9.824,81	118,040	193,71
Itapetinga (Município) (291640)	23.091	21.955	3,36	3,43	1.082,020	13.955,54	1.651,150	46,96
Jacobina (Município) (291750)	29.790	20.928	2,81	2,82	1.269,590	15.180,13	2.192,910	38,14
Jaguaquara (Município) (291760)	16.974	12.984	3,30	3,29	514,490	9.181,86	924,740	60,59
Jequié (Município) (291800)	54.232	48.993	2,99	3,04	2.557,370	15.765,89	2.969,030	54,63
Juazeiro (Município) (291840)	65.870	52.904	3,37	3,40	3.700,880	16.687,70	6.721,200	33,00
Lauro de Freitas (Município) (291920)	59.273	58.247	3,33	3,39	6.286,760	31.809,81	57,660	3.427,37
Luís Eduardo Magalhães (Município) (291955)	21.328	19.308	3,92	3,95	4.804,730	57.502,41	3.940,540	21,20
Madre de Deus (Município) (291992)	6.199	5.916	3,39	3,44	444,180	21.144,38	32,200	652,37
Mata de São João (Município) (292100)	14.037	10.199	3,35	3,42	1.053,090	22.407,10	604,290	77,77
Paulo Afonso (Município) (292400)	37.411	31.797	3,23	3,27	2.887,780	23.924,05	1.545,190	78,12
Pojuca (Município) (292520)	11.488	9.743	3,46	3,50	867,210	21.834,06	308,700	128,66
Porto Seguro (Município) (292530)	46.150	38.103	3,24	3,21	2.820,580	18.888,98	2.287,090	65,29
Ribeira do Pombal (Município) (292660)	16.560	10.469	3,32	3,29	537,630	9.781,37	1.177,450	46,68
Salvador (Município) (292740)	1.097.271	1.097.271	2,69	2,69	62.717,480	21.231,48	692,820	4.263,73
Santo Amaro (Município) (292860)	20.472	15.614	3,03	3,07	783,610	12.646,76	489,320	126,63
Santo Antônio de Jesus (Município) (292870)	32.843	28.430	3,15	3,17	2.094,610	20.268,73	261,740	394,83
Santo Estêvão (Município) (292880)	15.758	9.191	3,42	3,39	726,480	13.478,81	360,330	149,58
São Francisco do Conde (Município) (292920)	11.360	9.158	3,54	3,63	10.211,680	253.895,57	269,610	149,18
São Sebastião do Passé (Município) (292950)	14.792	11.384	3,10	3,16	548,330	11.965,30	536,580	85,41
Senhor do Bonfim (Município) (293010)	26.427	20.306	3,07	3,09	813,590	10.017,35	789,360	102,89
Serrinha (Município) (293050)	26.083	16.623	3,19	3,07	851,150	10.243,92	583,310	142,44
Simões Filho (Município) (293070)	41.939	37.172	3,24	3,28	5.322,070	39.118,47	201,580	674,93
Teixeira de Freitas (Município) (293135)	49.376	45.229	3,27	3,34	2.311,890	14.298,26	1.165,620	138,72
Tucano (Município) (293190)	17.843	7.668	2,94	2,87	443,930	8.449,30	2.185,010	24,05
Valença (Município) (293290)	31.575	23.181	3,13	3,09	1.435,290	14.534,73	1.124,660	87,80
Vera Cruz (Município) (293320)	14.147	13.120	3,08	3,12	512,860	11.752,15	299,730	145,60
Vitória da Conquista (Município) (293330)	103.480	91.644	3,37	3,41	6.482,660	18.589,99	3.705,840	94,10
Alfenas (Município) (310160)	27.564	26.359	2,89	2,84	2.664,050	33.422,99	850,450	93,72
Araguari (Município) (310350)	42.159	39.864	2,79	2,75	4.091,890	34.840,91	2.729,510	43,03
Araxá (Município) (310400)	34.800	34.803	3,00	2,95	5.141,110	49.299,61	1.164,060	89,59
Baldim (Município) (310500)	3.026	1.958	2,66	2,63	107,640	13.369,77	556,270	14,47
Barão de Cocais (Município) (310540)	10.024	9.283	3,19	3,12	727,190	22.747,53	340,590	93,86
Barbacena (Município) (310560)	46.993	44.058	2,91	2,84	2.683,460	19.631,86	759,190	180,05
Belo Horizonte (Município) (310620)	923.794	923.794	2,73	2,73	88.951,170	35.245,02	331,400	7.615,53
Belo Vale (Município) (310640)	2.933	1.295	2,67	2,65	146,390	18.669,43	365,920	21,43
Betim (Município) (310670)	133.695	134.934	3,19	3,14	23.088,150	54.052,13	343,860	1.242,22
Bom Despacho (Município) (310740)	17.266	16.398	2,90	2,87	1.211,510	24.209,86	1.213,550	41,24
Bonfim (Município) (310810)	2.902	1.478	2,42	2,32	86,000	12.250,28	301,870	23,26
Brumadinho (Município) (310900)	12.562	10.712	3,09	3,06	1.988,400	51.164,42	639,430	60,78
Caeté (Município) (311000)	14.105	12.370	3,15	3,12	577,870	13.021,84	542,530	81,80
Campo Belo (Município) (311120)	20.377	19.518	2,67	2,63	983,870	18.066,57	528,230	103,10
Capim Branco (Município) (311250)	3.142	2.888	3,08	3,05	86,150	8.901,94	95,330	101,52
Caratinga (Município) (311340)	31.679	26.944	2,90	2,82	1.608,690	17.516,07	1.258,480	72,98
Cataguases (Município) (311530)	27.314	26.636	2,75	2,70	1.580,000	21.059,58	491,770	152,56
Confins (Município) (311787)	2.017	2.051	3,28	3,22	1.058,290	160.153,00	42,360	156,01
Congonhas (Município) (311800)	16.696	16.520	3,22	3,17	1.646,170	30.573,59	304,070	177,08
Conselheiro Lafaiete (Município) (311830)	41.736	40.632	3,05	2,99	2.125,980	16.691,48	370,250	344,01
Contagem (Município) (311860)	219.536	222.461	3,00	2,95	28.988,050	44.015,99	195,050	3.376,55
Coronel Fabriciano (Município) (311940)	37.547	37.727	2,94	2,89	1.648,590	14.942,92	221,250	498,64
Curvelo (Município) (312090)	26.948	24.698	2,96	2,94	1.480,510	18.534,68	3.296,200	24,23
Divinópolis (Município) (312230)	79.148	78.313	2,97	2,92	6.036,940	25.695,97	708,120	331,78
Esmeraldas (Município) (312410)	20.828	19.611	3,31	3,28	676,030	9.796,15	909,680	75,86
Florestal (Município) (312600)	2.412	2.047	3,04	2,99	110,060	14.988,29	194,240	37,80
Formiga (Município) (312610)	25.295	23.327	2,71	2,68	1.620,090	23.677,51	1.501,920	45,56
Fortuna de Minas (Município) (312640)	974	679	3,01	2,98	36,240	12.360,50	198,710	14,76
Frutal (Município) (312710)	21.410	18.862	2,74	2,69	1.842,320	31.348,02	2.426,970	24,22
Funilândia (Município) (312720)	1.401	712	3,05	3,16	51,670	12.081,60	199,800	21,41
Governador Valadares (Município) (312770)	97.064	95.137	2,89	2,84	5.886,910	20.957,24	2.342,330	119,92
Guaxupé (Município) (312870)	18.550	17.825	2,82	2,76	1.914,080	36.602,29	286,400	182,59
Ibirité (Município) (312980)	54.908	55.696	3,23	3,18	2.170,050	12.227,37	72,570	2.445,47
Igarapé (Município) (313010)	12.354	11.673	3,33	3,30	648,110	15.758,77	110,940	370,71
Inhaúma (Município) (313100)	1.963	1.428	3,18	3,19	99,780	15.989,74	245,000	25,47
Ipatinga (Município) (313130)	86.564	87.166	3,02	2,97	9.662,780	36.993,38	164,880	1.584,16
Itabira (Município) (313170)	37.654	35.570	3,17	3,13	5.220,380	43.763,91	1.253,700	95,15
Itabirito (Município) (313190)	15.723	15.288	3,23	3,19	3.938,100	77.497,32	542,610	93,65
Itaguara (Município) (313220)	4.738	3.619	2,81	2,84	268,070	20.111,94	410,470	32,47
Itajubá (Município) (313240)	33.159	30.910	2,93	2,86	3.010,830	31.039,44	294,840	329,00
Itatiaiuçu (Município) (313370)	3.652	2.272	3,01	3,03	960,080	87.447,04	295,150	37,20
Itaúna (Município) (313380)	31.689	30.232	2,93	2,89	3.028,870	32.675,28	495,770	186,97
Ituiutaba (Município) (313420)	38.495	37.320	2,72	2,68	2.895,230	27.698,62	2.598,050	40,23
Jaboticatubas (Município) (313460)	6.417	4.054	3,05	3,02	205,300	10.503,71	1.114,970	17,53
Janaúba (Município) (313510)	21.870	20.163	3,28	3,22	1.096,610	15.304,44	2.181,320	32,85
Januária (Município) (313520)	20.683	13.651	3,32	3,17	676,240	9.860,08	6.661,590	10,30
João Monlevade (Município) (313620)	26.315	26.641	3,02	2,97	2.589,630	32.537,18	99,160	802,66
Nova União (Município) (313660)	1.995	1.038	2,91	2,89	82,160	14.155,75	172,130	33,72
Juatuba (Município) (313665)	8.098	8.075	3,20	3,15	1.201,850	46.449,91	97,170	266,27
Juiz de Fora (Município) (313670)	202.489	203.620	2,78	2,74	15.985,710	28.355,07	1.435,750	392,67
Lagoa da Prata (Município) (313720)	16.652	16.486	3,07	3,04	1.631,040	31.853,70	439,980	116,38
Lagoa Santa (Município) (313760)	18.684	17.642	3,31	3,26	1.661,110	26.899,70	229,410	269,18
Lavras (Município) (313820)	34.422	33.385	2,97	2,91	2.485,870	24.341,66	564,740	180,83
Leopoldina (Município) (313840)	19.590	17.876	2,72	2,67	1.038,720	19.468,36	943,080	56,57
Manhuaçu (Município) (313940)	28.735	24.169	3,08	2,99	2.385,010	26.924,93	628,320	140,98
Mariana (Município) (314000)	18.841	16.992	3,18	3,10	2.897,520	48.407,29	1.194,210	50,12
Mário Campos (Município) (314015)	4.594	4.382	3,26	3,23	154,890	10.334,53	35,200	425,84
Mateus Leme (Município) (314070)	10.165	9.098	3,02	2,99	692,350	22.568,26	301,380	101,79
Matozinhos (Município) (314110)	11.720	10.835	3,19	3,13	1.003,320	26.866,89	252,280	148,03
Moeda (Município) (314230)	1.760	727	2,82	2,60	59,010	11.903,97	155,110	31,96
Montes Claros (Município) (314330)	123.624	119.091	3,25	3,21	8.966,060	22.302,13	3.568,940	112,65
Muriaé (Município) (314390)	38.954	36.707	2,79	2,74	2.100,140	19.349,51	841,690	128,95
Nova Lima (Município) (314480)	28.736	28.593	3,21	3,15	9.112,330	98.855,83	429,000	214,87
Nova Serrana (Município) (314520)	26.105	25.006	3,63	3,58	2.602,640	27.488,47	282,470	335,19
Ouro Preto (Município) (314610)	24.177	21.451	3,09	3,03	4.644,420	62.208,48	1.245,870	59,93
Paracatu (Município) (314700)	28.333	24.873	3,26	3,23	3.510,750	38.000,87	8.229,600	11,23
Pará de Minas (Município) (314710)	30.255	29.202	3,07	3,00	2.744,670	29.595,63	551,250	168,23
Passos (Município) (314790)	39.501	38.147	2,90	2,85	2.387,740	20.861,28	1.338,070	85,54
Patos de Minas (Município) (314800)	54.222	50.525	2,78	2,75	4.378,970	29.020,34	3.190,190	47,30
Patrocínio (Município) (314810)	30.162	26.935	2,98	2,95	2.707,530	30.089,34	2.874,340	31,31
Pedro Leopoldo (Município) (314930)	20.816	18.064	3,07	3,01	1.437,170	22.513,15	292,950	217,91
Pirapora (Município) (315120)	17.986	17.953	3,15	3,10	1.836,800	32.391,70	549,510	103,19
Poços de Caldas (Município) (315180)	59.929	59.611	2,77	2,72	6.365,940	38.329,41	546,670	303,81
Ponte Nova (Município) (315210)	20.974	19.327	2,88	2,79	1.649,720	27.330,96	470,640	128,25
Pouso Alegre (Município) (315250)	47.995	44.744	3,07	3,01	7.388,030	50.211,90	542,800	271,07
Prudente de Morais (Município) (315360)	3.205	3.120	3,30	3,26	144,530	13.664,37	124,190	85,17
Raposos (Município) (315390)	5.194	5.003	3,16	3,11	297,990	18.181,15	72,230	226,92
Ribeirão das Neves (Município) (315460)	101.093	102.013	3,25	3,20	3.855,400	11.723,14	155,450	2.115,55
Rio Acima (Município) (315480)	3.122	2.758	3,24	3,21	131,640	13.003,56	229,810	44,05
Rio Manso (Município) (315530)	2.014	1.071	2,87	2,87	80,860	14.003,46	231,540	24,94
Sabará (Município) (315670)	43.294	42.837	3,14	3,09	2.523,970	18.562,94	302,420	449,60
Santa Bárbara (Município) (315720)	9.502	8.568	3,23	3,19	765,980	24.958,46	684,060	44,86
Santa Luzia (Município) (315780)	69.249	70.236	3,16	3,11	3.785,140	17.291,87	235,080	931,18
São Francisco (Município) (316110)	16.054	10.645	3,54	3,39	494,980	8.713,69	3.308,100	17,17
São João del Rei (Município) (316250)	32.427	31.315	2,78	2,73	2.033,660	22.530,37	1.452,000	62,16
São Joaquim de Bicas (Município) (316292)	8.078	6.463	3,73	3,40	602,740	19.984,58	71,760	420,30
São José da Lapa (Município) (316295)	6.712	3.961	3,41	3,33	490,790	21.422,65	47,930	477,99
São José da Varginha (Município) (316310)	1.550	910	3,12	3,00	83,220	17.214,52	205,500	23,52
São Sebastião do Paraíso (Município) (316470)	24.614	23.208	2,87	2,80	1.937,430	27.468,43	814,930	86,55
Sarzedo (Município) (316553)	8.717	8.770	3,56	3,50	895,020	28.837,29	62,130	499,52
Sete Lagoas (Município) (316720)	74.995	74.369	3,15	3,10	8.262,640	34.977,38	536,640	440,19
Taquaraçu de Minas (Município) (316830)	1.380	666	2,95	2,83	47,230	11.591,17	329,290	12,38
Teófilo Otoni (Município) (316860)	48.033	40.300	2,95	2,88	2.365,620	16.667,07	3.242,270	43,78
Timóteo (Município) (316870)	29.118	29.560	3,05	3,00	2.876,840	32.349,07	144,380	615,95
Três Corações (Município) (316930)	25.598	23.882	3,09	2,99	2.216,410	28.056,22	828,040	95,41
Três Pontas (Município) (316940)	19.052	16.761	3,00	2,93	1.254,490	21.971,22	689,790	82,77
Ubá (Município) (316990)	38.197	37.420	2,97	2,91	2.861,450	25.255,53	407,450	278,07
Uberaba (Município) (317010)	115.079	114.278	2,85	2,81	13.152,650	40.066,32	4.523,960	72,56
Uberlândia (Município) (317020)	232.808	230.602	2,91	2,85	34.201,960	50.548,78	4.115,210	164,42
Unaí (Município) (317040)	28.875	23.635	2,91	2,86	2.676,150	31.866,54	8.448,080	9,94
Varginha (Município) (317070)	44.577	43.938	3,01	2,96	5.442,560	40.506,11	395,400	339,82
Vespasiano (Município) (317120)	35.381	35.972	3,46	3,40	2.596,130	21.216,30	71,080	1.721,51
Viçosa (Município) (317130)	26.987	25.689	2,90	2,84	1.557,430	19.869,94	299,420	261,78
Aracruz (Município) (320060)	29.326	26.401	3,36	3,25	5.205,060	52.900,72	1.423,870	69,10
Cachoeiro de Itapemirim (Município) (320120)	73.168	68.879	2,89	2,81	4.766,820	22.522,28	864,580	244,80
Cariacica (Município) (320130)	132.686	131.498	2,92	2,85	7.973,680	20.584,24	279,720	1.384,85
Colatina (Município) (320150)	44.491	40.174	2,80	2,73	3.345,120	26.863,06	1.416,800	87,89
Fundão (Município) (320220)	6.579	5.696	3,16	3,08	419,010	20.186,64	288,720	71,89
Guarapari (Município) (320240)	41.130	40.133	2,99	2,93	2.160,860	17.544,28	591,820	208,12
Linhares (Município) (320320)	51.780	45.747	3,26	3,18	5.480,110	32.417,46	3.496,560	48,35
São Mateus (Município) (320490)	40.462	32.427	3,17	3,07	2.113,170	16.451,41	2.345,730	54,76
Serra (Município) (320500)	153.704	156.353	3,27	3,19	18.538,700	36.884,26	547,640	917,79
Viana (Município) (320510)	23.510	22.429	3,27	3,14	2.125,030	27.678,28	312,280	245,86
Vila Velha (Município) (320520)	165.262	168.346	2,94	2,88	10.994,890	22.605,19	209,970	2.316,52
Vitória (Município) (320530)	134.918	134.918	2,69	2,69	20.255,650	55.779,18	96,540	3.761,71
Angra dos Reis (Município) (330010)	64.132	61.983	3,03	3,02	10.099,370	51.893,01	825,080	235,88
Araruama (Município) (330020)	42.949	41.159	2,95	2,93	2.514,580	19.840,12	638,480	198,51
Barra do Piraí (Município) (330030)	36.851	35.841	2,64	2,64	2.026,190	20.789,94	584,610	166,71
Barra Mansa (Município) (330040)	67.705	67.175	2,65	2,65	4.883,050	27.211,05	547,130	327,98
Belford Roxo (Município) (330045)	174.381	174.580	2,84	2,84	8.187,370	16.514,03	78,990	6.276,93
Cabo Frio (Município) (330070)	71.240	54.497	3,03	2,99	8.593,980	39.781,41	413,650	522,26
Cachoeiras de Macacu (Município) (330080)	21.364	18.588	2,67	2,65	965,890	16.931,18	954,750	59,75
Campos dos Goytacazes (Município) (330100)	170.670	154.304	2,87	2,87	21.088,780	43.013,04	4.032,440	121,59
Duque de Caxias (Município) (330170)	322.556	321.824	2,76	2,76	40.892,160	45.894,84	467,270	1.906,81
Guapimirim (Município) (330185)	18.849	18.249	3,07	3,07	920,920	15.899,60	358,350	161,63
Itaboraí (Município) (330190)	83.163	82.295	2,79	2,79	4.186,080	18.012,86	430,590	539,71
Itaguaí (Município) (330200)	40.613	38.834	3,01	3,01	7.564,820	61.819,73	273,370	447,63
Itaperuna (Município) (330220)	38.213	35.273	2,62	2,61	2.705,100	27.051,84	1.106,170	90,40
Japeri (Município) (330227)	34.009	34.047	2,98	2,97	1.615,350	15.956,10	81,700	1.239,18
Macaé (Município) (330240)	80.151	78.656	3,05	3,05	15.371,350	62.961,48	1.215,290	200,89
Magé (Município) (330250)	84.312	80.017	2,82	2,81	3.855,800	16.240,43	393,910	602,72
Maricá (Município) (330270)	51.268	50.581	2,98	2,98	11.438,880	74.760,01	362,000	422,68
Mesquita (Município) (330285)	63.552	63.625	2,70	2,69	2.313,170	13.505,21	41,490	4.128,22
Nilópolis (Município) (330320)	60.466	60.535	2,62	2,62	2.643,920	16.698,87	19,390	8.164,23
Niterói (Município) (330330)	202.645	202.877	2,46	2,46	27.471,320	55.049,66	134,070	3.722,03
Nova Friburgo (Município) (330340)	76.105	67.059	2,44	2,42	5.014,320	27.048,71	935,430	198,18
Nova Iguaçu (Município) (330350)	297.123	294.317	2,69	2,68	16.833,640	21.077,70	520,810	1.533,48
Paracambi (Município) (330360)	18.515	16.022	2,72	2,79	892,880	17.699,45	190,950	264,19
Petrópolis (Município) (330390)	115.303	109.963	2,59	2,58	12.811,830	42.958,84	791,140	376,97
Queimados (Município) (330414)	50.544	50.601	2,88	2,87	3.703,990	25.476,94	75,700	1.920,53
Resende (Município) (330420)	46.396	43.640	2,74	2,73	7.731,530	60.915,10	1.099,340	115,45
Rio Bonito (Município) (330430)	20.568	15.758	2,83	2,75	1.600,480	27.465,64	459,460	126,83
Rio das Ostras (Município) (330452)	41.569	39.509	3,39	3,38	5.597,720	39.667,24	228,110	618,62
Rio de Janeiro (Município) (330455)	2.489.688	2.489.688	2,62	2,62	337.594,460	51.776,18	1.200,180	5.432,75
São Gonçalo (Município) (330490)	390.222	390.361	2,69	2,69	17.225,900	16.408,34	248,320	4.227,73
São João de Meriti (Município) (330510)	176.497	176.698	2,61	2,61	9.194,530	19.968,09	35,220	13.075,34
São Pedro da Aldeia (Município) (330520)	33.237	31.220	3,01	2,99	2.158,710	21.607,38	332,920	300,09
Saquarema (Município) (330550)	27.697	26.328	3,08	3,07	2.092,720	24.569,66	352,800	241,42
Seropédica (Município) (330555)	29.072	24.146	2,90	2,87	4.210,870	49.882,42	283,630	297,62
Tanguá (Município) (330575)	11.566	10.311	2,85	2,85	515,250	15.627,69	142,530	231,32
Teresópolis (Município) (330580)	64.388	57.935	2,73	2,71	5.085,010	28.882,28	773,340	227,66
Três Rios (Município) (330600)	28.878	28.113	2,75	2,74	3.714,350	46.779,06	322,840	245,95
Valença (Município) (330610)	27.751	24.161	2,68	2,66	2.198,880	29.619,66	1.300,770	57,07
Volta Redonda (Município) (330630)	100.929	101.000	2,63	2,62	11.304,600	42.626,52	182,110	1.456,31
Americana (Município) (350160)	82.308	81.990	2,84	2,84	10.382,870	44.396,30	133,910	1.746,43
Amparo (Município) (350190)	24.987	20.060	2,85	2,79	4.358,990	61.227,80	445,320	159,87
Andradina (Município) (350210)	22.013	20.540	2,61	2,61	1.972,000	34.385,27	964,230	59,48
Araçatuba (Município) (350280)	73.799	72.428	2,64	2,64	6.970,530	35.769,44	1.167,130	166,97
Araraquara (Município) (350320)	83.607	81.517	2,76	2,75	9.009,110	39.039,34	1.003,630	229,94
Araras (Município) (350330)	44.185	41.932	2,97	2,96	5.284,020	40.249,39	644,830	203,59
Artur Nogueira (Município) (350380)	16.390	14.816	3,17	3,18	1.081,070	20.795,39	178,030	292,01
Arujá (Município) (350390)	26.062	25.064	3,32	3,31	5.311,880	61.458,72	96,170	898,75
Assis (Município) (350400)	37.984	36.913	2,71	2,67	3.303,950	32.100,85	460,610	223,45
Atibaia (Município) (350410)	46.660	42.727	2,99	2,98	6.162,800	44.119,89	478,520	291,91
Avaré (Município) (350450)	31.915	30.567	2,80	2,80	2.621,040	29.292,24	1.213,060	73,76
Barretos (Município) (350550)	43.992	42.595	2,74	2,75	4.443,580	36.834,01	1.566,160	77,03
Barueri (Município) (350570)	87.262	87.286	3,07	3,07	47.553,590	177.747,83	65,700	4.071,99
Batatais (Município) (350590)	21.575	19.185	2,85	2,83	1.479,440	24.063,74	849,530	72,37
Bauru (Município) (350600)	133.615	132.708	2,78	2,75	13.771,750	37.051,72	667,680	556,69
Bebedouro (Município) (350610)	28.866	27.567	2,69	2,69	3.260,500	41.929,77	683,190	113,82
Bertioga (Município) (350635)	17.764	17.486	3,34	3,34	1.606,550	27.093,33	491,550	120,63
Birigui (Município) (350650)	43.336	42.172	2,79	2,78	3.146,640	26.071,64	530,030	227,71
Biritiba-Mirim (Município) (350660)	10.215	8.765	3,11	3,11	704,610	22.162,33	317,410	100,17
Boituva (Município) (350700)	17.918	16.915	3,23	3,22	2.696,870	46.569,95	248,950	232,61
Botucatu (Município) (350750)	49.967	48.273	2,85	2,85	4.290,670	30.100,24	1.482,640	96,14
Bragança Paulista (Município) (350760)	54.448	52.860	3,02	3,01	5.672,440	34.553,72	512,580	320,27
Caçapava (Município) (350850)	30.191	25.961	3,07	3,05	4.075,120	44.013,99	368,990	250,92
Caieiras (Município) (350900)	30.891	30.194	3,18	3,17	3.289,610	33.491,19	97,640	1.005,95
Cajamar (Município) (350920)	23.420	22.971	3,16	3,15	15.003,190	202.962,50	131,390	562,62
Campinas (Município) (350950)	423.588	417.321	2,79	2,78	59.053,560	49.942,59	794,570	1.488,14
Campo Limpo Paulista (Município) (350960)	26.775	26.782	3,08	3,08	1.922,190	23.293,67	79,400	1.039,26
Campos do Jordão (Município) (350970)	17.403	17.308	2,96	2,95	1.195,550	23.235,34	290,520	177,11
Capivari (Município) (351040)	17.039	16.252	3,19	3,16	1.877,380	34.575,40	322,880	168,17
Caraguatatuba (Município) (351050)	38.908	37.404	3,00	2,99	2.928,290	25.073,95	484,950	240,82
Carapicuíba (Município) (351060)	132.061	132.097	3,00	3,00	5.494,360	13.854,10	34,550	11.479,97
Catanduva (Município) (351110)	45.416	45.095	2,66	2,65	3.974,660	32.932,52	290,600	415,32
Cosmópolis (Município) (351280)	21.690	20.217	3,19	3,17	1.575,660	22.807,24	154,670	446,68
Cotia (Município) (351300)	71.806	71.827	3,31	3,31	11.573,370	48.678,73	323,990	733,81
Cruzeiro (Município) (351340)	28.121	27.411	2,91	2,91	2.136,730	26.145,67	305,700	267,33
Cubatão (Município) (351350)	44.350	44.364	2,90	2,90	12.336,910	95.822,17	142,880	901,10
Diadema (Município) (351380)	142.638	142.679	2,93	2,93	13.412,700	32.097,87	30,730	13.597,20
Embu das Artes (Município) (351500)	82.954	82.976	3,22	3,22	11.713,050	43.860,23	70,400	3.793,49
Embu-Guaçu (Município) (351510)	22.033	21.425	3,10	3,10	1.043,490	15.284,75	155,640	438,64
Fernandópolis (Município) (351550)	26.559	25.741	2,59	2,59	1.930,280	28.109,45	549,800	124,90
Ferraz de Vasconcelos (Município) (351570)	58.836	56.373	3,21	3,20	2.989,860	15.830,42	29,560	6.388,45
Franca (Município) (351620)	118.901	116.906	2,92	2,92	9.409,310	27.097,66	605,680	573,30
Francisco Morato (Município) (351630)	53.435	53.351	3,21	3,21	1.464,630	8.535,03	49,000	3.502,01
Franco da Rocha (Município) (351640)	44.088	43.122	3,39	3,19	3.029,790	20.265,91	132,780	1.125,98
Guararema (Município) (351830)	9.440	8.085	3,07	3,08	960,960	33.161,71	270,820	107,00
Guaratinguetá (Município) (351840)	41.565	39.622	2,90	2,90	5.277,690	43.828,48	752,640	159,99
Guarujá (Município) (351870)	103.365	103.379	3,05	3,05	8.589,740	27.220,37	144,790	2.179,39
Guarulhos (Município) (351880)	438.430	438.555	3,08	3,08	55.743,650	41.318,74	318,680	4.233,51
Hortolândia (Município) (351907)	67.359	67.378	3,30	3,30	12.928,630	58.188,31	62,420	3.559,76
Ibitinga (Município) (351960)	20.457	19.596	2,87	2,88	1.481,600	25.233,69	689,390	85,17
Ibiúna (Município) (351970)	26.058	9.102	2,98	2,98	1.632,770	21.050,03	1.058,080	73,31
Indaiatuba (Município) (352050)	74.552	73.889	3,21	3,21	13.489,930	56.301,42	311,550	769,08
Itanhaém (Município) (352210)	34.387	34.064	2,87	2,87	1.855,370	18.811,61	601,710	163,91
Itapecerica da Serra (Município) (352220)	52.031	51.555	3,29	3,29	3.281,940	19.200,84	150,740	1.133,90
Itapetininga (Município) (352230)	51.498	47.750	3,11	3,04	4.458,860	27.855,67	1.789,350	89,46
Itapeva (Município) (352240)	32.371	27.491	2,89	2,87	2.371,570	25.345,44	1.826,260	51,24
Itapevi (Município) (352250)	70.016	70.037	3,28	3,28	11.597,560	50.533,58	82,660	2.776,52
Itapira (Município) (352260)	25.765	24.020	2,87	2,85	3.457,940	46.827,69	518,420	142,44
Itaquaquecetuba (Município) (352310)	109.039	109.071	3,31	3,31	6.932,300	19.221,30	82,620	4.365,14
Itararé (Município) (352320)	18.427	16.995	2,73	2,74	875,360	17.375,57	1.003,860	50,19
Itatiba (Município) (352340)	37.886	32.123	3,08	3,06	5.566,360	47.778,72	322,280	361,50
