Localidade	"Número de moradias permanentes
(habitações) (IBGE)"	"Número de moradias permanentes em áreas urbanas
(habitações) (IBGE)"	"Número de pessoas por moradia
(pessoas por moradia) (IBGE)"	"Número de pessoas por moradia (área urbana)
(pessoas por moradia) (IBGE)"	"PIB, em R$ milhões a preços de 2017
(R$ milhões a preços de 2019) (IBGE)"	"PIB per capita, em R$ a preços de 2017
(R$ por habitante a preços de 2019) (IBGE)"	"Área do município
(km²) (IBGE)"	"Densidade demográfica (pessoas por km²)
(Pessoas por km²) (IBGE)"
Barreiras (Município) (290320)	39.691	35.776	3,51	3,51	3.451,870	24.782,76	7.861,760	17,72
Bom Jesus da Lapa (Município) (290390)	16.868	11.598	3,80	3,75	665,050	10.371,82	4.115,510	15,58
Brumado (Município) (290460)	19.007	13.420	3,41	3,37	1.205,580	18.607,47	2.207,610	29,35
Caetité (Município) (290520)	13.133	8.034	3,63	3,55	536,920	11.268,75	2.651,540	17,97
Camaçari (Município) (290570)	76.065	72.597	3,28	3,28	18.048,550	72.424,24	784,660	317,60
Campo Formoso (Município) (290600)	18.511	7.178	3,62	3,48	609,450	9.100,71	7.161,830	9,35
Candeias (Município) (290650)	25.611	23.435	3,27	3,26	3.687,690	44.085,85	251,630	332,43
Casa Nova (Município) (290720)	17.542	9.919	3,74	3,83	503,230	7.665,70	9.647,070	6,80
Catu (Município) (290750)	15.575	13.055	3,30	3,30	759,220	14.767,68	433,190	118,68
Conceição do Coité (Município) (290840)	19.029	11.604	3,29	3,15	599,060	9.578,06	1.015,250	61,61
Cruz das Almas (Município) (290980)	17.697	15.187	3,34	3,31	883,330	14.960,29	139,120	424,43
Dias d'Ávila (Município) (291005)	20.464	19.195	3,33	3,33	3.705,260	54.440,33	184,230	369,43
Euclides da Cunha (Município) (291070)	16.309	8.233	3,47	3,35	454,370	8.023,27	1.992,640	28,42
Eunápolis (Município) (291072)	30.344	28.236	3,34	3,35	2.287,780	22.554,82	1.425,970	71,13
Feira de Santana (Município) (291080)	167.405	154.241	3,36	3,35	12.472,100	22.173,96	1.304,430	431,20
Guanambi (Município) (291170)	22.913	18.376	3,47	3,43	968,850	12.203,06	1.272,370	62,40
Ilhéus (Município) (291360)	57.654	48.420	3,22	3,23	3.969,310	21.363,23	1.584,690	117,25
Ipirá (Município) (291400)	17.554	9.114	3,37	3,17	509,850	8.616,76	3.105,280	19,05
Irecê (Município) (291460)	20.194	18.572	3,31	3,32	942,930	14.101,99	319,170	209,49
Itaberaba (Município) (291470)	18.247	14.403	3,39	3,38	642,790	10.394,75	2.386,390	25,91
Itabuna (Município) (291480)	64.751	63.022	3,17	3,18	4.125,420	20.095,94	401,030	511,90
Itamaraju (Município) (291560)	19.187	15.034	3,29	3,31	841,740	13.349,65	2.360,290	26,71
Itaparica (Município) (291610)	6.542	6.525	3,19	3,20	215,790	10.343,46	118,040	176,74
Itapetinga (Município) (291640)	19.816	19.125	3,49	3,51	1.390,880	20.138,16	1.651,150	41,83
Jacobina (Município) (291750)	25.564	18.231	3,11	3,07	1.168,880	14.718,27	2.192,910	36,22
Jaguaquara (Município) (291760)	14.566	11.312	3,52	3,46	441,270	8.596,97	924,740	55,51
Jequié (Município) (291800)	46.539	42.679	3,27	3,27	2.256,670	14.833,03	2.969,030	51,24
Juazeiro (Município) (291840)	56.527	46.086	3,53	3,52	2.849,450	14.264,28	6.721,200	29,72
Lauro de Freitas (Município) (291920)	50.867	50.740	3,29	3,30	6.350,800	37.958,51	57,660	2.901,45
Luís Eduardo Magalhães (Município) (291955)	18.303	16.820	3,46	3,44	3.670,680	57.997,77	3.940,540	16,06
Madre de Deus (Município) (291992)	5.320	5.154	3,34	3,35	545,080	30.646,82	32,200	552,34
Mata de São João (Município) (292100)	12.047	8.885	3,39	3,41	1.203,410	29.447,73	604,290	67,63
Paulo Afonso (Município) (292400)	32.105	27.700	3,40	3,40	3.129,080	28.625,74	1.545,190	70,74
Pojuca (Município) (292520)	9.858	8.488	3,41	3,40	1.750,150	52.095,59	308,700	108,83
Porto Seguro (Município) (292530)	39.604	33.194	3,27	3,19	2.112,560	16.335,29	2.287,090	56,55
Ribeira do Pombal (Município) (292660)	14.212	9.120	3,36	3,28	463,160	9.709,65	1.177,450	40,51
Salvador (Município) (292740)	891.097	890.903	3,02	3,02	66.837,960	24.813,56	692,820	3.887,90
Santo Amaro (Município) (292860)	17.569	13.602	3,30	3,30	724,850	12.520,96	489,320	118,31
Santo Antônio de Jesus (Município) (292870)	28.183	24.767	3,27	3,24	1.843,070	20.022,66	261,740	351,68
Santo Estêvão (Município) (292880)	13.523	8.006	3,58	3,50	648,560	13.400,88	360,330	134,31
São Francisco do Conde (Município) (292920)	9.748	7.978	3,46	3,49	3.756,910	111.437,95	269,610	125,04
São Sebastião do Passé (Município) (292950)	12.694	9.916	3,33	3,35	960,590	22.697,10	536,580	78,87
Senhor do Bonfim (Município) (293010)	22.679	17.689	3,30	3,28	887,010	11.836,74	789,360	94,93
Serrinha (Município) (293050)	22.383	14.480	3,45	3,28	876,150	11.333,07	583,310	132,53
Simões Filho (Município) (293070)	35.991	32.381	3,33	3,32	5.135,350	42.880,35	201,580	594,12
Teixeira de Freitas (Município) (293135)	42.373	39.400	3,32	3,34	2.122,820	15.086,48	1.165,620	120,72
Tucano (Município) (293190)	15.312	6.681	3,43	3,30	391,770	7.451,03	2.185,010	24,06
Valença (Município) (293290)	27.096	20.193	3,30	3,22	1.261,000	14.087,85	1.124,660	79,59
Vera Cruz (Município) (293320)	12.141	11.430	3,14	3,13	477,960	12.522,45	299,730	127,34
Vitória da Conquista (Município) (293330)	88.803	79.834	3,49	3,48	5.938,700	19.149,13	3.705,840	83,69
Alfenas (Município) (310160)	23.808	22.447	3,12	3,10	2.292,460	30.854,92	850,450	87,36
Araguari (Município) (310350)	36.416	33.949	3,03	3,04	3.339,530	30.248,80	2.729,510	40,45
Araxá (Município) (310400)	30.059	29.637	3,15	3,15	4.354,350	45.932,45	1.164,060	81,44
Baldim (Município) (310500)	2.614	1.668	3,02	3,03	88,390	11.196,27	556,270	14,19
Barão de Cocais (Município) (310540)	8.658	7.906	3,33	3,31	1.578,140	54.739,67	340,590	84,65
Barbacena (Município) (310560)	40.591	37.520	3,13	3,10	2.586,510	20.331,31	759,190	167,57
Belo Horizonte (Município) (310620)	784.027	784.027	3,04	3,04	100.017,080	41.924,63	331,400	7.198,65
Belo Vale (Município) (310640)	2.533	1.103	2,98	2,99	154,380	20.461,65	365,920	20,62
Betim (Município) (310670)	115.483	114.908	3,32	3,31	32.932,870	85.858,60	343,860	1.115,50
Bom Despacho (Município) (310740)	14.915	13.964	3,09	3,11	1.065,970	23.142,63	1.213,550	37,96
Bonfim (Município) (310810)	2.507	1.259	2,72	2,65	75,130	11.024,63	301,870	22,58
Brumadinho (Município) (310900)	10.851	9.122	3,18	3,19	3.309,720	95.828,34	639,430	54,01
Caeté (Município) (311000)	12.184	10.533	3,37	3,39	638,220	15.531,40	542,530	75,74
Campo Belo (Município) (311120)	17.601	16.621	2,94	2,94	940,990	18.192,26	528,230	97,92
Capim Branco (Município) (311250)	2.714	2.460	3,30	3,32	101,290	11.308,44	95,330	93,95
Caratinga (Município) (311340)	27.364	22.944	3,14	3,09	1.608,230	18.741,56	1.258,480	68,19
Cataguases (Município) (311530)	23.593	22.683	2,98	2,96	1.667,880	23.758,59	491,770	142,75
Confins (Município) (311787)	1.743	1.747	3,45	3,44	962,960	160.279,44	42,360	141,85
Congonhas (Município) (311800)	14.422	14.068	3,40	3,40	4.155,340	84.669,77	304,070	161,40
Conselheiro Lafaiete (Município) (311830)	36.051	34.601	3,26	3,24	1.925,580	16.379,25	370,250	317,52
Contagem (Município) (311860)	189.632	189.444	3,21	3,20	30.497,330	50.101,17	195,050	3.120,90
Coronel Fabriciano (Município) (311940)	32.434	32.127	3,21	3,20	1.615,770	15.510,34	221,250	470,84
Curvelo (Município) (312090)	23.277	21.032	3,21	3,23	1.269,800	16.990,98	3.296,200	22,67
Divinópolis (Município) (312230)	68.367	66.691	3,15	3,14	5.965,270	27.713,63	708,120	303,97
Esmeraldas (Município) (312410)	17.992	16.701	3,41	3,42	565,050	9.220,34	909,680	67,37
Florestal (Município) (312600)	2.084	1.743	3,20	3,19	88,450	13.253,20	194,240	34,36
Formiga (Município) (312610)	21.849	19.865	2,99	3,00	1.486,040	22.757,42	1.501,920	43,48
Fortuna de Minas (Município) (312640)	842	578	3,24	3,25	37,340	13.697,25	198,710	13,72
Frutal (Município) (312710)	18.493	16.063	2,92	2,90	1.457,920	26.999,54	2.426,970	22,25
Funilândia (Município) (312720)	1.210	607	3,22	3,38	41,010	10.514,53	199,800	19,52
Governador Valadares (Município) (312770)	83.842	81.016	3,16	3,14	5.610,370	21.174,42	2.342,330	113,12
Guaxupé (Município) (312870)	16.023	15.179	3,10	3,07	2.184,940	44.038,85	286,400	173,23
Ibirité (Município) (312980)	47.428	47.429	3,39	3,39	2.253,310	14.000,68	72,570	2.217,67
Igarapé (Município) (313010)	10.670	9.941	3,34	3,36	1.199,230	33.667,45	110,940	321,07
Inhaúma (Município) (313100)	1.696	1.215	3,42	3,49	102,660	17.687,92	245,000	23,69
Ipatinga (Município) (313130)	74.772	74.230	3,23	3,22	12.263,930	50.774,12	164,880	1.464,90
Itabira (Município) (313170)	32.524	30.291	3,40	3,40	7.922,640	71.592,49	1.253,700	88,27
Itabirito (Município) (313190)	13.581	13.019	3,39	3,39	3.787,350	82.281,80	542,610	84,83
Itaguara (Município) (313220)	4.093	3.081	3,04	3,11	211,010	16.941,82	410,470	30,34
Itajubá (Município) (313240)	28.643	26.322	3,18	3,16	3.140,930	34.455,46	294,840	309,19
Itatiaiuçu (Município) (313370)	3.154	1.935	3,18	3,25	2.293,680	228.522,08	295,150	34,01
Itaúna (Município) (313380)	27.372	25.744	3,15	3,15	2.931,440	34.037,45	495,770	173,72
Ituiutaba (Município) (313420)	33.251	31.781	2,94	2,95	2.909,470	29.751,61	2.598,050	37,64
Jaboticatubas (Município) (313460)	5.543	3.452	3,14	3,16	174,890	10.044,99	1.114,970	15,62
Janaúba (Município) (313510)	18.891	17.169	3,56	3,55	857,550	12.761,33	2.181,320	30,81
Januária (Município) (313520)	17.866	11.625	3,67	3,56	552,310	8.418,57	6.661,590	9,85
João Monlevade (Município) (313620)	22.731	22.687	3,26	3,25	3.006,010	40.543,98	99,160	747,72
Nova União (Município) (313660)	1.722	884	3,23	3,25	64,680	11.622,55	172,130	32,33
Juatuba (Município) (313665)	6.995	6.876	3,24	3,24	1.226,110	54.135,39	97,170	233,08
Juiz de Fora (Município) (313670)	174.908	173.399	2,98	2,97	15.821,640	30.378,86	1.435,750	362,75
Lagoa da Prata (Município) (313720)	14.385	14.039	3,24	3,24	1.287,950	27.674,65	439,980	105,77
Lagoa Santa (Município) (313760)	16.138	15.023	3,32	3,33	1.654,430	30.840,34	229,410	233,84
Lavras (Município) (313820)	29.733	28.430	3,14	3,12	2.479,170	26.591,67	564,740	165,09
Leopoldina (Município) (313840)	16.922	15.223	3,03	3,01	969,890	18.939,42	943,080	54,30
Manhuaçu (Município) (313940)	24.821	20.581	3,24	3,19	2.178,480	27.051,75	628,320	128,17
Mariana (Município) (314000)	16.275	14.470	3,37	3,33	8.629,270	157.479,85	1.194,210	45,88
Mário Campos (Município) (314015)	3.969	3.731	3,38	3,39	132,230	9.870,90	35,200	380,61
Mateus Leme (Município) (314070)	8.781	7.748	3,20	3,22	667,920	23.734,61	301,380	93,37
Matozinhos (Município) (314110)	10.123	9.228	3,39	3,38	1.120,540	32.673,64	252,280	135,94
Moeda (Município) (314230)	1.521	619	3,09	2,90	53,010	11.264,45	155,110	30,34
Montes Claros (Município) (314330)	106.784	101.416	3,43	3,44	8.236,270	22.495,18	3.568,940	102,59
Muriaé (Município) (314390)	33.648	31.260	3,01	3,00	2.063,890	20.347,77	841,690	120,51
Nova Lima (Município) (314480)	24.822	24.349	3,31	3,31	10.542,080	128.135,41	429,000	191,78
Nova Serrana (Município) (314520)	22.550	21.294	3,39	3,40	1.818,970	23.782,97	282,470	270,76
Ouro Preto (Município) (314610)	20.883	18.267	3,38	3,36	8.272,760	117.196,16	1.245,870	56,66
Paracatu (Município) (314700)	24.472	21.182	3,49	3,51	3.206,890	37.530,31	8.229,600	10,38
Pará de Minas (Município) (314710)	26.133	24.868	3,26	3,23	2.600,580	30.567,78	551,250	154,33
Passos (Município) (314790)	34.121	32.485	3,14	3,12	2.460,100	22.994,42	1.338,070	79,96
Patos de Minas (Município) (314800)	46.836	43.026	2,99	2,99	3.532,070	25.256,34	3.190,190	43,84
Patrocínio (Município) (314810)	26.052	22.937	3,19	3,20	2.384,150	28.659,77	2.874,340	28,94
Pedro Leopoldo (Município) (314930)	17.981	15.384	3,29	3,27	2.071,690	34.987,04	292,950	202,13
Pirapora (Município) (315120)	15.536	15.288	3,45	3,44	2.082,050	38.841,41	549,510	97,55
Poços de Caldas (Município) (315180)	51.766	50.764	2,97	2,95	6.413,090	41.717,67	546,670	281,20
Ponte Nova (Município) (315210)	18.116	16.458	3,18	3,12	1.532,910	26.635,61	470,640	122,28
Pouso Alegre (Município) (315250)	41.458	38.103	3,19	3,18	5.412,690	40.867,49	542,800	244,00
Prudente de Morais (Município) (315360)	2.769	2.658	3,49	3,50	128,700	13.301,41	124,190	77,91
Raposos (Município) (315390)	4.487	4.260	3,44	3,43	116,420	7.548,76	72,230	213,53
Ribeirão das Neves (Município) (315460)	87.323	86.872	3,43	3,43	3.040,280	10.143,42	155,450	1.928,09
Rio Acima (Município) (315480)	2.697	2.349	3,41	3,42	293,460	31.898,26	229,810	40,03
Rio Manso (Município) (315530)	1.740	912	3,06	3,11	76,250	14.320,18	231,540	23,00
Sabará (Município) (315670)	37.396	36.479	3,40	3,40	2.354,800	18.527,61	302,420	420,27
Santa Bárbara (Município) (315720)	8.207	7.297	3,43	3,43	609,320	21.637,69	684,060	41,17
Santa Luzia (Município) (315780)	59.816	59.812	3,42	3,41	3.660,570	17.915,25	235,080	869,20
São Francisco (Município) (316110)	13.866	9.064	3,89	3,79	415,200	7.687,93	3.308,100	16,33
São João del Rei (Município) (316250)	28.009	26.667	3,03	3,01	1.826,560	21.509,44	1.452,000	58,48
São Joaquim de Bicas (Município) (316292)	6.978	5.504	3,74	3,45	634,040	24.289,17	71,760	363,78
São José da Lapa (Município) (316295)	5.798	3.372	3,48	3,44	658,610	32.656,34	47,930	420,78
São José da Varginha (Município) (316310)	1.339	775	3,19	3,11	109,260	25.570,70	205,500	20,79
São Sebastião do Paraíso (Município) (316470)	21.262	19.764	3,08	3,06	1.677,100	25.608,14	814,930	80,36
Sarzedo (Município) (316553)	7.530	7.467	3,52	3,51	887,960	33.545,80	62,130	426,01
Sete Lagoas (Município) (316720)	64.780	63.332	3,34	3,33	9.658,190	44.631,18	536,640	403,25
Taquaraçu de Minas (Município) (316830)	1.193	567	3,20	3,11	60,030	15.723,99	329,290	11,59
Teófilo Otoni (Município) (316860)	41.491	34.318	3,26	3,22	2.424,690	17.940,23	3.242,270	41,68
Timóteo (Município) (316870)	25.152	25.173	3,26	3,25	3.285,720	40.073,13	144,380	567,89
Três Corações (Município) (316930)	22.111	20.338	3,32	3,26	2.528,460	34.476,40	828,040	88,57
Três Pontas (Município) (316940)	16.457	14.273	3,29	3,26	1.211,720	22.406,80	689,790	78,40
Ubá (Município) (316990)	32.994	31.866	3,12	3,10	3.124,400	30.398,33	407,450	252,26
Uberaba (Município) (317010)	99.403	97.317	3,01	3,01	12.255,300	40.938,21	4.523,960	66,17
Uberlândia (Município) (317020)	201.095	196.376	3,04	3,03	29.490,300	48.194,32	4.115,210	148,69
Unaí (Município) (317040)	24.943	20.128	3,13	3,12	2.613,730	33.447,65	8.448,080	9,25
Varginha (Município) (317070)	38.504	37.418	3,22	3,21	5.350,430	43.092,33	395,400	314,02
Vespasiano (Município) (317120)	30.562	30.634	3,49	3,48	3.179,660	29.804,22	71,080	1.500,91
Viçosa (Município) (317130)	23.310	21.876	3,12	3,10	1.391,380	19.116,04	299,420	243,09
Aracruz (Município) (320060)	24.593	21.721	3,38	3,34	7.983,980	96.016,64	1.423,870	58,40
Cachoeiro de Itapemirim (Município) (320120)	61.359	56.670	3,11	3,08	5.247,410	27.467,31	864,580	220,96
Cariacica (Município) (320130)	111.270	108.191	3,15	3,14	9.398,280	26.805,11	279,720	1.253,46
Colatina (Município) (320150)	37.310	33.054	3,01	2,99	3.273,150	29.112,24	1.416,800	79,36
Fundão (Município) (320220)	5.518	4.687	3,14	3,12	681,070	39.291,10	288,720	60,04
Guarapari (Município) (320240)	34.492	33.020	3,09	3,08	2.115,790	19.851,14	591,820	180,10
Linhares (Município) (320320)	43.422	37.638	3,30	3,28	6.737,640	46.949,26	3.496,560	41,04
São Mateus (Município) (320490)	33.932	26.680	3,26	3,21	2.160,680	19.561,80	2.345,730	47,09
Serra (Município) (320500)	128.895	128.641	3,23	3,21	21.324,410	51.257,02	547,640	759,68
Viana (Município) (320510)	19.716	18.453	3,34	3,28	1.616,360	24.531,93	312,280	210,99
Vila Velha (Município) (320520)	138.588	138.508	3,03	3,02	13.069,070	31.127,66	209,970	1.999,64
Vitória (Município) (320530)	112.095	112.095	2,95	2,95	36.882,050	111.585,92	96,540	3.423,86
Angra dos Reis (Município) (330010)	54.995	53.098	3,15	3,15	10.235,740	59.039,86	825,080	210,12
Araruama (Município) (330020)	36.829	35.259	3,10	3,08	2.333,690	20.426,15	638,480	178,94
Barra do Piraí (Município) (330030)	31.600	30.704	3,01	3,01	2.225,760	23.365,09	584,610	162,95
Barra Mansa (Município) (330040)	58.057	57.546	3,07	3,07	5.406,470	30.312,96	547,130	325,98
Belford Roxo (Município) (330045)	149.531	149.555	3,16	3,16	7.658,070	16.224,44	78,990	5.975,92
Cabo Frio (Município) (330070)	61.088	46.685	3,12	3,08	19.022,600	99.705,96	413,650	461,23
Cachoeiras de Macacu (Município) (330080)	18.321	15.924	2,99	2,97	1.342,800	24.542,55	954,750	57,31
Campos dos Goytacazes (Município) (330100)	146.350	132.185	3,20	3,20	76.958,800	164.411,31	4.032,440	116,08
Duque de Caxias (Município) (330170)	276.591	275.691	3,11	3,11	33.538,200	38.945,47	467,270	1.842,95
Guapimirim (Município) (330185)	16.163	15.633	3,25	3,25	920,440	17.524,87	358,350	146,57
Itaboraí (Município) (330190)	71.311	70.497	3,09	3,09	4.454,660	20.216,13	430,590	511,74
Itaguaí (Município) (330200)	34.827	33.267	3,19	3,19	7.875,260	70.839,20	273,370	406,67
Itaperuna (Município) (330220)	32.768	30.217	2,95	2,95	2.340,620	24.244,54	1.106,170	87,28
Japeri (Município) (330227)	29.162	29.166	3,31	3,31	1.127,090	11.688,18	81,700	1.180,34
Macaé (Município) (330240)	68.729	67.382	3,09	3,09	21.968,390	103.413,28	1.215,290	174,80
Magé (Município) (330250)	72.298	68.547	3,17	3,16	3.882,590	16.956,62	393,910	581,27
Maricá (Município) (330270)	43.962	43.330	2,99	2,98	4.953,170	37.708,30	362,000	362,86
Mesquita (Município) (330285)	54.496	54.505	3,10	3,10	2.203,070	13.038,56	41,490	4.072,45
Nilópolis (Município) (330320)	51.849	51.857	3,04	3,04	2.707,370	17.166,75	19,390	8.132,32
Niterói (Município) (330330)	173.768	173.796	2,82	2,82	23.145,090	47.261,88	134,070	3.652,61
Nova Friburgo (Município) (330340)	65.259	57.446	2,80	2,78	4.579,640	25.059,86	935,430	195,36
Nova Iguaçu (Município) (330350)	254.783	252.128	3,14	3,13	16.782,520	21.003,17	520,810	1.534,25
Paracambi (Município) (330360)	15.876	13.725	3,00	3,07	741,550	15.567,29	190,950	249,46
Petrópolis (Município) (330390)	98.872	94.200	3,00	2,99	14.008,090	47.234,45	791,140	374,86
Queimados (Município) (330414)	43.341	43.349	3,21	3,21	3.493,260	25.097,43	75,700	1.838,65
Resende (Município) (330420)	39.784	37.384	3,04	3,03	9.079,420	75.074,99	1.099,340	110,01
Rio Bonito (Município) (330430)	17.637	13.499	3,18	3,08	1.828,540	32.652,00	459,460	121,88
Rio das Ostras (Município) (330452)	35.645	33.846	3,11	3,10	18.877,300	170.078,02	228,110	486,56
Rio de Janeiro (Município) (330455)	2.192.563	2.192.563	2,90	2,90	346.235,900	54.474,30	1.200,180	5.295,84
São Gonçalo (Município) (330490)	334.616	334.406	3,01	3,01	17.236,510	17.098,61	248,320	4.059,56
São João de Meriti (Município) (330510)	151.346	151.370	3,04	3,03	10.397,450	22.633,72	35,220	13.044,61
São Pedro da Aldeia (Município) (330520)	28.499	26.743	3,15	3,14	1.620,010	18.052,46	332,920	269,55
Saquarema (Município) (330550)	23.750	22.554	3,20	3,19	2.214,720	29.177,20	352,800	215,15
Seropédica (Município) (330555)	24.929	20.685	3,18	3,15	1.517,430	19.164,55	283,630	279,16
Tanguá (Município) (330575)	9.918	8.833	3,13	3,14	638,280	20.529,40	142,530	218,14
Teresópolis (Município) (330580)	55.213	49.631	3,00	2,98	4.938,220	29.799,32	773,340	214,29
Três Rios (Município) (330600)	24.763	24.083	3,14	3,14	2.941,890	37.788,71	322,840	241,14
Valença (Município) (330610)	23.796	20.698	3,04	3,02	1.614,220	22.336,57	1.300,770	55,56
Volta Redonda (Município) (330630)	86.547	86.522	2,99	2,99	14.575,500	56.273,45	182,110	1.422,32
Americana (Município) (350160)	69.650	69.362	3,06	3,05	12.995,490	61.071,60	133,910	1.589,04
Amparo (Município) (350190)	21.143	16.971	3,13	3,07	4.313,610	65.115,04	445,320	148,76
Andradina (Município) (350210)	18.626	17.377	2,97	2,97	2.611,440	47.182,25	964,230	57,40
Araçatuba (Município) (350280)	62.448	61.274	2,92	2,92	6.953,820	38.097,69	1.167,130	156,39
Araraquara (Município) (350320)	70.748	68.964	2,98	2,97	9.225,040	43.788,44	1.003,630	209,91
Araras (Município) (350330)	37.389	35.474	3,21	3,20	5.536,640	46.150,99	644,830	186,05
Artur Nogueira (Município) (350380)	13.869	12.535	3,25	3,25	998,620	22.178,82	178,030	252,92
Arujá (Município) (350390)	22.054	21.204	3,45	3,45	3.256,060	42.779,88	96,170	791,46
Assis (Município) (350400)	32.142	31.227	2,98	2,93	2.869,050	29.964,01	460,610	207,88
Atibaia (Município) (350410)	39.484	36.146	3,24	3,22	6.463,390	50.582,94	478,520	267,03
Avaré (Município) (350450)	27.006	25.859	3,09	3,09	2.207,040	26.453,76	1.213,060	68,78
Barretos (Município) (350550)	37.226	36.035	3,03	3,03	4.136,730	36.695,88	1.566,160	71,98
Barueri (Município) (350570)	73.841	73.844	3,29	3,29	51.976,910	213.683,95	65,700	3.702,26
Batatais (Município) (350590)	18.257	16.230	3,12	3,10	1.994,510	35.060,21	849,530	66,96
Bauru (Município) (350600)	113.065	112.270	3,06	3,03	13.736,770	39.692,82	667,680	518,32
Bebedouro (Município) (350610)	24.427	23.321	3,07	3,07	2.607,750	34.745,89	683,190	109,85
Bertioga (Município) (350635)	15.032	14.793	3,26	3,26	2.399,640	48.975,21	491,550	99,68
Birigui (Município) (350650)	36.671	35.678	3,00	2,99	3.155,460	28.728,83	530,030	207,23
Biritiba-Mirim (Município) (350660)	8.644	7.414	3,34	3,34	554,800	19.212,63	317,410	90,98
Boituva (Município) (350700)	15.163	14.310	3,26	3,25	2.774,590	56.182,80	248,950	198,37
Botucatu (Município) (350750)	42.282	40.838	3,05	3,04	5.020,460	38.982,05	1.482,640	86,86
Bragança Paulista (Município) (350760)	46.073	44.719	3,22	3,22	5.658,810	38.129,33	512,580	289,53
Caçapava (Município) (350850)	25.548	21.963	3,34	3,33	4.778,450	55.944,59	368,990	231,48
Caieiras (Município) (350900)	26.139	25.545	3,36	3,35	3.080,280	35.121,30	97,640	898,22
Cajamar (Município) (350920)	19.819	19.434	3,29	3,28	9.353,840	143.598,09	131,390	495,78
Campinas (Município) (350950)	358.438	353.048	3,04	3,04	67.286,790	61.709,15	794,570	1.372,30
Campo Limpo Paulista (Município) (350960)	22.657	22.658	3,30	3,30	2.075,630	27.723,45	79,400	942,90
Campos do Jordão (Município) (350970)	14.726	14.641	3,26	3,26	1.146,300	23.850,96	290,520	165,43
Capivari (Município) (351040)	14.419	13.748	3,41	3,38	1.987,830	40.467,23	322,880	152,14
Caraguatatuba (Município) (351050)	32.924	31.644	3,11	3,11	2.760,240	26.923,09	484,950	211,41
Carapicuíba (Município) (351060)	111.749	111.753	3,32	3,32	5.158,370	13.885,19	34,550	10.753,84
Catanduva (Município) (351110)	38.431	38.150	2,95	2,95	4.333,780	38.231,59	290,600	390,08
Cosmópolis (Município) (351280)	18.354	17.104	3,27	3,25	1.416,730	23.636,55	154,670	387,53
Cotia (Município) (351300)	60.763	60.765	3,38	3,38	12.022,420	58.601,95	323,990	633,20
Cruzeiro (Município) (351340)	23.795	23.189	3,25	3,25	2.483,530	32.123,50	305,700	252,90
Cubatão (Município) (351350)	37.529	37.531	3,18	3,18	11.077,200	92.680,68	142,880	836,51
Diadema (Município) (351380)	120.700	120.705	3,22	3,22	17.590,640	45.269,49	30,730	12.644,02
Embu das Artes (Município) (351500)	70.195	70.198	3,46	3,46	7.808,430	32.169,19	70,400	3.447,97
Embu-Guaçu (Município) (351510)	18.645	18.125	3,39	3,39	1.069,240	16.913,26	155,640	406,18
Fernandópolis (Município) (351550)	22.474	21.776	2,89	2,89	1.806,720	27.825,15	549,800	118,10
Ferraz de Vasconcelos (Município) (351570)	49.786	47.691	3,42	3,41	3.549,630	20.843,77	29,560	5.760,28
Franca (Município) (351620)	100.614	98.901	3,19	3,19	8.888,520	27.689,06	605,680	530,00
Francisco Morato (Município) (351630)	45.217	45.134	3,45	3,45	1.523,080	9.759,33	49,000	3.184,91
Franco da Rocha (Município) (351640)	37.307	36.482	3,58	3,37	2.701,180	20.247,64	132,780	1.004,76
Guararema (Município) (351830)	7.989	6.841	3,27	3,29	1.881,780	71.969,08	270,820	96,55
Guaratinguetá (Município) (351840)	35.171	33.520	3,20	3,20	4.668,740	41.435,49	752,640	149,71
Guarujá (Município) (351870)	87.467	87.457	3,35	3,35	7.530,980	25.725,47	144,790	2.021,80
Guarulhos (Município) (351880)	370.998	371.013	3,32	3,32	58.944,710	47.789,03	318,680	3.870,51
Hortolândia (Município) (351907)	56.999	57.001	3,43	3,43	13.737,180	70.167,82	62,420	3.136,63
Ibitinga (Município) (351960)	17.310	16.578	3,10	3,11	1.470,860	27.410,70	689,390	77,84
Ibiúna (Município) (351970)	22.050	7.700	3,25	3,26	1.327,260	18.500,49	1.058,080	67,80
Indaiatuba (Município) (352050)	63.085	62.510	3,26	3,26	12.272,090	59.628,83	311,550	660,60
Itanhaém (Município) (352210)	29.099	28.817	3,03	3,03	1.448,510	16.420,36	601,710	146,61
Itapecerica da Serra (Município) (352220)	44.028	43.615	3,51	3,51	3.919,720	25.391,06	150,740	1.024,09
Itapetininga (Município) (352230)	43.577	40.396	3,35	3,28	4.489,760	30.789,31	1.789,350	81,49
Itapeva (Município) (352240)	27.393	23.257	3,22	3,19	2.003,080	22.728,96	1.826,260	48,26
Itapevi (Município) (352250)	59.248	59.251	3,44	3,44	8.923,030	43.802,17	82,660	2.464,52
Itapira (Município) (352260)	21.802	20.321	3,16	3,15	3.283,720	47.635,68	518,420	132,97
Itaquaquecetuba (Município) (352310)	92.269	92.273	3,53	3,53	5.563,120	17.090,06	82,620	3.939,85
Itararé (Município) (352320)	15.593	14.378	3,08	3,09	805,630	16.770,08	1.003,860	47,86
Itatiba (Município) (352340)	32.059	27.176	3,21	3,20	5.725,160	55.568,98	322,280	319,69
Itu (Município) (352390)	47.878	44.896	3,25	3,24	8.451,460	54.319,15	640,720	242,84
