Localidade	"População total
(pessoas) (IBGE)"	"População das cidades declarantes do SNIS
(pessoas) (SNIS)"	"População urbana total
(pessoas) (SNIS)"	"Área do município
(km²) (IBGE)"	"População total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"População urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"Parcela da população urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"	"Parcela da população total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"
Catu (Município) (290750)	55.021	55.021	46.056	433,190	55.021	46.056	100,0%	100,0%
Conceição do Coité (Município) (290840)	67.126	67.126	39.252	1.015,250	65.580	37.706	96,1%	97,7%
Cruz das Almas (Município) (290980)	63.299	63.299	53.880	139,120	63.299	53.880	100,0%	100,0%
Dias d'Ávila (Município) (291005)	75.103	75.103	70.619	184,230	48.601	44.117	62,5%	64,7%
Euclides da Cunha (Município) (291070)	60.558	60.558	29.495	1.992,640	54.064	23.001	78,0%	89,3%
Eunápolis (Município) (291072)	110.803	110.803	103.302	1.425,970	102.410	94.909	91,9%	92,4%
Feira de Santana (Município) (291080)	606.139	606.139	556.041	1.304,430	309.107	259.009	46,6%	51,0%
Guanambi (Município) (291170)	84.645	84.645	67.178	1.272,370	52.207	34.740	51,7%	61,7%
Ilhéus (Município) (291360)	184.616	184.616	155.601	1.584,690	99.002	69.987	45,0%	53,6%
Ipirá (Município) (291400)	62.253	62.253	30.432	3.105,280	58.990	27.169	89,3%	94,8%
Irecê (Município) (291460)	72.041	72.041	66.422	319,170	61.411	55.792	84,0%	85,2%
Itaberaba (Município) (291470)	65.806	65.806	51.769	2.386,390	60.889	46.852	90,5%	92,5%
Itabuna (Município) (291480)	218.124	218.124	212.770	401,030	70.236	66.560	31,3%	32,2%
Itamaraju (Município) (291560)	67.128	67.128	52.989	2.360,290	36.259	22.120	41,7%	54,0%
Itaparica (Município) (291610)	22.329	22.329	22.329	118,040	14.083	14.083	63,1%	63,1%
Itapetinga (Município) (291640)	74.652	74.652	72.468	1.651,150	10.731	10.947	15,1%	14,4%
Jacobina (Município) (291750)	84.328	84.328	59.450	2.192,910	82.041	57.163	96,2%	97,3%
Jaguaquara (Município) (291760)	54.902	54.902	41.813	924,740	42.236	29.147	69,7%	76,9%
Jequié (Município) (291800)	161.391	161.391	148.142	2.969,030	29.701	16.452	11,1%	18,4%
Juazeiro (Município) (291840)	214.748	214.748	174.405	6.721,200	71.348	36.669	21,0%	33,2%
Lauro de Freitas (Município) (291920)	184.383	184.383	184.383	57,660	116.399	116.399	63,1%	63,1%
Luís Eduardo Magalhães (Município) (291955)	73.061	73.061	66.711	3.940,540	73.061	66.711	100,0%	100,0%
Madre de Deus (Município) (291992)	19.600	19.600	19.011	32,200	3.651	3.062	16,1%	18,6%
Mata de São João (Município) (292100)	44.538	44.538	33.057	604,290	33.710	22.229	67,2%	75,7%
Paulo Afonso (Município) (292400)	117.377	117.377	101.143	1.545,190	111.821	95.587	94,5%	95,3%
Pojuca (Município) (292520)	36.551	36.551	31.369	308,700	36.551	31.369	100,0%	100,0%
Porto Seguro (Município) (292530)	141.006	141.006	115.621	2.287,090	55.991	30.606	26,5%	39,7%
Ribeira do Pombal (Município) (292660)	50.805	50.805	31.814	1.177,450	50.805	31.814	100,0%	100,0%
Salvador (Município) (292740)	2.883.682	2.883.682	2.882.892	692,820	643.143	643.143	22,3%	22,3%
Santo Amaro (Município) (292860)	61.407	61.407	47.560	489,320	37.428	23.581	49,6%	61,0%
Santo Antônio de Jesus (Município) (292870)	99.407	99.407	86.639	261,740	88.525	75.757	87,4%	89,1%
Santo Estêvão (Município) (292880)	52.186	52.186	30.180	360,330	51.733	29.727	98,5%	99,1%
São Francisco do Conde (Município) (292920)	36.677	36.677	30.275	269,610	25.512	19.110	63,1%	69,6%
São Sebastião do Passé (Município) (292950)	45.090	45.090	35.419	536,580	45.090	35.419	100,0%	100,0%
Senhor do Bonfim (Município) (293010)	80.258	80.258	62.083	789,360	63.372	45.197	72,8%	79,0%
Serrinha (Município) (293050)	82.157	82.157	50.504	583,310	74.168	42.515	84,2%	90,3%
Simões Filho (Município) (293070)	129.964	129.964	116.493	201,580	104.509	91.038	78,1%	80,4%
Teixeira de Freitas (Município) (293135)	153.385	153.385	143.320	1.165,620	140.178	130.113	90,8%	91,4%
Tucano (Município) (293190)	55.923	55.923	23.426	2.185,010	45.384	12.887	55,0%	81,2%
Valença (Município) (293290)	96.287	96.287	69.895	1.124,660	29.055	11.184	16,0%	30,2%
Vera Cruz (Município) (293320)	41.524	41.524	38.956	299,730	36.715	34.147	87,7%	88,4%
Vitória da Conquista (Município) (293330)	336.987	336.987	301.707	3.705,840	125.260	89.980	29,8%	37,2%
Alfenas (Município) (310160)	77.618	77.618	72.780	850,450	4.838	0	0,0%	6,2%
Araguari (Município) (310350)	114.970	114.970	107.412	2.729,510	0	0	0,0%	0,0%
Araxá (Município) (310400)	99.986	99.986	98.504	1.164,060	1.482	0	0,0%	1,5%
Baldim (Município) (310500)	8.093	8.093	5.182	556,270	3.015	104	2,0%	37,3%
Barão de Cocais (Município) (310540)	30.501	30.501	27.653	340,590	1.981	1.553	5,6%	6,5%
Barbacena (Município) (310560)	132.980	132.980	121.696	759,190	33.961	22.677	18,6%	25,5%
Belo Horizonte (Município) (310620)	2.479.165	2.479.165	2.479.165	331,400	0	0	0,0%	0,0%
Belo Vale (Município) (310640)	7.789	7.789	3.406	365,920	7.789	3.406	100,0%	100,0%
Betim (Município) (310670)	406.474	406.474	403.509	343,860	27.761	24.796	6,1%	6,8%
Bom Despacho (Município) (310740)	48.350	48.350	45.530	1.213,550	2.820	0	0,0%	5,8%
Bonfim (Município) (310810)	7.012	7.012	3.427	301,870	3.585	0	0,0%	51,1%
Brumadinho (Município) (310900)	36.748	36.748	30.982	639,430	13.270	7.504	24,2%	36,1%
Caeté (Município) (311000)	43.036	43.036	37.424	542,530	2.775	2.438	6,5%	6,4%
Campo Belo (Município) (311120)	53.656	53.656	50.618	528,230	1.756	0	0,0%	3,3%
Capim Branco (Município) (311250)	9.382	9.382	8.546	95,330	8.649	7.813	91,4%	92,2%
Caratinga (Município) (311340)	89.578	89.578	74.061	1.258,480	24.293	8.776	11,8%	27,1%
Cataguases (Município) (311530)	73.232	73.232	70.107	491,770	11.033	7.908	11,3%	15,1%
Confins (Município) (311787)	6.336	6.336	6.336	42,360	6.336	6.336	100,0%	100,0%
Congonhas (Município) (311800)	51.709	51.709	50.342	304,070	8.928	7.561	15,0%	17,3%
Conselheiro Lafaiete (Município) (311830)	123.275	123.275	117.724	370,250	5.551	0	0,0%	4,5%
Contagem (Município) (311860)	637.961	637.961	635.802	195,050	8.669	6.510	1,0%	1,4%
Coronel Fabriciano (Município) (311940)	108.302	108.302	106.945	221,250	1.357	0	0,0%	1,3%
Curvelo (Município) (312090)	77.824	77.824	70.655	3.296,200	8.447	1.278	1,8%	10,9%
Divinópolis (Município) (312230)	226.345	226.345	220.501	708,120	5.844	0	0,0%	2,6%
Esmeraldas (Município) (312410)	65.224	65.224	60.835	909,680	55.567	51.178	84,1%	85,2%
Florestal (Município) (312600)	7.026	7.026	5.859	194,240	7.026	5.859	100,0%	100,0%
Formiga (Município) (312610)	67.617	67.617	61.760	1.501,920	3.874	1.841	3,0%	5,7%
Fortuna de Minas (Município) (312640)	2.850	2.850	1.965	198,710	1.079	194	9,9%	37,9%
Frutal (Município) (312710)	56.720	56.720	48.892	2.426,970	7.828	0	0,0%	13,8%
Funilândia (Município) (312720)	4.108	4.108	2.162	199,800	2.682	736	34,0%	65,3%
Governador Valadares (Município) (312770)	275.568	275.568	264.711	2.342,330	7.115	6.110	2,3%	2,6%
Guaxupé (Município) (312870)	51.488	51.488	48.415	286,400	3.073	0	0,0%	6,0%
Ibirité (Município) (312980)	169.908	169.908	169.519	72,570	28.282	27.893	16,5%	16,6%
Igarapé (Município) (313010)	38.285	38.285	35.879	110,940	9.630	7.224	20,1%	25,2%
Inhaúma (Município) (313100)	6.068	6.068	4.431	245,000	4.048	2.411	54,4%	66,7%
Ipatinga (Município) (313130)	253.098	253.098	250.456	164,880	2.642	0	0,0%	1,0%
Itabira (Município) (313170)	115.817	115.817	107.940	1.253,700	15.374	10.770	10,0%	13,3%
Itabirito (Município) (313190)	48.614	48.614	46.600	542,610	11.334	9.320	20,0%	23,3%
Itaguara (Município) (313220)	12.999	12.999	10.009	410,470	2.546	414	4,1%	19,6%
Itajubá (Município) (313240)	94.940	94.940	86.673	294,840	8.267	0	0,0%	8,7%
Itatiaiuçu (Município) (313370)	10.563	10.563	6.619	295,150	10.563	6.619	100,0%	100,0%
Itaúna (Município) (313380)	90.084	90.084	84.801	495,770	3.331	1.826	2,2%	3,7%
Ituiutaba (Município) (313420)	102.020	102.020	97.772	2.598,050	4.443	195	0,2%	4,4%
Jaboticatubas (Município) (313460)	18.508	18.508	11.601	1.114,970	10.967	4.060	35,0%	59,3%
Janaúba (Município) (313510)	70.041	70.041	63.506	2.181,320	53.532	46.997	74,0%	76,4%
Januária (Município) (313520)	67.875	67.875	42.845	6.661,590	58.367	33.337	77,8%	86,0%
João Monlevade (Município) (313620)	77.474	77.474	77.124	99,160	0	0	0,0%	0,0%
Nova União (Município) (313660)	5.752	5.752	2.974	172,130	5.752	2.974	100,0%	100,0%
Juatuba (Município) (313665)	24.255	24.255	23.845	97,170	10.932	10.522	44,1%	45,1%
Juiz de Fora (Município) (313670)	545.942	545.942	539.735	1.435,750	15.647	9.440	1,7%	2,9%
Lagoa da Prata (Município) (313720)	49.089	49.089	47.972	439,980	1.297	480	1,0%	2,6%
Lagoa Santa (Município) (313760)	57.589	57.589	53.673	229,410	30.856	26.940	50,2%	53,6%
Lavras (Município) (313820)	98.172	98.172	93.547	564,740	4.625	0	0,0%	4,7%
Leopoldina (Município) (313840)	52.915	52.915	47.300	943,080	52.915	47.300	100,0%	100,0%
Manhuaçu (Município) (313940)	84.934	84.934	69.206	628,320	8.134	3.588	5,2%	9,6%
Mariana (Município) (314000)	57.639	57.639	50.647	1.194,210	20.174	15.194	30,0%	35,0%
Mário Campos (Município) (314015)	14.222	14.222	13.431	35,200	8.927	8.136	60,6%	62,8%
Mateus Leme (Município) (314070)	29.578	29.578	26.205	301,380	8.892	5.519	21,1%	30,1%
Matozinhos (Município) (314110)	36.031	36.031	32.765	252,280	8.818	5.552	16,9%	24,5%
Moeda (Município) (314230)	4.883	4.883	1.863	155,110	4.883	1.863	100,0%	100,0%
Montes Claros (Município) (314330)	385.898	385.898	367.251	3.568,940	18.647	0	0,0%	4,8%
Muriaé (Município) (314390)	105.861	105.861	97.940	841,690	0	0	0,0%	0,0%
Nova Lima (Município) (314480)	87.391	87.391	85.486	429,000	67.355	65.450	76,6%	77,1%
Nova Serrana (Município) (314520)	84.550	84.550	79.956	282,470	4.594	0	0,0%	5,4%
Ouro Preto (Município) (314610)	73.349	73.349	63.788	1.245,870	26.225	21.156	33,2%	35,8%
Paracatu (Município) (314700)	89.530	89.530	77.962	8.229,600	11.568	0	0,0%	12,9%
Pará de Minas (Município) (314710)	89.418	89.418	84.517	551,250	4.901	0	0,0%	5,5%
Passos (Município) (314790)	111.651	111.651	105.928	1.338,070	6.676	953	0,9%	6,0%
Patos de Minas (Município) (314800)	146.416	146.416	134.820	3.190,190	11.596	0	0,0%	7,9%
Patrocínio (Município) (314810)	87.178	87.178	76.911	2.874,340	10.932	665	0,9%	12,5%
Pedro Leopoldo (Município) (314930)	61.975	61.975	52.704	292,950	18.259	8.988	17,1%	29,5%
Pirapora (Município) (315120)	55.704	55.704	54.678	549,510	34.927	33.901	62,0%	62,7%
Poços de Caldas (Município) (315180)	161.025	161.025	157.103	546,670	323	0	0,0%	0,2%
Ponte Nova (Município) (315210)	59.614	59.614	53.169	470,640	2.981	2.659	5,0%	5,0%
Pouso Alegre (Município) (315250)	140.223	140.223	128.387	542,800	11.836	0	0,0%	8,4%
Prudente de Morais (Município) (315360)	10.181	10.181	9.783	124,190	7.851	7.453	76,2%	77,1%
Raposos (Município) (315390)	16.055	16.055	15.228	72,230	1.787	960	6,3%	11,1%
Ribeirão das Neves (Município) (315460)	315.819	315.819	313.513	155,450	36.237	33.931	10,8%	11,5%
Rio Acima (Município) (315480)	9.704	9.704	8.481	229,810	655	381	4,5%	6,7%
Rio Manso (Município) (315530)	5.585	5.585	2.975	231,540	5.585	2.975	100,0%	100,0%
Sabará (Município) (315670)	132.636	132.636	129.290	302,420	12.290	8.944	6,9%	9,3%
Santa Bárbara (Município) (315720)	29.595	29.595	26.323	684,060	3.551	279	1,1%	12,0%
Santa Luzia (Município) (315780)	213.345	213.345	212.752	235,080	22.104	21.511	10,1%	10,4%
São Francisco (Município) (316110)	56.003	56.003	35.586	3.308,100	40.492	20.075	56,4%	72,3%
São João del Rei (Município) (316250)	88.405	88.405	83.578	1.452,000	-	-	-	-
São Joaquim de Bicas (Município) (316292)	28.064	28.064	20.439	71,760	16.604	8.979	43,9%	59,2%
São José da Lapa (Município) (316295)	21.538	21.538	12.401	47,930	9.137	0	0,0%	42,4%
São José da Varginha (Município) (316310)	4.556	4.556	2.574	205,500	2.956	1.394	54,2%	64,9%
São Sebastião do Paraíso (Município) (316470)	68.518	68.518	63.217	814,930	5.301	0	0,0%	7,7%
Sarzedo (Município) (316553)	28.625	28.625	28.312	62,130	313	0	0,0%	1,1%
Sete Lagoas (Município) (316720)	227.571	227.571	222.049	536,640	11.379	11.102	5,0%	5,0%
Taquaraçu de Minas (Município) (316830)	3.980	3.980	1.841	329,290	2.950	811	44,1%	74,1%
Teófilo Otoni (Município) (316860)	140.067	140.067	114.424	3.242,270	27.454	1.811	1,6%	19,6%
Timóteo (Município) (316870)	86.014	86.014	85.888	144,380	0	0	0,0%	0,0%
Três Corações (Município) (316930)	76.734	76.734	69.417	828,040	7.317	0	0,0%	9,5%
Três Pontas (Município) (316940)	56.156	56.156	48.253	689,790	7.005	169	0,4%	12,5%
Ubá (Município) (316990)	108.493	108.493	104.343	407,450	4.458	308	0,3%	4,1%
Uberaba (Município) (317010)	315.360	315.360	308.315	4.523,960	6.308	3.084	1,0%	2,0%
Uberlândia (Município) (317020)	646.673	646.673	628.743	4.115,210	17.930	0	0,0%	2,8%
Unaí (Município) (317040)	81.693	81.693	65.646	8.448,080	23.859	7.812	11,9%	29,2%
Varginha (Município) (317070)	130.139	130.139	125.888	395,400	4.251	0	0,0%	3,3%
Vespasiano (Município) (317120)	114.365	114.365	114.365	71,080	17.921	17.921	15,7%	15,7%
Viçosa (Município) (317130)	76.147	76.147	70.965	299,420	10.118	8.516	12,0%	13,3%
Aracruz (Município) (320060)	91.562	91.562	79.947	1.423,870	31.937	20.322	25,4%	34,9%
Cachoeiro de Itapemirim (Município) (320120)	205.213	205.213	187.598	864,580	14.115	2.156	1,1%	6,9%
Cariacica (Município) (320130)	375.974	375.974	364.012	279,720	282.756	270.794	74,4%	75,2%
Colatina (Município) (320150)	120.677	120.677	106.219	1.416,800	23.317	10.622	10,0%	19,3%
Fundão (Município) (320220)	19.177	19.177	16.195	288,720	17.220	14.238	87,9%	89,8%
Guarapari (Município) (320240)	116.278	116.278	111.023	591,820	65.780	60.525	54,5%	56,6%
Linhares (Município) (320320)	157.814	157.814	135.769	3.496,560	60.635	39.292	28,9%	38,4%
São Mateus (Município) (320490)	120.725	120.725	93.611	2.345,730	49.498	38.078	40,7%	41,0%
Serra (Município) (320500)	467.318	467.318	464.101	547,640	260.462	257.245	55,4%	55,7%
Viana (Município) (320510)	72.115	72.115	66.158	312,280	49.017	43.060	65,1%	68,0%
Vila Velha (Município) (320520)	458.489	458.489	456.265	209,970	311.732	309.508	67,8%	68,0%
Vitória (Município) (320530)	348.268	348.268	348.268	96,540	138.014	138.014	39,6%	39,6%
Angra dos Reis (Município) (330010)	181.486	181.486	174.826	825,080	159.052	152.392	87,2%	87,6%
Araruama (Município) (330020)	118.964	118.964	113.099	638,480	42.064	36.799	32,5%	35,4%
Barra do Piraí (Município) (330030)	96.261	96.261	93.396	584,610	17.480	14.615	15,6%	18,2%
Barra Mansa (Município) (330040)	179.472	179.472	177.837	547,130	1.607	1.963	1,1%	0,9%
Belford Roxo (Município) (330045)	477.583	477.583	477.583	78,990	281.771	281.771	59,0%	59,0%
Cabo Frio (Município) (330070)	200.380	200.380	151.163	413,650	85.043	35.826	23,7%	42,4%
Cachoeiras de Macacu (Município) (330080)	55.632	55.632	48.119	954,750	24.632	22.619	47,0%	44,3%
Campos dos Goytacazes (Município) (330100)	477.208	477.208	430.894	4.032,440	156.237	109.923	25,5%	32,7%
Duque de Caxias (Município) (330170)	873.921	873.921	870.947	467,270	485.023	482.049	55,3%	55,5%
Guapimirim (Município) (330185)	54.706	54.706	52.860	358,350	-	-	-	-
Itaboraí (Município) (330190)	225.263	225.263	222.581	430,590	128.670	125.988	56,6%	57,1%
Itaguaí (Município) (330200)	115.542	115.542	110.371	273,370	70.157	64.986	58,9%	60,7%
Itaperuna (Município) (330220)	98.004	98.004	90.362	1.106,170	73.797	66.155	73,2%	75,3%
Japeri (Município) (330227)	98.393	98.393	98.393	81,700	98.393	98.393	100,0%	100,0%
Macaé (Município) (330240)	224.442	224.442	220.241	1.215,290	153.942	152.241	69,1%	68,6%
Magé (Município) (330250)	232.419	232.419	220.062	393,910	133.222	120.865	54,9%	57,3%
Maricá (Município) (330270)	139.552	139.552	137.395	362,000	121.898	119.741	87,2%	87,3%
Mesquita (Município) (330285)	170.185	170.185	170.185	41,490	95.899	95.899	56,3%	56,3%
Nilópolis (Município) (330320)	158.288	158.288	158.288	19,390	316	316	0,2%	0,2%
Niterói (Município) (330330)	494.200	494.200	494.200	134,070	35.583	35.583	7,2%	7,2%
Nova Friburgo (Município) (330340)	184.122	184.122	161.158	935,430	36.484	13.520	8,4%	19,8%
Nova Iguaçu (Município) (330350)	804.815	804.815	796.028	520,810	441.426	432.639	54,3%	54,8%
Paracambi (Município) (330360)	48.705	48.705	43.122	190,950	29.339	23.756	55,1%	60,2%
Petrópolis (Município) (330390)	297.888	297.888	283.160	791,140	50.260	38.241	13,5%	16,9%
Queimados (Município) (330414)	141.753	141.753	141.753	75,700	83.350	83.350	58,8%	58,8%
Resende (Município) (330420)	123.385	123.385	115.722	1.099,340	9.112	2.733	2,4%	7,4%
Rio Bonito (Município) (330430)	56.942	56.942	42.292	459,460	56.942	42.292	100,0%	100,0%
Rio das Ostras (Município) (330452)	122.196	122.196	115.523	228,110	67.126	61.428	53,2%	54,9%
Rio de Janeiro (Município) (330455)	6.429.923	6.429.923	6.429.923	1.200,180	1.225.053	1.225.053	19,1%	19,1%
São Gonçalo (Município) (330490)	1.025.507	1.025.507	1.024.759	248,320	624.531	623.783	60,9%	60,9%
São João de Meriti (Município) (330510)	460.799	460.799	460.799	35,220	236.292	236.292	51,3%	51,3%
São Pedro da Aldeia (Município) (330520)	93.659	93.659	87.555	332,920	26.855	20.751	23,7%	28,7%
Saquarema (Município) (330550)	79.421	79.421	75.379	352,800	22.101	18.459	24,5%	27,8%
Seropédica (Município) (330555)	81.260	81.260	66.812	283,630	54.336	39.888	59,7%	66,9%
Tanguá (Município) (330575)	31.844	31.844	28.420	142,530	4.650	1.276	4,5%	14,6%
Teresópolis (Município) (330580)	169.849	169.849	151.656	773,340	135.284	117.091	77,2%	79,6%
Três Rios (Município) (330600)	78.723	78.723	76.418	322,840	1.742	421	0,6%	2,2%
Valença (Município) (330610)	73.154	73.154	63.359	1.300,770	43.672	33.877	53,5%	59,7%
Volta Redonda (Município) (330630)	261.522	261.522	261.403	182,110	2.733	2.614	1,0%	1,0%
Americana (Município) (350160)	224.551	224.551	223.502	133,910	0	0	0,0%	0,0%
Amparo (Município) (350190)	69.322	69.322	54.560	445,320	3.322	3.700	6,8%	4,8%
Andradina (Município) (350210)	57.145	57.145	53.339	964,230	7.006	3.200	6,0%	12,3%
Araçatuba (Município) (350280)	190.536	190.536	186.861	1.167,130	5.544	1.869	1,0%	2,9%
Araraquara (Município) (350320)	222.036	222.036	215.724	1.003,630	6.267	334	0,2%	2,8%
Araras (Município) (350330)	126.391	126.391	119.586	644,830	0	0	0,0%	0,0%
Artur Nogueira (Município) (350380)	48.420	48.420	43.840	178,030	5.896	1.316	3,0%	12,2%
Arujá (Município) (350390)	81.326	81.326	78.081	96,170	35.998	32.753	41,9%	44,3%
Assis (Município) (350400)	100.204	100.204	95.830	460,610	2.826	0	0,0%	2,8%
Atibaia (Município) (350410)	134.567	134.567	122.478	478,520	59.721	47.632	38,9%	44,4%
Avaré (Município) (350450)	87.238	87.238	83.511	1.213,060	8.145	4.418	5,3%	9,3%
Barretos (Município) (350550)	117.779	117.779	114.191	1.566,160	7.164	3.630	3,2%	6,1%
Barueri (Município) (350570)	256.756	256.756	256.756	65,700	56.158	56.158	21,9%	21,9%
Batatais (Município) (350590)	59.654	59.654	52.755	849,530	6.899	0	0,0%	11,6%
Bauru (Município) (350600)	362.062	362.062	356.006	667,680	23.216	17.160	4,8%	6,4%
Bebedouro (Município) (350610)	77.487	77.487	73.840	683,190	100	0	0,0%	0,1%
Bertioga (Município) (350635)	53.679	53.679	52.802	491,550	30.573	29.696	56,2%	57,0%
Birigui (Município) (350650)	115.898	115.898	112.443	530,030	3.455	0	0,0%	3,0%
Biritiba-Mirim (Município) (350660)	30.492	30.492	26.170	317,410	15.828	11.506	44,0%	51,9%
Boituva (Município) (350700)	53.431	53.431	50.261	248,950	13.036	9.866	19,6%	24,4%
Botucatu (Município) (350750)	136.269	136.269	131.292	1.482,640	9.704	4.727	3,6%	7,1%
Bragança Paulista (Município) (350760)	156.995	156.995	152.192	512,580	29.732	24.929	16,4%	18,9%
Caçapava (Município) (350850)	89.668	89.668	76.723	368,990	16.659	3.714	4,8%	18,6%
Caieiras (Município) (350900)	93.215	93.215	90.906	97,640	19.499	17.190	18,9%	20,9%
Cajamar (Município) (350920)	69.584	69.584	68.183	131,390	15.494	14.093	20,7%	22,3%
Campinas (Município) (350950)	1.144.862	1.144.862	1.125.176	794,570	151.989	132.303	11,8%	13,3%
Campo Limpo Paulista (Município) (350960)	79.091	79.091	79.091	79,400	33.440	33.440	42,3%	42,3%
Campos do Jordão (Município) (350970)	50.221	50.221	49.908	290,520	26.929	26.616	53,3%	53,6%
Capivari (Município) (351040)	51.949	51.949	49.091	322,880	5.799	2.941	6,0%	11,2%
Caraguatatuba (Município) (351050)	109.678	109.678	105.146	484,950	37.642	33.110	31,5%	34,3%
Carapicuíba (Município) (351060)	387.788	387.788	387.788	34,550	126.075	126.075	32,5%	32,5%
Catanduva (Município) (351110)	118.209	118.209	117.260	290,600	1.003	5.346	4,6%	0,8%
Cosmópolis (Município) (351280)	64.415	64.415	59.824	154,670	8.415	3.824	6,4%	13,1%
Cotia (Município) (351300)	220.941	220.941	220.941	323,990	121.473	121.473	55,0%	55,0%
Cruzeiro (Município) (351340)	80.408	80.408	78.359	305,700	2.049	0	0,0%	2,5%
Cubatão (Município) (351350)	125.178	125.178	125.178	142,880	66.591	66.591	53,2%	53,2%
Diadema (Município) (351380)	406.718	406.718	406.718	30,730	39.659	39.659	9,8%	9,8%
Embu das Artes (Município) (351500)	256.247	256.247	256.247	70,400	84.228	84.228	32,9%	32,9%
Embu-Guaçu (Município) (351510)	66.273	66.273	64.506	155,640	45.038	43.271	67,1%	68,0%
Fernandópolis (Município) (351550)	67.543	67.543	65.474	549,800	1.225	0	0,0%	1,8%
Ferraz de Vasconcelos (Município) (351570)	180.326	180.326	172.235	29,560	37.026	28.935	16,8%	20,5%
Franca (Município) (351620)	336.734	336.734	330.822	605,680	0	0	0,0%	0,0%
Francisco Morato (Município) (351630)	164.718	164.718	164.383	49,000	102.844	102.509	62,4%	62,4%
Franco da Rocha (Município) (351640)	141.824	141.824	130.659	132,780	62.253	51.088	39,1%	43,9%
Guararema (Município) (351830)	27.679	27.679	23.819	270,820	18.082	14.222	59,7%	65,3%
Guaratinguetá (Município) (351840)	117.663	117.663	112.088	752,640	9.414	8.968	8,0%	8,0%
Guarujá (Município) (351870)	306.683	306.683	306.624	144,790	107.040	106.981	34,9%	34,9%
Guarulhos (Município) (351880)	1.299.249	1.299.249	1.299.249	318,680	208.043	208.043	16,0%	16,0%
Hortolândia (Município) (351907)	209.139	209.139	209.139	62,420	57.118	57.118	27,3%	27,3%
Ibitinga (Município) (351960)	56.531	56.531	54.297	689,390	3.080	846	1,6%	5,4%
Ibiúna (Município) (351970)	75.241	75.241	26.342	1.058,080	62.282	13.383	50,8%	82,8%
Indaiatuba (Município) (352050)	222.042	222.042	219.810	311,550	8.368	6.136	2,8%	3,8%
Itanhaém (Município) (352210)	93.696	93.696	92.819	601,710	66.723	65.846	70,9%	71,2%
Itapecerica da Serra (Município) (352220)	163.363	163.363	162.009	150,740	127.093	125.739	77,6%	77,8%
Itapetininga (Município) (352230)	153.810	153.810	139.612	1.789,350	13.935	0	0,0%	9,1%
Itapeva (Município) (352240)	91.807	91.807	77.373	1.826,260	19.192	4.758	6,1%	20,9%
Itapevi (Município) (352250)	217.005	217.005	217.005	82,660	92.401	92.401	42,6%	42,6%
Itapira (Município) (352260)	72.048	72.048	66.833	518,420	710	658	1,0%	1,0%
Itaquaquecetuba (Município) (352310)	344.558	344.558	344.558	82,620	121.939	121.939	35,4%	35,4%
Itararé (Município) (352320)	49.818	49.818	46.010	1.003,860	9.518	5.710	12,4%	19,1%
Itatiba (Município) (352340)	109.907	109.907	92.788	322,280	16.354	0	0,0%	14,9%
Itu (Município) (352390)	163.882	163.882	153.380	640,720	10.502	0	0,0%	6,4%
Itupeva (Município) (352400)	51.082	51.082	44.359	200,820	16.282	9.559	21,5%	31,9%
Jaboticabal (Município) (352430)	75.041	75.041	72.805	706,600	0	800	1,1%	0,0%
Jacareí (Município) (352440)	223.064	223.064	219.983	464,270	14.080	10.999	5,0%	6,3%
Jaguariúna (Município) (352470)	49.497	49.497	48.069	141,390	3.356	3.208	6,7%	6,8%
Jandira (Município) (352500)	116.041	116.041	116.041	17,450	38.990	38.990	33,6%	33,6%
Jaú (Município) (352530)	140.077	140.077	135.697	687,100	4.708	328	0,2%	3,4%
Jundiaí (Município) (352590)	393.920	393.920	376.974	431,210	6.778	0	0,0%	1,7%
Juquitiba (Município) (352620)	30.239	30.239	23.402	522,170	26.455	19.618	83,8%	87,5%
Leme (Município) (352670)	97.505	97.505	95.492	402,870	2.088	2.037	2,1%	2,1%
Lençóis Paulista (Município) (352680)	65.026	65.026	63.568	809,540	1.458	0	0,0%	2,2%
Limeira (Município) (352690)	291.748	291.748	283.042	580,710	0	0	0,0%	0,0%
Lins (Município) (352710)	75.117	75.117	74.239	570,060	826	0	0,0%	1,1%
Lorena (Município) (352720)	86.337	86.337	83.864	414,160	2.473	0	0,0%	2,9%
Mairiporã (Município) (352850)	88.883	88.883	77.678	320,700	43.441	32.236	41,5%	48,9%
Marília (Município) (352900)	228.618	228.618	218.361	1.170,520	10.903	668	0,3%	4,8%
Matão (Município) (352930)	80.528	80.528	79.050	524,900	1.478	0	0,0%	1,8%
Mauá (Município) (352940)	444.136	444.136	444.136	61,910	50.353	50.353	11,3%	11,3%
Mirassol (Município) (353030)	56.910	56.910	55.472	243,230	4.014	2.576	4,6%	7,1%
Mococa (Município) (353050)	68.590	68.590	63.271	855,160	4.596	0	0,0%	6,7%
Mogi das Cruzes (Município) (353060)	414.907	414.907	382.310	712,540	59.379	26.782	7,0%	14,3%
Mogi Guaçu (Município) (353070)	144.963	144.963	137.622	812,750	11.470	4.129	3,0%	7,9%
Mogi Mirim (Município) (353080)	90.558	90.558	84.737	497,710	6.434	613	0,7%	7,1%
