Localidade	"Extensão da rede de distribuição de água, em km
(km) (SNIS)"	"Extensão da rede de distribuição de esgoto, em km
(km) (SNIS)"	"Investimentos realizados pelo prestador de serviços, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo município, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo governo estadual, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos totais em saneamento
(R$ a preços de 2019) (ITB)"	"Investimentos per capita em saneamento
(R$ a preços de 2019) (ITB)"
Jaguaquara (Município) (291760)	121,12	87,80	761.401,42	0,00	0,00	761.401,42	13,87
Jequié (Município) (291800)	975,57	379,47	4.573.408,02	0,00	0,00	4.573.408,02	28,34
Juazeiro (Município) (291840)	387,00	213,00	1.467.599,30	0,00	0,00	1.467.599,30	6,83
Lauro de Freitas (Município) (291920)	399,66	510,61	5.447.544,47	0,00	0,00	5.447.544,47	29,54
Luís Eduardo Magalhães (Município) (291955)	168,19	0,00	387.546,21	0,00	0,00	387.546,21	5,30
Madre de Deus (Município) (291992)	46,23	29,01	1.978.521,00	0,00	0,00	1.978.521,00	100,94
Mata de São João (Município) (292100)	185,80	36,84	2.083.246,93	0,00	0,00	2.083.246,93	46,77
Paulo Afonso (Município) (292400)	268,96	10,30	46.607.925,83	0,00	0,00	46.607.925,83	397,08
Pojuca (Município) (292520)	95,85	0,00	231.992,76	0,00	0,00	231.992,76	6,35
Porto Seguro (Município) (292530)	352,69	147,80	1.333.751,54	0,00	0,00	1.333.751,54	9,46
Ribeira do Pombal (Município) (292660)	132,95	0,00	120.192,71	0,00	0,00	120.192,71	2,37
Salvador (Município) (292740)	5.243,00	3.623,90	97.647.308,23	0,00	0,00	97.647.308,23	33,86
Santo Amaro (Município) (292860)	152,63	54,64	3.233.801,03	0,00	0,00	3.233.801,03	52,66
Santo Antônio de Jesus (Município) (292870)	224,52	11,81	1.275.704,73	0,00	0,00	1.275.704,73	12,83
Santo Estêvão (Município) (292880)	96,39	2,03	11.657.850,62	0,00	0,00	11.657.850,62	223,39
São Francisco do Conde (Município) (292920)	76,04	11,30	5.224.122,88	0,00	0,00	5.224.122,88	142,44
São Sebastião do Passé (Município) (292950)	77,57	0,00	288.988,76	0,00	0,00	288.988,76	6,41
Senhor do Bonfim (Município) (293010)	321,45	405,20	13.856.030,05	152.183,24	0,00	14.008.213,29	174,54
Serrinha (Município) (293050)	206,73	6,10	10.265.437,37	0,00	0,00	10.265.437,37	124,95
Simões Filho (Município) (293070)	166,68	83,12	368.312,90	0,00	0,00	368.312,90	2,83
Teixeira de Freitas (Município) (293135)	427,78	14,72	73.414.096,64	0,00	0,00	73.414.096,64	478,63
Tucano (Município) (293190)	81,02	27,14	82.493,65	0,00	0,00	82.493,65	1,48
Valença (Município) (293290)	157,21	100,94	387.150,02	0,00	0,00	387.150,02	4,02
Vera Cruz (Município) (293320)	375,26	19,56	16.073.295,16	0,00	0,00	16.073.295,16	387,08
Vitória da Conquista (Município) (293330)	901,24	356,06	66.110.505,84	0,00	0,00	66.110.505,84	196,18
Alfenas (Município) (310160)	311,05	243,99	372.827,45	0,00	0,00	372.827,45	4,80
Araguari (Município) (310350)	393,13	408,91	0,00	0,00	0,00	0,00	0,00
Araxá (Município) (310400)	234,77	316,99	1.319.968,04	0,00	0,00	1.319.968,04	13,20
Baldim (Município) (310500)	29,32	32,60	16.414,46	0,00	0,00	16.414,46	2,03
Barão de Cocais (Município) (310540)	94,28	195,00	69.992,62	10.244,54	0,00	80.237,16	2,63
Barbacena (Município) (310560)	267,23	245,27	11.648.720,77	0,00	0,00	11.648.720,77	87,60
Belo Horizonte (Município) (310620)	6.744,89	4.071,37	181.570.192,24	0,00	0,00	181.570.192,24	73,24
Belo Vale (Município) (310640)	28,25	0,00	79.445,31	0,00	0,00	79.445,31	10,20
Betim (Município) (310670)	1.400,88	731,38	32.984.791,36	0,00	0,00	32.984.791,36	81,15
Bom Despacho (Município) (310740)	257,76	178,51	1.246.644,28	0,00	0,00	1.246.644,28	25,78
Bonfim (Município) (310810)	33,78	26,93	152.819,71	0,00	0,00	152.819,71	21,79
Brumadinho (Município) (310900)	55,59	33,58	148.222,22	0,00	0,00	148.222,22	4,03
Caeté (Município) (311000)	252,20	205,00	29.330,72	0,00	0,00	29.330,72	0,68
Campo Belo (Município) (311120)	224,80	208,20	4.673.213,82	0,00	0,00	4.673.213,82	87,10
Capim Branco (Município) (311250)	62,74	10,30	40.087,83	0,00	0,00	40.087,83	4,27
Caratinga (Município) (311340)	182,34	102,32	32.594.968,47	0,00	0,00	32.594.968,47	363,87
Cataguases (Município) (311530)	203,05	72,00	24.936.855,90	0,00	0,00	24.936.855,90	340,52
Confins (Município) (311787)	69,96	0,00	59.488,02	0,00	0,00	59.488,02	9,39
Congonhas (Município) (311800)	234,63	92,71	1.849.873,43	0,00	0,00	1.849.873,43	35,77
Conselheiro Lafaiete (Município) (311830)	440,20	354,86	2.022.066,74	0,00	0,00	2.022.066,74	16,40
Contagem (Município) (311860)	1.769,70	1.053,21	102.272.461,98	0,00	0,00	102.272.461,98	160,31
Coronel Fabriciano (Município) (311940)	308,28	121,43	1.554.511,33	0,00	0,00	1.554.511,33	14,35
Curvelo (Município) (312090)	311,07	178,08	781.525,28	0,00	0,00	781.525,28	10,04
Divinópolis (Município) (312230)	964,41	726,21	14.759.687,96	0,00	0,00	14.759.687,96	65,21
Esmeraldas (Município) (312410)	103,94	17,99	2.797.195,34	0,00	0,00	2.797.195,34	42,89
Florestal (Município) (312600)	23,57	0,00	24.495,09	0,00	0,00	24.495,09	3,49
Formiga (Município) (312610)	410,00	308,00	774.938,06	0,00	0,00	774.938,06	11,46
Fortuna de Minas (Município) (312640)	39,00	60,00	0,00	0,00	0,00	0,00	0,00
Frutal (Município) (312710)	160,81	137,08	339.584,98	0,00	0,00	339.584,98	5,99
Funilândia (Município) (312720)	43,71	12,91	68.625,47	0,00	0,00	68.625,47	16,71
Governador Valadares (Município) (312770)	718,46	699,96	881.750,58	0,00	0,00	881.750,58	3,20
Guaxupé (Município) (312870)	207,50	215,31	279.882,60	0,00	0,00	279.882,60	5,44
Ibirité (Município) (312980)	269,42	222,10	69.575.646,09	0,00	0,00	69.575.646,09	409,49
Igarapé (Município) (313010)	103,51	74,40	220.121,84	0,00	0,00	220.121,84	5,75
Inhaúma (Município) (313100)	50,00	10,00	0,00	143.598,22	0,00	143.598,22	23,66
Ipatinga (Município) (313130)	685,46	338,21	3.972.290,93	0,00	0,00	3.972.290,93	15,69
Itabira (Município) (313170)	370,68	229,62	1.150.257,20	0,00	0,00	1.150.257,20	9,93
Itabirito (Município) (313190)	254,93	224,45	1.902.132,85	0,00	0,00	1.902.132,85	39,13
Itaguara (Município) (313220)	100,01	71,30	160.100,69	2.605.876,44	0,00	2.765.977,12	212,78
Itajubá (Município) (313240)	561,23	314,93	459.100,79	0,00	0,00	459.100,79	4,84
Itatiaiuçu (Município) (313370)	54,37	0,00	30.208,22	0,00	0,00	30.208,22	2,86
Itaúna (Município) (313380)	564,75	376,92	8.049.144,20	0,00	0,00	8.049.144,20	89,35
Ituiutaba (Município) (313420)	479,05	464,91	2.287.175,98	0,00	0,00	2.287.175,98	22,42
Jaboticatubas (Município) (313460)	47,67	36,00	29.268,46	0,00	0,00	29.268,46	1,58
Janaúba (Município) (313510)	385,92	87,31	142.276,78	0,00	0,00	142.276,78	2,03
Januária (Município) (313520)	167,45	61,44	134.412,79	0,00	0,00	134.412,79	1,98
João Monlevade (Município) (313620)	554,00	417,00	19.148,79	0,00	0,00	19.148,79	0,25
Nova União (Município) (313660)	32,85	0,00	10.627,33	0,00	0,00	10.627,33	1,85
Juatuba (Município) (313665)	260,70	43,48	832.135,59	0,00	0,00	832.135,59	34,31
Juiz de Fora (Município) (313670)	948,49	685,61	37.016.912,80	0,00	0,00	37.016.912,80	67,80
Lagoa da Prata (Município) (313720)	254,62	250,31	1.092.921,73	0,00	0,00	1.092.921,73	22,26
Lagoa Santa (Município) (313760)	358,43	173,68	568.956,19	0,00	0,00	568.956,19	9,88
Lavras (Município) (313820)	422,49	313,11	402.466,45	0,00	0,00	402.466,45	4,10
Leopoldina (Município) (313840)	143,94	0,00	95.448,87	0,00	0,00	95.448,87	1,80
Manhuaçu (Município) (313940)	210,00	215,00	47.958,57	0,00	0,00	47.958,57	0,56
Mariana (Município) (314000)	193,39	125,40	974.452,85	0,00	0,00	974.452,85	16,91
Mário Campos (Município) (314015)	35,96	20,00	49.170,36	0,00	0,00	49.170,36	3,46
Mateus Leme (Município) (314070)	148,05	60,09	10.304.657,63	0,00	0,00	10.304.657,63	348,39
Matozinhos (Município) (314110)	160,84	111,00	189.747,55	0,00	0,00	189.747,55	5,27
Moeda (Município) (314230)	16,41	0,00	5.793,24	0,00	0,00	5.793,24	1,19
Montes Claros (Município) (314330)	1.577,88	1.124,81	4.549.098,79	0,00	0,00	4.549.098,79	11,79
Muriaé (Município) (314390)	434,18	449,07	2.187.386,30	0,00	0,00	2.187.386,30	20,66
Nova Lima (Município) (314480)	397,18	51,45	3.571.093,45	0,00	0,00	3.571.093,45	40,86
Nova Serrana (Município) (314520)	206,10	169,85	21.041.886,08	0,00	0,00	21.041.886,08	248,87
Ouro Preto (Município) (314610)	512,41	432,85	6.277.175,50	0,00	0,00	6.277.175,50	85,58
Paracatu (Município) (314700)	268,91	246,81	266.232,50	0,00	0,00	266.232,50	2,97
Pará de Minas (Município) (314710)	333,46	247,57	1.193.245,23	0,00	0,00	1.193.245,23	13,34
Passos (Município) (314790)	455,21	422,52	1.551.938,47	0,00	0,00	1.551.938,47	13,90
Patos de Minas (Município) (314800)	644,97	547,62	1.027.539,19	0,00	0,00	1.027.539,19	7,02
Patrocínio (Município) (314810)	393,00	347,00	824.819,66	0,00	0,00	824.819,66	9,46
Pedro Leopoldo (Município) (314930)	332,47	74,60	3.884.545,63	0,00	0,00	3.884.545,63	62,68
Pirapora (Município) (315120)	268,50	78,00	127.934,60	0,00	0,00	127.934,60	2,30
Poços de Caldas (Município) (315180)	1.067,68	961,86	6.214.170,96	0,00	0,00	6.214.170,96	38,59
Ponte Nova (Município) (315210)	240,00	198,00	4.133.248,27	0,00	0,00	4.133.248,27	69,33
Pouso Alegre (Município) (315250)	581,39	485,29	23.475.222,20	0,00	0,00	23.475.222,20	167,41
Prudente de Morais (Município) (315360)	58,32	20,73	235.240,33	0,00	0,00	235.240,33	23,11
Raposos (Município) (315390)	55,71	52,77	4.253.059,59	0,00	0,00	4.253.059,59	264,91
Ribeirão das Neves (Município) (315460)	839,98	509,55	18.060.948,22	0,00	0,00	18.060.948,22	57,19
Rio Acima (Município) (315480)	70,50	48,00	0,00	1.394.091,26	0,00	1.394.091,26	143,66
Rio Manso (Município) (315530)	44,82	0,00	483.742,21	0,00	0,00	483.742,21	86,61
Sabará (Município) (315670)	452,18	288,05	1.860.182,49	0,00	0,00	1.860.182,49	14,02
Santa Bárbara (Município) (315720)	88,31	118,00	49.246,35	0,00	0,00	49.246,35	1,66
Santa Luzia (Município) (315780)	725,89	256,63	12.089.277,71	0,00	0,00	12.089.277,71	56,67
São Francisco (Município) (316110)	150,24	87,99	77.297,20	0,00	0,00	77.297,20	1,38
São João del Rei (Município) (316250)	-	-	-	-	-	0,00	0,00
São Joaquim de Bicas (Município) (316292)	95,59	42,39	2.871.644,58	0,00	0,00	2.871.644,58	102,32
São José da Lapa (Município) (316295)	128,30	61,34	101.872,78	0,00	0,00	101.872,78	4,73
São José da Varginha (Município) (316310)	34,00	9,04	0,00	863.597,07	0,00	863.597,07	189,55
São Sebastião do Paraíso (Município) (316470)	298,39	245,00	16.596.888,87	0,00	0,00	16.596.888,87	242,23
Sarzedo (Município) (316553)	78,20	105,87	1.292.765,17	0,00	0,00	1.292.765,17	45,16
Sete Lagoas (Município) (316720)	1.042,48	901,00	5.640.544,30	21.935.516,80	0,00	27.576.061,09	121,18
Taquaraçu de Minas (Município) (316830)	20,39	6,40	1.133.924,41	0,00	0,00	1.133.924,41	284,91
Teófilo Otoni (Município) (316860)	328,74	206,02	2.465.466,73	0,00	0,00	2.465.466,73	17,60
Timóteo (Município) (316870)	267,58	165,75	167.036,49	0,00	0,00	167.036,49	1,94
Três Corações (Município) (316930)	308,43	277,44	16.704.217,48	0,00	0,00	16.704.217,48	217,69
Três Pontas (Município) (316940)	207,72	191,62	142.806,09	0,00	0,00	142.806,09	2,54
Ubá (Município) (316990)	174,57	251,74	1.032.230,71	0,00	0,00	1.032.230,71	9,51
Uberaba (Município) (317010)	1.125,20	1.055,30	27.874.338,42	918.685,24	0,00	28.793.023,66	91,30
Uberlândia (Município) (317020)	3.019,00	2.469,00	13.026.206,80	0,00	0,00	13.026.206,80	20,14
Unaí (Município) (317040)	268,00	170,20	3.079.723,30	0,00	0,00	3.079.723,30	37,70
Varginha (Município) (317070)	439,49	399,38	936.307,83	0,00	0,00	936.307,83	7,19
Vespasiano (Município) (317120)	397,14	138,60	7.338.869,47	0,00	0,00	7.338.869,47	64,17
Viçosa (Município) (317130)	266,00	209,32	3.609.647,05	0,00	0,00	3.609.647,05	47,40
Aracruz (Município) (320060)	354,16	229,73	1.974.671,66	0,00	0,00	1.974.671,66	21,57
Cachoeiro de Itapemirim (Município) (320120)	589,86	464,10	25.618.637,92	0,00	0,00	25.618.637,92	124,84
Cariacica (Município) (320130)	1.058,02	329,68	14.865.408,15	0,00	9.252.369,59	24.117.777,74	64,15
Colatina (Município) (320150)	338,00	208,00	388.147,25	10.196.896,88	1.699.397,16	12.284.441,29	101,80
Fundão (Município) (320220)	123,85	20,62	1.328.915,27	0,00	0,00	1.328.915,27	69,30
Guarapari (Município) (320240)	474,02	115,26	55.779.876,47	0,00	49.141.551,20	104.921.427,67	902,33
Linhares (Município) (320320)	448,00	241,56	602.619,44	1.822.184,54	0,00	2.424.803,98	15,36
São Mateus (Município) (320490)	321,22	176,63	673.568,23	0,00	0,00	673.568,23	5,58
Serra (Município) (320500)	1.367,78	592,09	73.880.191,55	0,00	9.443.451,19	83.323.642,74	178,30
Viana (Município) (320510)	196,87	36,60	4.414.496,94	0,00	0,00	4.414.496,94	61,21
Vila Velha (Município) (320520)	1.135,22	358,26	33.347.446,01	0,00	19.520.866,01	52.868.312,02	115,31
Vitória (Município) (320530)	572,94	365,61	64.882.883,42	0,00	28.850.720,68	93.733.604,10	269,14
Angra dos Reis (Município) (330010)	471,70	160,31	3.151.995,68	0,00	88.181,28	3.240.176,97	17,85
Araruama (Município) (330020)	670,00	78,00	9.339.344,04	0,00	0,00	9.339.344,04	78,51
Barra do Piraí (Município) (330030)	219,57	111,80	0,00	529.569,93	147.462,70	677.032,62	7,03
Barra Mansa (Município) (330040)	610,00	303,74	11.639.530,14	0,00	5.580.096,76	17.219.626,91	95,95
Belford Roxo (Município) (330045)	553,00	418,00	6.934,46	0,00	692.341,01	699.275,47	1,46
Cabo Frio (Município) (330070)	807,00	38,00	42.301.166,77	0,00	0,00	42.301.166,77	211,10
Cachoeiras de Macacu (Município) (330080)	327,76	120,00	339.086,08	0,00	13.698,34	352.784,42	6,34
Campos dos Goytacazes (Município) (330100)	1.252,60	692,00	27.739.439,82	0,00	0,00	27.739.439,82	58,13
Duque de Caxias (Município) (330170)	1.265,00	675,00	1.701.339,33	0,00	11.055.229,84	12.756.569,17	14,60
Guapimirim (Município) (330185)	-	-	-	-	-	-	-
Itaboraí (Município) (330190)	367,00	120,00	0,00	0,00	387.825,34	387.825,34	1,72
Itaguaí (Município) (330200)	550,00	100,00	0,00	0,00	203.758,06	203.758,06	1,76
Itaperuna (Município) (330220)	109,00	140,00	0,00	0,00	12.229.861,46	12.229.861,46	124,79
Japeri (Município) (330227)	153,00	0,00	0,00	0,00	61.641,34	61.641,34	0,63
Macaé (Município) (330240)	501,00	120,00	16.073.530,88	0,00	649.800,16	16.723.331,03	74,51
Magé (Município) (330250)	264,00	163,00	0,00	0,00	2.418.572,26	2.418.572,26	10,41
Maricá (Município) (330270)	88,00	23,00	29.298.324,90	0,00	28.550.601,76	57.848.926,66	414,53
Mesquita (Município) (330285)	412,00	179,00	0,00	0,00	101.022,88	101.022,88	0,59
Nilópolis (Município) (330320)	241,00	190,00	0,00	0,00	189.204,16	189.204,16	1,20
Niterói (Município) (330330)	1.293,70	710,60	38.829.819,79	0,00	0,00	38.829.819,79	78,57
Nova Friburgo (Município) (330340)	734,00	452,23	13.895.500,49	0,00	0,00	13.895.500,49	75,47
Nova Iguaçu (Município) (330350)	850,80	560,00	7.005.268,12	0,00	16.211.426,00	23.216.694,12	28,85
Paracambi (Município) (330360)	93,00	63,56	134.960,17	0,00	103.590,72	238.550,89	4,90
Petrópolis (Município) (330390)	667,00	260,00	6.521.768,14	0,00	0,00	6.521.768,14	21,89
Queimados (Município) (330414)	372,00	132,00	6.204.778,53	0,00	163.519,77	6.368.298,30	44,93
Resende (Município) (330420)	463,00	362,00	7.912.632,58	0,00	0,00	7.912.632,58	64,13
Rio Bonito (Município) (330430)	41,00	0,00	0,00	0,00	2.119.802,87	2.119.802,87	37,23
Rio das Ostras (Município) (330452)	110,00	230,00	0,00	9.299.595,41	444.329,81	9.743.925,21	79,74
Rio de Janeiro (Município) (330455)	10.210,69	5.396,00	36.871.709,26	0,00	74.127.475,35	110.999.184,61	17,26
São Gonçalo (Município) (330490)	1.558,00	710,00	939.716,34	0,00	11.306.179,31	12.245.895,64	11,94
São João de Meriti (Município) (330510)	542,00	417,00	0,00	0,00	709.729,21	709.729,21	1,54
São Pedro da Aldeia (Município) (330520)	412,00	53,00	10.624.965,21	0,00	0,00	10.624.965,21	113,44
Saquarema (Município) (330550)	390,00	51,00	0,00	0,00	0,00	0,00	0,00
Seropédica (Município) (330555)	286,00	53,00	0,00	0,00	16.837.818,06	16.837.818,06	207,21
Tanguá (Município) (330575)	15,00	66,00	0,00	59.745,04	1.007.401,68	1.067.146,72	33,51
Teresópolis (Município) (330580)	383,00	55,00	0,00	0,00	418.645,42	418.645,42	2,46
Três Rios (Município) (330600)	234,13	194,83	790.928,32	0,00	0,00	790.928,32	10,05
Valença (Município) (330610)	152,00	58,00	0,00	0,00	542.631,90	542.631,90	7,42
Volta Redonda (Município) (330630)	877,56	718,70	13.619.405,24	558.184,73	8.798.419,65	22.976.009,62	87,85
Americana (Município) (350160)	1.179,92	1.321,92	30.151.974,17	0,00	0,00	30.151.974,17	134,28
Amparo (Município) (350190)	326,40	228,96	711.816,17	0,00	0,00	711.816,17	10,27
Andradina (Município) (350210)	230,47	193,70	5.726.732,21	0,00	0,00	5.726.732,21	100,21
Araçatuba (Município) (350280)	603,67	598,40	16.860.851,77	0,00	0,00	16.860.851,77	88,49
Araraquara (Município) (350320)	1.306,66	1.092,74	7.546.880,61	0,00	0,00	7.546.880,61	33,99
Araras (Município) (350330)	616,00	639,00	5.418.282,21	0,00	0,00	5.418.282,21	42,87
Artur Nogueira (Município) (350380)	154,31	153,80	1.170.259,34	1.170.259,34	76.258,05	2.416.776,72	49,91
Arujá (Município) (350390)	347,62	156,21	23.680.250,57	0,00	0,00	23.680.250,57	291,18
Assis (Município) (350400)	395,21	355,48	5.321.716,22	0,00	0,00	5.321.716,22	53,11
Atibaia (Município) (350410)	382,00	198,00	2.611.401,90	0,00	0,00	2.611.401,90	19,41
Avaré (Município) (350450)	376,99	346,73	7.394.814,76	0,00	0,00	7.394.814,76	84,77
Barretos (Município) (350550)	561,00	559,70	2.081.314,49	0,00	0,00	2.081.314,49	17,67
Barueri (Município) (350570)	714,51	372,96	24.766.322,55	0,00	0,00	24.766.322,55	96,46
Batatais (Município) (350590)	245,00	225,00	0,00	11.386,98	0,00	11.386,98	0,19
Bauru (Município) (350600)	4.432,60	2.543,00	11.015.189,01	0,00	0,00	11.015.189,01	30,42
Bebedouro (Município) (350610)	650,00	600,00	1.768.428,28	0,00	0,00	1.768.428,28	22,82
Bertioga (Município) (350635)	274,07	129,57	21.783.313,14	0,00	0,00	21.783.313,14	405,81
Birigui (Município) (350650)	435,10	428,10	0,00	272.391,29	0,00	272.391,29	2,35
Biritiba-Mirim (Município) (350660)	127,34	69,52	1.835.671,62	0,00	0,00	1.835.671,62	60,20
Boituva (Município) (350700)	151,10	68,41	12.112.258,00	0,00	0,00	12.112.258,00	226,69
Botucatu (Município) (350750)	599,12	422,64	16.012.945,66	0,00	0,00	16.012.945,66	117,51
Bragança Paulista (Município) (350760)	633,69	414,00	42.725.505,60	0,00	0,00	42.725.505,60	272,15
Caçapava (Município) (350850)	296,89	146,09	5.705.824,60	0,00	0,00	5.705.824,60	63,63
Caieiras (Município) (350900)	299,02	161,15	22.015.880,70	0,00	0,00	22.015.880,70	236,18
Cajamar (Município) (350920)	262,88	101,66	5.719.760,05	0,00	0,00	5.719.760,05	82,20
Campinas (Município) (350950)	3.849,46	3.554,23	141.893.260,69	0,00	0,00	141.893.260,69	123,94
Campo Limpo Paulista (Município) (350960)	228,82	131,89	24.940.582,49	0,00	0,00	24.940.582,49	315,34
Campos do Jordão (Município) (350970)	306,45	119,08	110.376.807,93	0,00	0,00	110.376.807,93	2.197,82
Capivari (Município) (351040)	231,00	180,00	4.627.969,01	0,00	0,00	4.627.969,01	89,09
Caraguatatuba (Município) (351050)	624,62	493,64	21.540.899,49	0,00	0,00	21.540.899,49	196,40
Carapicuíba (Município) (351060)	591,01	398,12	8.079.319,33	0,00	0,00	8.079.319,33	20,83
Catanduva (Município) (351110)	430,00	430,00	3.029.319,54	16.345.370,07	0,00	19.374.689,61	163,90
Cosmópolis (Município) (351280)	180,00	180,00	0,00	1.168.696,40	0,00	1.168.696,40	18,14
Cotia (Município) (351300)	954,31	287,83	20.195.683,61	0,00	0,00	20.195.683,61	91,41
Cruzeiro (Município) (351340)	312,00	293,00	524.087,84	0,00	0,00	524.087,84	6,52
Cubatão (Município) (351350)	247,31	147,56	7.899.119,19	0,00	0,00	7.899.119,19	63,10
Diadema (Município) (351380)	763,90	433,34	11.736.640,75	0,00	0,00	11.736.640,75	28,86
Embu das Artes (Município) (351500)	567,19	285,14	2.515.927,97	0,00	0,00	2.515.927,97	9,82
Embu-Guaçu (Município) (351510)	242,09	106,54	6.601.689,82	0,00	0,00	6.601.689,82	99,61
Fernandópolis (Município) (351550)	292,48	248,07	5.280.114,90	0,00	0,00	5.280.114,90	78,17
Ferraz de Vasconcelos (Município) (351570)	322,20	246,12	9.603.713,76	0,00	0,00	9.603.713,76	53,26
Franca (Município) (351620)	1.098,33	1.050,79	89.918.191,32	0,00	0,00	89.918.191,32	267,03
Francisco Morato (Município) (351630)	373,11	166,04	26.747.823,00	0,00	0,00	26.747.823,00	162,39
Franco da Rocha (Município) (351640)	397,88	187,37	16.740.912,26	0,00	0,00	16.740.912,26	118,04
Guararema (Município) (351830)	130,57	39,33	5.398.868,54	0,00	0,00	5.398.868,54	195,05
Guaratinguetá (Município) (351840)	582,00	454,00	4.091.682,86	0,00	0,00	4.091.682,86	34,77
Guarujá (Município) (351870)	731,10	369,01	37.667.023,32	0,00	0,00	37.667.023,32	122,82
Guarulhos (Município) (351880)	2.265,67	1.689,04	127.729.645,29	0,00	0,00	127.729.645,29	98,31
Hortolândia (Município) (351907)	558,18	278,53	29.076.516,20	0,00	0,00	29.076.516,20	139,03
Ibitinga (Município) (351960)	361,00	276,00	1.904.927,02	0,00	0,00	1.904.927,02	33,70
Ibiúna (Município) (351970)	143,84	28,61	2.060.254,55	0,00	0,00	2.060.254,55	27,38
Indaiatuba (Município) (352050)	841,20	688,30	45.389.675,08	0,00	0,00	45.389.675,08	204,42
Itanhaém (Município) (352210)	894,09	298,17	45.070.378,72	0,00	0,00	45.070.378,72	481,03
Itapecerica da Serra (Município) (352220)	379,29	136,69	29.025.938,60	0,00	0,00	29.025.938,60	177,68
Itapetininga (Município) (352230)	500,01	283,72	8.571.148,58	0,00	0,00	8.571.148,58	55,73
Itapeva (Município) (352240)	253,22	162,54	4.150.844,58	0,00	0,00	4.150.844,58	45,21
Itapevi (Município) (352250)	430,50	224,02	7.386.979,36	0,00	0,00	7.386.979,36	34,04
Itapira (Município) (352260)	307,70	280,50	698.043,42	0,00	0,00	698.043,42	9,69
Itaquaquecetuba (Município) (352310)	929,12	448,47	25.430.826,53	0,00	0,00	25.430.826,53	73,81
Itararé (Município) (352320)	149,21	102,42	8.572.976,89	0,00	0,00	8.572.976,89	172,09
Itatiba (Município) (352340)	210,26	148,84	10.515.175,50	0,00	0,00	10.515.175,50	95,67
Itu (Município) (352390)	733,00	587,00	76.133.093,15	0,00	0,00	76.133.093,15	464,56
Itupeva (Município) (352400)	63,18	29,81	5.561.527,76	0,00	0,00	5.561.527,76	108,87
Jaboticabal (Município) (352430)	296,24	238,43	3.758,94	0,00	0,00	3.758,94	0,05
Jacareí (Município) (352440)	765,40	593,00	20.751.711,72	0,00	0,00	20.751.711,72	93,03
Jaguariúna (Município) (352470)	200,00	185,00	0,00	2.763,62	0,00	2.763,62	0,06
Jandira (Município) (352500)	223,51	140,65	4.707.384,80	0,00	0,00	4.707.384,80	40,57
Jaú (Município) (352530)	818,77	677,21	9.125.239,22	0,00	0,00	9.125.239,22	65,14
Jundiaí (Município) (352590)	1.747,47	855,60	17.976.928,71	17.976.928,71	0,00	35.953.857,42	91,27
Juquitiba (Município) (352620)	112,62	27,50	3.724.410,29	0,00	0,00	3.724.410,29	123,17
Leme (Município) (352670)	420,00	400,00	3.354.077,74	0,00	0,00	3.354.077,74	34,40
Lençóis Paulista (Município) (352680)	277,46	232,00	1.652.975,35	0,00	0,00	1.652.975,35	25,42
Limeira (Município) (352690)	1.124,84	987,21	20.967.861,90	0,00	0,00	20.967.861,90	71,87
Lins (Município) (352710)	237,01	210,75	5.151.831,02	0,00	0,00	5.151.831,02	68,58
Lorena (Município) (352720)	259,78	201,84	4.716.311,63	0,00	0,00	4.716.311,63	54,63
Mairiporã (Município) (352850)	344,01	81,42	15.901.702,18	0,00	0,00	15.901.702,18	178,91
Marília (Município) (352900)	708,83	668,35	6.545.010,66	0,00	0,00	6.545.010,66	28,63
Matão (Município) (352930)	381,00	479,00	0,00	0,00	0,00	0,00	0,00
Mauá (Município) (352940)	780,50	587,00	91.897.800,92	0,00	0,00	91.897.800,92	206,91
Mirassol (Município) (353030)	293,15	281,05	9.154.811,10	0,00	0,00	9.154.811,10	160,86
Mococa (Município) (353050)	185,90	170,41	3.593.332,98	0,00	0,00	3.593.332,98	52,39
Mogi das Cruzes (Município) (353060)	877,71	638,40	21.278.286,25	0,00	0,00	21.278.286,25	51,28
Mogi Guaçu (Município) (353070)	581,45	534,39	1.887.418,86	0,00	272.761,50	2.160.180,36	14,90
Mogi Mirim (Município) (353080)	454,00	372,00	1.850.233,19	0,00	0,00	1.850.233,19	20,43
Mongaguá (Município) (353110)	403,76	294,65	19.279.518,99	0,00	0,00	19.279.518,99	380,71
Monte Alto (Município) (353130)	211,16	170,10	4.067.028,70	0,00	0,00	4.067.028,70	83,16
Monte Mor (Município) (353180)	239,05	71,69	31.686.441,27	0,00	0,00	31.686.441,27	592,40
Nova Odessa (Município) (353340)	269,02	243,74	10.195.329,52	1.275.641,20	0,00	11.470.970,72	207,70
Olímpia (Município) (353390)	183,70	172,70	2.224.197,11	0,00	0,00	2.224.197,11	42,24
Osasco (Município) (353440)	1.143,91	727,12	32.434.493,68	0,00	0,00	32.434.493,68	46,89
Ourinhos (Município) (353470)	630,00	509,00	1.138.932,81	0,00	0,00	1.138.932,81	10,48
Paulínia (Município) (353650)	476,37	190,20	8.348.847,65	0,00	0,00	8.348.847,65	90,09
Penápolis (Município) (353730)	248,92	240,34	473.399,58	0,00	0,00	473.399,58	7,71
