Localidade	"População total
(pessoas) (IBGE)"	"População das cidades declarantes do SNIS
(pessoas) (SNIS)"	"População urbana total
(pessoas) (SNIS)"	"Área do município
(km²) (IBGE)"	"População total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"População urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"Parcela da população urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"	"Parcela da população total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"
Catu (Município) (290750)	56.459	56.459	47.260	433,190	49.717	40.518	85,7%	88,1%
Conceição do Coité (Município) (290840)	68.303	68.303	39.940	1.015,250	65.120	38.702	96,9%	95,3%
Cruz das Almas (Município) (290980)	64.932	64.932	55.270	139,120	44.674	36.654	66,3%	68,8%
Dias d'Ávila (Município) (291005)	80.657	80.657	75.841	184,230	47.651	42.835	56,5%	59,1%
Euclides da Cunha (Município) (291070)	61.924	61.924	30.161	1.992,640	52.328	20.565	68,2%	84,5%
Eunápolis (Município) (291072)	115.290	115.290	107.485	1.425,970	103.978	96.173	89,5%	90,2%
Feira de Santana (Município) (291080)	627.477	627.477	575.615	1.304,430	250.644	198.782	34,5%	39,9%
Guanambi (Município) (291170)	86.808	86.808	68.894	1.272,370	37.772	19.858	28,8%	43,5%
Ilhéus (Município) (291360)	176.341	176.341	148.627	1.584,690	78.620	56.436	38,0%	44,6%
Ipirá (Município) (291400)	62.631	62.631	30.616	3.105,280	59.418	27.930	91,2%	94,9%
Irecê (Município) (291460)	74.483	74.483	68.673	319,170	61.407	55.597	81,0%	82,4%
Itaberaba (Município) (291470)	66.806	66.806	52.556	2.386,390	59.048	44.798	85,2%	88,4%
Itabuna (Município) (291480)	221.046	221.046	215.620	401,030	57.472	52.046	24,1%	26,0%
Itamaraju (Município) (291560)	67.356	67.356	53.169	2.360,290	26.567	12.380	23,3%	39,4%
Itaparica (Município) (291610)	22.866	22.866	22.866	118,040	10.911	10.911	47,7%	47,7%
Itapetinga (Município) (291640)	77.533	77.533	75.265	1.651,150	4.265	4.245	5,6%	5,5%
Jacobina (Município) (291750)	83.635	83.635	58.961	2.192,910	78.317	53.643	91,0%	93,6%
Jaguaquara (Município) (291760)	56.033	56.033	42.675	924,740	38.221	24.863	58,3%	68,2%
Jequié (Município) (291800)	162.209	162.209	148.893	2.969,030	25.108	11.792	7,9%	15,5%
Juazeiro (Município) (291840)	221.773	221.773	180.110	6.721,200	48.641	32.677	18,1%	21,9%
Lauro de Freitas (Município) (291920)	197.636	197.636	197.636	57,660	111.080	111.080	56,2%	56,2%
Luís Eduardo Magalhães (Município) (291955)	83.557	83.557	76.295	3.940,540	42.385	35.123	46,0%	50,7%
Madre de Deus (Município) (291992)	21.007	21.007	20.376	32,200	5.524	4.893	24,0%	26,3%
Mata de São João (Município) (292100)	46.998	46.998	34.883	604,290	22.179	14.518	41,6%	47,2%
Paulo Afonso (Município) (292400)	120.706	120.706	104.011	1.545,190	82.231	65.536	63,0%	68,1%
Pojuca (Município) (292520)	39.718	39.718	34.087	308,700	39.718	34.087	100,0%	100,0%
Porto Seguro (Município) (292530)	149.324	149.324	122.441	2.287,090	46.165	19.282	15,7%	30,9%
Ribeira do Pombal (Município) (292660)	54.965	54.965	34.419	1.177,450	54.965	34.419	100,0%	100,0%
Salvador (Município) (292740)	2.953.986	2.953.986	2.953.177	692,820	623.876	623.067	21,1%	21,1%
Santo Amaro (Município) (292860)	61.961	61.961	47.989	489,320	37.783	23.811	49,6%	61,0%
Santo Antônio de Jesus (Município) (292870)	103.342	103.342	90.069	261,740	78.691	65.418	72,6%	76,1%
Santo Estêvão (Município) (292880)	53.898	53.898	31.170	360,330	49.170	26.442	84,8%	91,2%
São Francisco do Conde (Município) (292920)	40.220	40.220	33.200	269,610	26.193	19.173	57,8%	65,1%
São Sebastião do Passé (Município) (292950)	45.827	45.827	35.998	536,580	43.171	33.342	92,6%	94,2%
Senhor do Bonfim (Município) (293010)	81.218	81.218	62.825	789,360	75.280	56.887	90,5%	92,7%
Serrinha (Município) (293050)	83.088	83.088	51.077	583,310	73.706	41.695	81,6%	88,7%
Simões Filho (Município) (293070)	136.050	136.050	121.948	201,580	85.388	71.286	58,5%	62,8%
Teixeira de Freitas (Município) (293135)	161.690	161.690	151.080	1.165,620	97.059	86.449	57,2%	60,0%
Tucano (Município) (293190)	52.540	52.540	22.009	2.185,010	40.988	10.457	47,5%	78,0%
Valença (Município) (293290)	98.749	98.749	71.682	1.124,660	26.663	11.470	16,0%	27,0%
Vera Cruz (Município) (293320)	43.640	43.640	40.941	299,730	34.477	31.778	77,6%	79,0%
Vitória da Conquista (Município) (293330)	348.718	348.718	312.209	3.705,840	46.690	10.181	3,3%	13,4%
Alfenas (Município) (310160)	79.707	79.707	74.739	850,450	13.923	8.955	12,0%	17,5%
Araguari (Município) (310350)	117.445	117.445	109.725	2.729,510	118	0	0,0%	0,1%
Araxá (Município) (310400)	104.283	104.283	102.738	1.164,060	7.944	6.399	6,2%	7,6%
Baldim (Município) (310500)	8.051	8.051	5.155	556,270	2.876	0	0,0%	35,7%
Barão de Cocais (Município) (310540)	31.968	31.968	28.983	340,590	2.868	2.403	8,3%	9,0%
Barbacena (Município) (310560)	136.689	136.689	125.090	759,190	26.599	38.478	30,8%	19,5%
Belo Horizonte (Município) (310620)	2.523.794	2.523.794	2.523.794	331,400	204.531	204.531	8,1%	8,1%
Belo Vale (Município) (310640)	7.841	7.841	3.428	365,920	12	5	0,1%	0,2%
Betim (Município) (310670)	427.146	427.146	424.030	343,860	112.378	109.262	25,8%	26,3%
Bom Despacho (Município) (310740)	50.042	50.042	47.123	1.213,550	8.172	5.253	11,1%	16,3%
Bonfim (Município) (310810)	7.020	7.020	3.431	301,870	4.628	1.039	30,3%	65,9%
Brumadinho (Município) (310900)	38.863	38.863	32.765	639,430	22.934	16.836	51,4%	59,0%
Caeté (Município) (311000)	44.377	44.377	38.590	542,530	3.946	0	0,0%	8,9%
Campo Belo (Município) (311120)	54.458	54.458	51.375	528,230	2.687	0	0,0%	4,9%
Capim Branco (Município) (311250)	9.678	9.678	8.816	95,330	8.000	7.138	81,0%	82,7%
Caratinga (Município) (311340)	91.841	91.841	75.932	1.258,480	39.983	24.074	31,7%	43,5%
Cataguases (Município) (311530)	75.025	75.025	71.823	491,770	29.283	26.081	36,3%	39,0%
Confins (Município) (311787)	6.608	6.608	6.608	42,360	6.608	6.608	100,0%	100,0%
Congonhas (Município) (311800)	53.843	53.843	52.419	304,070	19.130	17.706	33,8%	35,5%
Conselheiro Lafaiete (Município) (311830)	127.369	127.369	121.634	370,250	31.687	25.952	21,3%	24,9%
Contagem (Município) (311860)	658.580	658.580	656.351	195,050	130.663	128.434	19,6%	19,8%
Coronel Fabriciano (Município) (311940)	110.326	110.326	108.944	221,250	26.666	25.284	23,2%	24,2%
Curvelo (Município) (312090)	79.878	79.878	72.520	3.296,200	22.471	15.113	20,8%	28,1%
Divinópolis (Município) (312230)	234.937	234.937	228.871	708,120	42.425	36.359	15,9%	18,1%
Esmeraldas (Município) (312410)	69.010	69.010	64.366	909,680	60.086	55.442	86,1%	87,1%
Florestal (Município) (312600)	7.343	7.343	6.124	194,240	1.219	0	0,0%	16,6%
Formiga (Município) (312610)	68.423	68.423	62.497	1.501,920	5.926	0	0,0%	8,7%
Fortuna de Minas (Município) (312640)	2.932	2.932	2.022	198,710	1.146	236	11,7%	39,1%
Frutal (Município) (312710)	58.770	58.770	50.659	2.426,970	15.306	7.195	14,2%	26,0%
Funilândia (Município) (312720)	4.277	4.277	2.251	199,800	3.101	1.075	47,8%	72,5%
Governador Valadares (Município) (312770)	280.901	280.901	269.834	2.342,330	7.126	6.109	2,3%	2,5%
Guaxupé (Município) (312870)	52.294	52.294	49.173	286,400	9.176	6.055	12,3%	17,5%
Ibirité (Município) (312980)	177.475	177.475	177.069	72,570	55.546	55.140	31,1%	31,3%
Igarapé (Município) (313010)	41.127	41.127	38.543	110,940	22.717	20.133	52,2%	55,2%
Inhaúma (Município) (313100)	6.240	6.240	4.557	245,000	3.740	2.457	53,9%	59,9%
Ipatinga (Município) (313130)	261.203	261.203	258.476	164,880	34.668	31.941	12,4%	13,3%
Itabira (Município) (313170)	119.285	119.285	111.172	1.253,700	8.269	3.336	3,0%	6,9%
Itabirito (Município) (313190)	50.816	50.816	48.711	542,610	8.574	6.469	13,3%	16,9%
Itaguara (Município) (313220)	13.329	13.329	10.263	410,470	3.429	463	4,5%	25,7%
Itajubá (Município) (313240)	97.000	97.000	88.554	294,840	20.038	11.592	13,1%	20,7%
Itatiaiuçu (Município) (313370)	10.979	10.979	6.880	295,150	0	0	0,0%	0,0%
Itaúna (Município) (313380)	92.696	92.696	87.260	495,770	3.100	0	0,0%	3,3%
Ituiutaba (Município) (313420)	104.526	104.526	100.174	2.598,050	4.502	150	0,1%	4,3%
Jaboticatubas (Município) (313460)	19.545	19.545	12.251	1.114,970	11.750	4.456	36,4%	60,1%
Janaúba (Município) (313510)	71.653	71.653	64.967	2.181,320	55.511	48.825	75,2%	77,5%
Januária (Município) (313520)	68.584	68.584	43.292	6.661,590	60.094	34.802	80,4%	87,6%
João Monlevade (Município) (313620)	79.590	79.590	79.230	99,160	0	0	0,0%	0,0%
Nova União (Município) (313660)	5.804	5.804	3.001	172,130	5.804	3.001	100,0%	100,0%
Juatuba (Município) (313665)	25.874	25.874	25.437	97,170	17.976	17.539	69,0%	69,5%
Juiz de Fora (Município) (313670)	563.769	563.769	557.360	1.435,750	32.895	26.486	4,8%	5,8%
Lagoa da Prata (Município) (313720)	51.204	51.204	50.039	439,980	685	568	1,1%	1,3%
Lagoa Santa (Município) (313760)	61.752	61.752	57.553	229,410	35.962	31.763	55,2%	58,2%
Lavras (Município) (313820)	102.124	102.124	97.312	564,740	16.164	11.352	11,7%	15,8%
Leopoldina (Município) (313840)	53.354	53.354	47.692	943,080	0	0	0,0%	0,0%
Manhuaçu (Município) (313940)	88.580	88.580	72.177	628,320	0	0	0,0%	0,0%
Mariana (Município) (314000)	59.857	59.857	52.596	1.194,210	11.972	10.520	20,0%	20,0%
Mário Campos (Município) (314015)	14.988	14.988	14.154	35,200	5.988	5.154	36,4%	40,0%
Mateus Leme (Município) (314070)	30.678	30.678	27.179	301,380	19.069	15.570	57,3%	62,2%
Matozinhos (Município) (314110)	37.344	37.344	33.959	252,280	15.729	12.344	36,3%	42,1%
Moeda (Município) (314230)	4.957	4.957	1.891	155,110	4.957	1.891	100,0%	100,0%
Montes Claros (Município) (314330)	402.027	402.027	382.601	3.568,940	70.770	51.344	13,4%	17,6%
Muriaé (Município) (314390)	108.537	108.537	100.415	841,690	1.086	1.005	1,0%	1,0%
Nova Lima (Município) (314480)	92.178	92.178	90.168	429,000	73.711	71.701	79,5%	80,0%
Nova Serrana (Município) (314520)	94.681	94.681	89.537	282,470	17.449	12.305	13,7%	18,4%
Ouro Preto (Município) (314610)	74.659	74.659	64.927	1.245,870	25.757	21.681	33,4%	34,5%
Paracatu (Município) (314700)	92.386	92.386	80.449	8.229,600	26.650	14.713	18,3%	28,8%
Pará de Minas (Município) (314710)	92.739	92.739	87.656	551,250	1.992	1.845	2,1%	2,1%
Passos (Município) (314790)	114.458	114.458	108.591	1.338,070	6.660	793	0,7%	5,8%
Patos de Minas (Município) (314800)	150.893	150.893	138.942	3.190,190	24.966	13.015	9,4%	16,5%
Patrocínio (Município) (314810)	89.983	89.983	79.385	2.874,340	600	0	0,0%	0,7%
Pedro Leopoldo (Município) (314930)	63.837	63.837	54.288	292,950	26.486	16.937	31,2%	41,5%
Pirapora (Município) (315120)	56.706	56.706	55.662	549,510	26.099	25.055	45,0%	46,0%
Poços de Caldas (Município) (315180)	166.085	166.085	162.040	546,670	0	0	0,0%	0,0%
Ponte Nova (Município) (315210)	60.361	60.361	53.835	470,640	3.019	5.547	10,3%	5,0%
Pouso Alegre (Município) (315250)	147.137	147.137	134.717	542,800	20.976	8.556	6,4%	14,3%
Prudente de Morais (Município) (315360)	10.577	10.577	10.164	124,190	6.778	6.365	62,6%	64,1%
Raposos (Município) (315390)	16.390	16.390	15.546	72,230	5.233	4.389	28,2%	31,9%
Ribeirão das Neves (Município) (315460)	328.871	328.871	326.469	155,450	110.431	108.029	33,1%	33,6%
Rio Acima (Município) (315480)	10.123	10.123	8.847	229,810	-	-	-	-
Rio Manso (Município) (315530)	5.774	5.774	3.075	231,540	5.774	3.075	100,0%	100,0%
Sabará (Município) (315670)	135.968	135.968	132.538	302,420	49.647	46.217	34,9%	36,5%
Santa Bárbara (Município) (315720)	30.690	30.690	27.297	684,060	3.690	297	1,1%	12,0%
Santa Luzia (Município) (315780)	218.897	218.897	218.289	235,080	73.172	72.564	33,2%	33,4%
São Francisco (Município) (316110)	56.805	56.805	36.096	3.308,100	40.611	19.902	55,1%	71,5%
São João del Rei (Município) (316250)	90.263	90.263	85.335	1.452,000	-	-	-	-
São Joaquim de Bicas (Município) (316292)	30.160	30.160	21.966	71,760	22.405	14.211	64,7%	74,3%
São José da Lapa (Município) (316295)	22.910	22.910	13.191	47,930	11.127	1.408	10,7%	48,6%
São José da Varginha (Município) (316310)	4.834	4.834	2.731	205,500	3.106	1.003	36,7%	64,3%
São Sebastião do Paraíso (Município) (316470)	70.533	70.533	65.076	814,930	12.131	6.674	10,3%	17,2%
Sarzedo (Município) (316553)	31.037	31.037	30.698	62,130	5.775	5.436	17,7%	18,6%
Sete Lagoas (Município) (316720)	236.228	236.228	230.496	536,640	9.628	3.980	1,7%	4,1%
Taquaraçu de Minas (Município) (316830)	4.075	4.075	1.885	329,290	3.237	1.047	55,5%	79,4%
Teófilo Otoni (Município) (316860)	141.934	141.934	115.949	3.242,270	56.651	30.666	26,4%	39,9%
Timóteo (Município) (316870)	88.931	88.931	88.801	144,380	12.701	12.571	14,2%	14,3%
Três Corações (Município) (316930)	78.999	78.999	71.466	828,040	18.628	11.095	15,5%	23,6%
Três Pontas (Município) (316940)	57.097	57.097	49.061	689,790	2.911	157	0,3%	5,1%
Ubá (Município) (316990)	113.300	113.300	108.966	407,450	4.550	216	0,2%	4,0%
Uberaba (Município) (317010)	328.272	328.272	320.939	4.523,960	4.925	1.605	0,5%	1,5%
Uberlândia (Município) (317020)	676.613	676.613	657.853	4.115,210	18.682	3.690	0,6%	2,8%
Unaí (Município) (317040)	83.980	83.980	67.484	8.448,080	21.825	5.329	7,9%	26,0%
Varginha (Município) (317070)	134.364	134.364	129.975	395,400	14.978	10.589	8,1%	11,1%
Vespasiano (Município) (317120)	122.365	122.365	122.365	71,080	32.919	32.919	26,9%	26,9%
Viçosa (Município) (317130)	78.381	78.381	73.047	299,420	13.325	8.766	12,0%	17,0%
Aracruz (Município) (320060)	98.393	98.393	85.911	1.423,870	29.675	17.421	20,3%	30,2%
Cachoeiro de Itapemirim (Município) (320120)	211.649	211.649	193.481	864,580	17.268	3.439	1,8%	8,2%
Cariacica (Município) (320130)	387.368	387.368	375.044	279,720	261.583	249.259	66,5%	67,5%
Colatina (Município) (320150)	124.525	124.525	109.606	1.416,800	17.373	4.866	4,4%	14,0%
Fundão (Município) (320220)	20.757	20.757	17.530	288,720	16.822	13.595	77,6%	81,0%
Guarapari (Município) (320240)	123.166	123.166	117.600	591,820	55.324	49.758	42,3%	44,9%
Linhares (Município) (320320)	169.048	169.048	145.434	3.496,560	47.481	36.852	25,3%	28,1%
São Mateus (Município) (320490)	128.449	128.449	99.600	2.345,730	56.149	33.412	33,5%	43,7%
Serra (Município) (320500)	502.618	502.618	499.158	547,640	181.368	177.908	35,6%	36,1%
Viana (Município) (320510)	76.776	76.776	70.434	312,280	51.270	44.928	63,8%	66,8%
Vila Velha (Município) (320520)	486.388	486.388	484.029	209,970	241.544	239.185	49,4%	49,7%
Vitória (Município) (320530)	363.140	363.140	363.140	96,540	85.397	85.397	23,5%	23,5%
Angra dos Reis (Município) (330010)	194.619	194.619	187.477	825,080	105.382	101.809	54,3%	54,1%
Araruama (Município) (330020)	126.742	126.742	120.494	638,480	42.085	36.444	30,2%	33,2%
Barra do Piraí (Município) (330030)	97.460	97.460	94.559	584,610	3.766	865	0,9%	3,9%
Barra Mansa (Município) (330040)	179.451	179.451	177.816	547,130	19.197	25.074	14,1%	10,7%
Belford Roxo (Município) (330045)	495.783	495.783	495.783	78,990	298.721	298.721	60,3%	60,3%
Cabo Frio (Município) (330070)	216.030	216.030	162.969	413,650	86.975	33.914	20,8%	40,3%
Cachoeiras de Macacu (Município) (330080)	57.048	57.048	49.344	954,750	25.048	20.924	42,4%	43,9%
Campos dos Goytacazes (Município) (330100)	490.288	490.288	442.705	4.032,440	91.840	44.257	10,0%	18,7%
Duque de Caxias (Município) (330170)	890.997	890.997	887.965	467,270	497.614	494.582	55,7%	55,8%
Guapimirim (Município) (330185)	57.921	57.921	55.967	358,350	57.921	55.967	100,0%	100,0%
Itaboraí (Município) (330190)	232.394	232.394	229.627	430,590	136.486	133.719	58,2%	58,7%
Itaguaí (Município) (330200)	122.369	122.369	116.893	273,370	72.787	67.311	57,6%	59,5%
Itaperuna (Município) (330220)	99.997	99.997	92.200	1.106,170	75.784	67.987	73,7%	75,8%
Japeri (Município) (330227)	101.237	101.237	101.237	81,700	101.237	101.237	100,0%	100,0%
Macaé (Município) (330240)	244.139	244.139	239.570	1.215,290	192.096	187.527	78,3%	78,7%
Magé (Município) (330250)	237.420	237.420	224.797	393,910	138.355	125.732	55,9%	58,3%
Maricá (Município) (330270)	153.008	153.008	150.643	362,000	136.153	133.788	88,8%	89,0%
Mesquita (Município) (330285)	171.280	171.280	171.280	41,490	86.568	86.568	50,5%	50,5%
Nilópolis (Município) (330320)	158.329	158.329	158.329	19,390	7.712	7.712	4,9%	4,9%
Niterói (Município) (330330)	499.028	499.028	499.028	134,070	25.922	25.922	5,2%	5,2%
Nova Friburgo (Município) (330340)	185.381	185.381	162.260	935,430	31.164	8.043	5,0%	16,8%
Nova Iguaçu (Município) (330350)	798.647	798.647	789.927	520,810	431.178	422.458	53,5%	54,0%
Paracambi (Município) (330360)	50.447	50.447	44.664	190,950	13.747	8.964	20,1%	27,3%
Petrópolis (Município) (330390)	298.235	298.235	283.489	791,140	47.991	35.507	12,5%	16,1%
Queimados (Município) (330414)	145.386	145.386	145.386	75,700	83.110	83.110	57,2%	57,2%
Resende (Município) (330420)	126.923	126.923	119.041	1.099,340	5.980	0	0,0%	4,7%
Rio Bonito (Município) (330430)	58.272	58.272	43.280	459,460	14.422	80	0,2%	24,7%
Rio das Ostras (Município) (330452)	141.117	141.117	133.411	228,110	101.146	95.040	71,2%	71,7%
Rio de Janeiro (Município) (330455)	6.520.266	6.520.266	6.520.266	1.200,180	913.916	913.916	14,0%	14,0%
São Gonçalo (Município) (330490)	1.049.826	1.049.826	1.049.060	248,320	652.030	651.264	62,1%	62,1%
São João de Meriti (Município) (330510)	460.461	460.461	460.461	35,220	174.926	174.926	38,0%	38,0%
São Pedro da Aldeia (Município) (330520)	99.906	99.906	93.395	332,920	25.947	19.436	20,8%	26,0%
Saquarema (Município) (330550)	85.175	85.175	80.840	352,800	22.247	18.314	22,7%	26,1%
Seropédica (Município) (330555)	84.416	84.416	69.407	283,630	56.127	41.118	59,2%	66,5%
Tanguá (Município) (330575)	32.970	32.970	29.425	142,530	22.939	19.394	65,9%	69,6%
Teresópolis (Município) (330580)	176.060	176.060	157.202	773,340	141.109	122.251	77,8%	80,1%
Três Rios (Município) (330600)	79.402	79.402	77.077	322,840	301	2.422	3,1%	0,4%
Valença (Município) (330610)	74.237	74.237	64.297	1.300,770	44.409	34.469	53,6%	59,8%
Volta Redonda (Município) (330630)	265.201	265.201	265.081	182,110	2.771	2.651	1,0%	1,0%
Americana (Município) (350160)	233.868	233.868	232.775	133,910	0	0	0,0%	0,0%
Amparo (Município) (350190)	71.193	71.193	56.033	445,320	17.962	2.802	5,0%	25,2%
Andradina (Município) (350210)	57.350	57.350	53.531	964,230	3.819	0	0,0%	6,7%
Araçatuba (Município) (350280)	194.874	194.874	191.116	1.167,130	5.860	2.102	1,1%	3,0%
Araraquara (Município) (350320)	230.770	230.770	224.209	1.003,630	6.870	688	0,3%	3,0%
Araras (Município) (350330)	131.282	131.282	124.213	644,830	0	0	0,0%	0,0%
Artur Nogueira (Município) (350380)	51.986	51.986	47.068	178,030	6.350	1.432	3,0%	12,2%
Arujá (Município) (350390)	86.430	86.430	82.981	96,170	25.735	22.286	26,9%	29,8%
Assis (Município) (350400)	102.924	102.924	98.431	460,610	2.331	0	0,0%	2,3%
Atibaia (Município) (350410)	139.683	139.683	127.134	478,520	57.457	44.908	35,3%	41,1%
Avaré (Município) (350450)	89.479	89.479	85.656	1.213,060	3.453	0	0,0%	3,9%
Barretos (Município) (350550)	120.638	120.638	116.963	1.566,160	0	0	0,0%	0,0%
Barueri (Município) (350570)	267.534	267.534	267.534	65,700	1.183	1.183	0,4%	0,4%
Batatais (Município) (350590)	61.480	61.480	54.370	849,530	-	-	-	-
Bauru (Município) (350600)	371.690	371.690	365.473	667,680	10.502	4.285	1,2%	2,8%
Bebedouro (Município) (350610)	77.761	77.761	74.101	683,190	0	0	0,0%	0,0%
Bertioga (Município) (350635)	59.297	59.297	58.329	491,550	29.571	28.603	49,0%	49,9%
Birigui (Município) (350650)	120.692	120.692	117.094	530,030	0	0	0,0%	0,0%
Biritiba-Mirim (Município) (350660)	31.793	31.793	27.287	317,410	16.371	11.865	43,5%	51,5%
Boituva (Município) (350700)	57.910	57.910	54.475	248,950	19.246	15.811	29,0%	33,2%
Botucatu (Município) (350750)	142.546	142.546	137.340	1.482,640	8.078	2.872	2,1%	5,7%
Bragança Paulista (Município) (350760)	164.163	164.163	159.141	512,580	24.837	19.815	12,5%	15,1%
Caçapava (Município) (350850)	92.587	92.587	79.221	368,990	6.134	0	0,0%	6,6%
Caieiras (Município) (350900)	98.223	98.223	95.790	97,640	24.277	21.844	22,8%	24,7%
Cajamar (Município) (350920)	73.921	73.921	72.433	131,390	6.552	5.064	7,0%	8,9%
Campinas (Município) (350950)	1.182.429	1.182.429	1.162.097	794,570	70.102	49.770	4,3%	5,9%
Campo Limpo Paulista (Município) (350960)	82.520	82.520	82.520	79,400	32.071	32.071	38,9%	38,9%
Campos do Jordão (Município) (350970)	51.454	51.454	51.133	290,520	24.733	24.412	47,7%	48,1%
Capivari (Município) (351040)	54.298	54.298	51.311	322,880	5.553	2.566	5,0%	10,2%
Caraguatatuba (Município) (351050)	116.786	116.786	111.960	484,950	36.577	31.751	28,4%	31,3%
Carapicuíba (Município) (351060)	396.587	396.587	396.587	34,550	79.754	79.754	20,1%	20,1%
Catanduva (Município) (351110)	120.691	120.691	119.722	290,600	1.563	594	0,5%	1,3%
Cosmópolis (Município) (351280)	69.086	69.086	64.162	154,670	3.086	162	0,3%	4,5%
Cotia (Município) (351300)	237.750	237.750	237.750	323,990	112.934	112.934	47,5%	47,5%
Cruzeiro (Município) (351340)	81.724	81.724	79.642	305,700	2.082	0	0,0%	2,5%
Cubatão (Município) (351350)	128.748	128.748	128.748	142,880	61.240	61.240	47,6%	47,6%
Diadema (Município) (351380)	417.869	417.869	417.869	30,730	25.072	25.072	6,0%	6,0%
Embu das Artes (Município) (351500)	267.054	267.054	267.054	70,400	72.635	72.635	27,2%	27,2%
Embu-Guaçu (Município) (351510)	68.270	68.270	66.449	155,640	42.910	41.089	61,8%	62,9%
Fernandópolis (Município) (351550)	68.670	68.670	66.566	549,800	520	0	0,0%	0,8%
Ferraz de Vasconcelos (Município) (351570)	188.868	188.868	180.393	29,560	31.856	23.381	13,0%	16,9%
Franca (Município) (351620)	347.237	347.237	341.141	605,680	1.317	0	0,0%	0,4%
Francisco Morato (Município) (351630)	171.602	171.602	171.253	49,000	98.627	98.278	57,4%	57,5%
Franco da Rocha (Município) (351640)	149.502	149.502	137.733	132,780	53.938	42.169	30,6%	36,1%
Guararema (Município) (351830)	28.978	28.978	24.937	270,820	15.423	11.382	45,6%	53,2%
Guaratinguetá (Município) (351840)	120.417	120.417	114.712	752,640	7.225	7.180	6,3%	6,0%
Guarujá (Município) (351870)	315.563	315.563	315.502	144,790	102.027	101.966	32,3%	32,3%
Guarulhos (Município) (351880)	1.349.113	1.349.113	1.349.113	318,680	151.094	151.094	11,2%	11,2%
Hortolândia (Município) (351907)	222.186	222.186	222.186	62,420	911	911	0,4%	0,4%
Ibitinga (Município) (351960)	58.715	58.715	56.394	689,390	0	0	0,0%	0,0%
Ibiúna (Município) (351970)	77.566	77.566	27.156	1.058,080	63.955	13.545	49,9%	82,5%
Indaiatuba (Município) (352050)	239.602	239.602	237.193	311,550	7.522	5.113	2,2%	3,1%
Itanhaém (Município) (352210)	98.629	98.629	97.706	601,710	56.111	55.188	56,5%	56,9%
Itapecerica da Serra (Município) (352220)	170.927	170.927	169.510	150,740	120.269	118.852	70,1%	70,4%
Itapetininga (Município) (352230)	160.070	160.070	145.294	1.789,350	21.572	6.796	4,7%	13,5%
Itapeva (Município) (352240)	93.570	93.570	78.858	1.826,260	20.694	5.982	7,6%	22,1%
Itapevi (Município) (352250)	229.502	229.502	229.502	82,660	83.308	83.308	36,3%	36,3%
Itapira (Município) (352260)	73.844	73.844	68.499	518,420	665	616	0,9%	0,9%
Itaquaquecetuba (Município) (352310)	360.657	360.657	360.657	82,620	112.862	112.862	31,3%	31,3%
Itararé (Município) (352320)	50.379	50.379	46.528	1.003,860	9.900	6.049	13,0%	19,7%
Itatiba (Município) (352340)	116.503	116.503	98.357	322,280	20.434	2.288	2,3%	17,5%
Itu (Município) (352390)	170.157	170.157	159.253	640,720	9.555	0	0,0%	5,6%
Itupeva (Município) (352400)	57.031	57.031	49.525	200,820	16.867	9.361	18,9%	29,6%
Jaboticabal (Município) (352430)	76.563	76.563	74.282	706,600	1.522	2.277	3,1%	2,0%
Jacareí (Município) (352440)	229.851	229.851	226.677	464,270	3.174	0	0,0%	1,4%
Jaguariúna (Município) (352470)	54.204	54.204	52.641	141,390	4.327	2.764	5,3%	8,0%
Jandira (Município) (352500)	121.492	121.492	121.492	17,450	29.135	29.135	24,0%	24,0%
Jaú (Município) (352530)	146.338	146.338	141.763	687,100	4.552	0	0,0%	3,1%
Jundiaí (Município) (352590)	409.497	409.497	391.881	431,210	7.242	1.952	0,5%	1,8%
Juquitiba (Município) (352620)	31.027	31.027	24.012	522,170	26.687	19.672	81,9%	86,0%
Leme (Município) (352670)	101.184	101.184	99.095	402,870	1.419	965	1,0%	1,4%
Lençóis Paulista (Município) (352680)	67.185	67.185	65.679	809,540	1.506	0	0,0%	2,2%
Limeira (Município) (352690)	300.911	300.911	291.931	580,710	8.980	0	0,0%	3,0%
Lins (Município) (352710)	77.021	77.021	76.121	570,060	253	0	0,0%	0,3%
Lorena (Município) (352720)	87.980	87.980	85.460	414,160	1.559	0	0,0%	1,8%
Mairiporã (Município) (352850)	95.601	95.601	83.549	320,700	74.051	61.999	74,2%	77,5%
Marília (Município) (352900)	235.234	235.234	224.681	1.170,520	2.160	603	0,3%	0,9%
Matão (Município) (352930)	82.307	82.307	80.797	524,900	0	0	0,0%	0,0%
Mauá (Município) (352940)	462.005	462.005	462.005	61,910	19.451	19.451	4,2%	4,2%
Mirassol (Município) (353030)	58.760	58.760	57.275	243,230	1.485	0	0,0%	2,5%
Mococa (Município) (353050)	68.994	68.994	63.643	855,160	3.263	0	0,0%	4,7%
Mogi das Cruzes (Município) (353060)	433.901	433.901	399.811	712,540	57.986	23.896	6,0%	13,4%
Mogi Guaçu (Município) (353070)	149.396	149.396	141.831	812,750	11.820	4.255	3,0%	7,9%
