Localidade	"Taxa de incidência de internações de  doenças gastrointestinais infecciosas
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  febre amarela
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  dengue
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  leptospirose
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  malária
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  esquistossomose
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças respiratórias: gripes e pneumonias
(Número de internações) (DATASUS)"	"Incidência de internações por doenças respiratórias: gripes e pneumonias
(Internações por 10 mil habitantes) (DATASUS)"
Luís Eduardo Magalhães (Município) (291955)	1,52	0,00	1,01	0,00	0,00	0,00	102	12,88
Madre de Deus (Município) (291992)	3,44	0,00	4,42	0,49	0,00	0,00	65	31,94
Mata de São João (Município) (292100)	1,75	0,00	0,44	0,00	0,00	0,00	76	16,59
Paulo Afonso (Município) (292400)	8,14	0,00	0,42	0,00	0,00	0,00	287	24,07
Pojuca (Município) (292520)	2,40	0,00	0,27	0,53	0,00	0,00	47	12,52
Porto Seguro (Município) (292530)	1,79	0,00	0,41	0,00	0,00	0,07	127	8,73
Ribeira do Pombal (Município) (292660)	4,47	0,00	1,36	0,00	0,00	0,00	104	20,23
Salvador (Município) (292740)	1,81	0,00	0,23	0,30	0,00	0,00	4.497	15,39
Santo Amaro (Município) (292860)	5,51	0,00	3,73	0,16	0,00	0,00	64	10,37
Santo Antônio de Jesus (Município) (292870)	12,90	0,00	0,69	0,00	0,00	0,00	314	30,92
Santo Estêvão (Município) (292880)	4,70	0,00	2,07	0,00	0,00	0,00	74	13,91
São Francisco do Conde (Município) (292920)	0,25	0,00	0,25	0,25	0,00	0,00	13	3,31
São Sebastião do Passé (Município) (292950)	1,54	0,00	1,54	0,00	0,22	0,00	44	9,67
Senhor do Bonfim (Município) (293010)	18,69	0,00	15,62	0,00	0,00	0,00	125	15,37
Serrinha (Município) (293050)	23,18	0,00	19,93	0,00	0,00	0,00	114	13,69
Simões Filho (Município) (293070)	3,00	0,00	2,55	0,45	0,00	0,08	307	23,05
Teixeira de Freitas (Município) (293135)	3,30	0,00	0,95	0,00	0,00	0,00	317	20,09
Tucano (Município) (293190)	8,25	0,00	1,61	0,00	0,00	0,00	81	14,52
Valença (Município) (293290)	23,95	0,00	1,44	0,31	0,00	0,00	375	38,54
Vera Cruz (Município) (293320)	5,16	0,00	1,64	0,00	0,00	0,00	125	29,31
Vitória da Conquista (Município) (293330)	13,17	0,00	1,22	0,03	0,00	0,00	1.655	48,22
Alfenas (Município) (310160)	2,79	0,00	6,99	0,00	0,00	0,00	358	45,48
Araguari (Município) (310350)	3,10	0,00	4,04	0,00	0,00	0,00	313	26,92
Araxá (Município) (310400)	1,86	0,00	5,58	0,10	0,00	0,00	267	26,12
Baldim (Município) (310500)	0,00	0,00	0,00	0,00	0,00	0,00	18	22,30
Barão de Cocais (Município) (310540)	0,00	0,00	0,96	0,00	0,00	0,00	72	23,03
Barbacena (Município) (310560)	2,37	0,00	0,00	0,00	0,00	0,00	413	30,61
Belo Horizonte (Município) (310620)	2,58	0,00	2,01	0,04	0,02	0,02	4.453	17,79
Belo Vale (Município) (310640)	5,12	0,00	0,00	0,00	0,00	0,00	36	46,06
Betim (Município) (310670)	0,69	0,00	1,99	0,02	0,00	0,02	433	10,38
Bom Despacho (Município) (310740)	2,03	0,00	10,76	0,00	0,00	0,00	249	50,57
Bonfim (Município) (310810)	0,00	0,00	0,00	0,00	0,00	0,00	11	15,68
Brumadinho (Município) (310900)	2,64	0,00	3,17	0,00	0,00	0,26	98	25,89
Caeté (Município) (311000)	2,06	0,00	0,46	0,00	0,00	0,00	150	34,29
Campo Belo (Município) (311120)	0,55	0,00	0,00	0,00	0,00	0,00	239	44,20
Capim Branco (Município) (311250)	0,00	0,00	0,00	0,00	0,00	0,00	7	7,34
Caratinga (Município) (311340)	2,53	0,00	0,33	0,00	0,00	0,00	77	8,48
Cataguases (Município) (311530)	10,52	0,00	3,51	0,00	0,00	0,00	437	58,92
Confins (Município) (311787)	0,00	0,00	1,54	0,00	0,00	0,00	5	7,72
Congonhas (Município) (311800)	1,14	0,00	0,38	0,00	0,00	0,00	151	28,58
Conselheiro Lafaiete (Município) (311830)	14,43	0,00	0,32	0,00	0,00	0,00	314	25,04
Contagem (Município) (311860)	1,36	0,02	1,19	0,02	0,00	0,00	593	9,14
Coronel Fabriciano (Município) (311940)	4,02	0,00	2,10	0,00	0,00	0,00	281	25,69
Curvelo (Município) (312090)	3,04	0,00	1,52	0,00	0,00	0,00	195	24,71
Divinópolis (Município) (312230)	0,56	0,00	0,56	0,00	0,00	0,00	211	9,14
Esmeraldas (Município) (312410)	1,04	0,00	13,69	0,00	0,00	0,00	263	39,13
Florestal (Município) (312600)	0,00	0,00	1,39	0,00	0,00	1,39	9	12,48
Formiga (Município) (312610)	7,94	0,00	5,00	0,00	0,00	0,00	169	24,84
Fortuna de Minas (Município) (312640)	0,00	0,00	0,00	0,00	0,00	0,00	8	27,65
Frutal (Município) (312710)	5,71	0,00	4,33	0,17	0,00	0,00	169	29,24
Funilândia (Município) (312720)	4,77	0,00	0,00	0,00	0,00	0,00	7	16,68
Governador Valadares (Município) (312770)	5,28	0,00	0,36	0,00	0,00	0,04	688	24,72
Guaxupé (Município) (312870)	14,45	0,00	3,27	0,00	0,00	0,00	399	76,86
Ibirité (Município) (312980)	2,53	0,00	1,90	0,17	0,00	0,17	367	21,11
Igarapé (Município) (313010)	0,50	0,00	2,01	0,00	0,00	0,00	22	5,53
Inhaúma (Município) (313100)	0,00	0,00	1,62	0,00	0,00	0,00	21	34,10
Ipatinga (Município) (313130)	3,89	0,00	0,51	0,04	0,00	0,08	699	27,16
Itabira (Município) (313170)	2,04	0,00	1,28	0,00	0,00	0,00	267	22,70
Itabirito (Município) (313190)	3,21	0,00	1,00	0,00	0,00	0,00	169	33,96
Itaguara (Município) (313220)	8,35	0,00	2,28	0,00	0,00	0,00	178	135,14
Itajubá (Município) (313240)	1,35	0,00	2,29	0,31	0,00	0,00	556	57,90
Itatiaiuçu (Município) (313370)	0,93	0,00	0,93	0,00	0,00	0,00	30	27,83
Itaúna (Município) (313380)	4,81	0,00	0,87	0,00	0,00	0,00	239	26,13
Ituiutaba (Município) (313420)	14,71	0,00	1,94	0,00	0,00	0,00	527	51,00
Jaboticatubas (Município) (313460)	0,00	0,00	1,57	0,00	0,00	0,00	69	36,22
Janaúba (Município) (313510)	1,83	0,00	4,09	0,00	0,00	0,00	601	84,78
Januária (Município) (313520)	0,73	0,00	0,15	0,00	0,00	0,29	52	7,62
João Monlevade (Município) (313620)	1,27	0,00	0,25	0,00	0,00	0,00	135	17,18
Nova União (Município) (313660)	0,00	0,00	0,00	0,00	0,00	0,00	27	46,72
Juatuba (Município) (313665)	1,99	0,00	6,78	0,00	0,00	0,00	15	5,98
Juiz de Fora (Município) (313670)	2,99	0,00	2,07	0,04	0,00	0,00	1.239	22,31
Lagoa da Prata (Município) (313720)	2,39	0,00	19,32	0,20	0,00	0,00	279	55,58
Lagoa Santa (Município) (313760)	1,17	0,00	1,00	0,00	0,00	0,17	53	8,87
Lavras (Município) (313820)	2,49	0,00	7,78	0,00	0,00	0,00	144	14,37
Leopoldina (Município) (313840)	4,14	0,00	2,07	0,00	0,00	0,00	274	51,56
Manhuaçu (Município) (313940)	6,10	0,00	0,35	0,00	0,00	0,00	170	19,58
Mariana (Município) (314000)	8,67	0,00	0,00	0,00	0,00	0,00	155	26,36
Mário Campos (Município) (314015)	0,00	0,00	3,42	0,00	0,00	0,68	9	6,15
Mateus Leme (Município) (314070)	1,66	0,00	4,31	0,00	0,00	0,00	21	6,96
Matozinhos (Município) (314110)	5,45	0,00	1,09	0,00	0,00	0,00	102	27,78
Moeda (Município) (314230)	2,03	0,00	0,00	2,03	0,00	0,00	8	16,25
Montes Claros (Município) (314330)	1,80	0,03	0,74	0,05	0,00	0,00	1.017	25,79
Muriaé (Município) (314390)	7,09	0,00	5,69	0,19	0,00	0,09	580	54,07
Nova Lima (Município) (314480)	2,00	0,00	0,44	0,00	0,00	0,00	150	16,69
Nova Serrana (Município) (314520)	0,56	0,00	0,33	0,00	0,00	0,00	119	13,24
Ouro Preto (Município) (314610)	2,03	0,00	0,27	0,00	0,00	0,00	167	22,56
Paracatu (Município) (314700)	2,20	0,00	0,11	0,11	0,00	0,00	390	42,84
Pará de Minas (Município) (314710)	2,08	0,00	1,43	0,11	0,00	0,00	227	24,90
Passos (Município) (314790)	3,89	0,00	0,80	0,00	0,00	0,00	309	27,32
Patos de Minas (Município) (314800)	3,50	0,00	1,88	0,07	0,00	0,00	357	24,00
Patrocínio (Município) (314810)	3,72	0,00	1,80	0,11	0,00	0,00	227	25,61
Pedro Leopoldo (Município) (314930)	0,79	0,00	1,43	0,00	0,00	0,00	93	14,77
Pirapora (Município) (315120)	6,76	0,00	1,60	0,00	0,00	0,00	216	38,41
Poços de Caldas (Município) (315180)	0,61	0,00	0,18	0,00	0,00	0,00	260	15,88
Ponte Nova (Município) (315210)	3,83	0,00	0,00	0,00	0,00	0,00	68	11,33
Pouso Alegre (Município) (315250)	1,53	0,00	0,90	0,07	0,00	0,00	305	21,20
Prudente de Morais (Município) (315360)	0,96	0,00	0,00	0,00	0,00	0,00	10	9,63
Raposos (Município) (315390)	0,62	0,00	11,71	0,00	0,00	0,00	23	14,17
Ribeirão das Neves (Município) (315460)	1,77	0,00	1,64	0,03	0,00	0,09	490	15,19
Rio Acima (Município) (315480)	2,02	0,00	0,00	0,00	0,00	0,00	11	11,08
Rio Manso (Município) (315530)	3,52	0,00	1,76	0,00	0,00	0,00	6	10,56
Sabará (Município) (315670)	1,79	0,00	0,60	0,07	0,00	0,22	243	18,08
Santa Bárbara (Município) (315720)	2,98	0,00	2,98	0,00	0,00	0,33	129	42,76
Santa Luzia (Município) (315780)	1,71	0,00	0,92	0,05	0,00	0,05	436	20,16
São Francisco (Município) (316110)	5,32	0,00	0,18	0,00	0,00	0,18	172	30,48
São João del Rei (Município) (316250)	7,94	0,00	0,90	0,00	0,00	0,00	277	30,99
São Joaquim de Bicas (Município) (316292)	0,69	0,00	2,06	0,00	0,00	0,00	17	5,83
São José da Lapa (Município) (316295)	0,90	0,00	0,45	0,00	0,00	0,00	31	13,93
São José da Varginha (Município) (316310)	0,00	0,00	0,00	0,00	0,00	0,00	17	36,15
São Sebastião do Paraíso (Município) (316470)	0,57	0,00	2,01	0,00	0,00	0,00	313	44,99
Sarzedo (Município) (316553)	1,34	0,00	3,68	0,00	0,00	0,00	35	11,71
Sete Lagoas (Município) (316720)	1,72	0,00	0,52	0,00	0,00	0,00	531	22,88
Taquaraçu de Minas (Município) (316830)	2,48	0,00	4,96	0,00	0,00	0,00	8	19,85
Teófilo Otoni (Município) (316860)	0,64	0,00	0,14	0,00	0,00	0,00	179	12,69
Timóteo (Município) (316870)	2,63	0,00	0,80	0,00	0,00	0,00	201	22,96
Três Corações (Município) (316930)	3,85	0,00	4,11	0,00	0,00	0,00	244	31,31
Três Pontas (Município) (316940)	6,71	0,00	3,35	0,00	0,00	0,00	238	42,01
Ubá (Município) (316990)	39,28	0,00	9,01	0,18	0,00	0,00	233	20,99
Uberaba (Município) (317010)	2,89	0,00	2,14	0,00	0,00	0,03	751	23,31
Uberlândia (Município) (317020)	2,70	0,00	3,11	0,03	0,00	0,00	1.210	18,27
Unaí (Município) (317040)	2,65	0,00	18,70	0,00	0,00	0,00	167	20,15
Varginha (Município) (317070)	0,60	0,00	0,45	0,08	0,00	0,00	266	20,10
Vespasiano (Município) (317120)	1,94	0,00	1,10	0,00	0,00	0,00	202	17,04
Viçosa (Município) (317130)	5,82	0,00	2,59	0,00	0,00	0,00	126	16,30
Aracruz (Município) (320060)	2,21	0,00	1,79	0,00	0,00	0,00	123	12,94
Cachoeiro de Itapemirim (Município) (320120)	10,73	0,00	5,80	0,34	0,00	0,00	732	35,07
Cariacica (Município) (320130)	2,02	0,00	2,88	0,03	0,00	0,00	898	23,52
Colatina (Município) (320150)	11,90	0,00	1,63	0,00	0,00	0,00	328	26,74
Fundão (Município) (320220)	2,00	0,00	0,50	0,00	0,00	0,00	32	16,01
Guarapari (Município) (320240)	3,67	0,00	5,34	0,08	0,00	0,00	232	19,37
Linhares (Município) (320320)	3,91	0,00	3,24	0,00	0,00	0,00	404	24,69
São Mateus (Município) (320490)	11,48	0,00	9,31	0,00	0,00	0,00	562	45,11
Serra (Município) (320500)	1,26	0,00	1,79	0,02	0,00	0,00	887	18,27
Viana (Município) (320510)	2,01	0,00	3,09	0,00	0,00	0,00	146	19,60
Vila Velha (Município) (320520)	2,79	0,00	2,18	0,02	0,00	0,00	936	19,80
Vitória (Município) (320530)	2,47	0,00	1,40	0,00	0,00	0,03	593	16,66
Angra dos Reis (Município) (330010)	1,38	0,00	2,12	0,11	0,00	0,00	369	19,60
Araruama (Município) (330020)	0,33	0,00	0,24	0,00	0,00	0,00	108	8,79
Barra do Piraí (Município) (330030)	21,58	0,10	9,70	0,00	0,00	0,10	163	16,83
Barra Mansa (Município) (330040)	0,94	0,00	2,06	0,17	0,00	0,00	194	10,78
Belford Roxo (Município) (330045)	11,22	0,00	0,25	0,04	0,00	0,00	1.358	28,23
Cabo Frio (Município) (330070)	0,58	0,00	0,14	0,05	0,05	0,00	114	5,47
Cachoeiras de Macacu (Município) (330080)	5,86	0,00	1,07	0,18	0,00	0,00	265	47,08
Campos dos Goytacazes (Município) (330100)	3,51	0,00	17,23	0,21	0,00	0,00	1.408	29,09
Duque de Caxias (Município) (330170)	1,84	0,00	0,12	0,01	0,00	0,00	1.468	16,63
Guapimirim (Município) (330185)	3,36	0,00	0,18	0,00	0,00	0,00	216	38,22
Itaboraí (Município) (330190)	1,70	0,00	0,39	0,04	0,09	0,00	424	18,51
Itaguaí (Município) (330200)	0,50	0,00	1,09	0,00	0,00	0,00	29	2,43
Itaperuna (Município) (330220)	3,43	0,00	1,21	0,20	0,00	0,00	243	24,54
Japeri (Município) (330227)	3,71	0,00	0,50	0,10	0,00	0,00	320	32,04
Macaé (Município) (330240)	0,98	0,00	1,07	0,04	0,00	0,00	359	15,30
Magé (Município) (330250)	1,11	0,00	0,13	0,00	0,00	0,00	602	25,64
Maricá (Município) (330270)	0,34	0,00	1,02	0,00	0,00	0,00	251	17,13
Mesquita (Município) (330285)	1,58	0,00	0,06	0,00	0,06	0,00	125	7,32
Nilópolis (Município) (330320)	0,69	0,00	0,13	0,00	0,00	0,00	92	5,81
Niterói (Município) (330330)	1,85	0,00	0,22	0,04	0,06	0,00	520	10,47
Nova Friburgo (Município) (330340)	1,62	0,00	0,70	0,11	0,05	0,00	613	33,17
Nova Iguaçu (Município) (330350)	2,40	0,00	0,20	0,04	0,00	0,00	1.954	24,20
Paracambi (Município) (330360)	7,47	0,00	7,47	0,00	0,00	0,00	310	62,60
Petrópolis (Município) (330390)	0,47	0,00	0,34	0,17	0,00	0,00	530	17,78
Queimados (Município) (330414)	4,94	0,00	0,91	0,00	0,00	0,00	842	58,62
Resende (Município) (330420)	2,48	0,00	25,80	0,00	0,00	0,00	359	28,67
Rio Bonito (Município) (330430)	6,42	0,00	1,56	0,00	0,00	0,00	162	28,12
Rio das Ostras (Município) (330452)	1,29	0,00	3,49	0,00	0,00	0,00	297	22,50
Rio de Janeiro (Município) (330455)	0,68	0,00	0,18	0,05	0,00	0,01	7.625	11,77
São Gonçalo (Município) (330490)	2,28	0,00	0,21	0,04	0,00	0,01	3.481	33,53
São João de Meriti (Município) (330510)	1,95	0,00	0,15	0,02	0,00	0,00	558	12,11
São Pedro da Aldeia (Município) (330520)	0,10	0,00	0,00	0,00	0,00	0,00	23	2,37
Saquarema (Município) (330550)	0,49	0,00	0,61	0,00	0,00	0,00	197	23,92
Seropédica (Município) (330555)	1,45	0,00	0,72	0,12	0,00	0,00	48	5,79
Tanguá (Município) (330575)	2,47	0,00	0,31	0,00	0,00	0,00	53	16,34
Teresópolis (Município) (330580)	2,66	0,00	0,23	0,00	0,00	0,00	356	20,57
Três Rios (Município) (330600)	6,69	0,00	1,39	0,13	0,00	0,00	161	20,31
Valença (Município) (330610)	9,22	0,00	3,39	0,00	0,00	0,00	348	47,20
Volta Redonda (Município) (330630)	1,22	0,00	2,66	0,11	0,04	0,00	566	21,52
Americana (Município) (350160)	1,13	0,00	2,05	0,00	0,04	0,00	383	16,70
Amparo (Município) (350190)	4,13	0,00	5,83	0,28	0,00	0,00	150	21,34
Andradina (Município) (350210)	24,45	0,00	12,23	0,00	0,00	0,00	372	64,98
Araçatuba (Município) (350280)	2,44	0,00	0,73	0,00	0,05	0,00	381	19,77
Araraquara (Município) (350320)	1,06	0,00	1,81	0,00	0,00	0,00	326	14,39
Araras (Município) (350330)	2,09	0,00	2,72	0,08	0,00	0,00	198	15,36
Artur Nogueira (Município) (350380)	1,99	0,00	2,79	0,00	0,00	0,00	31	6,17
Arujá (Município) (350390)	0,48	0,00	0,36	0,00	0,00	0,00	149	17,75
Assis (Município) (350400)	5,81	0,00	3,25	0,20	0,00	0,00	241	23,72
Atibaia (Município) (350410)	0,36	0,00	0,22	0,00	0,00	0,07	252	18,37
Avaré (Município) (350450)	16,86	0,00	1,81	0,00	0,00	0,00	418	47,29
Barretos (Município) (350550)	2,94	0,00	4,19	0,00	0,00	0,00	417	34,97
Barueri (Município) (350570)	8,04	0,00	9,23	0,15	0,00	0,00	1.371	52,27
Batatais (Município) (350590)	20,14	0,00	2,15	0,00	0,00	0,00	315	51,99
Bauru (Município) (350600)	1,80	0,00	1,55	0,00	0,03	0,00	715	19,48
Bebedouro (Município) (350610)	2,58	0,00	4,51	0,00	0,00	0,00	166	21,38
Bertioga (Município) (350635)	1,59	0,00	3,01	0,35	0,00	0,18	243	42,97
Birigui (Município) (350650)	5,58	0,00	5,49	0,00	0,00	0,00	884	74,69
Biritiba-Mirim (Município) (350660)	1,28	0,00	0,96	0,00	0,00	0,00	42	13,48
Boituva (Município) (350700)	1,44	0,00	0,72	0,00	0,00	0,00	216	38,76
Botucatu (Município) (350750)	3,58	0,00	1,36	0,07	0,00	0,00	335	24,02
Bragança Paulista (Município) (350760)	0,56	0,00	2,12	0,00	0,00	0,00	454	28,26
Caçapava (Município) (350850)	0,66	0,00	1,43	0,11	0,11	0,00	196	21,50
Caieiras (Município) (350900)	1,46	0,00	1,57	0,00	0,00	0,00	148	15,45
Cajamar (Município) (350920)	1,39	0,00	1,95	0,00	0,00	0,00	103	14,34
Campinas (Município) (350950)	1,68	0,00	3,30	0,15	0,01	0,00	2.604	22,37
Campo Limpo Paulista (Município) (350960)	0,87	0,00	4,70	0,00	0,00	0,00	426	52,69
Campos do Jordão (Município) (350970)	0,00	0,00	0,00	0,00	0,00	0,00	220	43,26
Capivari (Município) (351040)	4,52	0,00	7,53	0,00	0,00	0,00	150	28,22
Caraguatatuba (Município) (351050)	3,35	0,00	4,24	0,00	0,00	0,00	423	37,33
Carapicuíba (Município) (351060)	5,20	0,00	1,43	0,18	0,03	0,00	1.056	26,92
Catanduva (Município) (351110)	1,76	0,00	6,53	0,00	0,00	0,00	273	22,85
Cosmópolis (Município) (351280)	4,79	0,00	7,63	0,00	0,00	0,00	130	19,46
Cotia (Município) (351300)	1,83	0,00	3,18	0,26	0,00	0,00	487	21,22
Cruzeiro (Município) (351340)	1,48	0,00	0,74	0,12	0,00	0,00	217	26,76
Cubatão (Município) (351350)	1,34	0,00	1,57	0,24	0,00	0,00	233	18,35
Diadema (Município) (351380)	4,85	0,00	2,47	0,10	0,02	0,00	1.528	37,05
Embu das Artes (Município) (351500)	2,33	0,00	2,06	0,11	0,00	0,04	790	30,18
Embu-Guaçu (Município) (351510)	3,12	0,00	0,59	0,15	0,00	0,00	172	25,56
Fernandópolis (Município) (351550)	5,43	0,00	9,69	0,15	0,00	0,00	188	27,60
Ferraz de Vasconcelos (Município) (351570)	4,28	0,00	2,60	0,11	0,00	0,00	519	28,10
Franca (Município) (351620)	1,05	0,00	0,44	0,00	0,00	0,00	521	15,23
Francisco Morato (Município) (351630)	6,60	0,00	1,43	0,06	0,00	0,00	726	43,15
Franco da Rocha (Município) (351640)	0,89	0,00	0,14	0,00	0,00	0,00	113	7,75
Guararema (Município) (351830)	4,59	0,00	4,94	0,35	0,00	0,00	146	51,51
Guaratinguetá (Município) (351840)	4,79	0,00	1,68	0,42	0,00	0,00	508	42,66
Guarujá (Município) (351870)	0,71	0,00	1,93	0,13	0,00	0,00	520	16,71
Guarulhos (Município) (351880)	1,92	0,00	1,07	0,11	0,00	0,00	2.868	21,65
Hortolândia (Município) (351907)	1,16	0,00	2,83	0,14	0,00	0,00	496	22,98
Ibitinga (Município) (351960)	1,73	0,00	0,87	0,00	0,00	0,00	170	29,49
Ibiúna (Município) (351970)	0,52	0,00	0,26	0,13	0,00	0,00	280	36,63
Indaiatuba (Município) (352050)	1,34	0,00	1,21	0,00	0,00	0,00	443	19,17
Itanhaém (Município) (352210)	0,52	0,00	10,70	0,52	0,00	0,00	93	9,67
Itapecerica da Serra (Município) (352220)	5,32	0,00	2,21	0,12	0,00	0,00	502	30,02
Itapetininga (Município) (352230)	0,51	0,00	1,21	0,00	0,00	0,00	409	26,05
Itapeva (Município) (352240)	19,63	0,00	1,29	0,11	0,00	0,00	510	55,01
Itapevi (Município) (352250)	3,63	0,00	2,24	0,04	0,00	0,00	518	23,19
Itapira (Município) (352260)	7,95	0,00	12,20	0,00	0,00	0,00	226	30,97
Itaquaquecetuba (Município) (352310)	1,79	0,00	0,99	0,23	0,00	0,00	564	15,99
Itararé (Município) (352320)	19,16	0,00	5,39	0,00	0,00	0,00	279	55,68
Itatiba (Município) (352340)	1,41	0,00	0,88	0,00	0,00	0,00	227	20,04
Itu (Município) (352390)	0,60	0,00	0,60	0,00	0,00	0,00	330	19,75
Itupeva (Município) (352400)	1,85	0,00	0,74	0,18	0,00	0,00	162	29,93
Jaboticabal (Município) (352430)	4,35	0,00	1,06	0,00	0,00	0,00	172	22,69
Jacareí (Município) (352440)	1,15	0,00	2,78	0,04	0,00	0,00	564	24,90
Jaguariúna (Município) (352470)	1,54	0,00	1,93	0,19	0,00	0,00	119	22,93
Jandira (Município) (352500)	4,29	0,00	10,77	0,00	0,00	0,00	305	25,67
Jaú (Município) (352530)	10,54	0,00	2,44	0,07	0,00	0,00	860	60,02
Jundiaí (Município) (352590)	1,67	0,00	1,17	0,02	0,00	0,00	749	18,64
Juquitiba (Município) (352620)	2,28	0,00	0,33	0,00	0,00	0,00	39	12,73
Leme (Município) (352670)	6,14	0,00	0,40	0,10	0,00	0,00	226	22,74
Lençóis Paulista (Município) (352680)	3,63	0,00	1,21	0,00	0,00	0,00	147	22,23
Limeira (Município) (352690)	2,02	0,00	3,88	0,07	0,03	0,00	608	20,51
Lins (Município) (352710)	1,97	0,00	0,39	0,00	0,00	0,00	161	21,16
Lorena (Município) (352720)	5,39	0,00	6,54	0,11	0,00	0,00	398	45,65
Mairiporã (Município) (352850)	0,97	0,00	0,43	0,00	0,00	0,00	295	31,95
Marília (Município) (352900)	1,47	0,00	9,48	0,04	0,00	0,00	731	31,51
Matão (Município) (352930)	7,12	0,00	2,33	0,00	0,00	0,00	262	32,17
Mauá (Município) (352940)	2,05	0,00	0,68	0,09	0,00	0,00	842	18,58
Mirassol (Município) (353030)	9,85	0,00	6,91	0,00	0,00	0,00	404	69,83
Mococa (Município) (353050)	8,43	0,00	15,99	0,00	0,00	0,00	280	40,70
Mogi das Cruzes (Município) (353060)	3,04	0,00	0,61	0,09	0,00	0,00	1.221	28,75
Mogi Guaçu (Município) (353070)	4,01	0,00	9,10	0,00	0,00	0,00	390	26,49
Mogi Mirim (Município) (353080)	5,90	0,00	17,16	0,00	0,00	0,00	305	33,34
Mongaguá (Município) (353110)	1,33	0,00	2,10	0,00	0,00	0,00	55	10,48
Monte Alto (Município) (353130)	10,72	0,00	3,44	0,00	0,00	0,00	245	49,54
Monte Mor (Município) (353180)	1,44	0,00	3,79	0,00	0,00	0,00	92	16,60
Nova Odessa (Município) (353340)	0,53	0,00	2,64	0,00	0,00	0,00	171	30,12
Olímpia (Município) (353390)	12,56	0,00	4,12	0,00	0,00	0,00	229	42,92
Osasco (Município) (353440)	2,99	0,00	0,65	0,13	0,00	0,01	1.571	22,61
Ourinhos (Município) (353470)	0,63	0,00	4,26	0,00	0,18	0,00	225	20,40
Paulínia (Município) (353650)	1,74	0,00	3,17	0,10	0,00	0,00	247	25,28
Penápolis (Município) (353730)	9,18	0,00	16,76	0,00	0,16	0,00	436	70,24
Peruíbe (Município) (353760)	0,31	0,00	2,15	0,15	0,00	0,00	34	5,21
Piedade (Município) (353780)	3,11	0,00	1,64	0,73	0,00	0,00	154	28,14
Pindamonhangaba (Município) (353800)	1,87	0,00	0,37	0,06	0,00	0,00	483	30,07
Piracicaba (Município) (353870)	4,19	0,00	1,46	0,10	0,00	0,00	835	21,33
Pirapora do Bom Jesus (Município) (353910)	2,27	0,00	5,67	0,00	0,00	0,00	36	20,40
Pirassununga (Município) (353930)	3,49	0,00	5,63	0,13	0,00	0,00	221	29,63
Poá (Município) (353980)	1,41	0,00	1,67	0,09	0,00	0,00	311	27,33
Porto Feliz (Município) (354060)	3,47	0,00	5,20	0,19	0,00	0,00	197	37,94
Porto Ferreira (Município) (354070)	4,93	0,00	5,30	0,00	0,00	0,00	201	36,70
Praia Grande (Município) (354100)	0,27	0,00	1,14	0,07	0,00	0,00	271	9,06
Presidente Prudente (Município) (354140)	6,08	0,00	4,50	0,00	0,00	0,00	548	24,66
Registro (Município) (354260)	0,89	0,00	1,24	0,00	0,00	0,00	178	31,63
Ribeirão Pires (Município) (354330)	0,50	0,00	0,08	0,00	0,00	0,00	93	7,72
Ribeirão Preto (Município) (354340)	2,22	0,00	0,95	0,05	0,03	0,00	1.688	25,33
Rio Claro (Município) (354390)	0,60	0,00	1,10	0,00	0,00	0,00	150	7,50
Rio Grande da Serra (Município) (354410)	0,83	0,00	0,21	0,00	0,00	0,00	49	10,14
Salesópolis (Município) (354500)	2,40	0,00	3,00	0,60	0,00	0,00	80	47,94
Salto (Município) (354520)	0,88	0,00	1,75	0,00	0,00	0,00	431	37,75
Santa Bárbara d'Oeste (Município) (354580)	1,05	0,00	0,42	0,00	0,00	0,00	180	9,47
Santa Isabel (Município) (354680)	4,55	0,00	3,10	0,36	0,00	0,00	251	45,70
Santana de Parnaíba (Município) (354730)	1,58	0,00	2,21	0,08	0,00	0,00	220	17,38
Santo André (Município) (354780)	2,44	0,00	0,80	0,06	0,01	0,00	1.367	19,25
Santos (Município) (354850)	1,08	0,00	3,41	0,18	0,00	0,00	1.013	23,34
São Bernardo do Campo (Município) (354870)	0,54	0,00	0,60	0,11	0,00	0,00	1.123	13,75
São Caetano do Sul (Município) (354880)	3,92	0,00	1,08	0,06	0,00	0,00	432	27,34
São Carlos (Município) (354890)	2,15	0,00	3,31	0,00	0,00	0,00	433	17,94
São João da Boa Vista (Município) (354910)	3,15	0,00	3,71	0,00	0,00	0,00	293	32,91
São Joaquim da Barra (Município) (354940)	3,59	0,00	0,40	0,00	0,00	0,00	167	33,33
São José do Rio Pardo (Município) (354970)	4,23	0,00	6,44	0,00	0,00	0,00	247	45,41
São José do Rio Preto (Município) (354980)	3,14	0,00	7,03	0,00	0,05	0,00	1.958	44,24
São José dos Campos (Município) (354990)	2,70	0,00	3,14	0,03	0,00	0,00	1.448	21,03
São Lourenço da Serra (Município) (354995)	1,32	0,00	0,00	0,00	0,00	0,00	26	17,13
