Localidade	"Extensão da rede de distribuição de água, em km
(km) (SNIS)"	"Extensão da rede de distribuição de esgoto, em km
(km) (SNIS)"	"Investimentos realizados pelo prestador de serviços, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo município, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo governo estadual, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos totais em saneamento
(R$ a preços de 2019) (ITB)"	"Investimentos per capita em saneamento
(R$ a preços de 2019) (ITB)"
Lauro de Freitas (Município) (291920)	429,95	110,67	0,00	0,00	0,00	0,00	0,00
Luís Eduardo Magalhães (Município) (291955)	166,49	0,00	687.237,79	0,00	0,00	687.237,79	10,86
Madre de Deus (Município) (291992)	89,04	29,01	0,00	0,00	0,00	0,00	0,00
Mata de São João (Município) (292100)	158,68	23,46	0,00	0,00	0,00	0,00	0,00
Paulo Afonso (Município) (292400)	253,29	10,30	10.569.336,85	0,00	0,00	10.569.336,85	96,69
Pojuca (Município) (292520)	94,74	0,00	639.701,57	0,00	0,00	639.701,57	19,04
Porto Seguro (Município) (292530)	342,25	147,80	4.515.939,99	0,00	0,00	4.515.939,99	34,92
Ribeira do Pombal (Município) (292660)	127,68	0,00	0,00	0,00	0,00	0,00	0,00
Salvador (Município) (292740)	4.832,56	3.899,79	40.845.828,37	0,00	0,00	40.845.828,37	15,16
Santo Amaro (Município) (292860)	92,88	54,64	202.368,44	0,00	0,00	202.368,44	3,50
Santo Antônio de Jesus (Município) (292870)	163,07	8,81	2.930.946,92	0,00	0,00	2.930.946,92	31,84
Santo Estêvão (Município) (292880)	97,53	1,03	0,00	0,00	0,00	0,00	0,00
São Francisco do Conde (Município) (292920)	144,73	9,30	2.414.839,49	0,00	0,00	2.414.839,49	71,63
São Sebastião do Passé (Município) (292950)	81,42	0,00	0,00	0,00	0,00	0,00	0,00
Senhor do Bonfim (Município) (293010)	161,43	0,00	790.459,27	0,00	0,00	790.459,27	10,55
Serrinha (Município) (293050)	204,57	7,00	0,00	0,00	0,00	0,00	0,00
Simões Filho (Município) (293070)	209,03	54,14	857.009,97	0,00	0,00	857.009,97	7,16
Teixeira de Freitas (Município) (293135)	417,20	6,72	3.718.689,83	0,00	0,00	3.718.689,83	26,43
Tucano (Município) (293190)	79,28	0,00	209.159,33	0,00	0,00	209.159,33	3,98
Valença (Município) (293290)	151,40	98,13	851.410,89	0,00	0,00	851.410,89	9,51
Vera Cruz (Município) (293320)	362,01	19,56	1.214.210,63	0,00	0,00	1.214.210,63	31,81
Vitória da Conquista (Município) (293330)	817,15	356,06	6.845.214,30	0,00	0,00	6.845.214,30	22,07
Alfenas (Município) (310160)	307,38	243,13	3.191.126,90	0,00	0,00	3.191.126,90	42,95
Araguari (Município) (310350)	368,00	373,00	0,00	0,00	0,00	0,00	0,00
Araxá (Município) (310400)	232,80	316,74	2.458.082,64	0,00	0,00	2.458.082,64	25,93
Baldim (Município) (310500)	28,89	0,00	42.424,96	0,00	0,00	42.424,96	5,37
Barão de Cocais (Município) (310540)	93,87	180,00	121.382,99	253.890,75	0,00	375.273,74	13,02
Barbacena (Município) (310560)	263,74	238,85	10.474.482,53	0,00	0,00	10.474.482,53	82,33
Belo Horizonte (Município) (310620)	6.665,37	3.997,54	181.440.495,64	0,00	0,00	181.440.495,64	76,06
Belo Vale (Município) (310640)	24,52	0,00	8.054,64	0,00	0,00	8.054,64	1,07
Betim (Município) (310670)	1.323,13	617,74	25.047.395,98	0,00	0,00	25.047.395,98	65,30
Bom Despacho (Município) (310740)	242,73	172,76	190.117,09	0,00	0,00	190.117,09	4,13
Bonfim (Município) (310810)	29,07	17,00	14.803,28	0,00	0,00	14.803,28	2,17
Brumadinho (Município) (310900)	55,12	48,50	1.925.300,33	0,00	0,00	1.925.300,33	55,74
Caeté (Município) (311000)	247,50	183,00	936.252,98	0,00	0,00	936.252,98	22,78
Campo Belo (Município) (311120)	195,18	186,26	1.645.345,36	0,00	0,00	1.645.345,36	31,81
Capim Branco (Município) (311250)	62,74	0,00	295.425,48	0,00	0,00	295.425,48	32,98
Caratinga (Município) (311340)	178,59	101,96	5.541.711,37	0,00	0,00	5.541.711,37	64,58
Cataguases (Município) (311530)	202,69	72,00	7.223.759,94	0,00	0,00	7.223.759,94	102,90
Confins (Município) (311787)	64,13	0,00	159.708,18	0,00	0,00	159.708,18	26,58
Congonhas (Município) (311800)	233,37	92,18	150.007,00	0,00	0,00	150.007,00	3,06
Conselheiro Lafaiete (Município) (311830)	437,88	353,03	425.935,34	0,00	0,00	425.935,34	3,62
Contagem (Município) (311860)	1.745,17	985,17	34.191.601,70	0,00	0,00	34.191.601,70	56,17
Coronel Fabriciano (Município) (311940)	564,95	128,00	313.350,77	0,00	0,00	313.350,77	3,01
Curvelo (Município) (312090)	307,13	177,13	358.418,92	0,00	0,00	358.418,92	4,80
Divinópolis (Município) (312230)	940,21	948,15	7.019.292,14	0,00	0,00	7.019.292,14	32,61
Esmeraldas (Município) (312410)	101,11	17,99	14.998.887,63	0,00	0,00	14.998.887,63	244,75
Florestal (Município) (312600)	23,40	19,40	75.688,84	0,00	0,00	75.688,84	11,34
Formiga (Município) (312610)	365,00	300,00	134.094,80	0,00	0,00	134.094,80	2,05
Fortuna de Minas (Município) (312640)	37,00	30,00	0,00	0,00	0,00	0,00	0,00
Frutal (Município) (312710)	154,04	130,41	197.335,89	0,00	0,00	197.335,89	3,65
Funilândia (Município) (312720)	43,23	12,91	997.251,63	0,00	0,00	997.251,63	255,71
Governador Valadares (Município) (312770)	694,65	691,68	5.841.573,91	0,00	0,00	5.841.573,91	22,05
Guaxupé (Município) (312870)	207,15	0,00	106.110,18	0,00	0,00	106.110,18	2,14
Ibirité (Município) (312980)	259,63	220,27	10.513.216,45	0,00	0,00	10.513.216,45	65,32
Igarapé (Município) (313010)	89,15	74,28	9.274.425,95	0,00	0,00	9.274.425,95	260,37
Inhaúma (Município) (313100)	-	-	-	-	-	-	-
Ipatinga (Município) (313130)	644,62	336,78	1.016.531,90	0,00	0,00	1.016.531,90	4,21
Itabira (Município) (313170)	352,15	218,73	581.136,52	0,00	0,00	581.136,52	5,25
Itabirito (Município) (313190)	241,00	128,00	899.232,24	0,00	0,00	899.232,24	19,54
Itaguara (Município) (313220)	98,56	68,06	732.169,75	0,00	0,00	732.169,75	58,79
Itajubá (Município) (313240)	389,13	288,98	5.189.816,27	0,00	0,00	5.189.816,27	56,93
Itatiaiuçu (Município) (313370)	54,37	0,00	83.157,53	0,00	0,00	83.157,53	8,29
Itaúna (Município) (313380)	526,50	358,30	14.266.068,52	0,00	0,00	14.266.068,52	165,65
Ituiutaba (Município) (313420)	454,00	449,00	2.360.882,52	0,00	0,00	2.360.882,52	24,14
Jaboticatubas (Município) (313460)	45,27	0,00	1.606.387,68	0,00	0,00	1.606.387,68	92,26
Janaúba (Município) (313510)	337,59	80,08	146.411,99	0,00	0,00	146.411,99	2,18
Januária (Município) (313520)	164,54	60,78	3.041.161,80	0,00	0,00	3.041.161,80	46,35
João Monlevade (Município) (313620)	273,00	175,00	943.864,18	0,00	0,00	943.864,18	12,73
Nova União (Município) (313660)	29,30	0,00	27.046,20	0,00	0,00	27.046,20	4,86
Juatuba (Município) (313665)	78,88	43,00	1.799.217,72	0,00	0,00	1.799.217,72	79,44
Juiz de Fora (Município) (313670)	919,84	676,02	45.899.857,68	0,00	0,00	45.899.857,68	88,13
Lagoa da Prata (Município) (313720)	226,00	223,73	1.580.296,81	0,00	0,00	1.580.296,81	33,96
Lagoa Santa (Município) (313760)	328,20	138,14	34.073.902,57	0,00	0,00	34.073.902,57	635,17
Lavras (Município) (313820)	388,46	278,23	3.985.359,69	0,00	0,00	3.985.359,69	42,75
Leopoldina (Município) (313840)	132,90	126,00	255.634,38	81.425,78	0,00	337.060,16	6,58
Manhuaçu (Município) (313940)	200,00	181,00	503.189,01	0,00	0,00	503.189,01	6,25
Mariana (Município) (314000)	-	-	-	-	-	-	-
Mário Campos (Município) (314015)	35,52	0,00	146.693,93	0,00	0,00	146.693,93	10,95
Mateus Leme (Município) (314070)	127,29	54,81	514.491,57	0,00	0,00	514.491,57	18,28
Matozinhos (Município) (314110)	158,61	111,00	533.550,48	0,00	0,00	533.550,48	15,56
Moeda (Município) (314230)	26,81	0,00	5.155,75	0,00	0,00	5.155,75	1,10
Montes Claros (Município) (314330)	936,60	647,05	1.645.923,68	0,00	0,00	1.645.923,68	4,50
Muriaé (Município) (314390)	426,00	439,00	1.973.806,70	0,00	0,00	1.973.806,70	19,46
Nova Lima (Município) (314480)	268,81	50,88	3.618.490,82	0,00	0,00	3.618.490,82	43,98
Nova Serrana (Município) (314520)	163,44	137,86	6.744.902,64	0,00	0,00	6.744.902,64	88,19
Ouro Preto (Município) (314610)	467,00	411,90	1.591.634,08	0,00	0,00	1.591.634,08	22,55
Paracatu (Município) (314700)	256,97	241,04	735.666,19	0,00	0,00	735.666,19	8,61
Pará de Minas (Município) (314710)	330,91	246,21	11.296.249,93	0,00	0,00	11.296.249,93	132,78
Passos (Município) (314790)	430,75	402,64	11.082.428,14	0,00	0,00	11.082.428,14	103,59
Patos de Minas (Município) (314800)	580,39	520,29	44.213.932,32	0,00	0,00	44.213.932,32	316,15
Patrocínio (Município) (314810)	377,00	337,00	192.506,83	0,00	0,00	192.506,83	2,31
Pedro Leopoldo (Município) (314930)	332,43	74,60	10.620.099,17	0,00	0,00	10.620.099,17	179,35
Pirapora (Município) (315120)	262,53	78,00	928.285,43	3.117.720,63	0,00	4.046.006,05	75,48
Poços de Caldas (Município) (315180)	1.048,84	939,68	9.378.434,82	0,00	0,00	9.378.434,82	61,01
Ponte Nova (Município) (315210)	232,00	150,00	3.193.928,55	0,00	0,00	3.193.928,55	55,50
Pouso Alegre (Município) (315250)	556,11	452,63	23.172.149,96	0,00	0,00	23.172.149,96	174,96
Prudente de Morais (Município) (315360)	10,51	4,73	705,29	0,00	0,00	705,29	0,07
Raposos (Município) (315390)	51,33	52,77	2.129.215,45	0,00	0,00	2.129.215,45	138,05
Ribeirão das Neves (Município) (315460)	829,71	311,82	68.455.150,96	0,00	0,00	68.455.150,96	228,39
Rio Acima (Município) (315480)	-	-	-	-	-	-	-
Rio Manso (Município) (315530)	34,85	0,00	712.421,54	0,00	0,00	712.421,54	133,79
Sabará (Município) (315670)	465,53	0,00	3.077.748,14	0,00	0,00	3.077.748,14	24,22
Santa Bárbara (Município) (315720)	75,26	118,00	418.931,16	2.147.383,60	0,00	2.566.314,76	91,13
Santa Luzia (Município) (315780)	636,97	255,45	22.767.320,79	0,00	0,00	22.767.320,79	111,43
São Francisco (Município) (316110)	144,62	87,08	85.985,18	0,00	0,00	85.985,18	1,59
São João del Rei (Município) (316250)	-	-	-	-	-	0,00	0,00
São Joaquim de Bicas (Município) (316292)	91,99	31,95	357.310,93	0,00	0,00	357.310,93	13,69
São José da Lapa (Município) (316295)	125,87	24,51	493.507,78	0,00	0,00	493.507,78	24,47
São José da Varginha (Município) (316310)	34,00	9,04	0,00	944.469,50	0,00	944.469,50	221,03
São Sebastião do Paraíso (Município) (316470)	270,20	433,64	5.572.807,05	0,00	0,00	5.572.807,05	85,09
Sarzedo (Município) (316553)	63,40	71,18	478.643,11	0,00	0,00	478.643,11	18,08
Sete Lagoas (Município) (316720)	1.038,00	898,00	20.121.392,34	0,00	0,00	20.121.392,34	92,98
Taquaraçu de Minas (Município) (316830)	19,48	0,00	27.279,85	0,00	0,00	27.279,85	7,15
Teófilo Otoni (Município) (316860)	322,53	203,48	48.664.287,43	0,00	0,00	48.664.287,43	360,07
Timóteo (Município) (316870)	259,68	0,00	6.843.590,41	0,00	0,00	6.843.590,41	83,47
Três Corações (Município) (316930)	308,20	277,42	4.140.696,71	0,00	0,00	4.140.696,71	56,46
Três Pontas (Município) (316940)	197,45	186,00	666.377,87	142.177,94	0,00	808.555,81	14,95
Ubá (Município) (316990)	173,90	194,18	1.023.262,77	0,00	0,00	1.023.262,77	9,96
Uberaba (Município) (317010)	929,90	876,00	7.489.817,97	33.735.324,57	0,00	41.225.142,54	137,71
Uberlândia (Município) (317020)	2.982,00	2.442,00	85.440.830,24	0,00	0,00	85.440.830,24	139,63
Unaí (Município) (317040)	249,00	146,36	2.090.649,45	0,00	0,00	2.090.649,45	26,75
Varginha (Município) (317070)	408,48	370,81	1.866.633,82	0,00	0,00	1.866.633,82	15,03
Vespasiano (Município) (317120)	375,63	134,60	3.567.684,42	0,00	0,00	3.567.684,42	33,44
Viçosa (Município) (317130)	263,00	206,90	1.344.637,24	0,00	0,00	1.344.637,24	18,47
Aracruz (Município) (320060)	344,55	225,41	730.402,73	0,00	0,00	730.402,73	8,78
Cachoeiro de Itapemirim (Município) (320120)	553,94	437,87	62.220.377,31	0,00	0,00	62.220.377,31	325,69
Cariacica (Município) (320130)	1.016,05	279,84	23.205.891,29	0,00	5.729.256,23	28.935.147,52	82,53
Colatina (Município) (320150)	335,00	206,00	945.346,33	28.981.268,65	0,00	29.926.614,97	266,18
Fundão (Município) (320220)	85,03	0,00	6.452.110,43	0,00	0,00	6.452.110,43	372,22
Guarapari (Município) (320240)	458,00	113,64	35.764.277,32	0,00	2.302.993,83	38.067.271,15	357,16
Linhares (Município) (320320)	440,00	233,00	2.067.512,85	0,00	0,00	2.067.512,85	14,41
São Mateus (Município) (320490)	312,62	159,83	1.141.504,81	0,00	0,00	1.141.504,81	10,33
Serra (Município) (320500)	1.293,21	473,36	61.547.096,20	0,00	8.325.346,37	69.872.442,58	167,95
Viana (Município) (320510)	189,83	36,09	7.321.787,09	0,00	1.466.408,04	8.788.195,14	133,38
Vila Velha (Município) (320520)	1.101,92	180,38	39.336.567,59	0,00	17.301.422,71	56.637.990,30	134,90
Vitória (Município) (320530)	550,52	204,36	114.673.935,68	0,00	82.977.941,43	197.651.877,11	597,99
Angra dos Reis (Município) (330010)	461,29	157,35	485.672,72	0,00	22.274,85	507.947,57	2,93
Araruama (Município) (330020)	658,42	78,00	9.492.095,81	0,00	0,00	9.492.095,81	83,08
Barra do Piraí (Município) (330030)	166,01	109,43	13.584,53	629.138,48	1.526.948,44	2.169.671,46	22,78
Barra Mansa (Município) (330040)	589,23	303,74	3.302.616,63	0,00	0,00	3.302.616,63	18,52
Belford Roxo (Município) (330045)	543,00	411,00	22.641.802,06	0,00	1.212.074,46	23.853.876,52	50,54
Cabo Frio (Município) (330070)	448,00	38,00	39.746.419,69	0,00	0,00	39.746.419,69	208,33
Cachoeiras de Macacu (Município) (330080)	24,00	0,00	0,00	0,00	4.049,97	4.049,97	0,07
Campos dos Goytacazes (Município) (330100)	1.161,21	396,13	21.543.289,56	0,00	0,00	21.543.289,56	46,02
Duque de Caxias (Município) (330170)	1.255,00	669,00	1.738.194,07	0,00	4.987.666,47	6.725.860,54	7,81
Guapimirim (Município) (330185)	250,00	0,00	0,00	0,00	0,00	0,00	0,00
Itaboraí (Município) (330190)	363,00	115,00	0,00	0,00	55.920,80	55.920,80	0,25
Itaguaí (Município) (330200)	541,00	98,00	0,00	0,00	494.408,31	494.408,31	4,45
Itaperuna (Município) (330220)	108,00	100,00	0,00	0,00	8.200.420,58	8.200.420,58	84,94
Japeri (Município) (330227)	150,00	0,00	0,00	0,00	312.166,72	312.166,72	3,24
Macaé (Município) (330240)	434,00	120,00	4.940.834,74	0,00	163.400,86	5.104.235,60	24,03
Magé (Município) (330250)	261,00	161,00	0,00	0,00	644.700,56	644.700,56	2,82
Maricá (Município) (330270)	87,00	23,00	0,00	0,00	12.210.252,82	12.210.252,82	92,96
Mesquita (Município) (330285)	405,00	176,00	13.588.058,13	0,00	49.378,53	13.637.436,66	80,71
Nilópolis (Município) (330320)	239,00	189,00	0,00	0,00	2.629.431,65	2.629.431,65	16,67
Niterói (Município) (330330)	1.275,70	660,70	19.998.649,99	0,00	0,00	19.998.649,99	40,84
Nova Friburgo (Município) (330340)	702,14	430,00	13.808.082,47	0,00	0,00	13.808.082,47	75,56
Nova Iguaçu (Município) (330350)	714,00	556,00	51.603,21	0,00	12.950.765,14	13.002.368,35	16,27
Paracambi (Município) (330360)	91,00	48,00	0,00	0,00	11.682,62	11.682,62	0,25
Petrópolis (Município) (330390)	631,00	248,00	12.922.771,09	0,00	0,00	12.922.771,09	43,57
Queimados (Município) (330414)	353,00	125,00	0,00	0,00	41.901,65	41.901,65	0,30
Resende (Município) (330420)	458,00	360,00	14.703.972,36	0,00	0,00	14.703.972,36	121,58
Rio Bonito (Município) (330430)	14,00	0,00	0,00	0,00	41.901,65	41.901,65	0,75
Rio das Ostras (Município) (330452)	82,00	220,00	12.755,06	0,00	2.076.803,24	2.089.558,30	18,83
Rio de Janeiro (Município) (330455)	9.946,62	4.474,00	81.060.850,00	0,00	71.697.555,52	152.758.405,52	24,03
São Gonçalo (Município) (330490)	1.544,00	707,00	13.198,00	0,00	103.151.999,18	103.165.197,17	102,34
São João de Meriti (Município) (330510)	538,00	417,00	7.382.525,74	0,00	104.832,00	7.487.357,74	16,30
São Pedro da Aldeia (Município) (330520)	328,00	53,00	8.062.892,98	0,00	0,00	8.062.892,98	89,85
Saquarema (Município) (330550)	333,76	11,00	0,00	0,00	0,00	0,00	0,00
Seropédica (Município) (330555)	281,00	53,00	0,00	0,00	7.779.574,56	7.779.574,56	98,25
Tanguá (Município) (330575)	13,00	10,00	0,00	0,00	269.651,30	269.651,30	8,67
Teresópolis (Município) (330580)	374,00	53,00	0,00	0,00	176.952,70	176.952,70	1,07
Três Rios (Município) (330600)	172,30	180,12	0,00	0,00	0,00	0,00	0,00
Valença (Município) (330610)	130,00	58,00	0,00	0,00	7.885.780,86	7.885.780,86	109,12
Volta Redonda (Município) (330630)	872,63	711,27	16.653.475,74	726.788,62	9.353.795,80	26.734.060,17	103,22
Americana (Município) (350160)	1.050,00	980,00	28.614.414,74	0,00	0,00	28.614.414,74	134,47
Amparo (Município) (350190)	326,40	228,96	1.666.275,67	0,00	0,00	1.666.275,67	25,15
Andradina (Município) (350210)	2,97	2,56	3.541.373,87	0,00	0,00	3.541.373,87	63,98
Araçatuba (Município) (350280)	601,45	595,68	1.982.288,94	0,00	0,00	1.982.288,94	10,86
Araraquara (Município) (350320)	1.258,10	1.061,89	10.549.056,51	566.338,84	0,00	11.115.395,35	52,76
Araras (Município) (350330)	592,00	612,00	3.810.253,61	0,00	0,00	3.810.253,61	31,76
Artur Nogueira (Município) (350380)	142,50	144,16	569.788,70	512.743,76	57.044,95	1.139.577,41	25,31
Arujá (Município) (350390)	319,32	105,84	25.654.939,82	0,00	0,00	25.654.939,82	337,07
Assis (Município) (350400)	390,91	352,14	19.316.341,87	0,00	0,00	19.316.341,87	201,74
Atibaia (Município) (350410)	377,00	198,00	1.058.854,44	427.751,61	0,00	1.486.606,05	11,63
Avaré (Município) (350450)	367,78	337,06	5.089.152,24	0,00	0,00	5.089.152,24	61,00
Barretos (Município) (350550)	519,00	517,00	2.960.701,32	0,00	0,00	2.960.701,32	26,26
Barueri (Município) (350570)	678,47	355,48	18.908.744,60	0,00	0,00	18.908.744,60	77,74
Batatais (Município) (350590)	245,00	223,00	0,00	5.033.533,47	0,00	5.033.533,47	88,48
Bauru (Município) (350600)	1.643,00	1.626,00	25.644.015,20	0,00	0,00	25.644.015,20	74,10
Bebedouro (Município) (350610)	521,20	477,90	2.045.336,60	0,00	0,00	2.045.336,60	27,25
Bertioga (Município) (350635)	266,18	129,13	29.474.663,93	0,00	0,00	29.474.663,93	601,56
Birigui (Município) (350650)	429,12	422,61	0,00	3.366.259,73	0,00	3.366.259,73	30,65
Biritiba-Mirim (Município) (350660)	119,60	58,60	1.026.802,51	0,00	0,00	1.026.802,51	35,56
Boituva (Município) (350700)	150,22	67,68	9.876.991,12	0,00	0,00	9.876.991,12	200,00
Botucatu (Município) (350750)	539,92	391,29	12.673.006,93	0,00	0,00	12.673.006,93	98,40
Bragança Paulista (Município) (350760)	536,44	349,41	68.225.897,80	0,00	0,00	68.225.897,80	459,71
Caçapava (Município) (350850)	290,98	143,47	7.149.545,07	0,00	0,00	7.149.545,07	83,70
Caieiras (Município) (350900)	270,52	156,88	21.095.656,11	0,00	0,00	21.095.656,11	240,53
Cajamar (Município) (350920)	255,30	96,94	4.554.653,04	0,00	0,00	4.554.653,04	69,92
Campinas (Município) (350950)	3.811,00	3.476,00	129.819.415,80	0,00	0,00	129.819.415,80	119,06
Campo Limpo Paulista (Município) (350960)	223,64	131,44	48.121.391,85	0,00	0,00	48.121.391,85	642,74
Campos do Jordão (Município) (350970)	298,24	118,06	10.211.882,28	0,00	0,00	10.211.882,28	212,48
Capivari (Município) (351040)	231,00	174,00	1.952.745,81	0,00	0,00	1.952.745,81	39,75
Caraguatatuba (Município) (351050)	618,21	487,50	25.105.232,10	0,00	0,00	25.105.232,10	244,87
Carapicuíba (Município) (351060)	585,38	350,65	7.902.257,14	0,00	0,00	7.902.257,14	21,27
Catanduva (Município) (351110)	425,18	429,59	8.272.507,81	0,00	0,00	8.272.507,81	72,98
Cosmópolis (Município) (351280)	180,00	180,00	0,00	7.145.823,25	5.002.713,55	12.148.536,80	202,69
Cotia (Município) (351300)	841,19	255,35	47.380.484,63	0,00	0,00	47.380.484,63	230,95
Cruzeiro (Município) (351340)	310,00	292,98	48.840,42	0,00	0,00	48.840,42	0,63
Cubatão (Município) (351350)	236,72	145,27	46.756.390,49	0,00	0,00	46.756.390,49	391,20
Diadema (Município) (351380)	751,12	426,25	12.586.912,18	0,00	0,00	12.586.912,18	32,39
Embu das Artes (Município) (351500)	559,70	267,97	27.034.951,43	0,00	0,00	27.034.951,43	111,38
Embu-Guaçu (Município) (351510)	232,04	94,78	11.146.320,25	0,00	0,00	11.146.320,25	176,31
Fernandópolis (Município) (351550)	283,33	238,93	3.054.382,81	0,00	0,00	3.054.382,81	47,04
Ferraz de Vasconcelos (Município) (351570)	304,23	236,20	7.150.350,54	0,00	0,00	7.150.350,54	41,99
Franca (Município) (351620)	1.091,13	1.048,80	19.793.697,16	0,00	0,00	19.793.697,16	61,66
Francisco Morato (Município) (351630)	361,56	152,08	20.017.636,60	0,00	0,00	20.017.636,60	128,27
Franco da Rocha (Município) (351640)	365,38	174,11	13.071.206,04	0,00	0,00	13.071.206,04	97,98
Guararema (Município) (351830)	126,34	37,50	9.404.150,47	0,00	0,00	9.404.150,47	359,66
Guaratinguetá (Município) (351840)	581,00	453,00	2.895.273,65	0,00	0,00	2.895.273,65	25,70
Guarujá (Município) (351870)	724,97	366,27	127.219.258,03	0,00	0,00	127.219.258,03	434,58
Guarulhos (Município) (351880)	2.220,76	1.650,04	125.903.838,40	0,00	0,00	125.903.838,40	102,08
Hortolândia (Município) (351907)	556,43	273,85	21.196.090,89	0,00	0,00	21.196.090,89	108,27
Ibitinga (Município) (351960)	357,00	266,00	2.027.825,51	0,00	0,00	2.027.825,51	37,79
Ibiúna (Município) (351970)	143,85	28,61	4.484.782,62	0,00	0,00	4.484.782,62	62,51
Indaiatuba (Município) (352050)	754,22	662,74	7.951.515,88	0,00	0,00	7.951.515,88	38,64
Itanhaém (Município) (352210)	874,35	296,49	129.150.934,74	0,00	0,00	129.150.934,74	1.464,06
Itapecerica da Serra (Município) (352220)	368,12	134,51	32.011.686,31	0,00	0,00	32.011.686,31	207,36
Itapetininga (Município) (352230)	499,42	283,61	9.993.363,31	0,00	0,00	9.993.363,31	68,53
Itapeva (Município) (352240)	253,23	162,54	6.483.615,90	0,00	0,00	6.483.615,90	73,57
Itapevi (Município) (352250)	406,50	200,66	6.429.074,81	0,00	0,00	6.429.074,81	31,56
Itapira (Município) (352260)	299,00	274,00	876.261,51	0,00	0,00	876.261,51	12,71
Itaquaquecetuba (Município) (352310)	833,41	437,71	32.379.509,39	0,00	0,00	32.379.509,39	99,47
Itararé (Município) (352320)	149,21	102,42	14.626.225,88	0,00	0,00	14.626.225,88	304,46
Itatiba (Município) (352340)	207,70	147,31	23.238.731,93	0,00	0,00	23.238.731,93	225,56
Itu (Município) (352390)	665,00	550,00	19.137.955,13	19.137.955,13	0,00	38.275.910,27	246,01
Itupeva (Município) (352400)	62,47	27,98	15.357.233,50	0,00	0,00	15.357.233,50	331,73
Jaboticabal (Município) (352430)	295,23	228,25	283.193,36	0,00	0,00	283.193,36	3,93
Jacareí (Município) (352440)	734,37	575,50	16.924.765,98	16.924.765,98	0,00	33.849.531,95	159,11
Jaguariúna (Município) (352470)	200,00	185,00	0,00	903.847,76	0,00	903.847,76	19,89
Jandira (Município) (352500)	196,59	117,04	3.706.819,96	0,00	0,00	3.706.819,96	33,82
Jaú (Município) (352530)	782,32	644,95	9.357.448,65	9.357.448,65	0,00	18.714.897,31	141,25
Jundiaí (Município) (352590)	1.657,11	816,61	53.879.334,12	53.879.334,12	0,00	107.758.668,24	288,35
Juquitiba (Município) (352620)	111,90	27,50	8.049.289,21	0,00	0,00	8.049.289,21	278,41
Leme (Município) (352670)	400,00	367,00	34.151.398,89	0,00	0,00	34.151.398,89	368,80
Lençóis Paulista (Município) (352680)	245,00	232,00	1.000.349,06	30.580,22	122.043,21	1.152.972,49	18,62
Limeira (Município) (352690)	1.084,07	948,57	19.595.066,89	0,00	0,00	19.595.066,89	70,46
Lins (Município) (352710)	234,36	207,47	3.930.174,10	0,00	0,00	3.930.174,10	54,70
Lorena (Município) (352720)	258,59	200,89	2.521.998,61	0,00	0,00	2.521.998,61	30,43
Mairiporã (Município) (352850)	301,23	76,57	12.213.688,35	0,00	0,00	12.213.688,35	147,94
Marília (Município) (352900)	703,20	666,17	1.625.487,87	0,00	0,00	1.625.487,87	7,45
Matão (Município) (352930)	395,00	450,00	0,00	0,00	0,00	0,00	0,00
Mauá (Município) (352940)	715,00	562,00	10.575.300,59	0,00	0,00	10.575.300,59	25,11
Mirassol (Município) (353030)	241,97	212,68	13.900.388,85	0,00	0,00	13.900.388,85	256,41
Mococa (Município) (353050)	184,93	168,57	5.491.294,52	0,00	0,00	5.491.294,52	82,77
Mogi das Cruzes (Município) (353060)	857,00	575,00	12.286.831,93	0,00	0,00	12.286.831,93	31,33
Mogi Guaçu (Município) (353070)	548,04	501,80	4.845.226,41	0,00	332.517,18	5.177.743,59	37,45
Mogi Mirim (Município) (353080)	403,00	345,00	4.731.080,87	0,00	0,00	4.731.080,87	54,45
Mongaguá (Município) (353110)	393,45	287,71	70.638.556,84	0,00	0,00	70.638.556,84	1.498,07
Monte Alto (Município) (353130)	182,23	138,21	4.487.492,04	0,00	0,00	4.487.492,04	95,73
Monte Mor (Município) (353180)	238,81	70,78	14.519.315,11	0,00	0,00	14.519.315,11	291,31
Nova Odessa (Município) (353340)	269,02	243,74	1.640.241,22	5.038.977,21	0,00	6.679.218,44	128,58
Olímpia (Município) (353390)	176,00	165,00	1.915.550,34	0,00	0,00	1.915.550,34	38,06
Osasco (Município) (353440)	1.123,89	700,81	24.756.349,70	0,00	0,00	24.756.349,70	37,07
Ourinhos (Município) (353470)	625,00	501,99	4.224.488,37	0,00	42.805,82	4.267.294,19	41,13
Paulínia (Município) (353650)	475,54	189,71	5.258.693,37	0,00	0,00	5.258.693,37	62,22
Penápolis (Município) (353730)	235,87	226,17	1.930.464,51	0,00	0,00	1.930.464,51	32,83
Peruíbe (Município) (353760)	505,53	439,34	35.978.666,91	0,00	0,00	35.978.666,91	595,55
Piedade (Município) (353780)	146,14	49,84	1.157.685,92	0,00	0,00	1.157.685,92	22,14
Pindamonhangaba (Município) (353800)	500,71	327,54	6.159.120,23	0,00	0,00	6.159.120,23	41,45
Piracicaba (Município) (353870)	1.482,46	1.263,09	29.205.462,93	0,00	2.500.198,42	31.705.661,36	86,32
