Localidade	"Taxa de incidência de internações de  doenças gastrointestinais infecciosas
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  febre amarela
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  dengue
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  leptospirose
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  malária
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  esquistossomose
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças respiratórias: gripes e pneumonias
(Número de internações) (DATASUS)"	"Incidência de internações por doenças respiratórias: gripes e pneumonias
(Internações por 10 mil habitantes) (DATASUS)"
Luís Eduardo Magalhães (Município) (291955)	2,32	0,00	0,12	0,00	0,00	0,00	75	9,18
Madre de Deus (Município) (291992)	3,38	0,00	1,45	0,00	0,00	0,00	37	17,88
Mata de São João (Município) (292100)	0,86	0,00	0,00	0,22	0,00	0,00	55	11,86
Paulo Afonso (Município) (292400)	8,67	0,00	0,75	0,00	0,08	0,25	336	28,02
Pojuca (Município) (292520)	2,63	0,00	0,00	0,00	0,00	0,00	49	12,90
Porto Seguro (Município) (292530)	1,76	0,00	1,09	0,00	0,00	0,00	161	10,92
Ribeira do Pombal (Município) (292660)	4,56	0,00	0,37	0,00	0,00	0,00	120	21,91
Salvador (Município) (292740)	2,00	0,00	0,11	0,05	0,00	0,02	4.057	13,81
Santo Amaro (Município) (292860)	2,91	0,00	2,75	0,32	0,16	0,00	40	6,47
Santo Antônio de Jesus (Município) (292870)	6,15	0,00	0,20	0,00	0,00	0,00	280	27,33
Santo Estêvão (Município) (292880)	2,81	0,00	0,37	0,00	0,00	0,00	86	16,08
São Francisco do Conde (Município) (292920)	0,50	0,00	0,00	0,25	0,00	0,00	10	2,51
São Sebastião do Passé (Município) (292950)	1,31	0,00	0,00	0,00	0,00	0,00	17	3,72
Senhor do Bonfim (Município) (293010)	12,63	0,00	9,66	0,00	0,00	0,00	56	6,93
Serrinha (Município) (293050)	15,73	0,00	10,53	0,00	0,00	0,00	88	10,65
Simões Filho (Município) (293070)	4,16	0,00	0,59	0,07	0,00	0,00	246	18,27
Teixeira de Freitas (Município) (293135)	3,32	0,00	3,57	0,00	0,00	0,00	328	20,52
Tucano (Município) (293190)	5,73	0,00	0,57	0,00	0,00	0,00	92	17,56
Valença (Município) (293290)	18,26	0,00	4,18	0,10	0,00	0,00	378	38,55
Vera Cruz (Município) (293320)	6,72	0,00	3,24	0,00	0,00	0,00	96	22,24
Vitória da Conquista (Município) (293330)	12,83	0,00	5,46	0,00	0,00	0,03	1.781	51,46
Alfenas (Município) (310160)	0,63	0,00	3,91	0,00	0,00	0,00	340	42,92
Araguari (Município) (310350)	2,31	0,00	2,14	0,00	0,00	0,00	234	20,02
Araxá (Município) (310400)	1,06	0,00	3,19	0,00	0,00	0,00	206	19,94
Baldim (Município) (310500)	1,24	0,00	0,00	0,00	0,00	0,00	6	7,44
Barão de Cocais (Município) (310540)	2,85	0,00	11,38	0,00	0,00	0,00	103	32,57
Barbacena (Município) (310560)	5,30	0,00	6,41	0,00	0,00	0,00	411	30,26
Belo Horizonte (Município) (310620)	2,95	0,00	9,37	0,03	0,02	0,04	5.035	20,03
Belo Vale (Município) (310640)	7,66	0,00	12,77	0,00	0,00	0,00	47	60,03
Betim (Município) (310670)	0,81	0,00	0,92	0,02	0,00	0,00	336	7,96
Bom Despacho (Município) (310740)	3,22	0,00	4,03	0,20	0,00	0,00	245	49,35
Bonfim (Município) (310810)	0,00	0,00	0,00	0,00	0,00	0,00	7	9,97
Brumadinho (Município) (310900)	3,13	0,00	4,17	0,00	0,00	0,00	119	31,01
Caeté (Município) (311000)	4,31	0,00	15,43	0,00	0,00	0,00	117	26,55
Campo Belo (Município) (311120)	0,18	0,00	1,29	0,37	0,00	0,00	290	53,43
Capim Branco (Município) (311250)	6,24	0,00	1,04	0,00	0,00	0,00	24	24,98
Caratinga (Município) (311340)	1,53	0,00	3,50	0,00	0,00	0,00	75	8,21
Cataguases (Município) (311530)	13,14	0,00	8,85	0,27	0,00	0,00	458	61,39
Confins (Município) (311787)	3,06	0,00	0,00	0,00	0,00	0,00	4	6,11
Congonhas (Município) (311800)	3,94	0,00	12,00	0,00	0,00	0,00	188	35,24
Conselheiro Lafaiete (Município) (311830)	23,10	0,00	3,64	0,00	0,00	0,08	330	26,10
Contagem (Município) (311860)	1,70	0,00	4,33	0,00	0,00	0,05	552	8,44
Coronel Fabriciano (Município) (311940)	4,92	0,00	1,00	0,09	0,00	0,00	300	27,31
Curvelo (Município) (312090)	2,64	0,00	5,42	0,00	0,00	0,00	237	29,85
Divinópolis (Município) (312230)	0,99	0,00	2,10	0,00	0,00	0,04	306	13,14
Esmeraldas (Município) (312410)	2,05	0,00	16,73	0,00	0,00	0,00	240	35,23
Florestal (Município) (312600)	0,00	0,00	0,00	0,00	0,00	0,00	3	4,12
Formiga (Município) (312610)	6,59	0,00	0,88	0,00	0,00	0,00	252	36,93
Fortuna de Minas (Município) (312640)	0,00	0,00	0,00	0,00	0,00	0,00	3	10,30
Frutal (Município) (312710)	4,63	0,00	4,63	0,00	0,00	0,00	299	51,29
Funilândia (Município) (312720)	2,36	0,00	0,00	0,00	0,00	0,00	6	14,16
Governador Valadares (Município) (312770)	4,83	0,00	0,57	0,07	0,00	0,07	742	26,53
Guaxupé (Município) (312870)	9,79	0,00	2,30	0,38	0,00	0,00	401	76,96
Ibirité (Município) (312980)	2,96	0,00	8,88	0,11	0,00	0,00	344	19,58
Igarapé (Município) (313010)	0,99	0,00	4,70	0,00	0,00	0,00	17	4,20
Inhaúma (Município) (313100)	6,45	0,00	0,00	0,00	0,00	0,00	17	27,42
Ipatinga (Município) (313130)	3,51	0,00	1,16	0,00	0,00	0,00	675	26,03
Itabira (Município) (313170)	5,06	0,00	3,80	0,00	0,00	0,00	247	20,85
Itabirito (Município) (313190)	2,39	0,00	0,60	0,20	0,00	0,00	120	23,85
Itaguara (Município) (313220)	11,32	0,00	36,97	0,00	0,00	0,00	189	142,61
Itajubá (Município) (313240)	2,18	0,00	0,00	0,21	0,00	0,00	526	54,49
Itatiaiuçu (Município) (313370)	1,84	0,00	1,84	0,00	0,00	0,00	36	33,08
Itaúna (Município) (313380)	7,17	0,00	4,45	0,00	0,00	0,00	268	29,10
Ituiutaba (Município) (313420)	12,31	0,00	0,67	0,10	0,00	0,00	365	35,11
Jaboticatubas (Município) (313460)	0,52	0,00	8,29	0,00	0,00	0,00	71	36,78
Janaúba (Município) (313510)	3,09	0,00	0,14	0,00	0,00	0,00	357	50,08
Januária (Município) (313520)	0,15	0,00	0,29	0,00	0,00	0,00	55	8,04
João Monlevade (Município) (313620)	2,02	0,00	2,78	0,00	0,00	0,00	177	22,38
Nova União (Município) (313660)	1,73	0,00	3,45	0,00	0,00	0,00	12	20,72
Juatuba (Município) (313665)	0,39	0,00	3,14	0,00	0,00	0,00	14	5,49
Juiz de Fora (Município) (313670)	4,75	0,00	9,18	0,02	0,00	0,00	1.371	24,50
Lagoa da Prata (Município) (313720)	2,17	0,00	4,93	0,00	0,00	0,00	132	26,03
Lagoa Santa (Município) (313760)	1,15	0,00	4,44	0,00	0,00	0,00	56	9,21
Lavras (Município) (313820)	2,17	0,10	0,20	0,00	0,00	0,00	149	14,72
Leopoldina (Município) (313840)	9,01	0,00	6,57	0,00	0,00	0,00	239	44,88
Manhuaçu (Município) (313940)	6,27	0,00	1,60	0,11	0,00	0,00	185	21,09
Mariana (Município) (314000)	7,92	0,00	1,85	0,00	0,00	0,00	191	32,19
Mário Campos (Município) (314015)	0,68	0,00	2,03	0,00	0,00	0,00	6	4,05
Mateus Leme (Município) (314070)	2,63	0,00	4,27	0,00	0,00	0,00	21	6,90
Matozinhos (Município) (314110)	10,26	0,00	3,51	0,00	0,00	0,00	83	22,41
Moeda (Município) (314230)	0,00	0,00	10,12	0,00	0,00	0,00	23	46,56
Montes Claros (Município) (314330)	2,66	0,05	1,00	0,00	0,05	0,00	999	25,08
Muriaé (Município) (314390)	11,21	0,00	8,15	0,09	0,00	0,00	511	47,35
Nova Lima (Município) (314480)	2,09	0,00	6,37	0,00	0,00	0,00	168	18,45
Nova Serrana (Município) (314520)	0,76	0,00	0,65	0,00	0,00	0,00	142	15,38
Ouro Preto (Município) (314610)	1,48	0,00	0,67	0,13	0,00	0,00	219	29,45
Paracatu (Município) (314700)	2,18	0,00	1,20	0,00	0,00	0,00	278	30,31
Pará de Minas (Município) (314710)	1,20	0,00	9,79	0,00	0,00	0,00	262	28,49
Passos (Município) (314790)	2,64	0,00	0,35	0,09	0,00	0,00	245	21,53
Patos de Minas (Município) (314800)	1,47	0,00	2,54	0,07	0,00	0,00	444	29,63
Patrocínio (Município) (314810)	4,03	0,00	0,45	0,11	0,00	0,00	210	23,51
Pedro Leopoldo (Município) (314930)	0,95	0,00	0,47	0,00	0,00	0,00	89	14,04
Pirapora (Município) (315120)	8,32	0,00	1,42	0,00	0,00	0,00	187	33,11
Poços de Caldas (Município) (315180)	0,61	0,00	0,00	0,00	0,00	0,00	178	10,79
Ponte Nova (Município) (315210)	3,82	0,00	1,33	0,00	0,00	0,00	109	18,11
Pouso Alegre (Município) (315250)	2,13	0,00	0,07	0,00	0,00	0,00	348	23,91
Prudente de Morais (Município) (315360)	2,86	0,00	0,95	0,00	0,00	0,00	20	19,07
Raposos (Município) (315390)	4,29	0,00	16,55	0,00	0,00	0,00	29	17,78
Ribeirão das Neves (Município) (315460)	2,03	0,00	4,82	0,00	0,00	0,00	569	17,46
Rio Acima (Município) (315480)	2,99	0,00	3,99	0,00	0,00	0,00	25	24,94
Rio Manso (Município) (315530)	1,75	0,00	0,00	0,00	0,00	0,00	1	1,75
Sabará (Município) (315670)	2,44	0,00	10,28	0,15	0,00	0,07	285	21,08
Santa Bárbara (Município) (315720)	2,96	0,00	2,96	0,33	0,00	0,00	141	46,33
Santa Luzia (Município) (315780)	3,26	0,00	3,86	0,00	0,00	0,09	481	22,10
São Francisco (Município) (316110)	4,06	0,00	1,24	0,00	0,00	0,00	150	26,49
São João del Rei (Município) (316250)	7,79	0,00	2,78	0,00	0,00	0,00	259	28,83
São Joaquim de Bicas (Município) (316292)	0,34	0,00	1,35	0,00	0,00	0,00	32	10,78
São José da Lapa (Município) (316295)	0,44	0,00	2,66	0,00	0,00	0,00	17	7,52
São José da Varginha (Município) (316310)	2,10	0,00	4,19	0,00	0,00	0,00	14	29,35
São Sebastião do Paraíso (Município) (316470)	1,00	0,00	0,71	0,00	0,00	0,00	281	40,11
Sarzedo (Município) (316553)	1,97	0,00	5,58	0,00	0,00	0,00	13	4,27
Sete Lagoas (Município) (316720)	1,54	0,00	2,26	0,00	0,00	0,00	453	19,34
Taquaraçu de Minas (Município) (316830)	0,00	0,00	0,00	0,00	0,00	0,00	8	19,74
Teófilo Otoni (Município) (316860)	0,35	0,00	0,42	0,00	0,00	0,00	129	9,12
Timóteo (Município) (316870)	3,40	0,00	1,36	0,11	0,00	0,00	178	20,17
Três Corações (Município) (316930)	2,42	0,00	4,33	0,00	0,00	0,00	283	36,06
Três Pontas (Município) (316940)	7,21	0,00	1,23	0,00	0,00	0,00	268	47,12
Ubá (Município) (316990)	32,00	0,00	12,48	0,00	0,00	0,09	237	21,13
Uberaba (Município) (317010)	2,83	0,03	4,27	0,03	0,00	0,00	791	24,32
Uberlândia (Município) (317020)	3,69	0,00	3,27	0,04	0,00	0,00	1.457	21,76
Unaí (Município) (317040)	1,80	0,00	0,36	0,00	0,00	0,00	151	18,10
Varginha (Município) (317070)	1,42	0,00	1,35	0,00	0,00	0,00	285	21,37
Vespasiano (Município) (317120)	1,83	0,00	5,23	0,00	0,00	0,08	204	16,93
Viçosa (Município) (317130)	10,15	0,00	10,40	0,00	0,00	0,00	192	24,66
Aracruz (Município) (320060)	2,38	0,00	3,20	0,00	0,00	0,00	313	32,35
Cachoeiro de Itapemirim (Município) (320120)	12,60	0,00	8,42	0,19	0,00	0,00	574	27,29
Cariacica (Município) (320130)	3,07	0,00	1,69	0,08	0,00	0,00	797	20,72
Colatina (Município) (320150)	13,43	0,00	2,43	0,08	0,00	0,00	263	21,28
Fundão (Município) (320220)	2,45	0,00	0,49	0,00	0,00	0,00	31	15,21
Guarapari (Município) (320240)	3,95	0,00	2,39	0,16	0,00	0,00	262	21,56
Linhares (Município) (320320)	4,62	0,00	1,56	0,00	0,00	0,00	412	24,75
São Mateus (Município) (320490)	9,73	0,00	4,03	0,00	0,00	0,00	575	45,48
Serra (Município) (320500)	2,29	0,00	1,86	0,02	0,00	0,00	877	17,75
Viana (Município) (320510)	2,78	0,00	2,38	0,00	0,00	0,00	132	17,45
Vila Velha (Município) (320520)	3,42	0,00	1,15	0,04	0,00	0,02	743	15,49
Vitória (Município) (320530)	2,92	0,00	0,61	0,08	0,00	0,03	559	15,55
Angra dos Reis (Município) (330010)	1,51	0,00	0,57	0,10	0,05	0,00	450	23,50
Araruama (Município) (330020)	0,16	0,00	0,24	0,08	0,00	0,00	87	6,96
Barra do Piraí (Município) (330030)	18,42	0,00	4,53	0,00	0,00	0,00	253	26,04
Barra Mansa (Município) (330040)	1,00	0,00	1,33	0,00	0,00	0,06	201	11,16
Belford Roxo (Município) (330045)	6,11	0,00	1,27	0,08	0,00	0,00	1.132	22,91
Cabo Frio (Município) (330070)	0,80	0,00	0,38	0,00	0,00	0,00	120	5,65
Cachoeiras de Macacu (Município) (330080)	6,54	0,00	1,24	0,53	0,00	0,00	254	44,87
Campos dos Goytacazes (Município) (330100)	4,08	0,00	6,38	0,06	0,00	0,00	1.576	32,35
Duque de Caxias (Município) (330170)	2,47	0,00	0,68	0,06	0,01	0,02	1.769	19,95
Guapimirim (Município) (330185)	1,75	0,00	1,23	0,18	0,00	0,00	178	31,17
Itaboraí (Município) (330190)	1,86	0,00	1,04	0,22	0,00	0,00	324	14,04
Itaguaí (Município) (330200)	0,33	0,00	0,33	0,08	0,00	0,00	41	3,39
Itaperuna (Município) (330220)	3,82	0,00	1,61	0,10	0,00	0,00	297	29,85
Japeri (Município) (330227)	1,79	0,00	1,89	0,00	0,00	0,10	244	24,26
Macaé (Município) (330240)	2,00	0,00	0,46	0,08	0,00	0,00	745	31,11
Magé (Município) (330250)	0,85	0,00	0,34	0,13	0,00	0,00	524	22,17
Maricá (Município) (330270)	1,53	0,00	1,47	0,07	0,00	0,00	236	15,75
Mesquita (Município) (330285)	1,11	0,00	0,18	0,00	0,00	0,00	126	7,37
Nilópolis (Município) (330320)	0,57	0,00	0,38	0,00	0,00	0,00	82	5,18
Niterói (Município) (330330)	1,39	0,00	0,50	0,10	0,00	0,00	640	12,85
Nova Friburgo (Município) (330340)	2,65	0,00	8,91	0,05	0,00	0,00	780	42,14
Nova Iguaçu (Município) (330350)	1,89	0,00	0,54	0,05	0,01	0,03	1.650	20,69
Paracambi (Município) (330360)	9,19	0,00	12,58	0,00	0,00	0,00	261	52,13
Petrópolis (Município) (330390)	0,40	0,00	1,14	0,30	0,00	0,00	543	18,21
Queimados (Município) (330414)	3,32	0,00	0,69	0,00	0,00	0,00	612	42,35
Resende (Município) (330420)	3,33	0,00	1,98	0,08	0,00	0,00	452	35,85
Rio Bonito (Município) (330430)	8,28	0,00	2,76	0,17	0,00	0,00	199	34,33
Rio das Ostras (Município) (330452)	0,37	0,00	1,46	0,29	0,00	0,00	386	28,25
Rio de Janeiro (Município) (330455)	0,64	0,00	0,22	0,04	0,00	0,01	6.648	10,23
São Gonçalo (Município) (330490)	3,30	0,00	0,61	0,12	0,00	0,00	2.955	28,30
São João de Meriti (Município) (330510)	2,65	0,00	0,26	0,07	0,00	0,00	501	10,88
São Pedro da Aldeia (Município) (330520)	0,61	0,00	0,00	0,00	0,00	0,00	31	3,15
Saquarema (Município) (330550)	0,60	0,00	0,24	0,00	0,00	0,00	224	26,75
Seropédica (Município) (330555)	0,60	0,00	0,96	0,00	0,00	0,00	63	7,53
Tanguá (Município) (330575)	2,45	0,00	0,61	0,00	0,00	0,00	38	11,62
Teresópolis (Município) (330580)	2,46	0,00	1,66	0,11	0,00	0,00	297	17,01
Três Rios (Município) (330600)	10,85	0,00	6,44	0,25	0,00	0,00	169	21,33
Valença (Município) (330610)	11,08	0,00	2,16	0,27	0,00	0,00	346	46,76
Volta Redonda (Município) (330630)	1,21	0,00	1,59	0,30	0,00	0,00	667	25,30
Americana (Município) (350160)	0,56	0,00	0,26	0,04	0,00	0,00	322	13,90
Amparo (Município) (350190)	3,82	0,00	0,57	0,28	0,00	0,00	252	35,62
Andradina (Município) (350210)	22,86	0,00	1,05	0,00	0,00	0,00	316	55,15
Araçatuba (Município) (350280)	2,01	0,00	0,26	0,00	0,00	0,00	438	22,60
Araraquara (Município) (350320)	0,96	0,00	0,31	0,00	0,00	0,00	358	15,66
Araras (Município) (350330)	3,23	0,00	0,23	0,00	0,00	0,00	202	15,53
Artur Nogueira (Município) (350380)	0,39	0,00	0,00	0,00	0,00	0,00	15	2,93
Arujá (Município) (350390)	1,17	0,00	0,35	0,12	0,00	0,00	218	25,59
Assis (Município) (350400)	6,06	0,00	0,00	0,00	0,00	0,00	212	20,73
Atibaia (Município) (350410)	0,72	0,00	0,36	0,00	0,00	0,00	332	23,98
Avaré (Município) (350450)	10,46	0,00	0,00	0,00	0,00	0,00	418	47,00
Barretos (Município) (350550)	2,75	0,00	3,33	0,00	0,00	0,00	389	32,43
Barueri (Município) (350570)	8,64	0,00	0,91	0,15	0,00	0,04	1.499	56,58
Batatais (Município) (350590)	16,71	0,00	9,34	0,00	0,00	0,00	342	56,03
Bauru (Município) (350600)	2,11	0,00	0,32	0,00	0,00	0,00	805	21,79
Bebedouro (Município) (350610)	1,03	0,00	0,39	0,00	0,00	0,00	157	20,21
Bertioga (Município) (350635)	3,62	0,00	1,55	1,21	0,00	0,00	248	42,80
Birigui (Município) (350650)	2,76	0,00	4,02	0,00	0,00	0,00	805	67,34
Biritiba-Mirim (Município) (350660)	0,95	0,00	0,00	0,00	0,00	0,00	43	13,66
Boituva (Município) (350700)	2,99	0,00	0,00	0,00	0,00	0,00	183	32,20
Botucatu (Município) (350750)	2,48	0,00	0,50	0,07	0,00	0,00	468	33,18
Bragança Paulista (Município) (350760)	0,68	0,00	0,62	0,00	0,00	0,00	461	28,38
Caçapava (Município) (350850)	1,41	0,00	0,44	0,00	0,00	0,00	276	30,04
Caieiras (Município) (350900)	0,82	0,00	0,00	0,00	0,00	0,00	206	21,23
Cajamar (Município) (350920)	0,69	0,00	0,00	0,00	0,00	0,00	124	17,02
Campinas (Município) (350950)	2,75	0,00	0,17	0,16	0,03	0,00	2.281	19,44
Campo Limpo Paulista (Município) (350960)	0,73	0,00	0,49	0,24	0,00	0,00	363	44,43
Campos do Jordão (Município) (350970)	0,59	0,00	0,78	0,00	0,00	0,00	42	8,21
Capivari (Município) (351040)	1,30	0,00	0,74	0,00	0,00	0,00	160	29,78
Caraguatatuba (Município) (351050)	2,95	0,00	0,00	0,00	0,00	0,00	483	41,97
Carapicuíba (Município) (351060)	6,26	0,00	0,48	0,13	0,03	0,05	1.187	30,09
Catanduva (Município) (351110)	1,75	0,00	0,00	0,00	0,00	0,00	305	25,40
Cosmópolis (Município) (351280)	3,83	0,00	1,91	0,00	0,00	0,00	143	21,04
Cotia (Município) (351300)	1,58	0,00	0,68	0,21	0,00	0,00	541	23,15
Cruzeiro (Município) (351340)	0,98	0,00	0,37	0,00	0,12	0,00	218	26,78
Cubatão (Município) (351350)	0,70	0,00	0,70	0,00	0,00	0,00	134	10,48
Diadema (Município) (351380)	6,38	0,00	0,99	0,12	0,00	0,00	1.514	36,47
Embu das Artes (Município) (351500)	3,52	0,00	0,61	0,57	0,00	0,00	825	31,20
Embu-Guaçu (Município) (351510)	2,07	0,00	0,44	0,00	0,00	0,00	219	32,31
Fernandópolis (Município) (351550)	5,56	0,00	3,66	0,00	0,00	0,00	203	29,68
Ferraz de Vasconcelos (Município) (351570)	2,03	0,00	1,12	0,00	0,00	0,00	473	25,32
Franca (Município) (351620)	1,57	0,00	0,52	0,00	0,00	0,00	682	19,79
Francisco Morato (Município) (351630)	7,00	0,00	1,18	0,18	0,00	0,00	746	43,90
Franco da Rocha (Município) (351640)	1,08	0,00	0,34	0,14	0,00	0,00	161	10,90
Guararema (Município) (351830)	5,58	0,00	0,00	0,70	0,00	0,00	145	50,59
Guaratinguetá (Município) (351840)	3,51	0,00	0,25	0,33	0,00	0,00	455	37,99
Guarujá (Município) (351870)	1,37	0,00	1,15	0,19	0,00	0,00	525	16,75
Guarulhos (Município) (351880)	1,86	0,00	0,12	0,13	0,00	0,00	3.312	24,77
Hortolândia (Município) (351907)	1,23	0,00	0,09	0,23	0,00	0,00	502	22,92
Ibitinga (Município) (351960)	2,23	0,00	5,50	0,00	0,00	0,00	235	40,39
Ibiúna (Município) (351970)	1,17	0,00	0,39	0,00	0,00	0,00	307	39,87
Indaiatuba (Município) (352050)	1,23	0,00	0,76	0,00	0,00	0,00	442	18,78
Itanhaém (Município) (352210)	0,51	0,00	0,62	0,41	0,00	0,00	70	7,18
Itapecerica da Serra (Município) (352220)	4,61	0,00	0,30	0,06	0,00	0,06	662	39,15
Itapetininga (Município) (352230)	1,07	0,00	0,32	0,00	0,00	0,00	479	30,21
Itapeva (Município) (352240)	19,32	0,00	0,21	0,21	0,00	0,00	647	69,46
Itapevi (Município) (352250)	4,28	0,00	0,18	0,31	0,00	0,00	546	24,11
Itapira (Município) (352260)	6,95	0,00	0,41	0,14	0,00	0,00	225	30,65
Itaquaquecetuba (Município) (352310)	1,57	0,00	0,11	0,25	0,00	0,00	687	19,26
Itararé (Município) (352320)	15,13	0,00	1,19	0,00	0,00	0,00	276	54,93
Itatiba (Município) (352340)	0,87	0,00	0,52	0,09	0,00	0,00	255	22,19
Itu (Município) (352390)	0,53	0,00	0,36	0,00	0,00	0,06	208	12,33
Itupeva (Município) (352400)	1,98	0,00	0,18	0,18	0,00	0,00	117	21,04
Jaboticabal (Município) (352430)	2,62	0,00	0,92	0,00	0,00	0,00	256	33,60
Jacareí (Município) (352440)	1,84	0,00	0,18	0,04	0,00	0,00	545	23,88
Jaguariúna (Município) (352470)	3,20	0,00	0,38	0,19	0,00	0,00	173	32,60
Jandira (Município) (352500)	3,00	0,00	0,42	0,08	0,00	0,00	349	29,04
Jaú (Município) (352530)	7,60	0,00	1,04	0,00	0,00	0,00	716	49,44
Jundiaí (Município) (352590)	1,92	0,00	0,39	0,12	0,02	0,02	830	20,46
Juquitiba (Município) (352620)	1,62	0,00	0,00	0,00	0,00	0,00	87	28,21
Leme (Município) (352670)	3,99	0,00	0,10	0,00	0,00	0,00	198	19,74
Lençóis Paulista (Município) (352680)	4,20	0,00	0,30	0,00	0,00	0,00	187	28,05
Limeira (Município) (352690)	2,31	0,00	0,30	0,00	0,00	0,00	568	19,02
Lins (Município) (352710)	3,13	0,00	0,00	0,00	0,00	0,00	221	28,87
Lorena (Município) (352720)	6,39	0,00	0,69	0,11	0,00	0,00	516	58,91
Mairiporã (Município) (352850)	3,30	0,00	0,21	0,00	0,00	0,00	231	24,58
Marília (Município) (352900)	1,67	0,00	0,34	0,00	0,04	0,00	621	26,58
Matão (Município) (352930)	8,67	0,00	2,32	0,00	0,00	0,00	345	42,14
Mauá (Município) (352940)	1,90	0,00	0,59	0,15	0,02	0,00	809	17,68
Mirassol (Município) (353030)	15,09	0,00	1,89	0,00	0,00	0,00	465	79,74
Mococa (Município) (353050)	9,72	0,00	2,18	0,15	0,00	0,00	356	51,67
Mogi das Cruzes (Município) (353060)	2,93	0,00	0,68	0,21	0,00	0,00	1.498	34,89
Mogi Guaçu (Município) (353070)	5,33	0,00	0,13	0,00	0,00	0,00	317	21,37
Mogi Mirim (Município) (353080)	5,00	0,00	1,96	0,22	0,00	0,00	348	37,86
Mongaguá (Município) (353110)	0,94	0,00	0,19	0,19	0,00	0,00	34	6,37
Monte Alto (Município) (353130)	13,27	0,00	1,41	0,00	0,00	0,00	233	46,86
Monte Mor (Município) (353180)	2,31	0,00	0,18	0,00	0,00	0,00	122	21,66
Nova Odessa (Município) (353340)	1,22	0,00	0,70	0,00	0,00	0,00	232	40,35
Olímpia (Município) (353390)	11,17	0,00	3,35	0,00	0,00	0,00	264	49,16
Osasco (Município) (353440)	2,83	0,00	0,52	0,03	0,00	0,00	1.766	25,36
Ourinhos (Município) (353470)	0,54	0,00	0,63	0,00	0,00	0,00	236	21,25
Paulínia (Município) (353650)	3,10	0,00	0,20	0,20	0,00	0,00	211	21,07
Penápolis (Município) (353730)	6,25	0,00	1,12	0,00	0,00	0,00	423	67,78
Peruíbe (Município) (353760)	0,15	0,00	0,46	0,00	0,00	0,00	25	3,79
Piedade (Município) (353780)	2,73	0,00	0,36	0,00	0,00	0,00	247	44,99
Pindamonhangaba (Município) (353800)	2,28	0,00	0,49	0,12	0,00	0,00	498	30,68
Piracicaba (Município) (353870)	3,40	0,00	1,37	0,05	0,03	0,00	851	21,58
Pirapora do Bom Jesus (Município) (353910)	1,67	0,00	0,00	0,00	0,00	0,00	39	21,77
Pirassununga (Município) (353930)	4,80	0,00	0,13	0,13	0,13	0,00	265	35,32
Poá (Município) (353980)	1,57	0,00	0,96	0,09	0,00	0,00	334	29,13
Porto Feliz (Município) (354060)	2,68	0,00	0,00	0,38	0,00	0,00	309	59,17
Porto Ferreira (Município) (354070)	5,44	0,00	1,27	0,00	0,18	0,00	279	50,64
Praia Grande (Município) (354100)	0,23	0,00	0,26	0,00	0,00	0,00	287	9,42
Presidente Prudente (Município) (354140)	4,65	0,00	12,07	0,00	0,00	0,00	534	23,87
Registro (Município) (354260)	0,89	0,00	0,53	0,00	0,00	0,00	154	27,33
Ribeirão Pires (Município) (354330)	0,74	0,00	0,08	0,00	0,00	0,00	95	7,84
Ribeirão Preto (Município) (354340)	2,79	0,00	4,60	0,01	0,01	0,00	1.912	28,35
Rio Claro (Município) (354390)	0,60	0,00	0,05	0,10	0,00	0,00	118	5,86
Rio Grande da Serra (Município) (354410)	1,64	0,00	0,41	0,41	0,00	0,00	59	12,08
Salesópolis (Município) (354500)	0,60	0,00	0,00	0,00	0,00	0,00	74	44,06
Salto (Município) (354520)	0,35	0,00	0,78	0,00	0,00	0,00	438	38,02
Santa Bárbara d'Oeste (Município) (354580)	0,68	0,00	0,00	0,00	0,00	0,00	206	10,78
Santa Isabel (Município) (354680)	6,67	0,00	1,26	0,18	0,00	0,00	210	37,85
Santana de Parnaíba (Município) (354730)	1,32	0,00	0,93	0,00	0,00	0,00	205	15,86
Santo André (Município) (354780)	2,37	0,00	0,34	0,14	0,04	0,00	1.528	21,44
Santos (Município) (354850)	1,36	0,00	1,17	0,07	0,00	0,00	819	18,86
São Bernardo do Campo (Município) (354870)	0,78	0,00	0,07	0,04	0,00	0,02	1.496	18,19
São Caetano do Sul (Município) (354880)	2,46	0,00	0,57	0,06	0,00	0,00	505	31,80
São Carlos (Município) (354890)	1,60	0,00	0,29	0,04	0,00	0,00	476	19,53
São João da Boa Vista (Município) (354910)	2,46	0,00	0,11	0,00	0,00	0,00	273	30,48
São Joaquim da Barra (Município) (354940)	3,56	0,00	0,20	0,00	0,00	0,00	160	31,67
São José do Rio Pardo (Município) (354970)	3,67	0,00	0,37	0,00	0,00	0,00	339	62,13
São José do Rio Preto (Município) (354980)	3,94	0,00	3,87	0,04	0,04	0,00	2.006	44,91
São José dos Campos (Município) (354990)	2,41	0,00	0,47	0,06	0,00	0,00	1.602	23,02
São Lourenço da Serra (Município) (354995)	1,31	0,00	0,00	0,65	0,00	0,00	28	18,27
