Localidade	"Taxa de incidência de internações de  doenças gastrointestinais infecciosas
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  febre amarela
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  dengue
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  leptospirose
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  malária
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  esquistossomose
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças respiratórias: gripes e pneumonias
(Número de internações) (DATASUS)"	"Incidência de internações por doenças respiratórias: gripes e pneumonias
(Internações por 10 mil habitantes) (DATASUS)"
Luís Eduardo Magalhães (Município) (291955)	3,83	0,00	0,00	0,00	0,00	0,00	39	6,49
Madre de Deus (Município) (291992)	4,60	0,00	8,06	0,00	0,00	0,00	47	27,05
Mata de São João (Município) (292100)	4,48	0,00	20,41	0,00	0,00	0,00	124	30,86
Paulo Afonso (Município) (292400)	11,53	0,00	0,83	0,00	0,09	0,00	213	19,65
Pojuca (Município) (292520)	8,47	0,00	0,30	0,00	0,00	0,00	31	9,38
Porto Seguro (Município) (292530)	4,81	0,00	2,52	0,00	0,00	0,00	248	19,54
Ribeira do Pombal (Município) (292660)	33,88	0,00	2,53	0,00	0,00	0,00	144	30,30
Salvador (Município) (292740)	3,42	0,00	3,03	0,42	0,01	0,01	4.433	16,57
Santo Amaro (Município) (292860)	13,67	0,00	1,04	0,35	0,00	0,00	59	10,21
Santo Antônio de Jesus (Município) (292870)	42,75	0,00	1,54	0,00	0,00	0,00	273	30,00
Santo Estêvão (Município) (292880)	34,04	0,00	1,04	0,21	0,00	0,21	90	18,80
São Francisco do Conde (Município) (292920)	0,60	0,00	0,60	0,00	0,00	0,00	7	2,11
São Sebastião do Passé (Município) (292950)	3,56	0,00	8,78	0,00	0,00	0,00	97	23,01
Senhor do Bonfim (Município) (293010)	27,95	0,00	2,42	0,00	0,00	0,13	263	35,34
Serrinha (Município) (293050)	52,63	0,00	32,31	0,00	0,00	0,00	276	35,96
Simões Filho (Município) (293070)	7,29	0,00	9,23	0,51	0,00	0,00	458	38,80
Teixeira de Freitas (Município) (293135)	11,57	0,00	16,99	0,00	0,00	0,00	419	30,29
Tucano (Município) (293190)	100,16	0,00	4,01	0,00	0,00	0,00	247	47,12
Valença (Município) (293290)	53,91	0,00	6,54	0,34	0,00	0,00	1.408	158,79
Vera Cruz (Município) (293320)	11,71	0,00	0,27	0,27	0,00	0,00	310	82,52
Vitória da Conquista (Município) (293330)	38,19	0,00	0,85	0,00	0,00	0,03	3.165	103,14
Alfenas (Município) (310160)	2,03	0,00	0,68	0,00	0,00	0,00	358	48,53
Araguari (Município) (310350)	20,76	0,00	7,29	0,00	0,00	0,00	586	53,37
Araxá (Município) (310400)	7,90	0,00	0,75	0,00	0,21	0,00	338	36,08
Baldim (Município) (310500)	0,00	0,00	0,00	0,00	0,00	0,00	7	8,85
Barão de Cocais (Município) (310540)	5,63	0,00	1,41	0,00	0,00	0,00	140	49,22
Barbacena (Município) (310560)	3,33	0,00	0,16	0,00	0,08	0,00	498	39,43
Belo Horizonte (Município) (310620)	4,34	0,00	3,96	0,05	0,01	0,04	6.443	27,13
Belo Vale (Município) (310640)	3,98	0,00	0,00	0,00	0,00	0,00	57	75,64
Betim (Município) (310670)	2,67	0,00	4,34	0,08	0,00	0,03	846	22,38
Bom Despacho (Município) (310740)	5,26	0,00	37,92	0,00	0,00	0,00	206	45,15
Bonfim (Município) (310810)	0,00	0,00	0,00	0,00	0,00	0,00	13	19,07
Brumadinho (Município) (310900)	5,00	0,00	0,59	0,00	0,00	0,00	208	61,23
Caeté (Município) (311000)	4,17	0,00	10,06	0,00	0,25	0,00	250	61,35
Campo Belo (Município) (311120)	0,00	0,00	1,75	0,00	0,00	0,00	397	77,02
Capim Branco (Município) (311250)	10,13	0,00	0,00	0,00	0,00	0,00	28	31,53
Caratinga (Município) (311340)	2,58	0,00	1,64	0,12	0,00	0,00	134	15,72
Cataguases (Município) (311530)	15,34	0,00	9,75	0,14	0,00	0,00	456	65,37
Confins (Município) (311787)	0,00	0,00	0,00	0,00	0,00	0,00	5	8,42
Congonhas (Município) (311800)	2,68	0,00	0,00	0,00	0,00	0,00	236	48,64
Conselheiro Lafaiete (Município) (311830)	26,26	0,00	0,00	0,00	0,00	0,09	517	44,37
Contagem (Município) (311860)	2,75	0,00	1,61	0,07	0,00	0,05	1.108	18,36
Coronel Fabriciano (Município) (311940)	12,73	0,00	7,81	0,00	0,00	0,00	384	37,03
Curvelo (Município) (312090)	7,01	0,00	4,18	0,13	0,00	0,00	337	45,41
Divinópolis (Município) (312230)	1,88	0,00	0,61	0,00	0,00	0,05	160	7,51
Esmeraldas (Município) (312410)	4,15	0,00	2,16	0,17	0,00	0,17	248	41,15
Florestal (Município) (312600)	7,58	0,00	1,52	0,00	0,00	0,00	14	21,21
Formiga (Município) (312610)	11,21	0,00	4,30	0,00	0,00	0,00	171	26,26
Fortuna de Minas (Município) (312640)	0,00	0,00	0,00	0,00	0,00	0,00	4	14,79
Frutal (Município) (312710)	5,80	0,00	2,43	0,00	0,00	0,00	274	51,25
Funilândia (Município) (312720)	2,59	0,00	0,00	0,00	0,00	0,00	6	15,56
Governador Valadares (Município) (312770)	5,92	0,00	2,54	0,00	0,00	0,15	756	28,67
Guaxupé (Município) (312870)	15,17	0,00	5,06	0,00	0,20	0,00	494	99,94
Ibirité (Município) (312980)	2,39	0,00	3,33	0,06	0,00	0,06	380	23,91
Igarapé (Município) (313010)	1,43	0,00	4,59	0,00	0,29	0,00	31	8,90
Inhaúma (Município) (313100)	0,00	0,00	0,00	0,00	0,00	0,00	8	13,89
Ipatinga (Município) (313130)	7,52	0,00	11,61	0,04	0,00	0,13	870	36,33
Itabira (Município) (313170)	4,10	0,00	1,28	0,00	0,09	0,00	411	37,44
Itabirito (Município) (313190)	9,24	0,00	5,28	0,00	0,00	0,00	244	53,69
Itaguara (Município) (313220)	35,56	0,00	1,62	0,00	0,00	0,00	159	128,52
Itajubá (Município) (313240)	2,76	0,00	0,00	0,11	0,00	0,00	365	40,26
Itatiaiuçu (Município) (313370)	5,04	0,00	1,01	0,00	0,00	0,00	19	19,14
Itaúna (Município) (313380)	10,88	0,00	2,57	0,12	0,00	0,00	295	34,52
Ituiutaba (Município) (313420)	19,86	0,00	1,75	0,00	0,31	0,00	547	56,29
Jaboticatubas (Município) (313460)	4,67	0,00	0,00	0,00	0,00	0,58	78	45,52
Janaúba (Município) (313510)	1,80	0,00	1,50	0,00	0,00	0,15	198	29,64
Januária (Município) (313520)	1,99	0,00	2,14	0,00	0,00	0,15	137	20,93
João Monlevade (Município) (313620)	3,67	0,00	1,09	0,00	0,00	0,00	139	18,88
Nova União (Município) (313660)	5,40	0,00	1,80	0,00	0,00	0,00	13	23,40
Juatuba (Município) (313665)	1,35	0,00	0,45	0,00	0,00	0,00	36	16,21
Juiz de Fora (Município) (313670)	4,13	0,00	3,78	0,00	0,00	0,00	1.374	26,62
Lagoa da Prata (Município) (313720)	16,09	0,00	19,79	0,00	0,22	0,43	618	134,39
Lagoa Santa (Município) (313760)	2,67	0,00	2,09	0,00	0,00	0,19	140	26,66
Lavras (Município) (313820)	7,81	0,00	2,39	0,00	0,00	0,00	325	35,25
Leopoldina (Município) (313840)	5,48	0,00	5,09	0,20	0,00	0,00	176	34,42
Manhuaçu (Município) (313940)	9,93	0,00	3,77	0,00	0,00	0,13	357	44,86
Mariana (Município) (314000)	11,62	0,00	0,00	0,00	0,00	0,00	268	49,43
Mário Campos (Município) (314015)	1,52	0,00	0,76	0,00	0,00	0,00	24	18,19
Mateus Leme (Município) (314070)	6,82	0,00	2,87	0,00	0,00	0,00	287	103,03
Matozinhos (Município) (314110)	15,31	0,00	8,54	0,00	0,00	0,00	163	48,00
Moeda (Município) (314230)	4,27	0,00	0,00	0,00	0,00	0,00	21	44,79
Montes Claros (Município) (314330)	2,51	0,03	2,71	0,06	0,00	0,08	656	18,13
Muriaé (Município) (314390)	53,69	0,00	19,05	0,10	0,10	0,00	1.132	112,34
Nova Lima (Município) (314480)	2,35	0,00	0,62	0,00	0,00	0,00	180	22,22
Nova Serrana (Município) (314520)	4,61	0,00	2,85	0,00	0,00	0,00	189	25,64
Ouro Preto (Município) (314610)	7,40	0,00	0,28	0,00	0,14	0,00	259	36,85
Paracatu (Município) (314700)	6,26	0,00	3,66	0,00	0,24	0,00	323	38,13
Pará de Minas (Município) (314710)	4,16	0,00	0,59	0,00	0,00	0,00	288	34,20
Passos (Município) (314790)	10,44	0,00	7,53	0,28	0,00	0,00	426	40,08
Patos de Minas (Município) (314800)	8,51	0,00	8,94	0,07	0,00	0,00	460	33,16
Patrocínio (Município) (314810)	8,97	0,00	1,21	0,00	0,24	0,00	221	26,80
Pedro Leopoldo (Município) (314930)	3,92	0,00	0,17	0,00	0,00	0,00	124	21,11
Pirapora (Município) (315120)	6,18	0,00	2,81	0,00	0,00	0,00	286	53,59
Poços de Caldas (Município) (315180)	3,48	0,00	0,13	0,00	0,00	0,00	469	30,77
Ponte Nova (Município) (315210)	15,16	0,00	2,96	0,00	0,00	0,00	148	25,79
Pouso Alegre (Município) (315250)	2,99	0,00	0,00	0,00	0,00	0,00	275	21,05
Prudente de Morais (Município) (315360)	4,18	0,00	2,09	0,00	0,00	0,00	27	28,20
Raposos (Município) (315390)	1,30	0,00	2,61	0,00	0,00	0,65	44	28,68
Ribeirão das Neves (Município) (315460)	3,44	0,03	2,50	0,00	0,03	0,00	913	30,81
Rio Acima (Município) (315480)	1,10	0,00	0,00	0,00	0,00	0,00	17	18,70
Rio Manso (Município) (315530)	1,90	0,00	0,00	0,00	0,00	0,00	6	11,37
Sabará (Município) (315670)	3,41	0,00	4,20	0,00	0,08	0,00	293	23,20
Santa Bárbara (Município) (315720)	5,02	0,00	0,00	0,00	0,00	0,00	176	63,14
Santa Luzia (Município) (315780)	3,74	0,00	1,87	0,05	0,00	0,25	549	27,05
São Francisco (Município) (316110)	5,76	0,00	0,19	0,00	0,00	0,00	185	34,37
São João del Rei (Município) (316250)	10,54	0,00	0,59	0,12	0,00	0,00	369	43,68
São Joaquim de Bicas (Município) (316292)	2,35	0,00	6,27	0,00	0,00	0,00	27	10,57
São José da Lapa (Município) (316295)	2,02	0,00	1,01	0,00	0,00	0,00	41	20,71
São José da Varginha (Município) (316310)	2,38	0,00	0,00	0,00	0,00	0,00	12	28,59
São Sebastião do Paraíso (Município) (316470)	8,77	0,00	0,46	0,00	0,00	0,00	279	42,94
Sarzedo (Município) (316553)	0,00	0,00	0,77	0,00	0,00	0,00	24	9,30
Sete Lagoas (Município) (316720)	2,43	0,00	1,45	0,00	0,00	0,05	523	24,42
Taquaraçu de Minas (Município) (316830)	2,64	0,00	0,00	0,00	0,00	0,00	5	13,18
Teófilo Otoni (Município) (316860)	2,89	0,00	5,57	0,00	0,00	0,00	304	22,56
Timóteo (Município) (316870)	4,43	0,00	3,45	0,00	0,00	0,00	148	18,22
Três Corações (Município) (316930)	10,17	0,00	10,03	0,00	0,00	0,00	277	38,07
Três Pontas (Município) (316940)	7,80	0,00	2,41	0,00	0,00	0,00	330	61,27
Ubá (Município) (316990)	87,96	0,00	8,08	0,10	0,00	0,00	568	55,95
Uberaba (Município) (317010)	4,53	0,00	1,82	0,00	0,00	0,00	844	28,51
Uberlândia (Município) (317020)	6,66	0,00	0,93	0,00	0,00	0,00	1.633	27,04
Unaí (Município) (317040)	5,54	0,00	1,16	0,00	0,00	0,00	178	22,95
Varginha (Município) (317070)	2,27	0,00	2,11	0,08	0,00	0,00	409	33,23
Vespasiano (Município) (317120)	2,49	0,00	3,73	0,00	0,00	0,00	273	26,12
Viçosa (Município) (317130)	13,43	0,00	3,05	0,00	0,00	0,00	294	40,71
Aracruz (Município) (320060)	7,33	0,00	3,54	0,12	0,00	0,00	222	27,13
Cachoeiro de Itapemirim (Município) (320120)	13,22	0,00	1,00	0,16	0,00	0,00	687	36,18
Cariacica (Município) (320130)	4,10	0,00	3,44	0,06	0,00	0,00	572	16,40
Colatina (Município) (320150)	14,04	0,00	9,39	0,27	0,00	0,00	436	39,00
Fundão (Município) (320220)	1,76	0,00	2,35	0,00	0,00	0,00	13	7,64
Guarapari (Município) (320240)	53,47	0,00	46,54	0,00	0,00	0,00	567	53,85
Linhares (Município) (320320)	9,06	0,00	0,78	0,00	0,07	0,00	457	32,34
São Mateus (Município) (320490)	16,23	0,00	2,57	0,00	0,00	0,00	407	37,33
Serra (Município) (320500)	2,64	0,00	3,01	0,02	0,00	0,02	624	15,25
Viana (Município) (320510)	3,54	0,00	8,92	0,00	0,00	0,00	81	12,46
Vila Velha (Município) (320520)	2,48	0,00	6,15	0,05	0,00	0,05	633	15,27
Vitória (Município) (320530)	3,45	0,00	2,65	0,00	0,00	0,00	629	19,19
Angra dos Reis (Município) (330010)	2,60	0,00	1,53	0,35	0,00	0,00	483	28,49
Araruama (Município) (330020)	1,52	0,00	1,52	0,00	0,00	0,00	246	21,96
Barra do Piraí (Município) (330030)	64,15	0,00	2,74	0,00	0,00	0,00	538	56,76
Barra Mansa (Município) (330040)	2,59	0,00	0,84	0,51	0,00	0,00	252	14,17
Belford Roxo (Município) (330045)	35,90	0,00	4,79	0,19	0,02	0,00	3.028	64,52
Cabo Frio (Município) (330070)	1,56	0,00	4,13	0,00	0,00	0,00	182	9,77
Cachoeiras de Macacu (Município) (330080)	10,32	0,00	13,45	0,00	0,00	0,00	266	49,01
Campos dos Goytacazes (Município) (330100)	11,13	0,00	14,43	0,02	0,02	0,00	1.542	33,25
Duque de Caxias (Município) (330170)	3,96	0,00	1,99	0,15	0,00	0,01	1.767	20,67
Guapimirim (Município) (330185)	3,69	0,00	2,91	0,19	0,00	0,00	153	29,72
Itaboraí (Município) (330190)	22,52	0,00	6,33	0,18	0,00	0,00	1.032	47,34
Itaguaí (Município) (330200)	1,83	0,00	4,58	0,09	0,00	0,00	185	16,96
Itaperuna (Município) (330220)	36,21	0,10	5,95	1,46	0,00	0,00	1.124	117,28
Japeri (Município) (330227)	13,19	0,00	0,52	0,10	0,00	0,00	1.020	106,82
Macaé (Município) (330240)	3,39	0,00	13,25	0,05	0,00	0,00	440	21,28
Magé (Município) (330250)	8,67	0,00	3,08	0,04	0,00	0,00	1.009	44,39
Maricá (Município) (330270)	2,59	0,00	2,43	0,08	0,00	0,00	265	20,79
Mesquita (Município) (330285)	8,85	0,00	0,59	0,00	0,00	0,00	382	22,69
Nilópolis (Município) (330320)	5,27	0,00	1,46	0,13	0,00	0,00	322	20,45
Niterói (Município) (330330)	2,67	0,00	2,48	0,23	0,00	0,00	763	15,65
Nova Friburgo (Município) (330340)	4,28	0,00	0,16	0,27	0,11	0,00	748	41,08
Nova Iguaçu (Município) (330350)	16,98	0,00	2,31	0,20	0,00	0,01	3.809	47,84
Paracambi (Município) (330360)	80,85	0,00	3,40	0,21	0,00	0,00	334	70,88
Petrópolis (Município) (330390)	3,99	0,00	0,24	0,24	0,00	0,00	559	18,89
Queimados (Município) (330414)	35,08	0,00	5,65	0,14	0,07	0,00	1.820	131,92
Resende (Município) (330420)	2,76	0,00	0,08	0,00	0,00	0,00	283	23,63
Rio Bonito (Município) (330430)	23,04	0,00	34,92	0,00	0,00	0,00	314	56,52
Rio das Ostras (Município) (330452)	1,51	0,00	6,06	0,00	0,00	0,00	249	23,56
Rio de Janeiro (Município) (330455)	1,45	0,00	0,56	0,11	0,02	0,01	9.346	14,79
São Gonçalo (Município) (330490)	10,52	0,00	5,64	0,23	0,00	0,00	4.836	48,37
São João de Meriti (Município) (330510)	10,66	0,00	1,09	0,02	0,00	0,00	1.857	40,49
São Pedro da Aldeia (Município) (330520)	1,25	0,00	1,14	0,00	0,00	0,00	40	4,55
Saquarema (Município) (330550)	2,29	0,00	0,67	0,00	0,00	0,00	187	25,19
Seropédica (Município) (330555)	7,67	0,00	0,13	0,13	0,00	0,00	214	27,37
Tanguá (Município) (330575)	12,69	0,00	54,02	0,00	0,00	0,00	77	25,06
Teresópolis (Município) (330580)	3,54	0,00	0,18	0,06	0,00	0,00	386	23,57
Três Rios (Município) (330600)	17,43	0,00	0,13	0,13	0,00	0,00	269	34,74
Valença (Município) (330610)	34,10	0,00	9,47	0,42	0,00	0,00	430	59,85
Volta Redonda (Município) (330630)	1,98	0,00	1,44	0,27	0,00	0,00	703	27,27
Americana (Município) (350160)	2,33	0,00	0,47	0,09	0,00	0,00	503	23,88
Amparo (Município) (350190)	3,65	0,00	0,15	0,00	0,00	0,00	241	36,61
Andradina (Município) (350210)	37,23	0,00	12,11	0,00	0,00	0,00	463	83,67
Araçatuba (Município) (350280)	4,79	0,00	3,08	0,00	0,06	0,00	430	23,68
Araraquara (Município) (350320)	1,96	0,00	0,81	0,05	0,00	0,00	357	17,11
Araras (Município) (350330)	2,95	0,00	0,67	0,00	0,00	0,00	260	21,88
Artur Nogueira (Município) (350380)	1,13	0,00	0,00	0,00	0,00	0,00	81	18,34
Arujá (Município) (350390)	1,60	0,00	0,40	0,67	0,00	0,00	77	10,28
Assis (Município) (350400)	17,03	0,00	0,74	0,00	0,00	0,00	358	37,63
Atibaia (Município) (350410)	1,58	0,00	0,08	0,08	0,00	0,00	305	24,09
Avaré (Município) (350450)	21,95	0,00	0,00	0,00	0,00	0,00	543	65,47
Barretos (Município) (350550)	7,23	0,00	4,28	0,09	0,00	0,00	569	50,76
Barueri (Município) (350570)	13,04	0,00	1,66	0,50	0,00	0,04	1.771	73,56
Batatais (Município) (350590)	30,46	0,00	1,42	0,00	0,00	0,00	396	70,12
Bauru (Município) (350600)	1,95	0,00	0,47	0,03	0,00	0,00	826	24,02
Bebedouro (Município) (350610)	4,26	0,00	0,27	0,27	0,00	0,00	315	41,98
Bertioga (Município) (350635)	8,82	0,00	12,59	0,00	0,00	0,00	211	44,29
Birigui (Município) (350650)	3,40	0,00	3,13	0,00	0,00	0,00	776	71,37
Biritiba-Mirim (Município) (350660)	4,55	0,00	0,00	0,35	0,00	0,00	47	16,45
Boituva (Município) (350700)	5,38	0,00	0,00	0,00	0,00	0,00	255	52,78
Botucatu (Município) (350750)	1,96	0,00	0,94	0,08	0,00	0,00	548	43,04
Bragança Paulista (Município) (350760)	1,23	0,00	0,07	0,14	0,14	0,00	448	30,53
Caçapava (Município) (350850)	4,37	0,00	0,83	0,12	0,00	0,00	213	25,13
Caieiras (Município) (350900)	1,16	0,00	0,12	0,12	0,00	0,00	172	19,88
Cajamar (Município) (350920)	1,25	0,00	0,00	0,00	0,00	0,00	131	20,43
Campinas (Município) (350950)	1,69	0,00	0,92	0,07	0,03	0,00	2.045	18,93
Campo Limpo Paulista (Município) (350960)	1,22	0,00	0,00	0,41	0,00	0,00	249	33,62
Campos do Jordão (Município) (350970)	6,28	0,00	0,42	0,00	0,00	0,00	250	52,31
Capivari (Município) (351040)	7,00	0,00	1,24	0,21	0,00	0,00	236	48,58
Caraguatatuba (Município) (351050)	6,35	0,00	4,46	0,10	0,00	0,00	298	29,55
Carapicuíba (Município) (351060)	6,87	0,00	0,43	0,14	0,00	0,08	1.350	36,53
Catanduva (Município) (351110)	6,12	0,00	3,90	0,00	0,00	0,00	505	44,76
Cosmópolis (Município) (351280)	7,99	0,00	1,36	0,00	0,00	0,00	169	28,73
Cotia (Município) (351300)	3,38	0,00	0,20	0,15	0,00	0,00	476	23,66
Cruzeiro (Município) (351340)	8,83	0,00	0,91	0,13	0,00	0,00	309	40,11
Cubatão (Município) (351350)	3,71	0,00	15,25	0,34	0,00	0,00	263	22,15
Diadema (Município) (351380)	6,89	0,00	0,65	0,67	0,00	0,05	1.699	44,01
Embu das Artes (Município) (351500)	2,41	0,00	0,25	0,17	0,08	0,08	636	26,47
Embu-Guaçu (Município) (351510)	3,35	0,00	0,00	0,00	0,00	0,00	219	34,89
Fernandópolis (Município) (351550)	8,81	0,00	5,87	0,00	0,15	0,00	331	51,16
Ferraz de Vasconcelos (Município) (351570)	4,75	0,00	0,30	0,30	0,00	0,06	694	41,23
Franca (Município) (351620)	1,69	0,00	0,00	0,00	0,06	0,03	611	19,18
Francisco Morato (Município) (351630)	3,04	0,00	0,19	0,06	0,00	0,00	662	42,86
Franco da Rocha (Município) (351640)	3,42	0,00	0,08	0,38	0,08	0,00	362	27,51
Guararema (Município) (351830)	5,03	0,00	1,16	0,39	0,00	0,00	147	56,88
Guaratinguetá (Município) (351840)	8,21	0,00	0,09	0,00	0,00	0,00	590	52,64
Guarujá (Município) (351870)	1,99	0,00	13,17	0,07	0,00	0,00	575	19,78
Guarulhos (Município) (351880)	2,75	0,00	0,47	0,35	0,02	0,01	3.413	27,93
Hortolândia (Município) (351907)	0,93	0,00	1,50	0,00	0,00	0,21	509	26,42
Ibitinga (Município) (351960)	4,14	0,00	0,56	0,00	0,00	0,00	168	31,60
Ibiúna (Município) (351970)	0,56	0,00	0,00	0,28	0,00	0,00	23	3,23
Indaiatuba (Município) (352050)	4,17	0,00	0,05	0,00	0,00	0,00	745	36,95
Itanhaém (Município) (352210)	0,80	0,00	0,80	0,80	0,00	0,00	149	17,12
Itapecerica da Serra (Município) (352220)	6,22	0,00	0,00	0,39	0,07	0,00	629	41,22
Itapetininga (Município) (352230)	1,59	0,00	0,00	0,07	0,00	0,00	383	26,53
Itapeva (Município) (352240)	28,83	0,00	0,11	0,00	0,00	0,00	757	86,26
Itapevi (Município) (352250)	4,78	0,00	0,05	0,30	0,00	0,00	633	31,53
Itapira (Município) (352260)	8,32	0,00	2,33	0,00	0,00	0,00	217	31,66
Itaquaquecetuba (Município) (352310)	2,46	0,00	0,25	0,40	0,00	0,06	755	23,46
Itararé (Município) (352320)	43,81	0,00	0,21	0,00	0,00	0,00	267	55,70
Itatiba (Município) (352340)	1,38	0,00	0,10	0,10	0,00	0,00	273	26,90
Itu (Município) (352390)	1,36	0,00	0,00	0,00	0,00	0,00	491	31,85
Itupeva (Município) (352400)	0,22	0,00	0,22	0,00	0,00	0,00	146	32,55
Jaboticabal (Município) (352430)	6,00	0,00	10,05	0,00	0,00	0,00	216	30,14
Jacareí (Município) (352440)	2,51	0,00	0,28	0,05	0,05	0,00	861	40,76
Jaguariúna (Município) (352470)	8,12	0,00	3,39	0,23	0,00	0,00	194	43,78
Jandira (Município) (352500)	4,89	0,00	0,46	0,18	0,00	0,00	390	36,00
Jaú (Município) (352530)	11,45	0,00	0,31	0,00	0,00	0,00	680	51,89
Jundiaí (Município) (352590)	2,32	0,00	0,16	0,00	0,03	0,00	495	13,37
Juquitiba (Município) (352620)	2,09	0,00	0,00	0,00	0,35	0,00	84	29,23
Leme (Município) (352670)	17,22	0,00	1,31	0,00	0,00	0,00	368	40,11
Lençóis Paulista (Município) (352680)	10,74	0,00	0,33	0,00	0,00	0,00	242	39,40
Limeira (Município) (352690)	5,25	0,00	0,54	0,04	0,00	0,00	810	29,35
Lins (Município) (352710)	2,66	0,00	0,42	0,00	0,14	0,00	27	3,78
Lorena (Município) (352720)	6,18	0,00	0,12	0,00	0,00	0,00	218	26,41
Mairiporã (Município) (352850)	0,74	0,00	0,49	0,25	0,00	0,00	427	52,74
Marília (Município) (352900)	2,95	0,00	1,02	0,00	0,05	0,00	661	30,50
Matão (Município) (352930)	15,24	0,00	5,47	0,00	0,00	0,00	340	44,28
Mauá (Município) (352940)	2,73	0,00	0,26	0,38	0,07	0,02	1.020	24,46
Mirassol (Município) (353030)	16,17	0,00	34,58	0,00	0,00	0,00	211	39,23
Mococa (Município) (353050)	16,44	0,00	0,45	0,00	0,30	0,00	225	33,94
Mogi das Cruzes (Município) (353060)	6,29	0,00	0,13	0,46	0,00	0,00	1.010	26,05
Mogi Guaçu (Município) (353070)	9,03	0,00	2,19	0,07	0,00	0,00	485	35,34
Mogi Mirim (Município) (353080)	2,77	0,00	0,92	0,00	0,00	0,00	246	28,44
Mongaguá (Município) (353110)	3,24	0,00	1,94	0,00	0,00	0,00	148	31,97
Monte Alto (Município) (353130)	15,44	0,00	3,64	0,00	0,00	0,00	185	39,66
Monte Mor (Município) (353180)	2,86	0,00	0,41	0,00	0,00	0,00	204	41,68
Nova Odessa (Município) (353340)	0,20	0,00	1,17	0,00	0,00	0,00	232	45,28
Olímpia (Município) (353390)	9,60	0,00	2,20	0,00	0,00	0,00	128	25,59
Osasco (Município) (353440)	2,61	0,00	0,22	0,10	0,03	0,03	1.332	19,98
Ourinhos (Município) (353470)	3,40	0,00	0,39	0,00	0,00	0,00	340	33,00
Paulínia (Município) (353650)	3,41	0,00	0,49	0,37	0,12	0,00	233	28,36
Penápolis (Município) (353730)	14,87	0,00	5,30	0,00	0,00	0,00	423	72,30
Peruíbe (Município) (353760)	5,19	0,00	8,20	0,67	0,00	0,00	281	47,01
Piedade (Município) (353780)	12,47	0,00	0,00	0,00	0,00	0,00	280	53,70
Pindamonhangaba (Município) (353800)	3,13	0,00	0,14	0,00	0,00	0,00	548	37,28
Piracicaba (Município) (353870)	5,98	0,00	0,77	0,05	0,00	0,00	961	26,36
Pirapora do Bom Jesus (Município) (353910)	3,18	0,00	0,00	0,00	0,00	0,00	44	27,97
Pirassununga (Município) (353930)	6,99	0,00	1,14	0,00	0,00	0,00	243	34,67
Poá (Município) (353980)	3,49	0,00	0,19	0,57	0,00	0,00	384	36,22
Porto Feliz (Município) (354060)	21,68	0,00	0,20	0,00	0,00	0,00	382	78,13
Porto Ferreira (Município) (354070)	14,59	0,00	1,36	0,00	0,00	0,00	193	37,55
Praia Grande (Município) (354100)	0,53	0,00	6,41	0,11	0,00	0,04	395	15,07
Presidente Prudente (Município) (354140)	5,68	0,00	1,73	0,00	0,10	0,00	867	41,76
Registro (Município) (354260)	1,84	0,00	2,40	0,18	0,00	0,00	184	33,91
Ribeirão Pires (Município) (354330)	2,21	0,00	0,09	0,27	0,00	0,00	224	19,81
Ribeirão Preto (Município) (354340)	3,64	0,00	3,70	0,02	0,00	0,00	1.489	24,62
Rio Claro (Município) (354390)	1,72	0,00	0,11	0,05	0,00	0,00	283	15,19
Rio Grande da Serra (Município) (354410)	2,05	0,00	0,00	0,00	0,00	0,00	99	22,51
Salesópolis (Município) (354500)	3,20	0,00	0,00	0,00	0,00	0,00	37	23,66
Salto (Município) (354520)	3,70	0,00	0,19	0,19	0,00	0,00	506	47,95
Santa Bárbara d'Oeste (Município) (354580)	2,11	0,00	1,61	0,00	0,06	0,00	376	20,89
Santa Isabel (Município) (354680)	9,12	0,00	0,79	1,39	0,00	0,00	337	66,79
Santana de Parnaíba (Município) (354730)	1,84	0,00	0,28	0,00	0,00	0,00	249	22,88
Santo André (Município) (354780)	3,12	0,00	0,09	0,19	0,04	0,01	1.594	23,57
Santos (Município) (354850)	0,98	0,00	13,78	0,24	0,02	0,05	1.066	25,42
São Bernardo do Campo (Município) (354870)	0,52	0,00	0,17	0,22	0,01	0,00	1.955	25,54
São Caetano do Sul (Município) (354880)	3,75	0,00	0,47	0,27	0,00	0,00	650	43,55
São Carlos (Município) (354890)	2,12	0,00	0,23	0,00	0,00	0,00	771	34,74
São João da Boa Vista (Município) (354910)	7,29	0,00	0,24	0,00	0,24	0,00	303	36,23
São Joaquim da Barra (Município) (354940)	10,96	0,00	1,93	0,00	0,00	0,00	212	45,58
São José do Rio Pardo (Município) (354970)	16,18	0,00	0,58	0,00	0,00	0,00	351	67,63
São José do Rio Preto (Município) (354980)	3,85	0,00	8,03	0,00	0,17	0,00	2.372	58,10
São José dos Campos (Município) (354990)	2,83	0,00	0,56	0,10	0,10	0,00	1.521	24,15
São Lourenço da Serra (Município) (354995)	2,15	0,00	0,00	0,00	0,00	0,00	44	31,49
