Localidade	"Número de moradias permanentes
(habitações) (IBGE)"	"Número de moradias permanentes em áreas urbanas
(habitações) (IBGE)"	"Número de pessoas por moradia
(pessoas por moradia) (IBGE)"	"Número de pessoas por moradia (área urbana)
(pessoas por moradia) (IBGE)"	"PIB, em R$ milhões a preços de 2017
(R$ milhões a preços de 2019) (IBGE)"	"PIB per capita, em R$ a preços de 2017
(R$ por habitante a preços de 2019) (IBGE)"	"Área do município
(km²) (IBGE)"	"Densidade demográfica (pessoas por km²)
(Pessoas por km²) (IBGE)"
Barra (Município) (290270)	13.413	6.229	4,07	3,99	362,650	6.646,37	11.422,540	4,78
Barreiras (Município) (290320)	45.086	40.135	3,45	3,49	3.501,910	22.517,60	7.861,760	19,78
Bom Jesus da Lapa (Município) (290390)	19.161	13.011	3,66	3,66	865,460	12.347,84	4.115,510	17,03
Brumado (Município) (290460)	21.590	15.054	3,22	3,22	1.423,060	20.483,60	2.207,610	31,47
Caetité (Município) (290520)	14.919	9.013	3,53	3,50	660,970	12.543,12	2.651,540	19,87
Camaçari (Município) (290570)	86.406	81.442	3,38	3,42	22.763,940	77.938,94	784,660	372,23
Campo Formoso (Município) (290600)	21.027	8.053	3,48	3,39	754,440	10.318,07	7.161,830	10,21
Candeias (Município) (290650)	29.092	26.291	3,07	3,10	3.572,800	40.021,90	251,630	354,77
Casa Nova (Município) (290720)	19.928	11.128	3,65	3,78	621,240	8.533,73	9.647,070	7,55
Catu (Município) (290750)	17.692	14.646	3,17	3,20	535,830	9.562,13	433,190	129,36
Conceição do Coité (Município) (290840)	21.615	13.018	3,14	3,05	757,270	11.156,89	1.015,250	66,86
Cruz das Almas (Município) (290980)	20.103	17.036	3,21	3,23	946,630	14.664,56	139,120	464,01
Dias d'Ávila (Município) (291005)	23.245	21.532	3,42	3,47	3.470,820	43.712,55	184,230	430,99
Euclides da Cunha (Município) (291070)	18.526	9.237	3,33	3,25	639,620	10.380,41	1.992,640	30,92
Eunápolis (Município) (291072)	34.471	31.677	3,32	3,36	2.630,720	23.020,93	1.425,970	80,14
Feira de Santana (Município) (291080)	190.164	173.034	3,27	3,30	13.581,530	21.812,85	1.304,430	477,33
Guanambi (Município) (291170)	26.029	20.615	3,32	3,32	1.240,440	14.370,23	1.272,370	67,84
Ilhéus (Município) (291360)	65.493	54.319	2,72	2,77	4.020,870	22.562,52	1.584,690	112,46
Ipirá (Município) (291400)	19.940	10.224	3,14	3,00	720,960	11.499,19	3.105,280	20,19
Irecê (Município) (291460)	22.939	20.835	3,22	3,27	1.053,090	14.247,25	319,170	231,58
Itaberaba (Município) (291470)	20.728	16.158	3,21	3,24	839,470	12.606,11	2.386,390	27,90
Itabuna (Município) (291480)	73.553	70.701	3,00	3,04	4.005,350	18.174,26	401,030	549,55
Itamaraju (Município) (291560)	21.795	16.866	3,09	3,15	865,220	12.855,22	2.360,290	28,52
Itaparica (Município) (291610)	7.431	7.320	3,06	3,11	217,560	9.565,82	118,040	192,68
Itapetinga (Município) (291640)	22.510	21.456	3,42	3,48	1.052,730	13.692,94	1.651,150	46,56
Jacobina (Município) (291750)	29.040	20.452	2,87	2,88	1.316,100	15.773,97	2.192,910	38,05
Jaguaquara (Município) (291760)	16.547	12.689	3,37	3,35	572,550	10.269,81	924,740	60,29
Jequié (Município) (291800)	52.867	47.879	3,06	3,10	2.530,820	15.633,92	2.969,030	54,52
Juazeiro (Município) (291840)	64.212	51.701	3,43	3,46	3.559,860	16.162,61	6.721,200	32,77
Lauro de Freitas (Município) (291920)	57.781	56.923	3,37	3,42	6.333,450	32.539,12	57,660	3.375,43
Luís Eduardo Magalhães (Município) (291955)	20.791	18.869	3,93	3,95	4.155,520	50.844,46	3.940,540	20,74
Madre de Deus (Município) (291992)	6.043	5.782	3,42	3,47	472,200	22.823,77	32,200	642,50
Mata de São João (Município) (292100)	13.684	9.967	3,39	3,45	1.075,900	23.191,48	604,290	76,77
Paulo Afonso (Município) (292400)	36.469	31.074	3,29	3,33	2.350,730	19.600,85	1.545,190	77,61
Pojuca (Município) (292520)	11.199	9.522	3,39	3,42	830,410	21.856,81	308,700	123,07
Porto Seguro (Município) (292530)	44.988	37.237	3,28	3,25	2.644,600	17.936,28	2.287,090	64,47
Ribeira do Pombal (Município) (292660)	16.143	10.231	3,39	3,35	529,470	9.666,60	1.177,450	46,52
Salvador (Município) (292740)	1.059.861	1.059.823	2,77	2,77	63.393,080	21.576,27	692,820	4.240,78
Santo Amaro (Município) (292860)	19.957	15.259	3,10	3,14	783,390	12.668,86	489,320	126,37
Santo Antônio de Jesus (Município) (292870)	32.016	27.784	3,20	3,21	2.171,170	21.188,57	261,740	391,49
Santo Estêvão (Município) (292880)	15.361	8.982	3,48	3,44	763,520	14.278,54	360,330	148,40
São Francisco do Conde (Município) (292920)	11.074	8.950	3,59	3,67	12.231,870	307.410,61	269,610	147,58
São Sebastião do Passé (Município) (292950)	14.420	11.125	3,17	3,22	581,600	12.737,62	536,580	85,09
Senhor do Bonfim (Município) (293010)	25.762	19.844	3,14	3,15	825,310	10.218,15	789,360	102,32
Serrinha (Município) (293050)	25.426	16.245	3,25	3,13	851,530	10.306,49	583,310	141,64
Simões Filho (Município) (293070)	40.883	36.327	3,29	3,32	5.180,070	38.463,79	201,580	668,10
Teixeira de Freitas (Município) (293135)	48.133	44.201	3,32	3,38	2.344,690	14.671,46	1.165,620	137,11
Tucano (Município) (293190)	17.394	7.494	3,01	2,93	440,420	8.408,00	2.185,010	23,97
Valença (Município) (293290)	30.780	22.654	3,19	3,14	1.458,700	14.876,64	1.124,660	87,18
Vera Cruz (Município) (293320)	13.791	12.822	3,13	3,16	540,930	12.532,63	299,730	144,00
Vitória da Conquista (Município) (293330)	100.875	89.561	3,43	3,46	6.453,830	18.648,95	3.705,840	93,38
Alfenas (Município) (310160)	26.899	25.663	2,95	2,89	2.379,590	30.036,96	850,450	93,15
Araguari (Município) (310350)	41.143	38.811	2,84	2,81	3.991,140	34.149,94	2.729,510	42,82
Araxá (Município) (310400)	33.961	33.883	3,04	3,00	4.938,090	47.809,42	1.164,060	88,73
Baldim (Município) (310500)	2.953	1.906	2,73	2,71	105,990	13.148,49	556,270	14,49
Barão de Cocais (Município) (310540)	9.782	9.038	3,23	3,17	662,450	20.945,02	340,590	92,86
Barbacena (Município) (310560)	45.860	42.894	2,96	2,90	2.655,750	19.552,13	759,190	178,91
Belo Horizonte (Município) (310620)	898.879	898.879	2,80	2,80	91.612,810	36.449,02	331,400	7.584,32
Belo Vale (Município) (310640)	2.862	1.261	2,74	2,71	137,880	17.612,00	365,920	21,40
Betim (Município) (310670)	130.472	131.369	3,24	3,19	26.071,270	61.728,47	343,860	1.228,29
Bom Despacho (Município) (310740)	16.850	15.965	2,95	2,93	1.192,250	24.013,00	1.213,550	40,91
Bonfim (Município) (310810)	2.832	1.439	2,48	2,38	91,330	13.013,89	301,870	23,25
Brumadinho (Município) (310900)	12.259	10.429	3,13	3,10	1.675,160	43.654,53	639,430	60,01
Caeté (Município) (311000)	13.765	12.043	3,20	3,18	636,770	14.450,39	542,530	81,22
Campo Belo (Município) (311120)	19.886	19.002	2,73	2,69	970,190	17.876,38	528,230	102,74
Capim Branco (Município) (311250)	3.066	2.812	3,13	3,11	82,510	8.587,05	95,330	100,79
Caratinga (Município) (311340)	30.915	26.232	2,95	2,88	1.583,330	17.334,12	1.258,480	72,58
Cataguases (Município) (311530)	26.655	25.932	2,80	2,75	1.538,000	20.614,11	491,770	151,72
Confins (Município) (311787)	1.968	1.997	3,33	3,28	1.043,760	159.475,05	42,360	154,53
Congonhas (Município) (311800)	16.293	16.084	3,27	3,23	1.406,260	26.360,22	304,070	175,45
Conselheiro Lafaiete (Município) (311830)	40.730	39.558	3,10	3,05	2.071,910	16.389,09	370,250	341,45
Contagem (Município) (311860)	214.243	216.583	3,05	3,01	27.454,120	41.991,62	195,050	3.352,05
Coronel Fabriciano (Município) (311940)	36.642	36.730	3,00	2,95	1.677,480	15.269,69	221,250	496,52
Curvelo (Município) (312090)	26.298	24.045	3,02	3,00	1.402,560	17.664,29	3.296,200	24,09
Divinópolis (Município) (312230)	77.240	76.244	3,02	2,98	5.844,230	25.088,44	708,120	328,96
Esmeraldas (Município) (312410)	20.326	19.093	3,35	3,33	685,110	10.055,46	909,680	74,90
Florestal (Município) (312600)	2.354	1.993	3,09	3,05	109,160	14.997,94	194,240	37,47
Formiga (Município) (312610)	24.685	22.711	2,76	2,74	1.539,540	22.562,06	1.501,920	45,43
Fortuna de Minas (Município) (312640)	951	661	3,06	3,04	35,580	12.215,90	198,710	14,66
Frutal (Município) (312710)	20.894	18.364	2,79	2,74	1.684,580	28.897,50	2.426,970	24,02
Funilândia (Município) (312720)	1.367	693	3,10	3,22	51,730	12.208,76	199,800	21,21
Governador Valadares (Município) (312770)	94.724	92.623	2,95	2,90	5.869,990	20.989,36	2.342,330	119,40
Guaxupé (Município) (312870)	18.103	17.354	2,88	2,82	1.918,620	36.820,01	286,400	181,94
Ibirité (Município) (312980)	53.584	54.224	3,28	3,23	2.069,750	11.778,62	72,570	2.421,30
Igarapé (Município) (313010)	12.056	11.365	3,36	3,34	698,450	17.259,36	110,940	364,77
Inhaúma (Município) (313100)	1.916	1.390	3,24	3,26	98,970	15.963,00	245,000	25,31
Ipatinga (Município) (313130)	84.477	84.863	3,07	3,02	8.788,810	33.891,24	164,880	1.572,77
Itabira (Município) (313170)	36.746	34.630	3,22	3,19	3.862,180	32.597,45	1.253,700	94,50
Itabirito (Município) (313190)	15.344	14.884	3,28	3,24	2.888,950	57.428,73	542,610	92,71
Itaguara (Município) (313220)	4.624	3.523	2,87	2,90	243,240	18.353,82	410,470	32,29
Itajubá (Município) (313240)	32.360	30.093	2,98	2,93	2.740,020	28.387,20	294,840	327,38
Itatiaiuçu (Município) (313370)	3.564	2.212	3,05	3,08	800,740	73.583,68	295,150	36,87
Itaúna (Município) (313380)	30.925	29.433	2,98	2,95	2.715,460	29.486,73	495,770	185,75
Ituiutaba (Município) (313420)	37.567	36.334	2,77	2,74	2.972,710	28.598,89	2.598,050	40,01
Jaboticatubas (Município) (313460)	6.262	3.947	3,08	3,07	206,680	10.705,92	1.114,970	17,31
Janaúba (Município) (313510)	21.343	19.630	3,34	3,29	1.062,440	14.905,38	2.181,320	32,68
Januária (Município) (313520)	20.184	13.290	3,39	3,25	659,780	9.643,09	6.661,590	10,27
João Monlevade (Município) (313620)	25.681	25.937	3,08	3,04	2.402,790	30.376,56	99,160	797,72
Nova União (Município) (313660)	1.947	1.011	2,97	2,96	70,340	12.143,93	172,130	33,65
Juatuba (Município) (313665)	7.903	7.862	3,23	3,19	1.126,960	44.211,69	97,170	262,32
Juiz de Fora (Município) (313670)	197.607	198.240	2,83	2,79	15.053,190	26.898,18	1.435,750	389,79
Lagoa da Prata (Município) (313720)	16.251	16.050	3,12	3,09	1.427,540	28.148,81	439,980	115,26
Lagoa Santa (Município) (313760)	18.234	17.176	3,33	3,30	2.037,210	33.513,86	229,410	264,97
Lavras (Município) (313820)	33.592	32.503	3,01	2,97	2.356,330	23.282,07	564,740	179,21
Leopoldina (Município) (313840)	19.118	17.404	2,79	2,74	1.016,860	19.095,17	943,080	56,47
Manhuaçu (Município) (313940)	28.042	23.530	3,13	3,04	2.152,300	24.531,87	628,320	139,63
Mariana (Município) (314000)	18.387	16.543	3,23	3,15	2.310,660	38.937,29	1.194,210	49,69
Mário Campos (Município) (314015)	4.483	4.266	3,30	3,28	160,240	10.818,91	35,200	420,81
Mateus Leme (Município) (314070)	9.920	8.858	3,07	3,04	591,090	19.429,17	301,380	100,94
Matozinhos (Município) (314110)	11.437	10.549	3,24	3,19	970,700	26.206,83	252,280	146,82
Moeda (Município) (314230)	1.718	708	2,88	2,66	57,680	11.676,41	155,110	31,85
Montes Claros (Município) (314330)	120.643	115.944	3,30	3,27	9.089,330	22.821,00	3.568,940	111,60
Muriaé (Município) (314390)	38.015	35.737	2,84	2,79	2.111,470	19.565,91	841,690	128,21
Nova Lima (Município) (314480)	28.043	27.838	3,25	3,20	8.133,760	89.314,22	429,000	212,28
Nova Serrana (Município) (314520)	25.476	24.345	3,62	3,59	2.178,610	23.595,41	282,470	326,87
Ouro Preto (Município) (314610)	23.594	20.884	3,15	3,10	3.156,670	42.453,47	1.245,870	59,68
Paracatu (Município) (314700)	27.650	24.216	3,32	3,30	3.438,120	37.483,35	8.229,600	11,15
Pará de Minas (Município) (314710)	29.526	28.430	3,11	3,06	2.579,880	28.051,67	551,250	166,84
Passos (Município) (314790)	38.549	37.139	2,95	2,91	2.383,700	20.945,14	1.338,070	85,05
Patos de Minas (Município) (314800)	52.915	49.190	2,83	2,81	4.347,860	29.013,60	3.190,190	46,97
Patrocínio (Município) (314810)	29.435	26.223	3,03	3,01	2.638,320	29.533,56	2.874,340	31,08
Pedro Leopoldo (Município) (314930)	20.314	17.587	3,12	3,07	1.479,130	23.327,89	292,950	216,44
Pirapora (Município) (315120)	17.552	17.479	3,22	3,17	1.743,590	30.874,23	549,510	102,77
Poços de Caldas (Município) (315180)	58.484	58.036	2,82	2,77	6.346,220	38.482,49	546,670	301,67
Ponte Nova (Município) (315210)	20.468	18.816	2,94	2,85	1.538,840	25.567,26	470,640	127,88
Pouso Alegre (Município) (315250)	46.838	43.562	3,11	3,06	7.073,820	48.605,64	542,800	268,12
Prudente de Morais (Município) (315360)	3.128	3.038	3,35	3,32	137,510	13.114,95	124,190	84,43
Raposos (Município) (315390)	5.069	4.871	3,22	3,18	192,250	11.785,77	72,230	225,84
Ribeirão das Neves (Município) (315460)	98.656	99.318	3,30	3,26	3.751,390	11.512,78	155,450	2.096,09
Rio Acima (Município) (315480)	3.047	2.685	3,29	3,26	141,040	14.067,64	229,810	43,63
Rio Manso (Município) (315530)	1.965	1.043	2,92	2,93	84,540	14.753,59	231,540	24,75
Sabará (Município) (315670)	42.250	41.705	3,20	3,16	2.406,970	17.803,55	302,420	447,05
Santa Bárbara (Município) (315720)	9.273	8.342	3,28	3,25	745,310	24.487,75	684,060	44,49
Santa Luzia (Município) (315780)	67.579	68.380	3,22	3,17	3.423,620	15.732,85	235,080	925,70
São Francisco (Município) (316110)	15.667	10.364	3,61	3,47	498,470	8.803,93	3.308,100	17,12
São João del Rei (Município) (316250)	31.645	30.488	2,84	2,79	1.896,930	21.116,46	1.452,000	61,87
São Joaquim de Bicas (Município) (316292)	7.883	6.292	3,76	3,43	588,950	19.847,29	71,760	413,53
São José da Lapa (Município) (316295)	6.550	3.856	3,45	3,37	477,720	21.145,61	47,930	471,35
São José da Varginha (Município) (316310)	1.513	886	3,15	3,04	89,250	18.711,00	205,500	23,21
São Sebastião do Paraíso (Município) (316470)	24.021	22.595	2,92	2,86	1.687,980	24.091,33	814,930	85,98
Sarzedo (Município) (316553)	8.507	8.538	3,58	3,53	822,450	26.985,03	62,130	490,52
Sete Lagoas (Município) (316720)	73.187	72.404	3,20	3,16	7.532,800	32.161,07	536,640	436,46
Taquaraçu de Minas (Município) (316830)	1.347	648	3,01	2,89	49,670	12.255,70	329,290	12,31
Teófilo Otoni (Município) (316860)	46.875	39.235	3,02	2,95	2.429,070	17.166,35	3.242,270	43,64
Timóteo (Município) (316870)	28.416	28.779	3,11	3,06	2.729,060	30.922,40	144,380	611,26
Três Corações (Município) (316930)	24.981	23.251	3,14	3,05	2.291,110	29.195,74	828,040	94,77
Três Pontas (Município) (316940)	18.593	16.318	3,06	3,00	1.318,040	23.172,76	689,790	82,46
Ubá (Município) (316990)	37.276	36.431	3,01	2,96	2.557,880	22.800,37	407,450	275,34
Uberaba (Município) (317010)	112.304	111.259	2,90	2,86	13.953,220	42.896,16	4.523,960	71,90
Uberlândia (Município) (317020)	227.195	224.509	2,95	2,90	33.737,530	50.379,19	4.115,210	162,73
Unaí (Município) (317040)	28.179	23.011	2,96	2,91	3.253,130	38.983,93	8.448,080	9,88
Varginha (Município) (317070)	43.502	42.777	3,07	3,02	4.656,560	34.910,94	395,400	337,34
Vespasiano (Município) (317120)	34.528	35.022	3,49	3,44	2.922,360	24.249,93	71,080	1.695,41
Viçosa (Município) (317130)	26.336	25.010	2,96	2,90	1.562,750	20.070,50	299,420	260,05
Aracruz (Município) (320060)	28.478	25.556	3,40	3,31	4.777,350	49.380,34	1.423,870	67,95
Cachoeiro de Itapemirim (Município) (320120)	71.053	66.675	2,96	2,88	4.998,330	23.764,81	864,580	243,27
Cariacica (Município) (320130)	128.850	127.291	2,99	2,93	7.669,840	19.941,30	279,720	1.375,03
Colatina (Município) (320150)	43.205	38.889	2,86	2,80	3.361,590	27.197,79	1.416,800	87,24
Fundão (Município) (320220)	6.389	5.514	3,19	3,12	381,180	18.707,32	288,720	70,57
Guarapari (Município) (320240)	39.941	38.849	3,04	2,99	2.156,450	17.747,69	591,820	205,31
Linhares (Município) (320320)	50.283	44.283	3,31	3,23	5.469,750	32.853,13	3.496,560	47,62
São Mateus (Município) (320490)	39.292	31.390	3,22	3,12	2.094,210	16.563,30	2.345,730	53,90
Serra (Município) (320500)	149.260	151.351	3,31	3,24	18.998,060	38.449,14	547,640	902,26
Viana (Município) (320510)	22.830	21.711	3,31	3,20	2.157,940	28.524,54	312,280	242,26
Vila Velha (Município) (320520)	160.484	162.960	2,99	2,93	11.451,200	23.873,38	209,970	2.284,50
Vitória (Município) (320530)	130.815	130.815	2,75	2,75	22.511,300	62.608,77	96,540	3.724,57
Angra dos Reis (Município) (330010)	62.510	60.405	3,06	3,05	9.632,080	50.297,04	825,080	232,10
Araruama (Município) (330020)	41.863	40.111	2,98	2,96	2.566,460	20.541,54	638,480	195,68
Barra do Piraí (Município) (330030)	35.919	34.929	2,70	2,70	2.056,780	21.170,73	584,610	166,18
Barra Mansa (Município) (330040)	65.992	65.465	2,73	2,73	4.967,050	27.575,43	547,130	329,22
Belford Roxo (Município) (330045)	169.970	170.136	2,91	2,90	8.230,260	16.655,68	78,990	6.256,14
Cabo Frio (Município) (330070)	69.438	53.110	3,06	3,02	7.469,500	35.185,52	413,650	513,22
Cachoeiras de Macacu (Município) (330080)	20.824	18.115	2,72	2,70	1.080,150	19.082,82	954,750	59,29
Campos dos Goytacazes (Município) (330100)	166.353	150.376	2,93	2,93	17.902,670	36.747,08	4.032,440	120,82
Duque de Caxias (Município) (330170)	314.396	313.631	2,82	2,82	43.050,630	48.539,64	467,270	1.898,08
Guapimirim (Município) (330185)	18.372	17.784	3,11	3,10	920,470	16.118,88	358,350	159,35
Itaboraí (Município) (330190)	81.059	80.200	2,85	2,84	4.508,690	19.536,22	430,590	535,98
Itaguaí (Município) (330200)	39.586	37.845	3,05	3,05	8.147,520	67.415,67	273,370	442,10
Itaperuna (Município) (330220)	37.246	34.375	2,67	2,67	2.611,370	26.243,89	1.106,170	89,95
Japeri (Município) (330227)	33.149	33.180	3,03	3,03	1.340,120	13.326,29	81,700	1.230,91
Macaé (Município) (330240)	78.123	76.654	3,07	3,07	18.210,280	76.043,77	1.215,290	197,05
Magé (Município) (330250)	82.179	77.980	2,88	2,87	3.818,890	16.159,90	393,910	599,93
Maricá (Município) (330270)	49.971	49.293	3,00	2,99	6.067,020	40.480,25	362,000	414,03
Mesquita (Município) (330285)	61.944	62.005	2,76	2,76	2.370,220	13.859,33	41,490	4.121,96
Nilópolis (Município) (330320)	58.936	58.994	2,69	2,68	2.633,710	16.635,45	19,390	8.163,72
Niterói (Município) (330330)	197.519	197.712	2,52	2,52	23.856,610	47.916,09	134,070	3.713,49
Nova Friburgo (Município) (330340)	74.180	65.352	2,50	2,48	4.977,100	26.888,44	935,430	197,88
Nova Iguaçu (Município) (330350)	289.607	286.825	2,75	2,75	16.653,140	20.883,38	520,810	1.531,15
Paracambi (Município) (330360)	18.047	15.614	2,77	2,84	994,610	19.863,93	190,950	262,22
Petrópolis (Município) (330390)	112.386	107.164	2,65	2,64	13.155,550	44.122,76	791,140	376,87
Queimados (Município) (330414)	49.265	49.313	2,93	2,93	4.838,210	33.476,65	75,700	1.909,16
Resende (Município) (330420)	45.222	42.529	2,79	2,78	6.562,800	52.051,00	1.099,340	114,69
Rio Bonito (Município) (330430)	20.048	15.357	2,89	2,80	1.599,440	27.594,22	459,460	126,16
Rio das Ostras (Município) (330452)	40.517	38.503	3,37	3,35	5.066,730	37.084,69	228,110	598,94
Rio de Janeiro (Município) (330455)	2.437.508	2.437.508	2,67	2,67	340.387,110	52.376,62	1.200,180	5.414,90
São Gonçalo (Município) (330490)	380.351	380.424	2,74	2,74	17.518,360	16.779,10	248,320	4.204,50
São João de Meriti (Município) (330510)	172.032	172.200	2,68	2,67	9.747,940	21.166,28	35,220	13.077,61
São Pedro da Aldeia (Município) (330520)	32.396	30.425	3,04	3,03	2.110,910	21.437,06	332,920	295,77
Saquarema (Município) (330550)	26.996	25.658	3,10	3,10	2.267,880	27.079,13	352,800	237,39
Seropédica (Município) (330555)	28.337	23.531	2,95	2,92	2.294,630	27.425,72	283,630	294,98
Tanguá (Município) (330575)	11.273	10.049	2,90	2,90	582,190	17.802,48	142,530	229,45
Teresópolis (Município) (330580)	62.759	56.460	2,78	2,76	5.429,690	31.100,21	773,340	225,76
Três Rios (Município) (330600)	28.147	27.397	2,81	2,81	3.770,370	47.587,66	322,840	245,41
Valença (Município) (330610)	27.049	23.546	2,74	2,72	2.083,870	28.161,60	1.300,770	56,89
Volta Redonda (Município) (330630)	98.376	98.429	2,68	2,68	10.815,520	41.020,85	182,110	1.447,84
Americana (Município) (350160)	80.049	79.736	2,89	2,89	10.815,010	46.692,72	133,910	1.729,65
Amparo (Município) (350190)	24.301	19.509	2,91	2,85	4.225,270	59.727,92	445,320	158,86
Andradina (Município) (350210)	21.409	19.975	2,68	2,68	2.282,100	39.827,30	964,230	59,43
Araçatuba (Município) (350280)	71.773	70.437	2,70	2,70	6.849,660	35.338,88	1.167,130	166,07
Araraquara (Município) (350320)	81.312	79.276	2,81	2,80	9.340,760	40.849,30	1.003,630	227,84
Araras (Município) (350330)	42.972	40.779	3,03	3,02	5.197,070	39.946,15	644,830	201,76
Artur Nogueira (Município) (350380)	15.940	14.409	3,21	3,21	1.082,260	21.168,55	178,030	287,18
Arujá (Município) (350390)	25.347	24.375	3,36	3,36	5.005,150	58.746,57	96,170	885,95
Assis (Município) (350400)	36.941	35.898	2,77	2,72	3.177,410	31.069,42	460,610	222,03
Atibaia (Município) (350410)	45.379	41.552	3,05	3,03	5.786,560	41.795,62	478,520	289,33
Avaré (Município) (350450)	31.039	29.727	2,87	2,86	2.638,930	29.671,60	1.213,060	73,32
Barretos (Município) (350550)	42.784	41.424	2,80	2,81	4.406,030	36.732,83	1.566,160	76,59
Barueri (Município) (350570)	84.867	84.887	3,12	3,12	48.775,040	184.101,91	65,700	4.032,43
Batatais (Município) (350590)	20.983	18.658	2,91	2,89	1.569,120	25.706,43	849,530	71,85
Bauru (Município) (350600)	129.947	129.060	2,84	2,81	13.750,090	37.226,00	667,680	553,21
Bebedouro (Município) (350610)	28.074	26.809	2,77	2,76	3.372,860	43.411,56	683,190	113,72
Bertioga (Município) (350635)	17.276	17.005	3,35	3,35	1.540,990	26.595,34	491,550	117,88
Birigui (Município) (350650)	42.146	41.013	2,84	2,83	3.154,250	26.387,44	530,030	225,53
Biritiba-Mirim (Município) (350660)	9.935	8.524	3,17	3,17	788,480	25.047,73	317,410	99,18
Boituva (Município) (350700)	17.426	16.450	3,26	3,25	2.544,920	44.781,31	248,950	228,28
Botucatu (Município) (350750)	48.595	46.946	2,90	2,89	4.309,180	30.554,61	1.482,640	95,12
Bragança Paulista (Município) (350760)	52.953	51.407	3,07	3,06	5.508,880	33.914,38	512,580	316,89
Caçapava (Município) (350850)	29.362	25.247	3,13	3,11	3.886,710	42.300,66	368,990	249,01
Caieiras (Município) (350900)	30.043	29.364	3,23	3,22	3.167,400	32.648,22	97,640	993,59
Cajamar (Município) (350920)	22.777	22.340	3,20	3,20	13.872,150	190.355,42	131,390	554,66
Campinas (Município) (350950)	411.960	405.849	2,85	2,84	59.879,760	51.032,29	794,570	1.476,73
Campo Limpo Paulista (Município) (350960)	26.040	26.046	3,14	3,14	1.828,420	22.381,62	79,400	1.028,84
Campos do Jordão (Município) (350970)	16.925	16.832	3,02	3,02	1.200,340	23.463,82	290,520	176,09
Capivari (Município) (351040)	16.571	15.805	3,24	3,21	1.780,280	33.133,24	322,880	166,41
Caraguatatuba (Município) (351050)	37.840	36.376	3,04	3,03	2.733,390	23.753,90	484,950	237,29
Carapicuíba (Município) (351060)	128.436	128.466	3,07	3,07	5.413,500	13.723,65	34,550	11.418,54
Catanduva (Município) (351110)	44.169	43.855	2,72	2,72	4.024,830	33.514,51	290,600	413,26
Cosmópolis (Município) (351280)	21.095	19.661	3,22	3,21	1.639,710	24.127,52	154,670	439,40
Cotia (Município) (351300)	69.835	69.852	3,35	3,35	11.344,270	48.542,83	323,990	721,30
Cruzeiro (Município) (351340)	27.349	26.657	2,98	2,98	2.119,630	26.037,72	305,700	266,29
Cubatão (Município) (351350)	43.133	43.144	2,96	2,96	13.784,410	107.785,84	142,880	895,07
Diadema (Município) (351380)	138.723	138.757	2,99	2,99	13.907,500	33.497,53	30,730	13.509,70
Embu das Artes (Município) (351500)	80.677	80.695	3,28	3,28	9.894,930	37.417,30	70,400	3.756,47
Embu-Guaçu (Município) (351510)	21.428	20.836	3,16	3,17	1.046,450	15.437,07	155,640	435,54
Fernandópolis (Município) (351550)	25.830	25.033	2,65	2,65	1.847,830	27.015,49	549,800	124,41
Ferraz de Vasconcelos (Município) (351570)	57.221	54.823	3,26	3,25	2.904,560	15.548,39	29,560	6.318,77
Franca (Município) (351620)	115.637	113.692	2,98	2,98	9.227,260	26.768,64	605,680	569,12
Francisco Morato (Município) (351630)	51.968	51.884	3,27	3,27	1.420,110	8.356,44	49,000	3.468,13
Franco da Rocha (Município) (351640)	42.878	41.937	3,44	3,24	2.959,260	20.042,40	132,780	1.112,03
Guararema (Município) (351830)	9.181	7.863	3,12	3,14	985,590	34.384,08	270,820	105,84
Guaratinguetá (Município) (351840)	40.424	38.533	2,96	2,96	4.965,970	41.468,45	752,640	159,11
Guarujá (Município) (351870)	100.528	100.537	3,12	3,12	8.343,180	26.619,71	144,790	2.164,60
Guarulhos (Município) (351880)	426.395	426.499	3,14	3,14	55.026,770	41.154,22	318,680	4.195,77
Hortolândia (Município) (351907)	65.510	65.526	3,34	3,34	11.654,780	53.208,71	62,420	3.509,34
Ibitinga (Município) (351960)	19.895	19.057	2,92	2,93	1.436,970	24.695,29	689,390	84,40
Ibiúna (Município) (351970)	25.343	8.852	3,04	3,05	1.667,670	21.656,69	1.058,080	72,78
Indaiatuba (Município) (352050)	72.506	71.858	3,25	3,24	12.729,140	54.082,08	311,550	755,48
Itanhaém (Município) (352210)	33.443	33.128	2,91	2,91	1.666,800	17.106,04	601,710	161,94
Itapecerica da Serra (Município) (352220)	50.603	50.138	3,34	3,34	3.257,850	19.265,50	150,740	1.121,80
Itapetininga (Município) (352230)	50.084	46.437	3,17	3,10	4.339,680	27.369,14	1.789,350	88,61
Itapeva (Município) (352240)	31.482	26.735	2,96	2,94	2.536,800	27.234,94	1.826,260	51,00
Itapevi (Município) (352250)	68.094	68.112	3,33	3,33	11.682,570	51.581,42	82,660	2.740,06
Itapira (Município) (352260)	25.058	23.360	2,93	2,92	3.422,910	46.627,28	518,420	141,60
Itaquaquecetuba (Município) (352310)	106.046	106.073	3,36	3,36	6.758,070	18.942,15	82,620	4.318,15
Itararé (Município) (352320)	17.921	16.528	2,80	2,81	918,870	18.288,57	1.003,860	50,05
Itatiba (Município) (352340)	36.846	31.240	3,12	3,11	5.582,990	48.584,95	322,280	356,56
