Localidade	"Extensão da rede de distribuição de água, em km
(km) (SNIS)"	"Extensão da rede de distribuição de esgoto, em km
(km) (SNIS)"	"Investimentos realizados pelo prestador de serviços, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo município, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo governo estadual, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos totais em saneamento
(R$ a preços de 2019) (ITB)"	"Investimentos per capita em saneamento
(R$ a preços de 2019) (ITB)"
Itaparica (Município) (291610)	136,98	89,64	2.609.057,07	0,00	0,00	2.609.057,07	116,08
Itapetinga (Município) (291640)	178,90	136,50	133.481,36	0,00	0,00	133.481,36	1,77
Jacobina (Município) (291750)	307,07	9,80	17.183.819,86	0,00	0,00	17.183.819,86	203,17
Jaguaquara (Município) (291760)	121,80	88,22	1.840.391,23	0,00	0,00	1.840.391,23	33,38
Jequié (Município) (291800)	484,48	453,79	4.663.429,96	0,00	0,00	4.663.429,96	28,94
Juazeiro (Município) (291840)	407,00	213,00	3.210.689,76	0,00	0,00	3.210.689,76	14,82
Lauro de Freitas (Município) (291920)	400,82	459,62	8.392.719,33	0,00	0,00	8.392.719,33	44,64
Luís Eduardo Magalhães (Município) (291955)	265,29	63,77	275.124,76	0,00	0,00	275.124,76	3,60
Madre de Deus (Município) (291992)	40,39	42,52	1.910.722,33	0,00	0,00	1.910.722,33	95,61
Mata de São João (Município) (292100)	186,28	67,37	2.371.681,17	0,00	0,00	2.371.681,17	52,48
Paulo Afonso (Município) (292400)	270,03	144,50	8.359.163,69	0,00	0,00	8.359.163,69	70,65
Pojuca (Município) (292520)	95,97	85,00	167.546,11	363.582,04	0,00	531.128,15	14,33
Porto Seguro (Município) (292530)	356,93	180,00	1.373.767,12	0,00	0,00	1.373.767,12	9,59
Ribeira do Pombal (Município) (292660)	136,70	0,00	479.179,02	0,00	0,00	479.179,02	9,39
Salvador (Município) (292740)	5.352,53	3.517,63	190.705.883,67	0,00	0,00	190.705.883,67	65,69
Santo Amaro (Município) (292860)	145,79	54,64	460.228,49	0,00	0,00	460.228,49	7,48
Santo Antônio de Jesus (Município) (292870)	239,48	42,73	6.311.086,70	0,00	0,00	6.311.086,70	62,77
Santo Estêvão (Município) (292880)	96,03	0,80	18.004.829,41	0,00	0,00	18.004.829,41	341,62
São Francisco do Conde (Município) (292920)	79,53	40,61	1.832.529,64	0,00	0,00	1.832.529,64	47,18
São Sebastião do Passé (Município) (292950)	118,49	1,18	145.716,69	0,00	0,00	145.716,69	3,22
Senhor do Bonfim (Município) (293010)	218,79	90,20	8.055.149,29	98.933,89	0,00	8.154.083,18	100,90
Serrinha (Município) (293050)	206,59	19,00	1.716.630,74	0,00	0,00	1.716.630,74	20,75
Simões Filho (Município) (293070)	188,30	204,93	1.119.012,13	0,00	0,00	1.119.012,13	8,50
Teixeira de Freitas (Município) (293135)	430,29	25,48	7.493.784,05	0,00	0,00	7.493.784,05	48,14
Tucano (Município) (293190)	81,55	24,50	744.659,48	0,00	0,00	744.659,48	13,27
Valença (Município) (293290)	158,59	102,12	562.621,59	0,00	0,00	562.621,59	5,83
Vera Cruz (Município) (293320)	392,50	20,93	25.902.798,47	0,00	0,00	25.902.798,47	615,22
Vitória da Conquista (Município) (293330)	1.143,69	665,05	45.054.346,93	0,00	0,00	45.054.346,93	132,44
Alfenas (Município) (310160)	311,05	243,99	1.209.060,75	0,00	0,00	1.209.060,75	15,47
Araguari (Município) (310350)	401,36	411,92	0,00	0,00	0,00	0,00	0,00
Araxá (Município) (310400)	235,75	317,16	1.587.120,54	0,00	0,00	1.587.120,54	15,69
Baldim (Município) (310500)	29,33	32,60	11.884,96	0,00	0,00	11.884,96	1,47
Barão de Cocais (Município) (310540)	97,27	198,00	147.704,58	533.452,84	0,00	681.157,42	22,05
Barbacena (Município) (310560)	272,53	247,72	6.228.513,52	0,00	0,00	6.228.513,52	46,49
Belo Horizonte (Município) (310620)	6.775,99	4.186,36	161.335.085,46	0,00	0,00	161.335.085,46	64,76
Belo Vale (Município) (310640)	30,45	0,00	77.818,27	0,00	0,00	77.818,27	9,97
Betim (Município) (310670)	1.426,68	838,67	8.035.370,36	0,00	0,00	8.035.370,36	19,50
Bom Despacho (Município) (310740)	270,63	192,29	1.195.768,76	0,00	0,00	1.195.768,76	24,50
Bonfim (Município) (310810)	33,60	26,93	16.578,21	0,00	0,00	16.578,21	2,36
Brumadinho (Município) (310900)	55,69	86,19	108.487,72	0,00	0,00	108.487,72	2,91
Caeté (Município) (311000)	252,20	205,00	324.557,34	2.525.318,50	0,00	2.849.875,84	65,67
Campo Belo (Município) (311120)	247,80	212,90	2.040.491,89	0,00	0,00	2.040.491,89	37,88
Capim Branco (Município) (311250)	62,74	10,30	26.823,57	0,00	0,00	26.823,57	2,84
Caratinga (Município) (311340)	197,67	107,26	30.971.243,47	0,00	0,00	30.971.243,47	343,39
Cataguases (Município) (311530)	207,67	72,00	27.052.914,33	0,00	0,00	27.052.914,33	367,01
Confins (Município) (311787)	70,17	0,00	39.770,63	0,00	0,00	39.770,63	6,21
Congonhas (Município) (311800)	282,54	111,64	12.186.953,19	0,00	0,00	12.186.953,19	233,11
Conselheiro Lafaiete (Município) (311830)	442,44	357,91	4.358.708,35	0,00	0,00	4.358.708,35	35,05
Contagem (Município) (311860)	1.958,59	1.054,93	60.335.788,90	0,00	0,00	60.335.788,90	93,77
Coronel Fabriciano (Município) (311940)	308,44	121,56	725.237,15	0,00	0,00	725.237,15	6,66
Curvelo (Município) (312090)	311,25	180,07	587.523,86	0,00	0,00	587.523,86	7,50
Divinópolis (Município) (312230)	981,50	743,28	3.296.012,62	0,00	0,00	3.296.012,62	14,42
Esmeraldas (Município) (312410)	107,37	17,99	2.511.541,90	0,00	0,00	2.511.541,90	37,92
Florestal (Município) (312600)	24,07	30,00	16.026,76	0,00	0,00	16.026,76	2,25
Formiga (Município) (312610)	500,00	500,00	1.054.394,68	0,00	0,00	1.054.394,68	15,54
Fortuna de Minas (Município) (312640)	39,00	60,00	0,00	0,00	0,00	0,00	0,00
Frutal (Município) (312710)	164,46	140,81	228.883,32	0,00	0,00	228.883,32	4,00
Funilândia (Município) (312720)	43,80	12,91	211.714,26	0,00	0,00	211.714,26	50,98
Governador Valadares (Município) (312770)	720,20	701,07	57.730.588,17	0,00	0,00	57.730.588,17	208,42
Guaxupé (Município) (312870)	213,60	215,91	516.919,78	0,00	0,00	516.919,78	10,00
Ibirité (Município) (312980)	278,50	222,10	109.405.236,41	0,00	0,00	109.405.236,41	636,33
Igarapé (Município) (313010)	113,61	74,40	1.594.103,27	0,00	0,00	1.594.103,27	40,83
Inhaúma (Município) (313100)	56,00	10,00	0,00	4.545,57	0,00	4.545,57	0,74
Ipatinga (Município) (313130)	690,40	338,58	886.136,20	0,00	0,00	886.136,20	3,47
Itabira (Município) (313170)	374,00	231,30	4.682.526,09	0,00	0,00	4.682.526,09	40,11
Itabirito (Município) (313190)	269,00	239,00	5.955.530,76	0,00	0,00	5.955.530,76	121,04
Itaguara (Município) (313220)	71,22	83,00	367.338,26	3.469.128,37	0,00	3.836.466,62	293,15
Itajubá (Município) (313240)	722,54	325,13	396.979,42	0,00	0,00	396.979,42	4,16
Itatiaiuçu (Município) (313370)	55,49	0,00	20.378,87	0,00	0,00	20.378,87	1,91
Itaúna (Município) (313380)	790,00	361,94	10.559.328,99	0,00	0,00	10.559.328,99	116,31
Ituiutaba (Município) (313420)	505,95	492,22	4.779.985,64	0,00	0,00	4.779.985,64	46,55
Jaboticatubas (Município) (313460)	50,59	103,00	462.937,17	248.743,87	0,00	711.681,04	37,89
Janaúba (Município) (313510)	389,92	92,61	149.372,90	0,00	0,00	149.372,90	2,12
Januária (Município) (313520)	170,62	62,77	94.079,89	0,00	0,00	94.079,89	1,38
João Monlevade (Município) (313620)	397,00	302,50	205.852,74	0,00	0,00	205.852,74	2,64
Nova União (Município) (313660)	32,85	0,00	7.883,02	0,00	0,00	7.883,02	1,37
Juatuba (Município) (313665)	273,39	43,48	3.240.089,11	0,00	0,00	3.240.089,11	131,38
Juiz de Fora (Município) (313670)	1.840,43	1.340,79	49.202.780,79	38.213.330,40	0,00	87.416.111,19	158,73
Lagoa da Prata (Município) (313720)	255,99	251,34	1.159.286,60	0,00	0,00	1.159.286,60	23,35
Lagoa Santa (Município) (313760)	363,61	174,01	572.399,16	0,00	0,00	572.399,16	9,75
Lavras (Município) (313820)	434,17	321,28	396.860,41	0,00	0,00	396.860,41	4,00
Leopoldina (Município) (313840)	148,14	0,00	97.307,18	0,00	0,00	97.307,18	1,83
Manhuaçu (Município) (313940)	212,00	217,00	600.865,60	0,00	0,00	600.865,60	6,99
Mariana (Município) (314000)	223,43	170,80	828.477,29	3.744.521,20	0,00	4.572.998,49	78,53
Mário Campos (Município) (314015)	35,96	20,00	32.118,57	0,00	0,00	32.118,57	2,23
Mateus Leme (Município) (314070)	153,59	60,09	33.045.842,42	0,00	0,00	33.045.842,42	1.106,21
Matozinhos (Município) (314110)	160,84	111,00	126.307,18	0,00	0,00	126.307,18	3,47
Moeda (Município) (314230)	16,52	0,00	5.955,75	0,00	0,00	5.955,75	1,21
Montes Claros (Município) (314330)	1.773,07	1.243,02	27.385.599,56	0,00	0,00	27.385.599,56	70,18
Muriaé (Município) (314390)	438,72	454,56	921.645,18	0,00	0,00	921.645,18	8,65
Nova Lima (Município) (314480)	439,82	52,19	6.804.136,35	0,00	0,00	6.804.136,35	76,73
Nova Serrana (Município) (314520)	357,06	238,72	2.401.484,59	0,00	0,00	2.401.484,59	27,52
Ouro Preto (Município) (314610)	511,37	456,32	368.138,03	0,00	0,00	368.138,03	5,00
Paracatu (Município) (314700)	270,66	248,57	684.379,87	0,00	0,00	684.379,87	7,58
Pará de Minas (Município) (314710)	333,62	248,17	951.142,44	0,00	0,00	951.142,44	10,53
Passos (Município) (314790)	454,76	423,53	1.454.327,59	0,00	0,00	1.454.327,59	12,94
Patos de Minas (Município) (314800)	660,16	557,41	1.219.894,49	0,00	0,00	1.219.894,49	8,26
Patrocínio (Município) (314810)	396,00	378,00	1.695.177,66	0,00	0,00	1.695.177,66	19,28
Pedro Leopoldo (Município) (314930)	332,47	74,60	12.618.704,59	0,00	0,00	12.618.704,59	201,99
Pirapora (Município) (315120)	273,00	84,00	1.065.542,65	0,00	619.434,52	1.684.977,16	30,10
Poços de Caldas (Município) (315180)	1.070,00	962,57	7.501.256,71	0,00	0,00	7.501.256,71	46,20
Ponte Nova (Município) (315210)	240,00	200,00	3.892.140,82	0,00	0,00	3.892.140,82	65,07
Pouso Alegre (Município) (315250)	602,99	498,62	1.530.725,66	0,00	0,00	1.530.725,66	10,77
Prudente de Morais (Município) (315360)	59,68	20,73	2.278.818,71	0,00	0,00	2.278.818,71	221,52
Raposos (Município) (315390)	56,22	52,86	11.133.466,97	0,00	0,00	11.133.466,97	689,63
Ribeirão das Neves (Município) (315460)	950,31	510,06	14.275.756,66	0,00	0,00	14.275.756,66	44,71
Rio Acima (Município) (315480)	30,00	12,00	0,00	551.014,63	0,00	551.014,63	56,13
Rio Manso (Município) (315530)	44,82	0,00	48.671,13	0,00	0,00	48.671,13	8,64
Sabará (Município) (315670)	465,44	288,41	4.268.759,56	0,00	0,00	4.268.759,56	31,97
Santa Bárbara (Município) (315720)	96,24	122,40	49.646,78	0,00	0,00	49.646,78	1,66
Santa Luzia (Município) (315780)	736,28	347,30	12.337.524,30	0,00	0,00	12.337.524,30	57,43
São Francisco (Município) (316110)	153,68	89,39	84.940,93	0,00	0,00	84.940,93	1,51
São João del Rei (Município) (316250)	-	-	-	-	-	0,00	0,00
São Joaquim de Bicas (Município) (316292)	97,62	42,39	27.218.932,31	0,00	0,00	27.218.932,31	950,91
São José da Lapa (Município) (316295)	128,76	71,69	71.044,94	0,00	0,00	71.044,94	3,24
São José da Varginha (Município) (316310)	36,00	9,04	0,00	480.132,53	0,00	480.132,53	103,70
São Sebastião do Paraíso (Município) (316470)	298,39	245,00	19.900.509,69	0,00	0,00	19.900.509,69	288,18
Sarzedo (Município) (316553)	78,20	129,74	114.042,80	0,00	0,00	114.042,80	3,90
Sete Lagoas (Município) (316720)	1.051,48	914,50	9.383.503,35	56.536.898,64	0,00	65.920.401,99	286,75
Taquaraçu de Minas (Município) (316830)	20,44	6,40	77.942,82	0,00	0,00	77.942,82	19,46
Teófilo Otoni (Município) (316860)	331,42	208,09	2.970.080,06	0,00	0,00	2.970.080,06	21,13
Timóteo (Município) (316870)	267,72	109,81	189.524,75	0,00	0,00	189.524,75	2,18
Três Corações (Município) (316930)	315,57	285,11	731.901,99	0,00	0,00	731.901,99	9,46
Três Pontas (Município) (316940)	208,00	206,80	1.501.739,38	0,00	0,00	1.501.739,38	26,62
Ubá (Município) (316990)	212,67	172,34	705.468,35	0,00	0,00	705.468,35	6,43
Uberaba (Município) (317010)	1.237,72	1.160,83	29.316.616,64	11.046.343,55	0,00	40.362.960,19	126,60
Uberlândia (Município) (317020)	3.083,00	2.484,00	21.167.597,17	0,00	0,00	21.167.597,17	32,33
Unaí (Município) (317040)	315,21	236,59	5.406.952,39	0,00	0,00	5.406.952,39	65,70
Varginha (Município) (317070)	453,53	412,24	1.775.254,63	0,00	0,00	1.775.254,63	13,52
Vespasiano (Município) (317120)	463,80	153,45	497.634,79	0,00	0,00	497.634,79	4,27
Viçosa (Município) (317130)	267,00	210,00	2.272.766,91	0,00	0,00	2.272.766,91	29,61
Aracruz (Município) (320060)	355,21	230,70	1.598.859,87	0,00	0,00	1.598.859,87	17,13
Cachoeiro de Itapemirim (Município) (320120)	606,62	475,82	21.832.272,60	0,00	0,00	21.832.272,60	105,48
Cariacica (Município) (320130)	1.227,94	390,19	15.892.592,72	0,00	1.841.241,01	17.733.833,73	46,80
Colatina (Município) (320150)	338,00	208,00	132.304,54	6.669.535,11	0,00	6.801.839,65	55,90
Fundão (Município) (320220)	123,85	20,63	1.294.079,76	0,00	751.626,05	2.045.705,81	104,45
Guarapari (Município) (320240)	479,76	116,43	34.653.336,49	0,00	19.354.049,51	54.007.386,00	457,47
Linhares (Município) (320320)	448,00	241,56	3.944.424,79	665.873,04	0,00	4.610.297,83	28,68
São Mateus (Município) (320490)	328,52	186,13	686.592,80	0,00	0,00	686.592,80	5,60
Serra (Município) (320500)	1.596,70	690,22	46.825.723,41	0,00	5.458.792,21	52.284.515,63	109,74
Viana (Município) (320510)	255,42	80,54	4.314.237,33	0,00	2.071.390,87	6.385.628,20	87,09
Vila Velha (Município) (320520)	1.293,79	390,67	20.668.308,63	0,00	625.923,16	21.294.231,79	45,73
Vitória (Município) (320530)	827,89	352,16	52.702.313,69	0,00	3.522.755,04	56.225.068,73	159,68
Angra dos Reis (Município) (330010)	604,40	262,00	1.939.608,84	0,00	15.901,69	1.955.510,53	10,57
Araruama (Município) (330020)	710,00	93,00	13.598.192,02	0,00	0,00	13.598.192,02	112,43
Barra do Piraí (Município) (330030)	224,57	113,30	0,00	509.585,35	4.718.199,29	5.227.784,64	54,14
Barra Mansa (Município) (330040)	646,50	303,74	15.333.689,99	0,00	12.379.020,71	27.712.710,70	154,22
Belford Roxo (Município) (330045)	554,00	418,00	8.857.138,19	0,00	864.473,84	9.721.612,03	20,28
Cabo Frio (Município) (330070)	1.098,29	38,00	64.352.981,52	0,00	0,00	64.352.981,52	314,71
Cachoeiras de Macacu (Município) (330080)	327,76	120,00	0,00	0,00	1.445,61	1.445,61	0,03
Campos dos Goytacazes (Município) (330100)	1.285,31	734,53	30.089.560,36	0,00	0,00	30.089.560,36	62,60
Duque de Caxias (Município) (330170)	1.275,00	675,00	8.151.689,08	0,00	14.274.866,65	22.426.555,72	25,53
Guapimirim (Município) (330185)	100,00	0,00	328.957,39	0,00	0,00	328.957,39	5,91
Itaboraí (Município) (330190)	374,00	115,00	0,00	0,00	43.247,79	43.247,79	0,19
Itaguaí (Município) (330200)	552,00	100,00	989.268,02	0,00	76.014,91	1.065.282,93	9,08
Itaperuna (Município) (330220)	112,00	149,00	0,00	0,00	8.408.832,38	8.408.832,38	85,35
Japeri (Município) (330227)	153,00	0,00	0,00	0,00	4.095,89	4.095,89	0,04
Macaé (Município) (330240)	510,00	120,00	25.082.704,27	2.299.616,62	34.092,26	27.416.413,15	119,40
Magé (Município) (330250)	269,00	166,00	0,00	0,00	2.602.343,28	2.602.343,28	11,14
Maricá (Município) (330270)	90,00	23,00	0,00	0,00	7.939.188,18	7.939.188,18	55,48
Mesquita (Município) (330285)	412,00	179,00	34.541.690,95	0,00	245.753,43	34.787.444,38	204,06
Nilópolis (Município) (330320)	241,00	190,00	0,00	0,00	263.703,07	263.703,07	1,67
Niterói (Município) (330330)	1.303,30	724,30	45.795.354,89	0,00	0,00	45.795.354,89	92,43
Nova Friburgo (Município) (330340)	734,00	452,23	24.876.448,96	0,00	0,00	24.876.448,96	134,86
Nova Iguaçu (Município) (330350)	722,00	560,00	4.620.780,48	0,00	23.928.467,15	28.549.247,63	35,41
Paracambi (Município) (330360)	93,00	68,23	0,00	0,00	28.671,23	28.671,23	0,58
Petrópolis (Município) (330390)	700,00	269,00	14.809.722,68	0,00	0,00	14.809.722,68	49,69
Queimados (Município) (330414)	372,00	132,00	0,00	0,00	48.668,82	48.668,82	0,34
Resende (Município) (330420)	484,90	379,40	5.064.458,26	0,00	0,00	5.064.458,26	40,74
Rio Bonito (Município) (330430)	41,00	0,00	0,00	0,00	1.847.130,22	1.847.130,22	32,25
Rio das Ostras (Município) (330452)	113,00	230,00	0,00	205.955,91	7.289.788,94	7.495.744,85	58,94
Rio de Janeiro (Município) (330455)	10.290,60	5.982,00	468.168.590,87	0,00	120.339.285,22	588.507.876,10	91,19
São Gonçalo (Município) (330490)	1.558,00	710,00	1.043.682,42	0,00	5.365.303,16	6.408.985,57	6,21
São João de Meriti (Município) (330510)	542,00	417,00	9.720.620,54	0,00	1.044.331,62	10.764.952,16	23,37
São Pedro da Aldeia (Município) (330520)	446,28	53,00	21.106.591,22	0,00	0,00	21.106.591,22	221,43
Saquarema (Município) (330550)	410,00	55,00	0,00	0,00	0,00	0,00	0,00
Seropédica (Município) (330555)	286,00	53,00	0,00	0,00	34.709.655,93	34.709.655,93	422,82
Tanguá (Município) (330575)	17,00	13,00	0,00	0,00	250.331,19	250.331,19	7,79
Teresópolis (Município) (330580)	391,00	60,00	0,00	0,00	437.055,61	437.055,61	2,55
Três Rios (Município) (330600)	242,73	196,22	1.359.653,18	0,00	0,00	1.359.653,18	17,21
Valença (Município) (330610)	155,00	58,00	0,00	0,00	898.721,84	898.721,84	12,24
Volta Redonda (Município) (330630)	881,20	719,20	22.783.497,62	488.570,80	18.005.454,24	41.277.522,66	157,39
Americana (Município) (350160)	1.181,55	1.323,20	14.602.696,17	0,00	0,00	14.602.696,17	64,34
Amparo (Município) (350190)	326,40	228,96	1.090.197,71	0,00	0,00	1.090.197,71	15,62
Andradina (Município) (350210)	254,56	200,06	8.634.550,36	0,00	0,00	8.634.550,36	150,96
Araçatuba (Município) (350280)	646,52	635,55	23.610.976,43	0,00	0,00	23.610.976,43	123,19
Araraquara (Município) (350320)	1.345,03	1.123,30	3.891.062,21	0,00	0,00	3.891.062,21	17,35
Araras (Município) (350330)	640,00	661,00	2.758.658,24	0,00	0,00	2.758.658,24	21,61
Artur Nogueira (Município) (350380)	157,91	154,88	996.217,68	0,00	1.043.423,42	2.039.641,10	41,33
Arujá (Município) (350390)	356,86	162,63	8.462.295,38	0,00	0,00	8.462.295,38	102,39
Assis (Município) (350400)	404,06	364,33	6.299.197,16	0,00	0,00	6.299.197,16	62,42
Atibaia (Município) (350410)	391,00	198,50	1.171.857,99	0,00	0,00	1.171.857,99	8,62
Avaré (Município) (350450)	377,88	347,31	5.954.001,32	0,00	0,00	5.954.001,32	67,80
Barretos (Município) (350550)	572,00	569,70	2.875.618,29	0,00	0,00	2.875.618,29	24,26
Barueri (Município) (350570)	718,71	386,61	53.400.362,71	0,00	0,00	53.400.362,71	205,74
Batatais (Município) (350590)	246,00	226,00	0,00	1.665.606,08	2.237.130,73	3.902.736,80	64,91
Bauru (Município) (350600)	1.733,87	1.376,16	7.858.408,01	0,00	0,00	7.858.408,01	21,56
Bebedouro (Município) (350610)	680,00	680,00	1.548.898,33	0,00	0,00	1.548.898,33	19,97
Bertioga (Município) (350635)	282,34	131,43	76.718.590,92	0,00	0,00	76.718.590,92	1.391,39
Birigui (Município) (350650)	436,20	428,60	0,00	57.749,30	0,00	57.749,30	0,49
Biritiba-Mirim (Município) (350660)	128,02	69,53	12.695.177,19	0,00	0,00	12.695.177,19	411,78
Boituva (Município) (350700)	151,37	68,41	9.648.560,45	0,00	0,00	9.648.560,45	176,73
Botucatu (Município) (350750)	607,35	425,48	16.164.952,41	0,00	0,00	16.164.952,41	117,22
Bragança Paulista (Município) (350760)	657,85	444,15	10.527.915,80	0,00	0,00	10.527.915,80	66,27
Caçapava (Município) (350850)	304,40	146,23	6.598.395,77	0,00	0,00	6.598.395,77	72,97
Caieiras (Município) (350900)	303,62	161,75	32.096.779,09	0,00	0,00	32.096.779,09	339,59
Cajamar (Município) (350920)	263,68	101,68	5.732.244,44	0,00	0,00	5.732.244,44	81,07
Campinas (Município) (350950)	4.558,00	4.250,76	150.026.719,94	0,00	0,00	150.026.719,94	129,94
Campo Limpo Paulista (Município) (350960)	228,82	131,89	9.963.319,07	0,00	0,00	9.963.319,07	124,57
Campos do Jordão (Município) (350970)	308,56	119,62	14.691.610,34	0,00	0,00	14.691.610,34	290,69
Capivari (Município) (351040)	231,00	180,00	7.216.935,10	0,00	0,00	7.216.935,10	137,31
Caraguatatuba (Município) (351050)	626,93	496,25	21.432.659,26	0,00	0,00	21.432.659,26	192,18
Carapicuíba (Município) (351060)	595,29	405,36	33.661.253,47	0,00	0,00	33.661.253,47	86,29
Catanduva (Município) (351110)	435,00	435,00	3.954.927,83	16.213.990,91	0,00	20.168.918,74	169,70
Cosmópolis (Município) (351280)	180,00	180,00	0,00	219.598,97	0,00	219.598,97	3,35
Cotia (Município) (351300)	955,32	303,58	21.054.335,69	0,00	0,00	21.054.335,69	93,45
Cruzeiro (Município) (351340)	314,00	294,50	1.549.884,80	0,00	0,00	1.549.884,80	19,19
Cubatão (Município) (351350)	248,24	147,56	18.380.879,22	0,00	0,00	18.380.879,22	145,76
Diadema (Município) (351380)	768,42	466,23	24.168.423,15	0,00	0,00	24.168.423,15	59,00
Embu das Artes (Município) (351500)	580,52	290,82	6.315.241,40	0,00	0,00	6.315.241,40	24,38
Embu-Guaçu (Município) (351510)	248,84	111,96	8.379.038,32	0,00	0,00	8.379.038,32	125,45
Fernandópolis (Município) (351550)	311,81	262,65	7.312.899,88	0,00	0,00	7.312.899,88	107,80
Ferraz de Vasconcelos (Município) (351570)	328,09	253,92	8.461.584,24	0,00	0,00	8.461.584,24	46,35
Franca (Município) (351620)	1.099,67	1.051,56	88.600.643,59	0,00	0,00	88.600.643,59	261,00
Francisco Morato (Município) (351630)	375,95	166,64	31.928.448,96	0,00	0,00	31.928.448,96	191,76
Franco da Rocha (Município) (351640)	401,35	209,13	21.892.970,20	0,00	0,00	21.892.970,20	152,23
Guararema (Município) (351830)	144,63	40,86	3.478.876,28	0,00	0,00	3.478.876,28	124,17
Guaratinguetá (Município) (351840)	597,00	459,00	5.678.366,86	0,00	0,00	5.678.366,86	47,97
Guarujá (Município) (351870)	740,14	371,08	36.945.454,09	0,00	0,00	36.945.454,09	119,57
Guarulhos (Município) (351880)	2.297,42	1.703,46	73.431.993,66	0,00	0,00	73.431.993,66	55,96
Hortolândia (Município) (351907)	558,18	278,53	24.448.334,93	0,00	0,00	24.448.334,93	115,04
Ibitinga (Município) (351960)	379,00	289,00	529.206,40	0,00	0,00	529.206,40	9,27
Ibiúna (Município) (351970)	145,74	28,61	2.311.089,44	0,00	0,00	2.311.089,44	30,47
Indaiatuba (Município) (352050)	892,39	737,51	78.032.049,26	0,00	0,00	78.032.049,26	344,36
Itanhaém (Município) (352210)	898,44	298,45	114.678.111,72	0,00	0,00	114.678.111,72	1.207,43
Itapecerica da Serra (Município) (352220)	395,41	158,16	52.498.522,05	0,00	0,00	52.498.522,05	317,54
Itapetininga (Município) (352230)	500,07	283,80	9.862.051,34	0,00	0,00	9.862.051,34	63,45
Itapeva (Município) (352240)	253,22	162,54	3.632.529,47	0,00	0,00	3.632.529,47	39,37
Itapevi (Município) (352250)	432,22	226,72	43.081.795,24	0,00	0,00	43.081.795,24	195,60
Itapira (Município) (352260)	312,00	282,00	4.038.674,92	0,00	0,00	4.038.674,92	55,70
Itaquaquecetuba (Município) (352310)	955,10	457,80	20.649.972,89	0,00	0,00	20.649.972,89	59,21
Itararé (Município) (352320)	149,21	102,42	4.444.980,82	0,00	0,00	4.444.980,82	88,97
Itatiba (Município) (352340)	210,26	148,84	37.427.407,61	0,00	0,00	37.427.407,61	335,31
Itu (Município) (352390)	733,00	587,14	23.732.355,86	0,00	0,00	23.732.355,86	143,39
Itupeva (Município) (352400)	63,18	29,81	3.904.295,31	0,00	0,00	3.904.295,31	74,19
Jaboticabal (Município) (352430)	350,18	243,53	424.533,34	0,00	0,00	424.533,34	5,63
Jacareí (Município) (352440)	773,00	602,00	49.458.308,49	0,00	0,00	49.458.308,49	219,98
Jaguariúna (Município) (352470)	200,00	185,00	0,00	3.475.005,31	0,00	3.475.005,31	68,51
Jandira (Município) (352500)	225,69	144,81	17.133.021,05	0,00	0,00	17.133.021,05	145,87
Jaú (Município) (352530)	825,75	678,79	9.560.384,41	0,00	0,00	9.560.384,41	67,47
Jundiaí (Município) (352590)	1.800,55	880,98	37.618.527,72	37.618.527,72	0,00	75.237.055,44	189,05
Juquitiba (Município) (352620)	113,19	30,35	2.158.280,36	0,00	0,00	2.158.280,36	70,90
Leme (Município) (352670)	420,00	400,00	1.778.286,03	0,00	0,00	1.778.286,03	18,06
Lençóis Paulista (Município) (352680)	277,46	242,45	1.697.379,97	0,00	0,00	1.697.379,97	25,88
Limeira (Município) (352690)	1.139,00	1.002,00	25.487.297,28	0,00	0,00	25.487.297,28	86,65
Lins (Município) (352710)	237,21	212,26	3.176.218,93	0,00	0,00	3.176.218,93	42,01
Lorena (Município) (352720)	262,43	204,38	6.171.961,82	0,00	0,00	6.171.961,82	71,14
Mairiporã (Município) (352850)	345,16	81,78	12.248.480,80	0,00	0,00	12.248.480,80	135,15
Marília (Município) (352900)	725,28	678,60	23.404.745,21	0,00	0,00	23.404.745,21	101,61
Matão (Município) (352930)	384,90	484,08	17.724.173,81	0,00	0,00	17.724.173,81	218,84
Mauá (Município) (352940)	796,50	601,00	97.689.694,56	0,00	0,00	97.689.694,56	217,68
Mirassol (Município) (353030)	298,05	291,64	4.393.443,99	0,00	0,00	4.393.443,99	76,55
Mococa (Município) (353050)	189,64	170,64	6.118.059,83	0,00	0,00	6.118.059,83	89,06
Mogi das Cruzes (Município) (353060)	885,48	639,82	16.269.648,53	0,00	0,00	16.269.648,53	38,75
Mogi Guaçu (Município) (353070)	581,45	534,39	1.902.538,24	0,00	157.236,99	2.059.775,23	14,10
Mogi Mirim (Município) (353080)	473,00	390,00	1.681.754,18	0,00	0,00	1.681.754,18	18,48
Mongaguá (Município) (353110)	404,58	294,65	36.666.759,60	0,00	0,00	36.666.759,60	710,87
Monte Alto (Município) (353130)	211,16	170,10	2.230.237,28	0,00	0,00	2.230.237,28	45,34
Monte Mor (Município) (353180)	239,05	71,69	26.151.586,54	0,00	0,00	26.151.586,54	480,18
Nova Odessa (Município) (353340)	269,02	243,74	3.395.506,88	1.002.573,73	0,00	4.398.080,62	78,53
