Localidade	"Número de moradias permanentes
(habitações) (IBGE)"	"Número de moradias permanentes em áreas urbanas
(habitações) (IBGE)"	"Número de pessoas por moradia
(pessoas por moradia) (IBGE)"	"Número de pessoas por moradia (área urbana)
(pessoas por moradia) (IBGE)"	"PIB, em R$ milhões a preços de 2017
(R$ milhões a preços de 2019) (IBGE)"	"PIB per capita, em R$ a preços de 2017
(R$ por habitante a preços de 2019) (IBGE)"	"Área do município
(km²) (IBGE)"	"Densidade demográfica (pessoas por km²)
(Pessoas por km²) (IBGE)"
Barra (Município) (290270)	14.114	6.522	3,77	3,71	381,300	7.163,15	11.422,540	4,66
Barreiras (Município) (290320)	47.444	42.024	3,24	3,30	4.947,570	32.162,40	7.861,760	19,57
Bom Jesus da Lapa (Município) (290390)	20.164	13.624	3,40	3,42	1.053,350	15.352,96	4.115,510	16,67
Brumado (Município) (290460)	22.719	15.762	2,95	2,97	1.844,070	27.503,80	2.207,610	30,37
Caetité (Município) (290520)	15.699	9.438	3,24	3,23	893,990	17.577,20	2.651,540	19,18
Camaçari (Município) (290570)	90.926	85.274	3,23	3,29	24.842,330	84.577,39	784,660	374,33
Campo Formoso (Município) (290600)	22.127	8.432	3,20	3,14	1.175,650	16.579,06	7.161,830	9,90
Candeias (Município) (290650)	30.614	27.529	2,83	2,88	4.544,600	52.431,44	251,630	344,46
Casa Nova (Município) (290720)	20.971	11.652	3,40	3,54	719,820	10.086,32	9.647,070	7,40
Catu (Município) (290750)	18.618	15.336	2,92	2,97	622,700	11.441,60	433,190	125,64
Conceição do Coité (Município) (290840)	22.746	13.631	2,91	2,84	763,070	11.528,36	1.015,250	65,20
Cruz das Almas (Município) (290980)	21.154	17.837	2,97	3,00	1.026,830	16.332,26	139,120	451,93
Dias d'Ávila (Município) (291005)	24.461	22.545	3,26	3,32	3.035,180	38.089,73	184,230	432,53
Euclides da Cunha (Município) (291070)	19.495	9.672	3,07	3,01	576,360	9.631,39	1.992,640	30,03
Eunápolis (Município) (291072)	36.274	33.168	3,10	3,16	3.014,250	26.836,72	1.425,970	78,77
Feira de Santana (Município) (291080)	200.111	181.177	3,05	3,09	15.311,590	25.104,55	1.304,430	467,57
Guanambi (Município) (291170)	27.390	21.586	3,07	3,09	1.398,390	16.644,67	1.272,370	66,03
Ilhéus (Município) (291360)	68.919	56.875	2,39	2,44	4.440,020	26.934,67	1.584,690	104,02
Ipirá (Município) (291400)	20.983	10.705	2,85	2,73	690,880	11.560,28	3.105,280	19,25
Irecê (Município) (291460)	24.139	21.816	3,00	3,06	1.264,090	17.463,23	319,170	226,79
Itaberaba (Município) (291470)	21.812	16.919	2,95	2,99	939,730	14.609,10	2.386,390	26,95
Itabuna (Município) (291480)	77.400	74.029	2,75	2,80	4.256,070	20.005,98	401,030	530,49
Itamaraju (Município) (291560)	22.935	17.659	2,81	2,88	939,650	14.563,55	2.360,290	27,34
Itaparica (Município) (291610)	7.820	7.664	2,83	2,89	247,270	11.181,54	118,040	187,34
Itapetinga (Município) (291640)	23.687	22.466	3,19	3,26	1.123,200	14.882,78	1.651,150	45,71
Jacobina (Município) (291750)	30.559	21.415	2,63	2,65	1.445,110	17.975,31	2.192,910	36,66
Jaguaquara (Município) (291760)	17.412	13.286	3,11	3,10	571,600	10.553,29	924,740	58,57
Jequié (Município) (291800)	55.632	50.133	2,80	2,85	2.743,660	17.610,13	2.969,030	52,47
Juazeiro (Município) (291840)	67.571	54.135	3,18	3,23	4.270,700	19.846,81	6.721,200	32,02
Lauro de Freitas (Município) (291920)	60.804	59.602	3,21	3,27	6.725,910	34.475,07	57,660	3.383,31
Luís Eduardo Magalhães (Município) (291955)	21.879	19.757	3,87	3,92	6.448,890	76.090,37	3.940,540	21,51
Madre de Deus (Município) (291992)	6.359	6.054	3,26	3,32	497,780	24.004,49	32,200	643,99
Mata de São João (Município) (292100)	14.399	10.436	3,20	3,27	1.184,430	25.740,60	604,290	76,15
Paulo Afonso (Município) (292400)	38.377	32.537	3,05	3,10	3.626,940	30.995,74	1.545,190	75,73
Pojuca (Município) (292520)	11.785	9.970	3,31	3,36	1.081,320	27.694,08	308,700	126,48
Porto Seguro (Município) (292530)	47.342	38.989	3,10	3,08	3.259,510	22.230,27	2.287,090	64,11
Ribeira do Pombal (Município) (292660)	16.988	10.713	3,12	3,10	586,110	11.067,83	1.177,450	44,98
Salvador (Município) (292740)	1.136.001	1.136.042	2,52	2,51	66.245,330	23.184,35	692,820	4.124,21
Santo Amaro (Município) (292860)	21.001	15.977	2,83	2,88	845,780	14.211,88	489,320	121,62
Santo Antônio de Jesus (Município) (292870)	33.691	29.091	2,99	3,01	2.269,160	22.555,12	261,740	384,37
Santo Estêvão (Município) (292880)	16.165	9.405	3,24	3,22	763,140	14.560,21	360,330	145,46
São Francisco do Conde (Município) (292920)	11.653	9.371	3,38	3,47	9.241,830	234.933,87	269,610	145,91
São Sebastião do Passé (Município) (292950)	15.174	11.649	2,91	2,98	668,000	15.125,38	536,580	82,31
Senhor do Bonfim (Município) (293010)	27.109	20.778	2,90	2,93	910,870	11.590,39	789,360	99,56
Serrinha (Município) (293050)	26.757	17.010	3,01	2,91	906,790	11.276,93	583,310	137,85
Simões Filho (Município) (293070)	43.022	38.037	3,09	3,13	6.062,190	45.612,58	201,580	659,33
Teixeira de Freitas (Município) (293135)	50.651	46.281	3,13	3,20	2.696,510	17.018,57	1.165,620	135,93
Tucano (Município) (293190)	18.304	7.846	2,76	2,70	470,590	9.306,09	2.185,010	23,14
Valença (Município) (293290)	32.390	23.720	2,96	2,93	1.516,950	15.824,97	1.124,660	85,23
Vera Cruz (Município) (293320)	14.512	13.425	2,94	2,98	563,360	13.191,53	299,730	142,48
Vitória da Conquista (Município) (293330)	106.152	93.776	3,19	3,24	7.336,770	21.649,73	3.705,840	91,45
Alfenas (Município) (310160)	28.245	27.074	2,81	2,75	2.715,470	34.165,05	850,450	93,46
Araguari (Município) (310350)	43.201	40.946	2,70	2,66	4.860,420	41.652,07	2.729,510	42,75
Araxá (Município) (310400)	35.660	35.747	2,95	2,90	6.440,610	61.290,71	1.164,060	90,27
Baldim (Município) (310500)	3.101	2.011	2,53	2,50	117,340	14.946,15	556,270	14,11
Barão de Cocais (Município) (310540)	10.272	9.535	3,15	3,07	845,570	26.163,31	340,590	94,89
Barbacena (Município) (310560)	48.154	45.254	2,83	2,76	2.982,700	21.868,62	759,190	179,66
Belo Horizonte (Município) (310620)	949.400	949.400	2,63	2,63	95.893,320	38.333,16	331,400	7.548,49
Belo Vale (Município) (310640)	3.005	1.330	2,57	2,53	158,680	20.581,07	365,920	21,07
Betim (Município) (310670)	136.998	138.596	3,16	3,10	26.574,510	61.433,29	343,860	1.258,01
Bom Despacho (Município) (310740)	17.693	16.843	2,84	2,80	1.370,880	27.326,88	1.213,550	41,34
Bonfim (Município) (310810)	2.974	1.518	2,31	2,21	93,610	13.614,55	301,870	22,78
Brumadinho (Município) (310900)	12.872	11.003	3,07	3,03	2.694,480	68.180,12	639,430	61,80
Caeté (Município) (311000)	14.453	12.706	3,07	3,04	620,930	13.992,19	542,530	81,80
Campo Belo (Município) (311120)	20.880	20.048	2,58	2,53	1.072,240	19.905,78	528,230	101,98
Capim Branco (Município) (311250)	3.220	2.966	3,01	2,97	92,830	9.591,02	95,330	101,53
Caratinga (Município) (311340)	32.462	27.675	2,82	2,73	1.771,510	19.360,12	1.258,480	72,71
Cataguases (Município) (311530)	27.989	27.359	2,67	2,61	1.606,980	21.515,05	491,770	151,88
Confins (Município) (311787)	2.067	2.107	3,22	3,16	1.136,610	170.738,86	42,360	157,17
Congonhas (Município) (311800)	17.108	16.968	3,17	3,11	1.781,900	32.878,79	304,070	178,24
Conselheiro Lafaiete (Município) (311830)	42.767	41.735	2,98	2,92	2.201,860	17.264,24	370,250	344,47
Contagem (Município) (311860)	224.960	228.498	2,93	2,87	28.918,760	43.878,13	195,050	3.379,07
Coronel Fabriciano (Município) (311940)	38.475	38.751	2,84	2,79	1.775,960	16.232,87	221,250	494,48
Curvelo (Município) (312090)	27.614	25.368	2,88	2,85	1.599,290	20.085,28	3.296,200	24,16
Divinópolis (Município) (312230)	81.103	80.438	2,91	2,86	6.739,630	28.560,53	708,120	333,25
Esmeraldas (Município) (312410)	21.343	20.143	3,29	3,25	719,800	10.253,60	909,680	77,17
Florestal (Município) (312600)	2.472	2.103	2,99	2,93	116,930	15.831,37	194,240	38,02
Formiga (Município) (312610)	25.920	23.960	2,61	2,57	1.768,380	26.182,73	1.501,920	44,97
Fortuna de Minas (Município) (312640)	998	697	2,93	2,90	39,200	13.391,21	198,710	14,73
Frutal (Município) (312710)	21.939	19.374	2,69	2,62	1.979,130	33.566,27	2.426,970	24,29
Funilândia (Município) (312720)	1.436	731	3,00	3,10	56,110	13.037,51	199,800	21,54
Governador Valadares (Município) (312770)	99.462	97.719	2,80	2,74	6.474,530	23.232,43	2.342,330	118,98
Guaxupé (Município) (312870)	19.008	18.309	2,72	2,66	2.104,250	40.661,92	286,400	180,69
Ibirité (Município) (312980)	56.265	57.208	3,18	3,12	2.352,020	13.138,67	72,570	2.466,69
Igarapé (Município) (313010)	12.659	11.990	3,34	3,30	715,670	16.940,49	110,940	380,79
Inhaúma (Município) (313100)	2.011	1.467	3,10	3,10	117,320	18.837,24	245,000	25,42
Ipatinga (Município) (313130)	88.703	89.532	2,95	2,89	11.925,310	45.630,71	164,880	1.585,02
Itabira (Município) (313170)	38.584	36.535	3,09	3,04	6.903,450	57.921,68	1.253,700	95,07
Itabirito (Município) (313190)	16.111	15.703	3,18	3,13	5.225,250	101.894,43	542,610	94,51
Itaguara (Município) (313220)	4.855	3.717	2,73	2,75	286,490	21.576,07	410,470	32,35
Itajubá (Município) (313240)	33.978	31.749	2,84	2,77	3.121,290	32.382,18	294,840	326,93
Itatiaiuçu (Município) (313370)	3.742	2.334	2,95	2,96	1.614,900	146.316,71	295,150	37,40
Itaúna (Município) (313380)	32.472	31.052	2,85	2,81	3.234,090	34.940,07	495,770	186,70
Ituiutaba (Município) (313420)	39.446	38.333	2,64	2,60	2.888,320	27.754,40	2.598,050	40,06
Jaboticatubas (Município) (313460)	6.576	4.164	3,02	2,99	229,260	11.544,87	1.114,970	17,81
Janaúba (Município) (313510)	22.410	20.710	3,18	3,12	1.171,310	16.435,91	2.181,320	32,67
Januária (Município) (313520)	21.194	14.021	3,19	3,04	716,700	10.597,63	6.661,590	10,15
João Monlevade (Município) (313620)	26.965	27.364	2,94	2,89	3.047,730	38.390,85	99,160	800,61
Nova União (Município) (313660)	2.044	1.066	2,80	2,77	89,340	15.624,79	172,130	33,22
Juatuba (Município) (313665)	8.298	8.294	3,19	3,14	1.256,460	47.442,21	97,170	272,55
Juiz de Fora (Município) (313670)	207.492	209.146	2,72	2,67	17.647,440	31.272,59	1.435,750	393,04
Lagoa da Prata (Município) (313720)	17.063	16.933	3,02	2,98	1.889,160	36.610,85	439,980	117,28
Lagoa Santa (Município) (313760)	19.146	18.121	3,31	3,26	1.719,060	27.132,07	229,410	276,18
Lavras (Município) (313820)	35.272	34.291	2,91	2,85	2.727,280	26.548,55	564,740	181,90
Leopoldina (Município) (313840)	20.074	18.361	2,62	2,56	1.057,270	20.126,26	943,080	55,70
Manhuaçu (Município) (313940)	29.445	24.825	3,03	2,93	2.182,350	24.450,44	628,320	142,06
Mariana (Município) (314000)	19.306	17.453	3,12	3,03	2.871,590	47.746,87	1.194,210	50,36
Mário Campos (Município) (314015)	4.707	4.501	3,23	3,19	162,490	10.685,53	35,200	432,07
Mateus Leme (Município) (314070)	10.416	9.345	2,96	2,92	727,450	23.620,09	301,380	102,19
Matozinhos (Município) (314110)	12.010	11.129	3,12	3,06	1.063,280	28.374,64	252,280	148,54
Moeda (Município) (314230)	1.803	747	2,72	2,50	60,490	12.334,09	155,110	31,62
Montes Claros (Município) (314330)	126.678	122.323	3,20	3,15	9.845,660	24.322,05	3.568,940	113,42
Muriaé (Município) (314390)	39.916	37.703	2,71	2,65	2.241,780	20.735,55	841,690	128,45
Nova Lima (Município) (314480)	29.446	29.369	3,18	3,12	10.886,570	116.338,05	429,000	218,13
Nova Serrana (Município) (314520)	26.750	25.685	3,73	3,67	2.469,400	24.750,97	282,470	353,20
Ouro Preto (Município) (314610)	24.774	22.033	2,99	2,92	7.123,510	96.271,50	1.245,870	59,39
Paracatu (Município) (314700)	29.033	25.548	3,18	3,15	4.494,450	48.625,47	8.229,600	11,23
Pará de Minas (Município) (314710)	31.002	29.994	3,00	2,93	3.017,510	32.411,11	551,250	168,89
Passos (Município) (314790)	40.477	39.182	2,82	2,76	2.585,110	22.676,78	1.338,070	85,20
Patos de Minas (Município) (314800)	55.562	51.896	2,71	2,68	4.886,400	32.396,12	3.190,190	47,28
Patrocínio (Município) (314810)	30.907	27.666	2,91	2,87	2.998,750	33.304,24	2.874,340	31,33
Pedro Leopoldo (Município) (314930)	21.330	18.554	2,99	2,92	1.483,590	23.257,83	292,950	217,75
Pirapora (Município) (315120)	18.430	18.440	3,05	2,99	2.377,750	42.302,74	549,510	102,29
Poços de Caldas (Município) (315180)	61.410	61.229	2,70	2,65	7.973,080	47.998,52	546,670	303,86
Ponte Nova (Município) (315210)	21.492	19.852	2,77	2,68	1.724,160	28.926,46	470,640	126,65
Pouso Alegre (Município) (315250)	49.181	45.958	3,03	2,97	7.945,230	53.373,14	542,800	274,25
Prudente de Morais (Município) (315360)	3.284	3.205	3,24	3,19	154,240	14.511,59	124,190	85,59
Raposos (Município) (315390)	5.322	5.139	3,06	3,00	191,670	11.775,21	72,230	225,36
Ribeirão das Neves (Município) (315460)	103.591	104.781	3,20	3,14	4.277,960	12.922,59	155,450	2.129,54
Rio Acima (Município) (315480)	3.199	2.833	3,19	3,15	199,170	19.521,05	229,810	44,40
Rio Manso (Município) (315530)	2.064	1.100	2,80	2,80	89,070	15.402,03	231,540	24,98
Sabará (Município) (315670)	44.364	44.000	3,05	3,00	3.044,810	22.484,04	302,420	447,79
Santa Bárbara (Município) (315720)	9.737	8.801	3,16	3,11	862,060	27.982,58	684,060	45,04
Santa Luzia (Município) (315780)	70.960	72.142	3,07	3,02	4.156,620	19.054,24	235,080	927,98
São Francisco (Município) (316110)	16.451	10.934	3,41	3,26	526,830	9.380,33	3.308,100	16,98
São João del Rei (Município) (316250)	33.228	32.165	2,70	2,64	2.239,900	24.984,12	1.452,000	61,74
São Joaquim de Bicas (Município) (316292)	8.278	6.638	3,74	3,40	651,160	21.012,71	71,760	431,85
São José da Lapa (Município) (316295)	6.878	4.068	3,40	3,31	494,980	21.166,67	47,930	487,90
São José da Varginha (Município) (316310)	1.588	935	3,10	2,98	85,660	17.386,03	205,500	23,98
São Sebastião do Paraíso (Município) (316470)	25.222	23.838	2,79	2,73	1.841,810	26.143,48	814,930	86,45
Sarzedo (Município) (316553)	8.932	9.008	3,59	3,52	947,170	29.535,22	62,130	516,13
Sete Lagoas (Município) (316720)	76.848	76.387	3,09	3,03	8.891,430	37.471,39	536,640	442,17
Taquaraçu de Minas (Município) (316830)	1.414	684	2,87	2,74	49,280	12.153,17	329,290	12,31
Teófilo Otoni (Município) (316860)	49.220	41.394	2,85	2,77	2.623,900	18.710,71	3.242,270	43,25
Timóteo (Município) (316870)	29.837	30.362	2,99	2,93	3.358,840	37.701,67	144,380	617,05
Três Corações (Município) (316930)	26.230	24.530	3,01	2,91	2.411,160	30.554,61	828,040	95,30
Três Pontas (Município) (316940)	19.523	17.216	2,90	2,82	1.404,030	24.829,95	689,790	81,98
Ubá (Município) (316990)	39.141	38.436	2,92	2,86	2.845,970	24.906,78	407,450	280,44
Uberaba (Município) (317010)	117.922	117.379	2,80	2,75	15.338,210	46.428,63	4.523,960	73,02
Uberlândia (Município) (317020)	238.560	236.860	2,86	2,80	39.045,530	57.147,02	4.115,210	166,03
Unaí (Município) (317040)	29.588	24.276	2,83	2,77	3.395,380	40.513,79	8.448,080	9,92
Varginha (Município) (317070)	45.678	45.130	2,94	2,88	5.748,830	42.749,54	395,400	340,11
Vespasiano (Município) (317120)	36.255	36.948	3,46	3,39	2.538,450	20.246,68	71,080	1.763,87
Viçosa (Município) (317130)	27.654	26.386	2,83	2,77	1.700,680	21.723,92	299,420	261,46
Aracruz (Município) (320060)	30.199	27.274	3,29	3,18	5.517,030	55.556,46	1.423,870	69,74
Cachoeiro de Itapemirim (Município) (320120)	75.346	71.155	2,75	2,66	5.179,190	24.981,17	864,580	239,80
Cariacica (Município) (320130)	136.636	135.844	2,77	2,70	10.205,550	26.955,80	279,720	1.353,52
Colatina (Município) (320150)	45.816	41.502	2,65	2,58	3.633,860	29.888,65	1.416,800	85,81
Fundão (Município) (320220)	6.775	5.884	3,11	3,02	496,300	23.564,76	288,720	72,95
Guarapari (Município) (320240)	42.355	41.459	2,90	2,83	2.405,840	19.562,57	591,820	207,80
Linhares (Município) (320320)	53.322	47.259	3,20	3,10	6.349,180	37.268,32	3.496,560	48,72
São Mateus (Município) (320490)	41.667	33.499	3,08	2,98	2.515,220	19.567,30	2.345,730	54,80
Serra (Município) (320500)	158.280	161.520	3,21	3,12	24.108,030	47.494,35	547,640	926,89
Viana (Município) (320510)	24.210	23.170	3,18	3,05	2.572,760	33.432,42	312,280	246,43
Vila Velha (Município) (320520)	170.182	173.910	2,86	2,78	12.643,100	26.003,49	209,970	2.315,66
Vitória (Município) (320530)	139.150	139.150	2,57	2,57	27.509,310	76.784,40	96,540	3.711,23
Angra dos Reis (Município) (330010)	65.796	63.602	3,05	3,04	9.318,850	46.499,59	825,080	242,89
Araruama (Município) (330020)	44.064	42.234	2,96	2,94	2.785,760	21.356,80	638,480	204,30
Barra do Piraí (Município) (330030)	37.807	36.777	2,64	2,64	2.147,750	21.484,12	584,610	171,00
Barra Mansa (Município) (330040)	69.462	68.930	2,65	2,64	5.384,830	29.269,21	547,130	336,25
Belford Roxo (Município) (330045)	178.907	179.140	2,84	2,84	8.273,010	16.265,80	78,990	6.439,37
Cabo Frio (Município) (330070)	73.089	55.921	3,04	3,00	11.439,660	51.407,74	413,650	537,97
Cachoeiras de Macacu (Município) (330080)	21.918	19.074	2,67	2,66	1.077,140	18.393,72	954,750	61,34
Campos dos Goytacazes (Município) (330100)	175.099	158.335	2,88	2,87	33.696,320	66.934,28	4.032,440	124,84
Duque de Caxias (Município) (330170)	330.927	330.231	2,76	2,76	43.376,360	47.437,84	467,270	1.956,86
Guapimirim (Município) (330185)	19.338	18.726	3,08	3,08	1.018,110	17.078,60	358,350	166,35
Itaboraí (Município) (330190)	85.321	84.445	2,80	2,79	4.666,320	19.549,30	430,590	554,34
Itaguaí (Município) (330200)	41.667	39.848	3,02	3,02	8.399,190	66.706,28	273,370	460,60
Itaperuna (Município) (330220)	39.205	36.194	2,62	2,61	2.906,810	28.324,32	1.106,170	92,78
Japeri (Município) (330227)	34.892	34.936	2,98	2,98	1.498,860	14.417,70	81,700	1.272,51
Macaé (Município) (330240)	82.231	80.711	3,06	3,06	16.065,060	63.843,73	1.215,290	207,05
Magé (Município) (330250)	86.500	82.107	2,82	2,81	4.046,800	16.608,59	393,910	618,55
Maricá (Município) (330270)	52.599	51.902	3,00	2,99	28.137,440	178.323,23	362,000	435,89
Mesquita (Município) (330285)	65.201	65.287	2,69	2,69	2.358,790	13.431,24	41,490	4.232,83
Nilópolis (Município) (330320)	62.035	62.116	2,62	2,61	2.922,500	18.010,20	19,390	8.367,40
Niterói (Município) (330330)	207.904	208.177	2,46	2,46	42.084,150	82.229,98	134,070	3.817,19
Nova Friburgo (Município) (330340)	78.080	68.811	2,43	2,42	5.438,280	28.609,90	935,430	203,21
Nova Iguaçu (Município) (330350)	304.834	302.005	2,69	2,68	17.538,520	21.417,83	520,810	1.572,32
Paracambi (Município) (330360)	18.996	16.441	2,73	2,79	1.015,770	19.603,73	190,950	271,36
Petrópolis (Município) (330390)	118.296	112.835	2,58	2,58	13.215,090	43.230,79	791,140	386,39
Queimados (Município) (330414)	51.856	51.923	2,88	2,87	3.743,490	25.079,51	75,700	1.971,77
Resende (Município) (330420)	47.600	44.780	2,74	2,73	8.786,660	67.416,47	1.099,340	118,56
Rio Bonito (Município) (330430)	21.102	16.170	2,83	2,75	1.731,260	28.944,06	459,460	130,18
Rio das Ostras (Município) (330452)	42.648	40.541	3,42	3,40	8.949,940	61.305,56	228,110	639,98
Rio de Janeiro (Município) (330455)	2.542.985	2.542.985	2,63	2,63	379.635,330	56.755,79	1.200,180	5.573,28
São Gonçalo (Município) (330490)	400.350	400.558	2,69	2,69	19.293,240	17.902,46	248,320	4.339,93
São João de Meriti (Município) (330510)	181.078	181.314	2,61	2,60	9.707,140	20.570,86	35,220	13.399,82
São Pedro da Aldeia (Município) (330520)	34.100	32.036	3,02	3,00	2.387,280	23.212,23	332,920	308,92
Saquarema (Município) (330550)	28.416	27.016	3,09	3,08	3.223,400	36.753,21	352,800	248,59
Seropédica (Município) (330555)	29.827	24.777	2,91	2,88	4.653,280	53.644,50	283,630	305,83
Tanguá (Município) (330575)	11.866	10.580	2,85	2,86	573,930	16.945,11	142,530	237,64
Teresópolis (Município) (330580)	66.059	59.448	2,74	2,72	5.376,600	29.723,72	773,340	233,90
Três Rios (Município) (330600)	29.627	28.847	2,75	2,74	4.125,960	50.654,53	322,840	252,30
Valença (Município) (330610)	28.471	24.792	2,68	2,66	2.674,620	35.117,10	1.300,770	58,55
Volta Redonda (Município) (330630)	103.548	103.638	2,63	2,62	14.354,100	52.772,80	182,110	1.493,63
Americana (Município) (350160)	84.631	84.308	2,80	2,80	11.817,490	49.839,28	133,910	1.770,66
Amparo (Município) (350190)	25.692	20.627	2,79	2,74	4.845,400	67.578,86	445,320	161,01
Andradina (Município) (350210)	22.634	21.121	2,52	2,52	2.004,780	35.102,58	964,230	59,23
Araçatuba (Município) (350280)	75.882	74.475	2,58	2,58	7.664,010	39.127,27	1.167,130	167,83
Araraquara (Município) (350320)	85.967	83.821	2,72	2,71	9.811,870	41.977,00	1.003,630	232,90
Araras (Município) (350330)	45.432	43.117	2,93	2,92	5.803,350	43.655,91	644,830	206,15
Artur Nogueira (Município) (350380)	16.853	15.235	3,17	3,18	1.234,960	23.105,00	178,030	300,24
Arujá (Município) (350390)	26.798	25.772	3,30	3,30	6.418,900	72.566,81	96,170	919,81
Assis (Município) (350400)	39.056	37.956	2,65	2,61	3.507,300	33.832,73	460,610	225,06
Atibaia (Município) (350410)	47.977	43.935	2,95	2,93	7.446,050	52.660,22	478,520	295,49
Avaré (Município) (350450)	32.816	31.431	2,74	2,74	2.854,330	31.692,53	1.213,060	74,24
Barretos (Município) (350550)	45.234	43.799	2,68	2,69	5.067,370	41.760,40	1.566,160	77,48
Barueri (Município) (350570)	89.725	89.753	3,02	3,02	52.731,150	194.360,44	65,700	4.129,40
Batatais (Município) (350590)	22.184	19.727	2,80	2,78	1.658,130	26.733,70	849,530	73,01
Bauru (Município) (350600)	137.386	136.459	2,72	2,70	15.268,810	40.796,04	667,680	560,55
Bebedouro (Município) (350610)	29.681	28.346	2,61	2,60	3.487,720	45.039,97	683,190	113,34
Bertioga (Município) (350635)	18.265	17.980	3,38	3,38	1.762,960	28.556,48	491,550	125,60
Birigui (Município) (350650)	44.559	43.364	2,75	2,74	3.479,390	28.435,93	530,030	230,85
Biritiba-Mirim (Município) (350660)	10.503	9.013	3,07	3,07	717,040	22.232,97	317,410	101,61
Boituva (Município) (350700)	18.424	17.393	3,25	3,23	2.483,460	41.534,26	248,950	240,18
Botucatu (Município) (350750)	51.377	49.638	2,82	2,81	4.821,310	33.291,77	1.482,640	97,68
Bragança Paulista (Município) (350760)	55.985	54.354	2,98	2,97	6.575,410	39.432,06	512,580	325,32
Caçapava (Município) (350850)	31.043	26.695	3,01	3,00	4.503,300	48.169,77	368,990	253,36
Caieiras (Município) (350900)	31.763	31.047	3,15	3,15	3.708,540	37.037,63	97,640	1.025,47
Cajamar (Município) (350920)	24.081	23.620	3,14	3,14	17.696,520	233.963,31	131,390	575,69
Campinas (Município) (350950)	435.544	429.117	2,74	2,73	64.025,380	53.618,37	794,570	1.502,82
Campo Limpo Paulista (Município) (350960)	27.531	27.539	3,04	3,04	2.201,410	26.290,22	79,400	1.054,56
Campos do Jordão (Município) (350970)	17.894	17.797	2,89	2,89	1.301,290	25.139,40	290,520	178,17
Capivari (Município) (351040)	17.520	16.711	3,15	3,12	2.147,870	38.952,31	322,880	170,78
Caraguatatuba (Município) (351050)	40.006	38.461	2,99	2,98	3.468,290	28.992,98	484,950	246,68
Carapicuíba (Município) (351060)	135.788	135.831	2,94	2,93	5.991,240	15.030,29	34,550	11.538,56
Catanduva (Município) (351110)	46.698	46.370	2,60	2,59	4.374,800	36.092,71	290,600	417,11
Cosmópolis (Município) (351280)	22.302	20.788	3,18	3,17	1.659,200	23.369,64	154,670	459,04
Cotia (Município) (351300)	73.833	73.857	3,31	3,31	13.071,110	53.418,20	323,990	755,24
Cruzeiro (Município) (351340)	28.915	28.186	2,83	2,83	2.540,080	31.016,35	305,700	267,89
Cubatão (Município) (351350)	45.602	45.618	2,85	2,84	13.747,550	105.945,96	142,880	908,18
Diadema (Município) (351380)	146.664	146.712	2,87	2,87	15.300,010	36.347,75	30,730	13.696,93
Embu das Artes (Município) (351500)	85.295	85.321	3,18	3,17	13.815,280	51.008,45	70,400	3.847,31
Embu-Guaçu (Município) (351510)	22.655	22.031	3,04	3,04	1.169,920	16.990,77	155,640	442,40
Fernandópolis (Município) (351550)	27.309	26.469	2,52	2,52	2.091,980	30.396,45	549,800	125,18
Ferraz de Vasconcelos (Município) (351570)	60.497	57.966	3,17	3,16	3.272,260	17.043,64	29,560	6.494,15
Franca (Município) (351620)	122.257	120.211	2,87	2,86	10.420,730	29.739,53	605,680	578,52
Francisco Morato (Município) (351630)	54.943	54.859	3,17	3,17	1.582,190	9.092,63	49,000	3.551,11
Franco da Rocha (Município) (351640)	45.332	44.341	3,36	3,17	3.123,530	20.491,17	132,780	1.148,05
Guararema (Município) (351830)	9.706	8.314	3,03	3,05	1.474,090	50.052,32	270,820	108,75
Guaratinguetá (Município) (351840)	42.738	40.742	2,83	2,83	5.914,980	48.854,68	752,640	160,87
Guarujá (Município) (351870)	106.282	106.301	2,99	2,99	8.967,090	28.188,91	144,790	2.196,96
Guarulhos (Município) (351880)	450.805	450.952	3,03	3,03	63.950,780	46.819,55	318,680	4.286,18
Hortolândia (Município) (351907)	69.260	69.283	3,28	3,28	13.677,840	60.161,25	62,420	3.642,54
Ibitinga (Município) (351960)	21.034	20.150	2,83	2,83	1.588,980	26.727,58	689,390	86,24
Ibiúna (Município) (351970)	26.793	9.359	2,92	2,93	1.774,780	22.677,36	1.058,080	73,97
Indaiatuba (Município) (352050)	76.656	75.978	3,22	3,22	16.263,910	65.870,30	311,550	792,53
Itanhaém (Município) (352210)	35.358	35.027	2,84	2,84	1.966,350	19.566,40	601,710	167,02
Itapecerica da Serra (Município) (352220)	53.500	53.012	3,25	3,25	3.817,640	21.981,92	150,740	1.152,11
Itapetininga (Município) (352230)	52.952	49.100	3,06	3,00	4.957,650	30.559,20	1.789,350	90,66
Itapeva (Município) (352240)	33.285	28.268	2,82	2,80	2.629,930	28.010,14	1.826,260	51,41
Itapevi (Município) (352250)	71.992	72.017	3,26	3,25	12.693,090	54.162,48	82,660	2.835,20
Itapira (Município) (352260)	26.492	24.699	2,80	2,79	4.072,730	54.815,40	518,420	143,32
Itaquaquecetuba (Município) (352310)	112.117	112.154	3,27	3,27	7.521,290	20.520,88	82,620	4.436,09
Itararé (Município) (352320)	18.947	17.475	2,66	2,66	916,500	18.199,07	1.003,860	50,17
Itatiba (Município) (352340)	38.955	33.031	3,06	3,04	6.310,210	52.986,86	322,280	369,53
