Localidade	"Taxa de incidência de internações de  doenças gastrointestinais infecciosas
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  febre amarela
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  dengue
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  leptospirose
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  malária
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  esquistossomose
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças respiratórias: gripes e pneumonias
(Número de internações) (DATASUS)"	"Incidência de internações por doenças respiratórias: gripes e pneumonias
(Internações por 10 mil habitantes) (DATASUS)"
Luís Eduardo Magalhães (Município) (291955)	2,63	0,00	0,24	0,00	0,00	0,00	63	7,54
Madre de Deus (Município) (291992)	0,95	0,00	0,00	0,00	0,00	0,00	44	20,95
Mata de São João (Município) (292100)	0,64	0,00	0,21	0,00	0,00	0,00	73	15,53
Paulo Afonso (Município) (292400)	14,50	0,00	0,08	0,00	0,00	0,00	317	26,26
Pojuca (Município) (292520)	0,50	0,00	0,00	0,00	0,00	0,00	25	6,29
Porto Seguro (Município) (292530)	1,27	0,00	0,27	0,00	0,00	0,00	250	16,74
Ribeira do Pombal (Município) (292660)	4,37	0,00	0,55	0,00	0,00	0,00	94	17,10
Salvador (Município) (292740)	1,96	0,00	0,04	0,12	0,00	0,01	3.990	13,51
Santo Amaro (Município) (292860)	1,13	0,00	0,00	0,00	0,00	0,00	33	5,33
Santo Antônio de Jesus (Município) (292870)	7,35	0,00	0,00	0,00	0,00	0,00	242	23,42
Santo Estêvão (Município) (292880)	4,27	0,00	0,00	0,00	0,00	0,00	119	22,08
São Francisco do Conde (Município) (292920)	0,50	0,00	0,00	0,25	0,00	0,00	14	3,48
São Sebastião do Passé (Município) (292950)	2,18	0,00	0,00	0,00	0,00	0,00	42	9,16
Senhor do Bonfim (Município) (293010)	9,36	0,00	0,37	0,00	0,00	0,00	130	16,01
Serrinha (Município) (293050)	13,84	0,00	0,72	0,00	0,00	0,00	112	13,48
Simões Filho (Município) (293070)	3,82	0,00	0,37	0,07	0,00	0,00	289	21,24
Teixeira de Freitas (Município) (293135)	1,86	0,00	1,18	0,00	0,00	0,00	301	18,62
Tucano (Município) (293190)	8,76	0,00	0,19	0,00	0,00	0,00	113	21,51
Valença (Município) (293290)	19,54	0,00	0,10	0,00	0,00	0,00	411	41,62
Vera Cruz (Município) (293320)	6,42	0,00	2,75	0,23	0,00	0,00	112	25,66
Vitória da Conquista (Município) (293330)	4,39	0,00	0,09	0,00	0,00	0,00	1.759	50,44
Alfenas (Município) (310160)	0,75	0,00	0,13	0,00	0,00	0,00	375	47,05
Araguari (Município) (310350)	1,45	0,00	0,26	0,00	0,00	0,00	204	17,37
Araxá (Município) (310400)	0,86	0,00	0,10	0,00	0,00	0,00	233	22,34
Baldim (Município) (310500)	0,00	0,00	0,00	0,00	0,00	0,00	11	13,66
Barão de Cocais (Município) (310540)	1,56	0,31	0,94	0,00	0,00	0,00	125	39,10
Barbacena (Município) (310560)	4,24	0,00	0,07	0,00	0,00	0,00	355	25,97
Belo Horizonte (Município) (310620)	2,96	0,02	0,28	0,05	0,01	0,01	4.861	19,26
Belo Vale (Município) (310640)	10,20	0,00	0,00	0,00	0,00	0,00	50	63,77
Betim (Município) (310670)	1,40	0,05	0,00	0,05	0,00	0,05	374	8,76
Bom Despacho (Município) (310740)	3,80	0,00	0,20	0,00	0,00	0,00	244	48,76
Bonfim (Município) (310810)	0,00	0,00	0,00	0,00	0,00	0,00	15	21,37
Brumadinho (Município) (310900)	2,32	0,00	0,00	0,00	0,00	0,00	140	36,02
Caeté (Município) (311000)	1,58	0,00	0,45	0,00	0,00	0,00	161	36,28
Campo Belo (Município) (311120)	0,18	0,00	0,00	0,00	0,00	0,00	200	36,73
Capim Branco (Município) (311250)	1,03	0,00	0,00	0,00	0,00	0,00	23	23,77
Caratinga (Município) (311340)	1,42	6,10	1,09	0,00	0,00	0,00	105	11,43
Cataguases (Município) (311530)	8,13	0,00	0,53	0,00	0,00	0,00	440	58,65
Confins (Município) (311787)	0,00	0,00	0,00	0,00	0,00	0,00	7	10,59
Congonhas (Município) (311800)	2,23	0,00	0,37	0,19	0,00	0,00	167	31,02
Conselheiro Lafaiete (Município) (311830)	30,46	0,00	0,31	0,00	0,00	0,00	318	24,97
Contagem (Município) (311860)	1,59	0,03	0,12	0,05	0,00	0,03	626	9,51
Coronel Fabriciano (Município) (311940)	3,44	0,00	0,63	0,00	0,00	0,00	278	25,20
Curvelo (Município) (312090)	1,75	0,00	0,25	0,00	0,00	0,00	242	30,30
Divinópolis (Município) (312230)	0,47	0,00	0,00	0,00	0,00	0,00	237	10,09
Esmeraldas (Município) (312410)	1,88	0,14	0,58	0,00	0,00	0,00	211	30,58
Florestal (Município) (312600)	0,00	0,00	0,00	0,00	0,00	0,00	3	4,09
Formiga (Município) (312610)	3,22	0,00	0,44	0,00	0,00	0,00	231	33,76
Fortuna de Minas (Município) (312640)	0,00	3,41	0,00	0,00	0,00	0,00	10	34,11
Frutal (Município) (312710)	5,79	0,00	0,68	0,00	0,00	0,00	252	42,88
Funilândia (Município) (312720)	2,34	0,00	0,00	0,00	0,00	0,00	8	18,70
Governador Valadares (Município) (312770)	3,38	0,00	0,82	0,00	0,00	0,04	552	19,65
Guaxupé (Município) (312870)	12,43	0,00	0,38	0,00	0,00	0,00	384	73,43
Ibirité (Município) (312980)	2,48	0,00	0,23	0,00	0,00	0,11	305	17,19
Igarapé (Município) (313010)	0,73	0,00	0,00	0,00	0,00	0,00	15	3,65
Inhaúma (Município) (313100)	1,60	0,00	0,00	0,00	0,00	0,00	16	25,64
Ipatinga (Município) (313130)	2,95	0,15	0,54	0,04	0,00	0,04	547	20,94
Itabira (Município) (313170)	4,61	0,00	0,34	0,00	0,00	0,00	281	23,56
Itabirito (Município) (313190)	2,16	0,00	0,00	0,00	0,00	0,00	103	20,27
Itaguara (Município) (313220)	7,50	0,00	0,75	0,00	0,00	0,00	175	131,29
Itajubá (Município) (313240)	2,47	0,00	0,00	0,41	0,00	0,00	381	39,28
Itatiaiuçu (Município) (313370)	2,73	0,00	0,00	0,00	0,00	0,00	37	33,70
Itaúna (Município) (313380)	7,12	0,00	0,00	0,00	0,00	0,00	316	34,09
Ituiutaba (Município) (313420)	9,28	0,00	0,10	0,00	0,00	0,00	381	36,45
Jaboticatubas (Município) (313460)	2,56	0,00	0,00	0,00	0,00	0,00	78	39,91
Janaúba (Município) (313510)	2,79	0,00	0,42	0,00	0,00	0,00	280	39,08
Januária (Município) (313520)	0,87	0,00	0,29	0,15	0,00	0,00	208	30,33
João Monlevade (Município) (313620)	2,01	0,00	0,00	0,00	0,00	0,00	232	29,15
Nova União (Município) (313660)	0,00	0,00	0,00	0,00	0,00	0,00	21	36,18
Juatuba (Município) (313665)	1,55	0,00	0,77	0,00	0,00	0,00	12	4,64
Juiz de Fora (Município) (313670)	5,76	0,02	0,35	0,00	0,00	0,00	1.604	28,45
Lagoa da Prata (Município) (313720)	0,78	0,00	0,78	0,20	0,00	0,00	81	15,82
Lagoa Santa (Município) (313760)	0,97	0,00	0,00	0,00	0,00	0,16	97	15,71
Lavras (Município) (313820)	4,21	0,00	0,00	0,00	0,00	0,00	167	16,35
Leopoldina (Município) (313840)	8,25	0,19	0,56	0,19	0,00	0,00	274	51,36
Manhuaçu (Município) (313940)	5,76	0,56	0,11	0,23	0,00	0,00	217	24,50
Mariana (Município) (314000)	5,68	0,17	0,00	0,00	0,00	0,00	212	35,42
Mário Campos (Município) (314015)	0,67	0,00	0,00	0,00	0,00	0,00	18	12,01
Mateus Leme (Município) (314070)	0,33	0,00	0,00	0,00	0,00	0,00	33	10,76
Matozinhos (Município) (314110)	5,89	0,00	0,27	0,00	0,00	0,00	107	28,65
Moeda (Município) (314230)	6,05	0,00	0,00	0,00	0,00	0,00	21	42,36
Montes Claros (Município) (314330)	2,19	0,02	0,12	0,05	0,00	0,00	1.046	26,02
Muriaé (Município) (314390)	8,48	0,00	0,83	0,00	0,00	0,09	572	52,70
Nova Lima (Município) (314480)	2,06	0,00	0,11	0,00	0,00	0,00	183	19,85
Nova Serrana (Município) (314520)	0,63	0,00	0,32	0,00	0,00	0,00	136	14,36
Ouro Preto (Município) (314610)	2,41	0,00	0,00	0,00	0,00	0,00	195	26,12
Paracatu (Município) (314700)	1,19	0,00	1,19	0,00	0,00	0,00	329	35,61
Pará de Minas (Município) (314710)	1,40	0,00	0,00	0,00	0,00	0,00	197	21,24
Passos (Município) (314790)	2,62	0,00	0,09	0,09	0,00	0,00	286	24,99
Patos de Minas (Município) (314800)	1,79	0,00	1,39	0,00	0,00	0,07	594	39,37
Patrocínio (Município) (314810)	3,00	0,11	0,11	0,00	0,00	0,00	279	31,01
Pedro Leopoldo (Município) (314930)	1,57	0,00	0,16	0,00	0,00	0,00	78	12,22
Pirapora (Município) (315120)	6,35	0,00	0,18	0,00	0,00	0,00	230	40,56
Poços de Caldas (Município) (315180)	0,48	0,00	0,00	0,00	0,00	0,00	212	12,76
Ponte Nova (Município) (315210)	3,31	0,00	0,00	0,00	0,00	0,00	116	19,22
Pouso Alegre (Município) (315250)	1,36	0,00	0,00	0,00	0,00	0,00	290	19,71
Prudente de Morais (Município) (315360)	4,73	0,00	0,00	0,00	0,00	0,00	40	37,82
Raposos (Município) (315390)	1,83	0,00	0,00	0,00	0,00	0,00	39	23,79
Ribeirão das Neves (Município) (315460)	2,22	0,00	0,30	0,03	0,00	0,03	511	15,54
Rio Acima (Município) (315480)	0,99	0,00	0,00	0,00	0,00	0,00	23	22,72
Rio Manso (Município) (315530)	1,73	0,00	0,00	0,00	0,00	0,00	0	0,00
Sabará (Município) (315670)	2,57	0,00	0,29	0,00	0,00	0,07	268	19,71
Santa Bárbara (Município) (315720)	1,96	0,00	0,98	0,00	0,00	0,00	150	48,88
Santa Luzia (Município) (315780)	2,56	0,00	0,27	0,05	0,00	0,00	522	23,85
São Francisco (Município) (316110)	0,35	0,00	0,18	0,00	0,00	0,00	280	49,29
São João del Rei (Município) (316250)	4,65	0,00	0,11	0,00	0,00	0,00	233	25,81
São Joaquim de Bicas (Município) (316292)	0,66	0,00	0,00	0,00	0,00	0,33	25	8,29
São José da Lapa (Município) (316295)	1,31	0,00	0,00	0,00	0,00	0,00	10	4,36
São José da Varginha (Município) (316310)	0,00	0,00	0,00	0,00	0,00	0,00	9	18,62
São Sebastião do Paraíso (Município) (316470)	1,28	0,00	0,14	0,00	0,00	0,00	351	49,76
Sarzedo (Município) (316553)	0,97	0,00	1,29	0,00	0,00	0,32	31	9,99
Sete Lagoas (Município) (316720)	2,12	0,00	0,21	0,00	0,00	0,00	463	19,60
Taquaraçu de Minas (Município) (316830)	0,00	0,00	0,00	0,00	0,00	2,45	6	14,72
Teófilo Otoni (Município) (316860)	0,49	1,90	0,42	0,00	0,00	0,00	119	8,38
Timóteo (Município) (316870)	1,80	0,00	0,90	0,00	0,11	0,00	162	18,22
Três Corações (Município) (316930)	4,05	0,13	4,43	0,00	0,00	0,00	314	39,75
Três Pontas (Município) (316940)	2,28	0,00	0,18	0,00	0,00	0,00	187	32,75
Ubá (Município) (316990)	26,57	0,00	0,18	0,00	0,00	0,00	271	23,92
Uberaba (Município) (317010)	2,80	0,00	0,37	0,03	0,00	0,03	816	24,86
Uberlândia (Município) (317020)	3,15	0,00	0,75	0,01	0,00	0,00	1.362	20,13
Unaí (Município) (317040)	2,50	0,00	0,71	0,00	0,00	0,00	224	26,67
Varginha (Município) (317070)	1,49	0,00	0,00	0,00	0,00	0,00	391	29,10
Vespasiano (Município) (317120)	2,04	0,00	0,33	0,00	0,00	0,08	230	18,80
Viçosa (Município) (317130)	6,63	0,00	0,26	0,00	0,00	0,00	138	17,61
Aracruz (Município) (320060)	1,93	0,00	0,61	0,00	0,00	0,00	368	37,40
Cachoeiro de Itapemirim (Município) (320120)	8,32	0,05	0,90	0,14	0,00	0,00	470	22,21
Cariacica (Município) (320130)	2,79	0,23	0,41	0,00	0,00	0,05	724	18,69
Colatina (Município) (320150)	6,26	0,08	0,40	0,00	0,00	0,00	227	18,23
Fundão (Município) (320220)	1,45	0,48	0,00	0,00	0,00	0,00	31	14,93
Guarapari (Município) (320240)	3,17	0,16	0,89	0,00	0,00	0,00	259	21,03
Linhares (Município) (320320)	3,85	0,00	0,95	0,00	0,00	0,00	411	24,31
São Mateus (Município) (320490)	7,08	0,00	2,18	0,00	0,00	0,00	573	44,61
Serra (Município) (320500)	1,41	0,22	0,30	0,00	0,00	0,02	858	17,07
Viana (Município) (320510)	2,21	0,26	0,26	0,00	0,00	0,00	119	15,50
Vila Velha (Município) (320520)	2,63	0,08	0,66	0,02	0,00	0,00	663	13,63
Vitória (Município) (320530)	2,51	0,14	0,19	0,03	0,00	0,06	580	15,97
Angra dos Reis (Município) (330010)	1,13	0,00	0,21	0,10	0,00	0,00	479	24,61
Araruama (Município) (330020)	0,32	0,08	0,00	0,00	0,00	0,00	89	7,02
Barra do Piraí (Município) (330030)	12,21	0,00	0,92	0,10	0,00	0,00	234	24,01
Barra Mansa (Município) (330040)	1,39	0,00	0,28	0,17	0,00	0,00	290	16,16
Belford Roxo (Município) (330045)	10,93	0,00	0,06	0,02	0,02	0,00	1.080	21,78
Cabo Frio (Município) (330070)	1,02	0,05	0,19	0,05	0,00	0,00	243	11,25
Cachoeiras de Macacu (Município) (330080)	6,14	0,00	0,35	0,00	0,00	0,00	249	43,65
Campos dos Goytacazes (Município) (330100)	3,22	0,00	1,04	0,02	0,00	0,02	1.669	34,04
Duque de Caxias (Município) (330170)	2,00	0,00	0,11	0,04	0,00	0,00	1.391	15,61
Guapimirim (Município) (330185)	3,11	0,00	0,52	0,35	0,00	0,00	168	29,01
Itaboraí (Município) (330190)	1,08	0,00	0,13	0,00	0,00	0,00	369	15,88
Itaguaí (Município) (330200)	0,25	0,00	0,08	0,00	0,00	0,00	92	7,52
Itaperuna (Município) (330220)	5,20	0,00	0,20	0,10	0,00	0,00	378	37,80
Japeri (Município) (330227)	1,88	0,00	0,00	0,00	0,00	0,00	185	18,27
Macaé (Município) (330240)	3,07	0,00	0,08	0,04	0,00	0,00	807	33,05
Magé (Município) (330250)	0,80	0,00	0,13	0,17	0,00	0,00	528	22,24
Maricá (Município) (330270)	0,91	0,00	0,07	0,00	0,00	0,00	252	16,47
Mesquita (Município) (330285)	1,23	0,00	0,06	0,06	0,00	0,00	94	5,49
Nilópolis (Município) (330320)	0,13	0,00	0,06	0,06	0,00	0,00	82	5,18
Niterói (Município) (330330)	1,46	0,00	0,24	0,02	0,02	0,00	710	14,23
Nova Friburgo (Município) (330340)	1,40	0,00	0,05	0,00	0,00	0,00	620	33,44
Nova Iguaçu (Município) (330350)	2,04	0,01	0,18	0,04	0,00	0,00	1.251	15,66
Paracambi (Município) (330360)	3,37	0,00	0,59	0,00	0,00	0,00	201	39,84
Petrópolis (Município) (330390)	0,67	0,00	0,07	0,17	0,03	0,00	492	16,50
Queimados (Município) (330414)	2,68	0,00	0,28	0,00	0,00	0,00	374	25,72
Resende (Município) (330420)	3,15	0,00	0,47	0,16	0,00	0,00	531	41,84
Rio Bonito (Município) (330430)	5,66	0,00	0,86	0,00	0,00	0,00	206	35,35
Rio das Ostras (Município) (330452)	0,71	0,00	0,21	0,00	0,07	0,00	302	21,40
Rio de Janeiro (Município) (330455)	0,57	0,00	0,04	0,03	0,01	0,01	6.550	10,05
São Gonçalo (Município) (330490)	0,71	0,00	0,30	0,07	0,00	0,00	1.607	15,31
São João de Meriti (Município) (330510)	1,30	0,00	0,02	0,07	0,00	0,00	397	8,62
São Pedro da Aldeia (Município) (330520)	0,30	0,00	0,00	0,00	0,00	0,00	35	3,50
Saquarema (Município) (330550)	0,70	0,00	0,00	0,00	0,00	0,00	250	29,35
Seropédica (Município) (330555)	0,36	0,00	0,47	0,00	0,00	0,00	68	8,06
Tanguá (Município) (330575)	2,12	0,00	0,30	0,00	0,00	0,00	47	14,26
Teresópolis (Município) (330580)	1,53	0,00	0,00	0,06	0,00	0,00	364	20,67
Três Rios (Município) (330600)	2,27	0,00	0,00	0,00	0,00	0,00	80	10,08
Valença (Município) (330610)	5,66	0,00	0,13	0,13	0,00	0,00	385	51,86
Volta Redonda (Município) (330630)	1,96	0,00	0,60	0,26	0,00	0,00	754	28,43
Americana (Município) (350160)	0,81	0,00	0,00	0,00	0,00	0,00	281	12,02
Amparo (Município) (350190)	3,93	0,28	0,14	0,28	0,00	0,00	226	31,74
Andradina (Município) (350210)	10,11	0,00	0,35	0,00	0,00	0,00	209	36,44
Araçatuba (Município) (350280)	2,41	0,00	0,31	0,00	0,00	0,00	527	27,04
Araraquara (Município) (350320)	1,30	0,00	0,17	0,00	0,00	0,00	435	18,85
Araras (Município) (350330)	2,59	0,00	0,00	0,23	0,00	0,00	233	17,75
Artur Nogueira (Município) (350380)	0,58	0,00	0,00	0,19	0,00	0,00	21	4,04
Arujá (Município) (350390)	1,85	0,00	0,00	0,12	0,00	0,00	125	14,46
Assis (Município) (350400)	3,79	0,00	0,19	0,10	0,00	0,00	179	17,39
Atibaia (Município) (350410)	1,29	0,07	0,14	0,00	0,00	0,00	318	22,77
Avaré (Município) (350450)	11,51	0,00	0,00	0,00	0,00	0,00	474	52,97
Barretos (Município) (350550)	1,82	0,00	0,25	0,08	0,00	0,00	325	26,94
Barueri (Município) (350570)	7,25	0,00	0,37	0,19	0,00	0,00	1.362	50,91
Batatais (Município) (350590)	15,61	0,00	0,33	0,00	0,00	0,00	296	48,15
Bauru (Município) (350600)	1,72	0,00	0,03	0,03	0,00	0,00	544	14,64
Bebedouro (Município) (350610)	1,54	0,00	0,00	0,00	0,00	0,00	152	19,55
Bertioga (Município) (350635)	2,02	0,00	0,00	1,52	0,17	0,17	220	37,10
Birigui (Município) (350650)	3,56	0,00	0,25	0,00	0,00	0,00	783	64,88
Biritiba-Mirim (Município) (350660)	2,52	0,00	0,31	0,31	0,00	0,00	48	15,10
Boituva (Município) (350700)	1,55	0,00	0,52	0,00	0,00	0,00	192	33,15
Botucatu (Município) (350750)	3,09	0,00	0,21	0,00	0,07	0,00	452	31,71
Bragança Paulista (Município) (350760)	0,43	0,00	0,30	0,00	0,00	0,00	411	25,04
Caçapava (Município) (350850)	1,40	0,00	0,22	0,11	0,00	0,00	238	25,71
Caieiras (Município) (350900)	1,02	0,00	0,10	0,10	0,00	0,00	188	19,14
Cajamar (Município) (350920)	0,54	0,00	0,14	0,00	0,00	0,00	158	21,37
Campinas (Município) (350950)	1,07	0,01	0,12	0,11	0,02	0,02	2.378	20,11
Campo Limpo Paulista (Município) (350960)	0,97	0,00	0,24	0,12	0,00	0,12	280	33,93
Campos do Jordão (Município) (350970)	2,72	0,00	0,00	0,19	0,00	0,00	228	44,31
Capivari (Município) (351040)	2,58	0,00	0,18	0,00	0,00	0,00	195	35,91
Caraguatatuba (Município) (351050)	2,74	0,00	0,17	0,00	0,00	0,00	528	45,21
Carapicuíba (Município) (351060)	4,11	0,00	0,33	0,15	0,00	0,00	1.088	27,43
Catanduva (Município) (351110)	2,24	0,00	0,08	0,00	0,00	0,00	333	27,59
Cosmópolis (Município) (351280)	1,16	0,00	0,14	0,00	0,00	0,00	58	8,40
Cotia (Município) (351300)	1,35	0,00	0,21	0,13	0,00	0,00	503	21,16
Cruzeiro (Município) (351340)	3,18	0,00	0,24	0,12	0,00	0,00	280	34,26
Cubatão (Município) (351350)	0,47	0,00	0,08	0,08	0,00	0,00	57	4,43
Diadema (Município) (351380)	5,00	0,00	0,12	0,05	0,02	0,00	1.486	35,56
Embu das Artes (Município) (351500)	2,17	0,00	0,07	0,11	0,00	0,00	790	29,58
Embu-Guaçu (Município) (351510)	3,81	0,00	0,00	0,00	0,00	0,00	202	29,59
Fernandópolis (Município) (351550)	6,12	0,00	0,15	0,00	0,00	0,00	214	31,16
Ferraz de Vasconcelos (Município) (351570)	2,65	0,00	0,05	0,05	0,00	0,00	500	26,47
Franca (Município) (351620)	0,95	0,00	0,03	0,00	0,06	0,03	610	17,57
Francisco Morato (Município) (351630)	7,23	0,00	0,41	0,06	0,00	0,00	936	54,54
Franco da Rocha (Município) (351640)	1,07	0,00	0,00	0,27	0,00	0,00	122	8,16
Guararema (Município) (351830)	2,07	0,00	0,00	0,00	0,00	0,00	118	40,72
Guaratinguetá (Município) (351840)	3,49	0,00	0,17	0,50	0,00	0,00	572	47,50
Guarujá (Município) (351870)	1,33	0,00	0,06	0,25	0,00	0,03	663	21,01
Guarulhos (Município) (351880)	1,58	0,00	0,10	0,16	0,00	0,04	3.323	24,63
Hortolândia (Município) (351907)	1,17	0,00	0,18	0,32	0,00	0,00	498	22,41
Ibitinga (Município) (351960)	1,02	0,00	0,51	0,00	0,00	0,00	192	32,70
Ibiúna (Município) (351970)	1,42	0,00	0,00	0,13	0,00	0,00	427	55,05
Indaiatuba (Município) (352050)	1,09	0,00	0,21	0,04	0,04	0,00	429	17,90
Itanhaém (Município) (352210)	0,41	0,00	0,00	0,10	0,20	0,00	59	5,98
Itapecerica da Serra (Município) (352220)	4,56	0,00	0,12	0,12	0,00	0,00	700	40,95
Itapetininga (Município) (352230)	0,25	0,00	0,12	0,00	0,00	0,00	493	30,80
Itapeva (Município) (352240)	11,65	0,00	0,00	0,00	0,00	0,00	604	64,55
Itapevi (Município) (352250)	2,44	0,00	0,09	0,22	0,04	0,00	531	23,14
Itapira (Município) (352260)	6,36	0,00	0,14	0,00	0,00	0,00	240	32,50
Itaquaquecetuba (Município) (352310)	0,97	0,03	0,08	0,11	0,00	0,00	629	17,44
Itararé (Município) (352320)	8,14	0,00	0,20	0,00	0,00	0,00	387	76,82
Itatiba (Município) (352340)	0,69	0,09	0,00	0,09	0,09	0,00	188	16,14
Itu (Município) (352390)	0,35	0,00	0,00	0,06	0,00	0,00	123	7,23
Itupeva (Município) (352400)	1,75	0,00	0,00	0,18	0,00	0,00	125	21,92
Jaboticabal (Município) (352430)	1,44	0,00	0,00	0,00	0,00	0,00	224	29,26
Jacareí (Município) (352440)	1,52	0,00	0,13	0,00	0,00	0,04	689	29,98
Jaguariúna (Município) (352470)	2,95	0,00	0,00	0,00	0,00	0,00	182	33,58
Jandira (Município) (352500)	2,14	0,00	0,00	0,00	0,00	0,00	154	12,68
Jaú (Município) (352530)	6,70	0,00	0,41	0,00	0,00	0,07	686	46,88
Jundiaí (Município) (352590)	2,08	0,02	0,17	0,05	0,00	0,00	795	19,41
Juquitiba (Município) (352620)	2,58	0,00	0,32	0,00	0,00	0,00	62	19,98
Leme (Município) (352670)	4,84	0,00	0,30	0,00	0,00	0,00	264	26,09
Lençóis Paulista (Município) (352680)	6,25	0,00	0,00	0,00	0,00	0,00	222	33,04
Limeira (Município) (352690)	1,83	0,00	0,17	0,13	0,00	0,00	563	18,71
Lins (Município) (352710)	2,34	0,00	0,00	0,00	0,00	0,00	153	19,86
Lorena (Município) (352720)	5,34	0,00	1,02	0,00	0,00	0,00	478	54,33
Mairiporã (Município) (352850)	5,33	0,00	0,00	0,00	0,00	0,00	217	22,70
Marília (Município) (352900)	1,32	0,00	0,00	0,00	0,00	0,00	622	26,44
Matão (Município) (352930)	5,22	0,00	0,24	0,00	0,00	0,00	297	36,08
Mauá (Município) (352940)	1,10	0,00	0,04	0,04	0,02	0,00	419	9,07
Mirassol (Município) (353030)	15,49	0,00	1,70	0,00	0,00	0,17	405	68,92
Mococa (Município) (353050)	7,25	0,00	0,72	0,00	0,00	0,00	340	49,28
Mogi das Cruzes (Município) (353060)	2,30	0,00	0,12	0,09	0,00	0,00	1.651	38,05
Mogi Guaçu (Município) (353070)	3,55	0,00	0,00	0,00	0,00	0,00	317	21,22
Mogi Mirim (Município) (353080)	2,92	0,00	0,22	0,00	0,00	0,00	263	28,47
Mongaguá (Município) (353110)	0,74	0,00	0,00	0,00	0,00	0,00	68	12,53
Monte Alto (Município) (353130)	21,41	0,00	0,00	0,00	0,00	0,00	230	46,02
Monte Mor (Município) (353180)	2,10	0,00	0,00	0,00	0,00	0,00	126	22,01
Nova Odessa (Município) (353340)	0,69	0,00	0,52	0,00	0,17	0,00	171	29,37
Olímpia (Município) (353390)	9,44	0,00	1,85	0,00	0,00	0,00	285	52,74
Osasco (Município) (353440)	2,82	0,00	0,06	0,04	0,00	0,00	1.624	23,27
Ourinhos (Município) (353470)	1,25	0,00	0,00	0,09	0,00	0,00	223	19,94
Paulínia (Município) (353650)	1,76	0,00	0,10	0,20	0,00	0,00	217	21,17
Penápolis (Município) (353730)	7,17	0,00	1,43	0,00	0,00	0,00	376	59,93
Peruíbe (Município) (353760)	0,15	0,00	0,00	0,00	0,00	0,00	22	3,30
Piedade (Município) (353780)	1,82	0,00	0,18	0,18	0,00	0,00	154	27,95
Pindamonhangaba (Município) (353800)	2,13	0,00	0,37	0,12	0,00	0,00	437	26,65
Piracicaba (Município) (353870)	2,44	0,00	0,08	0,08	0,00	0,00	664	16,71
Pirapora do Bom Jesus (Município) (353910)	1,65	0,00	0,00	0,00	0,00	0,00	34	18,71
Pirassununga (Município) (353930)	5,03	0,00	0,13	0,00	0,00	0,00	182	24,11
Poá (Município) (353980)	1,56	0,00	0,09	0,00	0,00	0,00	265	22,95
Porto Feliz (Município) (354060)	2,48	0,00	0,19	0,19	0,00	0,00	307	58,47
Porto Ferreira (Município) (354070)	5,41	0,18	0,36	0,00	0,00	0,00	268	48,35
Praia Grande (Município) (354100)	0,35	0,00	0,23	0,10	0,00	0,00	328	10,58
Presidente Prudente (Município) (354140)	4,04	0,00	0,36	0,00	0,00	0,00	493	21,88
Registro (Município) (354260)	0,35	0,00	0,18	0,00	0,00	0,00	134	23,75
Ribeirão Pires (Município) (354330)	0,57	0,00	0,00	0,00	0,00	0,00	82	6,73
Ribeirão Preto (Município) (354340)	2,37	0,00	0,22	0,03	0,01	0,00	1.767	25,90
Rio Claro (Município) (354390)	0,44	0,00	0,05	0,00	0,05	0,00	127	6,26
Rio Grande da Serra (Município) (354410)	0,81	0,00	0,00	0,00	0,00	0,00	46	9,31
Salesópolis (Município) (354500)	1,77	0,00	0,00	0,00	0,00	0,00	62	36,68
Salto (Município) (354520)	0,69	0,00	0,09	0,00	0,00	0,00	459	39,50
Santa Bárbara d'Oeste (Município) (354580)	0,52	0,00	0,00	0,00	0,00	0,00	197	10,27
Santa Isabel (Município) (354680)	4,46	0,00	0,18	0,00	0,00	0,00	174	31,06
Santana de Parnaíba (Município) (354730)	2,05	0,00	0,30	0,30	0,00	0,00	187	14,18
Santo André (Município) (354780)	1,96	0,01	0,08	0,08	0,00	0,01	1.404	19,63
Santos (Município) (354850)	0,83	0,00	0,21	0,12	0,02	0,05	787	18,10
São Bernardo do Campo (Município) (354870)	0,63	0,00	0,01	0,07	0,00	0,01	1.438	17,38
São Caetano do Sul (Município) (354880)	2,51	0,00	0,06	0,00	0,00	0,00	529	33,14
São Carlos (Município) (354890)	2,15	0,00	0,20	0,00	0,00	0,00	726	29,50
São João da Boa Vista (Município) (354910)	1,67	0,00	0,00	0,00	0,00	0,00	262	29,08
São Joaquim da Barra (Município) (354940)	3,14	0,00	0,00	0,00	0,00	0,00	160	31,42
São José do Rio Pardo (Município) (354970)	4,57	0,00	0,37	0,00	0,00	0,00	349	63,76
São José do Rio Preto (Município) (354980)	2,00	0,00	0,73	0,00	0,02	0,00	1.652	36,66
São José dos Campos (Município) (354990)	2,03	0,00	0,18	0,14	0,00	0,01	1.711	24,33
São Lourenço da Serra (Município) (354995)	3,88	0,00	0,00	1,29	0,00	0,00	28	18,11
