Localidade	"População total
(pessoas) (IBGE)"	"População das cidades declarantes do SNIS
(pessoas) (SNIS)"	"População urbana total
(pessoas) (SNIS)"	"Área do município
(km²) (IBGE)"	"População total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"População urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"Parcela da população urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"	"Parcela da população total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"
Casa Nova (Município) (290720)	72.172	72.172	41.724	9.647,070	49.172	23.724	56,9%	68,1%
Catu (Município) (290750)	55.719	55.719	46.641	433,190	55.719	46.641	100,0%	100,0%
Conceição do Coité (Município) (290840)	68.146	68.146	39.848	1.015,250	64.537	36.239	90,9%	94,7%
Cruz das Almas (Município) (290980)	64.197	64.197	54.644	139,120	54.971	45.418	83,1%	85,6%
Dias d'Ávila (Município) (291005)	78.058	78.058	73.397	184,230	48.457	43.796	59,7%	62,1%
Euclides da Cunha (Município) (291070)	60.066	60.666	29.548	1.992,640	51.783	20.665	69,9%	85,4%
Eunápolis (Município) (291072)	113.191	113.191	105.528	1.425,970	105.012	97.349	92,2%	92,8%
Feira de Santana (Município) (291080)	617.528	617.528	566.489	1.304,430	276.635	225.596	39,8%	44,8%
Guanambi (Município) (291170)	85.797	85.797	68.092	1.272,370	45.638	27.933	41,0%	53,2%
Ilhéus (Município) (291360)	180.213	180.213	151.890	1.584,690	91.978	63.655	41,9%	51,0%
Ipirá (Município) (291400)	62.095	62.095	30.354	3.105,280	58.669	27.478	90,5%	94,5%
Irecê (Município) (291460)	73.380	73.380	67.656	319,170	59.579	53.855	79,6%	81,2%
Itaberaba (Município) (291470)	66.310	66.310	52.166	2.386,390	57.942	43.798	84,0%	87,4%
Itabuna (Município) (291480)	219.680	219.680	214.287	401,030	71.035	66.282	30,9%	32,3%
Itamaraju (Município) (291560)	67.249	67.249	53.085	2.360,290	27.030	12.866	24,2%	40,2%
Itaparica (Município) (291610)	22.615	22.615	22.615	118,040	13.552	13.552	59,9%	59,9%
Itapetinga (Município) (291640)	76.184	76.184	73.956	1.651,150	4.263	4.263	5,8%	5,6%
Jacobina (Município) (291750)	84.811	84.811	59.791	2.192,910	80.622	55.602	93,0%	95,1%
Jaguaquara (Município) (291760)	55.449	55.449	42.230	924,740	37.758	24.539	58,1%	68,1%
Jequié (Município) (291800)	161.528	161.528	148.268	2.969,030	19.902	6.642	4,5%	12,3%
Juazeiro (Município) (291840)	218.324	218.324	177.309	6.721,200	83.752	49.006	27,6%	38,4%
Lauro de Freitas (Município) (291920)	191.436	191.436	191.436	57,660	109.764	109.764	57,3%	57,3%
Luís Eduardo Magalhães (Município) (291955)	79.162	79.162	72.282	3.940,540	70.920	64.040	88,6%	89,6%
Madre de Deus (Município) (291992)	20.348	20.348	19.737	32,200	4.453	3.842	19,5%	21,9%
Mata de São João (Município) (292100)	45.813	45.813	34.004	604,290	29.902	20.545	60,4%	65,3%
Paulo Afonso (Município) (292400)	119.214	119.214	102.726	1.545,190	85.366	68.878	67,1%	71,6%
Pojuca (Município) (292520)	37.543	37.543	32.220	308,700	9.087	5.785	18,0%	24,2%
Porto Seguro (Município) (292530)	145.431	145.431	119.249	2.287,090	50.550	24.368	20,4%	34,8%
Ribeira do Pombal (Município) (292660)	51.418	51.418	32.198	1.177,450	41.963	23.587	73,3%	81,6%
Salvador (Município) (292740)	2.921.087	2.921.087	2.920.287	692,820	590.658	589.858	20,2%	20,2%
Santo Amaro (Município) (292860)	61.702	61.702	47.788	489,320	37.297	23.383	48,9%	60,4%
Santo Antônio de Jesus (Município) (292870)	101.548	101.548	88.505	261,740	84.137	71.094	80,3%	82,9%
Santo Estêvão (Município) (292880)	53.193	53.193	30.763	360,330	52.753	30.323	98,6%	99,2%
São Francisco do Conde (Município) (292920)	39.329	39.329	32.464	269,610	25.285	18.420	56,7%	64,3%
São Sebastião do Passé (Município) (292950)	45.482	45.482	35.727	536,580	43.974	34.219	95,8%	96,7%
Senhor do Bonfim (Município) (293010)	81.330	81.330	62.912	789,360	36.903	29.285	46,5%	45,4%
Serrinha (Município) (293050)	83.275	83.275	51.192	583,310	75.773	43.690	85,3%	91,0%
Simões Filho (Município) (293070)	133.202	133.202	119.395	201,580	92.807	79.000	66,2%	69,7%
Teixeira de Freitas (Município) (293135)	157.804	157.804	147.449	1.165,620	125.025	114.670	77,8%	79,2%
Tucano (Município) (293190)	55.777	55.777	23.365	2.185,010	44.543	12.131	51,9%	79,9%
Valença (Município) (293290)	97.305	97.305	70.634	1.124,660	26.273	11.302	16,0%	27,0%
Vera Cruz (Município) (293320)	42.650	42.650	40.013	299,730	37.315	34.678	86,7%	87,5%
Vitória da Conquista (Município) (293330)	343.230	343.230	307.296	3.705,840	66.127	30.193	9,8%	19,3%
Alfenas (Município) (310160)	78.712	78.712	73.806	850,450	12.958	8.052	10,9%	16,5%
Araguari (Município) (310350)	116.267	116.267	108.624	2.729,510	313	0	0,0%	0,3%
Araxá (Município) (310400)	102.238	102.238	100.723	1.164,060	7.196	5.681	5,6%	7,0%
Baldim (Município) (310500)	8.071	8.071	5.168	556,270	2.896	0	0,0%	35,9%
Barão de Cocais (Município) (310540)	31.270	31.270	28.350	340,590	2.210	1.800	6,3%	7,1%
Barbacena (Município) (310560)	134.924	134.924	123.475	759,190	47.390	36.288	29,4%	35,1%
Belo Horizonte (Município) (310620)	2.502.557	2.502.557	2.502.557	331,400	217.193	217.193	8,7%	8,7%
Belo Vale (Município) (310640)	7.816	7.816	3.417	365,920	7.816	3.417	100,0%	100,0%
Betim (Município) (310670)	417.307	417.307	414.263	343,860	105.076	102.032	24,6%	25,2%
Bom Despacho (Município) (310740)	49.236	49.236	46.364	1.213,550	7.866	4.994	10,8%	16,0%
Bonfim (Município) (310810)	7.016	7.016	3.429	301,870	4.780	1.193	34,8%	68,1%
Brumadinho (Município) (310900)	37.857	37.857	31.917	639,430	22.077	16.137	50,6%	58,3%
Caeté (Município) (311000)	43.739	43.739	38.035	542,530	3.398	2.350	6,2%	7,8%
Campo Belo (Município) (311120)	54.076	54.076	51.015	528,230	2.491	0	0,0%	4,6%
Capim Branco (Município) (311250)	9.537	9.537	8.688	95,330	8.121	7.272	83,7%	85,2%
Caratinga (Município) (311340)	90.782	90.782	75.057	1.258,480	40.067	24.342	32,4%	44,1%
Cataguases (Município) (311530)	74.171	74.171	71.006	491,770	28.514	25.349	35,7%	38,4%
Confins (Município) (311787)	6.478	6.478	6.478	42,360	6.478	6.478	100,0%	100,0%
Congonhas (Município) (311800)	52.827	52.827	51.430	304,070	18.968	17.571	34,2%	35,9%
Conselheiro Lafaiete (Município) (311830)	125.421	125.421	119.774	370,250	28.574	22.927	19,1%	22,8%
Contagem (Município) (311860)	648.766	648.766	646.571	195,050	129.297	127.102	19,7%	19,9%
Coronel Fabriciano (Município) (311940)	109.363	109.363	107.993	221,250	28.547	27.177	25,2%	26,1%
Curvelo (Município) (312090)	78.900	78.900	71.632	3.296,200	23.297	16.029	22,4%	29,5%
Divinópolis (Município) (312230)	230.848	230.848	224.888	708,120	38.427	32.467	14,4%	16,6%
Esmeraldas (Município) (312410)	67.208	67.208	62.685	909,680	58.786	54.263	86,6%	87,5%
Florestal (Município) (312600)	7.209	7.209	6.012	194,240	72	60	1,0%	1,0%
Formiga (Município) (312610)	68.040	68.040	62.147	1.501,920	4.260	2.747	4,4%	6,3%
Fortuna de Minas (Município) (312640)	2.893	2.893	1.995	198,710	1.107	209	10,5%	38,3%
Frutal (Município) (312710)	57.795	57.795	49.819	2.426,970	14.091	6.115	12,3%	24,4%
Funilândia (Município) (312720)	4.196	4.196	2.208	199,800	3.108	1.120	50,7%	74,1%
Governador Valadares (Município) (312770)	278.363	278.363	267.396	2.342,330	7.116	6.104	2,3%	2,6%
Guaxupé (Município) (312870)	51.911	51.911	48.813	286,400	8.583	5.485	11,2%	16,5%
Ibirité (Município) (312980)	173.873	173.873	173.475	72,570	58.269	57.871	33,4%	33,5%
Igarapé (Município) (313010)	39.774	39.774	37.275	110,940	22.291	19.792	53,1%	56,0%
Inhaúma (Município) (313100)	6.158	6.158	4.497	245,000	4.102	2.441	54,3%	66,6%
Ipatinga (Município) (313130)	257.345	257.345	254.658	164,880	23.337	20.650	8,1%	9,1%
Itabira (Município) (313170)	117.634	117.634	109.633	1.253,700	12.368	6.865	6,3%	10,5%
Itabirito (Município) (313190)	49.768	49.768	47.706	542,610	7.543	5.481	11,5%	15,2%
Itaguara (Município) (313220)	13.172	13.172	10.142	410,470	2.552	547	5,4%	19,4%
Itajubá (Município) (313240)	96.020	96.020	87.659	294,840	17.924	9.563	10,9%	18,7%
Itatiaiuçu (Município) (313370)	10.781	10.781	6.755	295,150	10.781	6.755	100,0%	100,0%
Itaúna (Município) (313380)	91.453	91.453	86.090	495,770	3.642	0	0,0%	4,0%
Ituiutaba (Município) (313420)	103.333	103.333	99.030	2.598,050	4.500	197	0,2%	4,4%
Jaboticatubas (Município) (313460)	19.052	19.052	11.942	1.114,970	10.954	3.844	32,2%	57,5%
Janaúba (Município) (313510)	70.886	70.886	64.272	2.181,320	54.889	48.275	75,1%	77,4%
Januária (Município) (313520)	68.247	68.247	43.079	6.661,590	60.296	35.128	81,5%	88,3%
João Monlevade (Município) (313620)	78.583	78.583	78.228	99,160	0	430	0,5%	0,0%
Nova União (Município) (313660)	5.779	5.779	2.988	172,130	2.312	0	0,0%	40,0%
Juatuba (Município) (313665)	25.087	25.087	24.663	97,170	17.609	17.185	69,7%	70,2%
Juiz de Fora (Município) (313670)	555.284	555.284	548.971	1.435,750	29.263	22.950	4,2%	5,3%
Lagoa da Prata (Município) (313720)	50.197	50.197	49.055	439,980	846	491	1,0%	1,7%
Lagoa Santa (Município) (313760)	59.770	59.770	55.706	229,410	36.846	32.782	58,8%	61,6%
Lavras (Município) (313820)	100.243	100.243	95.520	564,740	16.348	11.625	12,2%	16,3%
Leopoldina (Município) (313840)	53.145	53.145	47.505	943,080	53.145	47.505	100,0%	100,0%
Manhuaçu (Município) (313940)	86.844	86.844	70.763	628,320	935	0	0,0%	1,1%
Mariana (Município) (314000)	58.802	58.802	51.669	1.194,210	11.761	10.334	20,0%	20,0%
Mário Campos (Município) (314015)	14.624	14.624	13.810	35,200	8.524	7.710	55,8%	58,3%
Mateus Leme (Município) (314070)	30.155	30.155	26.716	301,380	18.513	15.074	56,4%	61,4%
Matozinhos (Município) (314110)	36.719	36.719	33.390	252,280	15.322	11.993	35,9%	41,7%
Moeda (Município) (314230)	4.922	4.922	1.878	155,110	4.922	1.878	100,0%	100,0%
Montes Claros (Município) (314330)	394.350	394.350	375.295	3.568,940	67.419	48.364	12,9%	17,1%
Muriaé (Município) (314390)	107.263	107.263	99.237	841,690	0	0	0,0%	0,0%
Nova Lima (Município) (314480)	89.900	89.900	87.940	429,000	73.417	71.457	81,3%	81,7%
Nova Serrana (Município) (314520)	89.859	89.859	84.977	282,470	17.965	13.083	15,4%	20,0%
Ouro Preto (Município) (314610)	74.036	74.036	64.386	1.245,870	26.696	21.558	33,5%	36,1%
Paracatu (Município) (314700)	91.027	91.027	79.266	8.229,600	27.371	15.610	19,7%	30,1%
Pará de Minas (Município) (314710)	91.158	91.158	86.161	551,250	8.794	8.312	9,6%	9,6%
Passos (Município) (314790)	113.122	113.122	107.324	1.338,070	6.582	784	0,7%	5,8%
Patos de Minas (Município) (314800)	148.762	148.762	136.980	3.190,190	16.933	5.151	3,8%	11,4%
Patrocínio (Município) (314810)	88.648	88.648	78.208	2.874,340	10.440	0	0,0%	11,8%
Pedro Leopoldo (Município) (314930)	62.951	62.951	53.534	292,950	31.469	22.052	41,2%	50,0%
Pirapora (Município) (315120)	56.229	56.229	55.193	549,510	25.879	24.843	45,0%	46,0%
Poços de Caldas (Município) (315180)	163.677	163.677	159.690	546,670	0	0	0,0%	0,0%
Ponte Nova (Município) (315210)	60.005	60.005	53.517	470,640	0	0	0,0%	0,0%
Pouso Alegre (Município) (315250)	143.846	143.846	131.704	542,800	20.080	7.938	6,0%	14,0%
Prudente de Morais (Município) (315360)	10.388	10.388	9.982	124,190	7.235	6.829	68,4%	69,6%
Raposos (Município) (315390)	16.230	16.230	15.394	72,230	4.835	3.999	26,0%	29,8%
Ribeirão das Neves (Município) (315460)	322.659	322.659	320.303	155,450	107.427	105.071	32,8%	33,3%
Rio Acima (Município) (315480)	9.924	9.924	8.673	229,810	-	-	-	-
Rio Manso (Município) (315530)	5.684	5.684	3.027	231,540	5.684	3.027	100,0%	100,0%
Sabará (Município) (315670)	134.382	134.382	130.992	302,420	46.567	43.177	33,0%	34,7%
Santa Bárbara (Município) (315720)	30.169	30.169	26.833	684,060	3.934	598	2,2%	13,0%
Santa Luzia (Município) (315780)	216.254	216.254	215.653	235,080	71.109	70.508	32,7%	32,9%
São Francisco (Município) (316110)	56.423	56.423	35.853	3.308,100	40.616	20.046	55,9%	72,0%
São João del Rei (Município) (316250)	89.378	89.378	84.498	1.452,000	9.149	4.269	5,1%	10,2%
São Joaquim de Bicas (Município) (316292)	29.162	29.162	21.239	71,760	21.339	13.416	63,2%	73,2%
São José da Lapa (Município) (316295)	22.257	22.257	12.815	47,930	11.331	1.889	14,7%	50,9%
São José da Varginha (Município) (316310)	4.702	4.702	2.657	205,500	3.102	1.477	55,6%	66,0%
São Sebastião do Paraíso (Município) (316470)	69.574	69.574	64.192	814,930	11.466	6.084	9,5%	16,5%
Sarzedo (Município) (316553)	29.889	29.889	29.562	62,130	6.256	5.929	20,1%	20,9%
Sete Lagoas (Município) (316720)	232.107	232.107	226.475	536,640	10.215	4.584	2,0%	4,4%
Taquaraçu de Minas (Município) (316830)	4.030	4.030	1.864	329,290	3.210	1.044	56,0%	79,7%
Teófilo Otoni (Município) (316860)	141.046	141.046	115.223	3.242,270	55.423	29.600	25,7%	39,3%
Timóteo (Município) (316870)	87.542	87.542	87.414	144,380	15.761	15.633	17,9%	18,0%
Três Corações (Município) (316930)	77.921	77.921	70.490	828,040	17.904	10.473	14,9%	23,0%
Três Pontas (Município) (316940)	56.649	56.649	48.676	689,790	6.339	58	0,1%	11,2%
Ubá (Município) (316990)	111.012	111.012	106.766	407,450	4.246	0	0,0%	3,8%
Uberaba (Município) (317010)	322.126	322.126	314.930	4.523,960	6.443	3.150	1,0%	2,0%
Uberlândia (Município) (317020)	662.362	662.362	643.997	4.115,210	18.365	0	0,0%	2,8%
Unaí (Município) (317040)	82.887	82.887	66.606	8.448,080	22.800	6.519	9,8%	27,5%
Varginha (Município) (317070)	132.353	132.353	128.030	395,400	14.455	10.132	7,9%	10,9%
Vespasiano (Município) (317120)	118.557	118.557	118.557	71,080	35.241	35.241	29,7%	29,7%
Viçosa (Município) (317130)	77.318	77.318	72.056	299,420	9.278	8.647	12,0%	12,0%
Aracruz (Município) (320060)	95.056	95.056	82.997	1.423,870	28.668	16.829	20,3%	30,2%
Cachoeiro de Itapemirim (Município) (320120)	208.702	208.702	190.787	864,580	17.592	2.884	1,5%	8,4%
Cariacica (Município) (320130)	381.802	381.802	369.655	279,720	267.041	254.894	69,0%	69,9%
Colatina (Município) (320150)	122.646	122.646	107.952	1.416,800	20.050	7.280	6,7%	16,3%
Fundão (Município) (320220)	19.985	19.985	16.878	288,720	15.934	12.827	76,0%	79,7%
Guarapari (Município) (320240)	119.802	119.802	114.388	591,820	62.912	57.498	50,3%	52,5%
Linhares (Município) (320320)	163.662	163.662	140.800	3.496,560	42.553	35.238	25,0%	26,0%
São Mateus (Município) (320490)	124.575	124.575	96.596	2.345,730	47.299	39.292	40,7%	38,0%
Serra (Município) (320500)	485.376	485.376	482.035	547,640	232.187	228.846	47,5%	47,8%
Viana (Município) (320510)	74.499	74.499	68.345	312,280	48.943	42.789	62,6%	65,7%
Vila Velha (Município) (320520)	472.762	472.762	470.469	209,970	268.515	266.222	56,6%	56,8%
Vitória (Município) (320530)	355.875	355.875	355.875	96,540	116.145	116.145	32,6%	32,6%
Angra dos Reis (Município) (330010)	188.276	188.276	181.366	825,080	101.670	94.760	52,2%	54,0%
Araruama (Município) (330020)	122.865	122.865	116.808	638,480	42.083	36.598	31,3%	34,3%
Barra do Piraí (Município) (330030)	96.865	96.865	93.982	584,610	3.171	288	0,3%	3,3%
Barra Mansa (Município) (330040)	179.915	179.915	178.276	547,130	19.661	25.534	14,3%	10,9%
Belford Roxo (Município) (330045)	481.127	481.127	481.127	78,990	285.103	285.103	59,3%	59,3%
Cabo Frio (Município) (330070)	208.451	208.451	157.251	413,650	87.148	35.948	22,9%	41,8%
Cachoeiras de Macacu (Município) (330080)	56.290	56.290	48.689	954,750	24.290	20.269	41,6%	43,2%
Campos dos Goytacazes (Município) (330100)	483.970	483.970	437.000	4.032,440	113.998	67.028	15,3%	23,6%
Duque de Caxias (Município) (330170)	882.729	882.729	879.725	467,270	493.072	490.068	55,7%	55,9%
Guapimirim (Município) (330185)	56.515	56.515	54.608	358,350	56.515	54.608	100,0%	100,0%
Itaboraí (Município) (330190)	229.007	229.007	226.280	430,590	132.123	129.396	57,2%	57,7%
Itaguaí (Município) (330200)	119.143	119.143	113.811	273,370	72.481	67.149	59,0%	60,8%
Itaperuna (Município) (330220)	99.021	99.021	91.300	1.106,170	74.739	67.018	73,4%	75,5%
Japeri (Município) (330227)	99.863	99.863	99.863	81,700	99.863	99.863	100,0%	100,0%
Macaé (Município) (330240)	234.628	234.628	230.237	1.215,290	164.128	162.237	70,5%	70,0%
Magé (Município) (330250)	234.809	234.809	222.325	393,910	135.313	122.829	55,2%	57,6%
Maricá (Município) (330270)	146.549	146.549	144.284	362,000	128.841	126.576	87,7%	87,9%
Mesquita (Município) (330285)	170.751	170.751	170.751	41,490	96.110	96.110	56,3%	56,3%
Nilópolis (Município) (330320)	158.309	158.309	158.309	19,390	337	337	0,2%	0,2%
Niterói (Município) (330330)	496.696	496.696	496.696	134,070	34.293	34.293	6,9%	6,9%
Nova Friburgo (Município) (330340)	184.786	184.786	161.739	935,430	28.793	5.746	3,6%	15,6%
Nova Iguaçu (Município) (330350)	807.492	807.492	798.675	520,810	443.744	434.927	54,5%	55,0%
Paracambi (Município) (330360)	49.521	49.521	43.844	190,950	26.815	21.138	48,2%	54,1%
Petrópolis (Município) (330390)	298.142	298.142	283.401	791,140	49.150	36.899	13,0%	16,5%
Queimados (Município) (330414)	143.632	143.632	143.632	75,700	85.131	85.131	59,3%	59,3%
Resende (Município) (330420)	125.214	125.214	117.438	1.099,340	5.839	0	0,0%	4,7%
Rio Bonito (Município) (330430)	57.615	57.615	42.792	459,460	57.615	42.792	100,0%	100,0%
Rio das Ostras (Município) (330452)	131.976	131.976	124.769	228,110	68.852	62.645	50,2%	52,2%
Rio de Janeiro (Município) (330455)	6.476.631	6.476.631	6.476.631	1.200,180	1.095.621	1.095.621	16,9%	16,9%
São Gonçalo (Município) (330490)	1.038.081	1.038.081	1.037.324	248,320	637.105	636.348	61,3%	61,4%
São João de Meriti (Município) (330510)	460.625	460.625	460.625	35,220	235.585	235.585	51,1%	51,1%
São Pedro da Aldeia (Município) (330520)	96.920	96.920	90.604	332,920	27.028	20.712	22,9%	27,9%
Saquarema (Município) (330550)	82.359	82.359	78.167	352,800	21.923	18.115	23,2%	26,6%
Seropédica (Município) (330555)	82.892	82.892	68.154	283,630	55.320	40.582	59,5%	66,7%
Tanguá (Município) (330575)	32.426	32.426	28.940	142,530	22.300	18.814	65,0%	68,8%
Teresópolis (Município) (330580)	173.060	173.060	154.523	773,340	138.389	119.852	77,6%	80,0%
Três Rios (Município) (330600)	79.264	79.264	76.943	322,840	764	1.778	2,3%	1,0%
Valença (Município) (330610)	73.725	73.725	63.854	1.300,770	44.151	34.280	53,7%	59,9%
Volta Redonda (Município) (330630)	262.970	262.970	262.851	182,110	2.748	2.629	1,0%	1,0%
Americana (Município) (350160)	229.322	229.322	228.251	133,910	0	0	0,0%	0,0%
Amparo (Município) (350190)	70.280	70.280	55.314	445,320	17.736	2.770	5,0%	25,2%
Andradina (Município) (350210)	57.250	57.250	53.437	964,230	4.882	1.069	2,0%	8,5%
Araçatuba (Município) (350280)	192.757	192.757	189.039	1.167,130	5.608	1.890	1,0%	2,9%
Araraquara (Município) (350320)	226.508	226.508	220.069	1.003,630	6.394	334	0,2%	2,8%
Araras (Município) (350330)	128.895	128.895	121.955	644,830	0	0	0,0%	0,0%
Artur Nogueira (Município) (350380)	50.246	50.246	45.493	178,030	6.117	1.364	3,0%	12,2%
Arujá (Município) (350390)	83.939	83.939	80.590	96,170	31.012	27.663	34,3%	36,9%
Assis (Município) (350400)	101.597	101.597	97.162	460,610	3.317	0	0,0%	3,3%
Atibaia (Município) (350410)	137.187	137.187	124.862	478,520	74.828	62.503	50,1%	54,5%
Avaré (Município) (350450)	88.385	88.385	84.609	1.213,060	6.665	2.889	3,4%	7,5%
Barretos (Município) (350550)	119.243	119.243	115.610	1.566,160	6.898	3.265	2,8%	5,8%
Barueri (Município) (350570)	262.275	262.275	262.275	65,700	31.730	31.730	12,1%	12,1%
Batatais (Município) (350590)	60.589	60.589	53.582	849,530	7.834	827	1,5%	12,9%
Bauru (Município) (350600)	366.992	366.992	360.853	667,680	10.469	4.330	1,2%	2,9%
Bebedouro (Município) (350610)	77.627	77.627	73.973	683,190	82	11	0,0%	0,1%
Bertioga (Município) (350635)	56.555	56.555	55.632	491,550	28.172	27.249	49,0%	49,8%
Birigui (Município) (350650)	118.352	118.352	114.824	530,030	0	0	0,0%	0,0%
Biritiba-Mirim (Município) (350660)	31.158	31.158	26.742	317,410	16.367	11.951	44,7%	52,5%
Boituva (Município) (350700)	55.725	55.725	52.419	248,950	18.436	15.130	28,9%	33,1%
Botucatu (Município) (350750)	139.483	139.483	134.389	1.482,640	11.050	5.956	4,4%	7,9%
Bragança Paulista (Município) (350760)	160.665	160.665	155.750	512,580	31.638	26.723	17,2%	19,7%
Caçapava (Município) (350850)	91.162	91.162	78.002	368,990	10.024	0	0,0%	11,0%
Caieiras (Município) (350900)	95.780	95.780	93.408	97,640	24.234	21.862	23,4%	25,3%
Cajamar (Município) (350920)	71.805	71.805	70.359	131,390	10.663	9.217	13,1%	14,8%
Campinas (Município) (350950)	1.164.098	1.164.098	1.144.081	794,570	106.335	86.318	7,5%	9,1%
Campo Limpo Paulista (Município) (350960)	80.847	80.847	80.847	79,400	32.669	32.669	40,4%	40,4%
Campos do Jordão (Município) (350970)	50.852	50.852	50.535	290,520	26.198	25.881	51,2%	51,5%
Capivari (Município) (351040)	53.152	53.152	50.228	322,880	5.435	2.511	5,0%	10,2%
Caraguatatuba (Município) (351050)	113.317	113.317	108.634	484,950	40.087	35.404	32,6%	35,4%
Carapicuíba (Município) (351060)	392.294	392.294	392.294	34,550	92.165	92.165	23,5%	23,5%
Catanduva (Município) (351110)	119.480	119.480	118.521	290,600	959	0	0,0%	0,8%
Cosmópolis (Município) (351280)	66.807	66.807	62.045	154,670	1.807	0	0,0%	2,7%
Cotia (Município) (351300)	229.548	229.548	229.548	323,990	123.174	123.174	53,7%	53,7%
Cruzeiro (Município) (351340)	81.082	81.082	79.016	305,700	2.066	0	0,0%	2,5%
Cubatão (Município) (351350)	127.006	127.006	127.006	142,880	61.191	61.191	48,2%	48,2%
Diadema (Município) (351380)	412.428	412.428	412.428	30,730	0	0	0,0%	0,0%
Embu das Artes (Município) (351500)	261.781	261.781	261.781	70,400	89.099	89.099	34,0%	34,0%
Embu-Guaçu (Município) (351510)	67.296	67.296	65.501	155,640	42.499	40.704	62,1%	63,2%
Fernandópolis (Município) (351550)	68.120	68.120	66.033	549,800	0	0	0,0%	0,0%
Ferraz de Vasconcelos (Município) (351570)	184.700	184.700	176.412	29,560	36.178	27.890	15,8%	19,6%
Franca (Município) (351620)	342.112	342.112	336.106	605,680	131	0	0,0%	0,0%
Francisco Morato (Município) (351630)	168.243	168.243	167.901	49,000	100.595	100.253	59,7%	59,8%
Franco da Rocha (Município) (351640)	145.755	145.755	134.281	132,780	59.103	47.629	35,5%	40,5%
Guararema (Município) (351830)	28.344	28.344	24.391	270,820	18.055	14.102	57,8%	63,7%
Guaratinguetá (Município) (351840)	119.073	119.073	113.431	752,640	9.526	10.320	9,1%	8,0%
Guarujá (Município) (351870)	311.230	311.230	311.170	144,790	115.792	115.732	37,2%	37,2%
Guarulhos (Município) (351880)	1.324.781	1.324.781	1.324.781	318,680	165.181	165.181	12,5%	12,5%
Hortolândia (Município) (351907)	215.819	215.819	215.819	62,420	16.319	16.319	7,6%	7,6%
Ibitinga (Município) (351960)	57.649	57.649	55.370	689,390	2.279	0	0,0%	4,0%
Ibiúna (Município) (351970)	76.432	76.432	26.759	1.058,080	63.742	14.069	52,6%	83,4%
Indaiatuba (Município) (352050)	231.033	231.033	228.710	311,550	11.673	9.350	4,1%	5,1%
Itanhaém (Município) (352210)	96.222	96.222	95.321	601,710	64.335	63.434	66,5%	66,9%
Itapecerica da Serra (Município) (352220)	167.236	167.236	165.850	150,740	121.192	119.806	72,2%	72,5%
Itapetininga (Município) (352230)	157.016	157.016	142.522	1.789,350	24.001	9.507	6,7%	15,3%
Itapeva (Município) (352240)	92.710	92.710	78.134	1.826,260	22.102	7.526	9,6%	23,8%
Itapevi (Município) (352250)	223.404	223.404	223.404	82,660	88.206	88.206	39,5%	39,5%
Itapira (Município) (352260)	72.967	72.967	67.685	518,420	720	666	1,0%	1,0%
Itaquaquecetuba (Município) (352310)	352.801	352.801	352.801	82,620	119.285	119.285	33,8%	33,8%
Itararé (Município) (352320)	50.105	50.105	46.275	1.003,860	11.122	7.292	15,8%	22,2%
Itatiba (Município) (352340)	113.284	113.284	95.639	322,280	20.828	3.183	3,3%	18,4%
Itu (Município) (352390)	167.095	167.095	156.387	640,720	12.190	1.482	0,9%	7,3%
Itupeva (Município) (352400)	54.128	54.128	47.004	200,820	16.878	9.754	20,8%	31,2%
Jaboticabal (Município) (352430)	75.820	75.820	73.561	706,600	779	1.556	2,1%	1,0%
Jacareí (Município) (352440)	226.539	226.539	223.410	464,270	23.020	19.891	8,9%	10,2%
Jaguariúna (Município) (352470)	51.907	51.907	50.410	141,390	4.058	2.561	5,1%	7,8%
Jandira (Município) (352500)	118.832	118.832	118.832	17,450	34.478	34.478	29,0%	29,0%
Jaú (Município) (352530)	143.283	143.283	138.803	687,100	1.227	800	0,6%	0,9%
Jundiaí (Município) (352590)	401.896	401.896	384.607	431,210	8.839	1.923	0,5%	2,2%
Juquitiba (Município) (352620)	30.642	30.642	23.714	522,170	26.498	19.570	82,5%	86,5%
Leme (Município) (352670)	99.388	99.388	97.336	402,870	1.396	1.405	1,4%	1,4%
Lençóis Paulista (Município) (352680)	66.131	66.131	64.649	809,540	1.482	0	0,0%	2,2%
Limeira (Município) (352690)	296.440	296.440	287.594	580,710	8.846	0	0,0%	3,0%
Lins (Município) (352710)	76.092	76.092	75.203	570,060	0	0	0,0%	0,0%
Lorena (Município) (352720)	87.178	87.178	84.681	414,160	3.511	1.014	1,2%	4,0%
Mairiporã (Município) (352850)	92.323	92.323	80.684	320,700	70.952	59.313	73,5%	76,9%
Marília (Município) (352900)	232.006	232.006	221.597	1.170,520	6.974	1.595	0,7%	3,0%
Matão (Município) (352930)	81.439	81.439	79.945	524,900	0	0	0,0%	0,0%
Mauá (Município) (352940)	453.286	453.286	453.286	61,910	35.135	35.135	7,8%	7,8%
Mirassol (Município) (353030)	57.857	57.857	56.395	243,230	1.462	0	0,0%	2,5%
Mococa (Município) (353050)	68.797	68.797	63.462	855,160	5.009	0	0,0%	7,3%
Mogi das Cruzes (Município) (353060)	424.633	424.633	391.272	712,540	42.360	8.999	2,3%	10,0%
