Localidade	"Número de moradias permanentes
(habitações) (IBGE)"	"Número de moradias permanentes em áreas urbanas
(habitações) (IBGE)"	"Número de pessoas por moradia
(pessoas por moradia) (IBGE)"	"Número de pessoas por moradia (área urbana)
(pessoas por moradia) (IBGE)"	"PIB, em R$ milhões a preços de 2017
(R$ milhões a preços de 2019) (IBGE)"	"PIB per capita, em R$ a preços de 2017
(R$ por habitante a preços de 2019) (IBGE)"	"Área do município
(km²) (IBGE)"	"Densidade demográfica (pessoas por km²)
(Pessoas por km²) (IBGE)"
Barreiras (Município) (290320)	40.716	36.608	3,47	3,47	3.935,100	27.892,49	7.861,760	17,95
Bom Jesus da Lapa (Município) (290390)	17.304	11.868	3,74	3,70	679,800	10.500,48	4.115,510	15,73
Brumado (Município) (290460)	19.498	13.732	3,33	3,31	1.328,900	20.453,41	2.207,610	29,43
Caetité (Município) (290520)	13.472	8.221	3,55	3,48	501,840	10.504,36	2.651,540	18,02
Camaçari (Município) (290570)	78.029	74.286	3,27	3,28	16.115,980	63.141,01	784,660	325,29
Campo Formoso (Município) (290600)	18.989	7.345	3,54	3,42	583,270	8.666,07	7.161,830	9,40
Candeias (Município) (290650)	26.272	23.980	3,20	3,21	3.705,290	44.047,17	251,630	334,31
Casa Nova (Município) (290720)	17.995	10.150	3,69	3,78	531,570	8.013,96	9.647,070	6,88
Catu (Município) (290750)	15.977	13.359	3,24	3,24	937,900	18.129,35	433,190	119,43
Conceição do Coité (Município) (290840)	19.520	11.874	3,23	3,10	646,370	10.254,51	1.015,250	62,09
Cruz das Almas (Município) (290980)	18.154	15.540	3,28	3,26	912,530	15.344,30	139,120	427,48
Dias d'Ávila (Município) (291005)	20.992	19.641	3,32	3,33	3.494,480	50.187,84	184,230	377,94
Euclides da Cunha (Município) (291070)	16.730	8.425	3,40	3,29	465,370	8.169,87	1.992,640	28,59
Eunápolis (Município) (291072)	31.128	28.893	3,30	3,31	2.377,350	23.164,70	1.425,970	71,97
Feira de Santana (Município) (291080)	171.728	157.829	3,31	3,30	12.782,650	22.500,74	1.304,430	435,52
Guanambi (Município) (291170)	23.505	18.803	3,40	3,37	1.016,100	12.711,37	1.272,370	62,82
Ilhéus (Município) (291360)	59.143	49.546	3,17	3,19	4.039,510	21.565,32	1.584,690	118,20
Ipirá (Município) (291400)	18.007	9.326	3,28	3,09	572,010	9.694,84	3.105,280	19,00
Irecê (Município) (291460)	20.715	19.004	3,26	3,28	1.016,350	15.051,03	319,170	211,57
Itaberaba (Município) (291470)	18.718	14.738	3,31	3,31	688,560	11.099,17	2.386,390	26,00
Itabuna (Município) (291480)	66.423	64.488	3,10	3,11	4.178,550	20.295,55	401,030	513,39
Itamaraju (Município) (291560)	19.682	15.384	3,20	3,23	852,720	13.527,32	2.360,290	26,71
Itaparica (Município) (291610)	6.711	6.677	3,13	3,14	225,510	10.741,87	118,040	177,85
Itapetinga (Município) (291640)	20.328	19.570	3,44	3,47	1.239,360	17.729,70	1.651,150	42,34
Jacobina (Município) (291750)	26.224	18.655	3,03	3,01	1.288,690	16.193,69	2.192,910	36,29
Jaguaquara (Município) (291760)	14.942	11.575	3,46	3,40	474,600	9.191,35	924,740	55,84
Jequié (Município) (291800)	47.741	43.672	3,19	3,20	2.285,710	15.000,86	2.969,030	51,32
Juazeiro (Município) (291840)	57.987	47.158	3,47	3,47	3.002,180	14.899,23	6.721,200	29,98
Lauro de Freitas (Município) (291920)	52.180	51.920	3,28	3,29	6.396,730	37.398,58	57,660	2.966,18
Luís Eduardo Magalhães (Município) (291955)	18.776	17.211	3,53	3,52	4.557,480	68.666,72	3.940,540	16,84
Madre de Deus (Município) (291992)	5.457	5.274	3,33	3,34	461,640	25.388,33	32,200	564,67
Mata de São João (Município) (292100)	12.358	9.092	3,36	3,39	1.226,240	29.528,72	604,290	68,72
Paulo Afonso (Município) (292400)	32.934	28.344	3,35	3,35	3.472,840	31.515,97	1.545,190	71,31
Pojuca (Município) (292520)	10.113	8.685	3,37	3,37	1.854,960	54.388,10	308,700	110,48
Porto Seguro (Município) (292530)	40.627	33.966	3,24	3,18	2.116,570	16.078,25	2.287,090	57,56
Ribeira do Pombal (Município) (292660)	14.579	9.332	3,28	3,21	476,520	9.953,10	1.177,450	40,66
Salvador (Município) (292740)	922.550	922.382	2,94	2,94	66.983,420	24.708,30	692,820	3.912,96
Santo Amaro (Município) (292860)	18.023	13.918	3,22	3,23	723,400	12.477,15	489,320	118,49
Santo Antônio de Jesus (Município) (292870)	28.911	25.343	3,22	3,20	1.896,150	20.371,84	261,740	355,61
Santo Estêvão (Município) (292880)	13.872	8.192	3,52	3,45	615,310	12.583,76	360,330	135,70
São Francisco do Conde (Município) (292920)	10.000	8.164	3,42	3,46	1.491,500	43.577,84	269,610	126,95
São Sebastião do Passé (Município) (292950)	13.022	10.147	3,26	3,29	1.075,750	25.320,59	536,580	79,18
Senhor do Bonfim (Município) (293010)	23.265	18.100	3,24	3,22	909,420	12.055,30	789,360	95,57
Serrinha (Município) (293050)	22.961	14.817	3,36	3,20	856,710	11.095,66	583,310	132,37
Simões Filho (Município) (293070)	36.920	33.134	3,29	3,28	4.868,840	40.100,48	201,580	602,33
Teixeira de Freitas (Município) (293135)	43.467	40.316	3,29	3,31	2.112,620	14.773,48	1.165,620	122,68
Tucano (Município) (293190)	15.707	6.836	3,36	3,23	426,640	8.090,33	2.185,010	24,13
Valença (Município) (293290)	27.796	20.663	3,25	3,17	1.284,290	14.219,48	1.124,660	80,31
Vera Cruz (Município) (293320)	12.454	11.696	3,11	3,11	550,210	14.199,67	299,730	129,27
Vitória da Conquista (Município) (293330)	91.096	81.691	3,47	3,46	6.085,330	19.264,46	3.705,840	85,24
Alfenas (Município) (310160)	24.396	23.056	3,07	3,04	2.367,260	31.646,15	850,450	87,96
Araguari (Município) (310350)	37.316	34.870	2,97	2,97	3.947,800	35.571,18	2.729,510	40,66
Araxá (Município) (310400)	30.802	30.441	3,11	3,10	5.503,480	57.394,93	1.164,060	82,37
Baldim (Município) (310500)	2.679	1.713	2,94	2,94	111,330	14.133,84	556,270	14,16
Barão de Cocais (Município) (310540)	8.872	8.121	3,29	3,26	1.418,950	48.585,80	340,590	85,75
Barbacena (Município) (310560)	41.594	38.538	3,08	3,04	2.646,540	20.656,72	759,190	168,76
Belo Horizonte (Município) (310620)	805.759	805.759	2,97	2,97	104.331,190	43.547,81	331,400	7.229,26
Belo Vale (Município) (310640)	2.596	1.133	2,91	2,91	138,040	18.276,20	365,920	20,64
Betim (Município) (310670)	118.336	118.026	3,29	3,27	30.252,710	77.795,87	343,860	1.130,92
Bom Despacho (Município) (310740)	15.283	14.343	3,04	3,05	1.134,270	24.402,43	1.213,550	38,30
Bonfim (Município) (310810)	2.569	1.293	2,65	2,57	81,700	11.995,08	301,870	22,56
Brumadinho (Município) (310900)	11.119	9.370	3,16	3,16	3.356,120	95.656,72	639,430	54,87
Caeté (Município) (311000)	12.485	10.819	3,32	3,33	679,990	16.415,76	542,530	76,35
Campo Belo (Município) (311120)	18.036	17.072	2,88	2,87	988,010	19.036,74	528,230	98,25
Capim Branco (Município) (311250)	2.781	2.527	3,25	3,26	100,120	11.087,74	95,330	94,72
Caratinga (Município) (311340)	28.040	23.567	3,08	3,03	1.497,380	17.338,00	1.258,480	68,63
Cataguases (Município) (311530)	24.176	23.299	2,92	2,90	1.639,470	23.212,06	491,770	143,62
Confins (Município) (311787)	1.786	1.794	3,40	3,39	1.018,500	167.598,40	42,360	143,48
Congonhas (Município) (311800)	14.778	14.450	3,36	3,34	4.355,240	87.778,89	304,070	163,17
Conselheiro Lafaiete (Município) (311830)	36.942	35.540	3,21	3,19	2.125,230	17.922,64	370,250	320,27
Contagem (Município) (311860)	194.317	194.585	3,16	3,14	31.544,440	51.390,80	195,050	3.147,04
Coronel Fabriciano (Município) (311940)	33.235	32.999	3,15	3,13	1.678,860	16.044,64	221,250	472,93
Curvelo (Município) (312090)	23.852	21.603	3,14	3,15	1.480,920	19.741,85	3.296,200	22,76
Divinópolis (Município) (312230)	70.056	68.501	3,10	3,09	6.146,720	28.273,26	708,120	307,02
Esmeraldas (Município) (312410)	18.436	17.154	3,38	3,39	602,580	9.678,15	909,680	68,44
Florestal (Município) (312600)	2.135	1.790	3,16	3,14	95,660	14.184,19	194,240	34,72
Formiga (Município) (312610)	22.389	20.404	2,92	2,93	1.531,560	23.395,42	1.501,920	43,59
Fortuna de Minas (Município) (312640)	863	594	3,18	3,19	36,510	13.295,51	198,710	13,82
Frutal (Município) (312710)	18.950	16.499	2,88	2,85	1.502,670	27.566,39	2.426,970	22,46
Funilândia (Município) (312720)	1.240	623	3,18	3,33	46,570	11.812,96	199,800	19,73
Governador Valadares (Município) (312770)	85.913	83.215	3,10	3,07	5.705,450	21.433,74	2.342,330	113,64
Guaxupé (Município) (312870)	16.419	15.591	3,03	3,00	2.041,690	41.004,43	286,400	173,86
Ibirité (Município) (312980)	48.600	48.716	3,35	3,34	2.160,690	13.266,60	72,570	2.244,18
Igarapé (Município) (313010)	10.934	10.211	3,33	3,34	1.148,180	31.575,39	110,940	327,77
Inhaúma (Município) (313100)	1.738	1.248	3,36	3,42	101,820	17.416,79	245,000	23,86
Ipatinga (Município) (313130)	76.619	76.244	3,18	3,16	12.272,450	50.391,72	164,880	1.477,04
Itabira (Município) (313170)	33.328	31.113	3,35	3,34	7.767,280	69.653,00	1.253,700	88,95
Itabirito (Município) (313190)	13.917	13.372	3,35	3,34	3.966,200	85.131,68	542,610	85,86
Itaguara (Município) (313220)	4.194	3.165	2,99	3,05	238,800	19.052,15	410,470	30,54
Itajubá (Município) (313240)	29.351	27.036	3,12	3,09	3.161,530	34.498,31	294,840	310,83
Itatiaiuçu (Município) (313370)	3.232	1.988	3,14	3,20	2.166,260	213.593,47	295,150	34,36
Itaúna (Município) (313380)	28.048	26.443	3,09	3,09	3.035,410	34.985,47	495,770	175,00
Ituiutaba (Município) (313420)	34.072	32.643	2,89	2,89	2.908,240	29.557,67	2.598,050	37,87
Jaboticatubas (Município) (313460)	5.680	3.546	3,11	3,13	181,200	10.249,39	1.114,970	15,86
Janaúba (Município) (313510)	19.358	17.635	3,49	3,47	903,710	13.372,24	2.181,320	30,98
Januária (Município) (313520)	18.307	11.940	3,59	3,48	622,100	9.462,51	6.661,590	9,87
João Monlevade (Município) (313620)	23.293	23.303	3,21	3,19	2.785,450	37.310,91	99,160	752,89
Nova União (Município) (313660)	1.765	908	3,16	3,17	63,880	11.458,74	172,130	32,39
Juatuba (Município) (313665)	7.168	7.063	3,22	3,21	1.132,680	49.076,11	97,170	237,52
Juiz de Fora (Município) (313670)	179.229	178.105	2,93	2,92	16.649,550	31.699,85	1.435,750	365,82
Lagoa da Prata (Município) (313720)	14.740	14.420	3,19	3,19	1.284,640	27.288,61	439,980	106,99
Lagoa Santa (Município) (313760)	16.537	15.431	3,31	3,31	1.709,630	31.236,43	229,410	238,58
Lavras (Município) (313820)	30.468	29.202	3,09	3,07	2.551,080	27.073,48	564,740	166,85
Leopoldina (Município) (313840)	17.340	15.636	2,96	2,93	991,030	19.323,52	943,080	54,38
Manhuaçu (Município) (313940)	25.434	21.140	3,20	3,14	2.132,970	26.185,82	628,320	129,64
Mariana (Município) (314000)	16.677	14.863	3,32	3,27	7.531,910	136.070,46	1.194,210	46,35
Mário Campos (Município) (314015)	4.067	3.832	3,34	3,35	141,010	10.373,21	35,200	386,24
Mateus Leme (Município) (314070)	8.998	7.958	3,16	3,16	607,350	21.372,71	301,380	94,29
Matozinhos (Município) (314110)	10.373	9.478	3,34	3,32	1.212,690	35.024,67	252,280	137,24
Moeda (Município) (314230)	1.559	636	3,03	2,83	46,640	9.874,05	155,110	30,45
Montes Claros (Município) (314330)	109.422	104.168	3,38	3,38	8.624,130	23.294,86	3.568,940	103,73
Muriaé (Município) (314390)	34.479	32.108	2,96	2,94	2.150,260	21.065,72	841,690	121,27
Nova Lima (Município) (314480)	25.435	25.010	3,28	3,27	11.070,350	132.567,92	429,000	194,65
Nova Serrana (Município) (314520)	23.107	21.872	3,43	3,42	2.081,560	26.290,97	282,470	280,29
Ouro Preto (Município) (314610)	21.399	18.763	3,31	3,29	7.933,760	111.922,84	1.245,870	56,90
Paracatu (Município) (314700)	25.077	21.757	3,44	3,45	3.741,450	43.427,95	8.229,600	10,47
Pará de Minas (Município) (314710)	26.779	25.543	3,21	3,18	2.701,620	31.447,78	551,250	155,84
Passos (Município) (314790)	34.964	33.367	3,08	3,06	2.509,830	23.312,38	1.338,070	80,46
Patos de Minas (Município) (314800)	47.993	44.194	2,94	2,94	3.710,350	26.323,86	3.190,190	44,18
Patrocínio (Município) (314810)	26.696	23.559	3,14	3,14	2.447,280	29.175,31	2.874,340	29,18
Pedro Leopoldo (Município) (314930)	18.425	15.801	3,24	3,21	2.068,300	34.662,38	292,950	203,69
Pirapora (Município) (315120)	15.920	15.703	3,38	3,36	1.918,490	35.638,54	549,510	97,96
Poços de Caldas (Município) (315180)	53.045	52.142	2,92	2,90	6.760,230	43.621,67	546,670	283,49
Ponte Nova (Município) (315210)	18.564	16.905	3,11	3,04	1.498,710	25.971,43	470,640	122,61
Pouso Alegre (Município) (315250)	42.482	39.137	3,16	3,14	5.861,320	43.671,09	542,800	247,27
Prudente de Morais (Município) (315360)	2.837	2.730	3,45	3,44	134,190	13.726,70	124,190	78,72
Raposos (Município) (315390)	4.598	4.376	3,37	3,36	136,840	8.827,16	72,230	214,63
Ribeirão das Neves (Município) (315460)	89.480	89.230	3,39	3,37	3.510,790	11.585,65	155,450	1.949,32
Rio Acima (Município) (315480)	2.764	2.413	3,37	3,37	259,120	27.841,20	229,810	40,50
Rio Manso (Município) (315530)	1.783	937	3,01	3,05	79,980	14.888,55	231,540	23,20
Sabará (Município) (315670)	38.320	37.469	3,34	3,33	2.445,850	19.123,61	302,420	422,91
Santa Bárbara (Município) (315720)	8.410	7.495	3,38	3,37	903,870	31.787,33	684,060	41,57
Santa Luzia (Município) (315780)	61.294	61.435	3,36	3,34	3.709,870	18.038,31	235,080	874,89
São Francisco (Município) (316110)	14.209	9.310	3,81	3,70	438,490	8.093,22	3.308,100	16,38
São João del Rei (Município) (316250)	28.701	27.391	2,97	2,95	1.847,150	21.641,32	1.452,000	58,78
São Joaquim de Bicas (Município) (316292)	7.150	5.653	3,73	3,43	625,830	23.480,48	71,760	371,43
São José da Lapa (Município) (316295)	5.941	3.464	3,45	3,41	578,480	28.185,34	47,930	428,21
São José da Varginha (Município) (316310)	1.372	796	3,17	3,08	103,380	23.792,04	205,500	21,14
São Sebastião do Paraíso (Município) (316470)	21.787	20.300	3,03	3,00	1.734,030	26.279,50	814,930	80,97
Sarzedo (Município) (316553)	7.716	7.670	3,51	3,50	965,200	35.611,13	62,130	436,22
Sete Lagoas (Município) (316720)	66.380	65.051	3,29	3,28	9.589,090	43.871,15	536,640	407,30
Taquaraçu de Minas (Município) (316830)	1.222	582	3,14	3,05	57,700	15.025,98	329,290	11,66
Teófilo Otoni (Município) (316860)	42.516	35.249	3,19	3,14	2.400,140	17.706,77	3.242,270	41,81
Timóteo (Município) (316870)	25.773	25.856	3,21	3,19	3.065,860	37.063,99	144,380	572,91
Três Corações (Município) (316930)	22.657	20.890	3,26	3,20	2.435,300	32.956,71	828,040	89,24
Três Pontas (Município) (316940)	16.864	14.660	3,22	3,18	1.132,540	20.861,36	689,790	78,70
Ubá (Município) (316990)	33.809	32.731	3,08	3,06	3.096,500	29.772,94	407,450	255,25
Uberaba (Município) (317010)	101.859	99.958	2,97	2,96	13.133,460	43.398,75	4.523,960	66,89
Uberlândia (Município) (317020)	206.063	201.705	3,01	2,99	31.908,800	51.504,35	4.115,210	150,55
Unaí (Município) (317040)	25.559	20.674	3,08	3,06	2.822,180	35.858,55	8.448,080	9,32
Varginha (Município) (317070)	39.455	38.433	3,17	3,15	5.149,980	41.131,42	395,400	316,66
Vespasiano (Município) (317120)	31.317	31.465	3,47	3,46	3.273,380	30.094,19	71,080	1.530,26
Viçosa (Município) (317130)	23.886	22.470	3,07	3,04	1.470,960	20.058,66	299,420	244,92
Aracruz (Município) (320060)	25.325	22.439	3,33	3,29	7.013,410	83.068,74	1.423,870	59,30
Cachoeiro de Itapemirim (Município) (320120)	63.186	58.543	3,04	3,00	5.630,600	29.302,24	864,580	222,25
Cariacica (Município) (320130)	114.583	111.767	3,08	3,05	9.610,130	27.268,11	279,720	1.259,95
Colatina (Município) (320150)	38.421	34.146	2,94	2,91	3.553,710	31.433,73	1.416,800	79,80
Fundão (Município) (320220)	5.682	4.842	3,10	3,08	597,070	33.862,80	288,720	61,07
Guarapari (Município) (320240)	35.519	34.111	3,04	3,02	2.296,010	21.291,68	591,820	182,21
Linhares (Município) (320320)	44.715	38.882	3,26	3,22	7.099,620	48.748,04	3.496,560	41,65
São Mateus (Município) (320490)	34.942	27.562	3,20	3,15	2.396,190	21.426,65	2.345,730	47,67
Serra (Município) (320500)	132.733	132.893	3,18	3,16	20.920,180	49.507,14	547,640	771,62
Viana (Município) (320510)	20.303	19.063	3,29	3,21	1.839,160	27.555,06	312,280	213,74
Vila Velha (Município) (320520)	142.714	143.086	2,98	2,96	13.670,560	32.169,95	209,970	2.023,90
Vitória (Município) (320530)	115.611	115.611	2,88	2,88	33.983,460	102.002,81	96,540	3.451,17
Angra dos Reis (Município) (330010)	56.422	54.485	3,14	3,13	9.392,420	53.034,24	825,080	214,65
Araruama (Município) (330020)	37.785	36.180	3,08	3,06	2.536,660	21.789,24	638,480	182,34
Barra do Piraí (Município) (330030)	32.420	31.506	2,95	2,95	2.326,530	24.304,09	584,610	163,74
Barra Mansa (Município) (330040)	59.564	59.049	3,00	3,00	5.673,570	31.717,19	547,130	326,94
Belford Roxo (Município) (330045)	153.412	153.462	3,09	3,09	7.307,380	15.397,05	78,990	6.008,69
Cabo Frio (Município) (330070)	62.673	47.905	3,11	3,07	23.423,990	120.001,77	413,650	471,89
Cachoeiras de Macacu (Município) (330080)	18.796	16.340	2,93	2,92	1.422,640	25.800,97	954,750	57,75
Campos dos Goytacazes (Município) (330100)	150.148	135.638	3,15	3,14	83.178,080	176.112,81	4.032,440	117,13
Duque de Caxias (Município) (330170)	283.770	282.893	3,06	3,05	30.108,650	34.724,71	467,270	1.855,60
Guapimirim (Município) (330185)	16.582	16.041	3,23	3,22	909,200	16.985,88	358,350	149,37
Itaboraí (Município) (330190)	73.162	72.339	3,04	3,04	5.838,790	26.227,82	430,590	517,01
Itaguaí (Município) (330200)	35.731	34.136	3,17	3,17	8.559,690	75.627,62	273,370	414,03
Itaperuna (Município) (330220)	33.618	31.006	2,89	2,89	2.512,350	25.842,16	1.106,170	87,89
Japeri (Município) (330227)	29.919	29.928	3,25	3,25	1.166,820	11.987,45	81,700	1.191,44
Macaé (Município) (330240)	70.513	69.142	3,09	3,09	23.984,630	110.045,97	1.215,290	179,34
Magé (Município) (330250)	74.174	70.338	3,11	3,10	3.944,100	17.106,00	393,910	585,33
Maricá (Município) (330270)	45.103	44.462	3,00	2,99	9.739,400	72.079,07	362,000	373,27
Mesquita (Município) (330285)	55.910	55.929	3,03	3,03	2.219,850	13.093,62	41,490	4.086,21
Nilópolis (Município) (330320)	53.195	53.212	2,97	2,97	2.767,230	17.515,66	19,390	8.146,55
Niterói (Município) (330330)	178.278	178.336	2,76	2,76	24.730,630	50.285,24	134,070	3.668,18
Nova Friburgo (Município) (330340)	66.953	58.947	2,74	2,72	4.783,490	26.083,54	935,430	196,05
Nova Iguaçu (Município) (330350)	261.396	258.714	3,07	3,07	16.518,730	20.603,45	520,810	1.539,43
Paracambi (Município) (330360)	16.288	14.084	2,95	3,03	760,100	15.792,88	190,950	252,05
Petrópolis (Município) (330390)	101.438	96.661	2,93	2,92	13.946,640	46.928,04	791,140	375,65
Queimados (Município) (330414)	44.466	44.481	3,16	3,16	4.276,040	30.461,75	75,700	1.854,32
Resende (Município) (330420)	40.817	38.361	2,99	2,98	9.649,000	79.046,14	1.099,340	111,04
Rio Bonito (Município) (330430)	18.095	13.852	3,12	3,03	1.830,730	32.439,04	459,460	122,83
Rio das Ostras (Município) (330452)	36.570	34.730	3,18	3,16	20.842,970	179.473,43	228,110	509,11
Rio de Janeiro (Município) (330455)	2.239.499	2.239.499	2,85	2,85	353.778,290	55.361,85	1.200,180	5.324,46
São Gonçalo (Município) (330490)	343.300	343.141	2,96	2,96	17.266,630	16.992,58	248,320	4.092,03
São João de Meriti (Município) (330510)	155.274	155.324	2,96	2,96	8.365,850	18.184,19	35,220	13.064,00
São Pedro da Aldeia (Município) (330520)	29.239	27.442	3,13	3,12	1.740,310	19.011,04	332,920	274,97
Saquarema (Município) (330550)	24.366	23.143	3,18	3,18	2.361,560	30.463,08	352,800	219,73
Seropédica (Município) (330555)	25.576	21.225	3,13	3,10	1.615,520	20.159,22	283,630	282,54
Tanguá (Município) (330575)	10.175	9.064	3,09	3,10	634,390	20.178,95	142,530	220,57
Teresópolis (Município) (330580)	56.646	50.927	2,96	2,94	5.413,800	32.297,69	773,340	216,75
Três Rios (Município) (330600)	25.406	24.712	3,08	3,07	3.369,500	43.057,44	322,840	242,40
Valença (Município) (330610)	24.414	21.239	2,98	2,96	1.692,250	23.283,89	1.300,770	55,87
Volta Redonda (Município) (330630)	88.793	88.782	2,93	2,93	14.369,150	55.227,73	182,110	1.428,74
Americana (Município) (350160)	71.616	71.323	3,00	3,00	12.237,010	56.949,96	133,910	1.604,58
Amparo (Município) (350190)	21.740	17.451	3,07	3,01	4.211,390	63.187,54	445,320	149,66
Andradina (Município) (350210)	19.152	17.868	2,89	2,89	2.601,600	46.993,39	964,230	57,41
Araçatuba (Município) (350280)	64.211	63.006	2,86	2,86	7.577,220	41.306,06	1.167,130	157,17
Araraquara (Município) (350320)	72.745	70.913	2,92	2,91	9.680,710	45.531,20	1.003,630	211,85
Araras (Município) (350330)	38.444	36.477	3,15	3,14	5.640,790	46.596,95	644,830	187,73
Artur Nogueira (Município) (350380)	14.260	12.889	3,22	3,22	997,130	21.749,15	178,030	257,53
Arujá (Município) (350390)	22.676	21.803	3,41	3,40	3.289,550	42.567,20	96,170	803,59
Assis (Município) (350400)	33.049	32.110	2,91	2,87	3.132,610	32.517,59	460,610	209,15
Atibaia (Município) (350410)	40.598	37.168	3,18	3,16	6.195,880	48.062,15	478,520	269,40
Avaré (Município) (350450)	27.768	26.590	3,02	3,02	2.390,200	28.485,26	1.213,060	69,17
Barretos (Município) (350550)	38.277	37.054	2,96	2,97	4.308,890	38.018,02	1.566,160	72,37
Barueri (Município) (350570)	75.925	75.931	3,24	3,24	55.283,230	225.046,93	65,700	3.738,94
Batatais (Município) (350590)	18.772	16.689	3,05	3,04	1.888,010	32.957,70	849,530	67,43
Bauru (Município) (350600)	116.256	115.444	2,99	2,97	13.543,480	38.901,73	667,680	521,42
Bebedouro (Município) (350610)	25.116	23.980	2,99	2,98	2.736,200	36.449,19	683,190	109,88
Bertioga (Município) (350635)	15.456	15.211	3,25	3,25	1.834,810	36.474,35	491,550	102,34
Birigui (Município) (350650)	37.706	36.687	2,94	2,93	3.224,420	29.073,18	530,030	209,25
Biritiba-Mirim (Município) (350660)	8.888	7.624	3,28	3,28	551,830	18.919,10	317,410	91,89
Boituva (Município) (350700)	15.591	14.714	3,23	3,22	3.094,350	61.371,51	248,950	202,53
Botucatu (Município) (350750)	43.475	41.992	2,99	2,99	4.888,800	37.548,13	1.482,640	87,82
Bragança Paulista (Município) (350760)	47.373	45.983	3,17	3,16	5.785,090	38.561,33	512,580	292,68
Caçapava (Município) (350850)	26.269	22.584	3,28	3,26	4.624,590	53.740,59	368,990	233,21
Caieiras (Município) (350900)	26.877	26.267	3,31	3,30	3.391,420	38.174,04	97,640	909,86
Cajamar (Município) (350920)	20.378	19.983	3,25	3,24	9.859,170	149.085,45	131,390	503,33
Campinas (Município) (350950)	368.555	363.028	2,98	2,97	67.679,700	61.603,72	794,570	1.382,67
Campo Limpo Paulista (Município) (350960)	23.296	23.298	3,25	3,25	1.979,590	26.172,21	79,400	952,57
Campos do Jordão (Município) (350970)	15.142	15.055	3,19	3,19	1.128,920	23.361,41	290,520	166,34
Capivari (Município) (351040)	14.826	14.137	3,35	3,32	2.018,090	40.646,25	322,880	153,77
Caraguatatuba (Município) (351050)	33.853	32.538	3,08	3,07	3.073,890	29.514,09	484,950	214,77
Carapicuíba (Município) (351060)	114.903	114.912	3,25	3,25	5.271,250	14.118,49	34,550	10.807,56
Catanduva (Município) (351110)	39.516	39.228	2,88	2,88	4.399,380	38.634,12	290,600	391,86
Cosmópolis (Município) (351280)	18.872	17.587	3,23	3,22	1.424,770	23.351,94	154,670	394,48
Cotia (Município) (351300)	62.478	62.483	3,35	3,35	12.071,950	57.753,07	323,990	645,16
Cruzeiro (Município) (351340)	24.467	23.844	3,17	3,17	2.160,880	27.855,42	305,700	253,76
Cubatão (Município) (351350)	38.588	38.592	3,12	3,12	8.375,710	69.627,60	142,880	841,92
Diadema (Município) (351380)	124.107	124.117	3,15	3,15	16.764,300	42.877,63	30,730	12.722,24
Embu das Artes (Município) (351500)	72.176	72.182	3,40	3,40	8.300,170	33.857,79	70,400	3.482,31
Embu-Guaçu (Município) (351510)	19.171	18.637	3,32	3,32	1.066,880	16.760,83	155,640	408,97
Fernandópolis (Município) (351550)	23.108	22.392	2,82	2,82	1.913,240	29.363,52	549,800	118,51
Ferraz de Vasconcelos (Município) (351570)	51.191	49.039	3,36	3,35	3.457,730	20.077,18	29,560	5.825,40
Franca (Município) (351620)	103.454	101.697	3,13	3,12	9.291,960	28.740,35	605,680	533,79
Francisco Morato (Município) (351630)	46.493	46.410	3,39	3,39	1.510,990	9.587,34	49,000	3.216,32
Franco da Rocha (Município) (351640)	38.360	37.513	3,52	3,32	2.720,200	20.127,25	132,780	1.017,89
Guararema (Município) (351830)	8.214	7.034	3,22	3,23	1.670,180	63.171,04	270,820	97,63
Guaratinguetá (Município) (351840)	36.164	34.468	3,13	3,13	4.788,990	42.283,93	752,640	150,48
Guarujá (Município) (351870)	89.936	89.929	3,28	3,28	7.924,930	26.894,35	144,790	2.035,09
Guarulhos (Município) (351880)	381.469	381.500	3,26	3,26	59.278,980	47.632,08	318,680	3.905,29
Hortolândia (Município) (351907)	58.608	58.612	3,39	3,39	11.540,530	58.063,20	62,420	3.184,41
Ibitinga (Município) (351960)	17.799	17.047	3,04	3,05	1.499,170	27.687,47	689,390	78,54
Ibiúna (Município) (351970)	22.672	7.918	3,19	3,19	1.439,680	19.926,69	1.058,080	68,28
Indaiatuba (Município) (352050)	64.866	64.277	3,24	3,23	12.888,080	61.413,03	311,550	673,61
Itanhaém (Município) (352210)	29.920	29.632	2,99	2,99	1.535,610	17.189,95	601,710	148,46
Itapecerica da Serra (Município) (352220)	45.271	44.848	3,45	3,45	3.681,860	23.590,05	150,740	1.035,39
Itapetininga (Município) (352230)	44.807	41.538	3,29	3,22	4.365,100	29.650,36	1.789,350	82,28
Itapeva (Município) (352240)	28.166	23.914	3,14	3,12	2.093,160	23.653,91	1.826,260	48,45
Itapevi (Município) (352250)	60.920	60.926	3,39	3,39	9.903,760	47.946,64	82,660	2.498,95
Itapira (Município) (352260)	22.417	20.895	3,09	3,08	3.355,880	48.413,52	518,420	133,71
Itaquaquecetuba (Município) (352310)	94.873	94.881	3,47	3,47	5.688,640	17.283,13	82,620	3.983,73
Itararé (Município) (352320)	16.033	14.784	3,00	3,01	802,530	16.669,70	1.003,860	47,96
Itatiba (Município) (352340)	32.964	27.944	3,17	3,16	5.478,930	52.413,43	322,280	324,36
Itu (Município) (352390)	49.229	46.165	3,19	3,18	8.537,330	54.383,81	640,720	245,01
