Localidade	"Extensão da rede de distribuição de água, em km
(km) (SNIS)"	"Extensão da rede de distribuição de esgoto, em km
(km) (SNIS)"	"Investimentos realizados pelo prestador de serviços, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo município, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo governo estadual, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos totais em saneamento
(R$ a preços de 2019) (ITB)"	"Investimentos per capita em saneamento
(R$ a preços de 2019) (ITB)"
Itapetinga (Município) (291640)	183,13	137,67	66.938,08	0,00	0,00	66.938,08	0,87
Jacobina (Município) (291750)	306,84	9,80	4.872.378,16	0,00	0,00	4.872.378,16	58,40
Jaguaquara (Município) (291760)	122,74	88,22	195.227,30	0,00	47.076,18	242.303,48	4,35
Jequié (Município) (291800)	489,18	453,79	1.700.441,16	0,00	38.951,05	1.739.392,21	10,74
Juazeiro (Município) (291840)	482,00	219,00	9.919.611,53	0,00	0,00	9.919.611,53	45,04
Lauro de Freitas (Município) (291920)	431,20	493,07	36.090.372,28	0,00	0,00	36.090.372,28	185,42
Luís Eduardo Magalhães (Município) (291955)	267,02	164,38	1.528.791,19	0,00	0,00	1.528.791,19	18,71
Madre de Deus (Município) (291992)	40,75	42,93	1.628.670,47	0,00	0,00	1.628.670,47	78,72
Mata de São João (Município) (292100)	188,74	67,36	3.113.550,91	0,00	0,00	3.113.550,91	67,11
Paulo Afonso (Município) (292400)	272,58	147,64	721.525,72	0,00	0,00	721.525,72	6,02
Pojuca (Município) (292520)	96,14	0,00	334.614,25	0,00	0,00	334.614,25	8,81
Porto Seguro (Município) (292530)	359,21	180,00	2.131.208,55	0,00	0,00	2.131.208,55	14,45
Ribeira do Pombal (Município) (292660)	141,69	0,00	282.529,85	0,00	0,00	282.529,85	5,16
Salvador (Município) (292740)	5.358,67	3.506,06	78.523.869,48	0,00	55.230,70	78.579.100,17	26,74
Santo Amaro (Município) (292860)	110,60	54,64	431.591,59	0,00	0,00	431.591,59	6,98
Santo Antônio de Jesus (Município) (292870)	291,90	42,73	2.189.517,49	0,00	401.527,32	2.591.044,81	25,29
Santo Estêvão (Município) (292880)	98,24	3,40	8.182.074,74	0,00	0,00	8.182.074,74	153,01
São Francisco do Conde (Município) (292920)	82,53	40,61	2.261.663,96	0,00	0,00	2.261.663,96	56,84
São Sebastião do Passé (Município) (292950)	126,37	9,20	323.422,60	0,00	0,00	323.422,60	7,08
Senhor do Bonfim (Município) (293010)	212,80	101,50	3.977.133,62	105.487,20	0,00	4.082.620,82	50,55
Serrinha (Município) (293050)	227,44	19,00	3.070.043,05	0,00	0,00	3.070.043,05	37,16
Simões Filho (Município) (293070)	203,15	233,20	1.692.198,33	0,00	0,00	1.692.198,33	12,57
Teixeira de Freitas (Município) (293135)	430,43	207,00	6.182.979,70	0,00	0,00	6.182.979,70	38,69
Tucano (Município) (293190)	82,52	27,16	40.315,99	0,00	0,00	40.315,99	0,77
Valença (Município) (293290)	161,09	105,04	250.880,90	0,00	0,00	250.880,90	2,56
Vera Cruz (Município) (293320)	290,98	20,93	10.240.617,16	0,00	0,00	10.240.617,16	237,26
Vitória da Conquista (Município) (293330)	1.187,65	665,05	5.697.782,35	0,00	59.241,53	5.757.023,89	16,64
Alfenas (Município) (310160)	321,38	313,81	1.247.927,49	0,00	0,00	1.247.927,49	15,75
Araguari (Município) (310350)	482,89	471,91	0,00	0,00	0,00	0,00	0,00
Araxá (Município) (310400)	644,57	317,16	1.607.757,39	0,00	0,00	1.607.757,39	15,57
Baldim (Município) (310500)	32,33	32,60	89.088,86	0,00	0,00	89.088,86	11,05
Barão de Cocais (Município) (310540)	126,91	207,00	377.248,78	4.041.736,22	0,00	4.418.984,99	139,72
Barbacena (Município) (310560)	280,61	250,76	4.627.817,56	0,00	0,00	4.627.817,56	34,07
Belo Horizonte (Município) (310620)	6.837,51	4.393,25	103.409.951,46	0,00	0,00	103.409.951,46	41,14
Belo Vale (Município) (310640)	31,42	18,00	76.708,04	0,00	0,00	76.708,04	9,80
Betim (Município) (310670)	1.479,32	1.003,69	7.887.786,14	0,00	0,00	7.887.786,14	18,68
Bom Despacho (Município) (310740)	275,36	194,88	743.078,15	0,00	0,00	743.078,15	14,97
Bonfim (Município) (310810)	36,74	27,36	105.146,13	0,00	0,00	105.146,13	14,98
Brumadinho (Município) (310900)	192,23	86,26	1.878.073,17	0,00	0,00	1.878.073,17	48,94
Caeté (Município) (311000)	254,90	205,00	183.056,45	0,00	0,00	183.056,45	4,15
Campo Belo (Município) (311120)	251,60	214,98	1.317.474,19	0,00	0,00	1.317.474,19	24,28
Capim Branco (Município) (311250)	68,74	20,60	172.408,68	0,00	0,00	172.408,68	17,94
Caratinga (Município) (311340)	202,23	111,76	18.361.390,45	0,00	0,00	18.361.390,45	201,02
Cataguases (Município) (311530)	215,34	72,00	2.419.205,27	0,00	0,00	2.419.205,27	32,43
Confins (Município) (311787)	71,86	0,01	141.008,69	0,00	0,00	141.008,69	21,54
Congonhas (Município) (311800)	286,59	118,35	592.868,46	0,00	0,00	592.868,46	11,11
Conselheiro Lafaiete (Município) (311830)	444,08	359,94	11.899.508,63	0,00	0,00	11.899.508,63	94,13
Contagem (Município) (311860)	1.966,34	1.214,61	24.819.122,42	0,00	0,00	24.819.122,42	37,96
Coronel Fabriciano (Município) (311940)	308,47	121,56	26.749.968,33	0,00	0,00	26.749.968,33	243,50
Curvelo (Município) (312090)	312,13	186,01	1.585.953,16	0,00	0,00	1.585.953,16	19,97
Divinópolis (Município) (312230)	1.018,15	811,27	3.907.143,03	0,00	0,00	3.907.143,03	16,77
Esmeraldas (Município) (312410)	107,60	18,04	943.791,96	0,00	0,00	943.791,96	13,85
Florestal (Município) (312600)	26,55	30,00	111.430,05	0,00	0,00	111.430,05	15,31
Formiga (Município) (312610)	500,00	500,00	996.685,30	0,00	0,00	996.685,30	14,61
Fortuna de Minas (Município) (312640)	39,00	60,00	0,00	0,00	0,00	0,00	0,00
Frutal (Município) (312710)	164,96	141,20	838.344,56	0,00	0,00	838.344,56	14,38
Funilândia (Município) (312720)	46,44	12,91	75.229,71	0,00	0,00	75.229,71	17,76
Governador Valadares (Município) (312770)	730,23	705,05	933.531,91	0,00	0,00	933.531,91	3,34
Guaxupé (Município) (312870)	216,52	216,35	917.848,56	0,00	0,00	917.848,56	17,61
Ibirité (Município) (312980)	500,58	223,19	5.765.170,71	0,00	0,00	5.765.170,71	32,81
Igarapé (Município) (313010)	131,92	74,40	4.202.650,63	0,00	0,00	4.202.650,63	103,85
Inhaúma (Município) (313100)	56,00	10,00	0,00	0,00	0,00	0,00	0,00
Ipatinga (Município) (313130)	691,20	558,92	3.463.263,78	0,00	0,00	3.463.263,78	13,35
Itabira (Município) (313170)	384,20	308,44	499.752,74	14.341.163,28	0,00	14.840.916,03	125,26
Itabirito (Município) (313190)	272,50	244,00	1.624.610,96	0,00	0,00	1.624.610,96	32,30
Itaguara (Município) (313220)	66,13	66,24	440.972,77	0,00	0,00	440.972,77	33,27
Itajubá (Município) (313240)	787,83	333,09	1.376.213,78	0,00	0,00	1.376.213,78	14,26
Itatiaiuçu (Município) (313370)	57,89	31,29	136.849,80	847.854,37	0,00	984.704,17	90,49
Itaúna (Município) (313380)	601,01	365,39	4.483.362,30	0,00	0,00	4.483.362,30	48,68
Ituiutaba (Município) (313420)	536,95	517,76	1.915.118,47	0,00	0,00	1.915.118,47	18,42
Jaboticatubas (Município) (313460)	53,00	36,00	425.062,17	0,00	0,00	425.062,17	22,02
Janaúba (Município) (313510)	398,86	101,67	1.091.595,58	0,00	0,00	1.091.595,58	15,31
Januária (Município) (313520)	217,86	66,04	1.174.679,35	0,00	0,00	1.174.679,35	17,17
João Monlevade (Município) (313620)	407,50	310,89	959.334,37	0,00	0,00	959.334,37	12,13
Nova União (Município) (313660)	32,85	0,00	60.263,99	0,00	0,00	60.263,99	10,40
Juatuba (Município) (313665)	283,07	43,48	4.715.692,36	0,00	0,00	4.715.692,36	185,00
Juiz de Fora (Município) (313670)	1.850,89	1.355,87	31.885.788,53	0,00	0,00	31.885.788,53	56,98
Lagoa da Prata (Município) (313720)	264,57	262,83	2.615.665,60	0,00	0,00	2.615.665,60	51,58
Lagoa Santa (Município) (313760)	491,55	207,96	2.809.449,67	0,00	0,00	2.809.449,67	46,22
Lavras (Município) (313820)	505,79	368,30	1.807.087,66	0,00	0,00	1.807.087,66	17,86
Leopoldina (Município) (313840)	145,39	48,00	366.920,60	8.265,34	0,00	375.185,94	7,05
Manhuaçu (Município) (313940)	220,00	220,00	231.007,44	0,00	0,00	231.007,44	2,63
Mariana (Município) (314000)	236,17	186,86	8.531.134,95	0,00	0,00	8.531.134,95	143,76
Mário Campos (Município) (314015)	96,69	23,10	218.129,32	592.837,29	0,00	810.966,61	54,75
Mateus Leme (Município) (314070)	177,24	60,09	577.064,60	0,00	0,00	577.064,60	18,97
Matozinhos (Município) (314110)	172,63	111,00	714.547,12	0,00	0,00	714.547,12	19,29
Moeda (Município) (314230)	17,62	0,00	47.587,36	0,00	0,00	47.587,36	9,63
Montes Claros (Município) (314330)	1.786,24	1.260,60	33.456.978,05	0,00	0,00	33.456.978,05	84,00
Muriaé (Município) (314390)	452,84	470,45	968.157,28	0,00	0,00	968.157,28	8,97
Nova Lima (Município) (314480)	469,86	62,16	1.718.278,42	0,00	0,00	1.718.278,42	18,87
Nova Serrana (Município) (314520)	391,38	268,88	4.909.127,35	0,00	0,00	4.909.127,35	53,17
Ouro Preto (Município) (314610)	527,12	462,47	0,00	0,00	0,00	0,00	0,00
Paracatu (Município) (314700)	280,30	263,56	1.569.085,52	0,00	0,00	1.569.085,52	17,11
Pará de Minas (Município) (314710)	389,80	256,50	12.345.951,16	0,00	0,00	12.345.951,16	134,24
Passos (Município) (314790)	487,34	443,58	1.534.021,72	0,00	0,00	1.534.021,72	13,48
Patos de Minas (Município) (314800)	684,08	571,24	8.594.227,75	0,00	0,00	8.594.227,75	57,35
Patrocínio (Município) (314810)	448,00	398,00	18.257,59	703.276,82	0,00	721.534,41	8,08
Pedro Leopoldo (Município) (314930)	330,67	86,67	8.317.631,37	0,00	0,00	8.317.631,37	131,18
Pirapora (Município) (315120)	279,20	85,50	62.934,51	0,00	0,00	62.934,51	1,11
Poços de Caldas (Município) (315180)	1.072,27	967,00	7.314.430,76	0,00	0,00	7.314.430,76	44,35
Ponte Nova (Município) (315210)	250,00	208,00	1.166.532,96	0,00	0,00	1.166.532,96	19,38
Pouso Alegre (Município) (315250)	637,36	521,14	2.031.813,94	0,00	0,00	2.031.813,94	13,96
Prudente de Morais (Município) (315360)	59,68	20,73	2.625.120,57	0,00	0,00	2.625.120,57	250,37
Raposos (Município) (315390)	56,22	52,86	385.656,05	0,00	0,00	385.656,05	23,64
Ribeirão das Neves (Município) (315460)	1.054,22	639,04	27.378.833,18	0,00	0,00	27.378.833,18	84,02
Rio Acima (Município) (315480)	-	-	-	-	-	-	-
Rio Manso (Município) (315530)	44,82	0,00	70.474,82	0,00	0,00	70.474,82	12,30
Sabará (Município) (315670)	475,62	290,60	2.406.131,39	0,00	0,00	2.406.131,39	17,80
Santa Bárbara (Município) (315720)	125,63	137,00	464.261,84	0,00	0,00	464.261,84	15,25
Santa Luzia (Município) (315780)	764,19	351,74	3.703.233,05	0,00	0,00	3.703.233,05	17,02
São Francisco (Município) (316110)	159,35	91,60	518.842,08	0,00	0,00	518.842,08	9,16
São João del Rei (Município) (316250)	209,95	174,81	551.946,08	0,00	0,00	551.946,08	6,14
São Joaquim de Bicas (Município) (316292)	105,94	57,65	544.431,64	0,00	0,00	544.431,64	18,35
São José da Lapa (Município) (316295)	108,02	79,05	412.680,84	0,00	0,00	412.680,84	18,27
São José da Varginha (Município) (316310)	43,00	32,00	0,00	193.349,73	0,00	193.349,73	40,53
São Sebastião do Paraíso (Município) (316470)	307,81	247,29	2.983.677,50	0,00	0,00	2.983.677,50	42,58
Sarzedo (Município) (316553)	168,05	136,28	672.141,77	0,00	0,00	672.141,77	22,05
Sete Lagoas (Município) (316720)	1.058,28	916,70	612.422,02	4.678.583,83	0,00	5.291.005,85	22,59
Taquaraçu de Minas (Município) (316830)	20,44	6,40	67.706,19	0,00	0,00	67.706,19	16,71
Teófilo Otoni (Município) (316860)	337,13	212,04	13.005.371,57	0,00	0,00	13.005.371,57	91,91
Timóteo (Município) (316870)	274,49	195,80	1.080.361,33	0,00	0,00	1.080.361,33	12,24
Três Corações (Município) (316930)	315,81	285,11	1.783.099,01	0,00	0,00	1.783.099,01	22,72
Três Pontas (Município) (316940)	254,01	219,76	480.378,63	0,00	0,00	480.378,63	8,45
Ubá (Município) (316990)	212,81	180,00	1.891.942,75	0,00	0,00	1.891.942,75	16,86
Uberaba (Município) (317010)	1.429,57	1.404,60	19.291.796,36	9.253.374,32	0,00	28.545.170,68	87,76
Uberlândia (Município) (317020)	3.206,00	2.571,00	129.329.272,81	0,00	0,00	129.329.272,81	193,12
Unaí (Município) (317040)	433,66	273,93	2.701.990,57	0,00	0,00	2.701.990,57	32,38
Varginha (Município) (317070)	456,69	413,40	3.182.285,58	0,00	0,00	3.182.285,58	23,86
Vespasiano (Município) (317120)	499,78	226,71	4.962.533,23	0,00	0,00	4.962.533,23	41,18
Viçosa (Município) (317130)	273,00	209,00	1.944.235,65	0,00	0,00	1.944.235,65	24,97
Aracruz (Município) (320060)	374,30	236,06	2.087.441,73	0,00	0,00	2.087.441,73	21,58
Cachoeiro de Itapemirim (Município) (320120)	633,71	500,94	5.982.648,39	0,00	0,00	5.982.648,39	28,44
Cariacica (Município) (320130)	1.255,22	382,99	8.340.312,69	0,00	0,00	8.340.312,69	21,68
Colatina (Município) (320150)	338,00	208,00	134.309,55	15.191.816,60	0,00	15.326.126,16	124,00
Fundão (Município) (320220)	159,21	29,63	72.598,70	0,00	0,00	72.598,70	3,56
Guarapari (Município) (320240)	486,30	264,62	4.249.211,26	0,00	0,00	4.249.211,26	34,97
Linhares (Município) (320320)	460,00	241,56	75.409,00	0,00	0,00	75.409,00	0,45
São Mateus (Município) (320490)	341,42	188,23	377.110,73	0,00	0,00	377.110,73	2,98
Serra (Município) (320500)	1.691,45	848,00	128.282.900,64	0,00	46.423.068,80	174.705.969,44	353,58
Viana (Município) (320510)	261,66	96,82	2.227.686,51	0,00	0,00	2.227.686,51	29,45
Vila Velha (Município) (320520)	1.339,08	398,57	9.685.241,63	0,00	0,00	9.685.241,63	20,19
Vitória (Município) (320530)	850,89	456,38	11.507.240,19	0,00	0,00	11.507.240,19	32,00
Angra dos Reis (Município) (330010)	460,37	232,00	92.005,08	0,00	39.507,85	131.512,93	0,69
Araruama (Município) (330020)	839,00	117,00	9.428.076,83	0,00	0,00	9.428.076,83	75,46
Barra do Piraí (Município) (330030)	230,80	113,80	0,00	251.207,77	0,00	251.207,77	2,59
Barra Mansa (Município) (330040)	648,35	674,00	104.086,98	0,00	0,00	104.086,98	0,58
Belford Roxo (Município) (330045)	557,97	418,00	21.751.689,38	0,00	0,00	21.751.689,38	44,02
Cabo Frio (Município) (330070)	1.122,00	38,00	26.557.274,19	0,00	0,00	26.557.274,19	125,10
Cachoeiras de Macacu (Município) (330080)	329,76	123,00	0,00	0,00	6.271,09	6.271,09	0,11
Campos dos Goytacazes (Município) (330100)	1.315,00	776,00	20.143.504,31	0,00	0,00	20.143.504,31	41,35
Duque de Caxias (Município) (330170)	1.299,90	675,00	28.982.437,28	0,00	475.348,31	29.457.785,59	33,21
Guapimirim (Município) (330185)	108,75	0,00	0,00	0,00	0,00	0,00	0,00
Itaboraí (Município) (330190)	396,36	120,00	32.271,91	0,00	70.236,16	102.508,07	0,44
Itaguaí (Município) (330200)	553,92	100,00	0,00	0,00	288.469,96	288.469,96	2,39
Itaperuna (Município) (330220)	118,80	149,00	0,00	0,00	8.385.737,24	8.385.737,24	84,28
Japeri (Município) (330227)	154,30	0,00	0,00	0,00	1.430.224,74	1.430.224,74	14,22
Macaé (Município) (330240)	508,68	314,00	35.733.132,90	0,00	129.184,37	35.862.317,27	149,76
Magé (Município) (330250)	285,12	163,00	0,00	0,00	1.712.671,20	1.712.671,20	7,25
Maricá (Município) (330270)	95,04	23,00	2.085.720,92	0,00	3.768.049,93	5.853.770,85	39,06
Mesquita (Município) (330285)	412,02	179,00	0,00	0,00	92.812,08	92.812,08	0,54
Nilópolis (Município) (330320)	248,10	190,00	45.907.006,64	0,00	48.914,47	45.955.921,10	290,27
Niterói (Município) (330330)	1.308,60	748,40	17.223.268,65	0,00	0,00	17.223.268,65	34,59
Nova Friburgo (Município) (330340)	695,70	421,20	14.696.451,67	0,00	0,00	14.696.451,67	79,40
Nova Iguaçu (Município) (330350)	739,49	560,00	84.644.077,40	0,00	3.382.596,15	88.026.673,55	110,39
Paracambi (Município) (330360)	95,58	48,00	0,00	0,00	88.422,31	88.422,31	1,77
Petrópolis (Município) (330390)	765,00	277,00	10.353.209,26	0,00	0,00	10.353.209,26	34,72
Queimados (Município) (330414)	385,75	132,00	27.225.167,91	0,00	134.201,24	27.359.369,15	189,31
Resende (Município) (330420)	487,00	390,00	7.871.418,09	0,00	0,00	7.871.418,09	62,43
Rio Bonito (Município) (330430)	41,00	193,72	0,00	0,00	2.520.417,85	2.520.417,85	43,48
Rio das Ostras (Município) (330452)	119,88	232,00	0,00	28.836.816,01	511.093,51	29.347.909,52	214,80
Rio de Janeiro (Município) (330455)	10.891,20	6.665,05	323.060.126,19	0,00	44.677.441,61	367.737.567,80	56,59
São Gonçalo (Município) (330490)	1.677,24	720,00	115.189,79	0,00	10.598.455,86	10.713.645,65	10,26
São João de Meriti (Município) (330510)	542,06	350,09	22.330.053,52	0,00	153.641,61	22.483.695,12	48,82
São Pedro da Aldeia (Município) (330520)	452,00	54,00	10.506.847,95	0,00	0,00	10.506.847,95	106,70
Saquarema (Município) (330550)	424,00	55,00	0,00	0,00	0,00	0,00	0,00
Seropédica (Município) (330555)	298,15	53,00	0,00	0,00	853.868,42	853.868,42	10,21
Tanguá (Município) (330575)	15,12	10,00	0,00	0,00	48.287,36	48.287,36	1,48
Teresópolis (Município) (330580)	413,64	55,00	683,16	0,00	156.777,15	157.460,32	0,90
Três Rios (Município) (330600)	400,30	411,30	257.895,31	0,00	0,00	257.895,31	3,26
Valença (Município) (330610)	164,16	62,00	0,00	0,00	557.242,24	557.242,24	7,53
Volta Redonda (Município) (330630)	1.038,08	898,00	4.464.949,62	132.465,04	4.283.023,44	8.880.438,10	33,68
Americana (Município) (350160)	1.472,00	1.356,40	274.384,08	0,00	0,00	274.384,08	1,18
Amparo (Município) (350190)	326,40	228,96	873.658,91	0,00	0,00	873.658,91	12,35
Andradina (Município) (350210)	258,86	209,59	4.513.379,53	0,00	0,00	4.513.379,53	78,77
Araçatuba (Município) (350280)	695,70	664,52	7.455.136,11	0,00	0,00	7.455.136,11	38,46
Araraquara (Município) (350320)	1.412,93	1.178,67	3.482.775,59	0,00	0,00	3.482.775,59	15,23
Araras (Município) (350330)	686,00	704,00	5.468.801,97	0,00	0,00	5.468.801,97	42,03
Artur Nogueira (Município) (350380)	162,05	160,31	702.650,02	3.546.695,80	463.237,00	4.712.582,81	92,18
Arujá (Município) (350390)	385,57	178,60	4.388.520,89	0,00	0,00	4.388.520,89	51,51
Assis (Município) (350400)	432,38	382,15	2.571.362,43	0,00	0,00	2.571.362,43	25,14
Atibaia (Município) (350410)	403,41	222,86	2.139.920,85	0,00	0,00	2.139.920,85	15,46
Avaré (Município) (350450)	379,29	348,64	3.878.439,65	0,00	0,00	3.878.439,65	43,61
Barretos (Município) (350550)	598,00	595,20	5.614.937,10	0,00	0,00	5.614.937,10	46,81
Barueri (Município) (350570)	745,85	407,82	9.367.037,01	0,00	0,00	9.367.037,01	35,36
Batatais (Município) (350590)	263,00	232,00	0,00	0,00	2.049.802,96	2.049.802,96	33,58
Bauru (Município) (350600)	1.664,70	1.536,18	36.491.826,87	0,00	0,00	36.491.826,87	98,80
Bebedouro (Município) (350610)	716,00	716,00	667.637,60	0,00	0,00	667.637,60	8,59
Bertioga (Município) (350635)	323,08	220,48	34.060.584,48	0,00	0,00	34.060.584,48	587,84
Birigui (Município) (350650)	449,10	439,50	0,00	30.690,42	0,00	30.690,42	0,26
Biritiba-Mirim (Município) (350660)	142,74	70,03	794.048,64	0,00	0,00	794.048,64	25,22
Boituva (Município) (350700)	153,06	69,53	2.099.015,83	0,00	0,00	2.099.015,83	36,93
Botucatu (Município) (350750)	636,14	455,85	8.430.021,10	0,00	0,00	8.430.021,10	59,77
Bragança Paulista (Município) (350760)	686,16	454,39	10.555.775,89	0,00	0,00	10.555.775,89	64,98
Caçapava (Município) (350850)	314,43	146,96	3.338.766,29	0,00	0,00	3.338.766,29	36,34
Caieiras (Município) (350900)	289,60	141,97	75.138.958,19	0,00	0,00	75.138.958,19	774,50
Cajamar (Município) (350920)	268,88	96,14	3.303.152,33	0,00	0,00	3.303.152,33	45,33
Campinas (Município) (350950)	4.660,50	4.355,77	78.516.064,40	0,00	0,00	78.516.064,40	66,92
Campo Limpo Paulista (Município) (350960)	294,53	177,96	4.647.223,09	0,00	0,00	4.647.223,09	56,89
Campos do Jordão (Município) (350970)	313,29	120,59	7.423.091,84	0,00	0,00	7.423.091,84	145,10
Capivari (Município) (351040)	253,00	227,00	8.506.053,35	0,00	0,00	8.506.053,35	158,31
Caraguatatuba (Município) (351050)	629,78	500,10	15.289.451,57	0,00	0,00	15.289.451,57	132,87
Carapicuíba (Município) (351060)	610,18	412,40	20.760.647,37	0,00	0,00	20.760.647,37	52,63
Catanduva (Município) (351110)	476,00	492,00	8.289.320,30	0,00	0,00	8.289.320,30	69,02
Cosmópolis (Município) (351280)	185,00	185,00	0,00	45.799,18	0,00	45.799,18	0,67
Cotia (Município) (351300)	1.066,47	369,38	9.988.842,93	0,00	0,00	9.988.842,93	42,74
Cruzeiro (Município) (351340)	314,00	294,80	820.243,38	0,00	0,00	820.243,38	10,08
Cubatão (Município) (351350)	252,29	147,37	3.571.132,99	0,00	0,00	3.571.132,99	27,92
Diadema (Município) (351380)	782,53	477,55	9.415.191,14	0,00	0,00	9.415.191,14	22,68
Embu das Artes (Município) (351500)	622,31	298,61	3.691,85	0,00	0,00	3.691,85	0,01
Embu-Guaçu (Município) (351510)	256,97	123,38	0,00	0,00	0,00	0,00	0,00
Fernandópolis (Município) (351550)	329,26	278,29	2.337.938,42	0,00	0,00	2.337.938,42	34,18
Ferraz de Vasconcelos (Município) (351570)	335,37	261,81	6.557.672,83	0,00	0,00	6.557.672,83	35,10
Franca (Município) (351620)	1.201,47	1.149,21	45.190.898,11	0,00	0,00	45.190.898,11	131,10
Francisco Morato (Município) (351630)	367,36	144,01	53.698.921,25	0,00	0,00	53.698.921,25	315,98
Franco da Rocha (Município) (351640)	423,16	191,56	32.464.939,23	0,00	0,00	32.464.939,23	219,88
Guararema (Município) (351830)	144,86	42,22	1.428.662,31	0,00	0,00	1.428.662,31	49,84
Guaratinguetá (Município) (351840)	602,00	337,36	606.996,31	0,00	0,00	606.996,31	5,07
Guarujá (Município) (351870)	772,88	423,98	60.443.114,84	0,00	0,00	60.443.114,84	192,85
Guarulhos (Município) (351880)	2.330,35	1.719,96	23.516.594,51	0,00	0,00	23.516.594,51	17,59
Hortolândia (Município) (351907)	568,05	315,89	9.252.704,72	0,00	0,00	9.252.704,72	42,24
Ibitinga (Município) (351960)	426,00	312,00	634.592,63	0,00	0,00	634.592,63	10,91
Ibiúna (Município) (351970)	146,13	28,61	2.733.970,20	0,00	0,00	2.733.970,20	35,50
Indaiatuba (Município) (352050)	1.014,00	871,00	50.025.082,19	0,00	0,00	50.025.082,19	212,54
Itanhaém (Município) (352210)	930,01	399,74	73.678.710,48	0,00	0,00	73.678.710,48	756,15
Itapecerica da Serra (Município) (352220)	412,10	184,07	27.282.229,02	0,00	0,00	27.282.229,02	161,33
Itapetininga (Município) (352230)	500,07	283,80	6.197.084,89	0,00	0,00	6.197.084,89	39,08
Itapeva (Município) (352240)	253,22	162,54	3.049.961,49	0,00	0,00	3.049.961,49	32,74
Itapevi (Município) (352250)	456,49	250,12	17.014.472,42	0,00	0,00	17.014.472,42	75,12
Itapira (Município) (352260)	324,75	293,04	6.306.542,89	0,00	0,00	6.306.542,89	85,91
Itaquaquecetuba (Município) (352310)	887,37	471,88	15.478.452,10	0,00	0,00	15.478.452,10	43,38
Itararé (Município) (352320)	169,94	141,84	1.710.677,02	0,00	0,00	1.710.677,02	34,05
Itatiba (Município) (352340)	230,23	157,96	0,00	0,00	0,00	0,00	0,00
Itu (Município) (352390)	794,00	587,14	7.529.687,21	0,00	0,00	7.529.687,21	44,65
Itupeva (Município) (352400)	82,00	36,11	2.521.988,07	0,00	0,00	2.521.988,07	45,36
Jaboticabal (Município) (352430)	365,08	100,00	24.474,41	0,00	0,00	24.474,41	0,32
Jacareí (Município) (352440)	777,77	608,23	3.979.079,52	0,00	0,00	3.979.079,52	17,44
Jaguariúna (Município) (352470)	212,00	185,00	0,00	942.763,81	3.347.279,27	4.290.043,09	80,84
Jandira (Município) (352500)	237,74	151,27	11.598.208,47	0,00	0,00	11.598.208,47	96,51
Jaú (Município) (352530)	839,00	688,75	6.431.448,97	0,00	0,00	6.431.448,97	44,41
Jundiaí (Município) (352590)	1.861,40	947,66	15.665.092,20	0,00	0,00	15.665.092,20	38,61
Juquitiba (Município) (352620)	113,19	30,35	1.158.442,44	0,00	0,00	1.158.442,44	37,57
Leme (Município) (352670)	420,00	400,00	3.733.805,00	0,00	0,00	3.733.805,00	37,23
Lençóis Paulista (Município) (352680)	313,14	269,15	3.110.765,20	0,00	0,00	3.110.765,20	46,66
Limeira (Município) (352690)	1.170,00	1.029,00	15.194.733,67	0,00	0,00	15.194.733,67	50,87
Lins (Município) (352710)	237,98	212,58	1.911.668,43	0,00	0,00	1.911.668,43	24,97
Lorena (Município) (352720)	265,84	206,76	4.259.669,72	0,00	0,00	4.259.669,72	48,64
Mairiporã (Município) (352850)	333,47	68,11	5.453.870,51	0,00	0,00	5.453.870,51	58,03
Marília (Município) (352900)	751,00	699,00	148.234,08	0,00	0,00	148.234,08	0,63
Matão (Município) (352930)	389,79	376,83	7.709.427,18	0,00	0,00	7.709.427,18	94,16
Mauá (Município) (352940)	730,90	610,00	7.332.440,72	0,00	0,00	7.332.440,72	16,02
Mirassol (Município) (353030)	298,91	291,83	2.660.047,94	0,00	0,00	2.660.047,94	45,62
Mococa (Município) (353050)	190,04	170,94	1.114.290,31	0,00	0,00	1.114.290,31	16,17
Mogi das Cruzes (Município) (353060)	1.088,00	777,00	10.680.233,62	0,00	0,00	10.680.233,62	24,88
Mogi Guaçu (Município) (353070)	602,20	541,74	1.645.664,81	0,00	782.551,66	2.428.216,48	16,37
Mogi Mirim (Município) (353080)	487,52	396,20	159.554,75	0,00	0,00	159.554,75	1,74
Mongaguá (Município) (353110)	419,07	315,89	5.846.872,62	0,00	0,00	5.846.872,62	109,52
Monte Alto (Município) (353130)	273,66	257,62	1.890.190,70	0,00	0,00	1.890.190,70	38,02
Monte Mor (Município) (353180)	240,36	73,86	2.871.985,79	0,00	0,00	2.871.985,79	50,98
Nova Odessa (Município) (353340)	275,35	252,28	4.102.317,08	348.963,18	0,00	4.451.280,26	77,41
Olímpia (Município) (353390)	211,84	199,87	3.177.555,89	0,00	0,00	3.177.555,89	59,17
Osasco (Município) (353440)	1.181,47	753,45	29.488.835,89	0,00	0,00	29.488.835,89	42,35
Ourinhos (Município) (353470)	634,80	515,70	4.167.324,37	0,00	0,00	4.167.324,37	37,52
Paulínia (Município) (353650)	483,22	224,26	5.202.011,04	0,00	0,00	5.202.011,04	51,95
