Localidade	"População total
(pessoas) (IBGE)"	"População das cidades declarantes do SNIS
(pessoas) (SNIS)"	"População urbana total
(pessoas) (SNIS)"	"Área do município
(km²) (IBGE)"	"População total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"População urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"Parcela da população urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"	"Parcela da população total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"
Casa Nova (Município) (290720)	71.504	71.504	41.338	9.647,070	50.347	23.486	56,8%	70,4%
Catu (Município) (290750)	55.380	55.380	46.357	433,190	55.380	46.357	100,0%	100,0%
Conceição do Coité (Município) (290840)	67.651	67.651	39.559	1.015,250	66.117	38.025	96,1%	97,7%
Cruz das Almas (Município) (290980)	63.761	63.761	54.273	139,120	63.761	54.273	100,0%	100,0%
Dias d'Ávila (Município) (291005)	76.624	76.624	72.049	184,230	47.202	42.627	59,2%	61,6%
Euclides da Cunha (Município) (291070)	60.932	60.932	29.677	1.992,640	52.935	21.680	73,1%	86,9%
Eunápolis (Município) (291072)	112.032	112.032	104.448	1.425,970	103.766	96.182	92,1%	92,6%
Feira de Santana (Município) (291080)	612.000	612.000	561.418	1.304,430	292.527	241.945	43,1%	47,8%
Guanambi (Município) (291170)	85.237	85.237	67.647	1.272,370	49.438	31.848	47,1%	58,0%
Ilhéus (Município) (291360)	182.350	182.350	153.691	1.584,690	96.171	67.512	43,9%	52,7%
Ipirá (Município) (291400)	62.172	62.172	30.392	3.105,280	58.699	27.464	90,4%	94,4%
Irecê (Município) (291460)	72.730	72.730	67.057	319,170	61.986	56.313	84,0%	85,2%
Itaberaba (Município) (291470)	66.065	66.065	51.973	2.386,390	61.160	47.068	90,6%	92,6%
Itabuna (Município) (291480)	218.925	218.925	213.551	401,030	70.280	65.546	30,7%	32,1%
Itamaraju (Município) (291560)	67.191	67.191	53.039	2.360,290	32.595	18.443	34,8%	48,5%
Itaparica (Município) (291610)	22.476	22.476	22.476	118,040	13.715	13.715	61,0%	61,0%
Itapetinga (Município) (291640)	75.440	75.440	73.233	1.651,150	11.225	10.933	14,9%	14,9%
Jacobina (Município) (291750)	84.577	84.577	59.626	2.192,910	81.115	56.164	94,2%	95,9%
Jaguaquara (Município) (291760)	55.127	55.127	41.985	924,740	38.205	25.063	59,7%	69,3%
Jequié (Município) (291800)	161.150	161.150	147.921	2.969,030	19.113	5.884	4,0%	11,9%
Juazeiro (Município) (291840)	216.588	216.588	175.899	6.721,200	85.096	44.407	25,2%	39,3%
Lauro de Freitas (Município) (291920)	188.013	188.013	188.013	57,660	112.050	112.050	59,6%	59,6%
Luís Eduardo Magalhães (Município) (291955)	76.420	76.420	69.778	3.940,540	75.806	69.164	99,1%	99,2%
Madre de Deus (Município) (291992)	19.985	19.985	19.385	32,200	4.084	3.484	18,0%	20,4%
Mata de São João (Município) (292100)	45.194	45.194	33.544	604,290	29.778	20.595	61,4%	65,9%
Paulo Afonso (Município) (292400)	118.323	118.323	101.958	1.545,190	91.930	75.565	74,1%	77,7%
Pojuca (Município) (292520)	37.061	37.061	31.807	308,700	8.805	5.572	17,5%	23,8%
Porto Seguro (Município) (292530)	143.282	143.282	117.487	2.287,090	53.778	27.983	23,8%	37,5%
Ribeira do Pombal (Município) (292660)	51.026	51.026	31.953	1.177,450	51.026	31.953	100,0%	100,0%
Salvador (Município) (292740)	2.902.927	2.902.927	2.902.132	692,820	624.319	623.524	21,5%	21,5%
Santo Amaro (Município) (292860)	61.559	61.559	47.677	489,320	37.066	23.184	48,6%	60,2%
Santo Antônio de Jesus (Município) (292870)	100.550	100.550	87.635	261,740	85.909	72.994	83,3%	85,4%
Santo Estêvão (Município) (292880)	52.704	52.704	30.480	360,330	52.266	30.042	98,6%	99,2%
São Francisco do Conde (Município) (292920)	38.838	38.838	32.059	269,610	26.296	19.517	60,9%	67,7%
São Sebastião do Passé (Município) (292950)	45.292	45.292	35.578	536,580	44.690	34.976	98,3%	98,7%
Senhor do Bonfim (Município) (293010)	80.810	80.810	62.510	789,360	36.419	40.919	65,5%	45,1%
Serrinha (Município) (293050)	82.733	82.733	50.859	583,310	74.864	42.990	84,5%	90,5%
Simões Filho (Município) (293070)	131.630	131.630	117.986	201,580	98.008	84.364	71,5%	74,5%
Teixeira de Freitas (Município) (293135)	155.659	155.659	145.445	1.165,620	134.199	123.985	85,2%	86,2%
Tucano (Município) (293190)	56.131	56.131	23.513	2.185,010	45.532	12.914	54,9%	81,1%
Valença (Município) (293290)	96.507	96.507	70.055	1.124,660	28.591	11.209	16,0%	29,6%
Vera Cruz (Município) (293320)	42.103	42.103	39.500	299,730	37.097	34.494	87,3%	88,1%
Vitória da Conquista (Município) (293330)	340.199	340.199	304.582	3.705,840	94.383	58.766	19,3%	27,7%
Alfenas (Município) (310160)	78.176	78.176	73.304	850,450	4.872	0	0,0%	6,2%
Araguari (Município) (310350)	115.632	115.632	108.031	2.729,510	0	0	0,0%	0,0%
Araxá (Município) (310400)	101.136	101.136	99.637	1.164,060	1.499	0	0,0%	1,5%
Baldim (Município) (310500)	8.082	8.082	5.175	556,270	2.907	0	0,0%	36,0%
Barão de Cocais (Município) (310540)	30.893	30.893	28.008	340,590	2.233	1.858	6,6%	7,2%
Barbacena (Município) (310560)	133.972	133.972	122.604	759,190	32.511	22.055	18,0%	24,3%
Belo Horizonte (Município) (310620)	2.491.109	2.491.109	2.491.109	331,400	0	0	0,0%	0,0%
Belo Vale (Município) (310640)	7.803	7.803	3.412	365,920	7.803	3.412	100,0%	100,0%
Betim (Município) (310670)	412.003	412.003	408.998	343,860	14.751	11.746	2,9%	3,6%
Bom Despacho (Município) (310740)	48.802	48.802	45.956	1.213,550	2.846	0	0,0%	5,8%
Bonfim (Município) (310810)	7.014	7.014	3.428	301,870	3.586	0	0,0%	51,1%
Brumadinho (Município) (310900)	37.314	37.314	31.459	639,430	13.314	7.459	23,7%	35,7%
Caeté (Município) (311000)	43.395	43.395	37.736	542,530	3.054	2.051	5,4%	7,0%
Campo Belo (Município) (311120)	53.870	53.870	50.820	528,230	2.714	0	0,0%	5,0%
Capim Branco (Município) (311250)	9.461	9.461	8.618	95,330	8.501	7.658	88,9%	89,9%
Caratinga (Município) (311340)	90.192	90.192	74.569	1.258,480	22.890	7.267	9,7%	25,4%
Cataguases (Município) (311530)	73.712	73.712	70.566	491,770	9.945	6.799	9,6%	13,5%
Confins (Município) (311787)	6.409	6.409	6.409	42,360	6.409	6.409	100,0%	100,0%
Congonhas (Município) (311800)	52.280	52.280	50.898	304,070	7.895	6.513	12,8%	15,1%
Conselheiro Lafaiete (Município) (311830)	124.370	124.370	118.770	370,250	5.600	0	0,0%	4,5%
Contagem (Município) (311860)	643.476	643.476	641.299	195,050	2.177	0	0,0%	0,3%
Coronel Fabriciano (Município) (311940)	108.843	108.843	107.479	221,250	1.364	0	0,0%	1,3%
Curvelo (Município) (312090)	78.373	78.373	71.153	3.296,200	7.220	0	0,0%	9,2%
Divinópolis (Município) (312230)	228.643	228.643	222.740	708,120	5.903	0	0,0%	2,6%
Esmeraldas (Município) (312410)	66.237	66.237	61.780	909,680	54.482	50.025	81,0%	82,3%
Florestal (Município) (312600)	7.137	7.137	5.952	194,240	0	0	0,0%	0,0%
Formiga (Município) (312610)	67.833	67.833	61.958	1.501,920	4.053	158	0,3%	6,0%
Fortuna de Minas (Município) (312640)	2.872	2.872	1.980	198,710	1.086	194	9,8%	37,8%
Frutal (Município) (312710)	57.269	57.269	49.365	2.426,970	7.904	0	0,0%	13,8%
Funilândia (Município) (312720)	4.153	4.153	2.186	199,800	2.634	667	30,5%	63,4%
Governador Valadares (Município) (312770)	276.995	276.995	266.082	2.342,330	7.116	6.108	2,3%	2,6%
Guaxupé (Município) (312870)	51.704	51.704	48.618	286,400	3.086	0	0,0%	6,0%
Ibirité (Município) (312980)	171.932	171.932	171.538	72,570	22.815	22.421	13,1%	13,3%
Igarapé (Município) (313010)	39.045	39.045	36.591	110,940	9.270	6.816	18,6%	23,7%
Inhaúma (Município) (313100)	6.114	6.114	4.464	245,000	4.058	2.408	53,9%	66,4%
Ipatinga (Município) (313130)	255.266	255.266	252.601	164,880	2.665	0	0,0%	1,0%
Itabira (Município) (313170)	116.745	116.745	108.804	1.253,700	12.386	7.468	6,9%	10,6%
Itabirito (Município) (313190)	49.203	49.203	47.164	542,610	6.978	4.939	10,5%	14,2%
Itaguara (Município) (313220)	13.087	13.087	10.077	410,470	2.467	482	4,8%	18,9%
Itajubá (Município) (313240)	95.491	95.491	87.176	294,840	8.315	0	0,0%	8,7%
Itatiaiuçu (Município) (313370)	10.674	10.674	6.688	295,150	10.674	6.688	100,0%	100,0%
Itaúna (Município) (313380)	90.783	90.783	85.459	495,770	4.030	213	0,2%	4,4%
Ituiutaba (Município) (313420)	102.690	102.690	98.414	2.598,050	4.472	196	0,2%	4,4%
Jaboticatubas (Município) (313460)	18.785	18.785	11.775	1.114,970	9.511	2.501	21,2%	50,6%
Janaúba (Município) (313510)	70.472	70.472	63.897	2.181,320	49.700	43.125	67,5%	70,5%
Januária (Município) (313520)	68.065	68.065	42.964	6.661,590	56.632	31.531	73,4%	83,2%
João Monlevade (Município) (313620)	78.040	78.040	77.687	99,160	0	427	0,5%	0,0%
Nova União (Município) (313660)	5.766	5.766	2.981	172,130	5.766	2.981	100,0%	100,0%
Juatuba (Município) (313665)	24.662	24.662	24.245	97,170	10.180	9.763	40,3%	41,3%
Juiz de Fora (Município) (313670)	550.710	550.710	544.449	1.435,750	28.654	22.393	4,1%	5,2%
Lagoa da Prata (Município) (313720)	49.654	49.654	48.525	439,980	1.315	486	1,0%	2,6%
Lagoa Santa (Município) (313760)	58.702	58.702	54.711	229,410	25.480	21.489	39,3%	43,4%
Lavras (Município) (313820)	99.229	99.229	94.554	564,740	4.675	0	0,0%	4,7%
Leopoldina (Município) (313840)	53.032	53.032	47.404	943,080	53.032	47.404	100,0%	100,0%
Manhuaçu (Município) (313940)	85.909	85.909	70.001	628,320	0	0	0,0%	0,0%
Mariana (Município) (314000)	58.233	58.233	51.169	1.194,210	17.533	13.465	26,3%	30,1%
Mário Campos (Município) (314015)	14.427	14.427	13.624	35,200	9.055	8.252	60,6%	62,8%
Mateus Leme (Município) (314070)	29.873	29.873	26.466	301,380	8.778	5.371	20,3%	29,4%
Matozinhos (Município) (314110)	36.382	36.382	33.084	252,280	7.671	4.373	13,2%	21,1%
Moeda (Município) (314230)	4.903	4.903	1.871	155,110	4.903	1.871	100,0%	100,0%
Montes Claros (Município) (314330)	390.212	390.212	371.357	3.568,940	18.855	0	0,0%	4,8%
Muriaé (Município) (314390)	106.576	106.576	98.601	841,690	0	0	0,0%	0,0%
Nova Lima (Município) (314480)	88.672	88.672	86.739	429,000	63.866	61.933	71,4%	72,0%
Nova Serrana (Município) (314520)	87.260	87.260	82.519	282,470	4.741	0	0,0%	5,4%
Ouro Preto (Município) (314610)	73.700	73.700	64.093	1.245,870	26.360	21.265	33,2%	35,8%
Paracatu (Município) (314700)	90.294	90.294	78.628	8.229,600	11.666	0	0,0%	12,9%
Pará de Minas (Município) (314710)	90.306	90.306	85.356	551,250	4.950	0	0,0%	5,5%
Passos (Município) (314790)	112.402	112.402	106.641	1.338,070	6.721	960	0,9%	6,0%
Patos de Minas (Município) (314800)	147.614	147.614	135.923	3.190,190	11.691	0	0,0%	7,9%
Patrocínio (Município) (314810)	87.928	87.928	77.572	2.874,340	10.356	0	0,0%	11,8%
Pedro Leopoldo (Município) (314930)	62.473	62.473	53.128	292,950	18.084	8.739	16,4%	28,9%
Pirapora (Município) (315120)	55.972	55.972	54.941	549,510	26.532	25.501	46,4%	47,4%
Poços de Caldas (Município) (315180)	162.379	162.379	158.424	546,670	356	0	0,0%	0,2%
Ponte Nova (Município) (315210)	59.814	59.814	53.347	470,640	2.393	2.134	4,0%	4,0%
Pouso Alegre (Município) (315250)	142.073	142.073	130.081	542,800	11.992	0	0,0%	8,4%
Prudente de Morais (Município) (315360)	10.287	10.287	9.885	124,190	6.619	6.217	62,9%	64,3%
Raposos (Município) (315390)	16.144	16.144	15.313	72,230	1.455	624	4,1%	9,0%
Ribeirão das Neves (Município) (315460)	319.310	319.310	316.978	155,450	24.318	21.986	6,9%	7,6%
Rio Acima (Município) (315480)	9.816	9.816	8.578	229,810	7.816	6.578	76,7%	79,6%
Rio Manso (Município) (315530)	5.636	5.636	3.002	231,540	5.636	3.002	100,0%	100,0%
Sabará (Município) (315670)	133.528	133.528	130.160	302,420	13.954	10.586	8,1%	10,5%
Santa Bárbara (Município) (315720)	29.888	29.888	26.584	684,060	3.700	396	1,5%	12,4%
Santa Luzia (Município) (315780)	214.830	214.830	214.233	235,080	17.783	17.186	8,0%	8,3%
São Francisco (Município) (316110)	56.217	56.217	35.722	3.308,100	35.494	14.999	42,0%	63,1%
São João del Rei (Município) (316250)	88.902	88.902	84.048	1.452,000	-	-	-	-
São Joaquim de Bicas (Município) (316292)	28.624	28.624	20.847	71,760	16.985	9.208	44,2%	59,3%
São José da Lapa (Município) (316295)	21.905	21.905	12.613	47,930	9.292	0	0,0%	42,4%
São José da Varginha (Município) (316310)	4.630	4.630	2.616	205,500	3.030	1.436	54,9%	65,4%
São Sebastião do Paraíso (Município) (316470)	69.057	69.057	63.715	814,930	5.342	0	0,0%	7,7%
Sarzedo (Município) (316553)	29.270	29.270	28.950	62,130	320	0	0,0%	1,1%
Sete Lagoas (Município) (316720)	229.887	229.887	224.309	536,640	10.117	4.540	2,0%	4,4%
Taquaraçu de Minas (Município) (316830)	4.006	4.006	1.853	329,290	2.802	649	35,0%	69,9%
Teófilo Otoni (Município) (316860)	140.567	140.567	114.832	3.242,270	25.735	0	0,0%	18,3%
Timóteo (Município) (316870)	86.794	86.794	86.667	144,380	127	0	0,0%	0,1%
Três Corações (Município) (316930)	77.340	77.340	69.965	828,040	7.375	0	0,0%	9,5%
Três Pontas (Município) (316940)	56.408	56.408	48.469	689,790	6.308	54	0,1%	11,2%
Ubá (Município) (316990)	109.779	109.779	105.580	407,450	9.157	4.958	4,7%	8,3%
Uberaba (Município) (317010)	318.813	318.813	311.691	4.523,960	6.377	3.117	1,0%	2,0%
Uberlândia (Município) (317020)	654.681	654.681	636.529	4.115,210	18.152	0	0,0%	2,8%
Unaí (Município) (317040)	82.298	82.298	66.132	8.448,080	22.616	6.450	9,8%	27,5%
Varginha (Município) (317070)	131.269	131.269	126.982	395,400	4.287	0	0,0%	3,3%
Vespasiano (Município) (317120)	116.506	116.506	116.506	71,080	12.342	12.342	10,6%	10,6%
Viçosa (Município) (317130)	76.745	76.745	71.522	299,420	9.209	8.583	12,0%	12,0%
Aracruz (Município) (320060)	93.325	93.325	81.486	1.423,870	30.049	18.210	22,3%	32,2%
Cachoeiro de Itapemirim (Município) (320120)	206.973	206.973	189.207	864,580	18.041	3.429	1,8%	8,7%
Cariacica (Município) (320130)	378.915	378.915	366.860	279,720	272.169	260.114	70,9%	71,8%
Colatina (Município) (320150)	121.670	121.670	107.093	1.416,800	20.921	8.969	8,4%	17,2%
Fundão (Município) (320220)	19.585	19.585	16.540	288,720	15.566	12.521	75,7%	79,5%
Guarapari (Município) (320240)	118.056	118.056	112.721	591,820	65.823	60.488	53,7%	55,8%
Linhares (Município) (320320)	160.765	160.765	138.308	3.496,560	56.265	33.914	24,5%	35,0%
São Mateus (Município) (320490)	122.668	122.668	95.118	2.345,730	50.294	38.691	40,7%	41,0%
Serra (Município) (320500)	476.428	476.428	473.149	547,640	266.400	263.121	55,6%	55,9%
Viana (Município) (320510)	73.318	73.318	67.262	312,280	48.879	42.823	63,7%	66,7%
Vila Velha (Município) (320520)	465.690	465.690	463.431	209,970	294.348	292.089	63,0%	63,2%
Vitória (Município) (320530)	352.104	352.104	352.104	96,540	127.290	127.290	36,2%	36,2%
Angra dos Reis (Município) (330010)	184.940	184.940	178.153	825,080	99.868	93.081	52,2%	54,0%
Araruama (Município) (330020)	120.948	120.948	114.985	638,480	41.808	36.445	31,7%	34,6%
Barra do Piraí (Município) (330030)	96.568	96.568	93.694	584,610	2.874	0	0,0%	3,0%
Barra Mansa (Município) (330040)	179.697	179.697	178.060	547,130	19.443	25.318	14,2%	10,8%
Belford Roxo (Município) (330045)	479.386	479.386	479.386	78,990	283.362	283.362	59,1%	59,1%
Cabo Frio (Município) (330070)	204.486	204.486	154.260	413,650	85.567	35.341	22,9%	41,8%
Cachoeiras de Macacu (Município) (330080)	55.967	55.967	48.409	954,750	23.967	22.509	46,5%	42,8%
Campos dos Goytacazes (Município) (330100)	480.648	480.648	434.000	4.032,440	131.077	84.429	19,5%	27,3%
Duque de Caxias (Município) (330170)	878.402	878.402	875.413	467,270	488.745	485.756	55,5%	55,6%
Guapimirim (Município) (330185)	55.626	55.626	53.749	358,350	55.626	53.749	100,0%	100,0%
Itaboraí (Município) (330190)	227.168	227.168	224.463	430,590	130.284	127.579	56,8%	57,4%
Itaguaí (Município) (330200)	117.374	117.374	112.121	273,370	70.712	65.459	58,4%	60,2%
Itaperuna (Município) (330220)	98.521	98.521	90.839	1.106,170	74.239	66.557	73,3%	75,4%
Japeri (Município) (330227)	99.141	99.141	99.141	81,700	99.141	99.141	100,0%	100,0%
Macaé (Município) (330240)	229.624	229.624	225.326	1.215,290	159.124	157.326	69,8%	69,3%
Magé (Município) (330250)	233.634	233.634	221.212	393,910	134.138	121.716	55,0%	57,4%
Maricá (Município) (330270)	143.111	143.111	140.899	362,000	125.403	123.191	87,4%	87,6%
Mesquita (Município) (330285)	170.473	170.473	170.473	41,490	95.832	95.832	56,2%	56,2%
Nilópolis (Município) (330320)	158.299	158.299	158.299	19,390	327	327	0,2%	0,2%
Niterói (Município) (330330)	495.470	495.470	495.470	134,070	34.680	34.680	7,0%	7,0%
Nova Friburgo (Município) (330340)	184.460	184.460	161.453	935,430	35.932	12.925	8,0%	19,5%
Nova Iguaçu (Município) (330350)	806.177	806.177	797.375	520,810	442.429	433.627	54,4%	54,9%
Paracambi (Município) (330360)	49.120	49.120	43.489	190,950	26.414	20.783	47,8%	53,8%
Petrópolis (Município) (330390)	298.017	298.017	283.282	791,140	49.675	37.752	13,3%	16,7%
Queimados (Município) (330414)	142.709	142.709	142.709	75,700	84.208	84.208	59,0%	59,0%
Resende (Município) (330420)	124.316	124.316	116.596	1.099,340	7.892	1.496	1,3%	6,3%
Rio Bonito (Município) (330430)	57.284	57.284	42.546	459,460	57.284	42.546	100,0%	100,0%
Rio das Ostras (Município) (330452)	127.171	127.171	120.226	228,110	71.537	65.567	54,5%	56,3%
Rio de Janeiro (Município) (330455)	6.453.682	6.453.682	6.453.682	1.200,180	1.090.061	1.090.061	16,9%	16,9%
São Gonçalo (Município) (330490)	1.031.903	1.031.903	1.031.151	248,320	630.927	630.175	61,1%	61,1%
São João de Meriti (Município) (330510)	460.711	460.711	460.711	35,220	235.671	235.671	51,2%	51,2%
São Pedro da Aldeia (Município) (330520)	95.318	95.318	89.106	332,920	26.626	20.414	22,9%	27,9%
Saquarema (Município) (330550)	80.915	80.915	76.797	352,800	21.945	18.227	23,7%	27,1%
Seropédica (Município) (330555)	82.090	82.090	67.495	283,630	54.518	39.923	59,1%	66,4%
Tanguá (Município) (330575)	32.140	32.140	28.685	142,530	22.014	18.559	64,7%	68,5%
Teresópolis (Município) (330580)	171.482	171.482	153.114	773,340	136.811	118.443	77,4%	79,8%
Três Rios (Município) (330600)	78.998	78.998	76.685	322,840	1.566	1.520	2,0%	2,0%
Valença (Município) (330610)	73.445	73.445	63.612	1.300,770	43.871	34.038	53,5%	59,7%
Volta Redonda (Município) (330630)	262.259	262.259	262.140	182,110	2.740	2.621	1,0%	1,0%
Americana (Município) (350160)	226.970	226.970	225.910	133,910	0	0	0,0%	0,0%
Amparo (Município) (350190)	69.808	69.808	54.943	445,320	3.808	4.083	7,4%	5,5%
Andradina (Município) (350210)	57.198	57.198	53.389	964,230	4.878	1.069	2,0%	8,5%
Araçatuba (Município) (350280)	191.662	191.662	187.966	1.167,130	5.576	1.880	1,0%	2,9%
Araraquara (Município) (350320)	224.304	224.304	217.927	1.003,630	6.331	334	0,2%	2,8%
Araras (Município) (350330)	127.661	127.661	120.787	644,830	0	0	0,0%	0,0%
Artur Nogueira (Município) (350380)	49.346	49.346	44.678	178,030	6.008	1.340	3,0%	12,2%
Arujá (Município) (350390)	82.651	82.651	79.353	96,170	27.330	24.032	30,3%	33,1%
Assis (Município) (350400)	100.911	100.911	96.506	460,610	4.402	0	0,0%	4,4%
Atibaia (Município) (350410)	135.895	135.895	123.686	478,520	60.078	47.869	38,7%	44,2%
Avaré (Município) (350450)	87.820	87.820	84.068	1.213,060	6.163	2.411	2,9%	7,0%
Barretos (Município) (350550)	118.521	118.521	114.910	1.566,160	6.176	2.912	2,5%	5,2%
Barueri (Município) (350570)	259.555	259.555	259.555	65,700	30.810	30.810	11,9%	11,9%
Batatais (Município) (350590)	60.128	60.128	53.175	849,530	7.373	420	0,8%	12,3%
Bauru (Município) (350600)	364.562	364.562	358.464	667,680	23.400	17.302	4,8%	6,4%
Bebedouro (Município) (350610)	77.558	77.558	73.907	683,190	171	67	0,1%	0,2%
Bertioga (Município) (350635)	55.138	55.138	54.238	491,550	31.403	30.503	56,2%	57,0%
Birigui (Município) (350650)	117.143	117.143	113.651	530,030	0	0	0,0%	0,0%
Biritiba-Mirim (Município) (350660)	30.830	30.830	26.460	317,410	14.634	10.264	38,8%	47,5%
Boituva (Município) (350700)	54.594	54.594	51.355	248,950	17.113	13.874	27,0%	31,3%
Botucatu (Município) (350750)	137.899	137.899	132.863	1.482,640	10.232	5.196	3,9%	7,4%
Bragança Paulista (Município) (350760)	158.856	158.856	153.996	512,580	27.230	22.370	14,5%	17,1%
Caçapava (Município) (350850)	90.426	90.426	77.372	368,990	16.206	3.745	4,8%	17,9%
Caieiras (Município) (350900)	94.516	94.516	92.175	97,640	17.836	15.495	16,8%	18,9%
Cajamar (Município) (350920)	70.710	70.710	69.286	131,390	14.474	13.050	18,8%	20,5%
Campinas (Município) (350950)	1.154.617	1.154.617	1.134.763	794,570	142.497	122.643	10,8%	12,3%
Campo Limpo Paulista (Município) (350960)	79.982	79.982	79.982	79,400	34.478	34.478	43,1%	43,1%
Campos do Jordão (Município) (350970)	50.541	50.541	50.226	290,520	23.183	22.868	45,5%	45,9%
Capivari (Município) (351040)	52.559	52.559	49.668	322,880	5.375	2.484	5,0%	10,2%
Caraguatatuba (Município) (351050)	111.524	111.524	106.916	484,950	33.828	29.220	27,3%	30,3%
Carapicuíba (Município) (351060)	390.073	390.073	390.073	34,550	126.813	126.813	32,5%	32,5%
Catanduva (Município) (351110)	118.853	118.853	117.899	290,600	953	6	0,0%	0,8%
Cosmópolis (Município) (351280)	65.628	65.628	60.950	154,670	7.628	2.950	4,8%	11,6%
Cotia (Município) (351300)	225.306	225.306	225.306	323,990	101.388	101.388	45,0%	45,0%
Cruzeiro (Município) (351340)	80.749	80.749	78.691	305,700	2.058	0	0,0%	2,5%
Cubatão (Município) (351350)	126.105	126.105	126.105	142,880	62.544	62.544	49,6%	49,6%
Diadema (Município) (351380)	409.613	409.613	409.613	30,730	24.391	24.391	6,0%	6,0%
Embu das Artes (Município) (351500)	259.053	259.053	259.053	70,400	64.763	64.763	25,0%	25,0%
Embu-Guaçu (Município) (351510)	66.792	66.792	65.011	155,640	37.742	35.961	55,3%	56,5%
Fernandópolis (Município) (351550)	67.836	67.836	65.758	549,800	114	0	0,0%	0,2%
Ferraz de Vasconcelos (Município) (351570)	182.544	182.544	174.353	29,560	34.344	26.153	15,0%	18,8%
Franca (Município) (351620)	339.461	339.461	333.501	605,680	6	0	0,0%	0,0%
Francisco Morato (Município) (351630)	166.505	166.505	166.167	49,000	83.421	83.083	50,0%	50,1%
Franco da Rocha (Município) (351640)	143.817	143.817	132.496	132,780	51.070	39.749	30,0%	35,5%
Guararema (Município) (351830)	28.016	28.016	24.109	270,820	15.961	12.054	50,0%	57,0%
Guaratinguetá (Município) (351840)	118.378	118.378	112.769	752,640	10.129	9.649	8,6%	8,6%
Guarujá (Município) (351870)	308.989	308.989	308.929	144,790	107.845	107.785	34,9%	34,9%
Guarulhos (Município) (351880)	1.312.197	1.312.197	1.312.197	318,680	184.194	184.194	14,0%	14,0%
Hortolândia (Município) (351907)	212.527	212.527	212.527	62,420	33.239	33.239	15,6%	15,6%
Ibitinga (Município) (351960)	57.098	57.098	54.841	689,390	2.257	0	0,0%	4,0%
Ibiúna (Município) (351970)	75.845	75.845	26.553	1.058,080	62.562	13.270	50,0%	82,5%
Indaiatuba (Município) (352050)	226.602	226.602	224.324	311,550	17.922	15.644	7,0%	7,9%
Itanhaém (Município) (352210)	94.977	94.977	94.088	601,710	64.766	63.877	67,9%	68,2%
Itapecerica da Serra (Município) (352220)	165.327	165.327	163.957	150,740	110.261	108.891	66,4%	66,7%
Itapetininga (Município) (352230)	155.436	155.436	141.088	1.789,350	20.579	6.231	4,4%	13,2%
Itapeva (Município) (352240)	92.265	92.265	77.759	1.826,260	23.320	8.814	11,3%	25,3%
Itapevi (Município) (352250)	220.250	220.250	220.250	82,660	51.710	51.710	23,5%	23,5%
Itapira (Município) (352260)	72.514	72.514	67.265	518,420	715	662	1,0%	1,0%
Itaquaquecetuba (Município) (352310)	348.739	348.739	348.739	82,620	123.419	123.419	35,4%	35,4%
Itararé (Município) (352320)	49.963	49.963	46.144	1.003,860	7.845	4.026	8,7%	15,7%
Itatiba (Município) (352340)	111.620	111.620	94.234	322,280	19.150	1.764	1,9%	17,2%
Itu (Município) (352390)	165.511	165.511	154.905	640,720	10.606	0	0,0%	6,4%
Itupeva (Município) (352400)	52.627	52.627	45.701	200,820	16.775	9.849	21,6%	31,9%
Jaboticabal (Município) (352430)	75.436	75.436	73.189	706,600	395	1.184	1,6%	0,5%
Jacareí (Município) (352440)	224.826	224.826	221.721	464,270	48.514	45.589	20,6%	21,6%
Jaguariúna (Município) (352470)	50.719	50.719	49.256	141,390	2.758	1.295	2,6%	5,4%
Jandira (Município) (352500)	117.457	117.457	117.457	17,450	35.237	35.237	30,0%	30,0%
Jaú (Município) (352530)	141.703	141.703	137.273	687,100	4.762	332	0,2%	3,4%
Jundiaí (Município) (352590)	397.965	397.965	380.845	431,210	8.752	1.904	0,5%	2,2%
Juquitiba (Município) (352620)	30.443	30.443	23.560	522,170	25.513	18.630	79,1%	83,8%
Leme (Município) (352670)	98.460	98.460	96.428	402,870	1.612	1.572	1,6%	1,6%
Lençóis Paulista (Município) (352680)	65.587	65.587	64.117	809,540	1.470	0	0,0%	2,2%
Limeira (Município) (352690)	294.128	294.128	285.351	580,710	8.777	0	0,0%	3,0%
Lins (Município) (352710)	75.612	75.612	74.728	570,060	76	0	0,0%	0,1%
Lorena (Município) (352720)	86.764	86.764	84.279	414,160	5.049	2.564	3,0%	5,8%
Mairiporã (Município) (352850)	90.627	90.627	79.202	320,700	51.761	40.336	50,9%	57,1%
Marília (Município) (352900)	230.336	230.336	220.002	1.170,520	10.498	260	0,1%	4,6%
Matão (Município) (352930)	80.990	80.990	79.504	524,900	0	0	0,0%	0,0%
Mauá (Município) (352940)	448.776	448.776	448.776	61,910	44.169	44.169	9,8%	9,8%
Mirassol (Município) (353030)	57.390	57.390	55.940	243,230	3.934	2.484	4,4%	6,9%
Mococa (Município) (353050)	68.695	68.695	63.367	855,160	5.898	570	0,9%	8,6%
Mogi das Cruzes (Município) (353060)	419.839	419.839	386.854	712,540	52.328	19.343	5,0%	12,5%
Mogi Guaçu (Município) (353070)	146.114	146.114	138.715	812,750	11.561	4.162	3,0%	7,9%
