Localidade	"Taxa de incidência de internações de  doenças gastrointestinais infecciosas
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  febre amarela
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  dengue
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  leptospirose
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  malária
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  esquistossomose
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças respiratórias: gripes e pneumonias
(Número de internações) (DATASUS)"	"Incidência de internações por doenças respiratórias: gripes e pneumonias
(Internações por 10 mil habitantes) (DATASUS)"
Luís Eduardo Magalhães (Município) (291955)	0,35	0,00	0,00	0,00	0,00	0,00	19	2,24
Madre de Deus (Município) (291992)	1,45	0,00	0,00	0,00	0,00	0,00	8	3,86
Mata de São João (Município) (292100)	0,65	0,00	0,00	0,00	0,00	0,00	90	19,56
Paulo Afonso (Município) (292400)	7,09	0,00	0,09	0,17	0,00	0,00	317	27,09
Pojuca (Município) (292520)	0,26	0,00	0,00	0,00	0,00	0,00	30	7,68
Porto Seguro (Município) (292530)	2,11	0,00	0,34	0,00	0,00	0,00	310	21,14
Ribeira do Pombal (Município) (292660)	5,48	0,00	1,51	0,00	0,00	0,00	159	30,02
Salvador (Município) (292740)	1,92	0,00	0,02	0,13	0,01	0,00	4.047	14,16
Santo Amaro (Município) (292860)	0,84	0,00	0,00	0,34	0,00	0,00	47	7,90
Santo Antônio de Jesus (Município) (292870)	6,36	0,00	0,00	0,00	0,00	0,00	322	32,01
Santo Estêvão (Município) (292880)	2,67	0,19	0,00	0,00	0,00	0,00	89	16,98
São Francisco do Conde (Município) (292920)	2,54	0,00	0,25	0,00	0,00	0,00	55	13,98
São Sebastião do Passé (Município) (292950)	2,04	0,00	0,23	0,00	0,00	0,00	38	8,60
Senhor do Bonfim (Município) (293010)	6,87	0,00	0,00	0,00	0,00	0,00	132	16,80
Serrinha (Município) (293050)	7,34	0,00	0,25	0,00	0,00	0,00	161	20,02
Simões Filho (Município) (293070)	3,54	0,00	0,15	0,30	0,00	0,00	295	22,20
Teixeira de Freitas (Município) (293135)	1,70	0,00	0,50	0,00	0,00	0,00	259	16,35
Tucano (Município) (293190)	8,11	0,00	0,00	0,00	0,00	0,00	104	20,57
Valença (Município) (293290)	28,48	0,00	0,63	0,21	0,00	0,00	396	41,31
Vera Cruz (Município) (293320)	3,98	0,00	0,00	0,00	0,00	0,00	65	15,22
Vitória da Conquista (Município) (293330)	4,84	0,00	0,12	0,00	0,00	0,03	1.740	51,34
Alfenas (Município) (310160)	1,89	0,00	0,25	0,00	0,00	0,00	391	49,19
Araguari (Município) (310350)	0,77	0,00	1,20	0,00	0,17	0,00	236	20,22
Araxá (Município) (310400)	0,76	0,00	0,10	0,00	0,00	0,00	293	27,88
Baldim (Município) (310500)	1,27	0,00	0,00	0,00	0,00	0,00	16	20,38
Barão de Cocais (Município) (310540)	2,17	6,81	1,24	0,00	0,00	0,00	133	41,15
Barbacena (Município) (310560)	2,42	0,51	0,44	0,07	0,00	0,00	371	27,20
Belo Horizonte (Município) (310620)	2,57	0,12	0,20	0,06	0,00	0,05	5.552	22,19
Belo Vale (Município) (310640)	6,49	3,89	0,00	0,00	0,00	0,00	54	70,04
Betim (Município) (310670)	1,23	0,14	0,14	0,00	0,00	0,02	538	12,44
Bom Despacho (Município) (310740)	2,99	0,00	1,00	0,00	0,00	0,00	185	36,88
Bonfim (Município) (310810)	0,00	0,00	0,00	0,00	0,00	0,00	10	14,54
Brumadinho (Município) (310900)	2,28	3,04	0,25	0,00	0,00	0,00	118	29,86
Caeté (Município) (311000)	2,48	3,61	0,45	0,00	0,00	0,00	166	37,41
Campo Belo (Município) (311120)	0,56	0,19	0,37	0,19	0,00	0,00	213	39,54
Capim Branco (Município) (311250)	1,03	0,00	0,00	0,00	0,00	0,00	12	12,40
Caratinga (Município) (311340)	2,08	0,00	0,11	0,00	0,22	0,11	133	14,54
Cataguases (Município) (311530)	6,02	0,00	0,54	0,00	0,00	0,00	427	57,17
Confins (Município) (311787)	3,00	0,00	0,00	0,00	0,00	0,00	14	21,03
Congonhas (Município) (311800)	2,03	1,48	0,37	0,18	0,00	0,00	214	39,49
Conselheiro Lafaiete (Município) (311830)	16,70	0,31	0,00	0,00	0,00	0,00	374	29,32
Contagem (Município) (311860)	1,23	0,08	0,12	0,02	0,03	0,05	713	10,82
Coronel Fabriciano (Município) (311940)	2,74	0,00	1,37	0,00	0,00	0,00	236	21,57
Curvelo (Município) (312090)	2,76	0,13	0,13	0,00	0,00	0,00	225	28,26
Divinópolis (Município) (312230)	0,17	0,04	0,04	0,04	0,00	0,00	243	10,30
Esmeraldas (Município) (312410)	3,28	0,71	1,00	0,00	0,00	0,14	270	38,46
Florestal (Município) (312600)	0,00	2,71	0,00	0,00	0,00	0,00	2	2,71
Formiga (Município) (312610)	2,07	0,00	0,74	0,00	0,00	0,00	203	30,06
Fortuna de Minas (Município) (312640)	0,00	0,00	0,00	0,00	0,00	0,00	11	37,58
Frutal (Município) (312710)	3,05	0,00	0,34	0,00	0,34	0,00	199	33,75
Funilândia (Município) (312720)	6,97	0,00	0,00	0,00	0,00	0,00	9	20,91
Governador Valadares (Município) (312770)	1,40	0,00	0,07	0,00	0,04	0,11	404	14,50
Guaxupé (Município) (312870)	11,01	0,00	0,39	0,00	0,00	0,00	375	72,46
Ibirité (Município) (312980)	1,62	0,00	0,11	0,11	0,00	0,00	345	19,27
Igarapé (Município) (313010)	1,42	0,00	0,24	0,00	0,00	0,00	22	5,21
Inhaúma (Município) (313100)	0,00	0,00	0,00	0,00	0,00	0,00	18	28,90
Ipatinga (Município) (313130)	3,02	0,00	1,42	0,00	0,00	0,00	776	29,69
Itabira (Município) (313170)	5,54	0,92	0,59	0,08	0,00	0,00	254	21,31
Itabirito (Município) (313190)	2,73	3,71	0,39	0,20	0,20	0,00	70	13,65
Itaguara (Município) (313220)	8,28	1,51	0,75	0,00	0,00	0,00	174	131,04
Itajubá (Município) (313240)	1,87	0,00	0,00	0,62	0,00	0,00	380	39,42
Itatiaiuçu (Município) (313370)	0,91	0,91	0,91	0,00	0,00	0,00	24	21,75
Itaúna (Município) (313380)	5,73	0,11	0,00	0,11	0,00	0,11	315	34,03
Ituiutaba (Município) (313420)	8,17	0,00	1,73	0,00	0,00	0,00	398	38,24
Jaboticatubas (Município) (313460)	0,50	0,00	2,52	0,00	0,00	0,00	55	27,70
Janaúba (Município) (313510)	3,65	0,00	0,98	0,00	0,00	0,00	375	52,62
Januária (Município) (313520)	1,77	0,00	0,15	0,30	0,00	0,00	271	40,07
João Monlevade (Município) (313620)	1,01	0,25	0,00	0,00	0,00	0,00	152	19,15
Nova União (Município) (313660)	7,00	5,25	0,00	0,00	0,00	0,00	37	64,71
Juatuba (Município) (313665)	0,76	0,38	0,38	0,00	0,00	0,00	17	6,42
Juiz de Fora (Município) (313670)	4,20	0,32	0,14	0,05	0,00	0,00	1.428	25,31
Lagoa da Prata (Município) (313720)	1,16	0,00	10,08	0,00	0,39	0,00	114	22,09
Lagoa Santa (Município) (313760)	1,89	0,16	0,16	0,00	0,00	0,16	130	20,52
Lavras (Município) (313820)	3,70	0,10	0,00	0,00	0,00	0,00	175	17,04
Leopoldina (Município) (313840)	3,62	0,57	0,38	0,38	0,19	0,00	309	58,82
Manhuaçu (Município) (313940)	4,26	0,00	0,00	0,22	0,00	0,22	190	21,29
Mariana (Município) (314000)	2,99	19,95	0,17	0,00	0,00	0,00	213	35,42
Mário Campos (Município) (314015)	0,66	0,66	0,66	0,00	0,00	0,00	14	9,21
Mateus Leme (Município) (314070)	1,30	0,97	0,00	0,00	0,00	0,00	23	7,47
Matozinhos (Município) (314110)	4,00	0,00	0,27	0,00	0,00	0,00	103	27,49
Moeda (Município) (314230)	4,08	6,12	0,00	0,00	0,00	0,00	16	32,63
Montes Claros (Município) (314330)	2,32	0,00	0,57	0,02	0,00	0,02	1.206	29,79
Muriaé (Município) (314390)	3,88	0,09	1,76	0,46	0,00	0,00	425	39,31
Nova Lima (Município) (314480)	1,71	2,35	0,53	0,00	0,00	0,00	186	19,88
Nova Serrana (Município) (314520)	0,90	0,00	1,00	0,20	0,00	0,00	202	20,25
Ouro Preto (Município) (314610)	2,30	2,43	0,00	0,00	0,00	0,14	267	36,08
Paracatu (Município) (314700)	1,51	0,00	0,11	0,00	0,00	0,00	263	28,45
Pará de Minas (Município) (314710)	1,40	0,00	0,11	0,11	0,00	0,00	226	24,27
Passos (Município) (314790)	3,51	0,00	0,09	0,00	0,00	0,00	296	25,97
Patos de Minas (Município) (314800)	1,52	0,00	0,13	0,00	0,00	0,00	430	28,51
Patrocínio (Município) (314810)	2,22	0,00	0,00	0,33	0,00	0,00	298	33,10
Pedro Leopoldo (Município) (314930)	1,25	0,00	0,16	0,00	0,00	0,00	80	12,54
Pirapora (Município) (315120)	4,27	0,00	0,71	0,00	0,00	0,00	253	45,01
Poços de Caldas (Município) (315180)	0,72	0,00	0,12	0,00	0,00	0,00	185	11,14
Ponte Nova (Município) (315210)	2,85	0,34	0,34	0,00	0,00	0,00	82	13,76
Pouso Alegre (Município) (315250)	0,94	0,20	0,00	0,00	0,00	0,00	291	19,55
Prudente de Morais (Município) (315360)	5,64	0,00	0,00	0,00	0,00	0,00	21	19,76
Raposos (Município) (315390)	0,61	0,61	0,61	0,00	0,00	0,00	19	11,67
Ribeirão das Neves (Município) (315460)	1,75	0,06	0,06	0,00	0,00	0,06	518	15,65
Rio Acima (Município) (315480)	0,00	6,86	0,98	0,00	0,00	0,00	19	18,62
Rio Manso (Município) (315530)	1,73	3,46	0,00	0,00	0,00	0,00	4	6,92
Sabará (Município) (315670)	2,73	1,03	0,81	0,44	0,00	0,00	351	25,92
Santa Bárbara (Município) (315720)	3,57	7,14	2,92	0,00	0,00	0,00	162	52,59
Santa Luzia (Município) (315780)	1,79	0,28	0,23	0,05	0,00	0,00	508	23,29
São Francisco (Município) (316110)	2,67	0,00	0,00	0,00	0,00	0,00	286	50,92
São João del Rei (Município) (316250)	4,80	0,11	0,11	0,00	0,00	0,00	212	23,65
São Joaquim de Bicas (Município) (316292)	0,65	0,32	0,00	0,00	0,00	0,00	25	8,07
São José da Lapa (Município) (316295)	1,28	0,43	0,43	0,00	0,00	0,00	16	6,84
São José da Varginha (Município) (316310)	0,00	0,00	0,00	0,00	0,00	0,00	16	32,47
São Sebastião do Paraíso (Município) (316470)	0,99	0,00	0,28	0,00	0,00	0,00	393	55,78
Sarzedo (Município) (316553)	2,18	0,00	0,31	0,31	0,00	0,00	38	11,85
Sete Lagoas (Município) (316720)	1,73	0,00	0,04	0,00	0,00	0,00	432	18,21
Taquaraçu de Minas (Município) (316830)	0,00	0,00	0,00	0,00	0,00	0,00	8	19,73
Teófilo Otoni (Município) (316860)	1,00	0,14	0,14	0,00	0,00	0,00	126	8,98
Timóteo (Município) (316870)	3,70	0,00	1,12	0,00	0,00	0,00	195	21,89
Três Corações (Município) (316930)	4,44	0,00	0,00	0,00	0,00	0,00	349	44,23
Três Pontas (Município) (316940)	3,36	0,00	0,00	0,00	0,00	0,00	266	47,04
Ubá (Município) (316990)	25,20	0,44	5,08	0,00	0,00	0,00	301	26,34
Uberaba (Município) (317010)	2,97	0,00	0,73	0,03	0,03	0,00	929	28,12
Uberlândia (Município) (317020)	3,15	0,00	1,55	0,01	0,00	0,00	1.696	24,82
Unaí (Município) (317040)	0,95	0,00	1,31	0,00	0,00	0,00	286	34,13
Varginha (Município) (317070)	0,59	0,00	0,00	0,00	0,00	0,00	462	34,36
Vespasiano (Município) (317120)	2,31	0,08	0,16	0,00	0,00	0,08	286	22,81
Viçosa (Município) (317130)	4,98	0,89	0,13	0,00	0,00	0,00	130	16,61
Aracruz (Município) (320060)	7,15	0,00	6,04	0,00	0,00	0,00	502	50,55
Cachoeiro de Itapemirim (Município) (320120)	7,62	0,00	1,06	0,14	0,00	0,00	398	19,20
Cariacica (Município) (320130)	3,70	0,05	1,51	0,05	0,00	0,00	709	18,73
Colatina (Município) (320150)	9,13	0,08	1,15	0,08	0,00	0,00	248	20,40
Fundão (Município) (320220)	3,80	0,00	0,00	0,00	0,00	0,00	46	21,84
Guarapari (Município) (320240)	4,23	0,00	0,57	0,00	0,00	0,00	209	16,99
Linhares (Município) (320320)	6,93	0,00	3,76	0,12	0,00	0,00	479	28,12
São Mateus (Município) (320490)	9,34	0,00	1,01	0,00	0,00	0,00	577	44,89
Serra (Município) (320500)	2,42	0,00	0,33	0,04	0,00	0,10	836	16,47
Viana (Município) (320510)	3,25	0,00	1,69	0,13	0,00	0,00	140	18,19
Vila Velha (Município) (320520)	3,41	0,00	0,86	0,04	0,00	0,00	774	15,92
Vitória (Município) (320530)	3,32	0,00	0,78	0,03	0,00	0,00	598	16,69
Angra dos Reis (Município) (330010)	1,80	0,45	0,05	0,15	0,00	0,00	419	20,91
Araruama (Município) (330020)	0,23	0,00	0,00	0,00	0,00	0,00	87	6,67
Barra do Piraí (Município) (330030)	6,60	0,00	0,80	0,10	0,00	0,00	149	14,90
Barra Mansa (Município) (330040)	1,30	0,00	0,16	0,11	0,00	0,00	308	16,74
Belford Roxo (Município) (330045)	12,82	0,00	0,16	0,12	0,00	0,00	1.757	34,54
Cabo Frio (Município) (330070)	1,17	0,00	0,09	0,00	0,00	0,00	231	10,38
Cachoeiras de Macacu (Município) (330080)	0,85	0,85	0,17	0,17	0,00	0,00	137	23,39
Campos dos Goytacazes (Município) (330100)	3,85	0,00	1,49	0,04	0,00	0,00	1.758	34,92
Duque de Caxias (Município) (330170)	1,48	0,00	0,14	0,02	0,01	0,00	1.599	17,49
Guapimirim (Município) (330185)	1,85	0,00	0,17	0,00	0,00	0,00	197	33,05
Itaboraí (Município) (330190)	1,42	0,04	0,34	0,04	0,00	0,00	390	16,34
Itaguaí (Município) (330200)	0,24	0,00	0,24	0,00	0,00	0,00	203	16,12
Itaperuna (Município) (330220)	5,07	0,00	0,39	0,00	0,00	0,00	325	31,67
Japeri (Município) (330227)	1,92	0,00	0,00	0,00	0,00	0,00	210	20,20
Macaé (Município) (330240)	1,63	0,00	0,04	0,00	0,00	0,00	833	33,10
Magé (Município) (330250)	1,15	0,00	0,16	0,08	0,04	0,00	533	21,88
Maricá (Município) (330270)	2,15	0,00	0,19	0,00	0,00	0,00	268	16,98
Mesquita (Município) (330285)	2,45	0,00	0,06	0,00	0,00	0,00	152	8,66
Nilópolis (Município) (330320)	0,86	0,00	0,00	0,06	0,00	0,00	90	5,55
Niterói (Município) (330330)	1,27	0,00	0,14	0,08	0,00	0,00	719	14,05
Nova Friburgo (Município) (330340)	1,47	0,42	0,11	0,21	0,05	0,00	605	31,83
Nova Iguaçu (Município) (330350)	2,67	0,01	0,05	0,06	0,00	0,00	1.495	18,26
Paracambi (Município) (330360)	2,12	0,00	0,58	0,00	0,00	0,00	191	36,86
Petrópolis (Município) (330390)	0,29	0,13	0,10	0,52	0,00	0,00	659	21,56
Queimados (Município) (330414)	2,75	0,00	0,00	0,07	0,00	0,07	488	32,69
Resende (Município) (330420)	2,92	0,31	0,31	0,15	0,08	0,00	506	38,82
Rio Bonito (Município) (330430)	14,71	0,00	1,84	0,00	0,00	0,00	226	37,78
Rio das Ostras (Município) (330452)	1,10	0,00	0,21	0,00	0,00	0,07	431	29,52
Rio de Janeiro (Município) (330455)	0,60	0,01	0,05	0,04	0,01	0,00	8.023	11,99
São Gonçalo (Município) (330490)	0,94	0,01	0,10	0,07	0,01	0,02	1.879	17,44
São João de Meriti (Município) (330510)	1,40	0,00	0,06	0,15	0,02	0,00	417	8,84
São Pedro da Aldeia (Município) (330520)	0,10	0,00	0,00	0,00	0,00	0,00	36	3,50
Saquarema (Município) (330550)	0,23	0,00	0,11	0,11	0,00	0,00	227	25,88
Seropédica (Município) (330555)	0,46	0,00	0,00	0,12	0,00	0,00	87	10,03
Tanguá (Município) (330575)	6,20	0,00	1,18	0,00	0,00	0,00	59	17,42
Teresópolis (Município) (330580)	2,54	0,44	0,00	0,00	0,00	0,00	344	19,02
Três Rios (Município) (330600)	1,72	0,00	0,12	0,00	0,00	0,00	97	11,91
Valença (Município) (330610)	6,04	0,00	0,39	0,66	0,13	0,00	401	52,65
Volta Redonda (Município) (330630)	2,43	0,18	0,40	0,22	0,00	0,04	642	23,60
Americana (Município) (350160)	0,76	0,00	0,04	0,00	0,04	0,00	327	13,79
Amparo (Município) (350190)	2,51	0,00	0,56	0,42	0,00	0,00	323	45,05
Andradina (Município) (350210)	11,56	0,00	5,43	0,00	0,00	0,00	284	49,73
Araçatuba (Município) (350280)	2,35	0,00	0,10	0,00	0,00	0,00	532	27,16
Araraquara (Município) (350320)	1,37	0,00	1,37	0,04	0,00	0,00	484	20,71
Araras (Município) (350330)	2,03	0,00	0,15	0,00	0,00	0,00	233	17,53
Artur Nogueira (Município) (350380)	0,56	0,00	0,00	0,00	0,00	0,00	27	5,05
Arujá (Município) (350390)	1,70	0,11	0,11	0,00	0,00	0,00	178	20,12
Assis (Município) (350400)	3,67	0,00	0,10	0,10	0,00	0,00	168	16,21
Atibaia (Município) (350410)	0,71	1,27	0,00	0,07	0,00	0,00	373	26,38
Avaré (Município) (350450)	8,44	0,00	0,11	0,00	0,00	0,00	539	59,85
Barretos (Município) (350550)	1,73	0,00	1,07	0,00	0,00	0,00	246	20,27
Barueri (Município) (350570)	7,15	0,04	0,55	0,07	0,00	0,00	1.265	46,63
Batatais (Município) (350590)	19,35	0,00	0,00	0,00	0,00	0,00	265	42,73
Bauru (Município) (350600)	1,34	0,00	0,08	0,00	0,00	0,00	511	13,65
Bebedouro (Município) (350610)	1,29	0,00	0,00	0,00	0,00	0,00	112	14,46
Bertioga (Município) (350635)	5,35	0,00	0,00	0,16	0,32	0,00	224	36,28
Birigui (Município) (350650)	2,12	0,00	0,16	0,00	0,00	0,00	441	36,04
Biritiba-Mirim (Município) (350660)	0,31	0,00	0,00	0,00	0,00	0,00	61	18,91
Boituva (Município) (350700)	1,00	0,00	0,00	0,00	0,00	0,00	210	35,12
Botucatu (Município) (350750)	1,45	0,00	0,00	0,00	0,00	0,00	504	34,80
Bragança Paulista (Município) (350760)	0,90	0,12	0,06	0,00	0,00	0,00	458	27,47
Caçapava (Município) (350850)	0,32	0,11	0,11	0,11	0,00	0,00	223	23,85
Caieiras (Município) (350900)	1,00	0,10	0,00	0,00	0,00	0,00	178	17,78
Cajamar (Município) (350920)	1,19	0,00	0,00	0,00	0,00	0,00	213	28,16
Campinas (Município) (350950)	1,31	0,00	0,09	0,06	0,03	0,00	2.140	17,92
Campo Limpo Paulista (Município) (350960)	1,91	0,00	0,00	0,00	0,00	0,00	316	37,74
Campos do Jordão (Município) (350970)	1,93	0,00	0,00	0,00	0,00	0,00	225	43,47
Capivari (Município) (351040)	0,73	0,00	0,18	0,00	0,00	0,00	151	27,38
Caraguatatuba (Município) (351050)	2,42	0,00	0,25	0,08	0,00	0,00	360	30,09
Carapicuíba (Município) (351060)	4,87	0,03	0,13	0,08	0,00	0,00	1.148	28,80
Catanduva (Município) (351110)	1,32	0,00	0,25	0,08	0,00	0,00	288	23,76
Cosmópolis (Município) (351280)	0,56	0,00	0,00	0,14	0,00	0,00	25	3,52
Cotia (Município) (351300)	1,76	0,20	0,04	0,08	0,00	0,00	449	18,35
Cruzeiro (Município) (351340)	2,81	0,12	0,37	0,00	0,00	0,00	323	39,44
Cubatão (Município) (351350)	1,77	0,00	0,15	0,15	0,00	0,00	204	15,72
Diadema (Município) (351380)	5,39	0,07	0,19	0,24	0,00	0,02	1.518	36,06
Embu das Artes (Município) (351500)	2,14	0,07	0,04	0,07	0,00	0,00	855	31,57
Embu-Guaçu (Município) (351510)	3,78	0,15	0,44	0,15	0,00	0,00	296	42,99
Fernandópolis (Município) (351550)	4,65	0,00	0,29	0,15	0,00	0,00	241	35,02
Ferraz de Vasconcelos (Município) (351570)	1,72	0,00	0,10	0,10	0,00	0,00	461	24,01
Franca (Município) (351620)	1,14	0,00	0,03	0,03	0,00	0,00	584	16,67
Francisco Morato (Município) (351630)	3,22	0,23	0,34	0,17	0,00	0,00	792	45,52
Franco da Rocha (Município) (351640)	0,52	0,07	0,13	0,33	0,00	0,00	115	7,54
Guararema (Município) (351830)	3,74	0,00	0,00	0,00	0,00	0,00	134	45,50
Guaratinguetá (Município) (351840)	4,54	0,00	0,00	0,08	0,00	0,00	486	40,14
Guarujá (Município) (351870)	1,04	0,00	0,13	0,16	0,00	0,00	554	17,42
Guarulhos (Município) (351880)	1,54	0,35	0,10	0,15	0,00	0,00	3.095	22,66
Hortolândia (Município) (351907)	1,10	0,00	0,04	0,09	0,00	0,00	417	18,34
Ibitinga (Município) (351960)	0,34	0,00	0,34	0,00	0,00	0,00	176	29,60
Ibiúna (Município) (351970)	0,64	0,38	0,00	0,00	0,00	0,00	512	65,42
Indaiatuba (Município) (352050)	1,62	0,08	0,04	0,00	0,00	0,00	358	14,50
Itanhaém (Município) (352210)	0,40	0,00	0,00	0,10	0,10	0,00	68	6,77
Itapecerica da Serra (Município) (352220)	4,61	0,29	0,06	0,23	0,00	0,00	679	39,10
Itapetininga (Município) (352230)	0,18	0,00	0,06	0,00	0,00	0,00	370	22,81
Itapeva (Município) (352240)	8,63	0,00	0,11	0,11	0,00	0,00	421	44,84
Itapevi (Município) (352250)	3,03	0,09	0,00	0,00	0,00	0,00	506	21,59
Itapira (Município) (352260)	6,06	0,27	0,13	0,00	0,00	0,00	229	30,82
Itaquaquecetuba (Município) (352310)	1,47	0,11	0,11	0,25	0,00	0,03	633	17,27
Itararé (Município) (352320)	9,93	0,00	0,00	0,00	0,00	0,00	378	75,06
Itatiba (Município) (352340)	1,18	0,00	0,08	0,17	0,00	0,00	221	18,56
Itu (Município) (352390)	0,75	0,00	0,00	0,06	0,00	0,00	111	6,44
Itupeva (Município) (352400)	1,84	0,00	0,00	0,00	0,00	0,00	137	22,97
Jaboticabal (Município) (352430)	2,21	0,00	0,00	0,00	0,00	0,00	198	25,76
Jacareí (Município) (352440)	0,43	0,04	0,00	0,00	0,00	0,00	530	22,86
Jaguariúna (Município) (352470)	1,96	0,00	0,36	0,00	0,00	0,00	165	29,35
Jandira (Município) (352500)	2,75	0,00	0,00	0,00	0,00	0,00	147	11,90
Jaú (Município) (352530)	5,18	0,00	0,13	0,00	0,00	0,00	653	43,95
Jundiaí (Município) (352590)	2,07	0,00	0,12	0,00	0,00	0,00	1.002	24,16
Juquitiba (Município) (352620)	1,28	0,96	0,00	0,00	0,00	0,00	45	14,41
Leme (Município) (352670)	6,64	0,00	0,98	0,00	0,00	0,00	297	29,00
Lençóis Paulista (Município) (352680)	10,90	0,00	0,15	0,00	0,00	0,00	188	27,70
Limeira (Município) (352690)	2,40	0,00	0,00	0,00	0,00	0,00	606	19,96
Lins (Município) (352710)	2,19	0,00	0,00	0,00	0,00	0,00	179	23,09
Lorena (Município) (352720)	3,85	0,00	0,57	0,45	0,00	0,00	410	46,45
Mairiporã (Município) (352850)	3,56	5,39	0,20	0,10	0,00	0,00	214	21,75
Marília (Município) (352900)	1,39	0,00	0,04	0,04	0,00	0,00	633	26,69
Matão (Município) (352930)	5,68	0,00	0,00	0,00	0,00	0,00	271	32,77
Mauá (Município) (352940)	1,94	0,00	0,06	0,06	0,06	0,00	463	9,89
Mirassol (Município) (353030)	12,98	0,00	1,52	0,17	0,00	0,17	516	86,97
Mococa (Município) (353050)	9,16	0,00	0,44	0,00	0,00	0,00	353	51,32
Mogi das Cruzes (Município) (353060)	1,93	0,00	0,02	0,00	0,00	0,00	1.531	34,73
Mogi Guaçu (Município) (353070)	4,05	0,00	0,07	0,00	0,00	0,00	303	20,10
Mogi Mirim (Município) (353080)	2,27	0,00	0,11	0,00	0,00	0,00	157	16,93
Mongaguá (Município) (353110)	0,72	0,00	0,36	0,00	0,00	0,00	58	10,41
Monte Alto (Município) (353130)	15,33	0,00	0,60	0,00	0,00	0,00	275	54,76
Monte Mor (Município) (353180)	1,36	0,00	0,00	0,00	0,00	0,00	136	23,14
Nova Odessa (Município) (353340)	0,67	0,00	0,00	0,51	0,00	0,00	161	27,12
Olímpia (Município) (353390)	6,62	0,00	0,92	0,18	0,00	0,00	281	51,65
Osasco (Município) (353440)	2,08	0,01	0,04	0,14	0,00	0,00	1.243	17,84
Ourinhos (Município) (353470)	0,62	0,00	0,18	0,09	0,00	0,00	196	17,39
Paulínia (Município) (353650)	1,69	0,00	0,09	0,19	0,00	0,00	229	21,45
Penápolis (Município) (353730)	7,77	0,00	0,95	0,00	0,00	0,00	416	65,98
Peruíbe (Município) (353760)	0,59	0,30	0,00	0,00	0,00	0,15	35	5,18
Piedade (Município) (353780)	0,54	0,00	0,00	0,00	0,00	0,00	123	22,30
Pindamonhangaba (Município) (353800)	2,10	0,06	0,00	0,12	0,00	0,00	340	20,42
Piracicaba (Município) (353870)	1,80	0,00	0,07	0,02	0,00	0,00	668	16,66
Pirapora do Bom Jesus (Município) (353910)	1,61	0,00	0,00	0,00	0,00	0,54	23	12,36
Pirassununga (Município) (353930)	1,71	0,00	0,13	0,00	0,00	0,00	209	27,53
Poá (Município) (353980)	2,06	0,00	0,17	0,09	0,00	0,00	284	24,37
Porto Feliz (Município) (354060)	1,71	0,00	4,17	0,00	0,00	0,00	296	56,08
Porto Ferreira (Município) (354070)	7,53	0,00	0,18	0,00	0,00	0,00	209	37,46
Praia Grande (Município) (354100)	0,41	0,00	0,06	0,16	0,00	0,03	393	12,31
Presidente Prudente (Município) (354140)	4,36	0,00	0,35	0,00	0,00	0,00	446	19,64
Registro (Município) (354260)	0,71	0,00	0,00	0,00	0,00	0,00	131	23,29
Ribeirão Pires (Município) (354330)	1,06	0,00	0,00	0,16	0,00	0,00	190	15,50
Ribeirão Preto (Município) (354340)	2,26	0,01	0,23	0,00	0,00	0,00	1.792	25,80
Rio Claro (Município) (354390)	1,27	0,00	0,00	0,00	0,00	0,00	218	10,64
Rio Grande da Serra (Município) (354410)	0,40	0,00	0,00	0,00	0,00	0,00	29	5,77
Salesópolis (Município) (354500)	0,00	0,00	0,00	0,00	0,00	0,00	66	38,77
Salto (Município) (354520)	0,85	0,09	0,00	0,00	0,00	0,00	252	21,44
Santa Bárbara d'Oeste (Município) (354580)	0,47	0,00	0,00	0,00	0,05	0,00	199	10,34
Santa Isabel (Município) (354680)	4,93	0,00	0,00	0,00	0,00	0,00	200	35,22
Santana de Parnaíba (Município) (354730)	1,47	0,00	0,00	0,00	0,00	0,00	167	12,23
Santo André (Município) (354780)	1,54	0,04	0,04	0,04	0,00	0,01	1.313	18,34
Santos (Município) (354850)	0,97	0,00	0,25	0,21	0,00	0,00	834	19,26
São Bernardo do Campo (Município) (354870)	0,68	0,02	0,06	0,13	0,00	0,00	1.321	15,85
São Caetano do Sul (Município) (354880)	3,62	0,00	0,06	0,06	0,00	0,00	369	23,02
São Carlos (Município) (354890)	2,25	0,00	0,16	0,00	0,00	0,00	530	21,25
São João da Boa Vista (Município) (354910)	1,88	0,00	0,00	0,00	0,00	0,00	283	31,22
São Joaquim da Barra (Município) (354940)	5,83	0,00	2,72	0,00	0,00	0,00	122	23,71
São José do Rio Pardo (Município) (354970)	3,83	0,00	0,37	0,00	0,00	0,00	331	60,44
São José do Rio Preto (Município) (354980)	1,45	0,00	0,39	0,00	0,02	0,00	1.406	30,82
São José dos Campos (Município) (354990)	1,13	0,14	0,15	0,28	0,00	0,00	1.617	22,65
São Lourenço da Serra (Município) (354995)	2,55	1,28	0,00	0,00	0,00	0,00	26	16,60
