Localidade	"População total
(pessoas) (IBGE)"	"População das cidades declarantes do SNIS
(pessoas) (SNIS)"	"População urbana total
(pessoas) (SNIS)"	"Área do município
(km²) (IBGE)"	"População total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"População urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"Parcela da população urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"	"Parcela da população total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"
Luís Eduardo Magalhães (Município) (291955)	87.519	87.519	79.912	3.940,540	23.626	16.019	20,1%	27,0%
Madre de Deus (Município) (291992)	21.093	21.093	20.459	32,200	5.213	4.579	22,4%	24,7%
Mata de São João (Município) (292100)	46.583	46.583	34.575	604,290	19.512	12.086	35,0%	41,9%
Paulo Afonso (Município) (292400)	117.782	117.782	101.492	1.545,190	78.893	62.603	61,7%	67,0%
Pojuca (Município) (292520)	39.519	39.519	33.916	308,700	-	-	-	-
Porto Seguro (Município) (292530)	148.686	148.686	121.918	2.287,090	46.491	19.723	16,2%	31,3%
Ribeira do Pombal (Município) (292660)	53.807	53.807	33.694	1.177,450	-	-	-	-
Salvador (Município) (292740)	2.872.347	2.872.347	2.871.560	692,820	594.959	594.172	20,7%	20,7%
Santo Amaro (Município) (292860)	60.069	60.069	46.523	489,320	36.546	23.000	49,4%	60,8%
Santo Antônio de Jesus (Município) (292870)	101.512	101.512	88.474	261,740	75.904	62.866	71,1%	74,8%
Santo Estêvão (Município) (292880)	52.850	52.850	30.564	360,330	47.380	25.094	82,1%	89,7%
São Francisco do Conde (Município) (292920)	39.802	39.802	32.855	269,610	25.095	18.639	56,7%	63,1%
São Sebastião do Passé (Município) (292950)	44.300	44.300	34.799	536,580	41.894	32.393	93,1%	94,6%
Senhor do Bonfim (Município) (293010)	79.015	79.015	61.121	789,360	73.001	55.107	90,2%	92,4%
Serrinha (Município) (293050)	80.861	80.861	49.708	583,310	70.095	38.942	78,3%	86,7%
Simões Filho (Município) (293070)	134.377	134.377	120.448	201,580	84.745	70.816	58,8%	63,1%
Teixeira de Freitas (Município) (293135)	160.487	160.487	149.956	1.165,620	88.833	78.302	52,2%	55,4%
Tucano (Município) (293190)	50.687	50.687	21.233	2.185,010	38.000	8.546	40,3%	75,0%
Valença (Município) (293290)	96.562	96.562	70.095	1.124,660	26.072	11.216	16,0%	27,0%
Vera Cruz (Município) (293320)	43.223	43.223	40.550	299,730	28.734	26.061	64,3%	66,5%
Vitória da Conquista (Município) (293330)	338.480	341.597	305.834	3.705,840	19.065	0	0,0%	5,6%
Alfenas (Município) (310160)	79.996	79.996	75.010	850,450	12.570	7.584	10,1%	15,7%
Araguari (Município) (310350)	117.267	117.267	109.558	2.729,510	2	0	0,0%	0,0%
Araxá (Município) (310400)	106.229	106.229	104.655	1.164,060	7.687	6.113	5,8%	7,2%
Baldim (Município) (310500)	7.826	7.826	5.011	556,270	1.848	11	0,2%	23,6%
Barão de Cocais (Município) (310540)	32.485	32.485	29.451	340,590	3.385	2.721	9,2%	10,4%
Barbacena (Município) (310560)	137.313	137.313	125.661	759,190	23.577	35.938	28,6%	17,2%
Belo Horizonte (Município) (310620)	2.512.070	2.512.070	2.512.070	331,400	153.488	153.488	6,1%	6,1%
Belo Vale (Município) (310640)	7.715	7.715	3.373	365,920	0	0	0,0%	0,0%
Betim (Município) (310670)	439.340	439.340	436.135	343,860	111.286	108.081	24,8%	25,3%
Bom Despacho (Município) (310740)	50.605	50.605	47.653	1.213,550	7.172	4.220	8,9%	14,2%
Bonfim (Município) (310810)	6.868	6.868	3.356	301,870	4.490	978	29,1%	65,4%
Brumadinho (Município) (310900)	40.103	40.103	33.810	639,430	23.001	16.708	49,4%	57,4%
Caeté (Município) (311000)	44.718	44.718	38.887	542,530	4.287	297	0,8%	9,6%
Campo Belo (Município) (311120)	54.029	54.029	50.970	528,230	2.664	0	0,0%	4,9%
Capim Branco (Município) (311250)	9.754	9.754	8.885	95,330	8.176	7.307	82,2%	83,8%
Caratinga (Município) (311340)	92.062	92.062	76.115	1.258,480	38.327	22.380	29,4%	41,6%
Cataguases (Município) (311530)	75.123	75.123	71.917	491,770	29.572	26.366	36,7%	39,4%
Confins (Município) (311787)	6.730	6.730	6.730	42,360	-	-	-	-
Congonhas (Município) (311800)	54.762	54.762	53.314	304,070	19.467	18.019	33,8%	35,6%
Conselheiro Lafaiete (Município) (311830)	128.589	128.589	122.799	370,250	33.154	27.364	22,3%	25,8%
Contagem (Município) (311860)	663.855	663.855	661.609	195,050	122.577	120.331	18,2%	18,5%
Coronel Fabriciano (Município) (311940)	109.855	109.855	108.479	221,250	25.221	23.845	22,0%	23,0%
Curvelo (Município) (312090)	80.129	80.129	72.748	3.296,200	20.926	13.545	18,6%	26,1%
Divinópolis (Município) (312230)	238.230	238.230	232.079	708,120	37.967	31.816	13,7%	15,9%
Esmeraldas (Município) (312410)	70.552	70.552	65.804	909,680	60.968	56.220	85,4%	86,4%
Florestal (Município) (312600)	7.461	7.461	6.222	194,240	1.337	98	1,6%	17,9%
Formiga (Município) (312610)	67.683	67.683	61.821	1.501,920	8.202	2.532	4,1%	12,1%
Fortuna de Minas (Município) (312640)	2.947	2.947	2.032	198,710	196	0	0,0%	6,7%
Frutal (Município) (312710)	59.496	59.496	51.285	2.426,970	14.859	6.648	13,0%	25,0%
Funilândia (Município) (312720)	4.349	4.349	2.289	199,800	3.081	1.021	44,6%	70,8%
Governador Valadares (Município) (312770)	279.885	279.885	268.858	2.342,330	8.355	7.269	2,7%	3,0%
Guaxupé (Município) (312870)	51.917	51.917	48.819	286,400	8.682	5.584	11,4%	16,7%
Ibirité (Município) (312980)	180.204	180.204	179.791	72,570	55.413	55.000	30,6%	30,8%
Igarapé (Município) (313010)	43.045	43.045	40.340	110,940	24.866	22.161	54,9%	57,8%
Inhaúma (Município) (313100)	6.271	-	4.579	245,000	-	-	-	-
Ipatinga (Município) (313130)	263.410	263.410	260.660	164,880	23.760	21.010	8,1%	9,0%
Itabira (Município) (313170)	120.060	120.060	111.894	1.253,700	6.531	6.087	5,4%	5,4%
Itabirito (Município) (313190)	51.875	51.875	49.726	542,610	6.591	4.442	8,9%	12,7%
Itaguara (Município) (313220)	13.358	13.358	10.285	410,470	1.226	535	5,2%	9,2%
Itajubá (Município) (313240)	96.869	96.869	88.434	294,840	20.751	12.316	13,9%	21,4%
Itatiaiuçu (Município) (313370)	11.146	11.146	6.984	295,150	109	208	3,0%	1,0%
Itaúna (Município) (313380)	93.214	93.214	87.747	495,770	3.682	878	1,0%	4,0%
Ituiutaba (Município) (313420)	104.671	104.671	100.313	2.598,050	4.509	151	0,1%	4,3%
Jaboticatubas (Município) (313460)	20.143	20.143	12.626	1.114,970	12.422	4.905	38,9%	61,7%
Janaúba (Município) (313510)	71.648	71.648	64.963	2.181,320	54.979	48.294	74,3%	76,7%
Januária (Município) (313520)	67.742	67.742	42.761	6.661,590	58.636	33.655	78,7%	86,6%
João Monlevade (Município) (313620)	79.910	79.910	79.548	99,160	0	0	0,0%	0,0%
Nova União (Município) (313660)	5.725	5.725	2.960	172,130	2.258	0	0,0%	39,4%
Juatuba (Município) (313665)	26.946	26.946	26.491	97,170	18.423	17.968	67,8%	68,4%
Juiz de Fora (Município) (313670)	568.873	568.873	562.406	1.435,750	36.214	29.747	5,3%	6,4%
Lagoa da Prata (Município) (313720)	52.165	52.165	50.978	439,980	0	0	0,0%	0,0%
Lagoa Santa (Município) (313760)	64.527	64.527	60.140	229,410	33.723	29.336	48,8%	52,3%
Lavras (Município) (313820)	103.773	103.773	98.884	564,740	14.722	9.833	9,9%	14,2%
Leopoldina (Município) (313840)	52.587	52.587	47.006	943,080	355	52	0,1%	0,7%
Manhuaçu (Município) (313940)	90.229	90.229	73.521	628,320	0	0	0,0%	0,0%
Mariana (Município) (314000)	60.724	60.724	53.358	1.194,210	12.145	10.671	20,0%	20,0%
Mário Campos (Município) (314015)	15.416	15.416	14.558	35,200	5.816	4.958	34,1%	37,7%
Mateus Leme (Município) (314070)	31.086	31.086	27.541	301,380	19.078	15.533	56,4%	61,4%
Matozinhos (Município) (314110)	37.820	37.820	34.392	252,280	15.049	11.621	33,8%	39,8%
Moeda (Município) (314230)	4.919	4.919	1.877	155,110	-	-	-	-
Montes Claros (Município) (314330)	409.341	409.341	389.561	3.568,940	65.714	45.934	11,8%	16,1%
Muriaé (Município) (314390)	108.763	108.763	100.625	841,690	8.138	0	0,0%	7,5%
Nova Lima (Município) (314480)	94.889	94.889	92.820	429,000	75.795	73.726	79,4%	79,9%
Nova Serrana (Município) (314520)	102.693	102.693	97.114	282,470	26.483	20.904	21,5%	25,8%
Ouro Preto (Município) (314610)	74.281	-	64.599	1.245,870	-	-	-	-
Paracatu (Município) (314700)	93.158	93.158	81.122	8.229,600	25.920	13.884	17,1%	27,8%
Pará de Minas (Município) (314710)	93.969	93.969	88.818	551,250	798	890	1,0%	0,8%
Passos (Município) (314790)	114.679	114.679	108.801	1.338,070	6.716	838	0,8%	5,9%
Patos de Minas (Município) (314800)	152.488	152.488	140.411	3.190,190	21.242	9.165	6,5%	13,9%
Patrocínio (Município) (314810)	90.757	90.757	80.068	2.874,340	0	0	0,0%	0,0%
Pedro Leopoldo (Município) (314930)	64.258	64.258	54.646	292,950	24.810	15.198	27,8%	38,6%
Pirapora (Município) (315120)	56.428	56.428	55.389	549,510	26.090	25.051	45,2%	46,2%
Poços de Caldas (Município) (315180)	167.397	167.397	163.320	546,670	0	0	0,0%	0,0%
Ponte Nova (Município) (315210)	59.742	59.742	53.283	470,640	2.400	4.995	9,4%	4,0%
Pouso Alegre (Município) (315250)	150.737	150.737	138.014	542,800	18.926	6.203	4,5%	12,6%
Prudente de Morais (Município) (315360)	10.733	10.733	10.314	124,190	5.229	4.810	46,6%	48,7%
Raposos (Município) (315390)	16.354	16.354	15.512	72,230	4.752	3.910	25,2%	29,1%
Ribeirão das Neves (Município) (315460)	334.858	334.858	332.413	155,450	103.567	101.122	30,4%	30,9%
Rio Acima (Município) (315480)	10.312	-	9.012	229,810	-	-	-	-
Rio Manso (Município) (315530)	5.832	5.832	3.106	231,540	-	-	-	-
Sabará (Município) (315670)	136.344	136.344	132.905	302,420	47.410	43.971	33,1%	34,8%
Santa Bárbara (Município) (315720)	31.324	31.324	27.861	684,060	3.480	17	0,1%	11,1%
Santa Luzia (Município) (315780)	219.134	219.134	218.525	235,080	70.488	69.879	32,0%	32,2%
São Francisco (Município) (316110)	56.323	56.323	35.789	3.308,100	39.594	19.060	53,3%	70,3%
São João del Rei (Município) (316250)	90.082	90.082	85.164	1.452,000	9.559	4.641	5,5%	10,6%
São Joaquim de Bicas (Município) (316292)	31.578	31.578	22.999	71,760	23.191	14.612	63,5%	73,4%
São José da Lapa (Município) (316295)	23.766	23.766	13.684	47,930	10.815	733	5,4%	45,5%
São José da Varginha (Município) (316310)	5.004	5.004	2.827	205,500	3.276	1.099	38,9%	65,5%
São Sebastião do Paraíso (Município) (316470)	70.956	70.956	65.467	814,930	11.770	6.281	9,6%	16,6%
Sarzedo (Município) (316553)	32.752	32.752	32.394	62,130	6.815	6.457	19,9%	20,8%
Sete Lagoas (Município) (316720)	239.639	239.639	233.825	536,640	9.776	4.261	1,8%	4,1%
Taquaraçu de Minas (Município) (316830)	4.077	4.077	1.886	329,290	3.122	931	49,4%	76,6%
Teófilo Otoni (Município) (316860)	140.592	140.592	114.853	3.242,270	54.609	29.978	26,1%	38,8%
Timóteo (Município) (316870)	89.842	89.842	89.710	144,380	13.121	12.989	14,5%	14,6%
Três Corações (Município) (316930)	79.482	79.482	71.902	828,040	17.747	10.167	14,1%	22,3%
Três Pontas (Município) (316940)	56.746	56.746	48.760	689,790	215	185	0,4%	0,4%
Ubá (Município) (316990)	115.552	115.552	111.132	407,450	30.572	26.152	23,5%	26,5%
Uberaba (Município) (317010)	333.783	333.783	326.327	4.523,960	5.007	1.632	0,5%	1,5%
Uberlândia (Município) (317020)	691.305	691.305	672.138	4.115,210	12.249	2.647	0,4%	1,8%
Unaí (Município) (317040)	84.378	84.378	67.804	8.448,080	22.948	6.374	9,4%	27,2%
Varginha (Município) (317070)	135.558	135.558	131.130	395,400	13.904	9.476	7,2%	10,3%
Vespasiano (Município) (317120)	127.601	127.601	127.601	71,080	29.370	29.370	23,0%	23,0%
Viçosa (Município) (317130)	78.846	78.846	73.480	299,420	13.404	8.826	12,0%	17,0%
Aracruz (Município) (320060)	101.220	101.220	88.379	1.423,870	21.140	8.620	9,8%	20,9%
Cachoeiro de Itapemirim (Município) (320120)	208.972	208.972	191.034	864,580	7.126	2.602	1,4%	3,4%
Cariacica (Município) (320130)	381.285	381.285	369.155	279,720	248.717	236.587	64,1%	65,2%
Colatina (Município) (320150)	122.499	122.499	107.823	1.416,800	18.056	3.381	3,1%	14,7%
Fundão (Município) (320220)	21.509	21.509	18.165	288,720	14.237	10.893	60,0%	66,2%
Guarapari (Município) (320240)	124.859	124.859	119.216	591,820	53.434	47.791	40,1%	42,8%
Linhares (Município) (320320)	173.555	173.555	149.311	3.496,560	43.892	49.720	33,3%	25,3%
São Mateus (Município) (320490)	130.611	130.611	101.277	2.345,730	59.179	31.595	31,2%	45,3%
Serra (Município) (320500)	517.510	517.510	513.948	547,640	152.532	152.606	29,7%	29,5%
Viana (Município) (320510)	78.239	78.239	71.777	312,280	50.216	43.754	61,0%	64,2%
Vila Velha (Município) (320520)	493.838	493.838	491.443	209,970	227.383	224.988	45,8%	46,0%
Vitória (Município) (320530)	362.097	362.097	362.097	96,540	67.742	67.742	18,7%	18,7%
Angra dos Reis (Município) (330010)	203.785	203.785	196.306	825,080	109.296	105.596	53,8%	53,6%
Araruama (Município) (330020)	132.400	132.400	125.873	638,480	30.453	24.546	19,5%	23,0%
Barra do Piraí (Município) (330030)	100.374	100.374	97.386	584,610	25.322	22.334	22,9%	25,2%
Barra Mansa (Município) (330040)	184.412	184.412	182.732	547,130	19.722	25.773	14,1%	10,7%
Belford Roxo (Município) (330045)	510.906	510.906	510.906	78,990	368.264	368.264	72,1%	72,1%
Cabo Frio (Município) (330070)	226.525	219.863	165.860	413,650	43.709	32.973	19,9%	19,9%
Cachoeiras de Macacu (Município) (330080)	58.937	58.937	50.978	954,750	26.937	22.558	44,3%	45,7%
Campos dos Goytacazes (Município) (330100)	507.548	507.548	458.289	4.032,440	85.921	36.662	8,0%	16,9%
Duque de Caxias (Município) (330170)	919.596	919.596	916.466	467,270	703.742	700.612	76,5%	76,5%
Guapimirim (Município) (330185)	60.517	60.517	58.475	358,350	-	-	-	-
Itaboraí (Município) (330190)	240.592	240.592	237.727	430,590	186.515	226.541	95,3%	77,5%
Itaguaí (Município) (330200)	133.019	133.019	127.066	273,370	107.837	101.884	80,2%	81,1%
Itaperuna (Município) (330220)	103.224	103.224	95.175	1.106,170	-	-	-	-
Japeri (Município) (330227)	104.768	104.768	104.768	81,700	-	-	-	-
Macaé (Município) (330240)	256.672	256.672	251.868	1.215,290	3.931	1.627	0,6%	1,5%
Magé (Município) (330250)	245.071	245.071	232.041	393,910	-	-	-	-
Maricá (Município) (330270)	161.207	161.207	158.715	362,000	153.509	154.906	97,6%	95,2%
Mesquita (Município) (330285)	176.103	176.103	176.103	41,490	122.856	122.856	69,8%	69,8%
Nilópolis (Município) (330320)	162.485	162.485	162.485	19,390	113.264	113.264	69,7%	69,7%
Niterói (Município) (330330)	513.584	513.584	513.584	134,070	22.854	22.854	4,5%	4,5%
Nova Friburgo (Município) (330340)	190.631	190.631	166.855	935,430	31.896	8.120	4,9%	16,7%
Nova Iguaçu (Município) (330350)	821.128	821.128	812.162	520,810	0	0	0,0%	0,0%
Paracambi (Município) (330360)	52.257	52.257	46.267	190,950	15.557	10.567	22,8%	29,8%
Petrópolis (Município) (330390)	306.191	306.191	291.052	791,140	47.428	32.393	11,1%	15,5%
Queimados (Município) (330414)	150.319	150.319	150.319	75,700	114.988	114.988	76,5%	76,5%
Resende (Município) (330420)	131.341	131.341	123.184	1.099,340	6.204	44	0,0%	4,7%
Rio Bonito (Município) (330430)	60.201	60.201	44.713	459,460	16.151	1.313	2,9%	26,8%
Rio das Ostras (Município) (330452)	150.674	150.674	142.446	228,110	108.058	102.042	71,6%	71,7%
Rio de Janeiro (Município) (330455)	6.718.903	6.718.903	6.718.903	1.200,180	922.111	922.111	13,7%	13,7%
São Gonçalo (Município) (330490)	1.084.839	1.084.839	1.084.048	248,320	703.893	703.102	64,9%	64,9%
São João de Meriti (Município) (330510)	472.406	472.406	472.406	35,220	-	-	-	-
São Pedro da Aldeia (Município) (330520)	104.476	104.476	97.667	332,920	20.770	19.416	19,9%	19,9%
Saquarema (Município) (330550)	89.170	89.170	84.632	352,800	23.243	19.113	22,6%	26,1%
Seropédica (Município) (330555)	82.312	82.312	67.677	283,630	65.375	50.740	75,0%	79,4%
Tanguá (Município) (330575)	34.309	34.309	30.620	142,530	-	-	-	-
Teresópolis (Município) (330580)	182.594	182.594	163.036	773,340	-	-	-	-
Três Rios (Município) (330600)	81.804	81.804	79.409	322,840	838	3.758	4,7%	1,0%
Valença (Município) (330610)	76.523	76.523	66.277	1.300,770	-	-	-	-
Volta Redonda (Município) (330630)	273.012	273.012	272.888	182,110	2.975	2.851	1,0%	1,1%
Americana (Município) (350160)	239.597	239.597	238.478	133,910	0	0	0,0%	0,0%
Amparo (Município) (350190)	72.195	72.195	56.821	445,320	18.215	2.841	5,0%	25,2%
Andradina (Município) (350210)	57.157	57.157	53.351	964,230	783	0	0,0%	1,4%
Araçatuba (Município) (350280)	197.016	197.016	193.216	1.167,130	5.850	2.050	1,1%	3,0%
Araraquara (Município) (350320)	236.072	236.072	229.361	1.003,630	7.021	689	0,3%	3,0%
Araras (Município) (350330)	134.236	134.236	127.008	644,830	380	752	0,6%	0,3%
Artur Nogueira (Município) (350380)	54.408	54.408	49.261	178,030	7.306	2.249	4,6%	13,4%
Arujá (Município) (350390)	89.824	89.824	86.240	96,170	24.230	20.646	23,9%	27,0%
Assis (Município) (350400)	104.386	104.386	99.830	460,610	0	0	0,0%	0,0%
Atibaia (Município) (350410)	142.761	142.761	129.935	478,520	40.166	27.340	21,0%	28,1%
Avaré (Município) (350450)	90.655	90.655	86.782	1.213,060	3.229	0	0,0%	3,6%
Barretos (Município) (350550)	122.098	122.098	118.378	1.566,160	0	0	0,0%	0,0%
Barueri (Município) (350570)	274.182	274.182	274.182	65,700	28.241	28.241	10,3%	10,3%
Batatais (Município) (350590)	62.508	62.508	55.279	849,530	7.508	279	0,5%	12,0%
Bauru (Município) (350600)	376.818	376.818	370.515	667,680	11.084	4.781	1,3%	2,9%
Bebedouro (Município) (350610)	77.496	77.496	73.848	683,190	0	0	0,0%	0,0%
Bertioga (Município) (350635)	63.249	63.249	62.216	491,550	31.542	30.509	49,0%	49,9%
Birigui (Município) (350650)	123.638	123.638	119.953	530,030	0	0	0,0%	0,0%
Biritiba-Mirim (Município) (350660)	32.598	32.598	27.978	317,410	16.747	12.127	43,3%	51,4%
Boituva (Município) (350700)	60.997	60.997	57.379	248,950	15.581	11.963	20,9%	25,5%
Botucatu (Município) (350750)	146.497	146.497	141.147	1.482,640	2.844	0	0,0%	1,9%
Bragança Paulista (Município) (350760)	168.668	168.668	163.508	512,580	21.819	16.659	10,2%	12,9%
Caçapava (Município) (350850)	94.263	94.263	80.655	368,990	4.428	0	0,0%	4,7%
Caieiras (Município) (350900)	101.470	101.470	98.957	97,640	22.558	20.045	20,3%	22,2%
Cajamar (Município) (350920)	76.801	76.801	75.255	131,390	5.620	4.074	5,4%	7,3%
Campinas (Município) (350950)	1.204.073	1.204.073	1.183.368	794,570	64.337	43.632	3,7%	5,3%
Campo Limpo Paulista (Município) (350960)	84.650	84.650	84.650	79,400	30.852	30.852	36,5%	36,5%
Campos do Jordão (Município) (350970)	52.088	52.088	51.763	290,520	24.629	24.304	47,0%	47,3%
Capivari (Município) (351040)	55.768	55.768	52.700	322,880	5.468	2.400	4,6%	9,8%
Caraguatatuba (Município) (351050)	121.532	121.532	116.510	484,950	37.621	32.599	28,0%	31,0%
Carapicuíba (Município) (351060)	400.927	400.927	400.927	34,550	66.830	66.830	16,7%	16,7%
Catanduva (Município) (351110)	121.862	121.862	120.883	290,600	2.734	1.755	1,5%	2,2%
Cosmópolis (Município) (351280)	72.252	72.252	67.102	154,670	5.252	2.102	3,1%	7,3%
Cotia (Município) (351300)	249.210	249.210	249.210	323,990	117.052	117.052	47,0%	47,0%
Cruzeiro (Município) (351340)	82.238	82.238	80.143	305,700	2.095	0	0,0%	2,6%
Cubatão (Município) (351350)	130.705	130.705	130.705	142,880	59.543	59.543	45,6%	45,6%
Diadema (Município) (351380)	423.884	423.884	423.884	30,730	24.445	24.445	5,8%	5,8%
Embu das Artes (Município) (351500)	273.726	273.726	273.726	70,400	70.001	70.001	25,6%	25,6%
Embu-Guaçu (Município) (351510)	69.385	69.385	67.535	155,640	42.592	40.742	60,3%	61,4%
Fernandópolis (Município) (351550)	69.116	69.116	66.999	549,800	206	0	0,0%	0,3%
Ferraz de Vasconcelos (Município) (351570)	194.276	194.276	185.559	29,560	32.805	24.088	13,0%	16,9%
Franca (Município) (351620)	353.187	353.187	346.986	605,680	1.340	0	0,0%	0,4%
Francisco Morato (Município) (351630)	175.844	175.844	175.487	49,000	93.157	92.800	52,9%	53,0%
Franco da Rocha (Município) (351640)	154.489	154.489	142.327	132,780	51.362	39.200	27,5%	33,3%
Guararema (Município) (351830)	29.798	29.798	25.643	270,820	14.891	10.736	41,9%	50,0%
Guaratinguetá (Município) (351840)	121.798	121.798	116.027	752,640	8.606	8.495	7,3%	7,1%
Guarujá (Município) (351870)	320.459	320.459	320.397	144,790	98.351	98.289	30,7%	30,7%
Guarulhos (Município) (351880)	1.379.182	1.379.182	1.379.182	318,680	193.480	193.480	14,0%	14,0%
Hortolândia (Município) (351907)	230.851	230.851	230.851	62,420	0	0	0,0%	0,0%
Ibitinga (Município) (351960)	60.033	-	57.660	689,390	-	-	-	-
Ibiúna (Município) (351970)	78.878	78.878	27.615	1.058,080	63.721	12.458	45,1%	80,8%
Indaiatuba (Município) (352050)	251.627	251.627	249.097	311,550	11.311	8.781	3,5%	4,5%
Itanhaém (Município) (352210)	101.816	101.816	100.863	601,710	55.847	54.894	54,4%	54,9%
Itapecerica da Serra (Município) (352220)	175.693	175.693	174.237	150,740	93.510	92.054	52,8%	53,2%
Itapetininga (Município) (352230)	163.901	163.901	148.772	1.789,350	16.217	1.088	0,7%	9,9%
Itapeva (Município) (352240)	94.354	94.354	79.519	1.826,260	17.104	2.269	2,9%	18,1%
Itapevi (Município) (352250)	237.700	237.700	237.700	82,660	79.744	79.744	33,6%	33,6%
Itapira (Município) (352260)	74.773	74.773	69.361	518,420	598	423	0,6%	0,8%
Itaquaquecetuba (Município) (352310)	370.821	370.821	370.821	82,620	110.085	110.085	29,7%	29,7%
Itararé (Município) (352320)	50.503	50.503	46.643	1.003,860	8.684	4.824	10,3%	17,2%
Itatiba (Município) (352340)	120.858	120.858	102.033	322,280	20.042	1.217	1,2%	16,6%
Itu (Município) (352390)	173.939	173.939	162.793	640,720	12.176	1.030	0,6%	7,0%
Itupeva (Município) (352400)	61.252	61.252	53.190	200,820	17.918	9.856	18,5%	29,3%
Jaboticabal (Município) (352430)	77.263	77.263	74.961	706,600	2.222	2.956	3,9%	2,9%
Jacareí (Município) (352440)	233.662	233.662	230.435	464,270	2.578	0	0,0%	1,1%
Jaguariúna (Município) (352470)	57.488	57.488	55.830	141,390	2.766	1.108	2,0%	4,8%
Jandira (Município) (352500)	124.937	124.937	124.937	17,450	26.714	26.714	21,4%	21,4%
Jaú (Município) (352530)	150.252	150.252	145.554	687,100	4.675	0	0,0%	3,1%
Jundiaí (Município) (352590)	418.962	418.962	400.939	431,210	7.409	1.997	0,5%	1,8%
Juquitiba (Município) (352620)	31.444	31.444	24.335	522,170	26.866	19.757	81,2%	85,4%
Leme (Município) (352670)	103.391	103.391	101.257	402,870	2.134	0	0,0%	2,1%
Lençóis Paulista (Município) (352680)	68.432	68.432	66.898	809,540	1.534	0	0,0%	2,2%
Limeira (Município) (352690)	306.114	306.114	296.979	580,710	9.135	0	0,0%	3,0%
Lins (Município) (352710)	78.013	78.013	77.101	570,060	176	0	0,0%	0,2%
Lorena (Município) (352720)	88.706	88.706	86.165	414,160	626	0	0,0%	0,7%
Mairiporã (Município) (352850)	100.179	100.179	87.550	320,700	75.182	62.553	71,5%	75,1%
Marília (Município) (352900)	238.882	238.882	228.165	1.170,520	0	0	0,0%	0,0%
Matão (Município) (352930)	83.170	83.170	81.644	524,900	468	460	0,6%	0,6%
Mauá (Município) (352940)	472.912	472.912	472.912	61,910	33.836	33.836	7,2%	7,2%
Mirassol (Município) (353030)	59.824	59.824	58.313	243,230	1.511	0	0,0%	2,5%
Mococa (Município) (353050)	68.885	68.885	63.543	855,160	576	0	0,0%	0,8%
Mogi das Cruzes (Município) (353060)	445.842	445.842	410.814	712,540	28.645	26.395	6,4%	6,4%
Mogi Guaçu (Município) (353070)	151.888	151.888	144.196	812,750	12.018	4.326	3,0%	7,9%
Mogi Mirim (Município) (353080)	93.189	93.189	87.199	497,710	6.892	902	1,0%	7,4%
Mongaguá (Município) (353110)	56.702	56.702	56.455	143,210	13.889	13.642	24,2%	24,5%
Monte Alto (Município) (353130)	50.498	50.498	48.225	346,950	334	0	0,0%	0,7%
Monte Mor (Município) (353180)	59.772	59.772	56.144	240,570	5.973	2.345	4,2%	10,0%
Nova Odessa (Município) (353340)	60.174	60.174	59.193	73,790	602	223	0,4%	1,0%
Olímpia (Município) (353390)	54.772	54.772	51.728	802,560	3.044	0	0,0%	5,6%
Osasco (Município) (353440)	698.418	698.418	698.418	64,950	10.466	10.466	1,5%	1,5%
Ourinhos (Município) (353470)	113.542	113.542	110.610	295,820	3.982	1.050	0,9%	3,5%
Paulínia (Município) (353650)	109.424	109.424	109.323	138,780	101	0	0,0%	0,1%
Penápolis (Município) (353730)	63.407	63.407	60.559	711,320	2.848	0	0,0%	4,5%
Peruíbe (Município) (353760)	68.284	68.284	67.521	326,220	15.736	14.973	22,2%	23,0%
Piedade (Município) (353780)	55.348	55.348	25.220	746,870	36.238	6.110	24,2%	65,5%
Pindamonhangaba (Município) (353800)	168.328	168.328	162.274	730,000	1.759	0	0,0%	1,0%
Piracicaba (Município) (353870)	404.142	404.142	395.464	1.378,070	0	0	0,0%	0,0%
Pirapora do Bom Jesus (Município) (353910)	18.895	18.895	18.895	108,490	9.002	9.002	47,6%	47,6%
Pirassununga (Município) (353930)	76.409	76.409	70.014	727,120	6.395	0	0,0%	8,4%
Poá (Município) (353980)	117.452	117.452	115.596	17,260	59	58	0,0%	0,0%
Porto Feliz (Município) (354060)	53.098	53.098	44.630	556,710	35	30	0,1%	0,1%
Porto Ferreira (Município) (354070)	56.150	56.150	55.143	244,910	2.991	1.984	3,6%	5,3%
Praia Grande (Município) (354100)	325.073	325.073	325.073	149,250	87.739	87.739	27,0%	27,0%
Presidente Prudente (Município) (354140)	228.743	228.743	224.077	560,640	895	0	0,0%	0,4%
Registro (Município) (354260)	56.322	56.322	49.999	722,200	6.293	0	0,0%	11,2%
Ribeirão Pires (Município) (354330)	123.393	123.393	123.393	99,080	32.271	32.271	26,2%	26,2%
Ribeirão Preto (Município) (354340)	703.293	703.293	701.297	650,920	2.883	887	0,1%	0,4%
Rio Claro (Município) (354390)	206.424	206.424	201.400	498,420	4.128	1.551	0,8%	2,0%
Rio Grande da Serra (Município) (354410)	50.846	50.846	50.846	36,340	24.545	24.545	48,3%	48,3%
