Localidade	"População total
(pessoas) (IBGE)"	"População das cidades declarantes do SNIS
(pessoas) (SNIS)"	"População urbana total
(pessoas) (SNIS)"	"Área do município
(km²) (IBGE)"	"População total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"População urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"Parcela da população urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"	"Parcela da população total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"
Catu (Município) (290750)	54.424	54.424	45.557	433,190	54.424	45.557	100,0%	100,0%
Conceição do Coité (Município) (290840)	66.191	66.191	38.705	1.015,250	63.130	37.500	96,9%	95,4%
Cruz das Almas (Município) (290980)	62.871	62.871	53.515	139,120	41.362	33.971	63,5%	65,8%
Dias d'Ávila (Município) (291005)	79.685	79.685	74.927	184,230	46.562	41.804	55,8%	58,4%
Euclides da Cunha (Município) (291070)	59.842	59.842	29.147	1.992,640	50.006	19.311	66,3%	83,6%
Eunápolis (Município) (291072)	112.318	112.318	104.714	1.425,970	99.616	92.012	87,9%	88,7%
Feira de Santana (Município) (291080)	609.913	609.913	559.503	1.304,430	238.081	187.674	33,5%	39,0%
Guanambi (Município) (291170)	84.014	84.014	66.677	1.272,370	31.292	13.955	20,9%	37,3%
Ilhéus (Município) (291360)	164.844	164.844	138.937	1.584,690	65.209	44.751	32,2%	39,6%
Ipirá (Município) (291400)	59.763	59.763	29.214	3.105,280	56.522	26.511	90,8%	94,6%
Irecê (Município) (291460)	72.386	72.386	66.740	319,170	59.462	53.816	80,6%	82,2%
Itaberaba (Município) (291470)	64.325	64.325	50.604	2.386,390	55.398	41.677	82,4%	86,1%
Itabuna (Município) (291480)	212.740	212.740	207.518	401,030	46.122	40.900	19,7%	21,7%
Itamaraju (Município) (291560)	64.521	64.521	50.931	2.360,290	23.971	10.381	20,4%	37,2%
Itaparica (Município) (291610)	22.114	22.114	22.114	118,040	10.303	10.303	46,6%	46,6%
Itapetinga (Município) (291640)	75.470	75.470	73.262	1.651,150	4.529	6.578	9,0%	6,0%
Jacobina (Município) (291750)	80.394	80.394	56.677	2.192,910	74.871	51.154	90,3%	93,1%
Jaguaquara (Município) (291760)	54.163	54.163	41.251	924,740	36.546	23.634	57,3%	67,5%
Jequié (Município) (291800)	155.800	155.800	143.010	2.969,030	18.371	5.581	3,9%	11,8%
Juazeiro (Município) (291840)	215.183	215.183	174.758	6.721,200	57.340	19.450	11,1%	26,7%
Lauro de Freitas (Município) (291920)	195.095	195.095	195.095	57,660	103.945	103.945	53,3%	53,3%
Luís Eduardo Magalhães (Município) (291955)	84.753	84.753	77.387	3.940,540	28.039	20.673	26,7%	33,1%
Madre de Deus (Município) (291992)	20.737	20.737	20.114	32,200	4.968	4.345	21,6%	24,0%
Mata de São João (Município) (292100)	46.014	46.014	34.153	604,290	19.675	12.036	35,2%	42,8%
Paulo Afonso (Município) (292400)	117.014	117.014	100.830	1.545,190	80.154	63.970	63,4%	68,5%
Pojuca (Município) (292520)	39.045	39.045	33.509	308,700	39.045	33.509	100,0%	100,0%
Porto Seguro (Município) (292530)	146.625	146.625	120.228	2.287,090	44.039	17.642	14,7%	30,0%
Ribeira do Pombal (Município) (292660)	52.956	52.956	33.161	1.177,450	52.956	33.161	100,0%	100,0%
Salvador (Município) (292740)	2.857.329	2.857.329	2.856.546	692,820	534.726	533.943	18,7%	18,7%
Santo Amaro (Município) (292860)	59.512	59.512	46.092	489,320	35.501	22.081	47,9%	59,7%
Santo Antônio de Jesus (Município) (292870)	100.605	100.605	87.683	261,740	75.577	62.655	71,5%	75,1%
Santo Estêvão (Município) (292880)	52.413	52.413	30.312	360,330	47.384	25.283	83,4%	90,4%
São Francisco do Conde (Município) (292920)	39.338	39.338	32.472	269,610	25.070	18.657	57,5%	63,7%
São Sebastião do Passé (Município) (292950)	44.164	44.164	34.692	536,580	41.638	32.166	92,7%	94,3%
Senhor do Bonfim (Município) (293010)	78.588	78.588	60.791	789,360	72.909	55.112	90,7%	92,8%
Serrinha (Município) (293050)	80.411	80.411	49.431	583,310	69.499	38.519	77,9%	86,4%
Simões Filho (Município) (293070)	132.906	132.906	119.130	201,580	83.371	69.595	58,4%	62,7%
Teixeira de Freitas (Município) (293135)	158.445	158.445	148.048	1.165,620	91.473	81.076	54,8%	57,7%
Tucano (Município) (293190)	50.568	50.568	21.183	2.185,010	37.942	8.557	40,4%	75,0%
Valença (Município) (293290)	95.858	95.858	69.584	1.124,660	25.882	11.134	16,0%	27,0%
Vera Cruz (Município) (293320)	42.706	42.706	40.065	299,730	30.341	27.700	69,1%	71,1%
Vitória da Conquista (Município) (293330)	338.885	338.885	303.406	3.705,840	26.332	0	0,0%	7,8%
Alfenas (Município) (310160)	79.481	79.481	74.527	850,450	12.408	7.454	10,0%	15,6%
Araguari (Município) (310350)	116.691	116.691	109.020	2.729,510	0	0	0,0%	0,0%
Araxá (Município) (310400)	105.083	105.083	103.526	1.164,060	7.164	5.607	5,4%	6,8%
Baldim (Município) (310500)	7.851	7.851	5.027	556,270	2.676	0	0,0%	34,1%
Barão de Cocais (Município) (310540)	32.319	32.319	29.301	340,590	3.219	2.571	8,8%	10,0%
Barbacena (Município) (310560)	136.392	136.392	124.818	759,190	23.841	36.064	28,9%	17,5%
Belo Horizonte (Município) (310620)	2.501.576	2.501.576	2.501.576	331,400	145.466	145.466	5,8%	5,8%
Belo Vale (Município) (310640)	7.710	7.710	3.371	365,920	0	0	0,0%	0,0%
Betim (Município) (310670)	432.575	432.575	429.420	343,860	104.349	101.194	23,6%	24,1%
Bom Despacho (Município) (310740)	50.166	50.166	47.240	1.213,550	7.518	4.592	9,7%	15,0%
Bonfim (Município) (310810)	6.876	6.876	3.360	301,870	4.467	951	28,3%	65,0%
Brumadinho (Município) (310900)	39.520	39.520	33.319	639,430	23.291	17.090	51,3%	58,9%
Caeté (Município) (311000)	44.377	44.377	38.590	542,530	3.946	0	0,0%	8,9%
Campo Belo (Município) (311120)	53.866	53.866	50.817	528,230	3.670	1.017	2,0%	6,8%
Capim Branco (Município) (311250)	9.679	9.679	8.817	95,330	8.411	7.549	85,6%	86,9%
Caratinga (Município) (311340)	91.503	91.503	75.653	1.258,480	38.740	22.890	30,3%	42,3%
Cataguases (Município) (311530)	74.691	74.691	71.503	491,770	29.885	26.697	37,3%	40,0%
Confins (Município) (311787)	6.657	6.657	6.657	42,360	6.657	6.657	100,0%	100,0%
Congonhas (Município) (311800)	54.196	54.196	52.763	304,070	19.293	17.860	33,9%	35,6%
Conselheiro Lafaiete (Município) (311830)	127.539	127.539	121.797	370,250	31.890	26.148	21,5%	25,0%
Contagem (Município) (311860)	659.070	659.070	656.840	195,050	121.204	118.974	18,1%	18,4%
Coronel Fabriciano (Município) (311940)	109.405	109.405	108.034	221,250	25.392	24.021	22,2%	23,2%
Curvelo (Município) (312090)	79.625	79.625	72.290	3.296,200	21.371	14.036	19,4%	26,8%
Divinópolis (Município) (312230)	235.977	235.977	229.884	708,120	38.420	32.327	14,1%	16,3%
Esmeraldas (Município) (312410)	70.200	70.200	65.476	909,680	61.276	56.552	86,4%	87,3%
Florestal (Município) (312600)	7.386	7.386	6.159	194,240	1.262	35	0,6%	17,1%
Formiga (Município) (312610)	67.540	67.540	61.690	1.501,920	5.850	0	0,0%	8,7%
Fortuna de Minas (Município) (312640)	2.927	2.927	2.018	198,710	176	53	2,6%	6,0%
Frutal (Município) (312710)	58.962	58.962	50.825	2.426,970	15.185	7.048	13,9%	25,8%
Funilândia (Município) (312720)	4.304	4.304	2.265	199,800	3.097	1.058	46,7%	72,0%
Governador Valadares (Município) (312770)	278.685	278.685	267.705	2.342,330	7.628	6.586	2,5%	2,7%
Guaxupé (Município) (312870)	51.750	51.750	48.662	286,400	8.766	5.678	11,7%	16,9%
Ibirité (Município) (312980)	179.015	179.015	178.605	72,570	55.177	54.767	30,7%	30,8%
Igarapé (Município) (313010)	42.246	42.246	39.591	110,940	23.905	21.250	53,7%	56,6%
Inhaúma (Município) (313100)	6.228	6.228	4.548	245,000	0	0	-	-
Ipatinga (Município) (313130)	261.344	261.344	258.616	164,880	22.535	19.807	7,7%	8,6%
Itabira (Município) (313170)	119.186	119.186	111.079	1.253,700	8.291	3.333	3,0%	7,0%
Itabirito (Município) (313190)	51.281	51.281	49.156	542,610	6.389	4.264	8,7%	12,5%
Itaguara (Município) (313220)	13.278	13.278	10.224	410,470	1.389	624	6,1%	10,5%
Itajubá (Município) (313240)	96.389	96.389	87.996	294,840	19.504	11.111	12,6%	20,2%
Itatiaiuçu (Município) (313370)	11.037	11.037	6.916	295,150	0	0	0,0%	0,0%
Itaúna (Município) (313380)	92.561	92.561	87.133	495,770	2.965	0	0,0%	3,2%
Ituiutaba (Município) (313420)	104.067	104.067	99.734	2.598,050	4.483	150	0,1%	4,3%
Jaboticatubas (Município) (313460)	19.858	19.858	12.447	1.114,970	12.023	4.612	37,1%	60,5%
Janaúba (Município) (313510)	71.265	71.265	64.616	2.181,320	54.984	48.335	74,8%	77,2%
Januária (Município) (313520)	67.628	67.628	42.689	6.661,590	58.981	34.042	79,7%	87,2%
João Monlevade (Município) (313620)	79.387	79.387	79.028	99,160	0	435	0,5%	0,0%
Nova União (Município) (313660)	5.718	5.718	2.956	172,130	5.718	2.956	100,0%	100,0%
Juatuba (Município) (313665)	26.484	26.484	26.037	97,170	18.060	17.613	67,7%	68,2%
Juiz de Fora (Município) (313670)	564.310	564.310	557.895	1.435,750	35.410	28.995	5,2%	6,3%
Lagoa da Prata (Município) (313720)	51.601	51.601	50.427	439,980	0	0	0,0%	0,0%
Lagoa Santa (Município) (313760)	63.359	63.359	59.051	229,410	34.337	30.029	50,9%	54,2%
Lavras (Município) (313820)	102.728	102.728	97.888	564,740	15.103	10.263	10,5%	14,7%
Leopoldina (Município) (313840)	52.532	52.532	46.957	943,080	300	3	0,0%	0,6%
Manhuaçu (Município) (313940)	89.256	89.256	72.728	628,320	0	0	0,0%	0,0%
Mariana (Município) (314000)	60.142	60.142	52.847	1.194,210	12.028	10.569	20,0%	20,0%
Mário Campos (Município) (314015)	15.207	15.207	14.361	35,200	5.807	4.961	34,5%	38,2%
Mateus Leme (Município) (314070)	30.798	30.798	27.285	301,380	18.658	15.145	55,5%	60,6%
Matozinhos (Município) (314110)	37.473	37.473	34.076	252,280	15.572	12.175	35,7%	41,6%
Moeda (Município) (314230)	4.904	4.904	1.871	155,110	4.904	1.871	100,0%	100,0%
Montes Claros (Município) (314330)	404.804	404.804	385.244	3.568,940	67.230	47.670	12,4%	16,6%
Muriaé (Município) (314390)	108.113	108.113	100.023	841,690	1.081	1.000	1,0%	1,0%
Nova Lima (Município) (314480)	93.577	93.577	91.537	429,000	75.064	73.024	79,8%	80,2%
Nova Serrana (Município) (314520)	99.770	99.770	94.350	282,470	21.241	15.821	16,8%	21,3%
Ouro Preto (Município) (314610)	73.994	73.994	64.349	1.245,870	24.696	20.707	32,2%	33,4%
Paracatu (Município) (314700)	92.430	92.430	80.488	8.229,600	25.460	13.518	16,8%	27,6%
Pará de Minas (Município) (314710)	93.101	93.101	87.998	551,250	1.272	1.408	1,6%	1,4%
Passos (Município) (314790)	113.998	113.998	108.155	1.338,070	6.622	779	0,7%	5,8%
Patos de Minas (Município) (314800)	150.833	150.833	138.887	3.190,190	19.854	7.908	5,7%	13,2%
Patrocínio (Município) (314810)	90.041	90.041	79.436	2.874,340	0	0	0,0%	0,0%
Pedro Leopoldo (Município) (314930)	63.789	63.789	54.247	292,950	24.878	15.336	28,3%	39,0%
Pirapora (Município) (315120)	56.208	56.208	55.173	549,510	25.870	24.835	45,0%	46,0%
Poços de Caldas (Município) (315180)	166.111	166.111	162.065	546,670	0	0	0,0%	0,0%
Ponte Nova (Município) (315210)	59.605	59.605	53.161	470,640	2.263	4.873	9,2%	3,8%
Pouso Alegre (Município) (315250)	148.862	148.862	136.297	542,800	19.341	6.776	5,0%	13,0%
Prudente de Morais (Município) (315360)	10.629	10.629	10.214	124,190	5.234	4.819	47,2%	49,2%
Raposos (Município) (315390)	16.277	16.277	15.439	72,230	4.396	3.558	23,1%	27,0%
Ribeirão das Neves (Município) (315460)	331.045	331.045	328.627	155,450	103.062	100.644	30,6%	31,1%
Rio Acima (Município) (315480)	10.203	10.203	8.917	229,810	0	0	-	-
Rio Manso (Município) (315530)	5.783	5.783	3.080	231,540	5.783	3.080	100,0%	100,0%
Sabará (Município) (315670)	135.421	135.421	132.005	302,420	46.712	43.296	32,8%	34,5%
Santa Bárbara (Município) (315720)	30.807	30.807	27.401	684,060	3.423	17	0,1%	11,1%
Santa Luzia (Município) (315780)	218.147	218.147	217.541	235,080	70.929	70.323	32,3%	32,5%
São Francisco (Município) (316110)	56.163	56.163	35.688	3.308,100	39.878	19.403	54,4%	71,0%
São João del Rei (Município) (316250)	89.653	89.653	84.758	1.452,000	5.762	4.664	5,5%	6,4%
São Joaquim de Bicas (Município) (316292)	30.989	30.989	22.570	71,760	22.947	14.528	64,4%	74,1%
São José da Lapa (Município) (316295)	23.385	23.385	13.465	47,930	10.635	715	5,3%	45,5%
São José da Varginha (Município) (316310)	4.927	4.927	2.784	205,500	3.199	1.056	37,9%	64,9%
São Sebastião do Paraíso (Município) (316470)	70.450	70.450	65.000	814,930	11.401	5.951	9,2%	16,2%
Sarzedo (Município) (316553)	32.069	32.069	31.719	62,130	6.606	6.256	19,7%	20,6%
Sete Lagoas (Município) (316720)	237.286	237.286	231.529	536,640	9.679	3.992	1,7%	4,1%
Taquaraçu de Minas (Município) (316830)	4.055	4.055	1.876	329,290	3.180	1.001	53,4%	78,4%
Teófilo Otoni (Município) (316860)	140.235	140.235	114.561	3.242,270	55.409	29.735	26,0%	39,5%
Timóteo (Município) (316870)	89.090	89.090	88.960	144,380	12.454	12.324	13,9%	14,0%
Três Corações (Município) (316930)	78.913	78.913	71.388	828,040	17.762	10.237	14,3%	22,5%
Três Pontas (Município) (316940)	56.546	56.546	48.588	689,790	1.858	179	0,4%	3,3%
Ubá (Município) (316990)	114.265	114.265	109.894	407,450	26.578	22.207	20,2%	23,3%
Uberaba (Município) (317010)	330.361	330.361	322.981	4.523,960	4.956	1.615	0,5%	1,5%
Uberlândia (Município) (317020)	683.247	683.247	664.303	4.115,210	14.651	0	0,0%	2,1%
Unaí (Município) (317040)	83.808	83.808	67.346	8.448,080	22.792	6.330	9,4%	27,2%
Varginha (Município) (317070)	134.477	134.477	130.085	395,400	13.065	8.673	6,7%	9,7%
Vespasiano (Município) (317120)	125.376	125.376	125.376	71,080	27.447	27.447	21,9%	21,9%
Viçosa (Município) (317130)	78.286	78.286	72.958	299,420	13.309	8.764	12,0%	17,0%
Aracruz (Município) (320060)	99.305	99.305	86.707	1.423,870	19.656	7.375	8,5%	19,8%
Cachoeiro de Itapemirim (Município) (320120)	207.324	207.324	189.527	864,580	9.105	2.956	1,6%	4,4%
Cariacica (Município) (320130)	378.603	378.603	366.558	279,720	248.457	236.412	64,5%	65,6%
Colatina (Município) (320150)	121.580	121.580	107.014	1.416,800	12.440	334	0,3%	10,2%
Fundão (Município) (320220)	21.061	21.061	17.786	288,720	17.126	13.851	77,9%	81,3%
Guarapari (Município) (320240)	122.982	122.982	117.424	591,820	54.252	48.694	41,5%	44,1%
Linhares (Município) (320320)	170.364	170.364	146.566	3.496,560	56.731	48.806	33,3%	33,3%
São Mateus (Município) (320490)	128.542	128.542	99.672	2.345,730	59.347	32.206	32,3%	46,2%
Serra (Município) (320500)	507.598	507.598	504.104	547,640	155.744	152.250	30,2%	30,7%
Viana (Município) (320510)	76.954	76.954	70.598	312,280	49.311	42.955	60,8%	64,1%
Vila Velha (Município) (320520)	486.208	486.208	483.850	209,970	229.141	226.783	46,9%	47,1%
Vitória (Município) (320530)	358.267	358.267	358.267	96,540	67.101	67.101	18,7%	18,7%
Angra dos Reis (Município) (330010)	200.407	200.407	193.052	825,080	108.130	104.466	54,1%	54,0%
Araruama (Município) (330020)	130.439	130.439	124.008	638,480	43.190	37.375	30,1%	33,1%
Barra do Piraí (Município) (330030)	99.969	99.969	96.993	584,610	25.307	22.331	23,0%	25,3%
Barra Mansa (Município) (330040)	183.976	183.976	182.300	547,130	19.681	25.707	14,1%	10,7%
Belford Roxo (Município) (330045)	508.614	508.614	508.614	78,990	311.353	311.353	61,2%	61,2%
Cabo Frio (Município) (330070)	222.528	222.528	167.871	413,650	89.591	34.934	20,8%	40,3%
Cachoeiras de Macacu (Município) (330080)	58.560	58.560	50.652	954,750	26.560	22.232	43,9%	45,4%
Campos dos Goytacazes (Município) (330100)	503.424	503.424	454.566	4.032,440	94.299	45.441	10,0%	18,7%
Duque de Caxias (Município) (330170)	914.383	914.383	911.271	467,270	520.569	517.457	56,8%	56,9%
Guapimirim (Município) (330185)	59.613	59.613	57.602	358,350	59.613	57.602	100,0%	100,0%
Itaboraí (Município) (330190)	238.695	238.695	235.853	430,590	155.766	152.924	64,8%	65,3%
Itaguaí (Município) (330200)	125.913	125.913	120.278	273,370	76.136	70.501	58,6%	60,5%
Itaperuna (Município) (330220)	102.626	102.626	94.624	1.106,170	80.282	72.280	76,4%	78,2%
Japeri (Município) (330227)	103.960	103.960	103.960	81,700	103.960	103.960	100,0%	100,0%
Macaé (Município) (330240)	251.631	251.631	246.922	1.215,290	204.988	200.279	81,1%	81,5%
Magé (Município) (330250)	243.657	243.657	230.703	393,910	152.143	139.189	60,3%	62,4%
Maricá (Município) (330270)	157.789	157.789	155.350	362,000	142.024	139.585	89,9%	90,0%
Mesquita (Município) (330285)	175.620	175.620	175.620	41,490	90.716	90.716	51,7%	51,7%
Nilópolis (Município) (330320)	162.269	162.269	162.269	19,390	11.190	11.190	6,9%	6,9%
Niterói (Município) (330330)	511.786	511.786	511.786	134,070	23.854	23.854	4,7%	4,7%
Nova Friburgo (Município) (330340)	190.084	190.084	166.376	935,430	31.869	8.161	4,9%	16,8%
Nova Iguaçu (Município) (330350)	818.875	818.875	809.934	520,810	450.105	441.164	54,5%	55,0%
Paracambi (Município) (330360)	51.815	51.815	45.875	190,950	15.115	10.175	22,2%	29,2%
Petrópolis (Município) (330390)	305.687	305.687	290.573	791,140	47.527	32.516	11,2%	15,6%
Queimados (Município) (330414)	149.265	149.265	149.265	75,700	86.332	86.332	57,8%	57,8%
Resende (Município) (330420)	130.334	130.334	122.240	1.099,340	6.192	80	0,1%	4,8%
Rio Bonito (Município) (330430)	59.814	59.814	44.425	459,460	15.864	1.125	2,5%	26,5%
Rio das Ostras (Município) (330452)	145.989	145.989	138.016	228,110	103.769	97.822	70,9%	71,1%
Rio de Janeiro (Município) (330455)	6.688.927	6.688.927	6.688.927	1.200,180	994.027	994.027	14,9%	14,9%
São Gonçalo (Município) (330490)	1.077.687	1.077.687	1.076.901	248,320	716.639	715.853	66,5%	66,5%
São João de Meriti (Município) (330510)	471.888	471.888	471.888	35,220	186.353	186.353	39,5%	39,5%
São Pedro da Aldeia (Município) (330520)	102.846	102.846	96.143	332,920	26.710	20.007	20,8%	26,0%
Saquarema (Município) (330550)	87.704	87.704	83.240	352,800	22.849	18.793	22,6%	26,1%
Seropédica (Município) (330555)	86.743	86.743	71.321	283,630	58.337	42.915	60,2%	67,3%
Tanguá (Município) (330575)	33.870	33.870	30.229	142,530	24.810	21.169	70,0%	73,3%
Teresópolis (Município) (330580)	180.886	180.886	161.511	773,340	149.796	130.421	80,8%	82,8%
Três Rios (Município) (330600)	81.453	81.453	79.068	322,840	838	3.747	4,7%	1,0%
Valença (Município) (330610)	76.163	76.163	65.966	1.300,770	49.036	38.839	58,9%	64,4%
Volta Redonda (Município) (330630)	271.998	271.998	271.875	182,110	2.964	2.841	1,0%	1,1%
Americana (Município) (350160)	237.112	237.112	236.004	133,910	0	0	0,0%	0,0%
Amparo (Município) (350190)	71.700	71.700	56.432	445,320	18.090	2.822	5,0%	25,2%
Andradina (Município) (350210)	57.112	57.112	53.309	964,230	1.778	742	1,4%	3,1%
Araçatuba (Município) (350280)	195.874	195.874	192.096	1.167,130	7.082	3.304	1,7%	3,6%
Araraquara (Município) (350320)	233.744	233.744	227.099	1.003,630	6.955	689	0,3%	3,0%
Araras (Município) (350330)	132.934	132.934	125.776	644,830	0	0	0,0%	0,0%
Artur Nogueira (Município) (350380)	53.450	53.450	48.394	178,030	6.507	1.451	3,0%	12,2%
Arujá (Município) (350390)	88.455	88.455	84.925	96,170	24.588	21.058	24,8%	27,8%
Assis (Município) (350400)	103.666	103.666	99.141	460,610	0	0	0,0%	0,0%
Atibaia (Município) (350410)	141.398	141.398	128.695	478,520	50.689	37.986	29,5%	35,9%
Avaré (Município) (350450)	90.063	90.063	86.215	1.213,060	3.802	0	0,0%	4,2%
Barretos (Município) (350550)	121.344	121.344	117.647	1.566,160	0	0	0,0%	0,0%
Barueri (Município) (350570)	271.306	271.306	271.306	65,700	27.945	27.945	10,3%	10,3%
Batatais (Município) (350590)	62.024	62.024	54.851	849,530	7.722	549	1,0%	12,5%
Bauru (Município) (350600)	374.272	374.272	368.012	667,680	11.008	4.748	1,3%	2,9%
Bebedouro (Município) (350610)	77.436	77.436	73.791	683,190	0	0	0,0%	0,0%
Bertioga (Município) (350635)	61.736	61.736	60.728	491,550	30.787	29.779	49,0%	49,9%
Birigui (Município) (350650)	122.359	122.359	118.712	530,030	0	6.841	5,8%	0,0%
Biritiba-Mirim (Município) (350660)	32.251	32.251	27.680	317,410	16.627	12.056	43,6%	51,6%
Boituva (Município) (350700)	59.793	59.793	56.246	248,950	16.086	12.539	22,3%	26,9%
Botucatu (Município) (350750)	144.820	144.820	139.531	1.482,640	3.247	0	0,0%	2,2%
Bragança Paulista (Município) (350760)	166.753	166.753	161.652	512,580	24.210	19.109	11,8%	14,5%
Caçapava (Município) (350850)	93.488	93.488	79.992	368,990	5.164	0	0,0%	5,5%
Caieiras (Município) (350900)	100.129	100.129	97.649	97,640	22.925	20.445	20,9%	22,9%
Cajamar (Município) (350920)	75.638	75.638	74.115	131,390	5.926	4.403	5,9%	7,8%
Campinas (Município) (350950)	1.194.094	1.194.094	1.173.561	794,570	66.940	46.407	4,0%	5,6%
Campo Limpo Paulista (Município) (350960)	83.735	83.735	83.735	79,400	31.195	31.195	37,3%	37,3%
Campos do Jordão (Município) (350970)	51.763	51.763	51.440	290,520	24.213	23.890	46,4%	46,8%
Capivari (Município) (351040)	55.141	55.141	52.108	322,880	5.639	2.606	5,0%	10,2%
Caraguatatuba (Município) (351050)	119.625	119.625	114.682	484,950	38.360	33.417	29,1%	32,1%
Carapicuíba (Município) (351060)	398.611	398.611	398.611	34,550	72.148	72.148	18,1%	18,1%
Catanduva (Município) (351110)	121.210	121.210	120.237	290,600	2.082	1.109	0,9%	1,7%
Cosmópolis (Município) (351280)	70.998	70.998	65.937	154,670	3.998	937	1,4%	5,6%
Cotia (Município) (351300)	244.694	244.694	244.694	323,990	114.991	114.991	47,0%	47,0%
Cruzeiro (Município) (351340)	81.895	81.895	79.808	305,700	2.087	0	0,0%	2,6%
Cubatão (Município) (351350)	129.760	129.760	129.760	142,880	59.982	59.982	46,2%	46,2%
Diadema (Município) (351380)	420.934	420.934	420.934	30,730	24.275	24.275	5,8%	5,8%
Embu das Artes (Município) (351500)	270.843	270.843	270.843	70,400	73.507	73.507	27,1%	27,1%
Embu-Guaçu (Município) (351510)	68.856	68.856	67.020	155,640	42.436	40.600	60,6%	61,6%
Fernandópolis (Município) (351550)	68.823	68.823	66.715	549,800	329	0	0,0%	0,5%
Ferraz de Vasconcelos (Município) (351570)	191.993	191.993	183.378	29,560	32.698	24.083	13,1%	17,0%
Franca (Município) (351620)	350.400	350.400	344.248	605,680	1.329	0	0,0%	0,4%
Francisco Morato (Município) (351630)	174.008	174.008	173.654	49,000	97.375	97.021	55,9%	56,0%
Franco da Rocha (Município) (351640)	152.433	152.433	140.433	132,780	52.702	40.702	29,0%	34,6%
Guararema (Município) (351830)	29.451	29.451	25.344	270,820	15.167	11.060	43,6%	51,5%
Guaratinguetá (Município) (351840)	121.073	121.073	115.337	752,640	7.881	7.805	6,8%	6,5%
Guarujá (Município) (351870)	318.107	318.107	318.046	144,790	102.045	101.984	32,1%	32,1%
Guarulhos (Município) (351880)	1.365.899	1.365.899	1.365.899	318,680	153.695	153.695	11,3%	11,3%
Hortolândia (Município) (351907)	227.353	227.353	227.353	62,420	60	60	0,0%	0,0%
Ibitinga (Município) (351960)	59.451	59.451	57.101	689,390	0	0	-	-
Ibiúna (Município) (351970)	78.262	78.262	27.399	1.058,080	64.300	13.437	49,0%	82,2%
Indaiatuba (Município) (352050)	246.908	246.908	244.426	311,550	7.788	5.306	2,2%	3,2%
Itanhaém (Município) (352210)	100.496	100.496	99.555	601,710	55.673	54.732	55,0%	55,4%
Itapecerica da Serra (Município) (352220)	173.672	173.672	172.232	150,740	105.556	104.116	60,5%	60,8%
Itapetininga (Município) (352230)	162.231	162.231	147.256	1.789,350	20.345	5.370	3,7%	12,5%
Itapeva (Município) (352240)	93.892	93.892	79.130	1.826,260	17.820	3.058	3,9%	19,0%
Itapevi (Município) (352250)	234.352	234.352	234.352	82,660	82.333	82.333	35,1%	35,1%
Itapira (Município) (352260)	74.299	74.299	68.921	518,420	599	421	0,6%	0,8%
Itaquaquecetuba (Município) (352310)	366.519	366.519	366.519	82,620	110.305	110.305	30,1%	30,1%
Itararé (Município) (352320)	50.360	50.360	46.511	1.003,860	9.549	5.700	12,3%	19,0%
Itatiba (Município) (352340)	119.090	119.090	100.541	322,280	21.041	2.492	2,5%	17,7%
Itu (Município) (352390)	172.268	172.268	161.229	640,720	11.666	627	0,4%	6,8%
Itupeva (Município) (352400)	59.649	59.649	51.798	200,820	17.962	10.111	19,5%	30,1%
Jaboticabal (Município) (352430)	76.864	76.864	74.574	706,600	1.823	2.569	3,4%	2,4%
Jacareí (Município) (352440)	231.863	231.863	228.661	464,270	2.941	0	0,0%	1,3%
Jaguariúna (Município) (352470)	56.221	56.221	54.599	141,390	4.352	2.730	5,0%	7,7%
Jandira (Município) (352500)	123.481	123.481	123.481	17,450	27.805	27.805	22,5%	22,5%
Jaú (Município) (352530)	148.581	148.581	143.936	687,100	4.622	0	0,0%	3,1%
Jundiaí (Município) (352590)	414.810	414.810	396.966	431,210	7.336	1.978	0,5%	1,8%
Juquitiba (Município) (352620)	31.235	31.235	24.173	522,170	26.815	19.753	81,7%	85,9%
Leme (Município) (352670)	102.412	102.412	100.298	402,870	2.114	0	0,0%	2,1%
Lençóis Paulista (Município) (352680)	67.859	67.859	66.338	809,540	1.521	0	0,0%	2,2%
Limeira (Município) (352690)	303.682	303.682	294.620	580,710	9.062	0	0,0%	3,0%
Lins (Município) (352710)	77.510	77.510	76.604	570,060	222	0	0,0%	0,3%
Lorena (Município) (352720)	88.276	88.276	85.748	414,160	853	0	0,0%	1,0%
Mairiporã (Município) (352850)	98.374	98.374	85.972	320,700	76.645	64.243	74,7%	77,9%
Marília (Município) (352900)	237.130	237.130	226.491	1.170,520	1.762	617	0,3%	0,7%
Matão (Município) (352930)	82.702	82.702	81.184	524,900	0	0	0,0%	0,0%
Mauá (Município) (352940)	468.148	468.148	468.148	61,910	34.222	34.222	7,3%	7,3%
Mirassol (Município) (353030)	59.333	59.333	57.834	243,230	2.436	937	1,6%	4,1%
Mococa (Município) (353050)	68.788	68.788	63.453	855,160	1.726	0	0,0%	2,5%
Mogi das Cruzes (Município) (353060)	440.769	440.769	406.140	712,540	62.151	27.522	6,8%	14,1%
Mogi Guaçu (Município) (353070)	150.713	150.713	143.081	812,750	11.925	4.293	3,0%	7,9%
