Localidade	"População total
(pessoas) (IBGE)"	"População das cidades declarantes do SNIS
(pessoas) (SNIS)"	"População urbana total
(pessoas) (SNIS)"	"Área do município
(km²) (IBGE)"	"População total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"População urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"Parcela da população urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"	"Parcela da população total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"
Catu (Município) (290750)	51.077	51.077	42.755	433,190	51.077	42.755	100,0%	100,0%
Conceição do Coité (Município) (290840)	62.040	62.040	36.278	1.015,250	62.040	36.278	100,0%	100,0%
Cruz das Almas (Município) (290980)	58.606	58.606	49.885	139,120	57.934	49.213	98,7%	98,9%
Dias d'Ávila (Município) (291005)	66.440	66.440	62.473	184,230	46.487	42.520	68,1%	70,0%
Euclides da Cunha (Município) (291070)	56.289	56.289	27.416	1.992,640	56.217	27.344	99,7%	99,9%
Eunápolis (Município) (291072)	100.196	100.196	93.413	1.425,970	97.477	90.694	97,1%	97,3%
Feira de Santana (Município) (291080)	556.642	556.642	510.635	1.304,430	348.567	302.560	59,3%	62,6%
Guanambi (Município) (291170)	78.833	78.833	62.565	1.272,370	70.108	53.840	86,1%	88,9%
Ilhéus (Município) (291360)	184.236	184.236	155.281	1.584,690	106.172	77.217	49,7%	57,6%
Ipirá (Município) (291400)	59.343	59.343	29.009	3.105,280	57.935	27.601	95,1%	97,6%
Irecê (Município) (291460)	66.181	66.181	61.019	319,170	58.752	53.590	87,8%	88,8%
Itaberaba (Município) (291470)	61.631	61.631	48.485	2.386,390	58.119	44.973	92,8%	94,3%
Itabuna (Município) (291480)	204.667	204.667	199.643	401,030	59.845	55.643	27,9%	29,2%
Itamaraju (Município) (291560)	63.069	63.069	49.785	2.360,290	39.739	26.455	53,1%	63,0%
Itaparica (Município) (291610)	20.725	20.725	20.725	118,040	12.330	12.330	59,5%	59,5%
Itapetinga (Município) (291640)	68.273	68.273	66.276	1.651,150	8.076	8.076	12,2%	11,8%
Jacobina (Município) (291750)	79.247	79.247	55.868	2.192,910	79.247	55.868	100,0%	100,0%
Jaguaquara (Município) (291760)	51.011	51.011	38.850	924,740	51.011	38.850	100,0%	100,0%
Jequié (Município) (291800)	151.895	151.895	139.426	2.969,030	38.752	26.283	18,9%	25,5%
Juazeiro (Município) (291840)	197.965	197.965	160.775	6.721,200	94.059	62.609	38,9%	47,5%
Lauro de Freitas (Município) (291920)	163.449	163.449	163.449	57,660	118.094	118.094	72,3%	72,3%
Luís Eduardo Magalhães (Município) (291955)	60.105	60.105	54.881	3.940,540	60.105	54.881	100,0%	100,0%
Madre de Deus (Município) (291992)	17.376	17.376	16.854	32,200	4.308	3.786	22,5%	24,8%
Mata de São João (Município) (292100)	40.183	40.183	29.825	604,290	33.062	23.826	79,9%	82,3%
Paulo Afonso (Município) (292400)	108.396	108.396	93.404	1.545,190	104.349	89.357	95,7%	96,3%
Pojuca (Município) (292520)	33.066	33.066	28.378	308,700	4.688	0	0,0%	14,2%
Porto Seguro (Município) (292530)	126.929	126.929	104.078	2.287,090	56.520	33.669	32,3%	44,5%
Ribeira do Pombal (Município) (292660)	47.518	47.518	29.756	1.177,450	47.518	29.756	100,0%	100,0%
Salvador (Município) (292740)	2.675.656	2.675.656	2.674.923	692,820	641.766	641.033	24,0%	24,0%
Santo Amaro (Município) (292860)	57.800	57.800	44.766	489,320	35.022	21.988	49,1%	60,6%
Santo Antônio de Jesus (Município) (292870)	90.985	90.985	79.299	261,740	84.799	73.113	92,2%	93,2%
Santo Estêvão (Município) (292880)	47.880	47.880	27.690	360,330	47.423	27.233	98,3%	99,0%
São Francisco do Conde (Município) (292920)	33.183	33.183	27.391	269,610	24.569	18.777	68,6%	74,0%
São Sebastião do Passé (Município) (292950)	42.153	42.153	33.112	536,580	42.153	33.112	100,0%	100,0%
Senhor do Bonfim (Município) (293010)	74.419	74.419	57.566	789,360	74.419	57.566	100,0%	100,0%
Serrinha (Município) (293050)	76.762	76.762	47.188	583,310	73.359	43.785	92,8%	95,6%
Simões Filho (Município) (293070)	118.047	118.047	105.811	201,580	94.236	82.000	77,5%	79,8%
Teixeira de Freitas (Município) (293135)	138.341	138.341	129.263	1.165,620	133.456	124.378	96,2%	96,5%
Tucano (Município) (293190)	52.418	52.418	21.958	2.185,010	52.418	21.958	100,0%	100,0%
Valença (Município) (293290)	88.673	88.673	64.368	1.124,660	30.928	10.272	16,0%	34,9%
Vera Cruz (Município) (293320)	37.567	37.567	35.244	299,730	30.318	27.995	79,4%	80,7%
Vitória da Conquista (Município) (293330)	306.866	306.866	274.739	3.705,840	146.900	114.773	41,8%	47,9%
Alfenas (Município) (310160)	73.774	73.774	69.176	850,450	4.598	0	0,0%	6,2%
Araguari (Município) (310350)	109.801	109.801	102.583	2.729,510	7.218	0	0,0%	6,6%
Araxá (Município) (310400)	93.672	93.672	92.284	1.164,060	1.388	0	0,0%	1,5%
Baldim (Município) (310500)	7.913	7.913	5.067	556,270	7.913	5.067	100,0%	100,0%
Barão de Cocais (Município) (310540)	28.442	28.442	25.786	340,590	1.942	1.386	5,4%	6,8%
Barbacena (Município) (310560)	126.284	126.284	115.568	759,190	-	-	-	-
Belo Horizonte (Município) (310620)	2.375.151	2.375.151	2.375.151	331,400	0	0	0,0%	0,0%
Belo Vale (Município) (310640)	7.536	7.536	3.295	365,920	7.536	3.295	100,0%	100,0%
Betim (Município) (310670)	378.089	378.089	375.331	343,860	49.461	46.703	12,4%	13,1%
Bom Despacho (Município) (310740)	45.624	45.624	42.963	1.213,550	2.661	0	0,0%	5,8%
Bonfim (Município) (310810)	6.818	6.818	3.332	301,870	3.486	0	0,0%	51,1%
Brumadinho (Município) (310900)	33.973	33.973	28.642	639,430	12.874	7.543	26,3%	37,9%
Caeté (Município) (311000)	40.750	40.750	35.436	542,530	5.298	4.607	13,0%	13,0%
Campo Belo (Município) (311120)	51.544	51.544	48.626	528,230	2.582	0	0,0%	5,0%
Capim Branco (Município) (311250)	8.881	8.881	8.090	95,330	8.881	8.090	100,0%	100,0%
Caratinga (Município) (311340)	85.239	85.239	70.474	1.258,480	30.925	16.160	22,9%	36,3%
Cataguases (Município) (311530)	69.757	69.757	66.780	491,770	69.757	66.780	100,0%	100,0%
Confins (Município) (311787)	5.936	5.936	5.936	42,360	5.936	5.936	100,0%	100,0%
Congonhas (Município) (311800)	48.519	48.519	47.236	304,070	9.713	8.430	17,8%	20,0%
Conselheiro Lafaiete (Município) (311830)	116.512	116.512	111.266	370,250	5.246	0	0,0%	4,5%
Contagem (Município) (311860)	603.442	603.442	601.400	195,050	27.648	25.606	4,3%	4,6%
Coronel Fabriciano (Município) (311940)	103.694	103.694	102.395	221,250	1.299	0	0,0%	1,3%
Curvelo (Município) (312090)	74.219	74.219	67.382	3.296,200	14.304	7.467	11,1%	19,3%
Divinópolis (Município) (312230)	213.016	213.016	207.516	708,120	28.246	22.746	11,0%	13,3%
Esmeraldas (Município) (312410)	60.271	60.271	56.215	909,680	50.965	46.909	83,4%	84,6%
Florestal (Município) (312600)	6.600	6.600	5.504	194,240	1.096	0	0,0%	16,6%
Formiga (Município) (312610)	65.128	65.128	59.487	1.501,920	5.319	0	0,0%	8,2%
Fortuna de Minas (Município) (312640)	2.705	2.705	1.865	198,710	1.681	841	45,1%	62,1%
Frutal (Município) (312710)	53.468	53.468	46.089	2.426,970	7.379	0	0,0%	13,8%
Funilândia (Município) (312720)	3.855	3.855	2.029	199,800	2.708	882	43,5%	70,2%
Governador Valadares (Município) (312770)	263.689	263.689	253.300	2.342,330	7.159	6.168	2,4%	2,7%
Guaxupé (Município) (312870)	49.430	49.430	46.480	286,400	49.430	46.480	100,0%	100,0%
Ibirité (Município) (312980)	158.954	158.954	158.590	72,570	38.834	38.470	24,3%	24,4%
Igarapé (Município) (313010)	34.851	34.851	32.661	110,940	11.737	9.547	29,2%	33,7%
Inhaúma (Município) (313100)	5.760	5.760	4.206	245,000	-	-	-	-
Ipatinga (Município) (313130)	239.468	239.468	236.968	164,880	2.500	0	0,0%	1,0%
Itabira (Município) (313170)	109.783	109.783	102.316	1.253,700	4.868	3.411	3,3%	4,4%
Itabirito (Município) (313190)	45.449	45.449	43.566	542,610	8.788	6.905	15,8%	19,3%
Itaguara (Município) (313220)	12.372	12.372	9.526	410,470	2.337	476	5,0%	18,9%
Itajubá (Município) (313240)	90.658	90.658	82.764	294,840	7.894	0	0,0%	8,7%
Itatiaiuçu (Município) (313370)	9.928	9.928	6.221	295,150	9.928	6.221	100,0%	100,0%
Itaúna (Município) (313380)	85.463	85.463	80.451	495,770	3.865	81	0,1%	4,5%
Ituiutaba (Município) (313420)	97.171	97.171	93.125	2.598,050	4.232	186	0,2%	4,4%
Jaboticatubas (Município) (313460)	17.134	17.134	10.740	1.114,970	17.134	10.740	100,0%	100,0%
Janaúba (Município) (313510)	66.803	66.803	60.570	2.181,320	47.911	41.678	68,8%	71,7%
Januária (Município) (313520)	65.463	65.463	41.322	6.661,590	59.113	34.972	84,6%	90,3%
João Monlevade (Município) (313620)	73.610	73.610	73.277	99,160	333	0	0,0%	0,5%
Nova União (Município) (313660)	5.555	5.555	2.872	172,130	5.555	2.872	100,0%	100,0%
Juatuba (Município) (313665)	22.202	22.202	21.827	97,170	10.361	9.986	45,8%	46,7%
Juiz de Fora (Município) (313670)	516.247	516.247	510.378	1.435,750	15.637	9.768	1,9%	3,0%
Lagoa da Prata (Município) (313720)	45.984	45.984	44.938	439,980	1.046	0	0,0%	2,3%
Lagoa Santa (Município) (313760)	52.520	52.520	48.949	229,410	29.495	25.924	53,0%	56,2%
Lavras (Município) (313820)	92.200	92.200	87.856	564,740	4.344	0	0,0%	4,7%
Leopoldina (Município) (313840)	51.130	51.130	45.704	943,080	51.130	45.704	100,0%	100,0%
Manhuaçu (Município) (313940)	79.574	79.574	64.839	628,320	17.606	2.871	4,4%	22,1%
Mariana (Município) (314000)	54.219	54.219	47.642	1.194,210	22.747	16.170	33,9%	42,0%
Mário Campos (Município) (314015)	13.192	13.192	12.458	35,200	13.192	12.458	100,0%	100,0%
Mateus Leme (Município) (314070)	27.856	27.856	24.679	301,380	9.464	6.287	25,5%	34,0%
Matozinhos (Município) (314110)	33.955	33.955	30.877	252,280	6.994	3.916	12,7%	20,6%
Moeda (Município) (314230)	4.689	4.689	1.789	155,110	4.689	1.789	100,0%	100,0%
Montes Claros (Município) (314330)	361.915	361.915	344.427	3.568,940	17.488	0	0,0%	4,8%
Muriaé (Município) (314390)	100.765	100.765	93.225	841,690	7.540	0	0,0%	7,5%
Nova Lima (Município) (314480)	80.998	80.998	79.232	429,000	71.773	70.007	88,4%	88,6%
Nova Serrana (Município) (314520)	73.699	73.699	69.695	282,470	7.704	3.700	5,3%	10,5%
Ouro Preto (Município) (314610)	70.281	70.281	61.120	1.245,870	23.334	18.679	30,6%	33,2%
Paracatu (Município) (314700)	84.718	84.718	73.772	8.229,600	10.946	0	0,0%	12,9%
Pará de Minas (Município) (314710)	84.215	84.215	79.599	551,250	4.616	0	0,0%	5,5%
Passos (Município) (314790)	106.290	106.290	100.842	1.338,070	6.558	1.110	1,1%	6,2%
Patos de Minas (Município) (314800)	138.710	138.710	127.724	3.190,190	10.986	0	0,0%	7,9%
Patrocínio (Município) (314810)	82.471	82.471	72.758	2.874,340	9.713	0	0,0%	11,8%
Pedro Leopoldo (Município) (314930)	58.740	58.740	49.953	292,950	17.537	8.750	17,5%	29,9%
Pirapora (Município) (315120)	53.368	53.368	52.385	549,510	41.660	40.677	77,7%	78,1%
Poços de Caldas (Município) (315180)	152.435	152.435	148.722	546,670	5.535	1.822	1,2%	3,6%
Ponte Nova (Município) (315210)	57.390	57.390	51.185	470,640	6.898	4.205	8,2%	12,0%
Pouso Alegre (Município) (315250)	130.615	130.615	119.590	542,800	11.025	0	0,0%	8,4%
Prudente de Morais (Município) (315360)	9.573	9.573	9.199	124,190	-	-	-	-
Raposos (Município) (315390)	15.342	15.342	14.552	72,230	1.809	1.019	7,0%	11,8%
Ribeirão das Neves (Município) (315460)	296.317	296.317	294.153	155,450	78.246	76.082	25,9%	26,4%
Rio Acima (Município) (315480)	9.090	9.090	7.944	229,810	-	-	-	-
Rio Manso (Município) (315530)	5.276	5.276	2.810	231,540	5.276	2.810	100,0%	100,0%
Sabará (Município) (315670)	126.269	126.269	123.084	302,420	25.254	24.617	20,0%	20,0%
Santa Bárbara (Município) (315720)	27.876	27.876	24.794	684,060	27.876	24.794	100,0%	100,0%
Santa Luzia (Município) (315780)	202.942	202.942	202.378	235,080	20.537	19.973	9,9%	10,1%
São Francisco (Município) (316110)	53.828	53.828	34.204	3.308,100	28.195	8.571	25,1%	52,4%
São João del Rei (Município) (316250)	84.469	84.469	79.857	1.452,000	-	-	-	-
São Joaquim de Bicas (Município) (316292)	25.537	25.537	18.599	71,760	18.614	11.676	62,8%	72,9%
São José da Lapa (Município) (316295)	19.799	19.799	11.400	47,930	8.399	0	0,0%	42,4%
São José da Varginha (Município) (316310)	4.198	4.198	2.372	205,500	3.854	2.133	89,9%	91,8%
São Sebastião do Paraíso (Município) (316470)	64.980	64.980	59.953	814,930	4.509	0	0,0%	6,9%
Sarzedo (Município) (316553)	25.814	25.814	25.532	62,130	25.814	25.532	100,0%	100,0%
Sete Lagoas (Município) (316720)	214.152	214.152	208.956	536,640	10.922	10.657	5,1%	5,1%
Taquaraçu de Minas (Município) (316830)	3.794	3.794	1.755	329,290	3.794	1.755	100,0%	100,0%
Teófilo Otoni (Município) (316860)	134.745	134.745	110.076	3.242,270	31.530	6.861	6,2%	23,4%
Timóteo (Município) (316870)	81.243	81.243	81.124	144,380	81.243	81.124	100,0%	100,0%
Três Corações (Município) (316930)	72.765	72.765	65.826	828,040	6.939	0	0,0%	9,5%
Três Pontas (Município) (316940)	53.860	53.860	46.280	689,790	7.580	0	0,0%	14,1%
Ubá (Município) (316990)	101.519	101.519	97.636	407,450	4.156	273	0,3%	4,1%
Uberaba (Município) (317010)	295.988	295.988	289.376	4.523,960	5.730	2.893	1,0%	1,9%
Uberlândia (Município) (317020)	604.013	604.013	587.266	4.115,210	16.038	9.631	1,6%	2,7%
Unaí (Município) (317040)	77.565	77.565	62.329	8.448,080	22.909	7.673	12,3%	29,5%
Varginha (Município) (317070)	123.081	123.081	119.061	395,400	4.020	0	0,0%	3,3%
Vespasiano (Município) (317120)	104.527	104.527	104.527	71,080	14.931	14.931	14,3%	14,3%
Viçosa (Município) (317130)	72.220	72.220	67.305	299,420	1.750	1.750	2,6%	2,4%
Aracruz (Município) (320060)	81.832	81.832	71.451	1.423,870	21.285	10.904	15,3%	26,0%
Cachoeiro de Itapemirim (Município) (320120)	189.889	189.889	173.589	864,580	19.707	4.947	2,8%	10,4%
Cariacica (Município) (320130)	348.738	348.738	337.643	279,720	278.320	267.225	79,1%	79,8%
Colatina (Município) (320150)	111.788	111.788	98.395	1.416,800	25.132	14.759	15,0%	22,5%
Fundão (Município) (320220)	17.025	17.025	14.378	288,720	17.025	14.378	100,0%	100,0%
Guarapari (Município) (320240)	105.286	105.286	100.528	591,820	61.346	56.588	56,3%	58,3%
Linhares (Município) (320320)	141.306	141.306	121.567	3.496,560	60.793	41.054	33,8%	43,0%
São Mateus (Município) (320490)	109.028	109.028	84.541	2.345,730	48.899	37.222	44,0%	44,8%
Serra (Município) (320500)	409.267	409.267	406.450	547,640	219.799	216.982	53,4%	53,7%
Viana (Município) (320510)	65.001	65.001	59.632	312,280	43.282	37.913	63,6%	66,6%
Vila Velha (Município) (320520)	414.586	414.586	412.575	209,970	329.009	326.998	79,3%	79,4%
Vitória (Município) (320530)	327.801	327.801	327.801	96,540	129.927	129.927	39,6%	39,6%
Angra dos Reis (Município) (330010)	169.511	169.511	163.290	825,080	93.231	87.010	53,3%	55,0%
Araruama (Município) (330020)	112.008	112.008	106.486	638,480	38.908	33.986	31,9%	34,7%
Barra do Piraí (Município) (330030)	94.778	94.778	91.957	584,610	19.821	17.000	18,5%	20,9%
Barra Mansa (Município) (330040)	177.813	177.813	176.193	547,130	3.330	3.330	1,9%	1,9%
Belford Roxo (Município) (330045)	469.332	469.332	469.332	78,990	285.074	285.074	60,7%	60,7%
Cabo Frio (Município) (330070)	186.227	186.227	140.486	413,650	83.802	38.061	27,1%	45,0%
Cachoeiras de Macacu (Município) (330080)	54.273	54.273	46.944	954,750	7.329	0	0,0%	13,5%
Campos dos Goytacazes (Município) (330100)	463.731	463.731	418.725	4.032,440	273.278	228.272	54,5%	58,9%
Duque de Caxias (Município) (330170)	855.048	855.048	852.138	467,270	499.313	496.403	58,3%	58,4%
Guapimirim (Município) (330185)	51.483	51.483	49.746	358,350	51.483	49.746	100,0%	100,0%
Itaboraí (Município) (330190)	218.008	218.008	215.412	430,590	130.130	127.534	59,2%	59,7%
Itaguaí (Município) (330200)	109.091	109.091	104.209	273,370	68.776	63.894	61,3%	63,0%
Itaperuna (Município) (330220)	95.841	95.841	88.368	1.106,170	73.279	65.806	74,5%	76,5%
Japeri (Município) (330227)	95.492	95.492	95.492	81,700	95.492	95.492	100,0%	100,0%
Macaé (Município) (330240)	206.728	206.728	202.859	1.215,290	141.780	140.411	69,2%	68,6%
Magé (Município) (330250)	227.322	227.322	215.236	393,910	134.982	122.896	57,1%	59,4%
Maricá (Município) (330270)	127.461	127.461	125.491	362,000	111.720	109.750	87,5%	87,7%
Mesquita (Município) (330285)	168.376	168.376	168.376	41,490	105.673	105.673	62,8%	62,8%
Nilópolis (Município) (330320)	157.425	157.425	157.425	19,390	6.475	6.475	4,1%	4,1%
Niterói (Município) (330330)	487.562	487.562	487.562	134,070	35.810	35.810	7,3%	7,3%
Nova Friburgo (Município) (330340)	182.082	182.082	159.372	935,430	37.082	14.372	9,0%	20,4%
Nova Iguaçu (Município) (330350)	796.257	796.257	787.563	520,810	461.857	453.163	57,5%	58,0%
Paracambi (Município) (330360)	47.124	47.124	41.722	190,950	33.011	27.609	66,2%	70,1%
Petrópolis (Município) (330390)	295.917	295.917	281.286	791,140	75.908	66.527	23,7%	25,7%
Queimados (Município) (330414)	137.962	137.962	137.962	75,700	86.888	86.888	63,0%	63,0%
Resende (Município) (330420)	119.769	119.769	112.331	1.099,340	14.899	8.946	8,0%	12,4%
Rio Bonito (Município) (330430)	55.551	55.551	41.259	459,460	55.551	41.259	100,0%	100,0%
Rio das Ostras (Município) (330452)	105.676	105.676	99.905	228,110	70.370	66.185	66,2%	66,6%
Rio de Janeiro (Município) (330455)	6.320.446	6.320.446	6.320.446	1.200,180	1.888.325	1.888.325	29,9%	29,9%
São Gonçalo (Município) (330490)	999.728	999.728	998.999	248,320	632.050	631.321	63,2%	63,2%
São João de Meriti (Município) (330510)	458.673	458.673	458.673	35,220	235.149	235.149	51,3%	51,3%
São Pedro da Aldeia (Município) (330520)	87.875	87.875	82.148	332,920	39.544	33.817	41,2%	45,0%
Saquarema (Município) (330550)	74.234	74.234	70.456	352,800	20.434	17.056	24,2%	27,5%
Seropédica (Município) (330555)	78.186	78.186	64.285	283,630	53.843	39.942	62,1%	68,9%
Tanguá (Município) (330575)	30.732	30.732	27.428	142,530	21.554	18.250	66,5%	70,1%
Teresópolis (Município) (330580)	163.746	163.746	146.207	773,340	133.096	115.557	79,0%	81,3%
Três Rios (Município) (330600)	77.432	77.432	75.165	322,840	852	827	1,1%	1,1%
Valença (Município) (330610)	71.843	71.843	62.224	1.300,770	44.462	34.843	56,0%	61,9%
Volta Redonda (Município) (330630)	257.803	257.803	257.686	182,110	13.523	13.406	5,2%	5,2%
Americana (Município) (350160)	210.638	210.638	209.654	133,910	984	0	0,0%	0,5%
Amparo (Município) (350190)	65.829	65.829	51.811	445,320	15.055	1.037	2,0%	22,9%
Andradina (Município) (350210)	55.334	55.334	51.649	964,230	7.211	3.526	6,8%	13,0%
Araçatuba (Município) (350280)	181.579	181.579	178.077	1.167,130	3.502	0	0,0%	1,9%
Araraquara (Município) (350320)	208.662	208.662	202.730	1.003,630	6.793	2.127	1,0%	3,3%
Araras (Município) (350330)	118.843	118.843	112.444	644,830	53	0	0,0%	0,0%
Artur Nogueira (Município) (350380)	44.177	44.177	39.998	178,030	5.379	1.200	3,0%	12,2%
Arujá (Município) (350390)	74.905	74.905	71.916	96,170	42.982	39.993	55,6%	57,4%
Assis (Município) (350400)	95.144	95.144	90.991	460,610	3.977	0	0,0%	4,2%
Atibaia (Município) (350410)	126.603	126.603	115.229	478,520	59.229	47.855	41,5%	46,8%
Avaré (Município) (350450)	82.934	82.934	79.391	1.213,060	9.081	5.538	7,0%	10,9%
Barretos (Município) (350550)	112.101	112.101	108.686	1.566,160	2.961	0	0,0%	2,6%
Barueri (Município) (350570)	240.749	240.749	240.749	65,700	65.947	65.947	27,4%	27,4%
Batatais (Município) (350590)	56.476	56.476	49.945	849,530	6.531	0	0,0%	11,6%
Bauru (Município) (350600)	343.937	343.937	338.184	667,680	10.423	4.670	1,4%	3,0%
Bebedouro (Município) (350610)	75.035	75.035	71.503	683,190	5	0	0,0%	0,0%
Bertioga (Município) (350635)	47.645	47.645	46.867	491,550	27.674	26.896	57,4%	58,1%
Birigui (Município) (350650)	108.728	108.728	105.487	530,030	3.241	0	0,0%	3,0%
Biritiba-Mirim (Município) (350660)	28.575	28.575	24.525	317,410	14.992	10.942	44,6%	52,5%
Boituva (Município) (350700)	48.314	48.314	45.448	248,950	11.672	8.806	19,4%	24,2%
Botucatu (Município) (350750)	127.328	127.328	122.678	1.482,640	12.651	8.001	6,5%	9,9%
Bragança Paulista (Município) (350760)	146.744	146.744	142.255	512,580	30.678	26.189	18,4%	20,9%
Caçapava (Município) (350850)	84.752	84.752	72.517	368,990	14.856	2.621	3,6%	17,5%
Caieiras (Município) (350900)	86.529	86.529	84.386	97,640	18.700	16.557	19,6%	21,6%
Cajamar (Município) (350920)	64.114	64.114	62.823	131,390	17.840	16.549	26,3%	27,8%
Campinas (Município) (350950)	1.080.113	1.080.113	1.061.540	794,570	183.748	165.175	15,6%	17,0%
Campo Limpo Paulista (Município) (350960)	74.074	74.074	74.074	79,400	31.273	31.273	42,2%	42,2%
Campos do Jordão (Município) (350970)	47.789	47.789	47.491	290,520	25.653	25.355	53,4%	53,7%
Capivari (Município) (351040)	48.576	48.576	45.904	322,880	5.724	3.264	7,1%	11,8%
Caraguatatuba (Município) (351050)	100.840	100.840	96.673	484,950	44.830	40.663	42,1%	44,5%
Carapicuíba (Município) (351060)	369.584	369.584	369.584	34,550	116.569	116.569	31,5%	31,5%
Catanduva (Município) (351110)	112.820	112.820	111.914	290,600	757	0	0,0%	0,7%
Cosmópolis (Município) (351280)	58.827	58.827	54.634	154,670	4.193	0	0,0%	7,1%
Cotia (Município) (351300)	201.150	201.150	201.150	323,990	115.604	115.604	57,5%	57,5%
Cruzeiro (Município) (351340)	77.039	77.039	75.076	305,700	9.471	7.508	10,0%	12,3%
Cubatão (Município) (351350)	118.720	118.720	118.720	142,880	78.142	78.142	65,8%	65,8%
Diadema (Município) (351380)	386.089	386.089	386.089	30,730	14.579	14.579	3,8%	3,8%
Embu das Artes (Município) (351500)	240.230	240.230	240.230	70,400	85.999	85.999	35,8%	35,8%
Embu-Guaçu (Município) (351510)	62.769	62.769	61.095	155,640	44.715	43.041	70,4%	71,2%
Fernandópolis (Município) (351550)	64.696	64.696	62.714	549,800	1.198	0	0,0%	1,9%
Ferraz de Vasconcelos (Município) (351570)	168.306	168.306	160.754	29,560	42.528	34.976	21,8%	25,3%
Franca (Município) (351620)	318.640	318.640	313.046	605,680	0	0	0,0%	0,0%
Francisco Morato (Município) (351630)	154.472	154.472	154.158	49,000	102.491	102.177	66,3%	66,3%
Franco da Rocha (Município) (351640)	131.604	131.604	121.244	132,780	58.189	47.829	39,4%	44,2%
Guararema (Município) (351830)	25.844	25.844	22.240	270,820	17.005	13.401	60,3%	65,8%
Guaratinguetá (Município) (351840)	112.072	112.072	106.762	752,640	13.955	8.645	8,1%	12,5%
Guarujá (Município) (351870)	290.752	290.752	290.696	144,790	105.476	105.420	36,3%	36,3%
Guarulhos (Município) (351880)	1.221.979	1.221.979	1.221.979	318,680	257.185	257.185	21,0%	21,0%
Hortolândia (Município) (351907)	192.692	192.692	192.692	62,420	131.155	131.155	68,1%	68,1%
Ibitinga (Município) (351960)	53.158	53.158	51.057	689,390	2.101	0	0,0%	4,0%
Ibiúna (Município) (351970)	71.217	71.217	24.933	1.058,080	57.434	11.150	44,7%	80,6%
Indaiatuba (Município) (352050)	201.619	201.619	199.592	311,550	4.730	2.703	1,4%	2,3%
Itanhaém (Município) (352210)	87.057	87.057	86.242	601,710	69.544	68.729	79,7%	79,9%
Itapecerica da Serra (Município) (352220)	152.614	152.614	151.349	150,740	132.447	131.182	86,7%	86,8%
Itapetininga (Município) (352230)	144.377	144.377	131.050	1.789,350	15.368	2.041	1,6%	10,6%
Itapeva (Município) (352240)	87.753	87.753	73.956	1.826,260	19.085	5.288	7,2%	21,7%
Itapevi (Município) (352250)	200.769	200.769	200.769	82,660	89.856	89.856	44,8%	44,8%
Itapira (Município) (352260)	68.537	68.537	63.576	518,420	172	171	0,3%	0,3%
Itaquaquecetuba (Município) (352310)	321.770	321.770	321.770	82,620	117.852	117.852	36,6%	36,6%
Itararé (Município) (352320)	47.934	47.934	44.270	1.003,860	9.440	5.776	13,0%	19,7%
Itatiba (Município) (352340)	101.471	101.471	85.666	322,280	15.987	182	0,2%	15,8%
Itu (Município) (352390)	154.147	154.147	144.269	640,720	9.878	0	0,0%	6,4%
Itupeva (Município) (352400)	44.859	44.859	38.955	200,820	15.809	9.905	25,4%	35,2%
Jaboticabal (Município) (352430)	71.662	71.662	69.527	706,600	2.135	0	0,0%	3,0%
Jacareí (Município) (352440)	211.214	211.214	208.297	464,270	23.254	20.337	9,8%	11,0%
Jaguariúna (Município) (352470)	44.311	44.311	43.033	141,390	3.430	2.152	5,0%	7,7%
Jandira (Município) (352500)	108.344	108.344	108.344	17,450	39.501	39.501	36,5%	36,5%
Jaú (Município) (352530)	131.040	131.040	126.943	687,100	4.097	0	0,0%	3,1%
Jundiaí (Município) (352590)	370.126	370.126	354.204	431,210	0	0	0,0%	0,0%
Juquitiba (Município) (352620)	28.737	28.737	22.240	522,170	25.290	18.793	84,5%	88,0%
Leme (Município) (352670)	91.756	91.756	89.862	402,870	1.894	0	0,0%	2,1%
Lençóis Paulista (Município) (352680)	61.428	61.428	60.051	809,540	1.377	0	0,0%	2,2%
Limeira (Município) (352690)	276.022	276.022	267.785	580,710	8.237	0	0,0%	3,0%
Lins (Município) (352710)	71.432	71.432	70.597	570,060	0	0	0,0%	0,0%
Lorena (Município) (352720)	82.537	82.537	80.173	414,160	3.261	897	1,1%	4,0%
Mairiporã (Município) (352850)	80.956	80.956	70.750	320,700	40.110	29.904	42,3%	49,5%
Marília (Município) (352900)	216.745	216.745	207.021	1.170,520	9.507	0	0,0%	4,4%
Matão (Município) (352930)	76.786	76.786	75.377	524,900	1.409	0	0,0%	1,8%
Mauá (Município) (352940)	417.064	417.064	417.064	61,910	55.149	55.149	13,2%	13,2%
Mirassol (Município) (353030)	53.792	53.792	52.433	243,230	1.359	0	0,0%	2,5%
Mococa (Município) (353050)	66.290	66.290	61.149	855,160	4.855	0	0,0%	7,3%
Mogi das Cruzes (Município) (353060)	387.779	387.779	357.313	712,540	73.344	42.878	12,0%	18,9%
Mogi Guaçu (Município) (353070)	137.245	137.245	130.295	812,750	10.859	3.909	3,0%	7,9%
Mogi Mirim (Município) (353080)	86.505	86.505	80.945	497,710	5.560	0	0,0%	6,4%
