Localidade	"Extensão da rede de distribuição de água, em km
(km) (SNIS)"	"Extensão da rede de distribuição de esgoto, em km
(km) (SNIS)"	"Investimentos realizados pelo prestador de serviços, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo município, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo governo estadual, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos totais em saneamento
(R$ a preços de 2019) (ITB)"	"Investimentos per capita em saneamento
(R$ a preços de 2019) (ITB)"
Jaguaquara (Município) (291760)	119,92	0,00	0,00	0,00	0,00	0,00	0,00
Jequié (Município) (291800)	488,18	264,76	0,00	0,00	0,00	0,00	0,00
Juazeiro (Município) (291840)	375,00	210,00	1.482.438,79	0,00	0,00	1.482.438,79	7,36
Lauro de Freitas (Município) (291920)	459,28	135,19	0,00	0,00	0,00	0,00	0,00
Luís Eduardo Magalhães (Município) (291955)	166,49	0,00	0,00	0,00	0,00	0,00	0,00
Madre de Deus (Município) (291992)	87,11	29,01	0,00	0,00	0,00	0,00	0,00
Mata de São João (Município) (292100)	167,48	23,66	0,00	0,00	0,00	0,00	0,00
Paulo Afonso (Município) (292400)	261,00	10,30	0,00	0,00	0,00	0,00	0,00
Pojuca (Município) (292520)	93,35	0,00	0,00	0,00	0,00	0,00	0,00
Porto Seguro (Município) (292530)	342,25	147,80	0,00	0,00	0,00	0,00	0,00
Ribeira do Pombal (Município) (292660)	130,71	0,00	0,00	0,00	0,00	0,00	0,00
Salvador (Município) (292740)	4.875,24	3.906,08	97.078.253,04	0,00	0,00	97.078.253,04	35,81
Santo Amaro (Município) (292860)	92,72	54,64	0,00	0,00	0,00	0,00	0,00
Santo Antônio de Jesus (Município) (292870)	176,92	8,81	0,00	0,00	0,00	0,00	0,00
Santo Estêvão (Município) (292880)	97,61	1,03	0,00	0,00	0,00	0,00	0,00
São Francisco do Conde (Município) (292920)	146,57	9,30	0,00	0,00	0,00	0,00	0,00
São Sebastião do Passé (Município) (292950)	83,59	0,00	0,00	0,00	0,00	0,00	0,00
Senhor do Bonfim (Município) (293010)	161,43	0,00	0,00	0,00	0,00	0,00	0,00
Serrinha (Município) (293050)	204,36	7,00	0,00	0,00	0,00	0,00	0,00
Simões Filho (Município) (293070)	211,34	52,42	0,00	0,00	0,00	0,00	0,00
Teixeira de Freitas (Município) (293135)	417,51	6,72	0,00	0,00	0,00	0,00	0,00
Tucano (Município) (293190)	79,88	27,14	0,00	0,00	0,00	0,00	0,00
Valença (Município) (293290)	155,97	100,67	423.840,14	0,00	0,00	423.840,14	4,69
Vera Cruz (Município) (293320)	371,96	19,56	0,00	0,00	0,00	0,00	0,00
Vitória da Conquista (Município) (293330)	817,15	356,06	0,00	0,00	0,00	0,00	0,00
Alfenas (Município) (310160)	309,52	243,54	880.398,86	0,00	0,00	880.398,86	11,77
Araguari (Município) (310350)	387,75	396,65	0,00	0,00	0,00	0,00	0,00
Araxá (Município) (310400)	232,97	316,80	4.557.877,70	0,00	0,00	4.557.877,70	47,53
Baldim (Município) (310500)	29,29	30,46	39.435,22	10.900,46	0,00	50.335,69	6,39
Barão de Cocais (Município) (310540)	94,18	195,00	346.356,04	303.126,57	0,00	649.482,60	22,24
Barbacena (Município) (310560)	265,60	242,14	17.003.189,25	0,00	0,00	17.003.189,25	132,71
Belo Horizonte (Município) (310620)	6.719,04	4.026,39	230.030.161,97	0,00	0,00	230.030.161,97	96,01
Belo Vale (Município) (310640)	28,30	0,00	7.761,74	0,00	0,00	7.761,74	1,03
Betim (Município) (310670)	1.353,32	637,89	50.517.785,50	0,00	0,00	50.517.785,50	129,91
Bom Despacho (Município) (310740)	249,82	176,70	181.376,85	0,00	0,00	181.376,85	3,90
Bonfim (Município) (310810)	29,10	17,01	14.127,18	0,00	0,00	14.127,18	2,07
Brumadinho (Município) (310900)	55,12	33,58	1.086.022,73	0,00	0,00	1.086.022,73	30,95
Caeté (Município) (311000)	250,20	189,00	2.218.194,63	0,00	0,00	2.218.194,63	53,55
Campo Belo (Município) (311120)	405,96	389,51	2.532.665,20	0,00	0,00	2.532.665,20	48,80
Capim Branco (Município) (311250)	62,74	24,14	175.153,11	0,00	0,00	175.153,11	19,40
Caratinga (Município) (311340)	181,95	102,20	2.841.919,68	0,00	0,00	2.841.919,68	32,91
Cataguases (Município) (311530)	201,02	72,00	6.128.659,90	0,00	0,00	6.128.659,90	86,77
Confins (Município) (311787)	65,66	0,00	148.580,09	0,00	0,00	148.580,09	24,45
Congonhas (Município) (311800)	233,93	92,45	144.641,24	0,00	0,00	144.641,24	2,92
Conselheiro Lafaiete (Município) (311830)	438,67	354,05	613.665,49	0,00	0,00	613.665,49	5,18
Contagem (Município) (311860)	1.752,83	1.019,43	77.731.565,19	0,00	0,00	77.731.565,19	126,64
Coronel Fabriciano (Município) (311940)	307,54	121,15	363.739,12	0,00	0,00	363.739,12	3,48
Curvelo (Município) (312090)	308,27	178,08	235.535,86	0,00	0,00	235.535,86	3,14
Divinópolis (Município) (312230)	952,17	649,90	19.420.802,27	0,00	0,00	19.420.802,27	89,33
Esmeraldas (Município) (312410)	101,11	17,99	7.492.125,71	0,00	0,00	7.492.125,71	120,33
Florestal (Município) (312600)	23,57	20,00	362.228,58	0,00	0,00	362.228,58	53,71
Formiga (Município) (312610)	405,00	300,00	1.681.247,52	0,00	0,00	1.681.247,52	25,68
Fortuna de Minas (Município) (312640)	39,00	60,00	0,00	0,00	0,00	0,00	0,00
Frutal (Município) (312710)	154,94	131,05	326.449,68	0,00	0,00	326.449,68	5,99
Funilândia (Município) (312720)	43,27	12,91	896.512,96	0,00	0,00	896.512,96	227,43
Governador Valadares (Município) (312770)	708,45	694,82	3.620.907,08	0,00	0,00	3.620.907,08	13,60
Guaxupé (Município) (312870)	207,30	0,00	11.289.456,17	0,00	0,00	11.289.456,17	226,73
Ibirité (Município) (312980)	266,58	222,10	35.762.856,42	0,00	0,00	35.762.856,42	219,58
Igarapé (Município) (313010)	91,06	74,40	1.404.869,77	0,00	0,00	1.404.869,77	38,63
Inhaúma (Município) (313100)	46,00	9,00	0,00	0,00	0,00	0,00	0,00
Ipatinga (Município) (313130)	678,07	337,14	3.639.021,75	0,00	0,00	3.639.021,75	14,94
Itabira (Município) (313170)	365,06	228,80	930.667,19	8.332.487,30	0,00	9.263.154,49	83,07
Itabirito (Município) (313190)	250,00	223,00	2.065.529,83	0,00	0,00	2.065.529,83	44,34
Itaguara (Município) (313220)	99,36	69,40	191.411,54	0,00	0,00	191.411,54	15,27
Itajubá (Município) (313240)	433,21	306,43	543.974,12	0,00	0,00	543.974,12	5,94
Itatiaiuçu (Município) (313370)	54,37	0,00	78.170,36	0,00	0,00	78.170,36	7,71
Itaúna (Município) (313380)	526,56	358,30	10.754.537,79	0,00	0,00	10.754.537,79	123,95
Ituiutaba (Município) (313420)	472,75	463,64	3.955.736,96	0,00	0,00	3.955.736,96	40,20
Jaboticatubas (Município) (313460)	48,78	67,00	82.712,71	246.466,07	0,00	329.178,78	18,62
Janaúba (Município) (313510)	379,27	83,56	2.954.038,92	0,00	0,00	2.954.038,92	43,71
Januária (Município) (313520)	165,92	61,01	80.222,84	0,00	0,00	80.222,84	1,22
João Monlevade (Município) (313620)	314,00	193,00	2.771.667,55	0,00	0,00	2.771.667,55	37,13
Nova União (Município) (313660)	30,56	0,00	25.060,59	0,00	0,00	25.060,59	4,50
Juatuba (Município) (313665)	88,91	43,48	744.129,09	0,00	0,00	744.129,09	32,24
Juiz de Fora (Município) (313670)	937,50	681,56	29.681.676,23	0,00	0,00	29.681.676,23	56,51
Lagoa da Prata (Município) (313720)	226,70	224,54	1.830.299,67	0,00	0,00	1.830.299,67	38,88
Lagoa Santa (Município) (313760)	353,44	166,06	6.068.761,84	0,00	0,00	6.068.761,84	110,88
Lavras (Município) (313820)	413,96	292,52	369.083,66	0,00	0,00	369.083,66	3,92
Leopoldina (Município) (313840)	138,58	0,00	87.984,26	0,00	0,00	87.984,26	1,72
Manhuaçu (Município) (313940)	204,00	203,00	472.142,70	0,00	0,00	472.142,70	5,80
Mariana (Município) (314000)	193,39	117,40	2.565.099,04	0,00	0,00	2.565.099,04	46,34
Mário Campos (Município) (314015)	35,59	20,00	136.396,39	0,00	0,00	136.396,39	10,03
Mateus Leme (Município) (314070)	128,94	60,09	664.227,71	0,00	0,00	664.227,71	23,37
Matozinhos (Município) (314110)	160,84	111,00	496.559,56	0,00	0,00	496.559,56	14,34
Moeda (Município) (314230)	26,81	0,00	5.027,65	0,00	0,00	5.027,65	1,06
Montes Claros (Município) (314330)	946,46	654,61	1.994.640,84	0,00	0,00	1.994.640,84	5,39
Muriaé (Município) (314390)	430,50	444,00	1.498.172,78	0,00	0,00	1.498.172,78	14,68
Nova Lima (Município) (314480)	269,17	51,45	2.747.473,32	0,00	0,00	2.747.473,32	32,90
Nova Serrana (Município) (314520)	167,16	202,77	25.873.773,48	0,00	0,00	25.873.773,48	326,80
Ouro Preto (Município) (314610)	470,40	412,60	5.427.526,39	0,00	0,00	5.427.526,39	76,57
Paracatu (Município) (314700)	261,80	244,29	593.631,89	0,00	0,00	593.631,89	6,89
Pará de Minas (Município) (314710)	332,75	246,99	3.149.158,19	0,00	0,00	3.149.158,19	36,66
Passos (Município) (314790)	443,57	412,27	4.442.812,36	0,00	0,00	4.442.812,36	41,27
Patos de Minas (Município) (314800)	641,26	547,30	18.913.890,52	0,00	0,00	18.913.890,52	134,19
Patrocínio (Município) (314810)	389,00	344,00	662.376,06	0,00	0,00	662.376,06	7,90
Pedro Leopoldo (Município) (314930)	332,47	74,60	5.212.538,31	0,00	0,00	5.212.538,31	87,36
Pirapora (Município) (315120)	268,00	78,00	769.726,30	0,00	0,00	769.726,30	14,30
Poços de Caldas (Município) (315180)	1.055,35	942,36	11.398.481,17	0,00	0,00	11.398.481,17	73,55
Ponte Nova (Município) (315210)	232,00	180,00	1.067.245,55	0,00	0,00	1.067.245,55	18,49
Pouso Alegre (Município) (315250)	581,39	471,74	17.408.007,10	0,00	0,00	17.408.007,10	129,70
Prudente de Morais (Município) (315360)	58,32	20,73	434.356,91	0,00	0,00	434.356,91	44,43
Raposos (Município) (315390)	51,33	52,77	1.430.827,01	0,00	0,00	1.430.827,01	92,30
Ribeirão das Neves (Município) (315460)	832,82	385,11	52.239.142,74	0,00	0,00	52.239.142,74	172,39
Rio Acima (Município) (315480)	70,00	48,00	0,00	1.418.845,21	0,00	1.418.845,21	152,45
Rio Manso (Município) (315530)	44,82	0,00	582.454,32	0,00	0,00	582.454,32	108,42
Sabará (Município) (315670)	468,35	275,00	1.619.544,89	0,00	0,00	1.619.544,89	12,66
Santa Bárbara (Município) (315720)	88,31	0,00	203.892,00	0,00	0,00	203.892,00	7,17
Santa Luzia (Município) (315780)	670,51	255,45	25.539.445,08	0,00	0,00	25.539.445,08	124,18
São Francisco (Município) (316110)	147,27	87,61	67.544,92	0,00	0,00	67.544,92	1,25
São João del Rei (Município) (316250)	-	-	-	-	-	0,00	0,00
São Joaquim de Bicas (Município) (316292)	94,24	42,39	334.668,20	0,00	0,00	334.668,20	12,56
São José da Lapa (Município) (316295)	125,87	57,97	257.056,97	0,00	0,00	257.056,97	12,52
São José da Varginha (Município) (316310)	34,00	9,04	0,00	878.931,39	0,00	878.931,39	202,29
São Sebastião do Paraíso (Município) (316470)	270,20	216,82	13.264.780,24	0,00	0,00	13.264.780,24	201,03
Sarzedo (Município) (316553)	78,20	48,84	353.283,00	0,00	0,00	353.283,00	13,03
Sete Lagoas (Município) (316720)	1.038,00	898,00	24.603.083,73	9.991.867,69	0,00	34.594.951,42	158,28
Taquaraçu de Minas (Município) (316830)	20,20	0,00	25.552,00	0,00	0,00	25.552,00	6,65
Teófilo Otoni (Município) (316860)	325,01	204,85	10.128.829,38	0,00	0,00	10.128.829,38	74,72
Timóteo (Município) (316870)	267,28	0,00	3.117.652,46	0,00	0,00	3.117.652,46	37,69
Três Corações (Município) (316930)	308,32	277,42	1.329.574,90	0,00	0,00	1.329.574,90	17,99
Três Pontas (Município) (316940)	204,04	191,62	418.844,57	0,00	0,00	418.844,57	7,72
Ubá (Município) (316990)	174,57	203,88	567.869,11	0,00	0,00	567.869,11	5,46
Uberaba (Município) (317010)	1.022,90	959,37	13.199.742,71	2.458.021,90	0,00	15.657.764,61	51,74
Uberlândia (Município) (317020)	2.997,00	2.456,00	57.255.309,65	0,00	0,00	57.255.309,65	92,42
Unaí (Município) (317040)	253,00	148,00	2.362.146,01	0,00	0,00	2.362.146,01	30,01
Varginha (Município) (317070)	434,74	395,90	975.706,00	0,00	0,00	975.706,00	7,79
Vespasiano (Município) (317120)	379,17	134,60	11.167.560,90	0,00	0,00	11.167.560,90	102,67
Viçosa (Município) (317130)	265,00	209,00	1.097.290,86	0,00	0,00	1.097.290,86	14,96
Aracruz (Município) (320060)	347,83	227,26	3.111.129,39	0,00	0,00	3.111.129,39	36,85
Cachoeiro de Itapemirim (Município) (320120)	570,86	446,18	21.837.689,68	0,00	0,00	21.837.689,68	113,65
Cariacica (Município) (320130)	1.040,78	328,00	19.996.981,14	0,00	3.713.115,67	23.710.096,81	67,28
Colatina (Município) (320150)	338,00	208,00	89.235,45	21.967.688,70	0,00	22.056.924,15	195,10
Fundão (Município) (320220)	85,02	0,00	839.154,59	0,00	2.270,04	841.424,63	47,72
Guarapari (Município) (320240)	474,02	114,48	29.678.737,73	0,00	5.826.609,84	35.505.347,57	329,25
Linhares (Município) (320320)	444,00	234,13	1.445.358,43	18.868.940,35	0,00	20.314.298,78	139,48
São Mateus (Município) (320490)	317,62	172,83	1.247.798,72	0,00	0,00	1.247.798,72	11,16
Serra (Município) (320500)	1.387,36	612,71	54.449.786,46	0,00	14.481.312,53	68.931.099,00	163,12
Viana (Município) (320510)	193,49	36,31	2.526.746,59	0,00	2.523.959,86	5.050.706,45	75,67
Vila Velha (Município) (320520)	1.116,99	352,80	36.701.251,38	0,00	10.340.973,99	47.042.225,37	110,70
Vitória (Município) (320530)	561,19	363,50	92.077.189,53	0,00	63.114.118,54	155.191.308,08	465,81
Angra dos Reis (Município) (330010)	468,29	157,35	510.765,47	0,00	22.449,46	533.214,93	3,01
Araruama (Município) (330020)	660,00	78,00	8.615.632,95	0,00	0,00	8.615.632,95	74,01
Barra do Piraí (Município) (330030)	218,97	111,80	916.934,45	1.030.511,40	1.593.604,09	3.541.049,95	36,99
Barra Mansa (Município) (330040)	610,00	303,74	4.864.827,87	0,00	10.468.116,07	15.332.943,94	85,72
Belford Roxo (Município) (330045)	553,00	418,00	1.698,72	0,00	6.706.257,36	6.707.956,08	14,13
Cabo Frio (Município) (330070)	515,49	37,66	24.314.311,58	0,00	0,00	24.314.311,58	124,56
Cachoeiras de Macacu (Município) (330080)	323,76	120,00	0,00	0,00	2.111,20	2.111,20	0,04
Campos dos Goytacazes (Município) (330100)	1.232,86	568,00	18.353.559,56	0,00	0,00	18.353.559,56	38,86
Duque de Caxias (Município) (330170)	1.265,00	675,00	4.671,48	0,00	1.891.119,23	1.895.790,71	2,19
Guapimirim (Município) (330185)	-	-	-	-	-	-	-
Itaboraí (Município) (330190)	363,00	115,00	0,00	0,00	71.952,74	71.952,74	0,32
Itaguaí (Município) (330200)	550,00	100,00	0,00	0,00	53.724,45	53.724,45	0,47
Itaperuna (Município) (330220)	108,00	136,70	2.300.052,94	0,00	9.013.772,82	11.313.825,76	116,37
Japeri (Município) (330227)	153,00	235,00	0,00	0,00	4.412,77	4.412,77	0,05
Macaé (Município) (330240)	496,00	120,00	16.424.164,62	0,00	231.400,52	16.655.565,14	76,42
Magé (Município) (330250)	261,00	161,00	0,00	0,00	709.603,54	709.603,54	3,08
Maricá (Município) (330270)	87,00	23,00	0,00	0,00	35.955.447,70	35.955.447,70	266,10
Mesquita (Município) (330285)	412,00	179,00	0,00	0,00	83.081,06	83.081,06	0,49
Nilópolis (Município) (330320)	241,00	190,00	1.732,89	0,00	118.002,44	119.735,33	0,76
Niterói (Município) (330330)	1.282,10	690,50	23.381.387,89	0,00	0,00	23.381.387,89	47,54
Nova Friburgo (Município) (330340)	727,20	440,60	21.842.195,36	0,00	0,00	21.842.195,36	119,10
Nova Iguaçu (Município) (330350)	720,00	560,00	60.257,00	0,00	2.484.577,69	2.544.834,70	3,17
Paracambi (Município) (330360)	93,00	48,00	0,00	0,00	12.471,92	12.471,92	0,26
Petrópolis (Município) (330390)	645,00	255,00	10.665.947,56	0,00	0,00	10.665.947,56	35,89
Queimados (Município) (330414)	372,00	132,00	2.123,40	0,00	47.201,71	49.325,11	0,35
Resende (Município) (330420)	462,60	361,00	14.073.014,05	0,00	0,00	14.073.014,05	115,29
Rio Bonito (Município) (330430)	14,00	0,00	0,00	0,00	33.962,19	33.962,19	0,60
Rio das Ostras (Município) (330452)	109,00	230,00	0,00	28.912.008,14	7.836.014,57	36.748.022,71	316,43
Rio de Janeiro (Município) (330455)	10.112,00	5.394,00	233.532.536,32	0,00	75.460.921,16	308.993.457,48	48,35
São Gonçalo (Município) (330490)	1.544,00	707,00	307.701,35	0,00	27.556.418,59	27.864.119,94	27,42
São João de Meriti (Município) (330510)	542,00	417,00	1.698,72	0,00	75.982,32	77.681,04	0,17
São Pedro da Aldeia (Município) (330520)	411,90	52,99	16.024.881,02	0,00	0,00	16.024.881,02	175,05
Saquarema (Município) (330550)	380,00	11,00	0,00	0,00	0,00	0,00	0,00
Seropédica (Município) (330555)	286,00	53,00	0,00	0,00	916.364,09	916.364,09	11,43
Tanguá (Município) (330575)	13,00	65,00	0,00	122.034,46	1.048.421,24	1.170.455,70	37,23
Teresópolis (Município) (330580)	379,00	53,00	0,00	0,00	56.603,24	56.603,24	0,34
Três Rios (Município) (330600)	221,10	182,10	702.753,63	0,00	0,00	702.753,63	8,98
Valença (Município) (330610)	150,00	58,00	0,00	0,00	620.135,20	620.135,20	8,53
Volta Redonda (Município) (330630)	875,77	713,37	18.566.369,27	383.858,18	15.679.184,03	34.629.411,48	133,10
Americana (Município) (350160)	1.178,00	1.320,00	29.707.255,05	0,00	0,00	29.707.255,05	138,25
Amparo (Município) (350190)	326,40	228,96	1.366.073,45	0,00	0,00	1.366.073,45	20,50
Andradina (Município) (350210)	227,32	192,11	8.554.339,13	0,00	0,00	8.554.339,13	154,52
Araçatuba (Município) (350280)	603,03	597,06	654.385,84	0,00	0,00	654.385,84	3,57
Araraquara (Município) (350320)	1.294,28	1.084,61	12.061.409,73	0,00	0,00	12.061.409,73	56,73
Araras (Município) (350330)	604,00	620,00	3.462.954,37	0,00	0,00	3.462.954,37	28,61
Artur Nogueira (Município) (350380)	152,51	153,47	668.047,44	667.790,93	68.769,37	1.404.607,74	30,64
Arujá (Município) (350390)	330,18	154,12	14.017.752,23	0,00	0,00	14.017.752,23	181,39
Assis (Município) (350400)	391,84	352,94	6.979.312,83	0,00	0,00	6.979.312,83	72,45
Atibaia (Município) (350410)	381,00	198,00	861.906,83	0,00	0,00	861.906,83	6,69
Avaré (Município) (350450)	375,04	344,39	5.510.690,22	0,00	0,00	5.510.690,22	65,67
Barretos (Município) (350550)	543,00	541,00	2.678.861,08	0,00	0,00	2.678.861,08	23,64
Barueri (Município) (350570)	682,00	358,41	21.959.415,15	0,00	0,00	21.959.415,15	89,39
Batatais (Município) (350590)	245,00	225,00	0,00	1.942.417,11	0,00	1.942.417,11	33,91
Bauru (Município) (350600)	1.586,00	1.480,00	18.442.289,12	0,00	0,00	18.442.289,12	52,97
Bebedouro (Município) (350610)	521,20	477,90	1.174.569,05	0,00	0,00	1.174.569,05	15,65
Bertioga (Município) (350635)	267,52	129,37	10.581.293,46	0,00	0,00	10.581.293,46	210,35
Birigui (Município) (350650)	433,15	426,10	0,00	1.109.326,55	0,00	1.109.326,55	10,00
Biritiba-Mirim (Município) (350660)	125,19	59,26	1.607.276,61	0,00	0,00	1.607.276,61	55,10
Boituva (Município) (350700)	150,46	68,39	11.760.881,67	0,00	0,00	11.760.881,67	233,26
Botucatu (Município) (350750)	546,41	396,70	16.076.146,80	0,00	0,00	16.076.146,80	123,47
Bragança Paulista (Município) (350760)	602,18	378,27	61.207.047,98	0,00	0,00	61.207.047,98	407,98
Caçapava (Município) (350850)	291,20	143,52	3.513.155,52	0,00	0,00	3.513.155,52	40,83
Caieiras (Município) (350900)	285,24	159,51	13.840.772,59	0,00	0,00	13.840.772,59	155,79
Cajamar (Município) (350920)	257,57	99,07	11.444.261,53	0,00	0,00	11.444.261,53	173,05
Campinas (Município) (350950)	3.839,20	3.506,10	77.714.144,40	0,00	0,00	77.714.144,40	70,74
Campo Limpo Paulista (Município) (350960)	228,83	131,89	78.138.790,42	0,00	0,00	78.138.790,42	1.033,08
Campos do Jordão (Município) (350970)	299,05	118,09	78.663.231,63	0,00	0,00	78.663.231,63	1.627,83
Capivari (Município) (351040)	231,00	174,00	2.671.465,37	0,00	0,00	2.671.465,37	53,81
Caraguatatuba (Município) (351050)	621,65	492,91	21.335.587,75	0,00	0,00	21.335.587,75	204,85
Carapicuíba (Município) (351060)	588,01	351,18	8.622.452,20	0,00	0,00	8.622.452,20	23,09
Catanduva (Município) (351110)	429,59	429,59	8.300.170,22	22.309.620,15	0,00	30.609.790,37	268,81
Cosmópolis (Município) (351280)	180,00	180,00	0,00	9.744.184,57	0,00	9.744.184,57	159,71
Cotia (Município) (351300)	881,45	266,89	17.303.437,69	0,00	0,00	17.303.437,69	82,78
Cruzeiro (Município) (351340)	312,00	293,00	331.457,18	0,00	0,00	331.457,18	4,27
Cubatão (Município) (351350)	242,29	147,56	13.465.082,24	0,00	0,00	13.465.082,24	111,94
Diadema (Município) (351380)	761,19	430,29	12.975.710,83	0,00	0,00	12.975.710,83	33,19
Embu das Artes (Município) (351500)	567,59	281,11	395.717,53	0,00	0,00	395.717,53	1,61
Embu-Guaçu (Município) (351510)	238,99	106,68	16.290.484,34	0,00	0,00	16.290.484,34	255,93
Fernandópolis (Município) (351550)	283,83	239,39	3.023.274,69	0,00	0,00	3.023.274,69	46,40
Ferraz de Vasconcelos (Município) (351570)	311,53	239,38	9.297.154,71	0,00	0,00	9.297.154,71	53,98
Franca (Município) (351620)	1.092,05	1.049,53	44.228.121,95	0,00	0,00	44.228.121,95	136,80
Francisco Morato (Município) (351630)	367,14	163,49	31.728.984,49	0,00	0,00	31.728.984,49	201,32
Franco da Rocha (Município) (351640)	385,38	184,59	18.326.476,69	0,00	0,00	18.326.476,69	135,60
Guararema (Município) (351830)	126,46	37,54	4.321.168,54	0,00	0,00	4.321.168,54	163,44
Guaratinguetá (Município) (351840)	582,00	454,00	1.185.311,48	0,00	0,00	1.185.311,48	10,47
Guarujá (Município) (351870)	728,39	368,55	81.190.745,57	0,00	0,00	81.190.745,57	275,53
Guarulhos (Município) (351880)	2.238,90	1.670,35	111.059.306,33	0,00	0,00	111.059.306,33	89,24
Hortolândia (Município) (351907)	558,18	278,52	47.005.869,73	0,00	0,00	47.005.869,73	236,50
Ibitinga (Município) (351960)	361,00	276,00	2.062.320,58	0,00	0,00	2.062.320,58	38,09
Ibiúna (Município) (351970)	143,85	28,60	3.331.723,94	0,00	0,00	3.331.723,94	46,11
Indaiatuba (Município) (352050)	804,20	662,74	12.448.339,30	0,00	0,00	12.448.339,30	59,32
Itanhaém (Município) (352210)	886,15	296,98	72.333.448,08	0,00	0,00	72.333.448,08	809,71
Itapecerica da Serra (Município) (352220)	383,31	136,86	14.903.853,18	0,00	0,00	14.903.853,18	95,49
Itapetininga (Município) (352230)	499,47	283,63	9.056.314,81	0,00	0,00	9.056.314,81	61,52
Itapeva (Município) (352240)	253,23	162,54	8.737.187,37	0,00	0,00	8.737.187,37	98,74
Itapevi (Município) (352250)	421,45	211,28	14.444.537,12	0,00	0,00	14.444.537,12	69,93
Itapira (Município) (352260)	303,70	278,00	627.084,18	0,00	0,00	627.084,18	9,05
Itaquaquecetuba (Município) (352310)	881,79	445,13	21.594.682,05	0,00	0,00	21.594.682,05	65,61
Itararé (Município) (352320)	149,21	102,41	12.029.770,15	0,00	0,00	12.029.770,15	249,88
Itatiba (Município) (352340)	210,26	148,83	23.345.053,02	0,00	0,00	23.345.053,02	223,33
Itu (Município) (352390)	705,00	583,00	131.116.759,30	0,00	0,00	131.116.759,30	835,23
Itupeva (Município) (352400)	63,19	29,81	15.220.357,67	0,00	0,00	15.220.357,67	319,21
Jaboticabal (Município) (352430)	296,18	238,43	9.349,98	0,00	0,00	9.349,98	0,13
Jacareí (Município) (352440)	763,62	591,00	62.803.257,56	0,00	0,00	62.803.257,56	293,17
Jaguariúna (Município) (352470)	200,00	185,00	0,00	471.765,14	0,00	471.765,14	10,14
Jandira (Município) (352500)	198,64	120,25	3.440.712,88	0,00	0,00	3.440.712,88	31,04
Jaú (Município) (352530)	806,66	663,00	8.510.375,24	0,00	0,00	8.510.375,24	63,56
Jundiaí (Município) (352590)	1.688,27	835,31	51.510.604,87	51.510.604,87	0,00	103.021.209,75	273,13
Juquitiba (Município) (352620)	111,90	27,50	-	0,00	0,00	0,00	0,00
Leme (Município) (352670)	405,00	372,00	25.257.339,81	0,00	0,00	25.257.339,81	270,37
Lençóis Paulista (Município) (352680)	245,00	232,00	1.541.113,50	0,00	168.425,95	1.709.539,45	27,40
Limeira (Município) (352690)	1.105,66	969,46	17.403.499,86	0,00	0,00	17.403.499,86	62,13
Lins (Município) (352710)	236,32	208,93	4.165.023,04	0,00	0,00	4.165.023,04	57,64
Lorena (Município) (352720)	258,59	200,88	4.454.174,54	0,00	0,00	4.454.174,54	53,52
Mairiporã (Município) (352850)	326,96	76,59	11.647.864,40	0,00	0,00	11.647.864,40	138,49
Marília (Município) (352900)	706,18	666,73	728.817,08	0,00	0,00	728.817,08	3,32
Matão (Município) (352930)	369,00	479,00	0,00	0,00	0,00	0,00	0,00
Mauá (Município) (352940)	779,50	581,00	60.487.944,32	0,00	0,00	60.487.944,32	142,27
Mirassol (Município) (353030)	250,01	221,00	17.324.214,44	0,00	0,00	17.324.214,44	317,19
Mococa (Município) (353050)	185,61	169,48	5.216.551,68	0,00	0,00	5.216.551,68	78,56
Mogi das Cruzes (Município) (353060)	868,16	631,65	26.293.309,32	0,00	0,00	26.293.309,32	66,32
Mogi Guaçu (Município) (353070)	570,63	522,40	5.929.426,91	0,00	365.409,09	6.294.836,00	45,22
Mogi Mirim (Município) (353080)	439,00	357,00	7.587.851,01	0,00	0,00	7.587.851,01	86,95
Mongaguá (Município) (353110)	401,26	294,45	61.224.644,91	0,00	0,00	61.224.644,91	1.275,94
Monte Alto (Município) (353130)	185,97	141,59	4.319.899,88	0,00	0,00	4.319.899,88	91,72
Monte Mor (Município) (353180)	239,05	71,68	12.602.755,87	0,00	0,00	12.602.755,87	248,57
Nova Odessa (Município) (353340)	269,02	243,74	9.636.227,48	2.579.088,48	0,00	12.215.315,96	232,11
Olímpia (Município) (353390)	180,20	169,20	1.739.836,84	0,00	0,00	1.739.836,84	34,36
Osasco (Município) (353440)	1.130,71	706,62	20.751.277,08	0,00	0,00	20.751.277,08	31,02
Ourinhos (Município) (353470)	628,00	504,00	4.156.989,82	0,00	0,00	4.156.989,82	39,81
Paulínia (Município) (353650)	476,37	190,19	25.341.763,64	0,00	0,00	25.341.763,64	291,96
Penápolis (Município) (353730)	239,16	229,90	3.643.984,08	0,00	0,00	3.643.984,08	61,66
Peruíbe (Município) (353760)	511,06	456,99	93.568.720,13	0,00	0,00	93.568.720,13	1.533,16
Piedade (Município) (353780)	147,81	51,36	4.509.003,68	0,00	0,00	4.509.003,68	85,97
Pindamonhangaba (Município) (353800)	500,93	327,53	8.851.286,88	0,00	0,00	8.851.286,88	58,94
