Localidade	"Taxa de incidência de internações de  doenças gastrointestinais infecciosas
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  febre amarela
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  dengue
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  leptospirose
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  malária
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  esquistossomose
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças respiratórias: gripes e pneumonias
(Número de internações) (DATASUS)"	"Incidência de internações por doenças respiratórias: gripes e pneumonias
(Internações por 10 mil habitantes) (DATASUS)"
Luís Eduardo Magalhães (Município) (291955)	3,95	0,00	3,79	0,00	0,00	0,00	74	11,69
Madre de Deus (Município) (291992)	1,69	0,00	17,99	0,00	0,00	0,00	32	17,99
Mata de São João (Município) (292100)	4,40	0,00	1,71	0,00	0,00	0,00	108	26,43
Paulo Afonso (Município) (292400)	11,98	0,00	0,91	0,00	0,00	0,00	272	24,88
Pojuca (Município) (292520)	3,87	0,00	0,00	0,00	0,00	0,00	49	14,59
Porto Seguro (Município) (292530)	2,32	0,00	5,95	0,39	0,08	0,00	207	16,01
Ribeira do Pombal (Município) (292660)	16,14	0,00	7,13	0,00	0,00	0,00	109	22,85
Salvador (Município) (292740)	2,44	0,00	1,80	0,33	0,00	0,01	4.779	17,74
Santo Amaro (Município) (292860)	3,80	0,00	0,35	0,00	0,00	0,00	33	5,70
Santo Antônio de Jesus (Município) (292870)	43,46	0,00	1,20	0,00	0,00	0,00	231	25,10
Santo Estêvão (Município) (292880)	8,88	0,00	0,21	0,00	0,00	0,21	23	4,75
São Francisco do Conde (Município) (292920)	0,30	0,00	0,30	0,00	0,00	0,00	12	3,56
São Sebastião do Passé (Município) (292950)	3,07	0,00	2,84	0,00	0,00	0,00	79	18,67
Senhor do Bonfim (Município) (293010)	25,49	0,00	2,54	0,00	0,00	0,00	223	29,76
Serrinha (Município) (293050)	58,47	0,00	17,33	0,00	0,00	0,00	360	46,57
Simões Filho (Município) (293070)	4,34	0,00	2,25	0,25	0,00	0,00	536	44,76
Teixeira de Freitas (Município) (293135)	12,93	0,00	2,56	0,00	0,00	0,00	431	30,63
Tucano (Município) (293190)	71,32	0,00	4,75	0,00	0,00	0,00	186	35,38
Valença (Município) (293290)	36,64	0,00	1,12	0,11	0,00	0,00	1.238	138,31
Vera Cruz (Município) (293320)	15,72	0,00	0,26	0,00	0,00	0,00	253	66,29
Vitória da Conquista (Município) (293330)	31,08	0,00	1,87	0,00	0,00	0,06	2.626	84,67
Alfenas (Município) (310160)	1,62	0,00	0,27	0,27	0,00	0,00	362	48,72
Araguari (Município) (310350)	11,50	0,00	0,82	0,00	0,00	0,00	581	52,63
Araxá (Município) (310400)	3,90	0,00	1,48	0,00	0,00	0,00	381	40,19
Baldim (Município) (310500)	3,80	0,00	0,00	0,00	0,00	0,00	6	7,60
Barão de Cocais (Município) (310540)	1,73	0,00	0,00	0,00	0,00	0,00	163	56,54
Barbacena (Município) (310560)	1,65	0,00	0,08	0,00	0,00	0,00	464	36,47
Belo Horizonte (Município) (310620)	3,71	0,00	0,47	0,07	0,01	0,02	5.179	21,71
Belo Vale (Município) (310640)	25,18	0,00	0,00	0,00	0,00	0,00	61	80,85
Betim (Município) (310670)	1,62	0,00	0,47	0,16	0,03	0,03	675	17,60
Bom Despacho (Município) (310740)	5,21	0,00	1,74	0,00	0,00	0,00	226	49,07
Bonfim (Município) (310810)	4,40	0,00	0,00	0,00	0,00	0,00	21	30,81
Brumadinho (Município) (310900)	4,63	0,00	0,00	0,29	0,00	0,00	166	48,06
Caeté (Município) (311000)	1,95	0,00	0,00	0,00	0,00	0,24	150	36,50
Campo Belo (Município) (311120)	0,00	0,00	0,19	0,00	0,00	0,00	407	78,69
Capim Branco (Município) (311250)	1,12	0,00	2,23	0,00	0,00	0,00	20	22,33
Caratinga (Município) (311340)	1,17	0,00	0,35	0,00	0,00	0,00	104	12,12
Cataguases (Município) (311530)	9,69	0,00	6,70	0,00	0,00	0,00	495	70,51
Confins (Município) (311787)	1,66	0,00	1,66	0,00	0,00	0,00	6	9,99
Congonhas (Município) (311800)	2,45	0,00	0,41	0,00	0,00	0,00	209	42,59
Conselheiro Lafaiete (Município) (311830)	16,93	0,00	0,17	0,00	0,00	0,09	462	39,30
Contagem (Município) (311860)	2,33	0,00	0,16	0,05	0,00	0,00	820	13,47
Coronel Fabriciano (Município) (311940)	5,38	0,00	3,46	0,00	0,10	0,00	299	28,70
Curvelo (Município) (312090)	4,55	0,00	2,54	0,00	0,00	0,13	417	55,80
Divinópolis (Município) (312230)	1,44	0,00	0,00	0,00	0,00	0,00	153	7,11
Esmeraldas (Município) (312410)	4,08	0,00	0,49	0,00	0,00	0,00	148	24,15
Florestal (Município) (312600)	3,00	0,00	0,00	0,00	0,00	0,00	11	16,48
Formiga (Município) (312610)	7,20	0,00	0,15	0,00	0,00	0,00	208	31,85
Fortuna de Minas (Município) (312640)	7,34	0,00	0,00	0,00	0,00	0,00	4	14,67
Frutal (Município) (312710)	5,37	0,00	1,67	0,00	0,00	0,00	230	42,59
Funilândia (Município) (312720)	0,00	0,00	0,00	0,00	0,00	0,00	7	17,95
Governador Valadares (Município) (312770)	5,51	0,00	3,81	0,00	0,04	0,08	694	26,19
Guaxupé (Município) (312870)	6,85	0,00	0,20	0,00	0,00	0,00	472	95,13
Ibirité (Município) (312980)	1,93	0,00	0,43	0,19	0,00	0,06	279	17,34
Igarapé (Município) (313010)	1,97	0,00	0,28	0,00	0,00	0,00	29	8,14
Inhaúma (Município) (313100)	0,00	0,00	0,00	0,00	0,00	0,00	6	10,34
Ipatinga (Município) (313130)	4,10	0,00	5,71	0,00	0,04	0,00	737	30,51
Itabira (Município) (313170)	3,16	0,00	1,90	0,00	0,00	0,09	325	29,37
Itabirito (Município) (313190)	5,65	0,00	0,00	0,00	0,00	0,00	167	36,28
Itaguara (Município) (313220)	5,62	0,00	0,00	0,00	0,00	0,00	146	117,22
Itajubá (Município) (313240)	2,74	0,00	0,00	0,00	0,00	0,00	501	54,96
Itatiaiuçu (Município) (313370)	2,99	0,00	0,00	0,00	0,00	0,00	16	15,94
Itaúna (Município) (313380)	8,59	0,00	0,35	0,00	0,00	0,00	269	31,23
Ituiutaba (Município) (313420)	12,88	0,00	1,23	0,00	0,00	0,10	542	55,42
Jaboticatubas (Município) (313460)	3,45	0,00	2,30	0,00	0,00	0,00	64	36,76
Janaúba (Município) (313510)	1,49	0,00	0,00	0,00	0,00	0,00	202	30,06
Januária (Município) (313520)	1,07	0,00	0,76	0,00	0,00	0,15	173	26,37
João Monlevade (Município) (313620)	1,75	0,00	0,27	0,00	0,00	0,00	159	21,45
Nova União (Município) (313660)	3,59	0,00	0,00	0,00	0,00	0,00	13	23,36
Juatuba (Município) (313665)	1,77	0,00	0,00	0,00	0,00	0,00	29	12,80
Juiz de Fora (Município) (313670)	2,76	0,00	0,83	0,00	0,04	0,00	1.284	24,65
Lagoa da Prata (Município) (313720)	4,73	0,00	0,43	0,00	0,00	0,00	345	74,13
Lagoa Santa (Município) (313760)	0,93	0,00	1,49	0,00	0,00	0,37	188	35,05
Lavras (Município) (313820)	4,83	0,00	0,00	0,00	0,00	0,00	234	25,10
Leopoldina (Município) (313840)	6,44	0,00	9,76	0,00	0,00	0,00	132	25,78
Manhuaçu (Município) (313940)	7,95	0,00	0,00	0,00	0,00	0,12	256	31,79
Mariana (Município) (314000)	5,66	0,00	0,00	0,00	0,00	0,00	320	58,40
Mário Campos (Município) (314015)	0,75	0,00	0,00	0,00	0,00	0,75	19	14,18
Mateus Leme (Município) (314070)	2,49	0,00	0,71	0,00	0,00	0,36	146	51,88
Matozinhos (Município) (314110)	0,29	0,00	3,50	0,00	0,00	0,00	196	57,15
Moeda (Município) (314230)	12,75	0,00	2,12	0,00	0,00	0,00	18	38,25
Montes Claros (Município) (314330)	1,20	0,00	1,17	0,00	0,00	0,03	619	16,91
Muriaé (Município) (314390)	26,72	0,00	12,62	0,00	0,00	0,00	750	73,94
Nova Lima (Município) (314480)	2,07	0,00	0,73	0,00	0,00	0,00	132	16,04
Nova Serrana (Município) (314520)	1,96	0,00	0,26	0,00	0,00	0,00	123	16,08
Ouro Preto (Município) (314610)	5,10	0,00	0,14	0,00	0,00	0,00	228	32,30
Paracatu (Município) (314700)	3,98	0,00	0,70	0,00	0,00	0,00	278	32,53
Pará de Minas (Município) (314710)	5,05	0,00	0,12	0,00	0,00	0,00	249	29,27
Passos (Município) (314790)	7,29	0,00	0,00	0,00	0,00	0,00	344	32,15
Patos de Minas (Município) (314800)	5,65	0,00	1,07	0,00	0,00	0,00	450	32,18
Patrocínio (Município) (314810)	5,77	0,00	0,60	0,00	0,00	0,00	205	24,64
Pedro Leopoldo (Município) (314930)	1,86	0,00	0,68	0,00	0,00	0,00	85	14,35
Pirapora (Município) (315120)	4,66	0,00	0,00	0,00	0,00	0,00	188	35,07
Poços de Caldas (Município) (315180)	1,04	0,00	0,00	0,00	0,00	0,00	429	27,91
Ponte Nova (Município) (315210)	4,87	0,00	0,70	0,00	0,00	0,00	90	15,64
Pouso Alegre (Município) (315250)	2,34	0,00	0,00	0,15	0,08	0,00	319	24,09
Prudente de Morais (Município) (315360)	1,03	0,00	1,03	0,00	0,00	0,00	8	8,27
Raposos (Município) (315390)	0,65	0,00	0,65	0,00	0,00	0,00	33	21,40
Ribeirão das Neves (Município) (315460)	2,57	0,00	0,63	0,03	0,00	0,03	644	21,49
Rio Acima (Município) (315480)	1,09	0,00	0,00	0,00	0,00	0,00	6	6,52
Rio Manso (Município) (315530)	0,00	0,00	0,00	0,00	0,00	0,00	6	11,27
Sabará (Município) (315670)	2,12	0,00	0,24	0,08	0,00	0,00	347	27,30
Santa Bárbara (Município) (315720)	2,49	0,00	0,00	0,00	0,00	0,00	146	51,85
Santa Luzia (Município) (315780)	3,13	0,00	1,96	0,00	0,00	0,05	563	27,55
São Francisco (Município) (316110)	4,26	0,00	0,19	0,00	0,00	0,00	192	35,55
São João del Rei (Município) (316250)	6,95	0,00	0,35	0,00	0,00	0,00	357	42,04
São Joaquim de Bicas (Município) (316292)	0,00	0,00	1,15	0,00	0,00	0,00	27	10,34
São José da Lapa (Município) (316295)	0,99	0,00	0,00	0,00	0,00	0,00	30	14,88
São José da Varginha (Município) (316310)	2,34	0,00	0,00	0,00	0,00	0,00	10	23,40
São Sebastião do Paraíso (Município) (316470)	2,60	0,00	0,00	0,00	0,00	0,00	206	31,45
Sarzedo (Município) (316553)	0,76	0,00	0,38	0,00	0,00	0,00	27	10,20
Sete Lagoas (Município) (316720)	2,26	0,00	0,23	0,00	0,00	0,00	328	15,16
Taquaraçu de Minas (Município) (316830)	0,00	0,00	0,00	0,00	0,00	0,00	7	18,33
Teófilo Otoni (Município) (316860)	2,59	0,00	2,37	0,00	0,00	0,15	295	21,83
Timóteo (Município) (316870)	3,78	0,00	6,34	0,12	0,00	0,00	157	19,15
Três Corações (Município) (316930)	8,73	0,00	3,68	0,14	0,00	0,00	269	36,68
Três Pontas (Município) (316940)	4,99	0,00	0,55	0,00	0,00	0,00	248	45,86
Ubá (Município) (316990)	60,13	0,00	1,75	0,00	0,00	0,00	368	35,80
Uberaba (Município) (317010)	3,34	0,00	0,47	0,00	0,00	0,03	797	26,62
Uberlândia (Município) (317020)	4,05	0,00	0,34	0,00	0,03	0,00	1.783	29,14
Unaí (Município) (317040)	2,94	0,00	0,26	0,00	0,00	0,00	145	18,56
Varginha (Município) (317070)	1,05	0,00	0,81	0,00	0,00	0,00	412	33,18
Vespasiano (Município) (317120)	3,00	0,00	0,94	0,00	0,00	0,00	286	26,81
Viçosa (Município) (317130)	7,69	0,00	0,82	0,00	0,00	0,00	199	27,34
Aracruz (Município) (320060)	7,94	0,00	7,46	0,00	0,00	0,00	216	25,98
Cachoeiro de Itapemirim (Município) (320120)	9,47	0,00	3,19	0,26	0,00	0,00	606	31,72
Cariacica (Município) (320130)	3,62	0,00	9,07	0,09	0,00	0,00	546	15,57
Colatina (Município) (320150)	23,13	0,00	8,18	0,00	0,00	0,00	366	32,55
Fundão (Município) (320220)	0,58	0,00	1,73	0,00	0,00	0,00	19	10,96
Guarapari (Município) (320240)	53,01	0,00	40,34	0,00	0,00	0,00	753	70,65
Linhares (Município) (320320)	10,10	0,00	1,88	0,00	0,28	0,00	345	24,04
São Mateus (Município) (320490)	13,04	0,00	3,71	0,00	0,00	0,00	352	31,87
Serra (Município) (320500)	2,72	0,02	5,84	0,00	0,00	0,02	615	14,78
Viana (Município) (320510)	2,28	0,00	15,33	0,46	0,00	0,00	83	12,60
Vila Velha (Município) (320520)	3,05	0,00	8,07	0,00	0,00	0,00	665	15,84
Vitória (Município) (320530)	3,21	0,00	11,10	0,06	0,00	0,00	566	17,12
Angra dos Reis (Município) (330010)	1,85	0,00	2,71	0,17	0,00	0,00	364	21,00
Araruama (Município) (330020)	0,96	0,00	7,70	0,00	0,09	0,00	274	23,98
Barra do Piraí (Município) (330030)	75,16	0,00	15,85	0,00	0,00	0,00	247	25,93
Barra Mansa (Município) (330040)	2,02	0,00	4,88	0,06	0,00	0,00	242	13,57
Belford Roxo (Município) (330045)	39,85	0,00	10,64	0,04	0,00	0,00	2.229	47,22
Cabo Frio (Município) (330070)	0,84	0,00	7,13	0,00	0,00	0,00	157	8,23
Cachoeiras de Macacu (Município) (330080)	4,20	0,00	5,67	0,00	0,00	0,00	296	54,10
Campos dos Goytacazes (Município) (330100)	9,14	0,00	20,44	0,09	0,00	0,00	2.030	43,37
Duque de Caxias (Município) (330170)	2,83	0,00	5,25	0,03	0,03	0,02	1.763	20,47
Guapimirim (Município) (330185)	2,28	0,00	5,71	0,38	0,00	0,00	148	28,18
Itaboraí (Município) (330190)	4,40	0,00	9,94	0,05	0,00	0,00	515	23,37
Itaguaí (Município) (330200)	2,25	0,00	2,07	0,00	0,00	0,00	224	20,15
Itaperuna (Município) (330220)	27,97	0,10	5,18	0,52	0,00	0,00	870	90,12
Japeri (Município) (330227)	7,78	0,00	3,94	0,00	0,00	0,00	1.080	112,00
Macaé (Município) (330240)	1,04	0,00	0,99	0,00	0,00	0,00	221	10,40
Magé (Município) (330250)	3,32	0,00	6,07	0,04	0,00	0,00	832	36,34
Maricá (Município) (330270)	2,21	0,00	4,42	0,00	0,00	0,00	201	15,30
Mesquita (Município) (330285)	8,40	0,00	3,55	0,06	0,00	0,00	276	16,33
Nilópolis (Município) (330320)	3,04	0,00	5,96	0,00	0,00	0,00	200	12,68
Niterói (Município) (330330)	2,16	0,00	2,23	0,12	0,00	0,00	568	11,60
Nova Friburgo (Município) (330340)	3,17	0,00	2,30	0,55	0,00	0,00	649	35,51
Nova Iguaçu (Município) (330350)	11,45	0,00	6,51	0,04	0,00	0,00	2.468	30,89
Paracambi (Município) (330360)	23,09	0,00	11,76	0,00	0,00	0,00	213	44,72
Petrópolis (Município) (330390)	2,12	0,00	2,09	0,44	0,00	0,00	562	18,95
Queimados (Município) (330414)	8,91	0,00	13,08	0,22	0,00	0,00	712	51,15
Resende (Município) (330420)	3,56	0,00	8,93	0,17	0,00	0,00	381	31,50
Rio Bonito (Município) (330430)	17,14	0,00	13,04	0,00	0,00	0,00	252	45,00
Rio das Ostras (Município) (330452)	1,08	0,00	11,89	0,00	0,00	0,00	356	32,07
Rio de Janeiro (Município) (330455)	1,09	0,00	3,27	0,04	0,02	0,00	7.281	11,46
São Gonçalo (Município) (330490)	8,84	0,00	6,42	0,07	0,00	0,01	5.215	51,73
São João de Meriti (Município) (330510)	8,49	0,00	5,03	0,02	0,00	0,00	998	21,72
São Pedro da Aldeia (Município) (330520)	0,45	0,00	3,45	0,00	0,00	0,00	66	7,35
Saquarema (Município) (330550)	1,19	0,00	1,71	0,00	0,13	0,00	211	27,80
Seropédica (Município) (330555)	3,79	0,00	1,64	0,00	0,00	0,00	70	8,84
Tanguá (Município) (330575)	6,43	0,00	3,22	0,00	0,00	0,00	76	24,44
Teresópolis (Município) (330580)	2,84	0,00	0,48	0,42	0,00	0,06	330	19,91
Três Rios (Município) (330600)	40,08	0,00	1,28	0,13	0,00	0,00	477	61,27
Valença (Município) (330610)	29,34	0,00	20,89	0,00	0,00	0,00	448	61,99
Volta Redonda (Município) (330630)	2,12	0,00	10,12	0,04	0,00	0,00	814	31,43
Americana (Município) (350160)	1,83	0,00	0,80	0,00	0,00	0,00	419	19,69
Amparo (Município) (350190)	3,17	0,00	0,45	0,00	0,00	0,00	171	25,81
Andradina (Município) (350210)	25,66	0,00	14,63	0,00	0,00	0,00	302	54,56
Araçatuba (Município) (350280)	3,84	0,00	0,38	0,00	0,00	0,00	532	29,15
Araraquara (Município) (350320)	1,71	0,00	0,76	0,00	0,00	0,00	370	17,56
Araras (Município) (350330)	2,92	0,00	0,83	0,00	0,00	0,00	204	17,00
Artur Nogueira (Município) (350380)	0,67	0,00	0,00	0,00	0,00	0,00	54	11,99
Arujá (Município) (350390)	1,45	0,00	0,13	0,00	0,00	0,00	44	5,78
Assis (Município) (350400)	13,37	0,00	2,19	0,10	0,00	0,00	355	37,08
Atibaia (Município) (350410)	0,63	0,00	0,39	0,00	0,00	0,00	273	21,37
Avaré (Município) (350450)	21,57	0,00	0,00	0,00	0,00	0,00	518	62,09
Barretos (Município) (350550)	6,21	0,00	2,40	0,09	0,09	0,00	562	49,85
Barueri (Município) (350570)	11,43	0,00	1,19	0,25	0,00	0,04	1.360	55,91
Batatais (Município) (350590)	28,13	0,00	1,05	0,00	0,00	0,00	406	71,37
Bauru (Município) (350600)	1,13	0,00	1,62	0,00	0,00	0,00	768	22,19
Bebedouro (Município) (350610)	2,27	0,00	0,27	0,00	0,00	0,00	192	25,58
Bertioga (Município) (350635)	4,29	0,00	0,41	0,20	0,00	0,00	196	40,00
Birigui (Município) (350650)	2,19	0,00	0,64	0,00	0,00	0,00	703	64,00
Biritiba-Mirim (Município) (350660)	3,46	0,00	0,00	0,35	0,00	0,00	62	21,47
Boituva (Município) (350700)	7,29	0,00	0,00	0,00	0,00	0,00	357	72,29
Botucatu (Município) (350750)	0,62	0,00	0,31	0,08	0,08	0,00	501	38,90
Bragança Paulista (Município) (350760)	0,47	0,00	0,07	0,13	0,00	0,00	482	32,48
Caçapava (Município) (350850)	2,34	0,00	0,70	0,00	0,00	0,00	221	25,87
Caieiras (Município) (350900)	1,71	0,00	0,23	0,11	0,00	0,00	136	15,51
Cajamar (Município) (350920)	1,38	0,00	0,00	0,00	0,00	0,15	90	13,82
Campinas (Município) (350950)	1,27	0,00	1,15	0,11	0,04	0,00	1.784	16,36
Campo Limpo Paulista (Município) (350960)	0,67	0,00	0,00	0,40	0,00	0,00	245	32,72
Campos do Jordão (Município) (350970)	2,50	0,00	0,21	0,42	0,00	0,00	336	69,91
Capivari (Município) (351040)	3,26	0,00	0,41	0,00	0,00	0,00	188	38,27
Caraguatatuba (Município) (351050)	7,71	0,00	2,05	0,00	0,00	0,00	424	41,36
Carapicuíba (Município) (351060)	6,14	0,00	0,46	0,35	0,00	0,05	1.221	32,87
Catanduva (Município) (351110)	3,88	0,00	1,59	0,09	0,00	0,00	415	36,61
Cosmópolis (Município) (351280)	2,84	0,00	1,17	0,00	0,00	0,00	150	25,03
Cotia (Município) (351300)	2,68	0,00	0,39	0,10	0,00	0,00	634	30,90
Cruzeiro (Município) (351340)	6,86	0,00	7,11	0,26	0,00	0,00	364	47,08
Cubatão (Município) (351350)	3,35	0,00	0,84	0,50	0,00	0,00	293	24,51
Diadema (Município) (351380)	5,33	0,00	1,06	0,13	0,03	0,00	1.648	42,41
Embu das Artes (Município) (351500)	2,55	0,00	0,49	0,00	0,04	0,08	710	29,25
Embu-Guaçu (Município) (351510)	1,42	0,00	0,00	0,32	0,00	0,00	191	30,21
Fernandópolis (Município) (351550)	6,16	0,00	2,46	0,00	0,00	0,00	309	47,59
Ferraz de Vasconcelos (Município) (351570)	3,76	0,00	0,12	0,12	0,00	0,00	659	38,70
Franca (Município) (351620)	1,46	0,00	0,03	0,00	0,03	0,03	602	18,75
Francisco Morato (Município) (351630)	2,37	0,00	0,70	0,19	0,06	0,00	615	39,41
Franco da Rocha (Município) (351640)	1,50	0,00	0,00	0,30	0,00	0,07	391	29,31
Guararema (Município) (351830)	4,97	0,00	1,91	0,00	0,00	0,00	146	55,84
Guaratinguetá (Município) (351840)	7,81	0,00	2,49	0,00	0,00	0,00	570	50,59
Guarujá (Município) (351870)	1,67	0,00	0,41	0,17	0,07	0,00	486	16,60
Guarulhos (Município) (351880)	2,32	0,00	0,33	0,21	0,02	0,00	3.275	26,55
Hortolândia (Município) (351907)	1,63	0,05	2,50	0,10	0,05	0,00	508	25,95
Ibitinga (Município) (351960)	2,80	0,00	1,49	0,00	0,00	0,00	129	24,04
Ibiúna (Município) (351970)	0,28	0,00	0,00	0,00	0,00	0,00	89	12,41
Indaiatuba (Município) (352050)	3,06	0,00	0,39	0,00	0,00	0,00	873	42,42
Itanhaém (Município) (352210)	0,45	0,00	0,34	0,00	0,00	0,00	180	20,40
Itapecerica da Serra (Município) (352220)	3,17	0,00	0,19	0,39	0,00	0,06	544	35,24
Itapetininga (Município) (352230)	0,89	0,00	0,07	0,00	0,00	0,00	405	27,77
Itapeva (Município) (352240)	20,54	0,00	0,00	0,00	0,00	0,00	720	81,70
Itapevi (Município) (352250)	4,03	0,00	0,49	0,25	0,00	0,00	579	28,42
Itapira (Município) (352260)	10,15	0,00	0,00	0,00	0,00	0,00	259	37,57
Itaquaquecetuba (Município) (352310)	2,27	0,00	0,28	0,34	0,00	0,06	798	24,51
Itararé (Município) (352320)	29,56	0,00	0,21	0,00	0,00	0,00	292	60,78
Itatiba (Município) (352340)	1,16	0,00	0,29	0,29	0,00	0,00	179	17,37
Itu (Município) (352390)	0,77	0,00	0,32	0,06	0,00	0,00	533	34,26
Itupeva (Município) (352400)	0,86	0,00	0,22	0,00	0,00	0,00	88	19,01
Jaboticabal (Município) (352430)	4,86	0,00	0,00	0,00	0,00	0,00	181	25,14
Jacareí (Município) (352440)	4,00	0,00	0,24	0,19	0,00	0,00	798	37,51
Jaguariúna (Município) (352470)	5,06	0,00	0,44	0,00	0,00	0,00	150	33,01
Jandira (Município) (352500)	3,19	0,00	0,46	0,18	0,00	0,00	314	28,65
Jaú (Município) (352530)	9,51	0,00	0,30	0,00	0,00	0,00	601	45,36
Jundiaí (Município) (352590)	1,50	0,00	0,13	0,08	0,03	0,00	535	14,32
Juquitiba (Município) (352620)	1,38	0,00	0,35	0,00	0,00	0,00	62	21,44
Leme (Município) (352670)	15,33	0,00	1,73	0,00	0,00	0,11	378	40,82
Lençóis Paulista (Município) (352680)	6,78	0,00	0,00	0,16	0,16	0,00	190	30,69
Limeira (Município) (352690)	4,03	0,00	1,76	0,00	0,00	0,00	785	28,23
Lins (Município) (352710)	3,62	0,00	1,11	0,00	0,00	0,00	134	18,65
Lorena (Município) (352720)	2,53	0,00	8,69	0,12	0,00	0,00	250	30,16
Mairiporã (Município) (352850)	0,36	0,00	0,24	0,00	0,00	0,00	323	39,12
Marília (Município) (352900)	2,61	0,00	0,23	0,00	0,05	0,00	596	27,31
Matão (Município) (352930)	10,37	0,00	0,78	0,00	0,00	0,00	300	38,87
Mauá (Município) (352940)	2,21	0,00	0,12	0,12	0,00	0,00	866	20,56
Mirassol (Município) (353030)	18,63	0,00	1,48	0,00	0,00	0,00	207	38,18
Mococa (Município) (353050)	13,11	0,00	1,66	0,00	0,00	0,00	245	36,93
Mogi das Cruzes (Município) (353060)	4,41	0,00	0,10	0,31	0,05	0,00	1.072	27,33
Mogi Guaçu (Município) (353070)	5,57	0,00	1,66	0,00	0,07	0,00	376	27,20
Mogi Mirim (Município) (353080)	3,11	0,00	3,34	0,00	0,00	0,00	248	28,54
Mongaguá (Município) (353110)	2,33	0,00	1,06	0,00	0,00	0,00	122	25,87
Monte Alto (Município) (353130)	8,75	0,00	1,28	0,00	0,00	0,43	177	37,76
Monte Mor (Município) (353180)	1,00	0,00	0,00	0,00	0,00	0,20	166	33,31
Nova Odessa (Município) (353340)	1,16	0,00	0,77	0,00	0,00	0,00	218	41,97
Olímpia (Município) (353390)	10,33	0,00	1,19	0,00	0,40	0,00	169	33,58
Osasco (Município) (353440)	2,35	0,00	0,37	0,19	0,01	0,00	1.483	22,21
Ourinhos (Município) (353470)	4,53	0,00	3,18	0,00	0,19	0,00	424	40,87
Paulínia (Município) (353650)	2,37	0,00	0,95	0,12	0,00	0,00	193	22,84
Penápolis (Município) (353730)	9,35	0,00	0,34	0,00	0,00	0,00	375	63,77
Peruíbe (Município) (353760)	3,15	0,00	2,65	0,17	0,00	0,00	201	33,27
Piedade (Município) (353780)	4,02	0,00	0,00	0,57	0,00	0,00	247	47,23
Pindamonhangaba (Município) (353800)	1,62	0,00	1,35	0,00	0,00	0,00	544	36,61
Piracicaba (Município) (353870)	3,08	0,00	0,57	0,03	0,00	0,00	807	21,97
Pirapora do Bom Jesus (Município) (353910)	2,50	0,00	3,75	0,00	0,00	0,00	45	28,14
Pirassununga (Município) (353930)	3,12	0,00	0,57	0,00	0,00	0,00	197	27,95
Poá (Município) (353980)	2,34	0,00	0,09	0,09	0,00	0,00	333	31,18
Porto Feliz (Município) (354060)	12,82	0,00	2,03	0,00	0,00	0,00	259	52,69
Porto Ferreira (Município) (354070)	6,00	0,00	0,39	0,00	0,19	0,00	238	46,03
Praia Grande (Município) (354100)	0,67	0,00	0,07	0,07	0,00	0,00	370	13,84
Presidente Prudente (Município) (354140)	4,26	0,00	1,24	0,05	0,19	0,00	683	32,68
Registro (Município) (354260)	1,66	0,00	0,18	0,37	0,00	0,00	143	26,33
Ribeirão Pires (Município) (354330)	2,81	0,00	0,00	0,09	0,00	0,09	217	19,08
Ribeirão Preto (Município) (354340)	2,43	0,00	5,78	0,02	0,05	0,00	1.187	19,38
Rio Claro (Município) (354390)	1,71	0,00	0,53	0,00	0,00	0,00	216	11,51
Rio Grande da Serra (Município) (354410)	1,35	0,00	0,00	0,22	0,00	0,00	93	20,90
Salesópolis (Município) (354500)	0,64	0,00	0,00	0,00	0,00	0,00	43	27,33
Salto (Município) (354520)	2,16	0,00	0,19	0,00	0,00	0,00	571	53,63
Santa Bárbara d'Oeste (Município) (354580)	1,83	0,00	0,44	0,06	0,00	0,00	290	16,04
Santa Isabel (Município) (354680)	6,28	0,00	0,00	0,20	0,00	0,00	374	73,38
Santana de Parnaíba (Município) (354730)	3,41	0,00	1,79	0,09	0,00	0,00	314	28,18
Santo André (Município) (354780)	3,10	0,00	0,15	0,12	0,01	0,00	1.791	26,40
Santos (Município) (354850)	2,12	0,00	0,29	0,33	0,02	0,00	1.096	26,13
São Bernardo do Campo (Município) (354870)	0,75	0,00	0,14	0,21	0,04	0,00	1.717	22,29
São Caetano do Sul (Município) (354880)	2,93	0,00	0,27	0,07	0,00	0,00	547	36,48
São Carlos (Município) (354890)	1,65	0,00	0,36	0,00	0,00	0,00	724	32,30
São João da Boa Vista (Município) (354910)	4,04	0,00	0,00	0,00	0,00	0,00	262	31,15
São Joaquim da Barra (Município) (354940)	8,74	0,00	1,28	0,00	0,00	0,00	200	42,65
São José do Rio Pardo (Município) (354970)	12,87	0,00	0,58	0,00	0,00	0,00	283	54,38
São José do Rio Preto (Município) (354980)	4,32	0,00	1,67	0,02	0,02	0,02	2.300	55,81
São José dos Campos (Município) (354990)	2,72	0,00	1,08	0,06	0,00	0,02	1.701	26,71
São Lourenço da Serra (Município) (354995)	2,13	0,00	0,00	1,42	0,00	0,00	34	24,10
