Localidade	"Número de moradias permanentes
(habitações) (IBGE)"	"Número de moradias permanentes em áreas urbanas
(habitações) (IBGE)"	"Número de pessoas por moradia
(pessoas por moradia) (IBGE)"	"Número de pessoas por moradia (área urbana)
(pessoas por moradia) (IBGE)"	"PIB, em R$ milhões a preços de 2017
(R$ milhões a preços de 2019) (IBGE)"	"PIB per capita, em R$ a preços de 2017
(R$ por habitante a preços de 2019) (IBGE)"	"Área do município
(km²) (IBGE)"	"Densidade demográfica (pessoas por km²)
(Pessoas por km²) (IBGE)"
Barra (Município) (290270)	12.425	5.814	4,29	4,18	354,000	6.634,13	11.422,540	4,67
Barreiras (Município) (290320)	41.767	37.460	3,61	3,63	3.754,380	24.880,58	7.861,760	19,19
Bom Jesus da Lapa (Município) (290390)	17.751	12.144	3,85	3,82	715,930	10.484,91	4.115,510	16,59
Brumado (Município) (290460)	20.001	14.051	3,44	3,42	1.331,000	19.352,74	2.207,610	31,15
Caetité (Município) (290520)	13.820	8.412	3,77	3,71	574,490	11.012,82	2.651,540	19,67
Camaçari (Município) (290570)	80.044	76.014	3,44	3,46	18.791,270	68.189,32	784,660	351,20
Campo Formoso (Município) (290600)	19.479	7.516	3,67	3,55	627,770	8.779,18	7.161,830	9,98
Candeias (Município) (290650)	26.950	24.538	3,32	3,33	3.433,030	38.392,60	251,630	355,36
Casa Nova (Município) (290720)	18.460	10.386	3,84	3,94	532,140	7.516,50	9.647,070	7,34
Catu (Município) (290750)	16.390	13.670	3,36	3,37	973,740	17.697,69	433,190	127,02
Conceição do Coité (Município) (290840)	20.024	12.150	3,35	3,23	679,450	10.122,08	1.015,250	66,12
Cruz das Almas (Município) (290980)	18.623	15.901	3,40	3,39	1.009,110	15.941,93	139,120	455,01
Dias d'Ávila (Município) (291005)	21.534	20.098	3,49	3,51	3.584,220	47.724,02	184,230	407,66
Euclides da Cunha (Município) (291070)	17.162	8.621	3,53	3,42	613,940	10.138,10	1.992,640	30,39
Eunápolis (Município) (291072)	31.932	29.565	3,47	3,49	2.605,120	23.511,28	1.425,970	77,70
Feira de Santana (Município) (291080)	176.162	161.500	3,44	3,44	14.231,470	23.478,88	1.304,430	464,68
Guanambi (Município) (291170)	24.112	19.240	3,51	3,49	1.119,640	13.227,46	1.272,370	66,53
Ilhéus (Município) (291360)	60.670	50.698	3,04	3,07	4.184,220	22.664,47	1.584,690	116,50
Ipirá (Município) (291400)	18.472	9.543	3,37	3,19	682,060	10.956,25	3.105,280	20,05
Irecê (Município) (291460)	21.250	19.446	3,39	3,42	1.095,340	15.204,34	319,170	225,71
Itaberaba (Município) (291470)	19.201	15.081	3,43	3,43	752,980	11.442,40	2.386,390	27,58
Itabuna (Município) (291480)	68.138	65.988	3,20	3,22	4.484,100	20.557,59	401,030	543,91
Itamaraju (Município) (291560)	20.190	15.742	3,32	3,37	959,940	14.300,10	2.360,290	28,44
Itaparica (Município) (291610)	6.884	6.832	3,24	3,27	238,570	10.684,29	118,040	189,16
Itapetinga (Município) (291640)	20.853	20.025	3,58	3,62	1.097,710	14.704,37	1.651,150	45,21
Jacobina (Município) (291750)	26.901	19.089	3,13	3,11	1.128,500	13.382,22	2.192,910	38,45
Jaguaquara (Município) (291760)	15.328	11.844	3,58	3,53	517,640	9.428,46	924,740	59,37
Jequié (Município) (291800)	48.974	44.688	3,30	3,32	2.480,410	15.368,96	2.969,030	54,36
Juazeiro (Município) (291840)	59.484	48.255	3,61	3,61	3.409,520	15.876,85	6.721,200	31,95
Lauro de Freitas (Município) (291920)	53.527	53.128	3,44	3,47	6.954,650	37.718,51	57,660	3.197,54
Luís Eduardo Magalhães (Município) (291955)	19.261	17.611	3,79	3,79	4.399,710	60.219,70	3.940,540	18,54
Madre de Deus (Município) (291992)	5.598	5.397	3,50	3,52	528,140	26.945,79	32,200	608,68
Mata de São João (Município) (292100)	12.677	9.303	3,51	3,55	1.284,110	28.831,70	604,290	73,70
Paulo Afonso (Município) (292400)	33.784	29.003	3,47	3,49	1.871,310	15.942,73	1.545,190	75,96
Pojuca (Município) (292520)	10.374	8.887	3,52	3,53	1.877,630	51.370,14	308,700	118,40
Porto Seguro (Município) (292530)	41.676	34.756	3,38	3,33	2.380,780	16.884,25	2.287,090	61,65
Ribeira do Pombal (Município) (292660)	14.955	9.549	3,40	3,33	518,810	10.211,83	1.177,450	43,15
Salvador (Município) (292740)	955.113	954.974	3,02	3,02	69.496,490	24.099,92	692,820	4.162,25
Santo Amaro (Município) (292860)	18.488	14.242	3,32	3,34	760,340	12.381,91	489,320	125,49
Santo Antônio de Jesus (Município) (292870)	29.658	25.932	3,35	3,34	2.136,040	21.487,83	261,740	379,79
Santo Estêvão (Município) (292880)	14.230	8.383	3,67	3,60	668,610	12.812,04	360,330	144,83
São Francisco do Conde (Município) (292920)	10.258	8.354	3,58	3,62	1.666,440	45.435,44	269,610	136,04
São Sebastião do Passé (Município) (292950)	13.358	10.383	3,38	3,41	1.079,550	23.942,17	536,580	84,03
Senhor do Bonfim (Município) (293010)	23.866	18.521	3,36	3,35	977,770	12.182,88	789,360	101,67
Serrinha (Município) (293050)	23.554	15.162	3,49	3,33	897,340	10.922,27	583,310	140,85
Simões Filho (Município) (293070)	37.873	33.905	3,43	3,44	5.147,240	39.605,13	201,580	644,74
Teixeira de Freitas (Município) (293135)	44.589	41.254	3,44	3,47	2.309,350	15.055,90	1.165,620	131,59
Tucano (Município) (293190)	16.113	6.995	3,47	3,35	444,550	7.949,38	2.185,010	25,59
Valença (Município) (293290)	28.514	21.144	3,38	3,31	1.437,610	14.930,47	1.124,660	85,61
Vera Cruz (Município) (293320)	12.776	11.968	3,25	3,26	561,560	13.523,63	299,730	138,54
Vitória da Conquista (Município) (293330)	93.448	83.591	3,61	3,61	6.489,830	19.258,40	3.705,840	90,93
Alfenas (Município) (310160)	24.999	23.682	3,10	3,07	2.287,150	29.466,76	850,450	91,27
Araguari (Município) (310350)	38.238	35.816	3,01	3,00	3.669,720	31.918,94	2.729,510	42,12
Araxá (Município) (310400)	31.563	31.267	3,17	3,15	5.534,770	55.355,43	1.164,060	85,89
Baldim (Município) (310500)	2.745	1.759	2,95	2,95	94,290	11.651,43	556,270	14,55
Barão de Cocais (Município) (310540)	9.091	8.341	3,36	3,32	1.642,910	53.864,01	340,590	89,55
Barbacena (Município) (310560)	42.622	39.584	3,12	3,07	2.724,620	20.488,92	759,190	175,16
Belo Horizonte (Município) (310620)	828.093	828.093	2,99	2,99	106.870,080	43.107,29	331,400	7.480,86
Belo Vale (Município) (310640)	2.660	1.164	2,93	2,93	139,170	17.867,42	365,920	21,29
Betim (Município) (310670)	121.260	121.229	3,35	3,33	28.601,840	70.365,73	343,860	1.182,11
Bom Despacho (Município) (310740)	15.661	14.732	3,09	3,09	1.204,600	24.914,21	1.213,550	39,84
Bonfim (Município) (310810)	2.632	1.328	2,66	2,58	83,180	11.862,90	301,870	23,23
Brumadinho (Município) (310900)	11.394	9.624	3,23	3,22	3.855,710	104.923,03	639,430	57,47
Caeté (Município) (311000)	12.793	11.113	3,36	3,37	689,060	16.011,30	542,530	79,32
Campo Belo (Município) (311120)	18.482	17.535	2,90	2,89	1.017,430	18.962,04	528,230	101,58
Capim Branco (Município) (311250)	2.850	2.596	3,29	3,29	111,910	11.928,40	95,330	98,41
Caratinga (Município) (311340)	28.733	24.207	3,12	3,06	1.539,240	17.183,18	1.258,480	71,18
Cataguases (Município) (311530)	24.773	23.931	2,96	2,93	1.641,050	22.408,98	491,770	148,92
Confins (Município) (311787)	1.830	1.843	3,46	3,44	1.240,140	195.729,66	42,360	149,59
Congonhas (Município) (311800)	15.143	14.842	3,41	3,39	4.471,460	86.473,45	304,070	170,06
Conselheiro Lafaiete (Município) (311830)	37.855	36.504	3,26	3,22	2.231,130	18.098,84	370,250	332,95
Contagem (Município) (311860)	199.118	199.866	3,20	3,18	31.658,270	49.624,15	195,050	3.270,84
Coronel Fabriciano (Município) (311940)	34.056	33.895	3,18	3,16	1.806,280	16.678,17	221,250	489,50
Curvelo (Município) (312090)	24.441	22.189	3,18	3,18	1.585,970	20.378,91	3.296,200	23,61
Divinópolis (Município) (312230)	71.787	70.360	3,15	3,13	6.443,970	28.469,70	708,120	319,64
Esmeraldas (Município) (312410)	18.891	17.620	3,45	3,45	619,700	9.501,03	909,680	71,70
Florestal (Município) (312600)	2.188	1.839	3,21	3,19	96,790	13.775,29	194,240	36,17
Formiga (Município) (312610)	22.942	20.958	2,95	2,95	1.516,920	22.433,94	1.501,920	45,02
Fortuna de Minas (Município) (312640)	884	610	3,22	3,22	43,410	15.232,80	198,710	14,34
Frutal (Município) (312710)	19.418	16.947	2,92	2,88	1.597,260	28.160,39	2.426,970	23,37
Funilândia (Município) (312720)	1.271	640	3,23	3,38	51,130	12.447,33	199,800	20,56
Governador Valadares (Município) (312770)	88.036	85.473	3,13	3,10	5.959,590	21.626,57	2.342,330	117,65
Guaxupé (Município) (312870)	16.825	16.014	3,06	3,02	2.009,310	39.024,83	286,400	179,78
Ibirité (Município) (312980)	49.801	50.038	3,41	3,39	2.167,390	12.756,23	72,570	2.341,20
Igarapé (Município) (313010)	11.204	10.488	3,42	3,42	1.424,100	37.197,23	110,940	345,09
Inhaúma (Município) (313100)	1.781	1.282	3,41	3,46	104,320	17.191,31	245,000	24,77
Ipatinga (Município) (313130)	78.512	78.313	3,22	3,20	12.380,890	48.917,38	164,880	1.535,01
Itabira (Município) (313170)	34.151	31.957	3,39	3,38	8.041,880	69.436,07	1.253,700	92,38
Itabirito (Município) (313190)	14.261	13.735	3,41	3,39	5.233,130	107.646,54	542,610	89,59
Itaguara (Município) (313220)	4.298	3.251	3,02	3,08	231,710	17.825,00	410,470	31,67
Itajubá (Município) (313240)	30.076	27.770	3,16	3,12	3.132,090	32.990,25	294,840	322,01
Itatiaiuçu (Município) (313370)	3.312	2.042	3,19	3,24	2.186,720	207.017,11	295,150	35,79
Itaúna (Município) (313380)	28.741	27.161	3,13	3,12	3.130,230	34.747,86	495,770	181,71
Ituiutaba (Município) (313420)	34.914	33.529	2,92	2,92	3.312,750	32.471,56	2.598,050	39,27
Jaboticatubas (Município) (313460)	5.820	3.642	3,18	3,19	195,700	10.574,05	1.114,970	16,60
Janaúba (Município) (313510)	19.836	18.114	3,53	3,51	943,170	13.465,94	2.181,320	32,11
Januária (Município) (313520)	18.759	12.264	3,62	3,49	662,150	9.755,37	6.661,590	10,19
João Monlevade (Município) (313620)	23.868	23.935	3,25	3,22	2.841,710	36.679,48	99,160	781,32
Nova União (Município) (313660)	1.809	933	3,18	3,19	65,580	11.401,87	172,130	33,42
Juatuba (Município) (313665)	7.345	7.255	3,30	3,29	1.172,640	48.346,26	97,170	249,61
Juiz de Fora (Município) (313670)	183.657	182.938	2,97	2,95	17.151,850	31.416,99	1.435,750	380,25
Lagoa da Prata (Município) (313720)	15.104	14.811	3,25	3,24	1.444,440	29.424,95	439,980	111,57
Lagoa Santa (Município) (313760)	16.946	15.850	3,40	3,39	1.843,350	32.008,64	229,410	251,03
Lavras (Município) (313820)	31.221	29.994	3,14	3,12	2.676,310	27.261,47	564,740	173,83
Leopoldina (Município) (313840)	17.768	16.060	2,98	2,95	1.050,480	19.852,21	943,080	56,11
Manhuaçu (Município) (313940)	26.062	21.714	3,26	3,19	2.129,670	25.074,45	628,320	135,18
Mariana (Município) (314000)	17.089	15.266	3,37	3,32	8.595,070	149.118,96	1.194,210	48,27
Mário Campos (Município) (314015)	4.167	3.936	3,41	3,41	161,660	11.366,56	35,200	404,08
Mateus Leme (Município) (314070)	9.220	8.174	3,21	3,21	731,610	24.734,86	301,380	98,14
Matozinhos (Município) (314110)	10.629	9.735	3,39	3,37	1.156,730	32.103,79	252,280	142,82
Moeda (Município) (314230)	1.598	653	3,06	2,85	64,240	13.154,99	155,110	31,48
Montes Claros (Município) (314330)	112.125	106.995	3,44	3,43	9.153,340	23.719,57	3.568,940	108,13
Muriaé (Município) (314390)	35.331	32.979	3,00	2,97	2.262,810	21.375,29	841,690	125,77
Nova Lima (Município) (314480)	26.063	25.689	3,35	3,33	12.430,670	142.241,97	429,000	203,71
Nova Serrana (Município) (314520)	23.678	22.466	3,57	3,56	2.137,160	25.276,84	282,470	299,32
Ouro Preto (Município) (314610)	21.928	19.272	3,34	3,31	8.738,790	119.139,87	1.245,870	58,87
Paracatu (Município) (314700)	25.697	22.347	3,48	3,49	3.786,030	42.287,82	8.229,600	10,88
Pará de Minas (Município) (314710)	27.441	26.236	3,26	3,22	2.827,460	31.620,71	551,250	162,21
Passos (Município) (314790)	35.828	34.273	3,12	3,09	2.539,210	22.742,34	1.338,070	83,44
Patos de Minas (Município) (314800)	49.179	45.393	2,98	2,97	4.069,230	27.792,24	3.190,190	45,90
Patrocínio (Município) (314810)	27.356	24.198	3,19	3,18	2.330,660	26.734,54	2.874,340	30,33
Pedro Leopoldo (Município) (314930)	18.880	16.230	3,28	3,25	2.079,490	33.553,69	292,950	211,56
Pirapora (Município) (315120)	16.313	16.129	3,41	3,39	1.794,690	32.218,29	549,510	101,37
Poços de Caldas (Município) (315180)	54.355	53.557	2,96	2,93	7.603,480	47.219,24	546,670	294,56
Ponte Nova (Município) (315210)	19.023	17.364	3,13	3,06	1.473,310	24.714,16	470,640	126,67
Pouso Alegre (Município) (315250)	43.532	40.199	3,22	3,19	6.682,780	47.658,26	542,800	258,33
Prudente de Morais (Município) (315360)	2.907	2.804	3,50	3,49	164,310	16.139,06	124,190	81,98
Raposos (Município) (315390)	4.712	4.495	3,41	3,39	166,260	10.355,82	72,230	222,28
Ribeirão das Neves (Município) (315460)	91.691	91.652	3,44	3,42	3.736,550	11.831,29	155,450	2.031,59
Rio Acima (Município) (315480)	2.832	2.478	3,43	3,42	264,720	27.279,53	229,810	42,23
Rio Manso (Município) (315530)	1.827	962	3,06	3,09	79,310	14.201,16	231,540	24,12
Sabará (Município) (315670)	39.267	38.486	3,38	3,36	2.616,890	19.729,86	302,420	438,58
Santa Bárbara (Município) (315720)	8.618	7.698	3,43	3,42	914,140	30.888,45	684,060	43,26
Santa Luzia (Município) (315780)	62.808	63.102	3,40	3,37	4.107,760	19.254,07	235,080	907,56
São Francisco (Município) (316110)	14.560	9.563	3,85	3,72	470,330	8.398,32	3.308,100	16,93
São João del Rei (Município) (316250)	29.410	28.134	3,01	2,97	1.947,830	22.033,03	1.452,000	60,88
São Joaquim de Bicas (Município) (316292)	7.327	5.806	3,83	3,52	697,340	24.848,11	71,760	391,09
São José da Lapa (Município) (316295)	6.088	3.558	3,54	3,49	586,520	27.232,09	47,930	449,36
São José da Varginha (Município) (316310)	1.406	818	3,24	3,15	105,770	23.215,53	205,500	22,17
São Sebastião do Paraíso (Município) (316470)	22.325	20.851	3,07	3,03	1.694,710	24.733,82	814,930	84,08
Sarzedo (Município) (316553)	7.907	7.878	3,62	3,59	1.033,040	36.088,66	62,130	460,70
Sete Lagoas (Município) (316720)	68.020	66.816	3,35	3,32	10.579,800	46.490,11	536,640	424,06
Taquaraçu de Minas (Município) (316830)	1.252	598	3,18	3,08	53,940	13.552,35	329,290	12,09
Teófilo Otoni (Município) (316860)	43.566	36.206	3,22	3,16	2.500,220	17.850,20	3.242,270	43,20
Timóteo (Município) (316870)	26.410	26.558	3,26	3,23	3.258,490	37.883,21	144,380	595,74
Três Corações (Município) (316930)	23.217	21.457	3,31	3,24	2.307,870	30.076,25	828,040	92,67
Três Pontas (Município) (316940)	17.281	15.058	3,25	3,20	1.118,170	19.911,88	689,790	81,41
Ubá (Município) (316990)	34.644	33.619	3,13	3,10	2.989,990	27.559,27	407,450	266,27
Uberaba (Município) (317010)	104.375	102.671	3,02	3,00	14.119,860	44.773,78	4.523,960	69,71
Uberlândia (Município) (317020)	211.154	207.179	3,06	3,03	33.426,150	51.689,41	4.115,210	157,14
Unaí (Município) (317040)	26.190	21.235	3,12	3,09	2.906,180	35.574,44	8.448,080	9,67
Varginha (Município) (317070)	40.430	39.476	3,22	3,19	5.282,900	40.594,28	395,400	329,14
Vespasiano (Município) (317120)	32.091	32.319	3,56	3,54	3.057,070	26.730,80	71,080	1.608,96
Viçosa (Município) (317130)	24.476	23.080	3,11	3,07	1.541,390	20.242,35	299,420	254,32
Aracruz (Município) (320060)	26.079	23.181	3,51	3,45	6.775,210	73.995,89	1.423,870	64,30
Cachoeiro de Itapemirim (Município) (320120)	65.067	60.478	3,15	3,10	5.510,170	26.850,99	864,580	237,35
Cariacica (Município) (320130)	117.994	115.461	3,19	3,15	8.970,730	23.859,97	279,720	1.344,12
Colatina (Município) (320150)	39.565	35.275	3,05	3,01	3.284,380	27.216,32	1.416,800	85,18
Fundão (Município) (320220)	5.851	5.002	3,28	3,24	602,300	31.407,43	288,720	66,42
Guarapari (Município) (320240)	36.576	35.238	3,18	3,15	2.346,110	20.176,71	591,820	196,48
Linhares (Município) (320320)	46.046	40.167	3,43	3,38	6.760,050	42.835,54	3.496,560	45,13
São Mateus (Município) (320490)	35.982	28.473	3,36	3,29	2.315,710	19.181,68	2.345,730	51,47
Serra (Município) (320500)	136.685	137.285	3,42	3,38	20.096,570	43.004,05	547,640	853,34
Viana (Município) (320510)	20.907	19.693	3,45	3,36	2.014,140	27.929,52	312,280	230,93
Vila Velha (Município) (320520)	146.963	147.815	3,12	3,09	13.073,840	28.515,05	209,970	2.183,64
Vitória (Município) (320530)	119.238	119.238	2,92	2,92	28.917,670	83.032,80	96,540	3.607,65
Angra dos Reis (Município) (330010)	57.886	55.908	3,14	3,13	8.289,640	45.676,45	825,080	219,96
Araruama (Município) (330020)	38.766	37.125	3,07	3,05	2.684,870	22.568,75	638,480	186,32
Barra do Piraí (Município) (330030)	33.261	32.329	2,89	2,89	2.223,800	23.101,74	584,610	164,66
Barra Mansa (Município) (330040)	61.110	60.591	2,94	2,94	6.550,550	36.499,02	547,130	328,02
Belford Roxo (Município) (330045)	157.394	157.471	3,03	3,03	8.173,230	17.113,73	78,990	6.046,50
Cabo Frio (Município) (330070)	64.300	49.156	3,12	3,08	21.920,610	109.395,19	413,650	484,43
Cachoeiras de Macacu (Município) (330080)	19.284	16.767	2,88	2,87	1.285,320	23.104,04	954,750	58,27
Campos dos Goytacazes (Município) (330100)	154.045	139.181	3,10	3,10	75.865,870	158.978,63	4.032,440	118,34
Duque de Caxias (Município) (330170)	291.135	290.283	3,00	3,00	32.304,090	36.964,54	467,270	1.870,27
Guapimirim (Município) (330185)	17.012	16.460	3,22	3,21	939,330	17.170,59	358,350	152,66
Itaboraí (Município) (330190)	75.061	74.229	3,00	3,00	6.524,000	28.961,71	430,590	523,15
Itaguaí (Município) (330200)	36.658	35.028	3,15	3,15	9.084,220	78.622,66	273,370	422,66
Itaperuna (Município) (330220)	34.491	31.816	2,84	2,84	2.479,080	25.295,72	1.106,170	88,60
Japeri (Município) (330227)	30.696	30.710	3,21	3,20	1.284,990	13.059,81	81,700	1.204,36
Macaé (Município) (330240)	72.343	70.948	3,10	3,10	24.736,510	110.213,40	1.215,290	184,68
Magé (Município) (330250)	76.099	72.175	3,05	3,05	3.939,950	16.951,92	393,910	590,02
Maricá (Município) (330270)	46.274	45.623	3,02	3,01	9.355,850	67.042,01	362,000	385,51
Mesquita (Município) (330285)	57.361	57.390	2,97	2,97	2.445,590	14.370,20	41,490	4.101,83
Nilópolis (Município) (330320)	54.576	54.602	2,90	2,90	3.272,640	20.675,20	19,390	8.162,12
Niterói (Município) (330330)	182.905	182.994	2,70	2,70	26.057,050	52.725,73	134,070	3.686,02
Nova Friburgo (Município) (330340)	68.691	60.487	2,68	2,66	4.859,430	26.392,47	935,430	196,83
Nova Iguaçu (Município) (330350)	268.180	265.472	3,00	3,00	17.175,260	21.340,63	520,810	1.545,32
Paracambi (Município) (330360)	16.711	14.452	2,91	2,98	776,620	15.945,38	190,950	255,07
Petrópolis (Município) (330390)	104.071	99.186	2,86	2,85	12.349,180	41.455,78	791,140	376,53
Queimados (Município) (330414)	45.620	45.643	3,11	3,11	4.769,560	33.647,00	75,700	1.872,54
Resende (Município) (330420)	41.876	39.363	2,95	2,94	11.702,340	94.844,11	1.099,340	112,24
Rio Bonito (Município) (330430)	18.565	14.214	3,07	2,98	1.770,070	31.085,50	459,460	123,93
Rio das Ostras (Município) (330452)	37.519	35.637	3,26	3,24	19.357,090	158.410,16	228,110	535,68
Rio de Janeiro (Município) (330455)	2.287.440	2.287.440	2,81	2,81	369.500,420	57.465,76	1.200,180	5.357,48
São Gonçalo (Município) (330490)	352.210	352.104	2,91	2,91	18.121,770	17.671,04	248,320	4.129,80
São João de Meriti (Município) (330510)	159.304	159.381	2,89	2,89	8.507,150	18.461,74	35,220	13.084,93
São Pedro da Aldeia (Município) (330520)	29.998	28.159	3,12	3,11	1.887,530	20.153,25	332,920	281,32
Saquarema (Município) (330550)	24.998	23.748	3,18	3,17	2.272,240	28.610,05	352,800	225,11
Seropédica (Município) (330555)	26.240	21.779	3,10	3,07	2.307,240	28.393,36	283,630	286,50
Tanguá (Município) (330575)	10.439	9.301	3,05	3,06	591,400	18.571,74	142,530	223,42
Teresópolis (Município) (330580)	58.116	52.257	2,92	2,90	5.167,550	30.424,36	773,340	219,63
Três Rios (Município) (330600)	26.065	25.358	3,02	3,01	3.760,050	47.763,08	322,840	243,84
Valença (Município) (330610)	25.048	21.794	2,92	2,91	1.817,050	24.838,68	1.300,770	56,24
Volta Redonda (Município) (330630)	91.097	91.101	2,87	2,87	13.537,250	51.763,32	182,110	1.436,11
Americana (Município) (350160)	73.637	73.339	3,05	3,05	13.107,540	58.372,23	133,910	1.676,85
Amparo (Município) (350190)	22.354	17.944	3,10	3,04	4.248,880	61.291,91	445,320	155,67
Andradina (Município) (350210)	19.693	18.373	2,90	2,90	2.642,160	46.236,04	964,230	59,27
Araçatuba (Município) (350280)	66.023	64.787	2,89	2,88	7.921,070	41.572,56	1.167,130	163,25
Araraquara (Município) (350320)	74.798	72.917	2,97	2,96	9.788,750	44.086,32	1.003,630	221,23
Araras (Município) (350330)	39.529	37.508	3,20	3,19	5.473,480	43.305,91	644,830	196,01
Artur Nogueira (Município) (350380)	14.662	13.253	3,30	3,31	1.039,310	21.464,40	178,030	271,98
Arujá (Município) (350390)	23.316	22.419	3,49	3,48	3.755,830	46.182,42	96,170	845,67
Assis (Município) (350400)	33.982	33.018	2,95	2,90	3.202,220	31.957,00	460,610	217,55
Atibaia (Município) (350410)	41.744	38.219	3,22	3,20	6.274,510	46.627,39	478,520	281,21
Avaré (Município) (350450)	28.552	27.342	3,06	3,05	2.541,830	29.136,72	1.213,060	71,92
Barretos (Município) (350550)	39.357	38.101	2,99	3,00	4.446,540	37.753,21	1.566,160	75,20
Barueri (Município) (350570)	78.068	78.077	3,29	3,29	57.011,650	222.046,03	65,700	3.907,95
Batatais (Município) (350590)	19.302	17.161	3,09	3,07	1.832,590	30.720,26	849,530	70,22
Bauru (Município) (350600)	119.537	118.707	3,03	3,00	14.373,310	39.698,46	667,680	542,27
Bebedouro (Município) (350610)	25.825	24.658	3,00	2,99	2.766,800	35.706,62	683,190	113,42
Bertioga (Município) (350635)	15.892	15.641	3,38	3,38	1.967,430	36.651,73	491,550	109,20
Birigui (Município) (350650)	38.770	37.724	2,99	2,98	3.380,450	29.167,49	530,030	218,66
Biritiba-Mirim (Município) (350660)	9.139	7.840	3,34	3,34	731,350	23.984,94	317,410	96,07
Boituva (Município) (350700)	16.031	15.130	3,33	3,32	2.942,630	55.073,48	248,950	214,62
Botucatu (Município) (350750)	44.702	43.179	3,05	3,04	5.121,300	37.582,26	1.482,640	91,91
Bragança Paulista (Município) (350760)	48.710	47.283	3,22	3,22	5.860,010	37.326,08	512,580	306,28
Caçapava (Município) (350850)	27.010	23.222	3,32	3,30	4.672,870	52.113,03	368,990	243,01
Caieiras (Município) (350900)	27.636	27.009	3,37	3,37	3.440,150	36.905,52	97,640	954,66
Cajamar (Município) (350920)	20.953	20.548	3,32	3,32	10.426,560	149.841,31	131,390	529,62
Campinas (Município) (350950)	378.958	373.290	3,02	3,01	70.656,070	61.715,80	794,570	1.440,86
Campo Limpo Paulista (Município) (350960)	23.954	23.957	3,30	3,30	1.956,510	24.737,41	79,400	996,07
Campos do Jordão (Município) (350970)	15.569	15.481	3,23	3,22	1.196,650	23.827,61	290,520	172,87
Capivari (Município) (351040)	15.244	14.537	3,41	3,38	2.008,440	38.661,68	322,880	160,89
Caraguatatuba (Município) (351050)	34.809	33.458	3,15	3,14	3.255,630	29.683,57	484,950	226,16
Carapicuíba (Município) (351060)	118.146	118.160	3,28	3,28	5.720,850	14.752,53	34,550	11.225,26
Catanduva (Município) (351110)	40.631	40.337	2,91	2,91	4.426,770	37.448,67	290,600	406,78
Cosmópolis (Município) (351280)	19.405	18.084	3,32	3,31	1.503,670	23.343,52	154,670	416,48
Cotia (Município) (351300)	64.241	64.249	3,44	3,44	12.391,770	56.086,33	323,990	681,93
Cruzeiro (Município) (351340)	25.158	24.518	3,20	3,20	2.553,040	31.751,09	305,700	263,03
Cubatão (Município) (351350)	39.677	39.683	3,15	3,15	8.264,250	66.019,98	142,880	876,11
Diadema (Município) (351380)	127.610	127.625	3,19	3,19	17.209,790	42.313,81	30,730	13.234,35
Embu das Artes (Município) (351500)	74.213	74.222	3,45	3,45	9.292,860	36.265,26	70,400	3.639,98
Embu-Guaçu (Município) (351510)	19.712	19.164	3,36	3,37	1.134,350	17.116,34	155,640	425,81
Fernandópolis (Município) (351550)	23.760	23.025	2,84	2,84	2.064,150	30.560,58	549,800	122,85
Ferraz de Vasconcelos (Município) (351570)	52.636	50.425	3,43	3,42	3.343,020	18.538,77	29,560	6.099,51
Franca (Município) (351620)	106.374	104.572	3,17	3,16	9.618,660	28.564,56	605,680	555,96
Francisco Morato (Município) (351630)	47.805	47.722	3,45	3,44	1.610,320	9.776,20	49,000	3.361,52
Franco da Rocha (Município) (351640)	39.443	38.573	3,60	3,39	3.022,830	21.313,97	132,780	1.068,15
Guararema (Município) (351830)	8.446	7.233	3,28	3,29	1.934,890	69.904,68	270,820	102,21
Guaratinguetá (Município) (351840)	37.185	35.442	3,16	3,16	5.408,580	45.966,68	752,640	156,33
Guarujá (Município) (351870)	92.474	92.471	3,32	3,32	8.797,110	28.684,69	144,790	2.118,06
Guarulhos (Município) (351880)	392.236	392.284	3,31	3,31	62.185,340	47.862,53	318,680	4.077,03
Hortolândia (Município) (351907)	60.262	60.269	3,47	3,47	11.721,160	56.044,82	62,420	3.350,73
Ibitinga (Município) (351960)	18.301	17.529	3,09	3,10	1.491,010	26.375,02	689,390	82,00
Ibiúna (Município) (351970)	23.312	8.142	3,23	3,24	1.618,210	21.506,97	1.058,080	71,11
Indaiatuba (Município) (352050)	66.697	66.094	3,33	3,33	13.734,850	61.856,98	311,550	712,71
Itanhaém (Município) (352210)	30.764	30.470	3,05	3,05	1.713,150	18.284,14	601,710	155,72
Itapecerica da Serra (Município) (352220)	46.549	46.116	3,51	3,51	3.603,190	22.056,35	150,740	1.083,73
Itapetininga (Município) (352230)	46.072	42.712	3,34	3,27	4.635,300	30.136,53	1.789,350	85,96
Itapeva (Município) (352240)	28.961	24.590	3,17	3,15	2.297,980	25.030,54	1.826,260	50,27
Itapevi (Município) (352250)	62.639	62.648	3,46	3,46	10.205,740	47.029,97	82,660	2.625,34
Itapira (Município) (352260)	23.050	21.486	3,13	3,11	3.481,040	48.315,58	518,420	138,98
Itaquaquecetuba (Município) (352310)	97.551	97.563	3,53	3,53	6.341,060	18.403,45	82,620	4.170,29
Itararé (Município) (352320)	16.486	15.202	3,02	3,03	870,860	17.480,78	1.003,860	49,63
Itatiba (Município) (352340)	33.894	28.734	3,24	3,23	5.922,010	53.881,98	322,280	341,03
