Localidade	"Taxa de incidência de internações de  doenças gastrointestinais infecciosas
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  febre amarela
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  dengue
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  leptospirose
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  malária
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  esquistossomose
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças respiratórias: gripes e pneumonias
(Número de internações) (DATASUS)"	"Incidência de internações por doenças respiratórias: gripes e pneumonias
(Internações por 10 mil habitantes) (DATASUS)"
Luís Eduardo Magalhães (Município) (291955)	1,36	0,00	0,75	0,00	0,00	0,00	52	7,83
Madre de Deus (Município) (291992)	4,40	0,00	4,95	0,00	0,00	0,00	55	30,25
Mata de São João (Município) (292100)	7,22	0,00	1,69	0,00	0,00	0,00	86	20,71
Paulo Afonso (Município) (292400)	12,98	0,00	0,73	0,00	0,00	0,00	216	19,60
Pojuca (Município) (292520)	0,59	0,00	0,59	0,29	0,00	0,00	31	9,09
Porto Seguro (Município) (292530)	1,60	0,00	1,14	0,15	0,00	0,00	225	17,09
Ribeira do Pombal (Município) (292660)	10,03	0,00	3,76	0,21	0,00	0,00	107	22,35
Salvador (Município) (292740)	2,72	0,00	0,94	0,23	0,01	0,01	5.282	19,48
Santo Amaro (Município) (292860)	3,62	0,00	0,86	0,00	0,00	0,00	27	4,66
Santo Antônio de Jesus (Município) (292870)	39,32	0,00	3,22	0,00	0,00	0,00	207	22,24
Santo Estêvão (Município) (292880)	17,18	0,00	0,41	0,00	0,00	0,00	51	10,43
São Francisco do Conde (Município) (292920)	0,58	0,00	0,00	0,00	0,00	0,00	20	5,84
São Sebastião do Passé (Município) (292950)	2,12	0,00	2,12	0,00	0,00	0,00	81	19,07
Senhor do Bonfim (Município) (293010)	31,81	0,00	7,03	0,00	0,00	0,00	160	21,21
Serrinha (Município) (293050)	59,84	0,00	38,60	0,00	0,00	0,00	251	32,51
Simões Filho (Município) (293070)	5,52	0,00	2,64	0,58	0,25	0,00	403	33,19
Teixeira de Freitas (Município) (293135)	11,54	0,00	3,36	0,00	0,00	0,00	470	32,87
Tucano (Município) (293190)	48,92	0,00	8,72	0,00	0,00	0,00	144	27,31
Valença (Município) (293290)	33,44	0,00	4,43	0,22	0,00	0,00	1.126	124,67
Vera Cruz (Município) (293320)	10,84	0,00	0,26	0,00	0,00	0,00	251	64,78
Vitória da Conquista (Município) (293330)	27,48	0,00	2,12	0,00	0,00	0,03	1.576	49,89
Alfenas (Município) (310160)	1,34	0,00	0,00	0,00	0,00	0,00	375	50,13
Araguari (Município) (310350)	8,56	0,00	0,36	0,00	0,18	0,00	461	41,54
Araxá (Município) (310400)	4,28	0,00	2,82	0,10	0,00	0,00	346	36,08
Baldim (Município) (310500)	1,27	0,00	0,00	0,00	0,00	0,00	9	11,43
Barão de Cocais (Município) (310540)	3,77	0,00	0,34	0,34	0,00	0,00	121	41,43
Barbacena (Município) (310560)	1,01	0,00	0,16	0,00	0,00	0,00	403	31,45
Belo Horizonte (Município) (310620)	3,72	0,00	0,26	0,06	0,01	0,04	5.407	22,57
Belo Vale (Município) (310640)	18,54	0,00	0,00	0,00	0,00	0,00	43	56,93
Betim (Município) (310670)	2,03	0,00	0,28	0,21	0,00	0,03	647	16,64
Bom Despacho (Município) (310740)	4,09	0,00	0,86	0,00	0,43	0,00	233	50,13
Bonfim (Município) (310810)	2,94	0,00	0,00	0,00	0,00	0,00	17	24,96
Brumadinho (Município) (310900)	4,28	0,00	0,00	0,00	0,00	0,00	184	52,44
Caeté (Município) (311000)	3,38	0,00	0,72	0,00	0,00	0,00	181	43,70
Campo Belo (Município) (311120)	0,00	0,00	0,00	0,00	0,00	0,00	281	54,14
Capim Branco (Município) (311250)	4,43	0,00	0,00	0,00	0,00	0,00	17	18,83
Caratinga (Município) (311340)	5,91	0,00	0,00	0,00	0,00	0,00	124	14,36
Cataguases (Município) (311530)	5,38	0,00	0,14	0,00	0,00	0,00	422	59,75
Confins (Município) (311787)	1,65	0,00	0,00	0,00	0,00	0,00	8	13,16
Congonhas (Município) (311800)	6,25	0,00	0,40	0,00	0,00	0,00	205	41,32
Conselheiro Lafaiete (Município) (311830)	34,75	0,00	0,08	0,00	0,00	0,00	327	27,58
Contagem (Município) (311860)	2,22	0,00	0,21	0,07	0,02	0,03	938	15,28
Coronel Fabriciano (Município) (311940)	4,21	0,00	3,34	0,10	0,10	0,00	164	15,67
Curvelo (Município) (312090)	5,33	0,00	0,13	0,00	0,00	0,00	352	46,92
Divinópolis (Município) (312230)	1,10	0,00	0,05	0,00	0,00	0,00	224	10,30
Esmeraldas (Município) (312410)	1,93	0,00	0,64	0,00	0,00	0,00	198	31,80
Florestal (Município) (312600)	1,48	0,00	0,00	0,00	0,00	0,00	6	8,90
Formiga (Município) (312610)	15,28	0,00	0,00	0,00	0,00	0,00	192	29,33
Fortuna de Minas (Município) (312640)	0,00	0,00	0,00	0,00	0,00	0,00	8	29,13
Frutal (Município) (312710)	6,05	0,00	0,73	0,00	0,18	0,00	263	48,25
Funilândia (Município) (312720)	2,54	0,00	0,00	0,00	0,00	0,00	10	25,37
Governador Valadares (Município) (312770)	8,45	0,00	1,73	0,08	0,00	0,00	751	28,21
Guaxupé (Município) (312870)	7,43	0,00	0,00	0,00	0,00	0,00	412	82,74
Ibirité (Município) (312980)	1,90	0,00	0,00	0,00	0,00	0,06	344	21,12
Igarapé (Município) (313010)	2,20	0,00	0,00	0,00	0,00	0,00	24	6,60
Inhaúma (Município) (313100)	0,00	0,00	0,00	0,00	0,00	0,00	13	22,24
Ipatinga (Município) (313130)	6,78	0,00	2,92	0,04	0,00	0,00	828	34,00
Itabira (Município) (313170)	3,23	0,00	0,27	0,00	0,00	0,09	319	28,61
Itabirito (Município) (313190)	4,51	0,00	0,21	0,00	0,00	0,21	180	38,64
Itaguara (Município) (313220)	12,77	0,00	0,80	0,00	0,00	0,00	180	143,61
Itajubá (Município) (313240)	1,86	0,00	0,00	0,11	0,00	0,00	510	55,65
Itatiaiuçu (Município) (313370)	4,93	0,00	0,00	0,00	0,00	0,00	29	28,59
Itaúna (Município) (313380)	7,95	0,00	0,12	0,00	0,00	0,00	327	37,69
Ituiutaba (Município) (313420)	19,01	0,00	0,61	0,00	0,00	0,00	491	49,90
Jaboticatubas (Município) (313460)	1,70	0,00	1,13	0,00	0,00	0,00	48	27,15
Janaúba (Município) (313510)	1,92	0,00	0,00	0,00	0,00	0,00	259	38,32
Januária (Município) (313520)	1,22	0,00	0,46	0,00	0,00	0,00	198	30,12
João Monlevade (Município) (313620)	1,47	0,00	0,00	0,00	0,00	0,00	138	18,49
Nova União (Município) (313660)	3,59	0,00	0,00	0,00	0,00	0,00	11	19,73
Juatuba (Município) (313665)	1,30	0,00	0,87	0,00	0,00	0,00	36	15,60
Juiz de Fora (Município) (313670)	5,96	0,00	0,11	0,02	0,00	0,00	1.481	28,20
Lagoa da Prata (Município) (313720)	5,52	0,00	0,42	0,00	0,00	0,00	313	66,49
Lagoa Santa (Município) (313760)	0,91	0,00	0,18	0,00	0,00	0,00	130	23,75
Lavras (Município) (313820)	4,67	0,00	0,00	0,00	0,00	0,00	223	23,67
Leopoldina (Município) (313840)	5,07	0,00	0,78	0,19	0,00	0,00	172	33,54
Manhuaçu (Município) (313940)	8,59	0,00	0,12	0,00	0,00	0,00	220	27,01
Mariana (Município) (314000)	7,23	0,00	0,00	0,00	0,00	0,00	327	59,08
Mário Campos (Município) (314015)	0,00	0,00	0,00	0,00	0,00	0,00	18	13,24
Mateus Leme (Município) (314070)	0,35	0,00	0,70	0,00	0,00	0,00	100	35,19
Matozinhos (Município) (314110)	6,64	0,00	0,87	0,00	0,00	0,00	169	48,81
Moeda (Município) (314230)	10,59	0,00	0,00	0,00	0,00	0,00	28	59,28
Montes Claros (Município) (314330)	1,78	0,00	0,59	0,03	0,00	0,00	736	19,88
Muriaé (Município) (314390)	24,88	0,00	1,76	0,10	0,00	0,00	676	66,23
Nova Lima (Município) (314480)	2,04	0,00	0,00	0,00	0,00	0,00	130	15,57
Nova Serrana (Município) (314520)	1,77	0,00	1,77	0,00	0,00	0,00	169	21,35
Ouro Preto (Município) (314610)	6,35	0,00	0,00	0,14	0,00	0,00	301	42,46
Paracatu (Município) (314700)	3,02	0,00	0,23	0,00	0,00	0,12	302	35,05
Pará de Minas (Município) (314710)	2,44	0,00	0,47	0,00	0,00	0,00	272	31,66
Passos (Município) (314790)	7,06	0,00	0,19	0,00	0,00	0,00	429	39,85
Patos de Minas (Município) (314800)	3,62	0,00	0,35	0,07	0,00	0,00	398	28,24
Patrocínio (Município) (314810)	5,48	0,00	0,24	0,00	0,00	0,00	231	27,54
Pedro Leopoldo (Município) (314930)	1,01	0,00	0,50	0,00	0,00	0,00	117	19,61
Pirapora (Município) (315120)	5,94	0,00	1,30	0,00	0,00	0,00	245	45,51
Poços de Caldas (Município) (315180)	1,61	0,00	0,06	0,00	0,00	0,00	411	26,52
Ponte Nova (Município) (315210)	3,47	0,00	1,73	0,00	0,00	0,00	96	16,64
Pouso Alegre (Município) (315250)	1,94	0,00	0,07	0,07	0,00	0,00	305	22,72
Prudente de Morais (Município) (315360)	2,05	0,00	0,00	0,00	0,00	0,00	20	20,46
Raposos (Município) (315390)	1,29	0,00	0,00	0,00	0,00	0,00	27	17,42
Ribeirão das Neves (Município) (315460)	3,27	0,00	0,63	0,13	0,00	0,00	738	24,35
Rio Acima (Município) (315480)	0,00	0,00	0,00	0,00	0,00	0,00	13	13,97
Rio Manso (Município) (315530)	1,86	0,00	0,00	0,00	0,00	0,00	6	11,17
Sabará (Município) (315670)	2,97	0,00	0,08	0,00	0,00	0,00	318	24,86
Santa Bárbara (Município) (315720)	1,06	0,00	0,00	0,00	0,00	0,00	160	56,27
Santa Luzia (Município) (315780)	3,74	0,00	0,24	0,10	0,00	0,05	626	30,44
São Francisco (Município) (316110)	4,98	0,00	0,00	0,00	0,00	0,00	200	36,91
São João del Rei (Município) (316250)	8,44	0,00	0,12	0,12	0,00	0,00	368	43,12
São Joaquim de Bicas (Município) (316292)	0,75	0,00	1,13	0,00	0,00	0,00	33	12,38
São José da Lapa (Município) (316295)	0,97	0,00	0,00	0,00	0,00	0,00	26	12,67
São José da Varginha (Município) (316310)	2,30	0,00	0,00	0,00	0,00	0,00	13	29,92
São Sebastião do Paraíso (Município) (316470)	1,67	0,00	0,15	0,00	0,00	0,00	206	31,22
Sarzedo (Município) (316553)	1,48	0,00	0,37	0,00	0,00	0,00	21	7,75
Sete Lagoas (Município) (316720)	2,97	0,05	0,73	0,00	0,00	0,00	463	21,18
Taquaraçu de Minas (Município) (316830)	0,00	0,00	0,00	0,00	0,00	0,00	8	20,83
Teófilo Otoni (Município) (316860)	1,18	0,00	0,44	0,00	0,00	0,00	227	16,75
Timóteo (Município) (316870)	2,66	0,00	3,38	0,12	0,24	0,00	99	11,97
Três Corações (Município) (316930)	8,66	0,00	0,81	0,00	0,00	0,00	258	34,91
Três Pontas (Município) (316940)	6,08	0,00	0,00	0,00	0,00	0,00	262	48,26
Ubá (Município) (316990)	53,84	0,00	4,71	0,00	0,00	0,00	368	35,38
Uberaba (Município) (317010)	3,80	0,00	1,69	0,00	0,00	0,00	821	27,13
Uberlândia (Município) (317020)	3,63	0,00	0,34	0,03	0,02	0,00	1.675	27,04
Unaí (Município) (317040)	0,89	0,00	0,13	0,00	0,00	0,00	165	20,96
Varginha (Município) (317070)	0,72	0,00	0,16	0,00	0,00	0,08	327	26,12
Vespasiano (Município) (317120)	4,05	0,00	0,37	0,09	0,00	0,00	302	27,76
Viçosa (Município) (317130)	8,05	0,00	0,00	0,00	0,00	0,00	140	19,09
Aracruz (Município) (320060)	8,65	0,00	2,49	0,12	0,00	0,00	236	27,95
Cachoeiro de Itapemirim (Município) (320120)	12,85	0,00	1,72	0,26	0,00	0,00	729	37,94
Cariacica (Município) (320130)	3,46	0,00	2,01	0,06	0,00	0,00	549	15,58
Colatina (Município) (320150)	22,11	0,00	1,06	0,00	0,09	0,00	429	37,95
Fundão (Município) (320220)	2,27	0,00	0,57	0,00	0,00	0,00	29	16,45
Guarapari (Município) (320240)	61,30	0,00	17,43	0,00	0,00	0,00	852	79,01
Linhares (Município) (320320)	8,38	0,00	1,10	0,00	0,00	0,00	443	30,42
São Mateus (Município) (320490)	12,16	0,00	1,61	0,00	0,00	0,00	467	41,76
Serra (Município) (320500)	2,77	0,02	1,35	0,02	0,00	0,00	944	22,34
Viana (Município) (320510)	1,80	0,00	4,05	0,15	0,00	0,00	87	13,03
Vila Velha (Município) (320520)	3,77	0,00	1,58	0,02	0,00	0,00	678	15,95
Vitória (Município) (320530)	2,37	0,00	0,96	0,03	0,00	0,00	516	15,49
Angra dos Reis (Município) (330010)	1,13	0,00	0,23	0,11	0,06	0,00	353	19,93
Araruama (Município) (330020)	0,60	0,00	0,43	0,09	0,00	0,00	193	16,58
Barra do Piraí (Município) (330030)	62,47	0,00	10,03	0,00	0,00	0,00	172	17,97
Barra Mansa (Município) (330040)	1,51	0,00	0,67	0,06	0,00	0,00	197	11,01
Belford Roxo (Município) (330045)	25,77	0,00	3,56	0,04	0,00	0,02	1.582	33,33
Cabo Frio (Município) (330070)	0,36	0,00	1,02	0,00	0,00	0,00	171	8,76
Cachoeiras de Macacu (Município) (330080)	5,80	0,00	2,54	0,00	0,00	0,00	369	66,92
Campos dos Goytacazes (Município) (330100)	6,44	0,00	4,62	0,08	0,00	0,00	1.740	36,84
Duque de Caxias (Município) (330170)	2,65	0,00	0,97	0,06	0,01	0,02	1.675	19,32
Guapimirim (Município) (330185)	1,12	0,00	0,56	0,00	0,00	0,00	124	23,17
Itaboraí (Município) (330190)	2,25	0,00	2,43	0,00	0,00	0,00	491	22,06
Itaguaí (Município) (330200)	0,80	0,00	0,44	0,00	0,00	0,00	144	12,72
Itaperuna (Município) (330220)	26,02	0,00	2,16	0,00	0,00	0,00	605	62,23
Japeri (Município) (330227)	6,37	0,00	1,03	0,00	0,00	0,00	919	94,41
Macaé (Município) (330240)	0,87	0,00	0,73	0,05	0,00	0,00	315	14,45
Magé (Município) (330250)	2,30	0,00	0,91	0,09	0,00	0,00	915	39,68
Maricá (Município) (330270)	1,33	0,00	1,11	0,00	0,00	0,00	185	13,69
Mesquita (Município) (330285)	4,78	0,00	1,18	0,00	0,00	0,00	160	9,44
Nilópolis (Município) (330320)	1,52	0,00	0,76	0,06	0,00	0,00	71	4,49
Niterói (Município) (330330)	1,79	0,00	1,28	0,16	0,00	0,00	555	11,28
Nova Friburgo (Município) (330340)	1,64	0,00	0,05	0,00	0,00	0,00	852	46,46
Nova Iguaçu (Município) (330350)	6,96	0,00	1,18	0,04	0,00	0,00	1.563	19,49
Paracambi (Município) (330360)	17,25	0,00	4,16	0,00	0,42	0,00	210	43,63
Petrópolis (Município) (330390)	2,79	0,00	0,27	0,40	0,00	0,00	522	17,56
Queimados (Município) (330414)	18,81	0,00	4,42	0,00	0,00	0,00	816	58,13
Resende (Município) (330420)	2,21	0,00	2,54	0,08	0,08	0,00	423	34,65
Rio Bonito (Município) (330430)	13,64	0,00	5,85	0,00	0,00	0,00	245	43,41
Rio das Ostras (Município) (330452)	0,95	0,00	0,77	0,09	0,00	0,00	336	28,93
Rio de Janeiro (Município) (330455)	1,15	0,00	2,59	0,04	0,01	0,00	6.975	10,91
São Gonçalo (Município) (330490)	6,72	0,00	3,26	0,11	0,00	0,00	5.349	52,64
São João de Meriti (Município) (330510)	5,89	0,00	1,07	0,00	0,00	0,02	660	14,35
São Pedro da Aldeia (Município) (330520)	0,33	0,00	0,33	0,00	0,00	0,00	34	3,71
Saquarema (Município) (330550)	1,81	0,00	0,13	0,00	0,00	0,00	201	25,93
Seropédica (Município) (330555)	1,75	0,00	0,12	0,12	0,00	0,00	45	5,62
Tanguá (Município) (330575)	5,73	0,00	0,64	0,00	0,00	0,00	67	21,31
Teresópolis (Município) (330580)	2,39	0,00	0,06	0,30	0,00	0,00	390	23,27
Três Rios (Município) (330600)	33,48	0,00	0,26	0,13	0,00	0,00	752	96,09
Valença (Município) (330610)	22,70	0,00	13,07	0,14	0,00	0,00	428	58,89
Volta Redonda (Município) (330630)	1,38	0,00	0,27	0,12	0,00	0,00	640	24,60
Americana (Município) (350160)	1,86	0,00	0,51	0,00	0,00	0,00	392	18,24
Amparo (Município) (350190)	5,25	0,00	0,00	0,00	0,00	0,00	106	15,90
Andradina (Município) (350210)	22,22	0,00	0,72	0,00	0,00	0,00	359	64,85
Araçatuba (Município) (350280)	5,23	0,00	0,65	0,00	0,00	0,00	447	24,37
Araraquara (Município) (350320)	1,51	0,00	0,09	0,00	0,00	0,00	401	18,86
Araras (Município) (350330)	2,73	0,00	0,08	0,00	0,00	0,00	192	15,86
Artur Nogueira (Município) (350380)	0,65	0,00	0,00	0,00	0,00	0,00	68	14,83
Arujá (Município) (350390)	0,91	0,00	0,00	0,00	0,00	0,00	39	5,05
Assis (Município) (350400)	13,49	0,00	0,21	0,00	0,21	0,00	277	28,75
Atibaia (Município) (350410)	0,70	0,00	0,00	0,08	0,23	0,00	291	22,57
Avaré (Município) (350450)	19,19	0,00	0,00	0,00	0,00	0,00	570	67,93
Barretos (Município) (350550)	3,44	0,00	2,65	0,00	0,00	0,00	479	42,26
Barueri (Município) (350570)	9,53	0,00	0,41	0,41	0,00	0,04	1.557	63,38
Batatais (Município) (350590)	24,44	0,00	0,00	0,00	0,35	0,00	337	58,83
Bauru (Município) (350600)	1,46	0,00	0,09	0,00	0,06	0,00	627	18,01
Bebedouro (Município) (350610)	1,86	0,00	0,13	0,00	0,00	0,00	230	30,64
Bertioga (Município) (350635)	5,17	0,00	0,20	0,20	0,20	0,00	215	42,74
Birigui (Município) (350650)	4,15	0,00	0,36	0,00	0,00	0,00	672	60,59
Biritiba-Mirim (Município) (350660)	2,74	0,00	0,69	0,34	0,00	0,00	39	13,37
Boituva (Município) (350700)	5,95	0,00	0,20	0,00	0,00	0,00	302	59,90
Botucatu (Município) (350750)	1,00	0,00	0,23	0,00	0,00	0,00	524	40,25
Bragança Paulista (Município) (350760)	0,33	0,00	0,00	0,20	0,00	0,00	568	37,86
Caçapava (Município) (350850)	2,21	0,00	0,12	0,00	0,00	0,00	249	28,94
Caieiras (Município) (350900)	0,11	0,00	0,00	0,00	0,00	0,00	110	12,38
Cajamar (Município) (350920)	0,76	0,00	0,00	0,00	0,00	0,00	130	19,66
Campinas (Município) (350950)	1,42	0,00	0,38	0,18	0,03	0,00	1.757	15,99
Campo Limpo Paulista (Município) (350960)	2,51	0,00	0,00	0,00	0,13	0,00	312	41,25
Campos do Jordão (Município) (350970)	3,93	0,00	0,00	0,00	0,00	0,00	184	38,08
Capivari (Município) (351040)	4,83	0,00	0,40	0,00	0,00	0,00	197	39,68
Caraguatatuba (Município) (351050)	6,63	0,00	0,96	0,00	0,00	0,00	411	39,46
Carapicuíba (Município) (351060)	5,12	0,00	0,05	0,21	0,00	0,08	1.297	34,74
Catanduva (Município) (351110)	2,46	0,00	0,09	0,09	0,00	0,00	377	33,11
Cosmópolis (Município) (351280)	5,74	0,00	0,16	0,00	0,00	0,00	117	19,18
Cotia (Município) (351300)	2,73	0,00	0,33	0,10	0,00	0,00	625	29,90
Cruzeiro (Município) (351340)	5,16	0,00	3,87	0,00	0,00	0,00	279	35,97
Cubatão (Município) (351350)	2,99	0,00	1,16	0,50	0,00	0,00	264	21,95
Diadema (Município) (351380)	5,86	0,00	0,28	0,18	0,03	0,00	1.687	43,15
Embu das Artes (Município) (351500)	3,43	0,00	0,33	0,12	0,00	0,00	746	30,43
Embu-Guaçu (Município) (351510)	1,89	0,00	0,31	0,00	0,00	0,00	195	30,63
Fernandópolis (Município) (351550)	12,28	0,00	0,77	0,00	0,00	0,00	287	44,05
Ferraz de Vasconcelos (Município) (351570)	4,53	0,00	0,17	0,06	0,00	0,00	572	33,21
Franca (Município) (351620)	1,48	0,00	0,03	0,00	0,00	0,00	509	15,74
Francisco Morato (Município) (351630)	3,87	0,00	1,21	0,06	0,00	0,00	688	43,65
Franco da Rocha (Município) (351640)	1,41	0,00	0,37	0,00	0,00	0,00	414	30,63
Guararema (Município) (351830)	5,30	0,00	0,38	0,00	0,00	0,00	174	65,81
Guaratinguetá (Município) (351840)	7,15	0,00	3,97	0,00	0,00	0,00	493	43,53
Guarujá (Município) (351870)	0,92	0,00	0,64	0,20	0,00	0,00	485	16,46
Guarulhos (Município) (351880)	1,89	0,00	0,12	0,14	0,02	0,00	3.197	25,69
Hortolândia (Município) (351907)	1,61	0,00	0,30	0,10	0,00	0,05	491	24,70
Ibitinga (Município) (351960)	5,17	0,00	1,29	0,00	0,00	0,00	217	40,08
Ibiúna (Município) (351970)	1,52	0,00	0,00	0,00	0,00	0,00	217	30,04
Indaiatuba (Município) (352050)	2,05	0,00	0,05	0,00	0,00	0,00	818	38,98
Itanhaém (Município) (352210)	1,46	0,00	0,34	0,00	0,00	0,00	172	19,25
Itapecerica da Serra (Município) (352220)	3,59	0,00	0,13	0,06	0,13	0,00	520	33,32
Itapetininga (Município) (352230)	0,88	0,00	0,00	0,00	0,00	0,00	327	22,21
Itapeva (Município) (352240)	19,10	0,00	0,11	0,11	0,00	0,00	688	77,75
Itapevi (Município) (352250)	4,07	0,00	0,00	0,34	0,00	0,00	714	34,57
Itapira (Município) (352260)	9,67	0,00	0,29	0,00	0,00	0,00	241	34,77
Itaquaquecetuba (Município) (352310)	1,58	0,00	0,06	0,00	0,00	0,03	628	19,08
Itararé (Município) (352320)	38,63	0,00	0,00	0,00	0,00	0,00	282	58,58
Itatiba (Município) (352340)	0,86	0,00	0,19	0,00	0,00	0,00	196	18,75
Itu (Município) (352390)	1,66	0,00	0,00	0,13	0,00	0,00	503	32,04
Itupeva (Município) (352400)	0,63	0,00	0,00	0,00	0,00	0,00	108	22,65
Jaboticabal (Município) (352430)	5,12	0,00	0,28	0,00	0,00	0,00	207	28,63
Jacareí (Município) (352440)	2,15	0,00	0,05	0,05	0,05	0,00	640	29,88
Jaguariúna (Município) (352470)	4,08	0,00	0,21	0,00	0,21	0,00	168	36,10
Jandira (Município) (352500)	6,32	0,00	0,27	0,36	0,00	0,00	427	38,52
Jaú (Município) (352530)	12,32	0,00	0,45	0,00	0,00	0,00	695	51,90
Jundiaí (Município) (352590)	2,65	0,00	0,13	0,05	0,03	0,00	645	17,10
Juquitiba (Município) (352620)	1,38	0,00	0,34	0,00	0,00	0,00	67	23,04
Leme (Município) (352670)	10,92	0,00	0,43	0,00	0,00	0,00	235	25,16
Lençóis Paulista (Município) (352680)	9,14	0,00	0,00	0,00	0,00	0,00	189	30,29
Limeira (Município) (352690)	4,28	0,00	0,00	0,04	0,00	0,00	662	23,63
Lins (Município) (352710)	3,18	0,00	0,00	0,00	0,00	0,00	187	25,88
Lorena (Município) (352720)	9,97	0,00	0,96	0,24	0,00	0,00	337	40,49
Mairiporã (Município) (352850)	0,24	0,00	0,00	0,00	0,00	0,00	373	44,35
Marília (Município) (352900)	1,96	0,00	0,41	0,09	0,00	0,00	598	27,22
Matão (Município) (352930)	11,73	0,00	3,09	0,00	0,00	0,00	324	41,78
Mauá (Município) (352940)	2,14	0,00	0,02	0,05	0,00	0,00	779	18,32
Mirassol (Município) (353030)	17,39	0,00	0,73	0,00	0,00	0,00	252	46,14
Mococa (Município) (353050)	11,90	0,00	0,00	0,00	0,00	0,00	281	42,32
Mogi das Cruzes (Município) (353060)	3,91	0,00	0,08	0,20	0,03	0,00	989	24,95
Mogi Guaçu (Município) (353070)	6,39	0,00	0,14	0,00	0,00	0,00	416	29,88
Mogi Mirim (Município) (353080)	4,01	0,00	0,23	0,11	0,00	0,00	300	34,38
Mongaguá (Município) (353110)	1,67	0,00	0,42	0,00	0,00	0,00	178	37,10
Monte Alto (Município) (353130)	10,62	0,00	0,21	0,00	0,00	0,00	174	36,94
Monte Mor (Município) (353180)	0,79	0,00	0,00	0,00	0,00	0,00	62	12,23
Nova Odessa (Município) (353340)	0,57	0,00	0,57	0,00	0,00	0,00	186	35,34
Olímpia (Município) (353390)	11,65	0,00	0,79	0,00	0,00	0,00	223	44,05
Osasco (Município) (353440)	2,72	0,00	0,04	0,13	0,00	0,03	1.488	22,25
Ourinhos (Município) (353470)	3,16	0,00	0,00	0,00	0,00	0,00	364	34,86
Paulínia (Município) (353650)	2,76	0,00	0,58	0,23	0,00	0,00	203	23,39
Penápolis (Município) (353730)	12,18	0,00	0,00	0,00	0,00	0,00	432	73,10
Peruíbe (Município) (353760)	0,82	0,00	1,15	0,00	0,00	0,00	133	21,79
Piedade (Município) (353780)	6,86	0,00	0,00	0,00	0,00	0,00	212	40,42
Pindamonhangaba (Município) (353800)	2,86	0,00	0,20	0,00	0,00	0,00	495	32,96
Piracicaba (Município) (353870)	4,03	0,00	1,22	0,05	0,00	0,00	853	23,06
Pirapora do Bom Jesus (Município) (353910)	2,46	0,00	0,62	0,62	0,00	0,00	46	28,33
Pirassununga (Município) (353930)	2,96	0,00	0,14	0,00	0,00	0,00	201	28,36
Poá (Município) (353980)	1,49	0,00	0,00	0,00	0,00	0,00	336	31,24
Porto Feliz (Município) (354060)	9,72	0,00	0,00	0,00	0,00	0,00	313	63,36
Porto Ferreira (Município) (354070)	5,38	0,00	0,38	0,00	0,00	0,00	202	38,85
Praia Grande (Município) (354100)	0,77	0,00	0,04	0,07	0,00	0,00	323	11,86
Presidente Prudente (Município) (354140)	6,23	0,00	0,90	0,05	0,00	0,00	628	29,85
Registro (Município) (354260)	2,58	0,00	0,37	0,37	0,00	0,00	131	24,11
Ribeirão Pires (Município) (354330)	0,96	0,00	0,00	0,00	0,00	0,00	198	17,31
Ribeirão Preto (Município) (354340)	2,48	0,00	0,26	0,02	0,00	0,00	1.454	23,46
Rio Claro (Município) (354390)	1,43	0,00	0,00	0,05	0,00	0,00	215	11,38
Rio Grande da Serra (Município) (354410)	0,89	0,00	0,00	0,22	0,00	0,00	86	19,11
Salesópolis (Município) (354500)	0,63	0,00	0,00	0,00	0,00	0,00	33	20,85
Salto (Município) (354520)	1,30	0,00	0,47	0,09	0,00	0,00	548	51,03
Santa Bárbara d'Oeste (Município) (354580)	0,99	0,00	0,11	0,00	0,00	0,00	310	17,08
Santa Isabel (Município) (354680)	4,86	0,00	0,00	0,19	0,00	0,00	325	63,15
Santana de Parnaíba (Município) (354730)	2,55	0,00	0,09	0,35	0,00	0,00	237	20,80
Santo André (Município) (354780)	2,70	0,00	0,07	0,13	0,06	0,00	1.542	22,66
Santos (Município) (354850)	1,17	0,00	0,81	0,21	0,00	0,00	1.054	25,12
São Bernardo do Campo (Município) (354870)	0,93	0,01	0,01	0,14	0,00	0,00	1.732	22,35
São Caetano do Sul (Município) (354880)	4,45	0,00	0,00	0,00	0,00	0,00	748	49,66
São Carlos (Município) (354890)	1,77	0,00	0,09	0,00	0,04	0,00	717	31,68
São João da Boa Vista (Município) (354910)	3,66	0,00	0,12	0,00	0,00	0,00	264	31,21
São Joaquim da Barra (Município) (354940)	9,52	0,00	0,00	0,00	0,00	0,00	194	41,05
São José do Rio Pardo (Município) (354970)	7,28	0,00	0,19	0,00	0,00	0,00	288	55,20
São José do Rio Preto (Município) (354980)	4,04	0,00	1,18	0,00	0,05	0,02	2.712	65,23
São José dos Campos (Município) (354990)	2,63	0,00	0,14	0,05	0,00	0,00	1.663	25,84
São Lourenço da Serra (Município) (354995)	1,40	0,00	0,00	0,00	0,00	0,00	26	18,26
