Localidade	"População total
(pessoas) (IBGE)"	"População das cidades declarantes do SNIS
(pessoas) (SNIS)"	"População urbana total
(pessoas) (SNIS)"	"Área do município
(km²) (IBGE)"	"População total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"População urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"Parcela da população urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"	"Parcela da população total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"
Catu (Município) (290750)	51.411	51.411	43.035	433,190	51.411	43.035	100,0%	100,0%
Conceição do Coité (Município) (290840)	62.545	62.545	36.573	1.015,250	62.545	36.573	100,0%	100,0%
Cruz das Almas (Município) (290980)	59.045	59.045	50.259	139,120	58.365	49.579	98,6%	98,8%
Dias d'Ávila (Município) (291005)	68.061	68.061	63.997	184,230	45.480	41.416	64,7%	66,8%
Euclides da Cunha (Município) (291070)	56.631	56.631	27.583	1.992,640	53.788	24.740	89,7%	95,0%
Eunápolis (Município) (291072)	101.432	101.432	94.565	1.425,970	94.137	87.270	92,3%	92,8%
Feira de Santana (Município) (291080)	562.466	562.466	515.978	1.304,430	320.301	273.813	53,1%	56,9%
Guanambi (Município) (291170)	79.394	79.394	63.010	1.272,370	55.877	39.493	62,7%	70,4%
Ilhéus (Município) (291360)	185.801	185.801	156.600	1.584,690	105.215	76.014	48,5%	56,6%
Ipirá (Município) (291400)	59.169	59.169	28.924	3.105,280	57.660	27.415	94,8%	97,4%
Irecê (Município) (291460)	66.865	66.865	61.650	319,170	58.519	53.304	86,5%	87,5%
Itaberaba (Município) (291470)	61.838	61.838	48.648	2.386,390	58.312	45.122	92,8%	94,3%
Itabuna (Município) (291480)	205.286	205.286	200.247	401,030	59.636	55.147	27,5%	29,1%
Itamaraju (Município) (291560)	63.053	63.053	49.772	2.360,290	34.883	21.602	43,4%	55,3%
Itaparica (Município) (291610)	20.862	20.862	20.862	118,040	11.882	11.882	57,0%	57,0%
Itapetinga (Município) (291640)	69.067	69.067	67.047	1.651,150	6.867	6.847	10,2%	9,9%
Jacobina (Município) (291750)	79.417	79.417	55.988	2.192,910	79.417	55.988	100,0%	100,0%
Jaguaquara (Município) (291760)	51.328	51.328	39.091	924,740	51.328	39.091	100,0%	100,0%
Jequié (Município) (291800)	152.138	152.138	139.649	2.969,030	30.228	17.739	12,7%	19,9%
Juazeiro (Município) (291840)	199.761	199.761	162.234	6.721,200	84.426	53.270	32,8%	42,3%
Lauro de Freitas (Município) (291920)	167.309	167.309	167.309	57,660	116.621	116.621	69,7%	69,7%
Luís Eduardo Magalhães (Município) (291955)	63.290	63.290	57.789	3.940,540	63.290	57.789	100,0%	100,0%
Madre de Deus (Município) (291992)	17.786	17.786	17.252	32,200	2.828	2.294	13,3%	15,9%
Mata de São João (Município) (292100)	40.866	40.866	30.332	604,290	32.993	23.697	78,1%	80,7%
Paulo Afonso (Município) (292400)	109.310	109.310	94.192	1.545,190	105.127	90.009	95,6%	96,2%
Pojuca (Município) (292520)	33.595	33.595	28.832	308,700	33.595	28.832	100,0%	100,0%
Porto Seguro (Município) (292530)	129.325	129.325	106.043	2.287,090	50.264	26.982	25,4%	38,9%
Ribeira do Pombal (Município) (292660)	47.701	47.701	29.871	1.177,450	47.701	29.871	100,0%	100,0%
Salvador (Município) (292740)	2.693.606	2.693.606	2.692.868	692,820	560.270	559.532	20,8%	20,8%
Santo Amaro (Município) (292860)	57.891	57.891	44.836	489,320	33.765	20.710	46,2%	58,3%
Santo Antônio de Jesus (Município) (292870)	92.049	92.049	80.226	261,740	85.710	73.887	92,1%	93,1%
Santo Estêvão (Município) (292880)	48.397	48.397	27.989	360,330	47.936	27.528	98,4%	99,0%
São Francisco do Conde (Município) (292920)	33.713	33.713	27.828	269,610	23.927	18.042	64,8%	71,0%
São Sebastião do Passé (Município) (292950)	42.322	42.322	33.245	536,580	42.322	33.245	100,0%	100,0%
Senhor do Bonfim (Município) (293010)	74.937	74.937	57.967	789,360	74.937	57.967	100,0%	100,0%
Serrinha (Município) (293050)	77.309	77.309	47.524	583,310	73.219	43.434	91,4%	94,7%
Simões Filho (Município) (293070)	119.760	119.760	107.346	201,580	94.546	82.132	76,5%	78,9%
Teixeira de Freitas (Município) (293135)	140.710	140.710	131.477	1.165,620	135.819	126.586	96,3%	96,5%
Tucano (Município) (293190)	52.579	52.579	22.025	2.185,010	42.414	11.860	53,8%	80,7%
Valença (Município) (293290)	89.510	89.510	64.976	1.124,660	29.002	10.397	16,0%	32,4%
Vera Cruz (Município) (293320)	38.168	38.168	35.808	299,730	30.631	28.271	79,0%	80,3%
Vitória da Conquista (Município) (293330)	310.129	310.129	277.660	3.705,840	135.132	102.663	37,0%	43,6%
Alfenas (Município) (310160)	74.298	74.298	69.667	850,450	4.631	0	0,0%	6,2%
Araguari (Município) (310350)	110.402	110.402	103.144	2.729,510	0	0	0,0%	0,0%
Araxá (Município) (310400)	94.799	94.799	93.394	1.164,060	1.405	0	0,0%	1,5%
Baldim (Município) (310500)	7.895	7.895	5.055	556,270	7.895	5.055	100,0%	100,0%
Barão de Cocais (Município) (310540)	28.830	28.830	26.138	340,590	830	338	1,3%	2,9%
Barbacena (Município) (310560)	127.218	127.218	116.423	759,190	34.377	23.582	20,3%	27,0%
Belo Horizonte (Município) (310620)	2.385.640	2.385.640	2.385.640	331,400	0	0	0,0%	0,0%
Belo Vale (Município) (310640)	7.545	7.545	3.299	365,920	7.545	3.299	100,0%	100,0%
Betim (Município) (310670)	383.571	383.571	380.773	343,860	43.768	40.970	10,8%	11,4%
Bom Despacho (Município) (310740)	46.061	46.061	43.375	1.213,550	2.686	0	0,0%	5,8%
Bonfim (Município) (310810)	6.815	6.815	3.331	301,870	3.484	0	0,0%	51,1%
Brumadinho (Município) (310900)	34.538	34.538	29.118	639,430	12.920	7.500	25,8%	37,4%
Caeté (Município) (311000)	41.092	41.092	35.733	542,530	1.828	1.125	3,1%	4,4%
Campo Belo (Município) (311120)	51.725	51.725	48.797	528,230	0	0	0,0%	0,0%
Capim Branco (Município) (311250)	8.957	8.957	8.159	95,330	8.957	8.159	100,0%	100,0%
Caratinga (Município) (311340)	85.811	85.811	70.947	1.258,480	29.156	14.292	20,1%	34,0%
Cataguases (Município) (311530)	70.201	70.201	67.205	491,770	6.889	3.893	5,8%	9,8%
Confins (Município) (311787)	6.008	6.008	6.008	42,360	6.008	6.008	100,0%	100,0%
Congonhas (Município) (311800)	49.077	49.077	47.779	304,070	9.112	7.814	16,4%	18,6%
Conselheiro Lafaiete (Município) (311830)	117.562	117.562	112.269	370,250	5.293	0	0,0%	4,5%
Contagem (Município) (311860)	608.715	608.715	606.655	195,050	15.257	13.197	2,2%	2,5%
Coronel Fabriciano (Município) (311940)	104.174	104.174	102.869	221,250	1.305	0	0,0%	1,3%
Curvelo (Município) (312090)	74.734	74.734	67.850	3.296,200	12.024	5.140	7,6%	16,1%
Divinópolis (Município) (312230)	215.247	215.247	209.689	708,120	25.977	20.419	9,7%	12,1%
Esmeraldas (Município) (312410)	61.283	61.283	57.159	909,680	51.678	47.554	83,2%	84,3%
Florestal (Município) (312600)	6.674	6.674	5.566	194,240	1.114	6	0,1%	16,7%
Formiga (Município) (312610)	65.299	65.299	59.643	1.501,920	4.969	0	0,0%	7,6%
Fortuna de Minas (Município) (312640)	2.726	2.726	1.879	198,710	1.226	379	20,2%	45,0%
Frutal (Município) (312710)	53.998	53.998	46.546	2.426,970	7.452	0	0,0%	13,8%
Funilândia (Município) (312720)	3.900	3.900	2.053	199,800	2.694	847	41,3%	69,1%
Governador Valadares (Município) (312770)	264.960	264.960	254.521	2.342,330	7.024	6.054	2,4%	2,7%
Guaxupé (Município) (312870)	49.614	49.614	46.653	286,400	49.614	46.653	100,0%	100,0%
Ibirité (Município) (312980)	160.943	160.943	160.574	72,570	33.010	32.641	20,3%	20,5%
Igarapé (Município) (313010)	35.620	35.620	33.382	110,940	11.002	8.764	26,3%	30,9%
Inhaúma (Município) (313100)	5.804	5.804	4.238	245,000	-	-	-	-
Ipatinga (Município) (313130)	241.539	241.539	239.017	164,880	2.522	0	0,0%	1,0%
Itabira (Município) (313170)	110.663	110.663	103.136	1.253,700	12.100	7.785	7,5%	10,9%
Itabirito (Município) (313190)	46.029	46.029	44.122	542,610	9.003	7.096	16,1%	19,6%
Itaguara (Município) (313220)	12.455	12.455	9.590	410,470	2.420	528	5,5%	19,4%
Itajubá (Município) (313240)	91.159	91.159	83.221	294,840	7.938	0	0,0%	8,7%
Itatiaiuçu (Município) (313370)	10.037	10.037	6.289	295,150	10.037	6.289	100,0%	100,0%
Itaúna (Município) (313380)	86.124	86.124	81.073	495,770	4.526	82	0,1%	5,3%
Ituiutaba (Município) (313420)	97.792	97.792	93.720	2.598,050	4.259	187	0,2%	4,4%
Jaboticatubas (Município) (313460)	17.411	17.411	10.914	1.114,970	17.411	10.914	100,0%	100,0%
Janaúba (Município) (313510)	67.199	67.199	60.929	2.181,320	47.012	40.742	66,9%	70,0%
Januária (Município) (313520)	65.606	65.606	41.412	6.661,590	58.619	34.425	83,1%	89,4%
João Monlevade (Município) (313620)	74.142	74.142	73.807	99,160	142	818	1,1%	0,2%
Nova União (Município) (313660)	5.565	5.565	2.877	172,130	5.565	2.877	100,0%	100,0%
Juatuba (Município) (313665)	22.649	22.649	22.266	97,170	10.079	9.696	43,5%	44,5%
Juiz de Fora (Município) (313670)	520.811	520.811	514.890	1.435,750	15.578	9.657	1,9%	3,0%
Lagoa da Prata (Município) (313720)	46.539	46.539	45.480	439,980	1.514	455	1,0%	3,3%
Lagoa Santa (Município) (313760)	53.645	53.645	49.998	229,410	28.698	25.051	50,1%	53,5%
Lavras (Município) (313820)	93.231	93.231	88.838	564,740	4.393	0	0,0%	4,7%
Leopoldina (Município) (313840)	51.210	51.210	45.776	943,080	0	0	0,0%	0,0%
Manhuaçu (Município) (313940)	80.530	80.530	65.618	628,320	3.730	0	0,0%	4,6%
Mariana (Município) (314000)	54.796	54.796	48.149	1.194,210	-	-	-	-
Mário Campos (Município) (314015)	13.396	13.396	12.651	35,200	13.396	12.651	100,0%	100,0%
Mateus Leme (Município) (314070)	28.141	28.141	24.931	301,380	8.823	5.613	22,5%	31,4%
Matozinhos (Município) (314110)	34.295	34.295	31.186	252,280	6.414	3.305	10,6%	18,7%
Moeda (Município) (314230)	4.706	4.706	1.795	155,110	4.706	1.795	100,0%	100,0%
Montes Claros (Município) (314330)	366.135	366.135	348.443	3.568,940	17.692	0	0,0%	4,8%
Muriaé (Município) (314390)	101.431	101.431	93.841	841,690	7.590	0	0,0%	7,5%
Nova Lima (Município) (314480)	82.273	82.273	80.479	429,000	70.284	68.490	85,1%	85,4%
Nova Serrana (Município) (314520)	76.482	76.482	72.327	282,470	6.339	2.184	3,0%	8,3%
Ouro Preto (Município) (314610)	70.589	70.589	61.388	1.245,870	23.642	18.947	30,9%	33,5%
Paracatu (Município) (314700)	85.448	85.448	74.408	8.229,600	11.040	0	0,0%	12,9%
Pará de Minas (Município) (314710)	85.076	85.076	80.413	551,250	4.663	0	0,0%	5,5%
Passos (Município) (314790)	106.987	106.987	101.503	1.338,070	6.672	1.188	1,2%	6,2%
Patos de Minas (Município) (314800)	139.849	139.849	128.773	3.190,190	11.076	0	0,0%	7,9%
Patrocínio (Município) (314810)	83.188	83.188	73.391	2.874,340	10.430	633	0,9%	12,5%
Pedro Leopoldo (Município) (314930)	59.213	59.213	50.355	292,950	17.410	8.552	17,0%	29,4%
Pirapora (Município) (315120)	53.604	53.604	52.617	549,510	41.179	40.192	76,4%	76,8%
Poços de Caldas (Município) (315180)	153.726	153.726	149.982	546,670	4.044	300	0,2%	2,6%
Ponte Nova (Município) (315210)	57.551	57.551	51.329	470,640	6.251	4.179	8,1%	10,9%
Pouso Alegre (Município) (315250)	132.445	132.445	121.266	542,800	11.179	0	0,0%	8,4%
Prudente de Morais (Município) (315360)	9.676	9.676	9.298	124,190	7.946	7.568	81,4%	82,1%
Raposos (Município) (315390)	15.423	15.423	14.629	72,230	1.545	751	5,1%	10,0%
Ribeirão das Neves (Município) (315460)	299.729	299.729	297.540	155,450	61.591	59.402	20,0%	20,5%
Rio Acima (Município) (315480)	9.200	9.200	8.040	229,810	-	-	-	-
Rio Manso (Município) (315530)	5.325	5.325	2.836	231,540	5.325	2.836	100,0%	100,0%
Sabará (Município) (315670)	127.097	127.097	123.891	302,420	127.097	123.891	100,0%	100,0%
Santa Bárbara (Município) (315720)	28.160	28.160	25.047	684,060	5.160	5.047	20,2%	18,3%
Santa Luzia (Município) (315780)	204.327	204.327	203.759	235,080	18.961	18.393	9,0%	9,3%
São Francisco (Município) (316110)	54.007	54.007	34.318	3.308,100	27.988	8.299	24,2%	51,8%
São João del Rei (Município) (316250)	84.919	84.919	80.282	1.452,000	-	-	-	-
São Joaquim de Bicas (Município) (316292)	26.104	26.104	19.012	71,760	15.146	8.054	42,4%	58,0%
São José da Lapa (Município) (316295)	20.168	20.168	11.612	47,930	8.556	0	0,0%	42,4%
São José da Varginha (Município) (316310)	4.273	4.273	2.414	205,500	2.673	1.294	53,6%	62,6%
São Sebastião do Paraíso (Município) (316470)	65.491	65.491	60.424	814,930	5.067	0	0,0%	7,7%
Sarzedo (Município) (316553)	26.470	26.470	26.181	62,130	2.285	1.996	7,6%	8,6%
Sete Lagoas (Município) (316720)	216.400	216.400	211.149	536,640	10.820	10.557	5,0%	5,0%
Taquaraçu de Minas (Município) (316830)	3.818	3.818	1.766	329,290	3.818	1.766	100,0%	100,0%
Teófilo Otoni (Município) (316860)	135.154	135.154	110.410	3.242,270	29.615	4.871	4,4%	21,9%
Timóteo (Município) (316870)	81.993	81.993	81.873	144,380	81.993	81.873	100,0%	100,0%
Três Corações (Município) (316930)	73.339	73.339	66.345	828,040	6.994	0	0,0%	9,5%
Três Pontas (Município) (316940)	54.078	54.078	46.467	689,790	7.392	187	0,4%	13,7%
Ubá (Município) (316990)	102.782	102.782	98.851	407,450	5.419	1.488	1,5%	5,3%
Uberaba (Município) (317010)	299.361	299.361	292.674	4.523,960	5.955	2.924	1,0%	2,0%
Uberlândia (Município) (317020)	611.904	611.904	594.938	4.115,210	16.855	10.352	1,7%	2,8%
Unaí (Município) (317040)	78.144	78.144	62.794	8.448,080	23.319	7.969	12,7%	29,8%
Varginha (Município) (317070)	124.162	124.162	120.107	395,400	4.055	0	0,0%	3,3%
Vespasiano (Município) (317120)	106.685	106.685	106.685	71,080	13.761	13.761	12,9%	12,9%
Viçosa (Município) (317130)	72.786	72.786	67.832	299,420	1.000	0	0,0%	1,4%
Aracruz (Município) (320060)	83.152	83.152	72.604	1.423,870	27.287	17.856	24,6%	32,8%
Cachoeiro de Itapemirim (Município) (320120)	191.042	191.042	174.643	864,580	26.246	12.318	7,1%	13,7%
Cariacica (Município) (320130)	350.615	350.615	339.460	279,720	275.323	264.168	77,8%	78,5%
Colatina (Município) (320150)	112.432	112.432	98.962	1.416,800	23.491	14.844	15,0%	20,9%
Fundão (Município) (320220)	17.334	17.334	14.639	288,720	17.334	14.639	100,0%	100,0%
Guarapari (Município) (320240)	106.583	106.583	101.766	591,820	61.839	57.022	56,0%	58,0%
Linhares (Município) (320320)	143.509	143.509	123.462	3.496,560	60.096	40.049	32,4%	41,9%
São Mateus (Município) (320490)	110.454	110.454	85.647	2.345,730	45.943	34.884	40,7%	41,6%
Serra (Município) (320500)	416.029	416.029	413.165	547,640	216.316	213.452	51,7%	52,0%
Viana (Município) (320510)	65.888	65.888	60.446	312,280	43.572	38.130	63,1%	66,1%
Vila Velha (Município) (320520)	419.854	419.854	417.817	209,970	321.561	319.524	76,5%	76,6%
Vitória (Município) (320530)	330.526	330.526	330.526	96,540	123.021	123.021	37,2%	37,2%
Angra dos Reis (Município) (330010)	173.370	173.370	167.007	825,080	95.354	88.991	53,3%	55,0%
Araruama (Município) (330020)	114.250	114.250	108.617	638,480	39.650	34.617	31,9%	34,7%
Barra do Piraí (Município) (330030)	95.260	95.260	92.425	584,610	16.699	13.864	15,0%	17,5%
Barra Mansa (Município) (330040)	178.355	178.355	176.730	547,130	3.858	3.854	2,2%	2,2%
Belford Roxo (Município) (330045)	472.008	472.008	472.008	78,990	278.897	278.897	59,1%	59,1%
Cabo Frio (Município) (330070)	190.787	190.787	143.926	413,650	88.600	41.739	29,0%	46,4%
Cachoeiras de Macacu (Município) (330080)	54.713	54.713	47.325	954,750	54.713	47.325	100,0%	100,0%
Campos dos Goytacazes (Município) (330100)	468.087	468.087	422.658	4.032,440	213.647	168.218	39,8%	45,6%
Duque de Caxias (Município) (330170)	861.158	861.158	858.227	467,270	479.263	476.332	55,5%	55,7%
Guapimirim (Município) (330185)	52.522	52.522	50.750	358,350	52.522	50.750	100,0%	100,0%
Itaboraí (Município) (330190)	220.352	220.352	217.728	430,590	125.890	123.266	56,6%	57,1%
Itaguaí (Município) (330200)	111.171	111.171	106.196	273,370	67.748	62.773	59,1%	60,9%
Itaperuna (Município) (330220)	96.542	96.542	89.014	1.106,170	72.797	65.269	73,3%	75,4%
Japeri (Município) (330227)	96.430	96.430	96.430	81,700	96.430	96.430	100,0%	100,0%
Macaé (Município) (330240)	212.433	212.433	208.457	1.215,290	141.933	140.457	67,4%	66,8%
Magé (Município) (330250)	228.972	228.972	216.798	393,910	131.277	119.103	54,9%	57,3%
Maricá (Município) (330270)	131.355	131.355	129.325	362,000	114.770	112.740	87,2%	87,4%
Mesquita (Município) (330285)	168.966	168.966	168.966	41,490	96.573	96.573	57,2%	57,2%
Nilópolis (Município) (330320)	157.710	157.710	157.710	19,390	188	188	0,1%	0,1%
Niterói (Município) (330330)	489.720	489.720	489.720	134,070	35.750	35.750	7,3%	7,3%
Nova Friburgo (Município) (330340)	182.748	182.748	159.955	935,430	36.874	14.081	8,8%	20,2%
Nova Iguaçu (Município) (330350)	799.047	799.047	790.323	520,810	439.527	430.803	54,5%	55,0%
Paracambi (Município) (330360)	47.635	47.635	42.174	190,950	32.570	27.109	64,3%	68,4%
Petrópolis (Município) (330390)	296.565	296.565	281.902	791,140	59.152	50.406	17,9%	19,9%
Queimados (Município) (330414)	139.188	139.188	139.188	75,700	82.536	82.536	59,3%	59,3%
Resende (Município) (330420)	120.938	120.938	113.427	1.099,340	9.486	3.477	3,1%	7,8%
Rio Bonito (Município) (330430)	56.001	56.001	41.593	459,460	56.001	41.593	100,0%	100,0%
Rio das Ostras (Município) (330452)	110.992	110.992	104.931	228,110	75.452	71.011	67,7%	68,0%
Rio de Janeiro (Município) (330455)	6.355.949	6.355.949	6.355.949	1.200,180	1.407.568	1.407.568	22,1%	22,1%
São Gonçalo (Município) (330490)	1.008.065	1.008.065	1.007.330	248,320	613.981	613.246	60,9%	60,9%
São João de Meriti (Município) (330510)	459.379	459.379	459.379	35,220	235.855	235.855	51,3%	51,3%
São Pedro da Aldeia (Município) (330520)	89.739	89.739	83.891	332,920	30.176	24.328	29,0%	33,6%
Saquarema (Município) (330550)	75.906	75.906	72.043	352,800	20.806	17.343	24,1%	27,4%
Seropédica (Município) (330555)	79.179	79.179	65.101	283,630	53.536	39.458	60,6%	67,6%
Tanguá (Município) (330575)	31.091	31.091	27.748	142,530	21.240	17.897	64,5%	68,3%
Teresópolis (Município) (330580)	165.716	165.716	147.966	773,340	161.817	144.067	97,4%	97,6%
Três Rios (Município) (330600)	77.851	77.851	75.572	322,840	1.271	1.234	1,6%	1,6%
Valença (Município) (330610)	72.268	72.268	62.592	1.300,770	43.159	33.483	53,5%	59,7%
Volta Redonda (Município) (330630)	259.012	259.012	258.894	182,110	2.707	2.589	1,0%	1,0%
Americana (Município) (350160)	212.791	212.791	211.797	133,910	994	0	0,0%	0,5%
Amparo (Município) (350190)	66.246	66.246	52.139	445,320	13.249	1.043	2,0%	20,0%
Andradina (Município) (350210)	55.348	55.348	51.662	964,230	7.225	3.539	6,9%	13,1%
Araçatuba (Município) (350280)	182.526	182.526	179.006	1.167,130	3.520	0	0,0%	1,9%
Araraquara (Município) (350320)	210.673	210.673	204.684	1.003,630	5.979	240	0,1%	2,8%
Araras (Município) (350330)	119.968	119.968	113.508	644,830	0	0	0,0%	0,0%
Artur Nogueira (Município) (350380)	45.026	45.026	40.767	178,030	5.526	1.267	3,1%	12,3%
Arujá (Município) (350390)	76.112	76.112	73.075	96,170	37.862	34.825	47,7%	49,7%
Assis (Município) (350400)	95.750	95.750	91.571	460,610	2.759	0	0,0%	2,9%
Atibaia (Município) (350410)	127.778	127.778	116.298	478,520	58.203	46.723	40,2%	45,6%
Avaré (Município) (350450)	83.430	83.430	79.866	1.213,060	7.788	4.224	5,3%	9,3%
Barretos (Município) (350550)	112.730	112.730	109.296	1.566,160	3.590	183	0,2%	3,2%
Barueri (Município) (350570)	243.242	243.242	243.242	65,700	60.841	60.841	25,0%	25,0%
Batatais (Município) (350590)	56.888	56.888	50.309	849,530	6.943	364	0,7%	12,2%
Bauru (Município) (350600)	346.077	346.077	340.288	667,680	10.935	5.146	1,5%	3,2%
Bebedouro (Município) (350610)	75.052	75.052	71.519	683,190	0	0	0,0%	0,0%
Bertioga (Município) (350635)	48.997	48.997	48.197	491,550	27.905	27.105	56,2%	57,0%
Birigui (Município) (350650)	109.836	109.836	106.562	530,030	3.274	0	0,0%	3,0%
Biritiba-Mirim (Município) (350660)	28.877	28.877	24.784	317,410	14.990	10.897	44,0%	51,9%
Boituva (Município) (350700)	49.385	49.385	46.455	248,950	12.048	9.118	19,6%	24,4%
Botucatu (Município) (350750)	128.789	128.789	124.086	1.482,640	10.773	6.070	4,9%	8,4%
Bragança Paulista (Município) (350760)	148.411	148.411	143.871	512,580	30.173	25.633	17,8%	20,3%
Caçapava (Município) (350850)	85.414	85.414	73.083	368,990	12.712	381	0,5%	14,9%
Caieiras (Município) (350900)	87.704	87.704	85.532	97,640	18.343	16.171	18,9%	20,9%
Cajamar (Município) (350920)	65.139	65.139	63.827	131,390	16.091	14.779	23,2%	24,7%
Campinas (Município) (350950)	1.090.386	1.090.386	1.071.636	794,570	179.495	160.745	15,0%	16,5%
Campo Limpo Paulista (Município) (350960)	74.869	74.869	74.869	79,400	31.652	31.652	42,3%	42,3%
Campos do Jordão (Município) (350970)	48.061	48.061	47.761	290,520	25.895	25.595	53,6%	53,9%
Capivari (Município) (351040)	49.122	49.122	46.420	322,880	5.758	3.056	6,6%	11,7%
Caraguatatuba (Município) (351050)	102.523	102.523	98.286	484,950	37.392	33.155	33,7%	36,5%
Carapicuíba (Município) (351060)	371.502	371.502	371.502	34,550	109.157	109.157	29,4%	29,4%
Catanduva (Município) (351110)	113.356	113.356	112.446	290,600	1.300	390	0,3%	1,1%
Cosmópolis (Município) (351280)	59.938	59.938	55.666	154,670	5.238	966	1,7%	8,7%
Cotia (Município) (351300)	205.154	205.154	205.154	323,990	114.815	114.815	56,0%	56,0%
Cruzeiro (Município) (351340)	77.312	77.312	75.342	305,700	1.970	7.534	10,0%	2,5%
Cubatão (Município) (351350)	119.520	119.520	119.520	142,880	72.378	72.378	60,6%	60,6%
Diadema (Município) (351380)	388.576	388.576	388.576	30,730	14.251	14.251	3,7%	3,7%
Embu das Artes (Município) (351500)	242.730	242.730	242.730	70,400	81.296	81.296	33,5%	33,5%
Embu-Guaçu (Município) (351510)	63.219	63.219	61.533	155,640	44.470	42.784	69,5%	70,3%
Fernandópolis (Município) (351550)	64.931	64.931	62.942	549,800	0	0	0,0%	0,0%
Ferraz de Vasconcelos (Município) (351570)	170.297	170.297	162.656	29,560	37.615	29.974	18,4%	22,1%
Franca (Município) (351620)	321.012	321.012	315.376	605,680	0	0	0,0%	0,0%
Francisco Morato (Município) (351630)	156.064	156.064	155.747	49,000	100.182	99.865	64,1%	64,2%
Franco da Rocha (Município) (351640)	133.407	133.407	122.905	132,780	58.695	48.193	39,2%	44,0%
Guararema (Município) (351830)	26.147	26.147	22.501	270,820	17.081	13.435	59,7%	65,3%
Guaratinguetá (Município) (351840)	112.675	112.675	107.336	752,640	13.920	8.581	8,0%	12,4%
Guarujá (Município) (351870)	292.744	292.744	292.688	144,790	102.187	102.131	34,9%	34,9%
Guarulhos (Município) (351880)	1.233.436	1.233.436	1.233.436	318,680	246.622	246.622	20,0%	20,0%
Hortolândia (Município) (351907)	195.776	195.776	195.776	62,420	100.979	100.979	51,6%	51,6%
Ibitinga (Município) (351960)	53.660	53.660	51.539	689,390	2.603	482	0,9%	4,9%
Ibiúna (Município) (351970)	71.742	71.742	25.117	1.058,080	57.918	11.293	45,0%	80,7%
Indaiatuba (Município) (352050)	205.808	205.808	203.739	311,550	5.835	3.766	1,8%	2,8%
Itanhaém (Município) (352210)	88.214	88.214	87.388	601,710	63.445	62.619	71,7%	71,9%
Itapecerica da Serra (Município) (352220)	154.374	154.374	153.094	150,740	129.247	127.967	83,6%	83,7%
Itapetininga (Município) (352230)	145.822	145.822	132.362	1.789,350	13.212	0	0,0%	9,1%
Itapeva (Município) (352240)	88.129	88.129	74.273	1.826,260	18.424	4.568	6,2%	20,9%
Itapevi (Município) (352250)	203.712	203.712	203.712	82,660	87.620	87.620	43,0%	43,0%
Itapira (Município) (352260)	68.934	68.934	63.944	518,420	569	539	0,8%	0,8%
Itaquaquecetuba (Município) (352310)	325.518	325.518	325.518	82,620	115.216	115.216	35,4%	35,4%
Itararé (Município) (352320)	48.040	48.040	44.368	1.003,860	9.177	5.505	12,4%	19,1%
Itatiba (Município) (352340)	103.028	103.028	86.980	322,280	15.326	0	0,0%	14,9%
Itu (Município) (352390)	155.589	155.589	145.619	640,720	9.970	0	0,0%	6,4%
Itupeva (Município) (352400)	46.294	46.294	40.201	200,820	14.888	8.795	21,9%	32,2%
Jaboticabal (Município) (352430)	71.989	71.989	69.844	706,600	2.462	317	0,5%	3,4%
Jacareí (Município) (352440)	212.744	212.744	209.806	464,270	23.436	20.498	9,8%	11,0%
Jaguariúna (Município) (352470)	45.441	45.441	44.130	141,390	2.941	2.127	4,8%	6,5%
Jandira (Município) (352500)	109.614	109.614	109.614	17,450	37.733	37.733	34,4%	34,4%
Jaú (Município) (352530)	132.494	132.494	128.352	687,100	5.426	1.284	1,0%	4,1%
Jundiaí (Município) (352590)	373.713	373.713	357.637	431,210	6.430	0	0,0%	1,7%
Juquitiba (Município) (352620)	28.912	28.912	22.375	522,170	25.295	18.758	83,8%	87,5%
Leme (Município) (352670)	92.601	92.601	90.690	402,870	1.911	0	0,0%	2,1%
Lençóis Paulista (Município) (352680)	61.919	61.919	60.531	809,540	1.388	0	0,0%	2,2%
Limeira (Município) (352690)	278.093	278.093	269.794	580,710	8.342	43	0,0%	3,0%
Lins (Município) (352710)	71.853	71.853	71.013	570,060	0	0	0,0%	0,0%
Lorena (Município) (352720)	82.887	82.887	80.513	414,160	3.253	879	1,1%	3,9%
Mairiporã (Município) (352850)	82.556	82.556	72.148	320,700	40.352	29.944	41,5%	48,9%
Marília (Município) (352900)	218.229	218.229	208.438	1.170,520	9.955	382	0,2%	4,6%
Matão (Município) (352930)	77.173	77.173	75.757	524,900	1.416	0	0,0%	1,8%
Mauá (Município) (352940)	421.184	421.184	421.184	61,910	71.336	71.336	16,9%	16,9%
Mirassol (Município) (353030)	54.212	54.212	52.842	243,230	1.754	384	0,7%	3,2%
Mococa (Município) (353050)	66.345	66.345	61.200	855,160	4.444	0	0,0%	6,7%
Mogi das Cruzes (Município) (353060)	392.196	392.196	361.383	712,540	72.808	41.995	11,6%	18,6%
Mogi Guaçu (Município) (353070)	138.245	138.245	131.244	812,750	10.939	3.938	3,0%	7,9%
Mogi Mirim (Município) (353080)	86.892	86.892	81.307	497,710	5.612	27	0,0%	6,5%
