 Morbidade Hospitalar do SUS - por local de residência - Pará
Valor total por Município e Ano/mês atendimento
Lista Morb  CID-10: Dengue [dengue clásssico]
Período:Jan/2008-Fev/2021
"Município";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"Total"
"150160 Bonito";-;-;-;-;-;-;523,20;1102,40;547,20;301,60;523,20;595,20;-;-;-;-;-;-;-;287,76;287,76;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;623,52;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;287,76;-;287,76;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;383,92;-;-;-;-;-;-;311,76;-;-;-;-;-;-;-;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;7837,60
"150170 Bragança";-;-;-;-;2394,40;3678,40;3758,40;6580,00;13018,40;10072,56;4812,80;2664,00;2933,60;3877,55;4521,51;7537,74;5988,63;7657,76;6114,96;7480,03;4628,16;2054,32;1478,80;2382,08;287,76;583,52;287,76;287,76;295,76;575,52;2334,08;1462,80;1466,86;1159,04;4068,64;6166,41;8327,57;10198,05;4668,16;6560,67;7615,71;15711,62;13721,28;16474,68;7905,52;3197,36;2909,60;5339,68;7314,00;3557,12;4100,64;2917,60;1167,04;3788,88;3197,36;5507,44;5515,44;9543,20;7050,24;4682,11;2079,75;1446,80;3501,12;2038,32;863,28;1167,04;4748,16;6178,96;7314,00;2062,32;1199,04;1734,56;1175,04;879,28;927,28;1183,04;879,28;1231,04;2717,84;2669,84;2054,32;2433,79;887,28;599,52;295,76;-;879,28;287,76;287,76;287,76;-;1734,56;903,28;1462,80;1774,56;1199,04;583,52;2350,08;287,76;599,52;3772,88;3501,12;3165,36;5835,20;9373,68;3804,88;6434,72;3501,12;2342,08;7633,76;5363,68;2046,32;2925,60;4812,16;6794,48;4108,64;7394,00;12641,74;8858,63;4692,16;2382,08;2645,84;1454,80;-;-;1790,56;575,52;575,52;1151,04;1790,56;2653,84;640,95;287,76;599,52;575,52;919,28;-;-;1486,80;4244,64;2797,26;3210,02;1926,56;1167,04;599,52;887,28;1175,04;1534,80;1774,56;2901,60;3245,36;2713,90;639,52;-;-;-;-;-;-;-;-;303,76;-;506137,98
"150172 Brasil Novo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;716,90;287,76;-;287,76;287,76;-;-;591,52;-;-;287,76;575,52;303,76;-;287,76;-;287,76;311,76;-;287,76;-;-;303,76;-;287,76;-;287,76;-;-;-;311,76;327,76;-;-;311,76;-;-;-;-;319,76;311,76;311,76;-;-;-;615,52;-;-;-;-;-;311,76;303,76;-;-;-;-;-;-;-;-;-;951,28;-;-;-;-;287,76;287,76;311,76;-;1260,24;599,52;-;-;327,96;287,76;287,76;-;-;303,76;-;287,76;-;591,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;287,76;-;-;-;-;-;-;-;575,52;287,76;-;-;-;-;-;-;-;-;-;-;16030,06
"150175 Brejo Grande do Araguaia";-;-;-;-;335,16;261,60;2143,66;1897,54;-;1046,40;-;261,60;-;-;784,80;1438,80;-;863,28;1151,04;287,76;1726,56;863,28;-;287,76;287,76;-;-;-;-;287,76;863,28;1151,04;575,52;-;-;287,76;-;-;-;-;-;1726,56;1438,80;-;575,52;287,76;287,76;-;-;-;-;-;-;1151,04;1438,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;591,52;895,28;895,28;591,52;287,76;-;-;-;-;-;-;-;-;-;-;2118,32;615,52;-;311,76;-;-;-;-;-;-;-;-;-;303,76;303,76;-;-;-;-;-;-;3037,60;1215,04;-;311,76;-;615,52;311,76;-;-;-;-;-;-;-;-;911,28;2302,08;287,76;-;-;-;-;-;-;-;-;-;-;575,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40495,16
"150178 Breu Branco";-;-;-;-;784,80;784,80;4133,96;4178,94;2093,86;573,58;301,60;277,60;-;-;-;-;303,76;-;1019,18;349,71;1596,75;-;-;903,28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;400,05;-;719,03;-;-;1912,98;-;647,52;-;-;-;327,76;-;-;-;325,71;607,52;-;-;-;-;378,62;-;-;-;-;-;-;-;303,76;607,52;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;607,52;287,76;-;2366,08;575,52;-;575,52;575,52;-;-;575,52;-;-;287,76;863,28;287,76;1438,80;-;-;-;-;-;-;287,76;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;325,71;-;-;-;-;287,76;-;-;-;575,52;-;319,76;-;-;-;-;-;-;-;-;-;-;-;34633,12
"150180 Breves";-;-;-;-;-;547,20;-;876,80;579,20;872,80;277,60;-;-;-;-;-;335,76;287,76;1307,10;3178,26;675,58;303,76;-;-;-;295,76;-;591,52;-;311,76;311,76;1319,16;607,52;303,76;287,76;295,76;311,76;-;-;607,52;639,52;-;2046,70;2118,32;1015,48;1558,80;1223,04;615,52;319,76;599,52;295,76;-;-;1279,04;935,28;1870,56;-;911,28;919,28;311,76;-;-;-;303,76;-;-;983,28;989,23;1135,52;-;943,28;303,76;-;359,76;-;-;631,52;-;351,76;438,71;-;-;-;-;-;295,76;957,89;-;295,76;631,52;615,52;959,28;-;-;943,28;685,47;1534,80;-;1244,99;1550,80;2869,96;1764,99;3710,10;2316,27;-;615,52;663,52;311,76;303,76;999,28;685,47;-;429,90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;335,76;-;-;891,94;-;-;-;-;-;-;311,76;-;615,52;-;-;-;-;-;-;-;-;319,76;-;-;-;-;-;-;-;-;-;-;-;-;-;64446,40
"150190 Bujaru";-;-;-;-;-;261,60;261,60;523,20;1593,60;523,20;523,20;-;-;-;-;-;-;-;-;558,09;-;-;-;-;-;-;-;-;-;-;319,76;2182,32;311,76;-;-;-;-;-;-;-;-;-;-;414,91;-;-;-;-;-;-;-;-;-;-;-;2374,08;2406,08;5995,20;5067,92;4100,64;1870,56;1486,80;3924,88;2326,08;1207,04;599,52;3333,36;3549,12;2358,08;311,76;575,52;1151,04;-;1798,56;911,28;2038,32;1750,56;1846,56;1462,80;1223,04;1790,56;863,28;863,28;887,28;287,76;887,28;599,52;1750,56;1199,04;919,28;575,52;1175,04;1486,80;911,28;911,28;623,52;1534,80;623,52;623,52;1486,80;575,52;4492,40;2462,08;4196,64;5131,92;1774,56;287,76;311,76;-;911,28;-;-;-;1175,04;599,52;2494,08;2182,32;1247,04;935,28;2190,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;112109,48
"150200 Cachoeira do Arari";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;619,74;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1195,26
"150195 Cachoeira do Piriá";-;-;-;-;-;277,60;-;523,20;285,60;261,60;-;261,60;-;287,76;-;-;-;-;287,76;-;-;327,76;-;287,76;-;-;-;287,76;-;-;-;-;287,76;-;-;-;319,76;-;-;327,76;-;-;311,76;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;607,52;607,52;607,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6757,52
"150210 Cametá";-;-;-;285,60;2164,80;4410,60;6036,20;4965,80;9044,86;1903,20;4583,20;1062,40;1421,00;1804,40;1360,35;2898,02;1494,80;4476,52;3828,88;3977,82;1806,56;623,52;591,52;1830,56;3133,60;1518,80;-;1167,04;1526,80;2160,45;2094,32;2102,32;8025,52;6035,32;5949,33;4604,16;3836,88;9283,30;1265,05;6186,96;10297,23;14020,48;9440,32;5263,74;2605,84;4820,32;2690,26;1438,80;1750,56;2621,84;2653,84;1167,04;1764,51;1742,56;615,52;4038,46;4788,16;2342,28;303,76;2452,23;2715,79;2338,14;1167,04;911,28;1742,56;575,52;4076,64;1782,56;955,34;599,52;575,52;637,47;591,52;327,76;287,76;-;-;-;303,76;-;-;1308,15;-;-;599,52;-;-;-;-;-;-;607,52;287,76;863,28;-;599,52;575,52;-;319,76;-;-;287,76;1486,80;879,28;1462,80;863,28;-;-;-;-;-;-;-;-;-;-;-;-;287,76;325,71;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;226908,57
"150215 Canaã dos Carajás";-;-;-;-;-;599,26;-;-;945,48;-;261,60;-;-;-;-;-;-;-;863,28;287,76;-;863,28;1188,99;-;-;-;-;-;-;-;-;1726,56;287,76;1726,56;-;575,52;-;-;-;-;575,52;2901,80;863,28;325,71;-;-;-;-;-;-;-;-;477,08;-;287,76;575,52;-;575,52;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;325,71;287,76;863,28;287,76;287,76;-;-;-;-;-;-;-;-;-;575,52;325,71;1188,99;1226,94;-;287,76;287,76;287,76;-;-;331,98;287,76;-;-;613,47;-;-;-;-;-;-;287,76;1439,80;1128,62;864,28;287,76;-;-;-;287,76;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;1476,75;1226,94;863,28;575,52;287,76;5535,95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38211,86
"150220 Capanema";-;-;-;-;300,83;2696,00;4926,06;5137,92;6703,66;2197,35;1641,60;842,23;1046,40;-;-;1154,72;1151,04;3317,36;1782,56;2430,20;1878,68;1151,04;2446,08;3365,48;2502,24;2650,06;311,76;2038,32;1478,80;287,76;623,52;895,28;2358,08;1790,56;575,52;-;2498,14;3976,20;1774,56;3277,36;1438,80;599,52;3599,98;3786,62;1289,12;2366,08;879,28;287,76;575,52;-;287,76;2015,88;2302,08;6635,40;2677,84;2147,42;2098,54;2661,84;575,52;287,76;327,76;-;311,76;-;303,76;1830,56;303,76;927,28;647,52;-;-;303,76;-;951,28;-;639,52;-;-;607,52;-;911,28;911,28;-;1231,04;303,76;-;-;-;327,76;-;303,76;967,28;1510,80;311,76;-;303,76;-;44,22;303,76;303,76;303,76;-;-;676,98;-;319,76;1566,80;6635,08;2542,08;1710,53;919,28;-;-;-;-;-;-;-;-;-;-;311,76;303,76;-;-;655,52;-;-;943,28;-;-;-;-;-;-;-;-;971,34;2220,27;365,71;684,66;623,52;295,76;-;-;311,76;363,82;615,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;145949,74
"150230 Capitão Poço";-;-;-;261,60;263,98;4366,54;547,20;1919,20;2334,78;4241,60;1332,00;-;261,60;523,20;-;-;311,76;-;287,76;1750,56;-;-;311,76;575,52;-;-;287,76;-;287,76;-;-;-;303,76;-;311,76;-;-;-;-;-;-;-;287,76;599,52;575,52;287,76;-;-;311,76;-;-;-;-;-;287,76;1438,80;575,52;311,76;-;2326,08;-;-;-;-;-;607,52;-;-;911,28;979,99;-;-;-;311,76;575,52;303,76;-;-;-;-;311,76;287,76;-;-;-;-;-;311,76;733,59;-;-;1239,04;-;-;-;-;575,52;287,76;287,76;1223,04;919,28;303,76;615,52;1167,04;591,52;-;303,76;303,76;287,76;-;303,76;916,42;287,76;575,52;311,76;-;-;607,52;-;-;-;623,52;-;-;575,52;391,88;-;575,52;863,28;1175,04;863,28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48993,34
"150240 Castanhal";-;-;-;-;297,90;599,38;1518,31;1992,63;1971,42;2244,80;261,60;293,60;44,22;1128,56;1637,89;1345,72;2434,14;863,28;3962,40;9163,48;5645,84;1309,57;575,52;319,76;2139,00;870,80;-;-;473,92;-;1386,41;2232,30;465,77;311,76;-;1565,95;3515,40;3647,16;4273,83;3524,59;6913,47;12163,28;7884,60;3703,98;2807,46;287,76;-;932,93;371,98;3119,00;2984,19;1779,67;615,52;1183,04;1568,95;2483,57;2049,00;575,52;1416,07;1782,31;600,95;591,52;-;-;-;327,88;599,52;719,76;1239,04;2106,54;631,52;287,76;-;650,26;-;575,52;-;-;943,52;-;719,64;1866,62;347,94;623,52;595,58;335,76;-;287,76;920,71;-;327,76;1803,10;1510,80;1275,22;-;1223,04;707,70;1307,34;-;-;-;-;287,76;2102,32;-;607,52;303,76;-;60,22;-;599,52;287,76;-;895,28;287,76;351,76;607,52;-;287,76;1534,80;623,52;575,52;-;287,76;-;287,76;907,50;-;-;-;887,28;-;911,28;1127,64;591,52;-;307,82;-;727,64;335,76;575,52;528,48;-;-;287,76;295,76;305,17;-;311,76;-;1343,16;391,88;-;-;-;-;-;-;-;-;-;-;-;159589,72
"150250 Chaves";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;676,23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;676,23
"150260 Colares";-;-;-;-;261,60;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;676,23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;388,47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1614,06
"150270 Conceição do Araguaia";-;-;-;-;3809,83;14096,80;14770,77;13621,99;9237,78;4185,60;1332,00;784,80;800,80;523,20;853,12;2012,16;3477,12;4100,64;4052,64;5323,68;4092,64;2893,60;4490,56;863,28;662,79;887,48;863,28;879,28;863,28;887,28;1462,80;2877,60;2374,28;1774,76;2649,73;1151,04;863,28;863,28;1462,80;1742,56;2030,32;5227,68;10247,60;10024,04;4931,92;3013,80;575,52;-;287,76;311,76;-;911,28;1199,04;3477,12;5587,44;5371,68;1151,04;2901,60;2605,84;-;287,76;287,76;575,52;2364,23;3971,19;5259,68;4947,92;2605,84;2877,60;2302,08;1766,56;1188,99;863,28;575,52;287,76;1167,04;575,52;1871,00;1159,04;575,52;575,52;615,52;-;1726,56;311,76;-;287,76;287,76;287,76;-;1774,56;1227,10;2078,32;287,76;1462,80;-;591,52;-;964,42;303,76;303,76;607,52;2789,84;3677,12;1518,80;623,52;303,76;311,76;311,76;303,76;615,52;1550,80;935,28;1566,80;2166,32;3365,36;1830,56;1247,04;927,28;639,52;623,52;-;295,76;591,52;-;631,52;935,28;2470,08;623,52;2134,32;616,93;1239,04;-;-;303,76;-;303,76;1862,56;3525,36;4908,16;3693,12;2438,08;615,52;311,76;311,76;303,76;-;1231,04;295,76;1223,04;1862,56;927,28;311,76;623,52;599,52;-;303,76;-;-;-;-;1518,80;1822,56;290791,43
"150275 Concórdia do Pará";-;-;-;-;-;-;-;-;-;-;-;-;-;285,60;-;-;-;402,15;47,27;-;-;-;-;-;-;-;-;-;-;-;-;472,10;-;319,76;-;-;-;-;-;-;450,50;759,46;-;897,79;-;-;-;-;-;-;-;-;-;-;-;863,28;287,76;311,76;-;-;319,76;311,76;287,76;-;-;-;311,76;-;-;-;-;311,76;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;575,52;-;287,76;-;-;-;-;-;303,76;303,76;-;-;575,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9837,59
"150276 Cumaru do Norte";-;-;-;-;-;523,20;-;-;784,80;-;-;-;-;-;-;-;-;287,76;-;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;287,76;575,52;-;-;-;287,76;-;-;-;-;-;-;-;287,76;-;327,76;-;629,47;-;-;-;-;-;863,28;-;325,71;863,28;387,66;-;-;-;-;-;325,71;-;1328,89;287,76;2140,27;1183,04;-;863,28;287,76;-;-;-;-;-;303,76;863,28;1175,04;295,76;303,76;-;645,47;-;341,71;303,76;325,71;-;863,28;1151,04;-;287,76;575,52;575,52;-;1151,04;-;-;-;-;-;863,28;287,76;287,76;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;24912,44
"150277 Curionópolis";-;-;-;261,60;1062,40;1070,40;1316,00;4257,60;277,60;1625,60;523,20;277,60;-;261,60;-;-;287,76;863,28;863,28;3501,12;4939,92;3501,12;5267,68;1151,04;-;-;-;-;-;599,52;-;951,28;575,52;599,52;311,76;903,28;631,72;-;-;-;287,76;287,76;2589,84;2589,84;1726,56;287,76;575,52;-;287,76;287,76;-;-;-;-;1151,04;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;287,76;287,76;-;-;-;-;-;-;-;575,52;575,52;-;-;-;-;-;-;-;575,52;-;-;-;-;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;623,52;1486,80;1774,56;303,76;-;-;-;-;-;-;-;295,76;591,52;-;1798,56;-;-;-;-;-;295,76;591,52;1478,80;2070,32;2374,08;2070,32;3828,88;3253,36;2070,32;887,28;591,52;591,52;295,76;2661,84;2046,32;3844,88;3293,36;1438,80;1454,80;1454,80;1462,80;-;-;295,76;-;591,52;2398,08;-;-;97071,48
"150280 Curralinho";-;-;-;-;-;-;-;-;-;261,60;353,15;-;-;-;-;-;-;287,76;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;439,70;-;-;-;343,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;319,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;489,51;-;-;-;-;-;-;389,71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3764,23
"150290 Curuçá";-;-;-;-;-;523,20;-;-;261,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;773,06;2568,79;1066,02;2146,61;5971,20;3667,07;1329,35;287,76;1098,21;887,28;-;599,52;-;-;-;-;-;-;879,28;-;-;-;-;863,28;-;-;-;-;-;-;-;-;-;-;1454,80;287,76;-;287,76;-;-;-;-;-;-;-;-;-;-;287,76;-;-;620,22;-;-;-;-;-;287,76;-;287,76;287,76;-;-;-;-;-;575,52;-;-;879,28;-;647,52;575,52;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;295,76;-;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30584,69
"150293 Dom Eliseu";-;-;-;-;523,20;3662,40;3400,80;4970,40;14421,00;7848,00;3400,80;3139,20;523,20;261,60;863,28;1151,04;2014,32;1438,80;4028,64;9496,08;4604,16;2589,84;575,52;-;311,76;-;287,76;-;-;-;-;287,76;-;623,52;919,28;-;903,28;1822,56;303,76;-;-;951,28;2486,47;1854,56;303,76;1215,04;287,76;-;-;-;-;-;-;607,52;303,76;-;615,52;1223,04;3932,88;1215,04;1223,04;647,72;895,28;1215,04;1518,80;911,28;911,28;3077,60;3956,88;3349,36;903,28;1550,80;319,76;2454,08;1223,04;1822,56;2126,32;3325,36;1199,04;919,28;3940,88;4308,64;3333,36;1838,56;1814,56;303,76;303,76;911,28;607,52;1814,56;1846,56;5163,92;2709,84;3613,12;2254,32;607,52;615,52;303,76;-;1215,04;1822,56;1207,04;4233,78;25028,08;30056,24;20663,68;3940,88;1191,04;-;287,76;287,76;-;871,28;903,28;3653,12;3341,36;3868,88;4220,64;2134,32;287,76;287,76;-;303,76;-;287,76;607,52;303,76;287,76;287,76;-;-;-;-;-;-;-;-;303,76;-;887,28;607,52;1711,38;599,52;903,28;303,76;303,76;-;-;-;295,76;287,76;-;-;-;-;-;-;303,76;303,76;-;-;-;-;277601,71
"150295 Eldorado do Carajás";-;-;-;818,36;784,80;1879,20;1310,38;800,80;261,60;-;277,60;-;-;-;-;-;-;-;-;2302,08;287,76;911,28;3453,12;591,52;287,76;575,52;-;-;-;-;-;-;-;287,76;-;-;-;-;311,76;-;-;2158,32;1542,80;623,52;303,76;303,76;-;615,52;-;927,28;303,76;4036,88;5563,68;1862,56;-;-;-;311,76;287,76;287,76;599,52;-;-;-;-;-;287,76;287,76;287,76;863,28;311,76;-;-;-;-;-;-;-;-;303,76;1774,56;2318,08;-;-;-;-;-;287,76;-;607,52;-;-;-;311,76;-;-;-;-;-;303,76;-;-;311,76;287,76;895,28;2126,32;607,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47331,86
"150300 Faro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;295,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;295,76
"150304 Floresta do Araguaia";-;-;-;-;-;-;571,20;1569,60;523,20;261,60;-;-;-;-;-;-;-;2589,84;7769,52;1726,56;3181,36;591,52;863,28;-;-;-;-;1151,04;-;2605,84;1151,04;863,28;591,52;287,76;591,52;-;-;-;287,76;575,52;863,28;2030,32;4380,40;3165,36;3772,88;-;863,28;-;-;287,76;303,76;575,52;1726,56;575,52;287,76;287,76;303,76;303,76;-;-;-;-;-;-;1462,80;591,52;287,76;-;287,76;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;287,76;-;287,76;1151,04;-;287,76;-;-;-;-;287,76;-;575,52;863,28;863,28;575,52;287,76;287,76;-;287,76;-;-;-;-;-;-;311,76;-;287,76;-;-;-;-;-;-;-;-;-;287,76;-;287,76;-;-;-;-;-;-;-;-;-;-;-;47,27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57951,27
