DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Sorotipo                     
Período:2015
"Município infecção";"Ign/Branco";"DEN 1";"DEN 2";"DEN 3";"DEN 4";"Total"
"230205 Barroquinha";122;-;-;-;-;122
"230210 Baturité";46;-;-;-;-;46
"230220 Beberibe";326;1;-;-;-;327
"230230 Bela Cruz";1;-;-;-;-;1
"230240 Boa Viagem";498;-;-;-;-;498
"230250 Brejo Santo";152;-;-;-;-;152
"230260 Camocim";26;-;-;-;-;26
"230270 Campos Sales";4;-;-;-;-;4
"230280 Canindé";529;-;-;-;-;529
"230290 Capistrano";151;-;-;-;-;151
"230310 Cariré";6;-;-;-;-;6
"230320 Caririaçu";36;-;-;-;-;36
"230330 Cariús";6;-;-;-;-;6
"230340 Carnaubal";2;-;-;-;-;2
"230350 Cascavel";118;-;-;-;-;118
"230360 Catarina";154;-;-;-;-;154
"230365 Catunda";7;-;-;-;-;7
"230370 Caucaia";198;-;-;-;-;198
"230380 Cedro";1;-;-;-;-;1
"230390 Chaval";1;-;-;-;-;1
"230393 Choró";2;-;-;-;-;2
"230395 Chorozinho";3;-;-;-;-;3
"230400 Coreaú";294;-;-;-;-;294
"230410 Crateús";389;-;-;-;-;389
"230420 Crato";397;-;-;-;-;397
"230423 Croatá";47;-;-;-;-;47
"230428 Eusébio";325;-;-;-;-;325
"230430 Farias Brito";88;-;-;-;-;88
"230435 Forquilha";42;-;-;-;-;42
"230440 Fortaleza";13365;153;-;2;3;13523
"230445 Fortim";1;-;-;-;-;1
"230450 Frecheirinha";35;-;-;-;-;35
"230460 General Sampaio";2;-;-;-;-;2
"230465 Graça";5;-;-;-;-;5
"230470 Granja";9;1;-;-;-;10
"230490 Groaíras";2;-;-;-;-;2
"230500 Guaraciaba do Norte";193;2;-;-;-;195
"230520 Hidrolândia";3;-;-;-;-;3
"230523 Horizonte";139;1;-;-;-;140
"230526 Ibaretama";1;-;-;-;-;1
"230530 Ibiapina";4;-;-;-;-;4
"230533 Ibicuitinga";12;-;-;-;-;12
"230535 Icapuí";10;-;-;-;-;10
"230540 Icó";228;-;-;-;-;228
"230550 Iguatu";627;-;-;-;-;627
"230560 Independência";37;-;-;-;-;37
"230565 Ipaporanga";15;-;-;-;-;15
"230570 Ipaumirim";62;-;-;-;-;62
"230580 Ipu";599;1;-;-;-;600
"230590 Ipueiras";107;-;-;-;-;107
"230600 Iracema";1;-;-;-;-;1
"230620 Itaiçaba";8;-;-;-;-;8
"230625 Itaitinga";261;1;-;-;-;262
"230630 Itapagé";7;-;-;-;-;7
"230640 Itapipoca";474;-;-;-;-;474
"230650 Itapiúna";138;-;-;-;-;138
"230655 Itarema";53;-;-;-;-;53
"230660 Itatira";64;-;-;-;-;64
"230670 Jaguaretama";8;-;-;-;-;8
"230680 Jaguaribara";332;-;-;-;-;332
"230700 Jaguaruana";26;-;-;-;-;26
"230710 Jardim";390;-;-;-;-;390
"230720 Jati";61;-;-;-;-;61
"230725 Jijoca de Jericoacoara";59;-;-;-;-;59
"230730 Juazeiro do Norte";47;1;-;-;-;48
"230740 Jucás";253;-;-;-;-;253
"230750 Lavras da Mangabeira";41;-;-;-;-;41
"230760 Limoeiro do Norte";23;1;-;-;-;24
"230763 Madalena";4;-;-;-;-;4
"230765 Maracanaú";61;-;-;-;-;61
"230770 Maranguape";479;6;-;-;1;486
"230780 Marco";46;-;-;-;-;46
"230800 Massapê";90;-;-;-;-;90
"230810 Mauriti";558;-;-;-;-;558
"230820 Meruoca";221;-;-;-;-;221
"230830 Milagres";229;-;-;-;-;229
"230835 Milhã";175;-;-;-;-;175
"230837 Miraíma";50;-;-;-;-;50
"230840 Missão Velha";99;1;-;-;-;100
"230850 Mombaça";159;-;-;-;-;159
"230860 Monsenhor Tabosa";35;-;-;-;-;35
"230870 Morada Nova";17;-;-;-;-;17
"230880 Moraújo";1;-;-;-;-;1
"230900 Mucambo";291;-;-;-;-;291
"230910 Mulungu";10;-;-;-;-;10
"230920 Nova Olinda";29;-;-;-;-;29
"230930 Nova Russas";158;-;-;-;-;158
"230940 Novo Oriente";111;-;-;-;-;111
"230945 Ocara";5;-;-;-;-;5
"230950 Orós";4;-;-;-;-;4
"230960 Pacajus";12;-;-;-;-;12
"230970 Pacatuba";140;-;-;-;-;140
"230980 Pacoti";147;-;-;-;-;147
"230990 Pacujá";10;-;-;-;-;10
"231000 Palhano";75;-;-;-;-;75
"231010 Palmácia";57;-;-;-;-;57
"231020 Paracuru";31;-;-;-;-;31
"231025 Paraipaba";7;1;-;-;-;8
"231030 Parambu";47;-;-;-;-;47
"231060 Penaforte";19;-;-;-;-;19
"231070 Pentecoste";266;-;-;-;-;266
"231080 Pereiro";16;-;-;-;-;16
"231085 Pindoretama";127;-;-;-;-;127
"231090 Piquet Carneiro";686;-;-;-;-;686
"231095 Pires Ferreira";251;-;-;-;-;251
"231100 Poranga";33;3;-;-;-;36
"231110 Porteiras";638;-;-;-;-;638
"231126 Quiterianópolis";2;-;-;-;-;2
"231130 Quixadá";174;-;-;-;-;174
"231135 Quixelô";4;-;-;-;-;4
"231140 Quixeramobim";149;-;-;-;-;149
"231150 Quixeré";82;-;-;-;-;82
"231160 Redenção";1;-;-;-;-;1
"231170 Reriutaba";793;-;-;-;-;793
"231180 Russas";574;-;-;-;-;574
"231190 Saboeiro";9;-;-;-;-;9
"231195 Salitre";1;-;-;-;-;1
"231220 Santa Quitéria";29;1;-;-;-;30
"231200 Santana do Acaraú";1;-;-;-;-;1
"231210 Santana do Cariri";31;-;-;-;-;31
"231230 São Benedito";7;-;-;-;-;7
"231240 São Gonçalo do Amarante";168;-;-;-;-;168
"231250 São João do Jaguaribe";2;-;-;-;-;2
"231260 São Luís do Curu";92;-;-;-;-;92
"231270 Senador Pompeu";2;-;-;-;-;2
"231290 Sobral";194;-;-;-;-;194
"231300 Solonópole";2;-;-;-;-;2
"231310 Tabuleiro do Norte";162;-;-;-;-;162
"231320 Tamboril";7;-;-;-;-;7
"231330 Tauá";349;-;-;-;-;349
"231335 Tejuçuoca";10;-;-;-;-;10
"231340 Tianguá";501;-;-;-;-;501
"231350 Trairi";313;-;-;-;-;313
"231355 Tururu";64;-;-;-;-;64
"231360 Ubajara";62;-;-;-;-;62
"231370 Umari";32;-;-;-;-;32
"231375 Umirim";129;3;-;-;-;132
"231380 Uruburetama";35;-;-;-;-;35
"231390 Uruoca";29;-;-;-;-;29
"231395 Varjota";5;-;-;-;1;6
"231400 Várzea Alegre";451;1;-;-;-;452
"231410 Viçosa do Ceará";43;-;-;-;-;43
"240010 Acari";40;-;-;-;-;40
"240020 Açu";138;-;-;-;-;138
"240050 Alexandria";9;-;-;-;-;9
"240080 Angicos";1;-;-;-;-;1
"240100 Apodi";9;-;-;-;-;9
"240110 Areia Branca";4;-;-;-;-;4
"240120 Arês";66;-;-;-;-;66
"240130 Augusto Severo";13;-;-;-;-;13
"240145 Baraúna";48;-;-;-;-;48
"240150 Barcelona";50;-;-;-;-;50
"240165 Bodó";31;-;-;-;-;31
"240180 Brejinho";71;-;-;-;-;71
"240190 Caiçara do Rio do Vento";18;-;-;-;-;18
"240200 Caicó";122;-;-;-;-;122
"240220 Canguaretama";11;-;-;-;-;11
"240230 Caraúbas";4;-;-;-;-;4
"240240 Carnaúba dos Dantas";4;-;-;-;-;4
"240260 Ceará-Mirim";12;-;-;-;-;12
"240270 Cerro Corá";196;-;-;-;-;196
"240290 Coronel João Pessoa";2;-;-;-;-;2
"240300 Cruzeta";37;-;-;-;-;37
"240310 Currais Novos";12;-;-;-;-;12
"240320 Doutor Severiano";23;-;-;-;-;23
"240340 Equador";28;-;-;-;-;28
"240360 Extremoz";2;-;-;-;-;2
"240375 Fernando Pedroza";5;-;-;-;-;5
"240380 Florânia";8;-;-;-;-;8
"240390 Francisco Dantas";2;-;-;-;-;2
"240420 Goianinha";22;-;-;-;-;22
"240450 Guamaré";112;-;-;-;-;112
"240460 Ielmo Marinho";4;-;-;-;-;4
"240485 Itajá";1;-;-;-;-;1
"240500 Jaçanã";4;-;-;-;-;4
"240510 Jandaíra";8;-;-;-;-;8
"240520 Janduís";5;-;-;-;-;5
"240530 Januário Cicco";1;-;-;-;-;1
"240550 Jardim de Angicos";16;-;-;-;-;16
"240560 Jardim de Piranhas";5;-;-;-;-;5
"240570 Jardim do Seridó";24;-;-;-;-;24
"240580 João Câmara";16;-;-;-;-;16
"240600 José da Penha";37;-;-;-;-;37
"240610 Jucurutu";7;-;-;-;-;7
"240615 Jundiá";14;-;-;-;-;14
"240630 Lagoa de Pedras";4;-;-;-;-;4
"240640 Lagoa de Velhos";35;-;-;-;-;35
"240650 Lagoa Nova";9;-;-;-;-;9
"240670 Lajes";78;-;-;-;-;78
"240680 Lajes Pintadas";162;-;-;-;-;162
"240690 Lucrécia";30;-;-;-;-;30
"240700 Luís Gomes";4;-;-;-;-;4
"240710 Macaíba";31;-;-;-;-;31
"240720 Macau";67;-;-;-;-;67
"240730 Marcelino Vieira";2;-;-;-;-;2
"240750 Maxaranguape";2;-;-;-;-;2
"240770 Montanhas";1;-;-;-;-;1
"240780 Monte Alegre";1;-;-;-;-;1
"240800 Mossoró";1156;-;-;-;-;1156
"240810 Natal";426;8;-;-;-;434
"240820 Nísia Floresta";14;-;-;-;-;14
"240830 Nova Cruz";101;-;-;-;-;101
"240850 Ouro Branco";1;-;-;-;-;1
"240860 Paraná";29;-;-;-;-;29
"240880 Parazinho";3;-;-;-;-;3
"240890 Parelhas";222;-;-;-;-;222
"240325 Parnamirim";235;1;-;-;-;236
"240910 Passa e Fica";13;2;-;-;-;15
"240920 Passagem";-;1;-;-;-;1
"240930 Patu";20;-;-;-;-;20
"240940 Pau dos Ferros";5;-;-;-;-;5
"240970 Pedro Avelino";48;-;-;-;-;48
"241000 Pilões";1;-;-;-;-;1
"241010 Poço Branco";3;-;-;-;-;3
"241025 Porto do Mangue";11;1;-;-;-;12
"241050 Rafael Fernandes";4;-;-;-;-;4
"241080 Riacho de Santana";6;-;-;-;-;6
"241090 Riachuelo";74;-;-;-;-;74
"240895 Rio do Fogo";6;-;-;-;-;6
"241110 Ruy Barbosa";79;-;-;-;-;79
"241120 Santa Cruz";3;-;-;-;-;3
"240933 Santa Maria";60;-;-;-;-;60
"241140 Santana do Matos";25;-;-;-;-;25
"241150 Santo Antônio";28;-;-;-;-;28
"241170 São Bento do Trairí";1;-;-;-;-;1
"241190 São Francisco do Oeste";6;-;-;-;-;6
"241200 São Gonçalo do Amarante";41;-;-;-;-;41
"241210 São João do Sabugi";32;-;-;-;-;32
"241220 São José de Mipibu";47;1;-;-;-;48
"241230 São José do Campestre";7;-;-;-;-;7
"241240 São José do Seridó";51;-;-;-;-;51
"241250 São Miguel";3;-;-;-;-;3
"241255 São Miguel do Gostoso";86;-;-;-;-;86
"241260 São Paulo do Potengi";56;-;-;-;-;56
"241270 São Pedro";1;-;-;-;-;1
"241300 São Vicente";10;-;-;-;-;10
"241320 Senador Georgino Avelino";6;-;-;-;-;6
"241030 Serra Caiada";7;-;-;-;-;7
"241350 Serrinha";8;-;-;-;-;8
"241370 Sítio Novo";15;-;-;-;-;15
"241400 Tangará";5;-;-;-;-;5
"241105 Tibau";3;-;-;-;-;3
"241420 Tibau do Sul";13;1;-;-;-;14
"241430 Timbaúba dos Batistas";6;-;-;-;-;6
"241440 Touros";12;-;-;-;-;12
"241450 Umarizal";-;1;-;-;-;1
"241460 Upanema";6;-;-;-;-;6
"241470 Várzea";16;-;-;-;-;16
"241475 Venha-Ver";2;-;-;-;-;2
"241480 Vera Cruz";7;1;-;-;-;8
"250010 Água Branca";87;-;-;-;-;87
"250030 Alagoa Grande";335;-;-;-;-;335
"250040 Alagoa Nova";3;-;-;-;-;3
"250060 Alhandra";1063;-;-;-;-;1063
"250073 Amparo";3;-;-;-;-;3
"250077 Aparecida";1;-;-;-;-;1
"250090 Arara";63;-;-;-;-;63
"250100 Araruna";4;-;-;-;-;4
"250110 Areia";4;-;-;-;-;4
"250115 Areia de Baraúnas";2;-;-;-;-;2
"250120 Areial";45;-;-;-;-;45
"250130 Aroeiras";45;-;-;-;-;45
"250135 Assunção";6;1;-;-;-;7
"250140 Baía da Traição";1;-;-;-;-;1
"250150 Bananeiras";5;-;-;-;-;5
"250153 Baraúna";23;-;-;-;-;23
"250157 Barra de Santana";18;-;-;-;-;18
"250170 Barra de São Miguel";2;-;-;-;-;2
"250180 Bayeux";17;-;-;-;-;17
"250190 Belém";20;-;-;-;-;20
"250200 Belém do Brejo do Cruz";14;-;-;-;-;14
"250220 Bom Jesus";30;-;-;-;-;30
"250230 Bom Sucesso";3;-;-;-;-;3
"250250 Boqueirão";3;-;-;-;-;3
"250270 Borborema";2;-;-;-;-;2
"250300 Caaporã";11;-;-;-;-;11
"250310 Cabaceiras";10;-;-;-;-;10
"250320 Cabedelo";7;-;-;-;-;7
"250330 Cachoeira dos Índios";2;-;-;-;-;2
"250340 Cacimba de Areia";1;-;-;-;-;1
"250350 Cacimba de Dentro";1;-;-;-;-;1
"250355 Cacimbas";5;-;-;-;-;5
"250370 Cajazeiras";74;-;-;-;-;74
"250390 Camalaú";54;-;-;-;-;54
"250400 Campina Grande";213;-;-;-;-;213
"250403 Capim";1;-;-;-;-;1
"250407 Caraúbas";11;-;-;-;-;11
"250415 Casserengue";2;-;-;-;-;2
"250430 Catolé do Rocha";2;-;-;-;-;2
"250460 Conde";57;-;-;-;-;57
"250470 Congo";4;-;-;-;-;4
"250480 Coremas";1;-;-;-;-;1
"250485 Coxixola";1;-;-;-;-;1
"250490 Cruz do Espírito Santo";9;-;-;-;-;9
"250510 Cuité";8;-;-;-;-;8
"250540 Desterro";18;-;-;-;-;18
"250560 Diamante";6;3;-;-;-;9
"250570 Dona Inês";6;-;-;-;-;6
"250580 Duas Estradas";1;-;-;-;-;1
"250600 Esperança";84;-;-;-;-;84
"250610 Fagundes";1;-;-;-;-;1
"250620 Frei Martinho";116;-;-;-;-;116
"250630 Guarabira";58;-;-;-;-;58
"250640 Gurinhém";1;-;-;-;-;1
"250650 Gurjão";16;-;-;-;-;16
"250660 Ibiara";1;-;-;-;-;1
"250670 Imaculada";18;-;-;-;-;18
"250680 Ingá";26;-;-;-;-;26
"250690 Itabaiana";3;-;-;-;-;3
"250700 Itaporanga";2;-;-;-;-;2
"250730 Jacaraú";1;-;-;-;-;1
"250750 João Pessoa";317;-;-;-;-;317
"251365 Joca Claudino";5;-;-;-;-;5
"250760 Juarez Távora";1;-;-;-;-;1
"250770 Juazeirinho";1;-;-;-;-;1
"250800 Juru";21;-;-;-;-;21
"250810 Lagoa";5;-;-;-;-;5
"250830 Lagoa Seca";95;1;-;-;-;96
"250850 Livramento";4;-;-;-;-;4
"250855 Logradouro";11;-;-;-;-;11
"250870 Mãe d'Água";1;-;-;-;-;1
"250890 Mamanguape";2;-;-;-;-;2
"250900 Manaíra";7;-;-;-;-;7
"250910 Mari";1;-;-;-;-;1
"250915 Marizópolis";38;-;-;-;-;38
"250930 Mataraca";2;-;-;-;-;2
"250939 Maturéia";10;-;-;-;-;10
"250960 Monte Horebe";-;1;-;-;-;1
"250970 Monteiro";3289;-;-;-;-;3289
"250990 Natuba";1;-;-;-;-;1
"251010 Nova Floresta";2;-;-;-;-;2
"251030 Nova Palmeira";3;-;-;-;-;3
"251060 Ouro Velho";22;-;-;-;-;22
"251080 Patos";73;-;-;-;-;73
"251090 Paulista";1;-;-;-;-;1
"251110 Pedra Lavrada";101;-;-;-;-;101
"251120 Pedras de Fogo";17;-;-;-;-;17
"251272 Pedro Régis";21;-;-;-;-;21
"251130 Piancó";45;-;-;-;-;45
"251140 Picuí";104;-;-;-;-;104
"251150 Pilar";8;-;-;-;-;8
"251190 Pitimbu";11;-;-;-;-;11
"251200 Pocinhos";6;-;-;-;-;6
"251210 Pombal";37;-;-;-;-;37
"251220 Prata";24;-;-;-;-;24
"251230 Princesa Isabel";52;1;1;-;-;54
"251240 Puxinanã";42;-;-;-;-;42
"251250 Queimadas";32;-;-;-;-;32
"251270 Remígio";1;-;-;-;-;1
"251274 Riachão";1;-;-;-;-;1
"251278 Riacho de Santo Antônio";9;-;-;-;-;9
"251290 Rio Tinto";1;-;-;-;-;1
"251310 Salgado de São Félix";10;-;-;-;-;10
"251320 Santa Cruz";1;-;-;-;-;1
"251330 Santa Helena";2;-;-;-;-;2
"251370 Santa Rita";533;-;-;-;-;533
"251390 São Bento";4;-;-;-;-;4
"251396 São Domingos";12;-;-;-;-;12
"250070 São João do Rio do Peixe";109;-;-;-;-;109
"251410 São João do Tigre";44;-;-;-;-;44
"251420 São José da Lagoa Tapada";1;-;-;-;-;1
"251440 São José de Espinharas";12;-;-;-;-;12
"251450 São José de Piranhas";1;-;-;-;-;1
"251465 São José do Brejo do Cruz";3;-;-;-;-;3
"251470 São José do Sabugi";25;-;-;-;-;25
"251445 São José dos Ramos";103;-;-;-;-;103
"251490 São Mamede";2;-;-;-;-;2
"251500 São Miguel de Taipu";1;-;-;-;-;1
"251510 São Sebastião de Lagoa de Roça";14;-;-;-;-;14
"251520 São Sebastião do Umbuzeiro";28;-;-;-;-;28
"251540 São Vicente do Seridó";9;-;-;-;-;9
"251530 Sapé";3;-;-;-;-;3
"251550 Serra Branca";2;-;-;-;-;2
"251570 Serra Grande";23;-;-;-;-;23
"251590 Serraria";1;-;-;-;-;1
"251593 Sertãozinho";56;-;-;-;-;56
"251600 Solânea";1;-;-;-;-;1
"251615 Sossêgo";2;-;-;-;-;2
"251620 Sousa";314;-;-;-;-;314
"251630 Sumé";6;-;-;-;-;6
"251650 Taperoá";26;-;-;-;-;26
"251660 Tavares";71;-;-;-;-;71
"251670 Teixeira";12;-;-;-;-;12
"251690 Uiraúna";8;-;-;-;-;8
"251710 Várzea";6;-;-;-;-;6
"251720 Vieirópolis";3;2;-;-;-;5
"250550 Vista Serrana";5;-;-;-;-;5
"251740 Zabelê";102;-;-;-;-;102
"260005 Abreu e Lima";42;-;-;-;-;42
"260010 Afogados da Ingazeira";642;-;-;-;-;642
"260020 Afrânio";76;-;-;-;-;76
"260040 Água Preta";6;-;-;-;-;6
"260050 Águas Belas";827;-;-;-;-;827
"260060 Alagoinha";390;-;-;-;-;390
"260070 Aliança";8;-;-;-;-;8
"260080 Altinho";208;-;-;-;-;208
"260090 Amaraji";20;-;-;-;-;20
"260100 Angelim";2;-;-;-;-;2
"260105 Araçoiaba";4;-;-;-;-;4
"260110 Araripina";50;-;-;-;-;50
"260120 Arcoverde";13;19;-;-;-;32
"260130 Barra de Guabiraba";13;-;-;-;-;13
"260140 Barreiros";58;-;1;-;-;59
"260150 Belém de Maria";1;-;-;-;-;1
"260160 Belém do São Francisco";115;-;-;-;-;115
"260170 Belo Jardim";2495;-;-;-;-;2495
"260180 Betânia";2;-;-;-;-;2
"260190 Bezerros";196;-;-;-;-;196
"260200 Bodocó";18;-;-;-;-;18
"260210 Bom Conselho";175;-;-;-;-;175
"260220 Bom Jardim";10;-;-;-;-;10
"260230 Bonito";36;-;-;-;-;36
"260240 Brejão";1;-;-;-;-;1
"260250 Brejinho";8;-;-;-;-;8
"260260 Brejo da Madre de Deus";5;-;-;-;-;5
"260270 Buenos Aires";26;-;-;-;-;26
"260280 Buíque";578;-;-;-;-;578
"260290 Cabo de Santo Agostinho";38;-;-;-;-;38
"260300 Cabrobó";39;-;-;-;-;39
"260310 Cachoeirinha";9;-;-;-;-;9
"260320 Caetés";53;-;-;-;-;53
"260330 Calçado";14;-;-;-;-;14
"260340 Calumbi";1;-;-;-;-;1
"260345 Camaragibe";37;-;-;-;-;37
"260350 Camocim de São Félix";8;-;-;-;-;8
"260360 Camutanga";24;-;-;-;-;24
"260370 Canhotinho";19;2;-;-;-;21
"260380 Capoeiras";-;1;-;-;-;1
"260390 Carnaíba";63;-;-;-;-;63
"260392 Carnaubeira da Penha";2;-;-;-;-;2
"260400 Carpina";20;-;-;-;-;20
"260410 Caruaru";34;-;-;-;-;34
"260415 Casinhas";115;-;-;-;-;115
"260420 Catende";7;-;-;-;-;7
"260430 Cedro";10;-;-;-;-;10
"260440 Chã de Alegria";19;-;-;-;-;19
"260450 Chã Grande";109;-;-;-;-;109
"260460 Condado";558;-;-;-;-;558
"260470 Correntes";62;-;-;-;-;62
"260480 Cortês";7;-;-;-;-;7
"260490 Cumaru";113;-;-;-;-;113
"260500 Cupira";5;-;-;-;-;5
"260510 Custódia";106;-;-;-;-;106
"260515 Dormentes";93;-;-;-;-;93
"260520 Escada";1;-;-;-;-;1
"260530 Exu";11;-;-;-;-;11
"260540 Feira Nova";2;-;-;-;-;2
"260545 Fernando de Noronha";168;-;-;-;-;168
"260550 Ferreiros";1;-;-;-;-;1
"260560 Flores";17;-;-;-;-;17
"260570 Floresta";51;-;-;-;-;51
"260600 Garanhuns";1024;-;-;-;-;1024
"260610 Glória do Goitá";10;-;-;-;-;10
"260620 Goiana";3;-;-;-;-;3
"260630 Granito";1;-;-;-;-;1
"260640 Gravatá";141;-;-;-;-;141
"260650 Iati";1281;-;-;-;-;1281
"260660 Ibimirim";103;-;-;-;-;103
"260680 Igarassu";4;-;-;-;-;4
"260690 Iguaracy";176;-;-;-;-;176
"260760 Ilha de Itamaracá";4;-;-;-;-;4
"260700 Inajá";8;-;-;-;-;8
"260710 Ingazeira";13;-;-;-;-;13
"260720 Ipojuca";184;-;-;-;-;184
"260730 Ipubi";75;-;-;-;-;75
"260740 Itacuruba";44;-;-;-;-;44
"260750 Itaíba";330;-;-;-;-;330
"260765 Itambé";606;-;-;-;-;606
"260770 Itapetim";395;-;-;-;-;395
"260775 Itapissuma";10;-;-;-;-;10
"260780 Itaquitinga";390;-;-;-;-;390
"260790 Jaboatão dos Guararapes";19;-;-;-;-;19
"260795 Jaqueira";12;-;-;-;-;12
"260800 Jataúba";1385;-;-;-;-;1385
"260805 Jatobá";14;-;-;-;-;14
"260810 João Alfredo";232;-;-;-;-;232
"260820 Joaquim Nabuco";5;-;-;-;-;5
"260830 Jupi";7;-;-;-;-;7
"260840 Jurema";30;2;-;-;-;32
"260850 Lagoa de Itaenga";86;-;-;-;-;86
"260845 Lagoa do Carro";232;-;-;-;-;232
"260860 Lagoa do Ouro";6;-;-;-;-;6
"260870 Lagoa dos Gatos";2;-;-;-;-;2
"260875 Lagoa Grande";7;-;-;-;-;7
"260880 Lajedo";2;-;-;-;-;2
"260890 Limoeiro";2050;-;-;-;-;2050
"260900 Macaparana";550;-;-;-;-;550
"260910 Machados";19;-;-;-;-;19
"260915 Manari";158;-;-;-;-;158
"260930 Mirandiba";19;-;-;-;-;19
"260950 Nazaré da Mata";23;-;-;-;-;23
"260960 Olinda";31;-;-;-;-;31
"260980 Orocó";3;-;-;-;-;3
"260990 Ouricuri";5;-;-;-;-;5
"261000 Palmares";39;-;-;-;-;39
"261020 Panelas";29;-;-;-;-;29
"261030 Paranatama";8;-;-;-;-;8
"261040 Parnamirim";19;-;-;-;-;19
"261050 Passira";4;-;-;-;-;4
"261070 Paulista";14;-;-;-;-;14
"261080 Pedra";132;-;-;-;-;132
"261090 Pesqueira";1107;-;-;-;-;1107
"261100 Petrolândia";22;-;-;-;-;22
"261110 Petrolina";1482;-;-;-;-;1482
"261120 Poção";58;-;-;-;-;58
"261130 Pombos";7;-;-;-;-;7
"261140 Primavera";17;-;-;-;-;17
"261153 Quixaba";12;-;-;-;-;12
"261160 Recife";7353;-;-;1;-;7354
"261170 Riacho das Almas";15;-;-;-;-;15
"261180 Ribeirão";7;-;-;-;-;7
"261190 Rio Formoso";19;-;-;-;-;19
"261200 Sairé";16;-;-;-;-;16
"261210 Salgadinho";11;-;-;-;-;11
"261220 Salgueiro";174;-;-;-;-;174
"261230 Saloá";15;-;-;-;-;15
"261240 Sanharó";698;-;-;-;-;698
"261245 Santa Cruz";1;-;-;-;-;1
"261247 Santa Cruz da Baixa Verde";1;-;-;-;-;1
"261250 Santa Cruz do Capibaribe";40;-;-;-;-;40
"261255 Santa Filomena";1;-;-;-;-;1
"261260 Santa Maria da Boa Vista";16;-;-;-;-;16
"261270 Santa Maria do Cambucá";76;-;-;-;-;76
"261280 Santa Terezinha";40;-;-;-;-;40
"261290 São Benedito do Sul";4;-;-;-;-;4
"261300 São Bento do Una";30;-;-;-;-;30
"261310 São Caitano";1;-;-;-;-;1
"261320 São João";21;-;-;-;-;21
"261330 São Joaquim do Monte";1;-;-;-;-;1
"261340 São José da Coroa Grande";5;-;-;-;-;5
"261350 São José do Belmonte";106;-;-;-;-;106
"261360 São José do Egito";3;-;-;-;-;3
"261370 São Lourenço da Mata";11;-;-;-;-;11
"261380 São Vicente Ferrer";8;-;-;-;-;8
"261390 Serra Talhada";406;-;-;-;-;406
"261400 Serrita";32;-;-;-;-;32
"261410 Sertânia";26;-;-;-;-;26
"261420 Sirinhaém";19;-;-;-;-;19
"261440 Solidão";25;-;-;-;-;25
"261450 Surubim";1043;-;-;-;-;1043
"261460 Tabira";55;-;-;-;-;55
"261470 Tacaimbó";1;-;-;-;-;1
"261480 Tacaratu";2;-;-;-;-;2
"261485 Tamandaré";2;-;-;-;-;2
"261500 Taquaritinga do Norte";1;-;-;-;-;1
"261510 Terezinha";1;-;-;-;-;1
"261520 Terra Nova";28;-;-;-;-;28
"261530 Timbaúba";462;-;-;-;-;462
"261540 Toritama";4;-;-;-;-;4
"261550 Tracunhaém";8;-;-;-;-;8
"261560 Trindade";2;-;-;-;-;2
"261570 Triunfo";3;-;-;-;-;3
"261580 Tupanatinga";219;-;-;-;-;219
"261590 Tuparetama";16;-;-;-;-;16
"261600 Venturosa";3;-;-;-;-;3
"261610 Verdejante";36;-;-;-;-;36
"261618 Vertente do Lério";2;-;-;-;-;2
"261620 Vertentes";2010;-;-;-;-;2010
"261630 Vicência";18;-;-;-;-;18
"261640 Vitória de Santo Antão";934;-;-;-;-;934
"270010 Água Branca";14;-;-;-;-;14
"270020 Anadia";56;-;-;-;-;56
"270030 Arapiraca";3043;-;-;-;-;3043
"270040 Atalaia";5;-;-;-;-;5
"270050 Barra de Santo Antônio";11;-;-;-;-;11
"270060 Barra de São Miguel";13;-;-;-;-;13
"270070 Batalha";1;-;-;-;-;1
"270080 Belém";1;-;-;-;-;1
"270100 Boca da Mata";26;-;-;-;-;26
"270110 Branquinha";7;-;-;-;-;7
"270120 Cacimbinhas";6;-;-;-;-;6
"270130 Cajueiro";13;-;-;-;-;13
"270140 Campo Alegre";44;-;-;-;-;44
"270160 Canapi";4;-;-;-;-;4
"270170 Capela";2;-;-;-;-;2
"270180 Carneiros";2;-;-;-;-;2
"270190 Chã Preta";20;-;-;-;-;20
"270200 Coité do Nóia";31;-;-;-;-;31
"270210 Colônia Leopoldina";78;-;-;-;-;78
"270220 Coqueiro Seco";20;-;-;-;-;20
"270230 Coruripe";2;-;-;-;-;2
"270235 Craíbas";62;-;-;-;-;62
"270240 Delmiro Gouveia";353;-;-;-;-;353
"270250 Dois Riachos";117;-;-;-;-;117
"270255 Estrela de Alagoas";13;-;-;-;-;13
"270260 Feira Grande";66;-;-;-;-;66
"270280 Flexeiras";7;-;-;-;-;7
"270290 Girau do Ponciano";96;-;-;-;-;96
"270300 Ibateguara";1;-;-;-;-;1
"270310 Igaci";16;-;-;-;-;16
"270320 Igreja Nova";1;-;-;-;-;1
"270330 Inhapi";1456;-;-;-;4;1460
"270360 Japaratinga";24;-;-;-;-;24
"270370 Jaramataia";2;-;-;-;-;2
"270375 Jequiá da Praia";3;1;-;-;-;4
"270380 Joaquim Gomes";21;4;-;-;-;25
"270400 Junqueiro";12;-;-;-;-;12
"270410 Lagoa da Canoa";39;-;-;-;-;39
"270420 Limoeiro de Anadia";17;-;-;-;-;17
