DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2017
"Município infecção";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"292030 Malhada de Pedras";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"292110 Medeiros Neto";-;2;-;2;-;-;-;-;-;-;-;-;2;6
"292145 Mirante";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"292170 Morro do Chapéu";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"292190 Mucugê";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"292200 Mucuri";-;20;24;38;13;1;3;3;3;-;1;-;1;107
"292210 Mundo Novo";-;-;1;3;-;1;-;-;-;-;2;-;-;7
"292230 Muritiba";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"292300 Nova Viçosa";-;20;-;1;-;-;-;-;-;-;-;-;-;21
"292303 Novo Horizonte";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"292320 Oliveira dos Brejinhos";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"292390 Pau Brasil";-;1;2;10;1;-;-;-;-;-;-;-;-;14
"292400 Paulo Afonso";-;-;-;-;-;1;-;1;-;-;-;-;-;2
"292440 Pilão Arcado";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"292510 Poções";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"292520 Pojuca";-;-;1;1;1;-;1;-;1;-;-;-;-;5
"292530 Porto Seguro";-;5;2;-;-;1;-;2;-;-;2;-;-;12
"292550 Prado";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"292560 Presidente Dutra";-;1;1;-;-;-;-;1;1;-;-;-;1;5
"292575 Presidente Tancredo Neves";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"292600 Remanso";-;2;3;2;2;1;-;2;7;7;1;-;-;27
"292610 Retirolândia";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"292640 Riacho de Santana";-;1;-;-;1;-;-;-;-;-;-;-;-;2
"292660 Ribeira do Pombal";-;-;-;-;-;-;-;-;11;5;3;4;5;28
"292740 Salvador";-;2;3;6;2;5;11;11;8;4;10;4;3;69
"292770 Santa Cruz Cabrália";-;-;-;-;-;-;-;-;-;-;-;-;2;2
"292810 Santa Maria da Vitória";-;8;4;20;12;9;2;-;-;2;3;4;5;69
"292840 Santa Rita de Cássia";-;-;1;-;4;-;1;-;-;-;-;-;-;6
"292870 Santo Antônio de Jesus";-;1;-;-;-;-;-;-;-;-;-;-;1;2
"292880 Santo Estêvão";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"292890 São Desidério";-;-;-;1;-;-;1;-;-;-;-;-;-;2
"292895 São Domingos";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"292905 São Félix do Coribe";-;-;-;2;2;2;-;-;-;-;-;-;-;6
"292980 Saúde";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"292990 Seabra";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"293010 Senhor do Bonfim";-;-;1;-;1;-;-;-;-;-;-;-;-;2
"293050 Serrinha";-;-;-;-;-;-;1;5;3;1;3;1;4;18
"293060 Serrolândia";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"293070 Simões Filho";-;-;1;1;1;-;2;-;-;-;-;-;-;5
"293105 Tanque Novo";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"293110 Tanquinho";-;1;-;2;4;5;-;-;-;1;-;-;1;14
"293135 Teixeira de Freitas";-;32;-;-;2;-;3;-;-;1;-;-;5;43
"293240 Uibaí";-;-;1;3;5;4;-;-;-;-;-;1;-;14
"293250 Una";-;-;-;-;-;1;1;1;2;1;-;-;-;6
"293270 Uruçuca";-;-;9;30;16;3;-;-;-;-;-;-;-;58
"293315 Várzea Nova";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"293320 Vera Cruz";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"293330 Vitória da Conquista";-;3;-;-;3;6;1;-;-;1;-;-;-;14
"293345 Wanderley";-;-;4;137;91;18;10;8;1;-;-;-;-;269
"293350 Wenceslau Guimarães";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"310010 Abadia dos Dourados";-;2;-;-;-;-;-;-;-;-;-;-;-;2
"310040 Acaiaca";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"310050 Açucena";-;1;2;-;3;-;1;-;-;1;-;-;-;8
"310060 Água Boa";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"310070 Água Comprida";-;1;1;-;1;-;-;-;-;-;-;-;-;3
"310080 Aguanil";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"310090 Águas Formosas";-;-;-;3;-;-;1;1;-;-;-;-;-;5
"310100 Águas Vermelhas";-;-;1;13;13;-;-;-;-;-;-;-;-;27
"310110 Aimorés";-;-;16;12;4;-;-;-;1;-;-;-;-;33
"310150 Além Paraíba";-;1;-;-;-;-;-;-;-;-;-;1;1;3
"310160 Alfenas";-;5;1;5;8;2;-;1;-;2;9;-;1;34
"310170 Almenara";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"310180 Alpercata";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"310200 Alterosa";-;-;-;-;-;-;-;-;-;7;3;-;-;10
"310230 Alvinópolis";-;-;1;1;1;-;-;-;-;-;1;1;1;6
"310260 Andradas";-;-;-;1;-;-;-;-;-;-;-;1;-;2
"310300 Antônio Dias";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"310340 Araçuaí";-;31;17;12;7;15;7;4;5;5;8;1;5;117
"310350 Araguari";-;1;1;2;5;-;-;-;-;-;-;-;-;9
"310375 Araporã";-;-;-;8;1;-;-;-;-;-;-;-;1;10
"310400 Araxá";-;5;3;5;4;4;-;-;1;2;-;1;3;28
"310410 Arceburgo";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"310430 Areado";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"310450 Arinos";-;2;1;-;-;-;-;3;5;3;-;1;-;15
"310470 Ataléia";-;1;3;4;-;-;-;-;-;-;-;-;-;8
"310490 Baependi";-;-;-;-;1;-;-;-;-;-;1;-;-;2
"310510 Bambuí";-;-;-;2;-;1;-;-;-;-;-;-;-;3
"310520 Bandeira";-;1;-;3;-;-;-;-;-;-;1;-;-;5
"310550 Barão de Monte Alto";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"310560 Barbacena";-;4;2;2;1;-;-;-;-;-;-;-;-;9
"310620 Belo Horizonte";-;100;70;103;51;28;15;8;12;12;18;16;19;452
"310630 Belo Oriente";-;3;4;2;2;4;1;1;1;2;1;2;3;26
"310670 Betim";-;170;101;55;83;63;18;7;8;6;15;13;94;633
"310710 Boa Esperança";-;-;1;1;1;2;-;-;-;-;1;1;-;7
"310730 Bocaiúva";-;-;-;6;14;34;10;1;3;5;2;3;13;91
"310760 Bom Jesus da Penha";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"310780 Bom Jesus do Galho";-;2;-;-;-;-;2;-;-;1;-;1;1;7
"310830 Borda da Mata";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"310870 Brás Pires";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"310860 Brasília de Minas";-;19;118;256;102;31;4;-;-;-;-;-;1;531
"310880 Braúnas";-;-;-;-;1;-;-;1;-;-;-;1;-;3
"310900 Brumadinho";-;1;1;7;3;4;-;-;-;-;-;-;1;17
"310920 Buenópolis";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"310925 Bugre";-;-;1;-;2;-;-;-;1;-;-;1;-;5
"310930 Buritis";-;-;-;-;3;-;-;-;-;-;-;-;-;3
"310940 Buritizeiro";-;-;10;-;13;7;-;1;-;1;-;-;-;32
"310960 Cachoeira da Prata";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"310970 Cachoeira de Minas";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"310270 Cachoeira de Pajeú";-;2;-;-;-;-;-;-;-;-;-;-;-;2
"310980 Cachoeira Dourada";-;-;-;-;-;1;-;-;1;-;-;-;-;2
"310990 Caetanópolis";-;-;-;-;1;-;-;-;1;-;-;-;2;4
"311010 Caiana";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"311050 Camanducaia";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"311060 Cambuí";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"311070 Cambuquira";-;1;-;1;-;-;-;-;-;-;-;-;-;2
"311080 Campanário";-;-;1;1;-;-;-;-;1;-;-;-;-;3
"311090 Campanha";-;-;-;-;-;-;-;-;-;-;1;1;-;2
"311110 Campina Verde";-;-;1;1;1;1;-;-;-;1;-;-;1;6
"311115 Campo Azul";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"311120 Campo Belo";-;-;-;-;-;-;-;-;1;-;3;1;1;6
"311150 Campos Altos";-;1;-;-;-;-;-;-;-;-;-;1;-;2
"311180 Canápolis";-;-;4;7;13;13;3;2;1;-;4;3;2;52
"311205 Cantagalo";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"311230 Capelinha";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"311250 Capim Branco";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"311260 Capinópolis";-;-;2;7;13;3;6;-;1;-;1;1;-;34
"311270 Capitão Enéas";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"311280 Capitólio";-;-;1;-;-;-;-;-;-;-;1;-;-;2
"311300 Caraí";-;4;-;-;-;-;-;-;-;-;-;-;-;4
"311320 Carandaí";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"311330 Carangola";-;2;-;-;-;-;-;-;-;1;1;-;-;4
"311340 Caratinga";-;3;2;3;1;2;1;-;-;1;-;1;-;14
"311370 Carlos Chagas";-;-;-;1;-;-;-;-;-;-;1;-;1;3
"311400 Carmo da Mata";-;-;1;2;-;-;-;-;-;-;1;-;-;4
"311430 Carmo do Paranaíba";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"311450 Carmópolis de Minas";-;1;1;1;-;-;-;-;-;-;2;-;-;5
"311530 Cataguases";-;5;-;-;-;-;-;-;-;2;2;5;5;19
"311545 Catuji";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"311547 Catuti";-;-;-;-;-;-;-;3;2;3;1;-;8;17
"311550 Caxambu";-;1;-;-;-;-;1;1;1;-;-;1;1;6
"311570 Central de Minas";-;-;3;7;1;-;-;-;-;-;1;-;-;12
"311600 Chalé";-;1;-;1;-;-;-;-;-;-;-;-;-;2
"311615 Chapada Gaúcha";-;-;1;-;-;-;1;-;-;-;-;1;-;3
"311660 Cláudio";-;-;1;1;1;1;-;-;-;-;-;-;-;4
"311690 Comendador Gomes";-;-;-;2;1;-;-;-;-;-;-;-;1;4
"311710 Conceição da Aparecida";-;1;-;-;-;-;-;-;-;-;2;-;-;3
"311730 Conceição das Alagoas";-;2;3;4;1;-;-;-;-;2;2;-;-;14
"311780 Conceição dos Ouros";-;-;-;-;2;-;-;-;-;-;-;-;1;3
"311787 Confins";-;2;2;1;-;-;-;-;-;-;-;-;-;5
"311800 Congonhas";-;3;1;1;-;1;-;-;-;-;1;-;3;10
"311820 Conquista";-;1;3;1;-;-;-;-;2;1;-;-;-;8
"311830 Conselheiro Lafaiete";-;1;2;1;1;-;-;-;-;-;-;-;-;5
"311840 Conselheiro Pena";-;56;23;8;4;11;2;1;1;2;1;3;6;118
"311860 Contagem";-;63;37;84;48;38;23;15;9;13;12;12;10;364
"311870 Coqueiral";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"311900 Cordislândia";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"311910 Corinto";-;3;6;5;4;2;-;-;1;4;5;3;9;42
"311920 Coroaci";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"311930 Coromandel";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"311940 Coronel Fabriciano";-;37;49;117;123;124;139;53;20;21;28;10;17;738
"311950 Coronel Murta";-;1;2;-;-;-;-;-;1;-;-;-;-;4
"312010 Couto de Magalhães de Minas";-;-;-;1;11;18;-;-;-;-;-;-;-;30
"312020 Cristais";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"312060 Crucilândia";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"312070 Cruzeiro da Fortaleza";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"312080 Cruzília";-;-;-;1;1;1;-;-;-;-;-;-;-;3
"312083 Cuparaque";-;3;-;4;2;-;-;-;-;-;-;-;-;9
"312090 Curvelo";-;20;32;13;1;1;-;1;-;-;3;-;5;76
"312160 Diamantina";-;2;5;8;-;2;-;-;-;-;-;-;-;17
"312210 Divino das Laranjeiras";-;40;18;9;15;2;-;-;-;-;-;-;-;84
"312230 Divinópolis";-;3;1;6;3;3;3;3;3;11;17;12;11;76
"312290 Dona Eusébia";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"312320 Dores do Indaiá";-;-;1;1;-;-;-;-;1;1;1;-;1;6
"312340 Doresópolis";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"312350 Douradoquara";-;-;-;-;-;2;1;-;-;-;-;-;-;3
"312360 Elói Mendes";-;-;4;21;41;18;-;-;-;-;-;-;1;85
"312370 Engenheiro Caldas";-;-;2;2;-;-;-;-;-;-;-;-;-;4
"312390 Entre Rios de Minas";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"312410 Esmeraldas";-;-;-;-;-;-;1;-;-;-;1;-;-;2
"312470 Estrela do Indaiá";-;-;-;-;-;-;-;1;1;4;5;3;4;18
"312490 Eugenópolis";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"312520 Fama";-;-;-;1;-;1;-;-;-;-;-;-;-;2
"312560 Felisburgo";-;-;2;1;-;-;-;-;-;-;-;-;-;3
"312570 Felixlândia";-;-;-;-;-;-;-;-;-;-;-;1;3;4
"312580 Fernandes Tourinho";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"312595 Fervedouro";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"312610 Formiga";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"312620 Formoso";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"312650 Francisco Badaró";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"312670 Francisco Sá";-;1;-;4;9;-;3;-;1;1;2;1;-;22
"312675 Franciscópolis";-;-;1;2;-;-;1;-;-;-;-;-;-;4
"312680 Frei Gaspar";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"312690 Frei Inocêncio";-;1;-;1;-;-;-;-;-;-;-;-;-;2
"312700 Fronteira";-;1;-;-;-;-;-;-;-;-;1;-;-;2
"312705 Fronteira dos Vales";-;2;1;2;-;-;-;-;-;-;-;-;-;5
"312710 Frutal";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"312730 Galiléia";-;4;-;-;-;-;-;-;-;-;-;-;-;4
"312735 Glaucilândia";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"312738 Goianá";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"312760 Gouveia";-;-;2;-;-;-;-;-;-;-;-;-;-;2
"312770 Governador Valadares";-;321;918;568;97;57;4;4;1;4;7;11;25;2017
"312790 Grupiara";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"312800 Guanhães";-;2;-;-;-;-;1;-;-;-;-;-;-;3
"312830 Guaranésia";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"312870 Guaxupé";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"312880 Guidoval";-;3;-;-;-;-;-;-;-;-;-;-;1;4
"312890 Guimarânia";-;1;1;2;2;-;4;-;-;-;-;-;-;10
"312900 Guiricema";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"312910 Gurinhatã";-;8;7;7;5;3;1;2;2;4;4;3;6;52
"312930 Iapu";-;1;2;-;3;-;-;1;1;1;-;-;-;9
"312950 Ibiá";-;-;1;-;-;1;1;-;-;-;1;-;1;5
"312960 Ibiaí";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"312965 Ibiracatu";-;31;8;28;44;17;8;1;-;-;1;-;2;140
"312970 Ibiraci";-;-;-;-;4;-;-;-;-;-;-;-;1;5
"312980 Ibirité";-;14;9;7;4;2;2;-;-;-;1;2;1;42
"313005 Icaraí de Minas";-;-;-;-;-;-;-;-;-;1;-;-;1;2
"313010 Igarapé";-;3;1;-;-;-;-;-;-;-;-;-;2;6
"313020 Igaratinga";-;7;-;2;1;-;-;-;-;-;-;-;2;12
"313055 Imbé de Minas";-;2;-;-;-;-;-;-;-;-;-;-;-;2
"313060 Inconfidentes";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"313065 Indaiabira";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"313090 Inhapim";-;47;51;17;1;-;-;-;-;-;-;-;1;117
"313100 Inhaúma";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"313110 Inimutaba";-;1;-;-;1;-;-;-;-;-;-;-;-;2
"313115 Ipaba";-;7;7;13;19;9;1;-;2;1;3;-;-;62
"313120 Ipanema";-;2;-;-;-;-;-;-;-;-;-;-;-;2
"313130 Ipatinga";-;69;84;141;159;267;286;138;56;43;33;15;45;1336
"313140 Ipiaçu";-;-;-;-;3;-;1;-;-;2;-;-;-;6
"313160 Iraí de Minas";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"313170 Itabira";-;11;5;6;-;1;-;-;-;-;-;3;5;31
"313180 Itabirinha";-;-;1;9;3;-;-;-;-;-;-;-;-;13
"313190 Itabirito";-;3;-;1;-;-;-;-;-;2;-;-;2;8
"313210 Itacarambi";-;-;-;-;-;3;-;-;-;-;-;1;-;4
"313240 Itajubá";-;-;-;-;-;1;-;-;1;-;1;1;2;6
"313270 Itambacuri";-;18;3;4;2;-;-;-;1;1;-;1;2;32
"313320 Itanhomi";-;-;-;5;-;1;-;-;-;-;-;-;-;6
"313340 Itapagipe";-;15;22;39;20;10;-;1;-;-;-;-;-;107
"313350 Itapecerica";-;2;3;-;-;-;-;-;1;4;2;2;-;14
"313370 Itatiaiuçu";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"313375 Itaú de Minas";-;-;-;1;1;1;-;-;-;-;-;-;2;5
"313380 Itaúna";-;-;-;-;-;-;-;1;-;-;-;-;1;2
"313400 Itinga";-;-;3;3;8;1;2;-;1;-;-;-;-;18
"313420 Ituiutaba";-;10;7;12;51;55;18;13;2;4;4;-;6;182
"313440 Iturama";-;3;-;10;6;2;1;-;2;1;-;1;-;26
"313460 Jaboticatubas";-;-;1;-;-;-;1;-;-;-;1;-;-;3
"313480 Jacuí";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"313490 Jacutinga";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"313500 Jaguaraçu";-;1;-;-;-;1;-;-;-;-;1;1;1;5
"313505 Jaíba";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"313507 Jampruca";-;-;2;4;1;-;-;-;-;-;-;-;-;7
"313510 Janaúba";-;17;16;24;41;38;19;1;3;2;3;10;25;199
"313520 Januária";-;1;1;6;2;3;1;2;-;-;-;-;1;17
"313535 Japonvar";-;-;-;3;15;13;15;3;-;-;-;-;-;49
"313540 Jeceaba";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"313550 Jequeri";-;-;-;-;1;-;-;-;-;1;-;-;-;2
"313560 Jequitaí";-;-;-;2;4;-;-;-;-;-;-;-;-;6
"313580 Jequitinhonha";-;1;-;-;-;4;5;-;-;-;-;-;-;10
"313600 Joaíma";-;23;11;1;-;-;-;-;-;-;-;-;-;35
"313610 Joanésia";-;1;-;-;-;-;-;1;-;-;1;-;1;4
"313620 João Monlevade";-;3;5;-;-;-;1;-;-;-;-;-;-;9
"313630 João Pinheiro";-;-;2;-;-;1;2;1;1;-;-;-;-;7
"313650 Jordânia";-;3;-;-;-;-;-;-;-;-;-;-;-;3
"313665 Juatuba";-;3;-;1;-;-;-;-;-;-;1;-;-;5
"313670 Juiz de Fora";-;17;14;10;6;3;1;2;3;8;7;1;3;75
"313700 Ladainha";-;3;1;1;1;-;-;-;-;-;-;-;2;8
"313720 Lagoa da Prata";-;3;-;2;1;-;-;-;-;-;-;-;-;6
"313730 Lagoa dos Patos";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"313750 Lagoa Formosa";-;1;1;2;-;2;-;-;-;-;-;-;-;6
"313753 Lagoa Grande";-;-;-;1;-;-;2;1;-;-;-;-;-;4
"313760 Lagoa Santa";-;-;1;-;-;-;-;-;-;-;2;2;-;5
"313770 Lajinha";-;4;1;-;-;-;-;-;-;-;-;-;1;6
"313780 Lambari";-;-;-;2;-;-;-;-;-;-;1;-;-;3
"313810 Lassance";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"313820 Lavras";-;-;3;1;5;2;1;-;-;1;-;-;-;13
"313835 Leme do Prado";-;-;-;1;2;8;1;-;-;-;-;-;-;12
"313840 Leopoldina";-;1;-;2;-;1;1;-;1;-;1;2;3;12
"313860 Lima Duarte";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"313862 Limeira do Oeste";-;2;3;-;-;1;-;1;-;-;-;-;-;7
"313867 Luisburgo";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"313868 Luislândia";-;5;3;6;4;3;6;2;-;-;-;-;-;29
"313870 Luminárias";-;-;-;1;4;1;1;-;-;-;-;-;-;7
"313880 Luz";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"313890 Machacalis";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"313900 Machado";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"313920 Malacacheta";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"313925 Mamonas";-;-;-;-;-;1;-;-;-;1;-;-;-;2
"313930 Manga";-;1;-;5;-;1;-;-;1;-;-;-;-;8
"313940 Manhuaçu";-;2;1;1;-;-;1;-;-;-;-;-;-;5
"313960 Mantena";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"313970 Maravilhas";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"314000 Mariana";-;-;1;-;-;-;1;-;-;-;-;-;1;3
"314010 Marilac";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"314015 Mário Campos";-;2;3;-;1;-;-;-;-;-;1;2;-;9
"314030 Marliéria";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"314050 Martinho Campos";-;1;-;1;-;-;1;-;1;-;-;-;-;4
"314070 Mateus Leme";-;6;-;2;-;-;1;-;-;-;-;-;1;10
"314080 Matias Barbosa";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"314085 Matias Cardoso";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"314090 Matipó";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"314100 Mato Verde";-;-;-;-;-;-;2;-;-;-;-;-;-;2
"314110 Matozinhos";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"314120 Matutina";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"314140 Medina";-;15;70;180;4;9;7;-;1;1;-;-;2;289
"314160 Mercês";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"314170 Mesquita";-;1;1;2;-;-;2;-;1;-;-;-;-;7
"314180 Minas Novas";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"314200 Mirabela";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"314210 Miradouro";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"314220 Miraí";-;-;-;-;-;-;-;-;-;1;-;2;-;3
"314230 Moeda";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"314250 Monjolos";-;3;1;1;-;1;-;-;-;-;-;-;-;6
"314260 Monsenhor Paulo";-;-;2;22;30;14;3;-;-;-;-;1;-;72
"314270 Montalvânia";-;-;-;-;5;9;2;2;10;-;-;-;1;29
"314280 Monte Alegre de Minas";-;14;17;40;10;2;2;-;-;-;1;-;4;90
"314290 Monte Azul";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"314300 Monte Belo";-;-;-;1;-;-;-;-;-;-;-;-;2;3
"314310 Monte Carmelo";-;1;9;34;22;10;7;-;2;1;1;1;2;90
"314330 Montes Claros";-;8;6;15;15;19;4;-;2;3;-;6;3;81
"314350 Morada Nova de Minas";-;4;2;3;-;-;-;1;1;-;-;1;1;13
"314390 Muriaé";-;28;18;18;8;6;-;-;-;-;-;1;5;84
"314400 Mutum";-;9;4;6;5;5;10;-;1;-;-;-;2;42
"314430 Nanuque";-;15;2;5;11;11;6;-;-;1;1;1;-;53
"314435 Naque";-;-;-;1;-;-;-;-;-;-;-;1;2;4
"314450 Nazareno";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"314460 Nepomuceno";-;-;-;5;1;-;1;-;-;-;-;-;-;7
"314480 Nova Lima";-;18;28;22;19;10;5;1;-;-;-;-;-;103
"314505 Nova Porteirinha";-;-;-;3;-;-;-;-;-;-;-;-;-;3
"314520 Nova Serrana";-;-;2;3;6;2;-;-;-;-;-;-;-;13
"314530 Novo Cruzeiro";-;10;-;1;-;-;-;-;-;-;-;-;-;11
"314535 Novo Oriente de Minas";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"314610 Ouro Preto";-;-;-;1;-;-;-;1;-;-;-;1;-;3
"314620 Ouro Verde de Minas";-;2;-;2;1;-;-;-;-;1;-;-;-;6
"314630 Padre Paraíso";-;5;-;-;6;4;8;-;-;-;-;-;-;23
"314655 Pai Pedro";-;-;-;2;1;1;-;-;-;-;-;-;-;4
"314640 Paineiras";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"314650 Pains";-;-;-;1;1;1;-;2;-;-;-;-;-;5
"314670 Palma";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"314690 Papagaios";-;2;2;-;-;-;-;-;-;-;-;-;-;4
"314710 Pará de Minas";-;54;6;1;2;1;1;-;4;4;4;2;9;88
"314700 Paracatu";-;10;13;26;20;24;1;3;10;8;4;3;2;124
"314730 Paraisópolis";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"314740 Paraopeba";-;1;4;3;5;5;-;1;1;1;-;2;15;38
"314760 Passa Quatro";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"314790 Passos";-;1;-;1;-;1;-;-;-;-;2;1;-;6
"314800 Patos de Minas";-;14;28;80;120;100;40;10;8;12;16;16;3;447
"314810 Patrocínio";-;8;11;9;3;3;2;2;1;2;-;-;1;42
"314820 Patrocínio do Muriaé";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"314870 Pedra Azul";-;52;14;2;-;1;-;-;-;-;-;-;4;73
"314910 Pedralva";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"314930 Pedro Leopoldo";-;-;-;-;-;1;-;-;-;-;-;1;-;2
"314960 Pequi";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"314970 Perdigão";-;4;4;3;2;3;1;1;1;-;5;-;1;25
"314980 Perdizes";-;-;1;-;1;-;-;-;-;-;-;-;-;2
"314995 Periquito";-;-;-;3;-;-;-;-;-;-;-;-;-;3
"315015 Piedade de Caratinga";-;1;1;-;1;-;1;-;-;-;-;-;1;5
"315050 Pimenta";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"315053 Pingo-d'Água";-;-;-;-;-;3;10;-;-;-;-;-;-;13
"315057 Pintópolis";-;-;-;-;1;-;-;-;-;1;-;-;-;2
"315070 Pirajuba";-;-;1;2;2;7;2;4;1;-;-;-;-;19
"315080 Piranga";-;-;1;-;-;-;1;-;1;-;-;-;-;3
"315120 Pirapora";-;-;1;2;3;6;2;1;-;-;-;-;-;15
