DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2019
"Município infecção";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"250435 Caturité";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"250450 Condado";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"250460 Conde";-;-;-;14;36;22;18;7;11;33;5;3;-;149
"250470 Congo";-;-;-;-;-;1;1;-;1;-;1;-;-;4
"250480 Coremas";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"250490 Cruz do Espírito Santo";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"250510 Cuité";-;-;-;2;5;15;9;17;3;1;-;1;-;53
"250520 Cuitegi";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"250527 Curral de Cima";-;-;-;-;-;-;1;1;2;-;-;-;-;4
"250535 Damião";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"250540 Desterro";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"250580 Duas Estradas";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"250600 Esperança";-;7;26;57;111;54;32;20;12;10;6;7;-;342
"250620 Frei Martinho";-;-;-;-;-;-;-;-;-;4;6;1;-;11
"250630 Guarabira";-;-;-;2;8;1;3;1;33;53;61;25;-;187
"250640 Gurinhém";-;-;-;1;-;1;1;1;5;-;-;-;-;9
"250670 Imaculada";-;-;-;1;-;-;-;-;1;-;-;-;-;2
"250690 Itabaiana";-;-;-;-;-;-;1;-;-;1;-;-;-;2
"250700 Itaporanga";-;-;-;3;-;-;-;-;-;-;-;-;-;3
"250730 Jacaraú";-;-;-;-;-;-;-;2;-;-;-;-;-;2
"250740 Jericó";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"250750 João Pessoa";-;23;33;125;709;1230;1061;781;628;334;184;130;66;5304
"251365 Joca Claudino";-;-;-;-;-;-;9;10;6;6;2;-;-;33
"250780 Junco do Seridó";-;-;-;-;-;1;9;8;4;-;-;-;-;22
"250790 Juripiranga";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"250800 Juru";-;-;-;-;-;1;1;1;-;-;-;-;-;3
"250810 Lagoa";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"250820 Lagoa de Dentro";-;-;-;1;3;10;-;-;-;-;-;-;-;14
"250830 Lagoa Seca";-;-;1;5;-;-;8;1;2;5;1;1;-;24
"250840 Lastro";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"250850 Livramento";-;-;-;-;-;4;-;1;-;-;-;-;-;5
"250855 Logradouro";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"250860 Lucena";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"250870 Mãe d'Água";-;-;-;-;-;3;-;-;-;-;-;-;-;3
"250880 Malta";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"250890 Mamanguape";-;-;1;1;5;17;7;9;-;2;-;-;-;42
"250900 Manaíra";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"250905 Marcação";-;-;-;1;-;2;1;4;1;-;-;-;-;9
"250915 Marizópolis";-;1;-;2;3;3;-;2;1;1;-;-;-;13
"250939 Maturéia";-;-;-;2;1;3;-;-;-;-;-;-;-;6
"250940 Mogeiro";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"250960 Monte Horebe";-;-;-;3;3;12;2;-;-;-;-;-;-;20
"250970 Monteiro";-;10;-;7;10;35;31;16;-;1;-;1;1;112
"251000 Nazarezinho";-;-;2;-;-;-;-;2;-;-;1;1;-;6
"251010 Nova Floresta";-;-;-;1;1;-;4;1;-;-;-;-;-;7
"251020 Nova Olinda";-;-;-;-;-;-;1;6;1;3;1;-;-;12
"251040 Olho d'Água";-;-;-;1;-;-;3;5;-;-;-;-;-;9
"251050 Olivedos";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"251060 Ouro Velho";-;-;-;-;-;1;2;1;-;-;-;-;-;4
"251065 Parari";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"251070 Passagem";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"251080 Patos";-;1;-;1;2;8;7;7;3;1;-;-;-;30
"251090 Paulista";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"251110 Pedra Lavrada";-;-;-;-;5;9;24;11;1;-;2;-;-;52
"251130 Piancó";-;-;-;-;1;7;56;18;3;1;-;-;-;86
"251140 Picuí";-;-;-;-;1;1;4;2;3;1;3;2;1;18
"251150 Pilar";-;-;-;1;1;2;1;-;-;-;-;-;-;5
"251170 Pilõezinhos";-;-;1;-;-;-;2;-;-;1;-;-;-;4
"251200 Pocinhos";-;-;1;-;1;1;-;-;-;-;-;-;-;3
"251207 Poço de José de Moura";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"251210 Pombal";-;-;-;-;1;1;-;1;-;-;-;-;-;3
"251220 Prata";-;-;1;1;1;5;11;-;3;-;-;-;-;22
"251230 Princesa Isabel";-;-;-;1;13;28;3;-;3;-;-;-;1;49
"251240 Puxinanã";-;-;-;-;-;4;-;-;-;-;-;-;-;4
"251250 Queimadas";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"251270 Remígio";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"251276 Riachão do Poço";-;-;1;-;-;-;-;9;2;-;-;-;-;12
"251278 Riacho de Santo Antônio";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"251290 Rio Tinto";-;-;-;2;-;-;-;-;25;1;-;-;-;28
"251320 Santa Cruz";-;-;-;1;-;-;-;1;-;-;-;-;-;2
"251335 Santa Inês";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"251340 Santa Luzia";-;-;-;-;1;1;4;1;-;-;-;-;-;7
"251370 Santa Rita";-;5;1;7;46;65;83;94;14;50;35;21;17;438
"251380 Santa Teresinha";-;-;-;1;-;-;-;-;-;1;-;-;-;2
"251360 Santana dos Garrotes";-;-;-;-;-;-;1;2;-;1;-;-;-;4
"251392 São Bentinho";-;-;-;-;-;-;1;1;-;-;-;-;-;2
"251390 São Bento";-;-;-;-;1;2;1;-;-;1;-;-;-;5
"251398 São Francisco";-;-;-;-;2;-;-;1;1;-;-;-;-;4
"251400 São João do Cariri";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"250070 São João do Rio do Peixe";-;-;2;1;-;-;-;1;-;-;4;2;-;10
"251410 São João do Tigre";-;-;-;-;1;2;-;-;-;-;1;1;-;5
"251440 São José de Espinharas";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"251450 São José de Piranhas";-;1;3;7;5;1;11;-;-;-;-;-;-;28
"251455 São José de Princesa";-;-;2;2;-;1;-;-;-;-;-;-;-;5
"251470 São José do Sabugi";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"251480 São José dos Cordeiros";-;-;-;-;1;1;1;-;-;-;-;-;-;3
"251490 São Mamede";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"251500 São Miguel de Taipu";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"251510 São Sebastião de Lagoa de Roça";-;-;2;-;1;4;2;6;1;1;-;-;-;17
"251520 São Sebastião do Umbuzeiro";-;1;-;1;4;2;8;1;1;-;-;-;-;18
"251530 Sapé";-;-;-;-;-;-;-;-;1;1;-;-;-;2
"251550 Serra Branca";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"251593 Sertãozinho";-;1;-;2;10;4;5;2;2;1;2;-;-;29
"251600 Solânea";-;-;3;3;5;39;20;10;2;1;-;1;-;84
"251610 Soledade";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"251615 Sossêgo";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"251620 Sousa";-;-;3;5;2;7;5;3;2;5;2;-;-;34
"251630 Sumé";-;1;-;-;1;1;16;4;-;1;1;-;-;25
"251640 Tacima";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"251660 Tavares";-;-;-;-;2;9;4;-;-;-;-;-;-;15
"251670 Teixeira";-;3;6;5;1;-;1;-;-;1;-;-;-;17
"251690 Uiraúna";-;-;-;3;11;7;10;3;3;1;3;-;-;41
"251700 Umbuzeiro";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"251710 Várzea";-;-;-;-;2;1;2;-;-;-;-;-;-;5
"251720 Vieirópolis";-;-;3;2;-;8;-;1;-;1;-;1;-;16
"250550 Vista Serrana";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"251740 Zabelê";-;-;-;-;-;7;2;-;-;-;-;-;-;9
"260005 Abreu e Lima";-;-;-;1;3;3;3;-;-;1;1;-;-;12
"260010 Afogados da Ingazeira";-;1;7;4;13;61;69;7;40;34;40;9;14;299
"260020 Afrânio";-;-;-;-;-;-;3;1;1;2;-;-;-;7
"260030 Agrestina";-;-;-;-;-;-;1;1;2;-;-;-;2;6
"260040 Água Preta";-;-;-;1;-;-;-;1;-;-;-;1;-;3
"260050 Águas Belas";-;-;1;1;-;1;-;1;-;-;-;-;-;4
"260060 Alagoinha";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"260070 Aliança";-;-;-;-;-;2;-;1;-;-;-;-;-;3
"260080 Altinho";-;-;-;3;1;-;-;-;-;-;-;-;-;4
"260090 Amaraji";-;-;-;1;-;-;-;-;1;-;-;-;-;2
"260100 Angelim";-;-;14;6;8;4;2;1;1;-;-;-;-;36
"260105 Araçoiaba";-;-;-;-;-;-;11;3;2;-;-;-;-;16
"260110 Araripina";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"260120 Arcoverde";-;-;-;-;2;-;-;4;1;-;-;-;-;7
"260130 Barra de Guabiraba";-;-;-;-;-;-;-;1;2;3;-;-;-;6
"260140 Barreiros";-;2;-;-;-;1;-;2;-;-;-;-;-;5
"260160 Belém do São Francisco";-;-;1;-;4;5;1;-;-;-;-;-;-;11
"260180 Betânia";-;-;1;1;6;7;8;1;-;-;-;-;-;24
"260210 Bom Conselho";-;1;2;3;9;2;-;-;-;-;-;-;-;17
"260220 Bom Jardim";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"260230 Bonito";-;-;4;2;9;2;-;-;2;-;-;-;-;19
"260250 Brejinho";-;-;-;-;2;2;-;-;1;-;1;-;1;7
"260260 Brejo da Madre de Deus";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"260280 Buíque";-;-;-;-;1;1;-;1;-;-;-;-;-;3
"260290 Cabo de Santo Agostinho";-;-;1;-;-;1;-;1;-;1;1;-;-;5
"260300 Cabrobó";-;-;1;9;21;124;46;41;15;-;-;-;-;257
"260310 Cachoeirinha";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"260320 Caetés";-;-;20;32;56;18;-;6;2;-;-;-;1;135
"260340 Calumbi";-;-;1;1;2;2;1;1;1;-;-;-;-;9
"260345 Camaragibe";-;-;1;1;2;2;2;1;1;-;-;1;-;11
"260350 Camocim de São Félix";-;-;-;-;1;3;-;-;-;-;-;-;-;4
"260360 Camutanga";-;-;-;1;2;-;2;-;1;1;-;-;1;8
"260380 Capoeiras";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"260390 Carnaíba";-;-;-;2;2;11;18;-;4;1;-;-;1;39
"260392 Carnaubeira da Penha";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"260400 Carpina";-;-;-;1;4;3;1;-;1;-;-;-;-;10
"260410 Caruaru";-;-;2;-;-;2;-;-;1;1;1;-;-;7
"260420 Catende";-;1;-;9;11;9;6;-;-;-;2;-;-;38
"260430 Cedro";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"260440 Chã de Alegria";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"260450 Chã Grande";-;1;-;1;-;-;44;18;8;-;-;-;-;72
"260460 Condado";-;-;-;-;-;-;-;-;-;-;-;-;2;2
"260470 Correntes";-;1;1;14;-;-;-;-;-;-;-;-;-;16
"260480 Cortês";-;3;2;-;-;-;-;-;-;-;-;-;1;6
"260490 Cumaru";-;1;-;-;-;-;1;-;-;-;-;-;-;2
"260500 Cupira";-;-;-;-;1;4;1;-;14;20;2;-;-;42
"260510 Custódia";-;36;32;11;19;45;20;1;2;4;1;2;2;175
"260515 Dormentes";-;-;-;-;3;13;23;8;1;-;-;-;-;48
"260520 Escada";-;-;-;-;1;-;-;-;1;-;1;-;-;3
"260540 Feira Nova";-;-;1;5;3;1;-;-;-;-;-;-;1;11
"260545 Fernando de Noronha";-;13;6;7;3;4;1;1;-;-;1;1;-;37
"260550 Ferreiros";-;-;-;-;2;5;-;-;-;-;-;-;-;7
"260560 Flores";-;-;-;1;4;-;5;-;1;-;1;-;-;12
"260570 Floresta";-;-;1;-;-;-;-;1;2;-;-;-;-;4
"260590 Gameleira";-;-;-;-;-;-;2;4;2;1;-;-;-;9
"260600 Garanhuns";-;1;1;2;3;3;-;-;-;2;-;1;-;13
"260610 Glória do Goitá";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"260620 Goiana";-;-;1;2;5;16;17;10;-;-;-;1;-;52
"260640 Gravatá";-;-;-;2;6;4;5;-;3;5;-;-;-;25
"260650 Iati";-;-;-;1;4;3;-;1;-;-;-;-;-;9
"260660 Ibimirim";-;3;4;15;9;13;-;-;-;-;-;-;-;44
"260680 Igarassu";-;-;1;-;3;4;1;1;-;-;-;-;-;10
"260690 Iguaracy";-;-;-;-;-;1;2;1;2;2;2;-;-;10
"260700 Inajá";-;-;-;-;-;-;-;1;-;-;1;-;-;2
"260710 Ingazeira";-;1;-;-;1;4;3;-;2;4;-;-;1;16
"260720 Ipojuca";-;10;7;19;43;36;34;39;10;3;3;3;3;210
"260740 Itacuruba";-;-;-;-;2;4;2;-;-;-;-;-;-;8
"260750 Itaíba";-;-;-;4;5;-;-;2;-;-;-;-;-;11
"260765 Itambé";-;-;-;1;1;1;-;-;-;-;-;-;-;3
"260770 Itapetim";-;-;-;-;1;1;1;-;-;-;-;-;-;3
"260775 Itapissuma";-;-;-;-;-;1;1;1;-;-;-;-;-;3
"260790 Jaboatão dos Guararapes";-;-;2;-;7;5;3;5;1;3;-;-;1;27
"260795 Jaqueira";-;-;-;-;-;17;3;3;1;2;1;-;-;27
"260800 Jataúba";-;5;8;19;15;7;1;4;8;2;-;-;2;71
"260805 Jatobá";-;-;-;-;-;-;2;-;2;1;-;-;-;5
"260810 João Alfredo";-;-;-;-;-;3;7;-;1;-;-;-;-;11
"260820 Joaquim Nabuco";-;2;5;21;12;15;1;-;2;-;1;-;-;59
"260830 Jupi";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"260850 Lagoa de Itaenga";-;-;-;-;-;-;-;1;-;2;-;-;-;3
"260860 Lagoa do Ouro";-;1;-;5;49;54;18;1;-;-;-;-;-;128
"260870 Lagoa dos Gatos";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"260875 Lagoa Grande";-;-;-;1;-;2;2;2;-;-;-;-;-;7
"260890 Limoeiro";-;-;-;-;2;2;4;-;-;-;-;-;-;8
"260900 Macaparana";-;1;1;15;15;8;2;-;-;-;-;-;-;42
"260915 Manari";-;-;-;3;3;-;-;-;1;-;-;-;-;7
"260920 Maraial";-;1;-;-;-;1;4;1;1;3;-;-;-;11
"260930 Mirandiba";-;-;3;4;-;-;-;-;-;-;-;-;-;7
"261430 Moreilândia";-;-;-;-;1;2;-;-;-;-;-;-;-;3
"260940 Moreno";-;-;1;1;1;1;1;1;1;-;-;1;-;8
"260950 Nazaré da Mata";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"260960 Olinda";-;17;15;36;73;73;50;86;80;28;54;29;16;557
"260970 Orobó";-;1;3;2;12;14;-;-;-;-;-;-;-;32
"260980 Orocó";-;-;-;6;-;-;-;-;-;-;-;-;-;6
"260990 Ouricuri";-;-;-;-;-;1;-;1;-;1;-;-;-;3
"261000 Palmares";-;-;-;2;3;8;-;4;1;-;1;-;-;19
"261020 Panelas";-;-;-;2;20;55;29;18;-;-;-;-;-;124
"261030 Paranatama";-;-;-;19;54;7;2;1;-;-;-;-;-;83
"261040 Parnamirim";-;-;1;-;21;189;5;-;-;-;-;-;-;216
"261050 Passira";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"261060 Paudalho";-;-;2;-;-;1;1;-;-;-;-;-;-;4
"261070 Paulista";-;-;1;7;2;7;1;-;2;1;2;1;-;24
"261080 Pedra";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"261090 Pesqueira";-;-;-;-;1;2;-;-;1;-;-;-;-;4
"261110 Petrolina";-;4;3;-;-;8;7;5;2;-;-;1;-;30
"261120 Poção";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"261130 Pombos";-;-;-;-;-;9;14;9;5;23;11;6;1;78
"261140 Primavera";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"261150 Quipapá";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"261153 Quixaba";-;-;-;1;-;-;-;-;1;-;-;1;-;3
"261160 Recife";-;12;40;41;57;107;68;119;156;151;124;69;45;989
"261180 Ribeirão";-;1;4;2;6;1;4;-;2;3;1;-;1;25
"261190 Rio Formoso";-;1;-;3;2;10;-;-;1;1;-;-;-;18
"261200 Sairé";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"261210 Salgadinho";-;-;2;-;-;1;-;-;-;-;-;-;-;3
"261220 Salgueiro";-;26;154;29;1;18;22;1;-;-;-;-;-;251
"261230 Saloá";-;-;-;-;1;3;2;5;-;-;-;-;-;11
"261247 Santa Cruz da Baixa Verde";-;-;-;-;2;1;-;1;-;-;-;-;-;4
"261250 Santa Cruz do Capibaribe";-;1;1;-;-;-;2;2;4;5;-;-;-;15
"261260 Santa Maria da Boa Vista";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"261270 Santa Maria do Cambucá";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"261280 Santa Terezinha";-;-;-;-;-;1;-;1;-;-;-;-;1;3
"261300 São Bento do Una";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"261310 São Caitano";-;-;-;-;1;2;-;-;-;-;1;-;-;4
"261320 São João";-;-;2;2;7;31;11;1;-;-;-;-;-;54
"261330 São Joaquim do Monte";-;-;-;-;6;7;2;-;-;-;-;-;-;15
"261340 São José da Coroa Grande";-;1;1;4;13;6;2;1;-;-;-;-;-;28
"261350 São José do Belmonte";-;1;6;8;76;45;23;17;5;1;-;-;-;182
"261360 São José do Egito";-;-;1;-;6;13;1;5;-;-;1;1;-;28
"261370 São Lourenço da Mata";-;-;-;-;-;4;1;2;-;-;-;-;-;7
"261380 São Vicente Ferrer";-;-;-;3;2;12;9;2;-;-;-;-;-;28
"261390 Serra Talhada";-;2;16;34;124;259;99;27;10;4;-;-;2;577
"261400 Serrita";-;-;1;1;7;17;3;-;-;2;-;-;-;31
"261410 Sertânia";-;-;3;27;67;159;121;4;-;-;-;-;-;381
"261420 Sirinhaém";-;-;8;1;-;-;-;-;1;-;-;-;-;10
"261440 Solidão";-;-;-;8;30;20;3;-;-;-;-;-;-;61
"261450 Surubim";-;-;-;-;1;-;-;1;-;2;-;-;-;4
"261460 Tabira";-;-;-;2;3;13;17;1;7;2;2;2;2;51
"261470 Tacaimbó";-;-;-;-;-;-;-;-;-;2;1;-;-;3
"261480 Tacaratu";-;-;-;-;-;1;-;-;-;-;-;-;1;2
"261485 Tamandaré";-;1;1;3;10;24;12;3;1;-;2;1;1;59
"261510 Terezinha";-;-;-;-;4;9;2;-;-;-;-;-;-;15
"261520 Terra Nova";-;-;1;6;103;111;51;18;29;27;2;-;-;348
"261530 Timbaúba";-;-;-;12;63;64;3;-;-;-;-;-;-;142
"261560 Trindade";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"261570 Triunfo";-;-;1;5;15;42;3;-;1;-;-;-;-;67
"261580 Tupanatinga";-;1;1;-;-;-;-;-;-;-;-;-;-;2
"261600 Venturosa";-;-;-;-;2;-;1;-;1;-;-;-;-;4
"261610 Verdejante";-;10;36;16;72;130;51;3;-;-;-;-;-;318
"261620 Vertentes";-;2;1;-;-;1;-;-;-;-;-;-;-;4
"261630 Vicência";-;5;9;5;5;10;5;-;-;-;1;1;1;42
"261640 Vitória de Santo Antão";-;-;-;-;-;-;-;-;3;-;-;-;-;3
"261650 Xexéu";-;-;-;3;7;13;5;3;2;1;2;-;-;36
"270020 Anadia";-;-;-;-;-;3;19;2;4;1;-;-;-;29
"270030 Arapiraca";-;59;71;139;151;660;718;243;118;42;17;2;5;2225
"270040 Atalaia";-;-;-;1;3;10;3;2;1;1;1;-;1;23
"270050 Barra de Santo Antônio";-;-;-;-;-;-;-;-;1;1;-;-;-;2
"270060 Barra de São Miguel";-;-;1;1;-;11;10;8;2;-;-;-;-;33
"270070 Batalha";-;-;-;-;1;15;20;9;7;3;2;-;-;57
"270080 Belém";-;-;-;-;-;-;1;1;3;1;-;-;-;6
"270090 Belo Monte";-;-;-;-;-;2;-;9;2;1;-;-;-;14
"270100 Boca da Mata";-;-;-;3;5;4;2;5;9;3;2;-;-;33
"270110 Branquinha";-;-;-;-;-;-;1;-;1;-;-;-;1;3
"270120 Cacimbinhas";-;-;-;-;-;-;-;-;2;-;-;-;-;2
"270130 Cajueiro";-;1;-;-;-;6;7;5;4;5;1;2;-;31
"270135 Campestre";-;-;-;-;-;1;3;2;-;-;-;-;-;6
"270140 Campo Alegre";-;-;-;-;1;-;4;4;9;10;2;1;-;31
"270150 Campo Grande";-;-;-;-;-;-;15;9;1;-;-;-;-;25
"270160 Canapi";-;-;-;-;-;-;-;1;3;1;4;1;-;10
"270170 Capela";-;-;-;2;2;10;9;1;2;2;-;-;-;28
"270180 Carneiros";-;-;1;-;-;-;-;-;1;-;-;-;-;2
"270200 Coité do Nóia";-;-;19;47;25;7;9;1;1;-;-;1;-;110
"270210 Colônia Leopoldina";-;14;9;3;-;1;2;1;-;-;-;-;3;33
"270220 Coqueiro Seco";-;-;-;9;14;4;2;10;1;2;1;1;-;44
"270230 Coruripe";-;-;-;-;-;-;2;5;-;1;1;1;-;10
"270235 Craíbas";-;-;-;-;-;8;-;2;2;1;-;-;-;13
"270240 Delmiro Gouveia";-;-;-;1;1;5;5;3;-;5;21;6;1;48
"270250 Dois Riachos";-;-;-;-;-;-;2;-;-;-;-;-;-;2
"270255 Estrela de Alagoas";-;1;-;-;-;6;1;-;3;-;-;-;-;11
"270260 Feira Grande";-;-;2;-;1;1;10;9;31;27;18;1;-;100
"270270 Feliz Deserto";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"270280 Flexeiras";-;-;-;-;-;3;6;12;4;1;-;-;-;26
"270290 Girau do Ponciano";-;-;-;-;-;1;10;2;6;2;-;1;-;22
"270300 Ibateguara";-;2;-;-;-;22;36;9;5;2;-;-;-;76
"270310 Igaci";-;-;-;-;-;2;1;1;2;-;1;-;-;7
"270320 Igreja Nova";-;-;-;-;-;-;11;32;23;12;2;-;-;80
"270330 Inhapi";-;-;-;1;1;8;8;1;1;-;-;1;-;21
"270340 Jacaré dos Homens";-;-;-;-;-;17;2;3;-;8;4;1;-;35
"270350 Jacuípe";-;-;-;-;-;-;-;-;-;2;1;1;2;6
"270360 Japaratinga";-;-;1;3;2;-;1;1;-;-;-;-;-;8
"270370 Jaramataia";-;-;-;-;-;45;19;3;5;3;1;1;-;77
"270375 Jequiá da Praia";-;-;-;-;-;3;2;8;-;2;1;-;-;16
"270380 Joaquim Gomes";-;-;-;4;4;2;3;8;4;-;-;-;-;25
"270390 Jundiá";-;-;-;7;-;1;-;-;-;-;-;-;-;8
"270400 Junqueiro";-;-;1;-;1;-;3;9;43;42;15;6;5;125
"270410 Lagoa da Canoa";-;-;6;8;5;97;184;130;50;33;9;-;1;523
"270420 Limoeiro de Anadia";-;-;-;-;1;4;2;5;-;1;1;-;-;14
"270430 Maceió";-;48;40;98;263;539;698;926;765;416;214;78;39;4124
"270440 Major Isidoro";-;-;-;-;-;4;-;1;2;-;1;-;1;9
"270450 Maragogi";-;8;12;43;31;10;26;23;27;9;6;4;-;199
"270470 Marechal Deodoro";-;-;1;1;1;9;14;11;10;5;7;-;-;59
"270480 Maribondo";-;-;-;-;-;2;-;1;1;1;1;1;-;7
"270500 Mata Grande";-;-;4;13;22;84;18;5;1;5;2;1;1;156
"270510 Matriz de Camaragibe";-;-;-;-;1;5;1;1;4;1;2;1;2;18
"270520 Messias";-;-;-;-;5;10;5;9;3;2;1;-;-;35
"270530 Minador do Negrão";-;-;-;-;-;-;-;1;1;-;-;-;-;2
"270540 Monteirópolis";-;-;-;-;1;10;12;7;1;-;1;-;-;32
"270550 Murici";-;-;-;-;-;2;1;3;-;-;-;-;-;6
"270560 Novo Lino";-;-;-;-;-;1;7;1;4;2;1;-;-;16
"270570 Olho d'Água das Flores";-;-;1;1;-;38;26;9;-;5;2;-;-;82
"270590 Olho d'Água Grande";-;-;-;-;-;-;1;25;-;1;-;-;-;27
"270600 Olivença";-;-;-;-;-;-;-;-;-;2;-;-;-;2
"270620 Palestina";-;40;66;7;6;1;-;-;-;2;-;-;-;122
"270630 Palmeira dos Índios";-;3;1;3;7;44;37;26;49;20;13;3;-;206
"270640 Pão de Açúcar";-;-;3;3;1;16;13;10;7;2;4;-;-;59
"270644 Paripueira";-;-;-;-;1;2;8;6;2;2;-;-;-;21
"270650 Passo de Camaragibe";-;-;10;1;-;-;-;-;-;-;-;-;1;12
"270660 Paulo Jacinto";-;-;-;1;1;4;26;9;-;-;-;-;-;41
"270670 Penedo";-;-;-;-;-;1;18;21;18;2;5;1;-;66
"270680 Piaçabuçu";-;-;-;-;12;67;4;37;24;18;-;-;-;162
"270690 Pilar";-;-;-;3;11;22;28;16;5;6;5;1;2;99
"270710 Piranhas";-;-;-;-;-;-;-;1;2;1;-;-;-;4
"270720 Poço das Trincheiras";-;-;-;1;-;3;2;1;-;-;-;-;-;7
"270730 Porto Calvo";-;-;-;1;1;4;42;7;-;2;-;-;-;57
"270740 Porto de Pedras";-;-;-;-;-;1;3;1;1;1;-;-;-;7
"270750 Porto Real do Colégio";-;-;-;-;-;-;2;2;2;4;2;-;1;13
"270760 Quebrangulo";-;-;-;1;-;33;7;-;-;-;1;1;-;43
"270770 Rio Largo";-;1;4;2;8;13;24;57;60;27;11;15;9;231
"270790 Santa Luzia do Norte";-;1;3;2;4;11;14;6;4;5;-;-;-;50
"270800 Santana do Ipanema";-;-;1;-;-;1;-;1;2;3;-;1;-;9
"270810 Santana do Mundaú";-;3;-;1;3;2;-;4;1;1;-;-;-;15
"270820 São Brás";-;-;-;-;-;-;3;-;1;-;-;-;-;4
"270830 São José da Laje";-;-;-;-;1;1;1;4;2;2;-;1;-;12
"270840 São José da Tapera";-;-;-;-;-;-;-;4;-;1;1;-;-;6
"270850 São Luís do Quitunde";-;1;-;-;5;3;2;7;4;1;1;8;3;35
"270860 São Miguel dos Campos";-;-;-;-;1;2;7;42;40;18;19;5;2;136
"270870 São Miguel dos Milagres";-;-;-;3;2;-;3;3;1;-;-;1;-;13
"270880 São Sebastião";-;-;-;1;1;2;94;21;16;32;-;-;-;167
"270890 Satuba";-;1;16;35;10;17;14;13;5;3;3;-;-;117
"270895 Senador Rui Palmeira";-;-;-;-;-;1;1;-;1;-;3;-;-;6
"270900 Tanque d'Arca";-;-;-;-;-;-;6;7;1;-;1;-;-;15
"270910 Taquarana";-;-;-;-;3;3;2;1;4;-;2;-;-;15
"270915 Teotônio Vilela";-;-;1;-;-;4;1;3;-;1;1;-;-;11
"270920 Traipu";-;-;-;-;-;-;2;1;-;-;2;-;-;5
"270930 União dos Palmares";-;-;-;-;1;3;6;1;1;4;-;-;-;16
"270940 Viçosa";-;-;1;5;17;22;28;9;5;-;3;1;-;91
