DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2016
"Município infecção";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"260765 Itambé";-;358;252;43;18;1;1;1;1;-;-;-;-;675
"260770 Itapetim";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"260775 Itapissuma";-;2;2;-;-;-;1;-;-;-;-;-;-;5
"260780 Itaquitinga";-;22;17;1;-;-;-;-;-;-;-;-;-;40
"260790 Jaboatão dos Guararapes";-;17;30;10;10;10;2;4;-;-;-;1;1;85
"260795 Jaqueira";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"260800 Jataúba";-;214;253;76;15;9;8;10;2;-;-;-;9;596
"260805 Jatobá";-;1;2;1;-;-;-;-;-;-;-;-;-;4
"260810 João Alfredo";-;2;-;-;-;-;-;-;2;-;-;-;-;4
"260820 Joaquim Nabuco";-;4;1;3;-;-;-;-;-;-;-;-;-;8
"260825 Jucati";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"260830 Jupi";-;-;1;-;-;1;-;-;-;-;-;-;-;2
"260840 Jurema";-;24;8;7;1;-;-;-;-;-;-;-;-;40
"260850 Lagoa de Itaenga";-;1;-;1;-;-;-;-;-;-;-;-;1;3
"260845 Lagoa do Carro";-;211;30;49;5;-;-;-;-;-;2;-;1;298
"260860 Lagoa do Ouro";-;-;1;-;-;1;-;-;-;-;-;-;-;2
"260875 Lagoa Grande";-;4;62;70;9;-;1;-;-;-;-;-;-;146
"260880 Lajedo";-;2;-;-;-;-;-;-;-;-;1;-;-;3
"260890 Limoeiro";-;54;34;16;1;7;4;2;-;-;-;5;25;148
"260900 Macaparana";-;-;1;5;-;-;-;-;-;-;-;-;1;7
"260910 Machados";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"260915 Manari";-;-;1;-;-;-;-;-;-;-;-;-;1;2
"260920 Maraial";-;-;-;-;-;-;1;1;1;-;-;-;-;3
"260930 Mirandiba";-;-;8;4;1;2;-;1;-;-;-;-;-;16
"260940 Moreno";-;-;2;2;1;-;-;-;-;-;-;-;-;5
"260950 Nazaré da Mata";-;1;-;-;-;-;-;-;1;-;-;-;-;2
"260960 Olinda";-;13;32;32;18;9;3;1;7;3;1;1;3;123
"260970 Orobó";-;48;79;6;1;-;-;-;-;-;-;-;-;134
"260990 Ouricuri";-;5;1;-;-;-;-;-;-;-;-;-;-;6
"261000 Palmares";-;5;21;1;1;-;1;-;2;-;-;1;1;33
"261010 Palmeirina";-;-;-;-;-;-;1;-;1;-;-;-;-;2
"261020 Panelas";-;4;9;6;-;-;-;-;-;-;-;-;1;20
"261030 Paranatama";-;2;13;2;-;-;-;-;-;-;-;-;-;17
"261040 Parnamirim";-;1;3;10;-;-;-;-;-;-;-;-;-;14
"261050 Passira";-;-;-;1;-;1;-;-;-;-;-;-;-;2
"261060 Paudalho";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"261070 Paulista";-;8;9;4;3;-;1;-;-;-;1;-;2;28
"261080 Pedra";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"261090 Pesqueira";-;334;78;6;2;4;-;-;1;-;-;2;22;449
"261100 Petrolândia";-;4;7;2;2;-;-;-;-;-;1;-;1;17
"261110 Petrolina";-;18;59;80;11;14;3;6;3;3;2;2;4;205
"261120 Poção";-;17;73;-;-;-;-;-;-;-;-;-;8;98
"261130 Pombos";-;2;3;7;1;-;-;-;-;-;-;-;-;13
"261140 Primavera";-;6;4;6;2;-;-;-;-;-;-;-;-;18
"261153 Quixaba";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"261160 Recife";-;1530;1814;893;334;122;100;88;71;25;26;44;248;5295
"261170 Riacho das Almas";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"261180 Ribeirão";-;-;1;1;2;2;1;-;-;-;-;-;-;7
"261190 Rio Formoso";-;2;37;191;28;-;-;-;-;-;-;-;-;258
"261210 Salgadinho";-;-;2;-;-;-;-;-;-;-;-;-;-;2
"261220 Salgueiro";-;5;8;2;6;3;8;3;-;-;-;-;-;35
"261230 Saloá";-;7;28;3;3;-;-;-;-;-;-;-;-;41
"261240 Sanharó";-;27;9;1;-;-;-;-;-;-;-;-;22;59
"261245 Santa Cruz";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"261250 Santa Cruz do Capibaribe";-;7;2;-;1;-;1;-;-;-;-;1;1;13
"261260 Santa Maria da Boa Vista";-;1;-;1;1;-;-;-;-;-;-;-;-;3
"261280 Santa Terezinha";-;5;4;-;-;-;-;-;-;-;-;-;-;9
"261290 São Benedito do Sul";-;-;-;-;3;-;-;1;-;-;-;-;-;4
"261300 São Bento do Una";-;4;-;-;-;-;-;3;-;-;1;-;-;8
"261310 São Caitano";-;2;1;3;-;-;-;-;-;-;-;-;-;6
"261320 São João";-;22;16;31;2;-;63;61;27;12;14;10;14;272
"261340 São José da Coroa Grande";-;1;4;16;1;-;-;1;-;-;-;-;1;24
"261350 São José do Belmonte";-;-;1;4;3;1;-;1;-;-;-;-;-;10
"261360 São José do Egito";-;1;-;-;-;-;-;1;-;-;-;-;-;2
"261370 São Lourenço da Mata";-;-;2;1;1;-;2;-;-;-;-;-;-;6
"261390 Serra Talhada";-;48;88;42;3;1;-;-;1;-;-;-;-;183
"261400 Serrita";-;1;3;5;17;3;1;1;-;-;-;-;-;31
"261410 Sertânia";-;11;3;-;-;-;-;-;-;-;-;-;-;14
"261420 Sirinhaém";-;72;58;2;1;-;-;-;-;-;-;-;1;134
"261440 Solidão";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"261450 Surubim";-;8;1;1;2;-;-;-;-;3;1;-;1;17
"261460 Tabira";-;10;3;1;1;-;-;-;-;-;-;-;-;15
"261480 Tacaratu";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"261485 Tamandaré";-;3;1;-;-;-;-;-;-;-;-;-;-;4
"261510 Terezinha";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"261520 Terra Nova";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"261530 Timbaúba";-;5;7;-;-;-;-;1;-;-;-;-;2;15
"261540 Toritama";-;1;-;-;-;-;-;1;-;-;-;-;-;2
"261550 Tracunhaém";-;24;87;1;-;7;3;2;3;1;-;2;1;131
"261580 Tupanatinga";-;157;76;9;-;-;-;1;-;-;-;-;14;257
"261618 Vertente do Lério";-;1;1;-;-;-;-;-;-;-;-;-;1;3
"261620 Vertentes";-;16;9;-;6;-;-;-;-;-;3;26;52;112
"261630 Vicência";-;1;1;-;-;-;-;-;-;-;-;-;-;2
"261640 Vitória de Santo Antão";-;178;73;8;2;1;-;-;-;-;-;1;23;286
"261650 Xexéu";-;-;1;1;1;-;-;-;-;-;-;-;-;3
"260000 Município ignorado - PE";-;-;2;-;-;-;-;-;-;-;-;-;-;2
"270010 Água Branca";-;6;4;2;3;-;-;-;-;-;-;-;-;15
"270020 Anadia";-;1;-;1;1;2;-;1;1;-;-;-;-;7
"270030 Arapiraca";-;192;166;204;231;152;212;121;56;33;13;9;29;1418
"270040 Atalaia";-;1;1;2;-;1;1;-;1;-;-;-;-;7
"270050 Barra de Santo Antônio";-;-;-;7;5;-;-;-;-;-;-;-;-;12
"270060 Barra de São Miguel";-;2;-;15;3;5;21;8;1;-;-;-;-;55
"270070 Batalha";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"270080 Belém";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"270100 Boca da Mata";-;1;2;3;3;6;6;1;-;-;2;-;-;24
"270120 Cacimbinhas";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"270130 Cajueiro";-;-;-;-;7;7;2;1;-;-;-;-;-;17
"270135 Campestre";-;1;1;-;-;-;-;-;-;-;-;-;-;2
"270140 Campo Alegre";-;1;35;17;-;-;1;-;-;-;-;-;-;54
"270150 Campo Grande";-;2;4;1;-;-;-;-;-;-;-;-;-;7
"270160 Canapi";-;2;1;2;-;-;-;-;-;-;-;-;-;5
"270170 Capela";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"270180 Carneiros";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"270190 Chã Preta";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"270200 Coité do Nóia";-;-;3;-;-;-;-;-;-;-;-;-;-;3
"270210 Colônia Leopoldina";-;2;26;17;34;2;3;1;1;1;1;-;3;91
"270220 Coqueiro Seco";-;15;3;3;5;2;1;-;-;-;-;1;2;32
"270230 Coruripe";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"270235 Craíbas";-;-;3;1;-;-;-;1;-;-;-;-;-;5
"270240 Delmiro Gouveia";-;27;26;29;21;4;-;2;1;2;2;2;-;116
"270250 Dois Riachos";-;1;2;10;3;2;-;-;-;-;-;-;-;18
"270255 Estrela de Alagoas";-;2;-;-;-;-;-;-;-;-;-;-;-;2
"270260 Feira Grande";-;-;12;5;18;7;1;1;1;-;-;-;-;45
"270290 Girau do Ponciano";-;4;16;17;3;1;4;-;-;-;1;1;10;57
"270310 Igaci";-;3;-;-;-;-;-;-;1;-;-;-;-;4
"270320 Igreja Nova";-;2;1;-;-;-;-;-;-;-;-;-;-;3
"270330 Inhapi";-;34;21;13;4;2;-;-;-;-;-;-;1;75
"270340 Jacaré dos Homens";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"270360 Japaratinga";-;-;-;5;-;-;-;-;-;-;-;-;-;5
"270370 Jaramataia";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"270375 Jequiá da Praia";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"270380 Joaquim Gomes";-;-;1;2;3;-;2;3;-;-;-;-;-;11
"270400 Junqueiro";-;4;9;33;109;120;18;2;3;4;2;1;-;305
"270410 Lagoa da Canoa";-;4;3;2;4;8;2;3;-;-;-;-;3;29
"270420 Limoeiro de Anadia";-;-;6;2;-;1;1;-;1;-;-;-;-;11
"270430 Maceió";-;40;206;335;403;256;197;87;34;22;9;7;9;1605
"270490 Mar Vermelho";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"270450 Maragogi";-;2;13;37;-;3;1;1;-;-;-;1;-;58
"270460 Maravilha";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"270470 Marechal Deodoro";-;14;33;39;16;75;40;25;7;3;2;2;1;257
"270480 Maribondo";-;-;1;2;-;-;-;1;-;-;-;-;-;4
"270500 Mata Grande";-;244;59;4;-;-;-;-;-;1;-;2;1;311
"270510 Matriz de Camaragibe";-;-;2;1;4;9;4;-;-;-;-;-;-;20
"270520 Messias";-;1;7;13;8;2;-;-;-;-;-;-;-;31
"270530 Minador do Negrão";-;2;-;-;-;-;-;-;-;-;-;-;-;2
"270540 Monteirópolis";-;21;-;-;-;-;-;-;-;-;-;-;1;22
"270550 Murici";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"270560 Novo Lino";-;1;-;3;4;-;1;-;-;-;-;-;-;9
"270570 Olho d'Água das Flores";-;3;1;-;-;1;-;-;-;-;-;1;1;7
"270580 Olho d'Água do Casado";-;1;-;5;2;1;-;-;-;-;-;-;-;9
"270600 Olivença";-;6;2;5;5;1;-;-;-;-;-;-;3;22
"270610 Ouro Branco";-;-;-;3;3;2;2;-;-;1;-;-;-;11
"270620 Palestina";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"270630 Palmeira dos Índios";-;166;31;27;25;17;20;16;15;4;6;1;4;332
"270640 Pão de Açúcar";-;2;4;-;-;-;-;-;-;-;-;-;-;6
"270642 Pariconha";-;-;1;-;4;-;-;-;-;-;-;-;-;5
"270644 Paripueira";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"270660 Paulo Jacinto";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"270670 Penedo";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"270680 Piaçabuçu";-;39;2;1;-;-;-;-;-;-;-;-;-;42
"270690 Pilar";-;3;13;31;36;19;10;2;1;-;-;-;1;116
"270710 Piranhas";-;-;-;-;2;-;2;-;-;-;-;-;-;4
"270720 Poço das Trincheiras";-;3;21;9;5;-;-;1;-;-;-;-;-;39
"270750 Porto Real do Colégio";-;-;2;1;-;-;-;-;-;-;-;-;-;3
"270770 Rio Largo";-;82;347;294;76;21;13;4;2;5;5;2;2;853
"270780 Roteiro";-;-;-;-;-;16;3;-;-;-;-;-;-;19
"270790 Santa Luzia do Norte";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"270800 Santana do Ipanema";-;41;10;4;11;6;2;2;-;-;-;-;2;78
"270810 Santana do Mundaú";-;1;-;-;-;-;2;-;-;-;-;-;-;3
"270830 São José da Laje";-;-;2;8;6;3;-;-;-;-;-;1;-;20
"270840 São José da Tapera";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"270850 São Luís do Quitunde";-;-;5;-;3;1;-;-;-;-;-;-;-;9
"270860 São Miguel dos Campos";-;1;1;10;12;7;12;8;1;1;-;-;-;53
"270880 São Sebastião";-;1;6;1;-;-;-;-;-;-;-;-;-;8
"270890 Satuba";-;-;4;6;1;1;2;1;-;-;-;-;-;15
"270895 Senador Rui Palmeira";-;20;16;-;-;-;-;-;-;-;-;-;1;37
"270900 Tanque d'Arca";-;-;1;2;-;1;-;1;-;-;-;-;-;5
"270910 Taquarana";-;3;1;-;-;-;-;1;-;-;-;-;-;5
"270915 Teotônio Vilela";-;40;26;8;2;6;2;4;4;1;-;-;1;94
"270920 Traipu";-;4;6;10;2;2;-;1;-;-;-;1;-;26
"270930 União dos Palmares";-;4;14;21;21;11;29;22;14;12;-;2;2;152
"270940 Viçosa";-;-;3;2;-;2;-;1;1;-;-;-;-;9
"280030 Aracaju";-;69;115;38;38;41;31;42;35;21;45;10;21;506
"280040 Arauá";-;3;-;-;-;-;-;-;-;-;-;-;-;3
"280050 Areia Branca";-;3;-;-;1;-;-;-;-;-;-;1;2;7
"280060 Barra dos Coqueiros";-;2;5;1;1;-;-;2;3;-;-;-;-;14
"280067 Boquim";-;-;1;-;-;1;-;-;-;-;-;-;-;2
"280100 Campo do Brito";-;1;1;-;-;-;-;-;-;-;-;-;-;2
"280120 Canindé de São Francisco";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"280140 Carira";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"280210 Estância";-;-;15;7;1;1;-;-;3;-;-;-;1;28
"280220 Feira Nova";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"280250 General Maynard";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"280260 Gracho Cardoso";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"280270 Ilha das Flores";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"280280 Indiaroba";-;1;5;-;-;-;-;1;-;-;-;-;-;7
"280290 Itabaiana";-;18;4;5;1;-;1;-;-;-;-;1;16;46
"280300 Itabaianinha";-;5;4;-;-;-;-;-;-;-;-;-;-;9
"280310 Itabi";-;-;-;1;-;-;1;-;-;-;-;-;-;2
"280320 Itaporanga d'Ajuda";-;3;-;2;-;1;-;-;-;-;-;-;-;6
"280340 Japoatã";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"280350 Lagarto";-;1;6;2;2;1;1;1;1;-;-;-;-;15
"280360 Laranjeiras";-;-;-;-;-;2;-;-;-;-;-;1;-;3
"280370 Macambira";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"280380 Malhada dos Bois";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"280390 Malhador";-;2;-;-;-;-;1;-;-;-;-;-;1;4
"280410 Moita Bonita";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"280420 Monte Alegre de Sergipe";-;-;1;1;-;-;-;1;-;-;-;-;-;3
"280430 Muribeca";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"280450 Nossa Senhora da Glória";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"280460 Nossa Senhora das Dores";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"280470 Nossa Senhora de Lourdes";-;-;-;-;-;-;-;2;-;-;-;-;-;2
"280480 Nossa Senhora do Socorro";-;1;-;3;21;16;7;10;6;9;9;4;7;93
"280490 Pacatuba";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"280500 Pedra Mole";-;-;-;-;-;-;-;2;-;-;-;-;-;2
"280510 Pedrinhas";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"280520 Pinhão";-;1;7;-;-;-;-;-;-;-;-;-;-;8
"280540 Poço Redondo";-;-;2;-;-;-;-;-;-;-;-;-;2;4
"280570 Propriá";-;1;-;-;-;-;-;2;5;2;10;1;-;21
"280580 Riachão do Dantas";-;4;5;8;1;-;1;-;-;-;-;-;-;19
"280590 Riachuelo";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"280600 Ribeirópolis";-;-;1;1;-;-;-;-;-;-;1;-;-;3
"280610 Rosário do Catete";-;-;-;-;-;-;-;-;1;-;-;-;1;2
"280650 Santa Rosa de Lima";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"280660 Santo Amaro das Brotas";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"280670 São Cristóvão";-;2;-;1;2;10;8;6;8;9;6;2;4;58
"280680 São Domingos";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"280690 São Francisco";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"280710 Simão Dias";-;-;-;1;-;-;1;-;-;-;-;-;-;2
"280730 Telha";-;-;-;-;-;-;-;3;-;-;-;-;-;3
"280740 Tobias Barreto";-;101;245;53;23;1;4;-;5;11;12;33;9;497
"290010 Abaíra";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"290035 Adustina";-;4;46;7;-;-;-;-;-;-;-;-;-;57
"290040 Água Fria";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"290060 Aiquara";-;-;-;1;-;-;1;-;-;-;-;-;-;2
"290080 Alcobaça";-;-;2;1;-;-;-;-;-;-;2;-;-;5
"290100 Amargosa";-;-;3;-;-;-;-;-;-;-;-;-;-;3
"290115 América Dourada";-;22;38;42;9;-;-;-;-;-;1;-;-;112
"290120 Anagé";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"290140 Angical";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"290200 Aracatu";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"290210 Araci";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"290225 Arataca";-;-;-;2;-;-;-;-;-;-;-;-;1;3
"290240 Aurelino Leal";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"290260 Baixa Grande";-;1;2;-;-;-;-;-;-;-;-;-;-;3
"290265 Banzaê";-;-;3;1;-;-;-;-;-;-;-;-;-;4
"290270 Barra";-;1;2;-;1;-;-;-;-;-;-;-;-;4
"290280 Barra da Estiva";-;2;2;3;1;-;-;-;-;-;-;1;1;10
"290290 Barra do Choça";-;1;-;1;1;-;-;-;-;-;-;-;-;3
"290310 Barra do Rocha";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"290320 Barreiras";-;-;1;-;1;-;-;-;-;-;-;1;-;3
"290323 Barro Alto";-;-;1;1;-;-;1;-;-;-;-;-;-;3
"290330 Barro Preto";-;5;26;27;35;81;33;-;-;3;12;22;12;256
"290340 Belmonte";-;-;22;35;3;2;-;-;-;-;-;1;-;63
"290350 Belo Campo";-;1;3;5;-;-;-;-;-;-;-;-;-;9
"290370 Boa Nova";-;-;-;2;1;-;-;-;-;-;-;-;-;3
"290380 Boa Vista do Tupim";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"290390 Bom Jesus da Lapa";-;1;2;6;-;1;-;2;-;-;2;1;-;15
"290405 Bonito";-;1;1;-;-;-;-;-;-;-;-;-;-;2
"290410 Boquira";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"290420 Botuporã";-;-;-;3;12;-;1;-;-;1;-;-;-;17
"290460 Brumado";-;2;11;11;-;-;-;-;-;-;-;-;-;24
"290470 Buerarema";-;12;9;7;1;3;1;2;2;1;-;-;2;40
"290475 Buritirama";-;-;4;-;-;-;-;-;-;-;-;-;-;4
"290480 Caatiba";-;1;4;16;11;4;-;-;-;-;-;-;-;36
"290485 Cabaceiras do Paraguaçu";-;-;-;3;2;1;3;-;-;-;-;-;-;9
"290490 Cachoeira";-;-;2;-;1;-;-;-;-;-;-;-;-;3
"290520 Caetité";-;1;5;6;15;32;4;1;-;-;-;-;-;64
"290530 Cafarnaum";-;-;1;1;-;-;-;-;-;-;-;-;-;2
"290540 Cairu";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"290550 Caldeirão Grande";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"290560 Camacan";-;5;11;4;2;-;-;-;-;-;-;1;-;23
"290570 Camaçari";-;1;5;2;-;-;-;-;-;-;-;-;-;8
"290580 Camamu";-;3;1;-;-;-;-;-;-;-;-;-;-;4
"290600 Campo Formoso";-;45;103;12;30;1;2;2;10;4;13;12;3;237
"290610 Canápolis";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"290620 Canarana";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"290630 Canavieiras";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"290640 Candeal";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"290650 Candeias";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"290670 Cândido Sales";-;7;9;22;10;4;1;3;-;-;-;-;2;58
"290680 Cansanção";-;25;79;74;10;8;-;-;9;4;1;-;-;210
"290687 Capim Grosso";-;4;92;4;1;-;-;-;-;-;-;-;-;101
"290689 Caraíbas";-;-;5;7;-;-;1;-;-;-;-;-;-;13
"290690 Caravelas";-;1;2;3;-;-;-;-;-;-;-;2;2;10
"290720 Casa Nova";-;4;8;6;4;9;4;6;1;-;1;-;-;43
"290730 Castro Alves";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"290755 Caturama";-;-;3;1;-;-;-;-;-;-;-;-;-;4
"290760 Central";-;-;-;-;-;1;2;2;-;-;-;-;-;5
"290780 Cícero Dantas";-;1;2;2;1;-;-;-;-;-;-;-;1;7
"290800 Coaraci";-;5;91;30;-;-;-;-;-;-;-;-;1;127
"290810 Cocos";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"290840 Conceição do Coité";-;6;1;6;2;-;-;-;-;-;-;-;2;17
"290880 Contendas do Sincorá";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"290910 Coribe";-;-;-;-;3;-;-;-;-;-;-;-;-;3
"290920 Coronel João Sá";-;61;195;55;1;-;-;-;-;-;-;-;-;312
"290930 Correntina";-;1;4;29;44;11;4;-;-;-;-;-;-;93
"290970 Cristópolis";-;1;2;5;-;-;-;-;-;-;-;-;-;8
"290980 Cruz das Almas";-;-;1;-;-;-;-;-;-;-;-;-;1;2
"291000 Dário Meira";-;1;-;-;1;1;-;-;-;1;-;-;-;4
"291005 Dias d'Ávila";-;-;-;-;-;-;-;2;-;-;-;-;-;2
"291060 Esplanada";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"291072 Eunápolis";-;7;25;83;131;33;9;5;14;10;9;39;304;669
"291075 Fátima";-;2;2;1;-;-;-;-;-;-;-;-;-;5
"291080 Feira de Santana";-;1;2;2;1;-;-;3;7;4;5;4;8;37
"291085 Filadélfia";-;-;-;1;-;-;-;-;-;-;-;-;1;2
"291090 Firmino Alves";-;5;26;26;2;-;1;-;-;-;-;-;-;60
"291100 Floresta Azul";-;1;9;32;43;16;-;-;-;-;-;-;1;102
"291125 Gavião";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"291140 Glória";-;-;-;-;-;-;-;-;-;-;-;2;-;2
"291150 Gongogi";-;-;6;-;-;-;-;-;-;-;-;-;-;6
"291165 Guajeru";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"291170 Guanambi";-;11;7;3;-;-;-;-;-;-;-;-;3;24
"291180 Guaratinga";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"291210 Ibicaraí";-;-;4;32;23;6;1;5;6;1;9;-;-;87
"291220 Ibicoara";-;-;-;1;1;9;5;2;-;-;-;-;-;18
"291240 Ibipeba";-;-;5;5;2;-;-;-;1;-;-;1;-;14
"291250 Ibipitanga";-;-;1;5;1;-;-;-;1;-;-;-;1;9
"291270 Ibirapitanga";-;-;-;5;-;-;-;-;-;-;-;-;-;5
"291280 Ibirapuã";-;80;97;20;4;1;-;1;-;-;1;2;-;206
"291290 Ibirataia";-;11;52;32;28;45;6;3;-;4;3;2;6;192
"291320 Ibotirama";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"291350 Iguaí";-;-;1;1;-;-;-;-;-;-;-;-;-;2
"291360 Ilhéus";-;108;127;10;3;6;1;8;10;-;2;6;16;297
"291390 Ipiaú";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"291400 Ipirá";-;1;-;-;-;-;-;-;-;1;-;-;-;2
"291410 Ipupiara";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"291420 Irajuba";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"291430 Iramaia";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"291440 Iraquara";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"291460 Irecê";-;3;7;6;1;-;-;-;1;-;-;-;1;19
"291465 Itabela";-;12;42;15;8;4;1;3;1;3;1;-;7;97
"291470 Itaberaba";-;107;262;148;14;3;5;-;4;3;14;13;10;583
"291480 Itabuna";-;3125;7607;4284;1985;693;174;118;94;81;113;109;357;18740
"291490 Itacaré";-;1;1;1;1;-;-;-;-;-;-;-;-;4
"291510 Itagi";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"291520 Itagibá";-;1;2;-;1;-;-;-;-;-;-;-;-;4
"291535 Itaguaçu da Bahia";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"291540 Itaju do Colônia";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"291550 Itajuípe";-;-;3;2;1;4;-;-;-;1;1;-;-;12
"291560 Itamaraju";-;3;-;-;-;-;1;-;-;-;1;-;1;6
"291590 Itanagra";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"291600 Itanhém";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"291610 Itaparica";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"291620 Itapé";-;4;69;32;3;1;-;-;-;-;-;-;-;109
"291630 Itapebi";-;3;-;1;-;-;-;-;-;-;-;2;-;6
"291640 Itapetinga";-;1;122;87;9;5;9;-;-;-;-;-;-;233
"291650 Itapicuru";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"291660 Itapitanga";-;6;37;35;10;2;-;-;-;-;-;-;-;90
"291680 Itarantim";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"291685 Itatim";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"291700 Itiúba";-;-;2;3;4;-;-;-;1;-;-;-;-;10
"291710 Itororó";-;-;37;133;51;11;1;-;-;-;-;-;-;233
"291720 Ituaçu";-;-;-;-;-;-;-;-;-;-;-;1;1;2
"291730 Ituberá";-;2;6;2;-;1;-;1;-;1;-;-;-;13
"291733 Iuiú";-;13;22;12;1;-;-;-;-;-;-;-;-;48
"291735 Jaborandi";-;1;1;2;1;1;1;-;-;1;-;-;-;8
"291740 Jacaraci";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"291750 Jacobina";-;18;117;74;4;1;-;-;-;1;-;2;1;218
"291760 Jaguaquara";-;1;1;3;-;-;1;-;-;-;-;-;2;8
"291770 Jaguarari";-;-;2;1;-;-;-;-;-;-;-;-;-;3
"291800 Jequié";-;5;41;55;50;32;12;11;-;-;7;19;16;248
