DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Sorotipo                     
Período:2018
"Município infecção";"Ign/Branco";"DEN 1";"DEN 2";"DEN 3";"DEN 4";"Total"
"241120 Santa Cruz";5;-;-;-;-;5
"240933 Santa Maria";4;-;-;-;-;4
"241140 Santana do Matos";5;-;-;-;-;5
"241142 Santana do Seridó";1;-;1;-;-;2
"241150 Santo Antônio";34;-;-;-;-;34
"241160 São Bento do Norte";48;-;-;-;-;48
"241170 São Bento do Trairí";2;-;-;-;-;2
"241180 São Fernando";3;-;-;-;-;3
"241200 São Gonçalo do Amarante";35;1;-;1;-;37
"241220 São José de Mipibu";115;-;-;-;-;115
"241230 São José do Campestre";13;-;-;-;-;13
"241250 São Miguel";3;-;-;-;-;3
"241255 São Miguel do Gostoso";37;-;-;-;-;37
"241260 São Paulo do Potengi";2;-;-;-;-;2
"241280 São Rafael";1;-;-;-;-;1
"241290 São Tomé";36;-;-;-;-;36
"241300 São Vicente";63;-;-;-;-;63
"241030 Serra Caiada";7;-;-;-;-;7
"241350 Serrinha";13;-;-;-;-;13
"241370 Sítio Novo";2;-;-;-;-;2
"241390 Taipu";32;-;-;-;-;32
"241400 Tangará";1;-;-;-;-;1
"241410 Tenente Ananias";1;-;-;-;-;1
"241415 Tenente Laurentino Cruz";93;-;-;-;-;93
"241105 Tibau";1;-;-;-;-;1
"241420 Tibau do Sul";8;-;-;-;-;8
"241430 Timbaúba dos Batistas";1;-;-;-;-;1
"241440 Touros";39;-;-;-;-;39
"241470 Várzea";22;-;-;-;-;22
"241480 Vera Cruz";14;-;-;-;-;14
"250010 Água Branca";12;-;-;-;-;12
"250030 Alagoa Grande";21;-;-;-;-;21
"250040 Alagoa Nova";1;-;-;-;-;1
"250050 Alagoinha";10;-;-;-;-;10
"250060 Alhandra";2;-;-;-;-;2
"250077 Aparecida";10;-;-;-;-;10
"250100 Araruna";10;-;-;-;-;10
"250110 Areia";14;-;-;-;-;14
"250115 Areia de Baraúnas";4;-;-;-;-;4
"250130 Aroeiras";93;-;-;-;-;93
"250135 Assunção";41;-;-;-;-;41
"250153 Baraúna";97;2;-;-;-;99
"250160 Barra de Santa Rosa";2;-;-;-;-;2
"250157 Barra de Santana";56;-;-;-;-;56
"250180 Bayeux";39;-;-;-;-;39
"250190 Belém";2;-;-;-;-;2
"250205 Bernardino Batista";2;-;-;-;-;2
"250210 Boa Ventura";1;-;-;-;-;1
"250215 Boa Vista";6;-;-;-;-;6
"250240 Bonito de Santa Fé";6;-;-;-;-;6
"250250 Boqueirão";76;-;-;-;-;76
"250280 Brejo do Cruz";1;-;-;-;-;1
"250290 Brejo dos Santos";3;-;-;-;-;3
"250310 Cabaceiras";98;-;-;-;-;98
"250320 Cabedelo";3;-;-;-;-;3
"250350 Cacimba de Dentro";1;-;-;-;-;1
"250370 Cajazeiras";8;-;-;-;-;8
"250375 Cajazeirinhas";1;-;-;-;-;1
"250390 Camalaú";1;-;-;-;-;1
"250400 Campina Grande";394;-;-;-;-;394
"250407 Caraúbas";4;-;-;-;-;4
"250415 Casserengue";2;-;-;-;-;2
"250430 Catolé do Rocha";13;-;-;-;-;13
"250435 Caturité";67;-;-;-;-;67
"250450 Condado";1;-;-;-;-;1
"250460 Conde";9;-;-;-;-;9
"250470 Congo";1;-;-;-;-;1
"250480 Coremas";49;-;-;-;-;49
"250490 Cruz do Espírito Santo";11;-;-;-;-;11
"250500 Cubati";28;-;-;-;-;28
"250510 Cuité";62;-;-;-;-;62
"250570 Dona Inês";2;-;-;-;-;2
"250600 Esperança";5;-;-;-;-;5
"250610 Fagundes";2;-;-;-;-;2
"250625 Gado Bravo";1;-;-;-;-;1
"250650 Gurjão";3;-;-;-;-;3
"250670 Imaculada";4;-;-;-;-;4
"250680 Ingá";2;-;-;-;-;2
"250690 Itabaiana";3;-;-;-;-;3
"250740 Jericó";1;-;-;-;-;1
"250750 João Pessoa";1006;2;-;-;-;1008
"251365 Joca Claudino";11;-;-;-;-;11
"250760 Juarez Távora";1;-;-;-;-;1
"250770 Juazeirinho";92;-;-;-;-;92
"250780 Junco do Seridó";23;-;-;-;-;23
"250800 Juru";6;-;-;-;-;6
"250810 Lagoa";5;1;-;-;-;6
"250820 Lagoa de Dentro";1;-;-;-;-;1
"250830 Lagoa Seca";17;-;-;-;-;17
"250840 Lastro";24;-;-;-;-;24
"250860 Lucena";2;-;-;-;-;2
"250880 Malta";1;-;-;-;-;1
"250915 Marizópolis";5;-;-;-;-;5
"250933 Matinhas";2;-;-;-;-;2
"250939 Maturéia";1;-;-;-;-;1
"250970 Monteiro";14;5;-;-;-;19
"250990 Natuba";174;-;-;-;-;174
"251000 Nazarezinho";18;-;-;-;-;18
"251010 Nova Floresta";3;-;-;-;-;3
"251020 Nova Olinda";1;-;-;-;-;1
"251030 Nova Palmeira";1;-;-;-;-;1
"251040 Olho d'Água";4;-;-;-;-;4
"251050 Olivedos";1;-;-;-;-;1
"251065 Parari";2;-;-;-;-;2
"251080 Patos";4;-;-;-;-;4
"251110 Pedra Lavrada";95;-;-;-;-;95
"251140 Picuí";21;-;-;-;-;21
"251150 Pilar";2;-;-;-;-;2
"251180 Pirpirituba";1;-;-;-;-;1
"251190 Pitimbu";1;-;-;-;-;1
"251200 Pocinhos";9;-;-;-;-;9
"251210 Pombal";24;-;-;-;-;24
"251220 Prata";1;-;-;-;-;1
"251230 Princesa Isabel";12;-;-;-;-;12
"251240 Puxinanã";2;-;-;-;-;2
"251250 Queimadas";12;-;-;-;-;12
"251270 Remígio";7;-;-;-;-;7
"251300 Salgadinho";1;-;-;-;-;1
"251310 Salgado de São Félix";3;-;-;-;-;3
"251320 Santa Cruz";2;-;-;-;-;2
"251340 Santa Luzia";1;-;-;-;-;1
"251370 Santa Rita";158;-;-;-;-;158
"251390 São Bento";14;-;-;-;-;14
"251396 São Domingos";89;-;-;-;-;89
"251398 São Francisco";39;1;-;-;-;40
"250070 São João do Rio do Peixe";5;-;-;-;-;5
"251420 São José da Lagoa Tapada";54;-;-;-;-;54
"251440 São José de Espinharas";1;-;-;-;-;1
"251450 São José de Piranhas";10;-;-;-;-;10
"251455 São José de Princesa";2;-;-;-;-;2
"251470 São José do Sabugi";13;-;-;-;-;13
"251490 São Mamede";3;-;-;-;-;3
"251510 São Sebastião de Lagoa de Roça";9;-;-;-;-;9
"251520 São Sebastião do Umbuzeiro";1;-;-;-;-;1
"251540 São Vicente do Seridó";33;-;-;-;-;33
"251550 Serra Branca";1;-;-;-;-;1
"251610 Soledade";1;-;-;-;-;1
"251615 Sossêgo";85;-;-;-;-;85
"251620 Sousa";204;1;-;-;-;205
"251630 Sumé";4;-;-;-;-;4
"251670 Teixeira";3;-;-;-;-;3
"251690 Uiraúna";48;-;-;-;-;48
"251700 Umbuzeiro";8;-;-;-;-;8
"251720 Vieirópolis";25;1;-;-;-;26
"260005 Abreu e Lima";1;1;-;-;-;2
"260010 Afogados da Ingazeira";206;-;-;-;-;206
"260040 Água Preta";1;-;-;-;-;1
"260080 Altinho";1;-;-;-;-;1
"260090 Amaraji";16;-;-;-;-;16
"260110 Araripina";3;-;-;-;-;3
"260120 Arcoverde";2;-;-;-;-;2
"260130 Barra de Guabiraba";16;-;-;-;-;16
"260160 Belém do São Francisco";1;-;-;-;-;1
"260180 Betânia";1;-;-;-;-;1
"260190 Bezerros";49;-;-;-;-;49
"260220 Bom Jardim";7;-;-;-;-;7
"260230 Bonito";23;-;-;-;-;23
"260250 Brejinho";1;-;-;-;-;1
"260260 Brejo da Madre de Deus";5;-;-;-;-;5
"260280 Buíque";2;-;-;-;-;2
"260290 Cabo de Santo Agostinho";1;-;-;-;-;1
"260300 Cabrobó";1;-;-;-;-;1
"260310 Cachoeirinha";1;-;-;-;-;1
"260320 Caetés";386;-;-;-;-;386
"260345 Camaragibe";4;-;-;-;-;4
"260350 Camocim de São Félix";4;-;-;-;-;4
"260360 Camutanga";1;-;-;-;-;1
"260370 Canhotinho";1;-;-;-;-;1
"260380 Capoeiras";4;-;-;-;-;4
"260390 Carnaíba";7;-;-;-;-;7
"260415 Casinhas";7;-;-;-;-;7
"260430 Cedro";2;-;-;-;-;2
"260450 Chã Grande";7;-;-;-;-;7
"260480 Cortês";4;-;-;-;-;4
"260490 Cumaru";5;-;-;-;-;5
"260510 Custódia";4;-;-;-;-;4
"260515 Dormentes";2;-;-;-;-;2
"260520 Escada";6;-;-;-;-;6
"260530 Exu";3;-;-;-;-;3
"260540 Feira Nova";19;-;-;-;-;19
"260545 Fernando de Noronha";6;2;-;-;-;8
"260550 Ferreiros";3;-;-;-;-;3
"260600 Garanhuns";1;-;-;-;-;1
"260620 Goiana";30;-;-;-;-;30
"260640 Gravatá";546;1;-;-;-;547
"260660 Ibimirim";5;-;-;-;-;5
"260690 Iguaracy";1;-;-;-;-;1
"260760 Ilha de Itamaracá";1;-;-;-;-;1
"260710 Ingazeira";5;-;-;-;-;5
"260720 Ipojuca";24;2;-;-;-;26
"260730 Ipubi";1;-;-;-;-;1
"260740 Itacuruba";1;-;-;-;-;1
"260770 Itapetim";1;-;-;-;-;1
"260775 Itapissuma";2;-;-;-;-;2
"260790 Jaboatão dos Guararapes";6;-;-;-;-;6
"260795 Jaqueira";1;-;-;-;-;1
"260800 Jataúba";204;-;-;-;-;204
"260810 João Alfredo";10;-;-;-;-;10
"260820 Joaquim Nabuco";1;-;-;-;-;1
"260845 Lagoa do Carro";1;-;-;-;-;1
"260860 Lagoa do Ouro";1;-;-;-;-;1
"260875 Lagoa Grande";1;-;-;-;-;1
"260890 Limoeiro";26;-;-;-;-;26
"260900 Macaparana";10;-;-;-;-;10
"260910 Machados";47;-;-;-;-;47
"260930 Mirandiba";4;-;-;-;-;4
"260940 Moreno";83;1;-;-;-;84
"260960 Olinda";182;-;-;-;-;182
"260970 Orobó";19;-;-;-;-;19
"261000 Palmares";17;-;-;-;-;17
"261020 Panelas";2;-;-;-;-;2
"261030 Paranatama";2;-;-;-;-;2
"261040 Parnamirim";13;-;-;-;-;13
"261060 Paudalho";2;-;-;-;-;2
"261070 Paulista";4;-;-;-;-;4
"261080 Pedra";4;-;-;-;-;4
"261090 Pesqueira";12;-;-;-;-;12
"261100 Petrolândia";1;-;-;-;-;1
"261110 Petrolina";7;-;-;-;-;7
"261140 Primavera";7;-;-;-;-;7
"261153 Quixaba";1;-;-;-;-;1
"261160 Recife";372;-;-;-;-;372
"261180 Ribeirão";1;-;-;-;-;1
"261200 Sairé";17;-;-;-;-;17
"261220 Salgueiro";6;-;-;-;-;6
"261230 Saloá";2;-;-;-;-;2
"261247 Santa Cruz da Baixa Verde";1;-;-;-;-;1
"261250 Santa Cruz do Capibaribe";37;-;-;-;-;37
"261255 Santa Filomena";1;-;-;-;-;1
"261260 Santa Maria da Boa Vista";4;-;-;-;-;4
"261270 Santa Maria do Cambucá";2;-;-;-;-;2
"261290 São Benedito do Sul";2;-;-;-;-;2
"261300 São Bento do Una";9;-;-;-;-;9
"261310 São Caitano";1;-;-;-;-;1
"261320 São João";14;-;-;-;-;14
"261330 São Joaquim do Monte";3;-;-;-;-;3
"261340 São José da Coroa Grande";1;-;-;-;-;1
"261350 São José do Belmonte";4;-;-;-;-;4
"261360 São José do Egito";1;-;-;-;-;1
"261370 São Lourenço da Mata";4;-;-;-;-;4
"261390 Serra Talhada";11;-;-;-;-;11
"261410 Sertânia";1;-;-;-;-;1
"261420 Sirinhaém";2;-;-;-;-;2
"261440 Solidão";2;-;-;-;-;2
"261450 Surubim";2;-;-;-;-;2
"261460 Tabira";6;-;-;-;-;6
"261470 Tacaimbó";8;-;-;-;-;8
"261500 Taquaritinga do Norte";6;-;-;-;-;6
"261510 Terezinha";-;1;-;-;-;1
"261530 Timbaúba";25;-;-;-;-;25
"261570 Triunfo";2;-;-;-;-;2
"261580 Tupanatinga";3;-;-;-;-;3
"261600 Venturosa";1;-;-;-;-;1
"261620 Vertentes";1;-;-;-;-;1
"261630 Vicência";1;-;-;-;-;1
"261640 Vitória de Santo Antão";5;-;-;-;-;5
"261650 Xexéu";10;-;-;-;-;10
"270030 Arapiraca";53;-;-;-;-;53
"270070 Batalha";-;1;-;-;-;1
"270080 Belém";1;-;-;-;-;1
"270110 Branquinha";1;-;-;-;-;1
"270130 Cajueiro";1;-;-;-;-;1
"270160 Canapi";2;-;-;-;-;2
"270180 Carneiros";1;-;-;-;-;1
"270200 Coité do Nóia";8;-;-;-;-;8
"270210 Colônia Leopoldina";13;-;-;-;-;13
"270230 Coruripe";8;-;-;-;-;8
"270235 Craíbas";3;-;-;-;-;3
"270240 Delmiro Gouveia";4;-;-;-;-;4
"270250 Dois Riachos";4;-;-;-;-;4
"270290 Girau do Ponciano";1;-;-;-;-;1
"270330 Inhapi";2;-;-;-;-;2
"270340 Jacaré dos Homens";1;-;-;-;-;1
"270380 Joaquim Gomes";1;-;-;-;-;1
"270400 Junqueiro";2;-;-;-;-;2
"270430 Maceió";243;1;-;-;-;244
"270450 Maragogi";45;-;-;-;-;45
"270470 Marechal Deodoro";5;1;-;-;-;6
"270500 Mata Grande";4;-;-;-;-;4
"270510 Matriz de Camaragibe";1;-;-;-;-;1
"270520 Messias";1;-;-;-;-;1
"270550 Murici";2;-;-;-;-;2
"270630 Palmeira dos Índios";17;-;-;-;-;17
"270642 Pariconha";1;-;-;-;-;1
"270644 Paripueira";1;-;-;-;-;1
"270680 Piaçabuçu";2;-;-;-;-;2
"270690 Pilar";9;-;-;-;-;9
"270720 Poço das Trincheiras";2;-;-;-;-;2
"270740 Porto de Pedras";4;-;-;-;-;4
"270770 Rio Largo";45;-;-;-;-;45
"270800 Santana do Ipanema";2;-;-;-;-;2
"270810 Santana do Mundaú";1;-;-;-;-;1
"270830 São José da Laje";14;-;-;-;-;14
"270850 São Luís do Quitunde";1;-;-;-;-;1
"270860 São Miguel dos Campos";2;-;-;-;-;2
"270890 Satuba";5;-;-;-;-;5
"270910 Taquarana";1;-;-;-;-;1
"270915 Teotônio Vilela";5;-;-;-;-;5
"270930 União dos Palmares";27;-;-;-;-;27
"280030 Aracaju";54;-;-;-;-;54
"280060 Barra dos Coqueiros";3;-;-;-;-;3
"280120 Canindé de São Francisco";1;-;-;-;-;1
"280140 Carira";1;-;-;-;-;1
"280150 Carmópolis";1;-;-;-;-;1
"280170 Cristinápolis";1;-;-;-;-;1
"280210 Estância";1;-;-;-;-;1
"280220 Feira Nova";2;-;-;-;-;2
"280240 Gararu";1;-;-;-;-;1
"280260 Gracho Cardoso";1;-;-;-;-;1
"280310 Itabi";2;-;-;-;-;2
"280320 Itaporanga d'Ajuda";4;-;-;-;-;4
"280350 Lagarto";1;-;-;-;-;1
"280400 Maruim";1;-;-;-;-;1
"280420 Monte Alegre de Sergipe";4;-;-;-;-;4
"280445 Nossa Senhora Aparecida";1;-;-;-;-;1
"280450 Nossa Senhora da Glória";2;-;-;-;-;2
"280480 Nossa Senhora do Socorro";29;-;-;-;-;29
"280490 Pacatuba";1;-;-;-;-;1
"280520 Pinhão";2;-;-;-;-;2
"280530 Pirambu";1;-;-;-;-;1
"280560 Porto da Folha";2;-;-;-;-;2
"280570 Propriá";1;-;-;-;-;1
"280610 Rosário do Catete";1;-;-;-;-;1
"280620 Salgado";1;-;-;-;-;1
"280660 Santo Amaro das Brotas";3;-;-;-;-;3
"280670 São Cristóvão";18;-;-;-;-;18
"280710 Simão Dias";1;1;-;-;-;2
"280720 Siriri";1;-;-;-;-;1
"280740 Tobias Barreto";1;-;-;-;-;1
"290010 Abaíra";1;-;-;-;-;1
"290035 Adustina";3;-;-;-;-;3
"290040 Água Fria";1;-;-;-;-;1
"290070 Alagoinhas";12;-;-;-;-;12
"290080 Alcobaça";1;-;-;-;-;1
"290115 América Dourada";10;-;-;-;-;10
"290150 Anguera";4;-;-;-;-;4
"290210 Araci";1;-;-;-;-;1
"290270 Barra";71;-;-;-;-;71
"290290 Barra do Choça";1;-;-;-;-;1
"290320 Barreiras";7;-;1;-;-;8
"290340 Belmonte";247;-;-;-;-;247
"290390 Bom Jesus da Lapa";276;-;-;-;-;276
"290410 Boquira";5;-;-;-;-;5
"290440 Brejolândia";1;-;-;-;-;1
"290460 Brumado";2;-;-;-;-;2
"290475 Buritirama";83;-;-;-;-;83
"290510 Caém";1;-;-;-;-;1
"290520 Caetité";4;-;-;-;-;4
"290530 Cafarnaum";2;-;-;-;-;2
"290570 Camaçari";26;-;-;-;-;26
"290590 Campo Alegre de Lourdes";22;-;-;-;-;22
"290610 Canápolis";4;-;-;-;-;4
"290620 Canarana";39;-;-;-;-;39
"290650 Candeias";2;-;-;-;-;2
"290687 Capim Grosso";1;-;-;-;-;1
"290710 Carinhanha";30;-;-;-;-;30
"290720 Casa Nova";45;-;-;-;-;45
"290750 Catu";6;-;-;-;-;6
"290760 Central";-;2;-;-;-;2
"290840 Conceição do Coité";1;-;-;-;-;1
"290850 Conceição do Jacuípe";1;-;-;-;-;1
"290890 Coração de Maria";4;-;-;-;-;4
"290910 Coribe";4;-;-;-;-;4
"290930 Correntina";643;-;-;-;-;643
"290940 Cotegipe";4;-;-;-;-;4
"290970 Cristópolis";2;-;-;-;-;2
"290980 Cruz das Almas";1;-;-;-;-;1
"291005 Dias d'Ávila";12;-;-;-;-;12
"291010 Dom Basílio";40;-;-;-;-;40
"291072 Eunápolis";37;-;-;-;-;37
"291080 Feira de Santana";285;22;2;-;-;309
"291100 Floresta Azul";5;-;-;-;-;5
"291120 Gandu";1;-;-;-;-;1
"291150 Gongogi";1;-;-;-;-;1
"291160 Governador Mangabeira";32;-;-;-;-;32
"291170 Guanambi";6;-;-;-;-;6
"291180 Guaratinga";1;-;-;-;-;1
"291250 Ibipitanga";1;-;-;-;-;1
"291320 Ibotirama";2;-;-;-;-;2
"291360 Ilhéus";26;-;-;-;-;26
"291380 Ipecaetá";8;-;-;-;-;8
"291400 Ipirá";5;-;-;-;-;5
"291410 Ipupiara";29;-;-;-;-;29
"291440 Iraquara";3;-;-;-;-;3
"291460 Irecê";7;-;-;-;-;7
"291470 Itaberaba";19;-;-;-;-;19
"291480 Itabuna";58;-;-;-;-;58
"291530 Itagimirim";1;-;-;-;-;1
"291535 Itaguaçu da Bahia";1;-;-;-;-;1
"291560 Itamaraju";11;-;-;-;-;11
"291600 Itanhém";13;-;-;-;-;13
"291630 Itapebi";1;-;-;-;-;1
"291660 Itapitanga";1;-;-;-;-;1
"291710 Itororó";1;-;-;-;-;1
"291720 Ituaçu";3;-;-;-;-;3
"291735 Jaborandi";14;-;-;-;-;14
"291750 Jacobina";6;-;-;-;-;6
"291760 Jaguaquara";3;-;-;-;-;3
"291800 Jequié";6;-;-;-;-;6
"291820 Jiquiriçá";1;-;-;-;-;1
"291840 Juazeiro";3;-;-;-;-;3
"291920 Lauro de Freitas";6;-;-;-;-;6
"291930 Lençóis";3;-;-;-;-;3
"291950 Livramento de Nossa Senhora";33;-;-;-;-;33
"291955 Luís Eduardo Magalhães";7;-;-;-;-;7
"291980 Macaúbas";2;-;-;-;-;2
"291992 Madre de Deus";1;-;-;-;-;1
"292010 Mairi";1;-;-;-;-;1
"292040 Manoel Vitorino";3;-;-;-;-;3
"292045 Mansidão";1;-;-;-;-;1
"292100 Mata de São João";2;-;-;-;-;2
"292105 Matina";3;-;-;-;-;3
"292110 Medeiros Neto";2;-;-;-;-;2
"292160 Morpará";3;-;-;-;-;3
"292170 Morro do Chapéu";1;-;-;-;-;1
"292200 Mucuri";6;-;-;-;-;6
"292230 Muritiba";3;-;-;-;-;3
"292240 Mutuípe";1;-;-;-;-;1
"292280 Nova Itarana";1;-;-;-;-;1
"292300 Nova Viçosa";1;-;-;-;-;1
"292303 Novo Horizonte";1;-;-;-;-;1
"292320 Oliveira dos Brejinhos";194;-;-;-;-;194
"292340 Palmas de Monte Alto";4;-;-;-;-;4
"292350 Palmeiras";1;-;-;-;-;1
"292360 Paramirim";41;-;-;-;-;41
"292370 Paratinga";146;-;-;-;-;146
"292380 Paripiranga";26;-;-;-;-;26
"292400 Paulo Afonso";1;-;-;-;-;1
"292405 Pé de Serra";27;-;-;-;-;27
"292440 Pilão Arcado";39;1;-;-;-;40
"292520 Pojuca";1;-;-;-;-;1
"292530 Porto Seguro";4;-;-;-;-;4
"292550 Prado";1;-;-;-;-;1
"292570 Presidente Jânio Quadros";1;-;-;-;-;1
"292575 Presidente Tancredo Neves";1;-;-;-;-;1
"292600 Remanso";89;-;-;-;-;89
"292640 Riacho de Santana";82;-;-;-;-;82
"292650 Ribeira do Amparo";2;-;-;-;-;2
"292660 Ribeira do Pombal";65;-;-;-;-;65
"292670 Rio de Contas";38;-;-;-;-;38
"292680 Rio do Antônio";1;-;-;-;-;1
"292740 Salvador";158;1;-;-;-;159
"292770 Santa Cruz Cabrália";25;-;-;-;-;25
"292810 Santa Maria da Vitória";255;-;-;-;-;255
"292840 Santa Rita de Cássia";1;-;-;-;-;1
"292800 Santaluz";1;-;-;-;-;1
"292820 Santana";2;-;-;-;-;2
"292870 Santo Antônio de Jesus";6;-;-;-;-;6
"292880 Santo Estêvão";1;-;-;-;-;1
"292890 São Desidério";10;-;-;-;-;10
"292895 São Domingos";1;-;-;-;-;1
"292905 São Félix do Coribe";63;-;-;-;-;63
"292925 São Gabriel";1;-;-;-;-;1
"292930 São Gonçalo dos Campos";2;-;-;-;-;2
"292935 São José da Vitória";1;-;-;-;-;1
"292990 Seabra";1;-;-;-;-;1
"293000 Sebastião Laranjeiras";11;-;-;-;-;11
"293015 Serra do Ramalho";31;-;-;-;-;31
"293030 Serra Dourada";2;-;-;-;-;2
"293050 Serrinha";2;-;-;-;-;2
"293070 Simões Filho";3;-;-;-;-;3
"293075 Sítio do Mato";60;1;-;-;-;61
"293076 Sítio do Quinto";3;-;-;-;-;3
"293090 Tabocas do Brejo Velho";1;-;-;-;-;1
"293100 Tanhaçu";91;-;-;-;-;91
"293105 Tanque Novo";1;-;-;-;-;1
"293110 Tanquinho";3;-;-;-;-;3
"293120 Taperoá";1;-;-;-;-;1
"293135 Teixeira de Freitas";8;-;-;-;-;8
"293240 Uibaí";1;-;-;-;-;1
"293250 Una";1;-;-;-;-;1
"293290 Valença";1;-;-;-;-;1
"293315 Várzea Nova";3;-;-;-;-;3
"293330 Vitória da Conquista";3;-;-;-;-;3
"293340 Wagner";3;-;-;-;-;3
"293345 Wanderley";1;-;-;-;-;1
"293350 Wenceslau Guimarães";1;-;-;-;-;1
"293360 Xique-Xique";5;-;-;-;-;5
"310020 Abaeté";1;-;-;-;-;1
"310030 Abre Campo";1;-;-;-;-;1
"310040 Acaiaca";3;-;-;-;-;3
"310050 Açucena";15;-;-;-;-;15
"310060 Água Boa";1;-;-;-;-;1
"310070 Água Comprida";1;-;-;-;-;1
"310100 Águas Vermelhas";3;-;-;-;-;3
"310110 Aimorés";2;-;-;-;-;2
"310150 Além Paraíba";6;-;-;-;-;6
"310160 Alfenas";123;1;-;-;-;124
"310200 Alterosa";2;-;-;-;-;2
"310210 Alto Rio Doce";1;-;-;-;-;1
"310220 Alvarenga";1;-;-;-;-;1
"310230 Alvinópolis";11;3;-;-;-;14
"310260 Andradas";1;-;-;-;-;1
"310300 Antônio Dias";26;-;-;-;-;26
"310330 Aracitaba";1;-;-;-;-;1
"310340 Araçuaí";34;-;-;-;-;34
"310350 Araguari";6;-;-;-;-;6
"310375 Araporã";16;-;-;-;-;16
"310380 Arapuá";1;-;-;-;-;1
"310390 Araújos";1;-;-;-;-;1
"310400 Araxá";75;-;-;-;-;75
"310410 Arceburgo";1;-;-;-;-;1
"310420 Arcos";37;-;-;-;-;37
"310430 Areado";2;-;-;-;-;2
"310450 Arinos";30;-;-;-;-;30
"310460 Astolfo Dutra";5;-;-;-;-;5
"310470 Ataléia";1;-;-;-;-;1
"310480 Augusto de Lima";1;-;-;-;-;1
"310510 Bambuí";3;-;-;-;-;3
"310540 Barão de Cocais";1;-;-;-;-;1
"310550 Barão de Monte Alto";1;-;-;-;-;1
"310560 Barbacena";13;-;-;-;-;13
"310570 Barra Longa";2;-;-;-;-;2
"310590 Barroso";6;-;-;-;-;6
"310620 Belo Horizonte";208;2;3;-;-;213
"310630 Belo Oriente";59;-;-;-;-;59
"310640 Belo Vale";2;-;-;-;-;2
"310650 Berilo";1;-;-;-;-;1
"310670 Betim";136;-;-;-;-;136
"310710 Boa Esperança";3;-;-;-;-;3
"310730 Bocaiúva";411;-;-;-;-;411
"310760 Bom Jesus da Penha";1;-;-;-;-;1
"310780 Bom Jesus do Galho";7;-;-;-;-;7
"310800 Bom Sucesso";19;-;-;-;-;19
"310820 Bonfinópolis de Minas";1;-;-;-;-;1
"310850 Botumirim";2;-;-;-;-;2
"310855 Brasilândia de Minas";33;-;-;-;-;33
"310860 Brasília de Minas";1;-;-;-;-;1
"310880 Braúnas";3;-;-;-;-;3
"310900 Brumadinho";11;-;-;-;-;11
"310920 Buenópolis";9;-;-;-;-;9
"310925 Bugre";3;-;-;-;-;3
"310940 Buritizeiro";30;-;-;-;-;30
"310945 Cabeceira Grande";4;-;-;-;-;4
"310990 Caetanópolis";4;-;-;-;-;4
"311000 Caeté";4;-;-;-;-;4
"311020 Cajuri";1;-;-;-;-;1
"311030 Caldas";2;-;-;-;-;2
"311070 Cambuquira";2;-;-;-;-;2
"311080 Campanário";1;-;-;-;-;1
"311090 Campanha";9;-;-;-;-;9
"311110 Campina Verde";154;2;-;-;-;156
"311120 Campo Belo";1;-;-;-;-;1
"311150 Campos Altos";13;-;-;-;-;13
"311180 Canápolis";82;-;-;-;-;82
"311200 Candeias";3;-;-;-;-;3
"311260 Capinópolis";106;-;2;-;-;108
"311265 Capitão Andrade";1;-;-;-;-;1
"311270 Capitão Enéas";10;-;-;-;-;10
"311320 Carandaí";3;-;-;-;-;3
"311330 Carangola";4;-;-;-;-;4
"311340 Caratinga";11;-;-;-;-;11
"311370 Carlos Chagas";1;-;-;-;-;1
"311380 Carmésia";1;-;-;-;-;1
"311390 Carmo da Cachoeira";2;-;-;-;-;2
"311400 Carmo da Mata";1;-;-;-;-;1
"311420 Carmo do Cajuru";1;-;-;-;-;1
"311430 Carmo do Paranaíba";2;-;-;-;-;2
"311450 Carmópolis de Minas";2;-;-;-;-;2
"311455 Carneirinho";3;-;-;-;-;3
"311490 Casa Grande";-;1;-;-;-;1
"311510 Cássia";2;-;-;-;-;2
"311530 Cataguases";10;-;-;-;-;10
"311545 Catuji";1;-;-;-;-;1
"311547 Catuti";41;-;-;-;-;41
"311570 Central de Minas";1;-;-;-;-;1
"311580 Centralina";1;-;-;-;-;1
"311615 Chapada Gaúcha";2;-;-;-;-;2
"311650 Claro dos Poções";4;-;-;-;-;4
"311660 Cláudio";2;-;-;-;-;2
"311730 Conceição das Alagoas";65;-;-;-;-;65
"311760 Conceição do Pará";1;-;-;-;-;1
"311783 Cônego Marinho";2;-;-;-;-;2
"311787 Confins";1;-;-;-;-;1
"311800 Congonhas";4;-;-;-;-;4
"311820 Conquista";10;-;-;-;-;10
"311830 Conselheiro Lafaiete";2;-;-;-;-;2
"311840 Conselheiro Pena";18;-;-;-;-;18
"311860 Contagem";297;1;-;-;-;298
"311870 Coqueiral";1;-;-;-;-;1
"311880 Coração de Jesus";4;-;-;-;-;4
"311890 Cordisburgo";1;-;-;-;-;1
"311900 Cordislândia";1;-;-;-;-;1
"311910 Corinto";8;-;-;-;-;8
"311930 Coromandel";4;-;-;-;-;4
"311940 Coronel Fabriciano";2930;-;-;-;-;2930
"312000 Córrego Novo";1;-;-;-;-;1
"312015 Crisólita";3;-;-;-;-;3
"312030 Cristália";7;-;-;-;-;7
"312070 Cruzeiro da Fortaleza";1;-;-;-;-;1
