DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Sorotipo                     
Período:2017
"Município infecção";"Ign/Branco";"DEN 1";"DEN 2";"DEN 3";"DEN 4";"Total"
"231160 Redenção";3;-;-;-;-;3
"231170 Reriutaba";1;-;-;-;-;1
"231180 Russas";73;-;-;-;-;73
"231190 Saboeiro";4;-;-;-;-;4
"231220 Santa Quitéria";2;-;-;-;-;2
"231230 São Benedito";2;-;-;-;-;2
"231240 São Gonçalo do Amarante";8;-;-;-;-;8
"231250 São João do Jaguaribe";12;-;-;-;-;12
"231260 São Luís do Curu";3;-;-;-;-;3
"231270 Senador Pompeu";10;-;-;-;-;10
"231280 Senador Sá";3;-;-;-;-;3
"231290 Sobral";37;-;-;-;-;37
"231300 Solonópole";10;-;-;-;-;10
"231310 Tabuleiro do Norte";481;1;-;-;-;482
"231320 Tamboril";1;-;-;-;-;1
"231325 Tarrafas";6;-;-;-;-;6
"231330 Tauá";70;-;-;-;-;70
"231335 Tejuçuoca";7;-;-;-;-;7
"231340 Tianguá";3;-;-;-;-;3
"231350 Trairi";2;-;-;-;-;2
"231355 Tururu";7;-;-;-;-;7
"231360 Ubajara";1;-;-;-;-;1
"231370 Umari";1;-;-;-;-;1
"231375 Umirim";3;-;-;-;-;3
"231390 Uruoca";3;-;-;-;-;3
"231395 Varjota";2;-;-;-;-;2
"231400 Várzea Alegre";186;-;-;-;-;186
"231410 Viçosa do Ceará";2;-;-;-;-;2
"240010 Acari";57;-;-;-;-;57
"240020 Açu";28;-;-;-;-;28
"240030 Afonso Bezerra";5;-;-;-;-;5
"240040 Água Nova";2;-;-;-;-;2
"240050 Alexandria";1;-;-;-;-;1
"240080 Angicos";2;-;-;-;-;2
"240110 Areia Branca";1;-;-;-;-;1
"240120 Arês";1;-;-;-;-;1
"240140 Baía Formosa";2;-;-;-;-;2
"240145 Baraúna";3;-;-;-;-;3
"240160 Bento Fernandes";10;-;-;-;-;10
"240165 Bodó";1;-;-;-;-;1
"240170 Bom Jesus";1;-;-;-;-;1
"240180 Brejinho";3;-;-;-;-;3
"240190 Caiçara do Rio do Vento";11;-;-;-;-;11
"240200 Caicó";3;-;-;-;-;3
"240210 Campo Redondo";6;-;-;-;-;6
"240240 Carnaúba dos Dantas";1;-;-;-;-;1
"240260 Ceará-Mirim";2;-;-;-;-;2
"240300 Cruzeta";2;-;-;-;-;2
"240310 Currais Novos";4;-;-;-;-;4
"240350 Espírito Santo";1;-;-;-;-;1
"240360 Extremoz";1;-;-;-;-;1
"240420 Goianinha";2;-;-;-;-;2
"240450 Guamaré";14;-;-;-;-;14
"240460 Ielmo Marinho";2;-;-;-;-;2
"240540 Japi";1;-;-;-;-;1
"240550 Jardim de Angicos";1;-;-;-;-;1
"240570 Jardim do Seridó";1;-;-;-;-;1
"240580 João Câmara";6;-;-;-;-;6
"240600 José da Penha";36;-;-;-;-;36
"240610 Jucurutu";1;-;-;-;-;1
"240680 Lajes Pintadas";1;-;-;-;-;1
"240690 Lucrécia";1;-;-;-;-;1
"240710 Macaíba";2;-;-;-;-;2
"240720 Macau";1;-;-;-;-;1
"240730 Marcelino Vieira";2;-;-;-;-;2
"240750 Maxaranguape";1;-;-;-;-;1
"240770 Montanhas";1;-;-;-;-;1
"240800 Mossoró";1115;-;-;-;-;1115
"240810 Natal";65;1;-;-;-;66
"240820 Nísia Floresta";2;-;-;-;-;2
"240830 Nova Cruz";1;-;-;-;-;1
"240325 Parnamirim";16;-;-;-;-;16
"240920 Passagem";1;-;-;-;-;1
"240950 Pedra Grande";1;-;-;-;-;1
"240960 Pedra Preta";1;-;-;-;-;1
"240990 Pendências";2;-;-;-;-;2
"241010 Poço Branco";1;-;-;-;-;1
"241040 Pureza";4;-;-;-;-;4
"241110 Ruy Barbosa";1;-;-;-;-;1
"241120 Santa Cruz";2;-;-;-;-;2
"241140 Santana do Matos";2;-;-;-;-;2
"241142 Santana do Seridó";2;-;-;-;-;2
"241150 Santo Antônio";11;-;-;-;-;11
"241170 São Bento do Trairí";2;-;-;-;-;2
"241190 São Francisco do Oeste";1;-;-;-;-;1
"241200 São Gonçalo do Amarante";1;-;-;-;-;1
"241220 São José de Mipibu";9;-;-;-;-;9
"241250 São Miguel";1;-;-;-;-;1
"241260 São Paulo do Potengi";4;-;-;-;-;4
"241290 São Tomé";9;-;-;-;-;9
"241030 Serra Caiada";1;-;-;-;-;1
"241335 Serra do Mel";1;-;-;-;-;1
"241350 Serrinha";6;-;-;-;-;6
"241390 Taipu";1;-;-;-;-;1
"241410 Tenente Ananias";1;-;-;-;-;1
"241105 Tibau";1;-;-;-;-;1
"241420 Tibau do Sul";1;-;-;-;-;1
"241470 Várzea";1;-;-;-;-;1
"250030 Alagoa Grande";7;-;-;-;-;7
"250060 Alhandra";37;-;-;-;-;37
"250077 Aparecida";1;-;-;-;-;1
"250100 Araruna";3;-;-;-;-;3
"250110 Areia";3;-;-;-;-;3
"250157 Barra de Santana";4;-;-;-;-;4
"250180 Bayeux";5;-;-;-;-;5
"250200 Belém do Brejo do Cruz";35;-;-;-;-;35
"250215 Boa Vista";1;-;-;-;-;1
"250220 Bom Jesus";2;-;-;-;-;2
"250240 Bonito de Santa Fé";1;-;-;-;-;1
"250250 Boqueirão";4;-;-;-;-;4
"250300 Caaporã";5;-;-;-;-;5
"250310 Cabaceiras";5;-;-;-;-;5
"250320 Cabedelo";2;-;-;-;-;2
"250330 Cachoeira dos Índios";3;-;-;-;-;3
"250370 Cajazeiras";1;-;-;-;-;1
"250390 Camalaú";1;-;-;-;-;1
"250400 Campina Grande";83;-;-;-;-;83
"250407 Caraúbas";2;-;-;-;-;2
"250420 Catingueira";1;-;-;-;-;1
"250430 Catolé do Rocha";13;-;-;-;-;13
"250440 Conceição";1;-;-;-;-;1
"250460 Conde";8;-;-;-;-;8
"250490 Cruz do Espírito Santo";10;-;-;-;-;10
"250510 Cuité";1;-;-;-;-;1
"250523 Cuité de Mamanguape";1;-;-;-;-;1
"250600 Esperança";7;-;-;-;-;7
"250610 Fagundes";1;-;-;-;-;1
"250630 Guarabira";15;-;-;-;-;15
"250690 Itabaiana";2;-;-;-;-;2
"250750 João Pessoa";440;-;-;-;-;440
"250770 Juazeirinho";1;-;-;-;-;1
"250800 Juru";1;-;-;-;-;1
"250830 Lagoa Seca";6;-;-;-;-;6
"250840 Lastro";6;-;-;-;-;6
"250860 Lucena";3;-;-;-;-;3
"250880 Malta";1;-;-;-;-;1
"250890 Mamanguape";2;-;-;-;-;2
"250900 Manaíra";2;-;-;-;-;2
"250915 Marizópolis";2;-;-;-;-;2
"250970 Monteiro";6;-;-;-;-;6
"251050 Olivedos";1;-;-;-;-;1
"251110 Pedra Lavrada";4;-;-;-;-;4
"251140 Picuí";1;-;-;-;-;1
"251200 Pocinhos";1;-;-;-;-;1
"251230 Princesa Isabel";2;-;-;-;-;2
"251250 Queimadas";11;-;-;-;-;11
"251315 Santa Cecília";3;-;-;-;-;3
"251340 Santa Luzia";4;-;-;-;-;4
"251370 Santa Rita";127;-;-;-;-;127
"251398 São Francisco";5;-;-;-;-;5
"250070 São João do Rio do Peixe";2;-;-;-;-;2
"251430 São José de Caiana";1;-;-;-;-;1
"251450 São José de Piranhas";2;-;-;-;-;2
"251500 São Miguel de Taipu";1;-;-;-;-;1
"251510 São Sebastião de Lagoa de Roça";1;-;-;-;-;1
"251530 Sapé";1;-;-;-;-;1
"251615 Sossêgo";1;-;-;-;-;1
"251620 Sousa";19;-;-;-;-;19
"251680 Triunfo";8;-;-;-;-;8
"251690 Uiraúna";14;-;-;-;-;14
"251720 Vieirópolis";4;-;-;-;-;4
"250550 Vista Serrana";1;-;-;-;-;1
"260005 Abreu e Lima";2;-;-;-;-;2
"260010 Afogados da Ingazeira";22;-;-;-;-;22
"260040 Água Preta";2;-;-;-;-;2
"260050 Águas Belas";3;-;-;-;-;3
"260080 Altinho";63;-;-;-;-;63
"260090 Amaraji";1;-;-;-;-;1
"260100 Angelim";43;-;-;-;-;43
"260110 Araripina";1;-;-;-;-;1
"260130 Barra de Guabiraba";1;-;-;-;-;1
"260170 Belo Jardim";140;-;-;-;-;140
"260190 Bezerros";9;-;-;-;-;9
"260210 Bom Conselho";4;-;-;-;-;4
"260230 Bonito";11;-;-;-;-;11
"260250 Brejinho";1;-;-;-;-;1
"260260 Brejo da Madre de Deus";1;-;-;-;-;1
"260280 Buíque";2;-;-;-;-;2
"260290 Cabo de Santo Agostinho";1;-;-;-;-;1
"260310 Cachoeirinha";8;-;-;-;-;8
"260320 Caetés";117;-;-;-;-;117
"260340 Calumbi";1;-;-;-;-;1
"260350 Camocim de São Félix";1;-;-;-;-;1
"260370 Canhotinho";1;-;-;-;-;1
"260380 Capoeiras";1;-;-;-;-;1
"260410 Caruaru";2;1;-;-;-;3
"260415 Casinhas";12;-;-;-;-;12
"260450 Chã Grande";10;-;-;-;-;10
"260460 Condado";1;-;-;-;-;1
"260490 Cumaru";8;-;-;-;-;8
"260500 Cupira";3;-;-;-;-;3
"260510 Custódia";2;-;-;-;-;2
"260520 Escada";1;-;-;-;-;1
"260530 Exu";3;-;-;-;-;3
"260540 Feira Nova";15;-;-;-;-;15
"260545 Fernando de Noronha";1;-;-;-;-;1
"260570 Floresta";1;-;-;-;-;1
"260580 Frei Miguelinho";1;-;-;-;-;1
"260600 Garanhuns";27;-;-;-;-;27
"260620 Goiana";59;-;-;-;-;59
"260640 Gravatá";80;-;-;-;-;80
"260650 Iati";2;-;-;-;-;2
"260660 Ibimirim";3;-;-;-;-;3
"260670 Ibirajuba";1;-;-;-;-;1
"260690 Iguaracy";1;-;-;-;-;1
"260760 Ilha de Itamaracá";1;-;-;-;-;1
"260710 Ingazeira";3;-;-;-;-;3
"260750 Itaíba";16;1;-;-;-;17
"260775 Itapissuma";1;-;-;-;-;1
"260790 Jaboatão dos Guararapes";5;-;-;-;-;5
"260795 Jaqueira";30;-;-;-;-;30
"260800 Jataúba";123;-;-;-;-;123
"260805 Jatobá";1;-;-;-;-;1
"260810 João Alfredo";4;-;-;-;-;4
"260820 Joaquim Nabuco";1;-;-;-;-;1
"260845 Lagoa do Carro";1;-;-;-;-;1
"260860 Lagoa do Ouro";1;-;-;-;-;1
"260870 Lagoa dos Gatos";1;-;-;-;-;1
"260880 Lajedo";112;1;-;-;-;113
"260890 Limoeiro";2;-;-;-;-;2
"260910 Machados";10;1;-;-;-;11
"260915 Manari";1;-;-;-;-;1
"261430 Moreilândia";1;-;-;-;-;1
"260940 Moreno";2;-;-;-;-;2
"260960 Olinda";281;-;-;-;-;281
"260970 Orobó";14;-;-;-;-;14
"261000 Palmares";7;-;-;-;-;7
"261020 Panelas";13;-;-;-;-;13
"261030 Paranatama";3;-;-;-;-;3
"261070 Paulista";2;-;-;-;-;2
"261080 Pedra";1;-;-;-;-;1
"261090 Pesqueira";87;-;-;-;-;87
"261110 Petrolina";8;-;-;-;-;8
"261140 Primavera";1;-;-;-;-;1
"261160 Recife";321;1;-;-;-;322
"261190 Rio Formoso";4;-;-;-;-;4
"261220 Salgueiro";2;-;-;-;-;2
"261230 Saloá";11;-;-;-;-;11
"261245 Santa Cruz";1;-;-;-;-;1
"261247 Santa Cruz da Baixa Verde";2;-;-;-;-;2
"261250 Santa Cruz do Capibaribe";25;-;-;-;-;25
"261270 Santa Maria do Cambucá";2;-;-;-;-;2
"261280 Santa Terezinha";21;-;-;-;-;21
"261300 São Bento do Una";32;-;-;-;-;32
"261310 São Caitano";5;-;-;-;-;5
"261320 São João";197;-;-;-;-;197
"261330 São Joaquim do Monte";8;-;-;-;-;8
"261340 São José da Coroa Grande";1;-;-;-;-;1
"261350 São José do Belmonte";5;-;-;-;-;5
"261370 São Lourenço da Mata";7;-;-;-;-;7
"261390 Serra Talhada";2;-;-;-;-;2
"261410 Sertânia";2;-;-;-;-;2
"261420 Sirinhaém";11;-;-;-;-;11
"261450 Surubim";43;-;-;-;-;43
"261460 Tabira";2;-;-;-;-;2
"261470 Tacaimbó";30;-;-;-;-;30
"261480 Tacaratu";2;-;-;-;-;2
"261530 Timbaúba";6;-;-;-;-;6
"261540 Toritama";1;-;-;-;-;1
"261580 Tupanatinga";8;-;-;-;-;8
"261620 Vertentes";6;-;-;-;-;6
"261630 Vicência";1;-;-;-;-;1
"261640 Vitória de Santo Antão";3;-;-;-;-;3
"261650 Xexéu";7;-;-;-;-;7
"270030 Arapiraca";9;-;-;-;-;9
"270040 Atalaia";2;-;-;-;-;2
"270050 Barra de Santo Antônio";1;-;-;-;-;1
"270060 Barra de São Miguel";2;-;-;-;-;2
"270130 Cajueiro";1;-;-;-;-;1
"270135 Campestre";1;-;-;-;-;1
"270140 Campo Alegre";1;-;-;-;-;1
"270150 Campo Grande";2;-;-;-;-;2
"270200 Coité do Nóia";8;-;-;-;-;8
"270235 Craíbas";1;-;-;-;-;1
"270240 Delmiro Gouveia";10;-;-;-;-;10
"270255 Estrela de Alagoas";1;-;-;-;-;1
"270300 Ibateguara";2;-;-;-;-;2
"270310 Igaci";1;-;-;-;-;1
"270320 Igreja Nova";2;-;-;-;-;2
"270330 Inhapi";3;-;-;-;-;3
"270360 Japaratinga";14;-;-;-;-;14
"270380 Joaquim Gomes";1;-;-;-;-;1
"270400 Junqueiro";3;-;-;-;-;3
"270430 Maceió";406;-;-;-;-;406
"270450 Maragogi";80;-;-;-;-;80
"270460 Maravilha";1;-;-;-;-;1
"270470 Marechal Deodoro";8;-;-;-;-;8
"270500 Mata Grande";2;-;-;-;-;2
"270520 Messias";3;-;-;-;-;3
"270550 Murici";16;-;-;-;-;16
"270560 Novo Lino";2;-;-;-;-;2
"270570 Olho d'Água das Flores";1;-;-;-;-;1
"270600 Olivença";1;-;-;-;-;1
"270610 Ouro Branco";1;-;-;-;-;1
"270630 Palmeira dos Índios";48;-;-;-;-;48
"270640 Pão de Açúcar";6;-;-;-;-;6
"270650 Passo de Camaragibe";1;-;-;-;-;1
"270680 Piaçabuçu";1;-;-;-;-;1
"270690 Pilar";17;-;-;-;-;17
"270720 Poço das Trincheiras";1;-;-;-;-;1
"270730 Porto Calvo";1;-;-;-;-;1
"270740 Porto de Pedras";2;-;-;-;-;2
"270760 Quebrangulo";1;-;-;-;-;1
"270770 Rio Largo";57;-;-;-;-;57
"270800 Santana do Ipanema";12;-;-;-;-;12
"270810 Santana do Mundaú";1;-;-;-;-;1
"270820 São Brás";1;-;-;-;-;1
"270830 São José da Laje";5;-;-;-;-;5
"270850 São Luís do Quitunde";8;-;-;-;-;8
"270860 São Miguel dos Campos";5;-;-;-;-;5
"270870 São Miguel dos Milagres";1;-;-;-;-;1
"270895 Senador Rui Palmeira";3;-;-;-;-;3
"270910 Taquarana";7;-;-;-;-;7
"270915 Teotônio Vilela";2;-;-;-;-;2
"270930 União dos Palmares";2;-;-;-;-;2
"270940 Viçosa";1;-;-;-;-;1
"280010 Amparo de São Francisco";1;-;-;-;-;1
"280030 Aracaju";92;-;-;-;-;92
"280050 Areia Branca";1;-;-;-;-;1
"280060 Barra dos Coqueiros";4;-;-;-;-;4
"280100 Campo do Brito";1;-;-;-;-;1
"280110 Canhoba";1;-;-;-;-;1
"280130 Capela";4;-;-;-;-;4
"280160 Cedro de São João";4;-;-;-;-;4
"280190 Cumbe";1;-;-;-;-;1
"280210 Estância";1;-;-;-;-;1
"280220 Feira Nova";1;-;-;-;-;1
"280240 Gararu";2;-;-;-;-;2
"280270 Ilha das Flores";2;-;-;-;-;2
"280290 Itabaiana";1;-;-;-;-;1
"280320 Itaporanga d'Ajuda";2;-;-;-;-;2
"280340 Japoatã";3;-;-;-;-;3
"280350 Lagarto";1;-;-;-;-;1
"280360 Laranjeiras";1;-;-;-;-;1
"280380 Malhada dos Bois";2;-;-;-;-;2
"280390 Malhador";2;-;-;-;-;2
"280430 Muribeca";2;-;-;-;-;2
"280440 Neópolis";1;-;-;-;-;1
"280450 Nossa Senhora da Glória";2;-;-;-;-;2
"280470 Nossa Senhora de Lourdes";2;-;-;-;-;2
"280480 Nossa Senhora do Socorro";83;-;-;-;-;83
"280490 Pacatuba";2;-;-;-;-;2
"280520 Pinhão";1;-;-;-;-;1
"280570 Propriá";68;-;-;-;-;68
"280620 Salgado";1;-;-;-;-;1
"280660 Santo Amaro das Brotas";2;-;-;-;-;2
"280670 São Cristóvão";45;-;-;-;-;45
"280690 São Francisco";2;-;-;-;-;2
"280700 São Miguel do Aleixo";1;-;-;-;-;1
"280710 Simão Dias";1;-;-;-;-;1
"280720 Siriri";3;-;-;-;-;3
"280730 Telha";2;-;-;-;-;2
"290035 Adustina";7;-;-;-;-;7
"290070 Alagoinhas";1;-;-;-;-;1
"290100 Amargosa";1;-;-;-;-;1
"290115 América Dourada";4;-;-;-;-;4
"290135 Andorinha";1;-;-;-;-;1
"290150 Anguera";2;-;-;-;-;2
"290195 Apuarema";1;-;-;-;-;1
"290225 Arataca";1;-;-;-;-;1
"290260 Baixa Grande";3;-;-;-;-;3
"290270 Barra";1;-;-;-;-;1
"290320 Barreiras";2;-;-;-;-;2
"290323 Barro Alto";1;-;-;-;-;1
"290330 Barro Preto";18;-;-;-;-;18
"290327 Barrocas";1;-;-;-;-;1
"290340 Belmonte";42;-;-;-;-;42
"290360 Biritinga";1;-;-;-;-;1
"290370 Boa Nova";1;-;-;-;-;1
"290390 Bom Jesus da Lapa";14;-;-;-;-;14
"290420 Botuporã";23;-;-;-;-;23
"290450 Brotas de Macaúbas";1;-;-;-;-;1
"290470 Buerarema";24;-;-;-;-;24
"290475 Buritirama";32;-;2;-;-;34
"290480 Caatiba";4;-;-;-;-;4
"290510 Caém";1;-;-;-;-;1
"290520 Caetité";7;-;-;-;-;7
"290560 Camacan";5;-;-;-;-;5
"290570 Camaçari";15;1;-;-;-;16
"290580 Camamu";4;-;-;-;-;4
"290600 Campo Formoso";10;-;-;-;-;10
"290610 Canápolis";1;-;-;-;-;1
"290630 Canavieiras";4;-;-;-;-;4
"290640 Candeal";1;-;-;-;-;1
"290670 Cândido Sales";2;-;-;-;-;2
"290680 Cansanção";1;-;-;-;-;1
"290687 Capim Grosso";1;-;-;-;-;1
"290690 Caravelas";7;-;-;-;-;7
"290750 Catu";1;-;-;-;-;1
"290755 Caturama";1;-;-;-;-;1
"290800 Coaraci";1;-;-;-;-;1
"290880 Contendas do Sincorá";1;-;-;-;-;1
"290930 Correntina";14;-;-;-;-;14
"290970 Cristópolis";2;-;-;-;-;2
"290980 Cruz das Almas";2;-;-;-;-;2
"291000 Dário Meira";1;-;-;-;-;1
"291005 Dias d'Ávila";3;1;-;-;-;4
"291072 Eunápolis";509;-;-;-;-;509
"291080 Feira de Santana";31;-;-;-;-;31
"291100 Floresta Azul";2;-;-;-;-;2
"291140 Glória";2;-;-;-;-;2
"291150 Gongogi";7;-;-;-;-;7
"291170 Guanambi";1;-;-;-;-;1
"291180 Guaratinga";9;-;-;-;-;9
"291200 Ibiassucê";1;-;-;-;-;1
"291210 Ibicaraí";2;-;-;-;-;2
"291240 Ibipeba";1;-;-;-;-;1
"291250 Ibipitanga";1;-;-;-;-;1
"291270 Ibirapitanga";1;-;-;-;-;1
"291280 Ibirapuã";463;-;-;-;-;463
"291290 Ibirataia";27;-;-;-;-;27
"291340 Igaporã";2;-;-;-;-;2
"291360 Ilhéus";22;-;1;-;-;23
"291380 Ipecaetá";14;-;-;-;-;14
"291390 Ipiaú";1;-;-;-;-;1
"291410 Ipupiara";1;-;-;-;-;1
"291450 Irará";1;-;-;-;-;1
"291460 Irecê";34;-;-;-;-;34
"291465 Itabela";29;-;-;-;-;29
"291470 Itaberaba";86;-;-;-;-;86
"291480 Itabuna";511;-;-;-;-;511
"291490 Itacaré";1;-;-;-;-;1
"291550 Itajuípe";2;-;-;-;-;2
"291560 Itamaraju";12;-;-;-;-;12
"291570 Itamari";1;-;-;-;-;1
"291580 Itambé";1;-;-;-;-;1
"291600 Itanhém";1;-;-;-;-;1
"291610 Itaparica";1;-;-;-;-;1
"291640 Itapetinga";2;-;-;-;-;2
"291680 Itarantim";1;-;-;-;-;1
"291700 Itiúba";9;-;-;-;-;9
"291720 Ituaçu";4;-;-;-;-;4
"291730 Ituberá";1;-;-;-;-;1
"291735 Jaborandi";3;-;-;-;-;3
"291750 Jacobina";41;-;-;-;-;41
"291760 Jaguaquara";2;-;-;-;-;2
"291800 Jequié";38;-;-;-;-;38
"291840 Juazeiro";21;-;-;-;-;21
"291855 Jussari";4;-;-;-;-;4
"291890 Lajedão";9;-;-;-;-;9
"291905 Lajedo do Tabocal";4;-;-;-;-;4
"291920 Lauro de Freitas";11;-;-;-;-;11
"291955 Luís Eduardo Magalhães";6;-;-;-;-;6
"291960 Macajuba";2;-;-;-;-;2
"291980 Macaúbas";3;-;-;-;-;3
"292000 Maiquinique";4;-;-;-;-;4
"292010 Mairi";1;-;-;-;-;1
"292030 Malhada de Pedras";1;-;-;-;-;1
"292110 Medeiros Neto";6;-;-;-;-;6
"292145 Mirante";1;-;-;-;-;1
"292170 Morro do Chapéu";2;-;-;-;-;2
"292190 Mucugê";-;1;-;-;-;1
"292200 Mucuri";107;-;-;-;-;107
"292210 Mundo Novo";7;-;-;-;-;7
"292230 Muritiba";1;-;-;-;-;1
"292300 Nova Viçosa";21;-;-;-;-;21
"292303 Novo Horizonte";1;-;-;-;-;1
"292320 Oliveira dos Brejinhos";1;-;-;-;-;1
"292390 Pau Brasil";14;-;-;-;-;14
"292400 Paulo Afonso";2;-;-;-;-;2
"292440 Pilão Arcado";1;-;-;-;-;1
"292510 Poções";1;-;-;-;-;1
"292520 Pojuca";5;-;-;-;-;5
"292530 Porto Seguro";12;-;-;-;-;12
"292550 Prado";1;-;-;-;-;1
"292560 Presidente Dutra";5;-;-;-;-;5
"292575 Presidente Tancredo Neves";1;-;-;-;-;1
"292600 Remanso";27;-;-;-;-;27
"292610 Retirolândia";1;-;-;-;-;1
"292640 Riacho de Santana";2;-;-;-;-;2
"292660 Ribeira do Pombal";28;-;-;-;-;28
"292740 Salvador";68;-;1;-;-;69
"292770 Santa Cruz Cabrália";2;-;-;-;-;2
"292810 Santa Maria da Vitória";69;-;-;-;-;69
"292840 Santa Rita de Cássia";6;-;-;-;-;6
"292870 Santo Antônio de Jesus";2;-;-;-;-;2
"292880 Santo Estêvão";1;-;-;-;-;1
"292890 São Desidério";2;-;-;-;-;2
"292895 São Domingos";1;-;-;-;-;1
"292905 São Félix do Coribe";6;-;-;-;-;6
"292980 Saúde";1;-;-;-;-;1
"292990 Seabra";1;-;-;-;-;1
"293010 Senhor do Bonfim";2;-;-;-;-;2
"293050 Serrinha";18;-;-;-;-;18
"293060 Serrolândia";1;-;-;-;-;1
"293070 Simões Filho";5;-;-;-;-;5
"293105 Tanque Novo";1;-;-;-;-;1
"293110 Tanquinho";14;-;-;-;-;14
"293135 Teixeira de Freitas";43;-;-;-;-;43
"293240 Uibaí";14;-;-;-;-;14
"293250 Una";6;-;-;-;-;6
"293270 Uruçuca";58;-;-;-;-;58
"293315 Várzea Nova";-;1;-;-;-;1
"293320 Vera Cruz";1;-;-;-;-;1
"293330 Vitória da Conquista";14;-;-;-;-;14
"293345 Wanderley";269;-;-;-;-;269
"293350 Wenceslau Guimarães";1;-;-;-;-;1
"310010 Abadia dos Dourados";2;-;-;-;-;2
"310040 Acaiaca";1;-;-;-;-;1
"310050 Açucena";8;-;-;-;-;8
"310060 Água Boa";1;-;-;-;-;1
"310070 Água Comprida";3;-;-;-;-;3
"310080 Aguanil";1;-;-;-;-;1
"310090 Águas Formosas";5;-;-;-;-;5
"310100 Águas Vermelhas";27;-;-;-;-;27
"310110 Aimorés";33;-;-;-;-;33
"310150 Além Paraíba";3;-;-;-;-;3
"310160 Alfenas";34;-;-;-;-;34
"310170 Almenara";1;-;-;-;-;1
"310180 Alpercata";1;-;-;-;-;1
"310200 Alterosa";10;-;-;-;-;10
"310230 Alvinópolis";6;-;-;-;-;6
"310260 Andradas";2;-;-;-;-;2
"310300 Antônio Dias";1;-;-;-;-;1
"310340 Araçuaí";117;-;-;-;-;117
"310350 Araguari";9;-;-;-;-;9
"310375 Araporã";10;-;-;-;-;10
"310400 Araxá";28;-;-;-;-;28
"310410 Arceburgo";1;-;-;-;-;1
"310430 Areado";1;-;-;-;-;1
"310450 Arinos";12;3;-;-;-;15
"310470 Ataléia";8;-;-;-;-;8
"310490 Baependi";2;-;-;-;-;2
"310510 Bambuí";3;-;-;-;-;3
"310520 Bandeira";5;-;-;-;-;5
"310550 Barão de Monte Alto";1;-;-;-;-;1
"310560 Barbacena";9;-;-;-;-;9
"310620 Belo Horizonte";451;1;-;-;-;452
"310630 Belo Oriente";26;-;-;-;-;26
"310670 Betim";633;-;-;-;-;633
"310710 Boa Esperança";7;-;-;-;-;7
"310730 Bocaiúva";91;-;-;-;-;91
"310760 Bom Jesus da Penha";1;-;-;-;-;1
"310780 Bom Jesus do Galho";7;-;-;-;-;7
"310830 Borda da Mata";1;-;-;-;-;1
"310870 Brás Pires";1;-;-;-;-;1
"310860 Brasília de Minas";530;1;-;-;-;531
"310880 Braúnas";3;-;-;-;-;3
"310900 Brumadinho";17;-;-;-;-;17
"310920 Buenópolis";1;-;-;-;-;1
"310925 Bugre";5;-;-;-;-;5
"310930 Buritis";3;-;-;-;-;3
"310940 Buritizeiro";32;-;-;-;-;32
"310960 Cachoeira da Prata";1;-;-;-;-;1
"310970 Cachoeira de Minas";1;-;-;-;-;1
"310270 Cachoeira de Pajeú";2;-;-;-;-;2
"310980 Cachoeira Dourada";2;-;-;-;-;2
"310990 Caetanópolis";4;-;-;-;-;4
"311010 Caiana";1;-;-;-;-;1
"311050 Camanducaia";1;-;-;-;-;1
"311060 Cambuí";1;-;-;-;-;1
"311070 Cambuquira";2;-;-;-;-;2
"311080 Campanário";3;-;-;-;-;3
"311090 Campanha";2;-;-;-;-;2
"311110 Campina Verde";6;-;-;-;-;6
"311115 Campo Azul";1;-;-;-;-;1
"311120 Campo Belo";6;-;-;-;-;6
"311150 Campos Altos";2;-;-;-;-;2
"311180 Canápolis";52;-;-;-;-;52
"311205 Cantagalo";1;-;-;-;-;1
"311230 Capelinha";1;-;-;-;-;1
"311250 Capim Branco";1;-;-;-;-;1
"311260 Capinópolis";34;-;-;-;-;34
"311270 Capitão Enéas";1;-;-;-;-;1
"311280 Capitólio";2;-;-;-;-;2
"311300 Caraí";3;1;-;-;-;4
"311320 Carandaí";1;-;-;-;-;1
"311330 Carangola";4;-;-;-;-;4
"311340 Caratinga";14;-;-;-;-;14
"311370 Carlos Chagas";3;-;-;-;-;3
"311400 Carmo da Mata";2;2;-;-;-;4
"311430 Carmo do Paranaíba";2;-;-;-;-;2
"311450 Carmópolis de Minas";5;-;-;-;-;5
"311530 Cataguases";19;-;-;-;-;19
"311545 Catuji";1;-;-;-;-;1
"311547 Catuti";17;-;-;-;-;17
"311550 Caxambu";6;-;-;-;-;6
"311570 Central de Minas";12;-;-;-;-;12
"311600 Chalé";2;-;-;-;-;2
"311615 Chapada Gaúcha";3;-;-;-;-;3
"311660 Cláudio";4;-;-;-;-;4
"311690 Comendador Gomes";4;-;-;-;-;4
"311710 Conceição da Aparecida";3;-;-;-;-;3
"311730 Conceição das Alagoas";14;-;-;-;-;14
"311780 Conceição dos Ouros";3;-;-;-;-;3
"311787 Confins";5;-;-;-;-;5
"311800 Congonhas";10;-;-;-;-;10
"311820 Conquista";8;-;-;-;-;8
"311830 Conselheiro Lafaiete";5;-;-;-;-;5
"311840 Conselheiro Pena";118;-;-;-;-;118
"311860 Contagem";364;-;-;-;-;364
"311870 Coqueiral";1;-;-;-;-;1
"311900 Cordislândia";1;-;-;-;-;1
