DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Sorotipo                     
Período:2020
"Município infecção";"Ign/Branco";"DEN 1";"DEN 2";"DEN 3";"DEN 4";"Total"
"231126 Quiterianópolis";3;-;-;-;-;3
"231130 Quixadá";1;-;-;-;-;1
"231140 Quixeramobim";634;-;-;-;-;634
"231150 Quixeré";22;-;-;-;-;22
"231170 Reriutaba";5;-;-;-;-;5
"231180 Russas";121;-;-;-;-;121
"231190 Saboeiro";6;-;-;-;-;6
"231210 Santana do Cariri";15;-;-;-;-;15
"231250 São João do Jaguaribe";22;-;-;-;-;22
"231260 São Luís do Curu";6;-;-;-;-;6
"231270 Senador Pompeu";1;-;-;-;-;1
"231280 Senador Sá";2;-;-;-;-;2
"231290 Sobral";9;-;-;-;-;9
"231300 Solonópole";19;-;-;-;-;19
"231310 Tabuleiro do Norte";52;-;-;-;-;52
"231320 Tamboril";2;-;-;-;-;2
"231325 Tarrafas";1;-;-;-;-;1
"231330 Tauá";65;-;-;-;-;65
"231340 Tianguá";5;-;-;-;-;5
"231355 Tururu";1;-;-;-;-;1
"231370 Umari";1;-;-;-;-;1
"231400 Várzea Alegre";190;-;-;-;-;190
"240010 Acari";2;-;-;-;-;2
"240020 Açu";82;-;-;-;-;82
"240040 Água Nova";1;-;-;-;-;1
"240070 Alto do Rodrigues";1;-;-;-;-;1
"240080 Angicos";5;-;-;-;-;5
"240110 Areia Branca";7;-;-;-;-;7
"240130 Augusto Severo";1;-;-;-;-;1
"240140 Baía Formosa";1;-;-;-;-;1
"240145 Baraúna";6;-;4;-;-;10
"240150 Barcelona";2;-;-;-;-;2
"240180 Brejinho";4;-;-;-;-;4
"240185 Caiçara do Norte";5;-;-;-;-;5
"240200 Caicó";2;-;-;-;-;2
"240220 Canguaretama";1;-;-;-;-;1
"240240 Carnaúba dos Dantas";10;1;-;-;-;11
"240250 Carnaubais";51;-;-;-;-;51
"240270 Cerro Corá";2;-;-;-;-;2
"240280 Coronel Ezequiel";2;-;-;-;-;2
"240290 Coronel João Pessoa";1;-;-;-;-;1
"240300 Cruzeta";1;-;-;-;-;1
"240320 Doutor Severiano";2;-;-;-;-;2
"240340 Equador";5;-;-;-;-;5
"240360 Extremoz";5;-;-;-;-;5
"240375 Fernando Pedroza";1;-;-;-;-;1
"240390 Francisco Dantas";1;-;-;-;-;1
"240410 Galinhos";2;-;-;-;-;2
"240420 Goianinha";1;-;-;-;-;1
"240430 Governador Dix-Sept Rosado";12;-;-;-;-;12
"240450 Guamaré";55;-;-;-;-;55
"240470 Ipanguaçu";2;-;-;-;-;2
"240490 Itaú";9;-;-;-;-;9
"240500 Jaçanã";38;-;-;-;-;38
"240510 Jandaíra";1;-;-;-;-;1
"240520 Janduís";3;-;-;-;-;3
"240540 Japi";57;-;-;-;-;57
"240550 Jardim de Angicos";4;-;-;-;-;4
"240570 Jardim do Seridó";14;-;-;-;-;14
"240610 Jucurutu";1;-;-;-;-;1
"240690 Lucrécia";1;-;-;-;-;1
"240700 Luís Gomes";1;-;-;-;-;1
"240720 Macau";1;-;-;-;-;1
"240750 Maxaranguape";3;-;-;-;-;3
"240760 Messias Targino";1;-;-;-;-;1
"240790 Monte das Gameleiras";2;-;-;-;-;2
"240800 Mossoró";179;-;-;-;-;179
"240810 Natal";264;-;-;-;1;265
"240830 Nova Cruz";4;-;-;-;-;4
"240840 Olho-d'Água do Borges";1;-;-;-;-;1
"240890 Parelhas";42;-;-;-;-;42
"240325 Parnamirim";5;-;-;-;-;5
"240910 Passa e Fica";20;-;-;-;-;20
"240930 Patu";3;-;-;-;-;3
"240950 Pedra Grande";2;-;-;-;-;2
"241020 Portalegre";37;-;-;-;-;37
"241040 Pureza";1;-;-;-;-;1
"241110 Ruy Barbosa";1;-;-;-;-;1
"241120 Santa Cruz";2;-;-;-;-;2
"241150 Santo Antônio";-;-;1;-;-;1
"241160 São Bento do Norte";7;-;-;-;-;7
"241180 São Fernando";5;-;-;-;-;5
"241200 São Gonçalo do Amarante";3;-;-;-;-;3
"241210 São João do Sabugi";1;-;-;-;-;1
"241220 São José de Mipibu";2;-;-;-;-;2
"241230 São José do Campestre";1;-;-;-;-;1
"241250 São Miguel";1;-;-;-;-;1
"241290 São Tomé";2;-;-;-;-;2
"241030 Serra Caiada";-;1;-;-;-;1
"241330 Serra de São Bento";10;-;-;-;-;10
"241340 Serra Negra do Norte";1;-;-;-;-;1
"241350 Serrinha";4;-;-;-;-;4
"241360 Severiano Melo";1;-;-;-;-;1
"241370 Sítio Novo";1;-;-;-;-;1
"241390 Taipu";1;-;-;-;-;1
"241415 Tenente Laurentino Cruz";2;-;-;-;-;2
"241105 Tibau";18;-;-;-;-;18
"241420 Tibau do Sul";2;-;-;-;-;2
"241440 Touros";1;-;-;-;-;1
"241460 Upanema";1;-;-;-;-;1
"241470 Várzea";1;-;-;-;-;1
"241475 Venha-Ver";2;-;-;-;-;2
"241480 Vera Cruz";-;1;-;-;-;1
"250010 Água Branca";4;-;-;-;-;4
"250030 Alagoa Grande";38;-;-;-;-;38
"250040 Alagoa Nova";20;-;-;-;-;20
"250050 Alagoinha";1;-;-;-;-;1
"250073 Amparo";1;-;-;-;-;1
"250077 Aparecida";5;-;-;-;-;5
"250080 Araçagi";3;-;-;-;-;3
"250100 Araruna";2;1;-;-;-;3
"250110 Areia";2;-;-;-;-;2
"250120 Areial";14;-;-;-;-;14
"250130 Aroeiras";5;-;-;-;-;5
"250150 Bananeiras";2;-;-;-;-;2
"250153 Baraúna";70;-;-;-;-;70
"250157 Barra de Santana";20;-;-;-;-;20
"250180 Bayeux";19;-;-;-;-;19
"250205 Bernardino Batista";14;-;-;-;-;14
"250210 Boa Ventura";1;-;-;-;-;1
"250215 Boa Vista";1;-;-;-;-;1
"250220 Bom Jesus";4;-;-;-;-;4
"250250 Boqueirão";114;-;-;-;-;114
"250270 Borborema";15;-;-;-;-;15
"250280 Brejo do Cruz";7;-;-;-;-;7
"250300 Caaporã";1;-;-;-;-;1
"250310 Cabaceiras";7;-;-;-;-;7
"250320 Cabedelo";2;-;-;-;-;2
"250330 Cachoeira dos Índios";2;-;-;-;-;2
"250370 Cajazeiras";9;-;-;-;-;9
"250380 Caldas Brandão";27;-;-;-;-;27
"250390 Camalaú";1;-;-;-;-;1
"250400 Campina Grande";269;1;3;-;-;273
"250407 Caraúbas";3;-;-;-;-;3
"250420 Catingueira";1;-;-;-;-;1
"250435 Caturité";30;-;-;-;-;30
"250440 Conceição";1;-;-;-;-;1
"250450 Condado";2;-;-;-;-;2
"250460 Conde";21;-;-;-;-;21
"250470 Congo";1;-;-;-;-;1
"250480 Coremas";1;-;-;-;-;1
"250500 Cubati";1;-;-;-;-;1
"250510 Cuité";26;-;-;-;-;26
"250527 Curral de Cima";1;-;-;-;-;1
"250570 Dona Inês";1;-;-;-;-;1
"250600 Esperança";88;-;-;-;-;88
"250610 Fagundes";1;-;-;-;-;1
"250630 Guarabira";11;-;-;-;-;11
"250640 Gurinhém";4;-;-;-;-;4
"250680 Ingá";2;-;-;-;-;2
"250710 Itapororoca";1;-;-;-;-;1
"250750 João Pessoa";1065;-;-;-;-;1065
"251365 Joca Claudino";24;-;-;-;-;24
"250760 Juarez Távora";3;-;-;-;-;3
"250770 Juazeirinho";1;-;-;-;-;1
"250780 Junco do Seridó";8;-;-;-;-;8
"250830 Lagoa Seca";24;1;-;-;-;25
"250840 Lastro";9;-;-;-;-;9
"250860 Lucena";2;-;-;-;-;2
"250870 Mãe d'Água";2;-;-;-;-;2
"250880 Malta";1;-;-;-;-;1
"250890 Mamanguape";18;-;-;-;-;18
"250915 Marizópolis";3;-;-;-;-;3
"250933 Matinhas";1;-;-;-;-;1
"250940 Mogeiro";7;-;-;-;-;7
"250950 Montadas";18;-;-;-;-;18
"250970 Monteiro";77;-;-;-;-;77
"250980 Mulungu";4;-;-;-;-;4
"250990 Natuba";18;-;-;-;-;18
"251000 Nazarezinho";9;-;-;-;-;9
"251010 Nova Floresta";27;-;-;-;-;27
"251020 Nova Olinda";4;-;-;-;-;4
"251030 Nova Palmeira";1;-;-;-;-;1
"251040 Olho d'Água";2;-;-;-;-;2
"251050 Olivedos";2;-;-;-;-;2
"251080 Patos";8;1;-;-;-;9
"251100 Pedra Branca";10;-;-;-;-;10
"251110 Pedra Lavrada";6;-;-;-;-;6
"251130 Piancó";5;-;-;-;-;5
"251140 Picuí";85;-;-;-;-;85
"251150 Pilar";2;-;-;-;-;2
"251170 Pilõezinhos";1;-;-;-;-;1
"251190 Pitimbu";2;-;-;-;-;2
"251200 Pocinhos";17;-;-;-;-;17
"251203 Poço Dantas";1;-;-;-;-;1
"251210 Pombal";1;-;-;-;-;1
"251220 Prata";3;-;-;-;-;3
"251230 Princesa Isabel";4;-;-;-;-;4
"251240 Puxinanã";1;-;-;-;-;1
"251250 Queimadas";3;-;-;-;-;3
"251275 Riachão do Bacamarte";1;-;-;-;-;1
"251280 Riacho dos Cavalos";1;-;-;-;-;1
"251290 Rio Tinto";2;-;-;-;-;2
"251315 Santa Cecília";21;-;-;-;-;21
"251340 Santa Luzia";7;-;-;-;-;7
"251370 Santa Rita";126;-;-;-;-;126
"251360 Santana dos Garrotes";1;-;-;-;-;1
"251390 São Bento";1;-;-;-;-;1
"251396 São Domingos";1;-;-;-;-;1
"251394 São Domingos do Cariri";1;-;-;-;-;1
"251398 São Francisco";1;-;-;-;-;1
"250070 São João do Rio do Peixe";3;-;-;-;-;3
"251410 São João do Tigre";9;-;-;-;-;9
"251420 São José da Lagoa Tapada";1;-;-;-;-;1
"251500 São Miguel de Taipu";1;-;-;-;-;1
"251510 São Sebastião de Lagoa de Roça";1;-;-;-;-;1
"251540 São Vicente do Seridó";4;-;-;-;-;4
"251530 Sapé";1;-;-;-;-;1
"251570 Serra Grande";1;-;-;-;-;1
"251590 Serraria";9;-;-;-;-;9
"251600 Solânea";2;-;-;-;-;2
"251620 Sousa";13;-;-;-;-;13
"251630 Sumé";4;-;-;-;-;4
"251660 Tavares";1;-;-;-;-;1
"251680 Triunfo";7;-;-;-;-;7
"251690 Uiraúna";8;-;-;-;-;8
"251700 Umbuzeiro";4;-;-;-;-;4
"251720 Vieirópolis";2;-;-;-;-;2
"250550 Vista Serrana";77;-;-;-;-;77
"251740 Zabelê";5;-;-;-;-;5
"260005 Abreu e Lima";2;-;-;-;-;2
"260010 Afogados da Ingazeira";48;-;-;-;-;48
"260020 Afrânio";47;-;-;-;-;47
"260030 Agrestina";4;-;-;-;-;4
"260050 Águas Belas";7;-;-;-;-;7
"260080 Altinho";135;-;-;-;-;135
"260090 Amaraji";14;-;-;-;-;14
"260100 Angelim";8;-;-;-;-;8
"260110 Araripina";109;-;-;-;-;109
"260120 Arcoverde";3;-;-;-;-;3
"260130 Barra de Guabiraba";5;-;-;-;-;5
"260140 Barreiros";4;-;-;-;-;4
"260160 Belém do São Francisco";56;-;-;-;-;56
"260180 Betânia";2;-;-;-;-;2
"260230 Bonito";8;-;-;-;-;8
"260240 Brejão";1;-;-;-;-;1
"260250 Brejinho";11;-;-;-;-;11
"260260 Brejo da Madre de Deus";3;-;-;-;-;3
"260290 Cabo de Santo Agostinho";12;-;-;-;-;12
"260300 Cabrobó";18;-;-;-;-;18
"260320 Caetés";1;-;-;-;-;1
"260340 Calumbi";2;-;-;-;-;2
"260345 Camaragibe";1;-;-;-;-;1
"260350 Camocim de São Félix";1;-;-;-;-;1
"260360 Camutanga";1;-;-;-;-;1
"260392 Carnaubeira da Penha";11;-;-;-;-;11
"260400 Carpina";5;-;-;-;-;5
"260410 Caruaru";1;-;-;-;-;1
"260415 Casinhas";109;-;-;-;-;109
"260430 Cedro";132;-;-;-;-;132
"260450 Chã Grande";11;-;-;-;-;11
"260470 Correntes";1;-;-;-;-;1
"260490 Cumaru";1;-;-;-;-;1
"260500 Cupira";6;-;-;-;-;6
"260510 Custódia";48;1;-;-;-;49
"260515 Dormentes";46;-;-;-;-;46
"260520 Escada";2;-;-;-;-;2
"260530 Exu";27;-;-;-;-;27
"260540 Feira Nova";3;-;-;-;-;3
"260545 Fernando de Noronha";3;-;-;-;-;3
"260550 Ferreiros";2;-;-;-;-;2
"260570 Floresta";1;-;-;-;-;1
"260590 Gameleira";24;-;-;-;-;24
"260600 Garanhuns";9;-;-;-;-;9
"260620 Goiana";2;-;-;-;-;2
"260630 Granito";1;-;-;-;-;1
"260640 Gravatá";174;-;-;-;-;174
"260650 Iati";4;-;-;-;-;4
"260680 Igarassu";2;-;-;-;-;2
"260690 Iguaracy";2;-;-;-;-;2
"260760 Ilha de Itamaracá";1;-;-;-;-;1
"260720 Ipojuca";54;1;-;-;-;55
"260730 Ipubi";1;-;-;-;-;1
"260740 Itacuruba";3;-;-;-;-;3
"260750 Itaíba";1;-;-;-;-;1
"260770 Itapetim";2;-;-;-;-;2
"260775 Itapissuma";1;-;-;-;-;1
"260790 Jaboatão dos Guararapes";7;-;-;-;-;7
"260795 Jaqueira";2;-;-;-;-;2
"260800 Jataúba";14;-;-;-;-;14
"260805 Jatobá";2;-;-;-;-;2
"260810 João Alfredo";21;-;-;-;-;21
"260825 Jucati";8;-;-;-;-;8
"260830 Jupi";52;-;-;-;-;52
"260840 Jurema";11;-;-;-;-;11
"260860 Lagoa do Ouro";14;-;-;-;-;14
"260870 Lagoa dos Gatos";1;-;-;-;-;1
"260875 Lagoa Grande";4;-;-;-;-;4
"260890 Limoeiro";4;-;-;-;-;4
"260900 Macaparana";4;-;-;-;-;4
"260930 Mirandiba";3;-;-;-;-;3
"260950 Nazaré da Mata";1;-;-;-;-;1
"260960 Olinda";101;-;-;-;-;101
"260990 Ouricuri";9;-;-;-;-;9
"261000 Palmares";1;-;-;-;-;1
"261020 Panelas";57;-;-;-;-;57
"261030 Paranatama";8;-;-;-;-;8
"261040 Parnamirim";38;-;-;-;-;38
"261050 Passira";1;-;-;-;-;1
"261070 Paulista";8;-;-;-;-;8
"261080 Pedra";1;-;-;-;-;1
"261090 Pesqueira";3;-;-;-;-;3
"261100 Petrolândia";1;-;-;-;-;1
"261110 Petrolina";10;-;-;-;-;10
"261130 Pombos";4;-;-;-;-;4
"261150 Quipapá";1;-;-;-;-;1
"261153 Quixaba";9;-;-;-;-;9
"261160 Recife";347;-;-;-;-;347
"261190 Rio Formoso";2;-;-;-;-;2
"261220 Salgueiro";17;-;-;-;-;17
"261230 Saloá";4;-;-;-;-;4
"261250 Santa Cruz do Capibaribe";28;-;-;-;-;28
"261255 Santa Filomena";1;-;-;-;-;1
"261260 Santa Maria da Boa Vista";29;-;-;-;-;29
"261280 Santa Terezinha";3;-;-;-;-;3
"261310 São Caitano";12;-;-;-;-;12
"261320 São João";31;-;-;-;-;31
"261350 São José do Belmonte";1;-;-;-;-;1
"261360 São José do Egito";9;-;-;-;-;9
"261370 São Lourenço da Mata";2;-;-;-;-;2
"261380 São Vicente Ferrer";2;-;-;-;-;2
"261390 Serra Talhada";41;-;-;-;-;41
"261400 Serrita";22;-;-;-;-;22
"261410 Sertânia";3;-;-;-;-;3
"261420 Sirinhaém";1;-;-;-;-;1
"261450 Surubim";1;-;-;-;-;1
"261460 Tabira";3;-;-;-;-;3
"261485 Tamandaré";1;-;-;-;-;1
"261500 Taquaritinga do Norte";2;-;-;-;-;2
"261510 Terezinha";4;1;-;-;-;5
"261520 Terra Nova";24;-;-;-;-;24
"261530 Timbaúba";11;-;-;-;-;11
"261540 Toritama";1;-;-;-;-;1
"261570 Triunfo";51;-;-;-;-;51
"261610 Verdejante";13;-;-;-;-;13
"261618 Vertente do Lério";1;-;-;-;-;1
"261640 Vitória de Santo Antão";2;-;-;-;-;2
"270010 Água Branca";4;-;-;-;-;4
"270020 Anadia";2;-;-;-;-;2
"270030 Arapiraca";16;3;-;-;-;19
"270040 Atalaia";1;-;-;-;-;1
"270050 Barra de Santo Antônio";4;-;-;-;-;4
"270060 Barra de São Miguel";1;-;-;-;-;1
"270080 Belém";1;-;-;-;-;1
"270100 Boca da Mata";1;-;-;-;-;1
"270110 Branquinha";2;-;-;-;-;2
"270130 Cajueiro";6;-;-;-;-;6
"270140 Campo Alegre";3;-;-;-;-;3
"270160 Canapi";25;-;-;-;-;25
"270170 Capela";1;-;-;-;-;1
"270190 Chã Preta";50;-;-;-;-;50
"270220 Coqueiro Seco";1;-;-;-;-;1
"270230 Coruripe";2;-;-;-;-;2
"270235 Craíbas";3;1;-;-;-;4
"270240 Delmiro Gouveia";9;-;-;-;-;9
"270255 Estrela de Alagoas";2;-;-;-;-;2
"270260 Feira Grande";4;-;-;-;-;4
"270290 Girau do Ponciano";3;1;-;-;-;4
"270300 Ibateguara";62;-;-;-;-;62
"270310 Igaci";1;-;-;-;-;1
"270320 Igreja Nova";1;-;-;-;-;1
"270330 Inhapi";7;-;-;-;-;7
"270340 Jacaré dos Homens";5;-;-;-;-;5
"270350 Jacuípe";5;-;-;-;-;5
"270360 Japaratinga";2;-;-;-;-;2
"270370 Jaramataia";7;-;-;-;-;7
"270375 Jequiá da Praia";1;-;-;-;-;1
"270400 Junqueiro";15;-;-;-;-;15
"270410 Lagoa da Canoa";3;2;-;-;-;5
"270420 Limoeiro de Anadia";2;-;-;-;-;2
"270430 Maceió";803;-;-;-;-;803
"270440 Major Isidoro";3;-;-;-;-;3
"270490 Mar Vermelho";12;-;-;-;-;12
"270450 Maragogi";94;-;-;-;-;94
"270460 Maravilha";5;-;-;-;-;5
"270470 Marechal Deodoro";3;-;-;-;-;3
"270500 Mata Grande";2;-;-;-;-;2
"270520 Messias";8;-;-;-;-;8
"270560 Novo Lino";5;-;-;-;-;5
"270570 Olho d'Água das Flores";1;-;-;-;-;1
"270580 Olho d'Água do Casado";1;-;-;-;-;1
"270590 Olho d'Água Grande";1;-;-;-;-;1
"270610 Ouro Branco";6;-;-;-;-;6
"270630 Palmeira dos Índios";54;-;-;-;-;54
"270640 Pão de Açúcar";7;-;-;-;-;7
"270660 Paulo Jacinto";50;-;-;-;-;50
"270670 Penedo";5;-;-;-;-;5
"270680 Piaçabuçu";12;-;-;-;-;12
"270690 Pilar";52;-;-;-;-;52
"270700 Pindoba";5;-;-;-;-;5
"270720 Poço das Trincheiras";21;-;-;-;-;21
"270730 Porto Calvo";13;-;-;-;-;13
"270760 Quebrangulo";2;-;-;-;-;2
"270770 Rio Largo";34;-;-;-;-;34
"270790 Santa Luzia do Norte";4;-;-;-;-;4
"270800 Santana do Ipanema";2;-;-;-;-;2
"270810 Santana do Mundaú";1;-;-;-;-;1
"270830 São José da Laje";5;-;-;-;-;5
"270840 São José da Tapera";7;-;-;-;-;7
"270850 São Luís do Quitunde";6;-;-;-;-;6
"270860 São Miguel dos Campos";18;-;-;-;-;18
"270880 São Sebastião";18;-;-;-;-;18
"270890 Satuba";9;-;-;-;-;9
"270895 Senador Rui Palmeira";7;-;-;-;-;7
"270900 Tanque d'Arca";3;-;-;-;-;3
"270910 Taquarana";1;-;-;-;-;1
"270915 Teotônio Vilela";1;-;-;-;-;1
"270920 Traipu";1;-;-;-;-;1
"270940 Viçosa";27;-;-;-;-;27
"280020 Aquidabã";7;-;-;-;-;7
"280030 Aracaju";864;2;1;-;-;867
"280040 Arauá";2;-;-;-;-;2
"280060 Barra dos Coqueiros";5;-;-;-;-;5
"280067 Boquim";1;-;-;-;-;1
"280100 Campo do Brito";2;-;-;-;-;2
"280120 Canindé de São Francisco";2;-;-;-;-;2
"280130 Capela";2;-;-;-;-;2
"280140 Carira";2;-;-;-;-;2
"280150 Carmópolis";12;-;-;-;-;12
"280170 Cristinápolis";2;-;-;-;-;2
"280220 Feira Nova";1;-;-;-;-;1
"280240 Gararu";4;-;-;-;-;4
"280290 Itabaiana";2;-;-;-;-;2
"280300 Itabaianinha";17;-;-;-;-;17
"280320 Itaporanga d'Ajuda";2;-;-;-;-;2
"280330 Japaratuba";12;-;-;-;-;12
"280340 Japoatã";2;-;-;-;-;2
"280350 Lagarto";4;-;-;-;-;4
"280360 Laranjeiras";10;-;-;-;-;10
"280390 Malhador";9;-;-;-;-;9
"280410 Moita Bonita";1;-;-;-;-;1
"280430 Muribeca";7;-;-;-;-;7
"280440 Neópolis";1;-;-;-;-;1
"280450 Nossa Senhora da Glória";2;-;-;-;-;2
"280460 Nossa Senhora das Dores";2;-;-;-;-;2
"280480 Nossa Senhora do Socorro";244;-;-;-;-;244
"280520 Pinhão";8;-;-;-;-;8
"280530 Pirambu";4;-;-;-;-;4
"280540 Poço Redondo";2;-;-;-;-;2
"280560 Porto da Folha";4;-;-;-;-;4
"280570 Propriá";1;-;-;-;-;1
"280600 Ribeirópolis";2;-;-;-;-;2
"280620 Salgado";1;-;-;-;-;1
"280630 Santa Luzia do Itanhy";8;-;-;-;-;8
"280660 Santo Amaro das Brotas";1;-;-;-;-;1
"280670 São Cristóvão";3;-;-;-;-;3
"280720 Siriri";1;-;-;-;-;1
"280740 Tobias Barreto";4;-;-;-;-;4
"280760 Umbaúba";1;-;-;-;-;1
"290010 Abaíra";1;-;-;-;-;1
"290020 Abaré";297;-;-;-;-;297
"290030 Acajutiba";3;-;-;-;-;3
"290035 Adustina";22;-;-;-;-;22
"290040 Água Fria";1;-;-;-;-;1
"290060 Aiquara";4;1;-;-;-;5
"290070 Alagoinhas";7;-;-;-;-;7
"290080 Alcobaça";1;-;-;-;-;1
"290090 Almadina";43;1;-;-;-;44
"290100 Amargosa";441;2;1;-;-;444
"290110 Amélia Rodrigues";1;-;-;-;-;1
"290115 América Dourada";10;-;-;-;-;10
"290130 Andaraí";34;-;-;-;-;34
"290135 Andorinha";4;-;-;-;-;4
"290140 Angical";9;-;-;-;-;9
"290150 Anguera";3;-;-;-;-;3
"290160 Antas";1;-;-;-;-;1
"290170 Antônio Cardoso";13;-;-;-;-;13
"290190 Aporá";1;-;-;-;-;1
"290195 Apuarema";24;-;-;-;-;24
"290200 Aracatu";43;1;-;-;-;44
"290210 Araci";116;-;-;-;-;116
"290225 Arataca";1;-;-;-;-;1
"290230 Aratuípe";1;-;-;-;-;1
"290260 Baixa Grande";63;-;-;-;-;63
"290270 Barra";2;-;-;-;-;2
"290280 Barra da Estiva";8;-;-;-;-;8
"290290 Barra do Choça";3;-;-;-;-;3
"290300 Barra do Mendes";92;-;-;-;-;92
"290310 Barra do Rocha";8;-;-;-;-;8
"290320 Barreiras";341;1;-;-;1;343
"290323 Barro Alto";69;-;-;-;-;69
"290330 Barro Preto";34;-;-;-;-;34
"290327 Barrocas";24;-;-;-;-;24
"290340 Belmonte";10;-;-;-;-;10
"290350 Belo Campo";8;-;-;-;-;8
"290370 Boa Nova";29;-;-;-;-;29
"290380 Boa Vista do Tupim";60;-;-;-;-;60
"290390 Bom Jesus da Lapa";147;-;-;-;-;147
"290395 Bom Jesus da Serra";5;-;-;-;-;5
"290410 Boquira";320;-;-;-;-;320
"290420 Botuporã";33;-;-;-;-;33
"290430 Brejões";36;-;-;-;-;36
"290440 Brejolândia";12;-;-;-;-;12
"290450 Brotas de Macaúbas";25;-;-;-;-;25
"290460 Brumado";684;-;-;-;-;684
"290470 Buerarema";7;-;-;-;-;7
"290480 Caatiba";16;-;-;-;-;16
"290485 Cabaceiras do Paraguaçu";49;-;-;-;-;49
"290490 Cachoeira";96;-;-;-;-;96
"290500 Caculé";184;17;-;-;-;201
"290510 Caém";2;-;-;-;-;2
"290515 Caetanos";3;-;-;-;-;3
"290520 Caetité";304;-;-;-;-;304
"290530 Cafarnaum";2;-;-;-;-;2
"290540 Cairu";16;-;-;-;-;16
"290550 Caldeirão Grande";9;-;-;-;-;9
"290560 Camacan";97;-;-;-;-;97
"290570 Camaçari";168;-;-;-;-;168
"290590 Campo Alegre de Lourdes";3;-;-;-;-;3
"290600 Campo Formoso";121;-;-;-;-;121
"290610 Canápolis";37;-;-;-;-;37
"290620 Canarana";127;-;-;-;-;127
"290630 Canavieiras";13;-;-;-;-;13
"290640 Candeal";12;-;-;-;-;12
"290650 Candeias";186;-;-;-;1;187
"290660 Candiba";1;-;-;-;-;1
"290670 Cândido Sales";40;-;-;-;-;40
"290680 Cansanção";36;-;-;-;-;36
"290685 Capela do Alto Alegre";1;-;-;-;-;1
"290689 Caraíbas";2;-;-;-;-;2
"290690 Caravelas";87;-;-;-;-;87
"290710 Carinhanha";87;-;-;-;-;87
"290720 Casa Nova";17;-;-;-;-;17
"290730 Castro Alves";13;-;-;-;-;13
"290750 Catu";146;-;-;-;-;146
"290760 Central";5;3;-;-;-;8
"290770 Chorrochó";13;-;-;-;-;13
"290780 Cícero Dantas";1;-;-;-;-;1
"290790 Cipó";45;-;-;-;-;45
"290800 Coaraci";4;-;-;-;-;4
"290810 Cocos";1;-;-;-;-;1
"290820 Conceição da Feira";8;1;-;-;-;9
"290830 Conceição do Almeida";3;-;-;-;-;3
"290840 Conceição do Coité";81;-;-;-;-;81
"290850 Conceição do Jacuípe";7;-;-;-;-;7
"290860 Conde";3;-;-;-;-;3
"290870 Condeúba";1;-;-;-;-;1
"290880 Contendas do Sincorá";120;-;-;-;-;120
"290890 Coração de Maria";20;-;-;-;-;20
"290900 Cordeiros";1;-;-;-;-;1
"290910 Coribe";64;-;-;-;-;64
"290920 Coronel João Sá";78;-;-;-;-;78
"290930 Correntina";207;-;-;-;-;207
"290940 Cotegipe";31;-;-;-;-;31
"290950 Cravolândia";9;-;-;-;-;9
"290960 Crisópolis";1;-;-;-;-;1
"290980 Cruz das Almas";9;-;-;-;-;9
"290990 Curaçá";132;-;1;-;-;133
"291000 Dário Meira";50;-;-;-;-;50
"291005 Dias d'Ávila";8;-;-;-;-;8
"291010 Dom Basílio";31;-;-;-;-;31
"291020 Dom Macedo Costa";25;-;-;-;-;25
"291030 Elísio Medrado";7;-;-;-;-;7
"291040 Encruzilhada";60;-;-;-;-;60
"291070 Euclides da Cunha";2;-;-;-;-;2
"291072 Eunápolis";659;-;-;-;-;659
"291077 Feira da Mata";8;-;-;-;-;8
"291080 Feira de Santana";176;1;-;-;-;177
"291085 Filadélfia";29;-;-;-;-;29
"291090 Firmino Alves";76;-;-;-;-;76
"291100 Floresta Azul";4;-;-;-;-;4
"291110 Formosa do Rio Preto";1;-;-;-;-;1
"291120 Gandu";78;-;-;-;-;78
"291130 Gentio do Ouro";10;-;-;-;-;10
"291140 Glória";7;-;-;-;-;7
"291150 Gongogi";9;-;-;-;-;9
"291160 Governador Mangabeira";130;-;-;-;-;130
"291165 Guajeru";4;-;-;-;-;4
"291170 Guanambi";202;-;-;-;-;202
"291180 Guaratinga";2;-;-;-;-;2
"291185 Heliópolis";1;-;-;-;-;1
"291190 Iaçu";15;-;-;-;-;15
"291200 Ibiassucê";35;-;-;-;-;35
"291210 Ibicaraí";69;-;-;-;-;69
"291220 Ibicoara";7;1;-;-;-;8
"291230 Ibicuí";9;-;-;-;-;9
"291240 Ibipeba";2;-;-;-;-;2
"291250 Ibipitanga";79;-;-;-;-;79
"291260 Ibiquera";21;-;-;-;-;21
"291270 Ibirapitanga";36;-;-;-;-;36
"291280 Ibirapuã";32;-;-;-;-;32
"291290 Ibirataia";166;-;-;-;-;166
"291300 Ibitiara";53;-;-;-;-;53
"291310 Ibititá";1;-;-;-;-;1
"291320 Ibotirama";1;-;-;-;-;1
"291350 Iguaí";37;-;-;-;-;37
"291360 Ilhéus";227;1;-;-;-;228
"291370 Inhambupe";17;122;-;-;-;139
"291380 Ipecaetá";31;-;-;-;-;31
"291390 Ipiaú";57;-;-;-;-;57
"291400 Ipirá";2;-;-;-;-;2
"291410 Ipupiara";63;-;-;-;-;63
"291420 Irajuba";197;-;-;-;-;197
"291430 Iramaia";72;-;-;-;-;72
"291440 Iraquara";74;-;-;-;-;74
