DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Sorotipo                     
Período:2019
"Município infecção";"Ign/Branco";"DEN 1";"DEN 2";"DEN 3";"DEN 4";"Total"
"270255 Estrela de Alagoas";11;-;-;-;-;11
"270260 Feira Grande";99;1;-;-;-;100
"270270 Feliz Deserto";1;-;-;-;-;1
"270280 Flexeiras";26;-;-;-;-;26
"270290 Girau do Ponciano";20;2;-;-;-;22
"270300 Ibateguara";76;-;-;-;-;76
"270310 Igaci";5;2;-;-;-;7
"270320 Igreja Nova";80;-;-;-;-;80
"270330 Inhapi";21;-;-;-;-;21
"270340 Jacaré dos Homens";35;-;-;-;-;35
"270350 Jacuípe";6;-;-;-;-;6
"270360 Japaratinga";8;-;-;-;-;8
"270370 Jaramataia";77;-;-;-;-;77
"270375 Jequiá da Praia";16;-;-;-;-;16
"270380 Joaquim Gomes";25;-;-;-;-;25
"270390 Jundiá";8;-;-;-;-;8
"270400 Junqueiro";125;-;-;-;-;125
"270410 Lagoa da Canoa";521;2;-;-;-;523
"270420 Limoeiro de Anadia";13;1;-;-;-;14
"270430 Maceió";4120;4;-;-;-;4124
"270440 Major Isidoro";9;-;-;-;-;9
"270450 Maragogi";196;1;2;-;-;199
"270470 Marechal Deodoro";59;-;-;-;-;59
"270480 Maribondo";7;-;-;-;-;7
"270500 Mata Grande";156;-;-;-;-;156
"270510 Matriz de Camaragibe";17;1;-;-;-;18
"270520 Messias";35;-;-;-;-;35
"270530 Minador do Negrão";2;-;-;-;-;2
"270540 Monteirópolis";32;-;-;-;-;32
"270550 Murici";6;-;-;-;-;6
"270560 Novo Lino";16;-;-;-;-;16
"270570 Olho d'Água das Flores";82;-;-;-;-;82
"270590 Olho d'Água Grande";27;-;-;-;-;27
"270600 Olivença";2;-;-;-;-;2
"270620 Palestina";122;-;-;-;-;122
"270630 Palmeira dos Índios";206;-;-;-;-;206
"270640 Pão de Açúcar";59;-;-;-;-;59
"270644 Paripueira";21;-;-;-;-;21
"270650 Passo de Camaragibe";12;-;-;-;-;12
"270660 Paulo Jacinto";41;-;-;-;-;41
"270670 Penedo";66;-;-;-;-;66
"270680 Piaçabuçu";162;-;-;-;-;162
"270690 Pilar";99;-;-;-;-;99
"270710 Piranhas";3;1;-;-;-;4
"270720 Poço das Trincheiras";7;-;-;-;-;7
"270730 Porto Calvo";56;1;-;-;-;57
"270740 Porto de Pedras";7;-;-;-;-;7
"270750 Porto Real do Colégio";13;-;-;-;-;13
"270760 Quebrangulo";43;-;-;-;-;43
"270770 Rio Largo";231;-;-;-;-;231
"270790 Santa Luzia do Norte";50;-;-;-;-;50
"270800 Santana do Ipanema";9;-;-;-;-;9
"270810 Santana do Mundaú";15;-;-;-;-;15
"270820 São Brás";4;-;-;-;-;4
"270830 São José da Laje";12;-;-;-;-;12
"270840 São José da Tapera";6;-;-;-;-;6
"270850 São Luís do Quitunde";35;-;-;-;-;35
"270860 São Miguel dos Campos";136;-;-;-;-;136
"270870 São Miguel dos Milagres";13;-;-;-;-;13
"270880 São Sebastião";167;-;-;-;-;167
"270890 Satuba";117;-;-;-;-;117
"270895 Senador Rui Palmeira";6;-;-;-;-;6
"270900 Tanque d'Arca";15;-;-;-;-;15
"270910 Taquarana";14;1;-;-;-;15
"270915 Teotônio Vilela";11;-;-;-;-;11
"270920 Traipu";5;-;-;-;-;5
"270930 União dos Palmares";16;-;-;-;-;16
"270940 Viçosa";91;-;-;-;-;91
"280010 Amparo de São Francisco";1;-;-;-;-;1
"280020 Aquidabã";9;-;-;-;-;9
"280030 Aracaju";1366;75;43;-;-;1484
"280040 Arauá";6;-;-;-;-;6
"280050 Areia Branca";18;2;-;-;-;20
"280060 Barra dos Coqueiros";92;1;1;-;-;94
"280067 Boquim";4;-;-;-;-;4
"280070 Brejo Grande";77;3;-;-;-;80
"280100 Campo do Brito";14;-;-;-;-;14
"280110 Canhoba";6;-;-;-;-;6
"280120 Canindé de São Francisco";14;-;-;-;-;14
"280130 Capela";11;-;-;-;-;11
"280140 Carira";13;-;-;-;-;13
"280150 Carmópolis";17;1;1;-;-;19
"280160 Cedro de São João";6;-;-;-;-;6
"280170 Cristinápolis";8;-;-;-;-;8
"280190 Cumbe";3;-;-;-;-;3
"280200 Divina Pastora";2;-;-;-;-;2
"280210 Estância";33;1;-;-;-;34
"280220 Feira Nova";16;-;-;-;-;16
"280230 Frei Paulo";4;-;-;-;-;4
"280240 Gararu";65;-;-;-;-;65
"280250 General Maynard";-;1;-;-;-;1
"280260 Gracho Cardoso";7;-;-;-;-;7
"280270 Ilha das Flores";17;-;-;-;-;17
"280290 Itabaiana";22;1;-;-;-;23
"280300 Itabaianinha";15;-;-;-;-;15
"280310 Itabi";3;-;-;-;-;3
"280320 Itaporanga d'Ajuda";9;3;-;-;-;12
"280330 Japaratuba";19;-;-;-;-;19
"280340 Japoatã";8;-;-;-;-;8
"280350 Lagarto";49;1;-;-;-;50
"280360 Laranjeiras";44;2;1;-;-;47
"280370 Macambira";4;-;-;-;-;4
"280380 Malhada dos Bois";3;-;-;-;-;3
"280390 Malhador";2;5;-;-;-;7
"280400 Maruim";9;-;1;-;-;10
"280410 Moita Bonita";5;-;-;-;-;5
"280420 Monte Alegre de Sergipe";9;2;-;-;-;11
"280430 Muribeca";6;-;-;-;-;6
"280440 Neópolis";10;-;1;-;-;11
"280445 Nossa Senhora Aparecida";11;-;-;-;-;11
"280450 Nossa Senhora da Glória";93;4;-;-;-;97
"280460 Nossa Senhora das Dores";8;2;-;-;-;10
"280470 Nossa Senhora de Lourdes";12;6;-;-;-;18
"280480 Nossa Senhora do Socorro";618;17;2;-;-;637
"280490 Pacatuba";6;-;-;-;-;6
"280520 Pinhão";2;-;-;-;-;2
"280530 Pirambu";19;-;1;-;-;20
"280540 Poço Redondo";49;1;-;-;-;50
"280550 Poço Verde";1;-;-;-;-;1
"280560 Porto da Folha";5;2;-;-;-;7
"280570 Propriá";130;-;2;-;-;132
"280580 Riachão do Dantas";2;-;-;-;-;2
"280590 Riachuelo";9;-;-;-;-;9
"280600 Ribeirópolis";11;1;2;-;-;14
"280610 Rosário do Catete";3;-;-;-;-;3
"280620 Salgado";5;-;-;-;-;5
"280630 Santa Luzia do Itanhy";1;-;-;-;-;1
"280650 Santa Rosa de Lima";1;-;-;-;-;1
"280640 Santana do São Francisco";2;-;-;-;-;2
"280660 Santo Amaro das Brotas";18;-;-;-;-;18
"280670 São Cristóvão";89;7;1;-;-;97
"280690 São Francisco";1;-;-;-;-;1
"280700 São Miguel do Aleixo";11;1;-;-;-;12
"280710 Simão Dias";13;1;-;-;-;14
"280720 Siriri";9;1;1;-;-;11
"280730 Telha";5;-;-;-;-;5
"280740 Tobias Barreto";8;-;-;-;-;8
"290010 Abaíra";2;-;-;-;-;2
"290020 Abaré";189;-;-;-;-;189
"290035 Adustina";66;1;-;-;-;67
"290040 Água Fria";11;-;-;-;-;11
"290070 Alagoinhas";21;-;-;-;-;21
"290080 Alcobaça";1;-;-;-;-;1
"290100 Amargosa";8;-;-;-;-;8
"290110 Amélia Rodrigues";4;-;-;-;-;4
"290115 América Dourada";5;-;-;-;-;5
"290120 Anagé";2;-;-;-;-;2
"290130 Andaraí";12;-;-;-;-;12
"290135 Andorinha";5;-;-;-;-;5
"290140 Angical";12;-;-;-;-;12
"290150 Anguera";17;-;-;-;-;17
"290170 Antônio Cardoso";4;-;-;-;-;4
"290190 Aporá";6;2;-;-;-;8
"290195 Apuarema";1;-;-;-;-;1
"290200 Aracatu";3;-;-;-;-;3
"290210 Araci";175;-;-;-;-;175
"290220 Aramari";4;-;-;-;-;4
"290225 Arataca";1;-;-;-;-;1
"290250 Baianópolis";3;-;-;-;-;3
"290265 Banzaê";20;-;-;-;-;20
"290270 Barra";1;-;-;-;-;1
"290280 Barra da Estiva";1;-;-;-;-;1
"290290 Barra do Choça";10;-;-;-;-;10
"290300 Barra do Mendes";326;-;-;-;-;326
"290310 Barra do Rocha";1;-;-;-;-;1
"290320 Barreiras";118;-;1;-;-;119
"290323 Barro Alto";18;-;-;-;-;18
"290327 Barrocas";23;-;-;-;-;23
"290340 Belmonte";38;-;-;-;-;38
"290360 Biritinga";11;-;-;-;-;11
"290370 Boa Nova";1;-;-;-;-;1
"290390 Bom Jesus da Lapa";22;-;-;-;-;22
"290395 Bom Jesus da Serra";2;-;-;-;-;2
"290405 Bonito";8;-;-;-;-;8
"290410 Boquira";14;-;-;-;-;14
"290420 Botuporã";45;-;-;-;-;45
"290430 Brejões";1;-;-;-;-;1
"290440 Brejolândia";15;-;-;-;-;15
"290450 Brotas de Macaúbas";40;-;-;-;-;40
"290460 Brumado";53;1;-;-;-;54
"290470 Buerarema";6;-;-;-;-;6
"290485 Cabaceiras do Paraguaçu";65;-;-;-;-;65
"290490 Cachoeira";31;-;-;-;-;31
"290500 Caculé";9;-;-;-;-;9
"290510 Caém";226;-;-;-;-;226
"290515 Caetanos";1;-;-;-;-;1
"290520 Caetité";19;-;-;-;-;19
"290530 Cafarnaum";22;-;-;-;-;22
"290540 Cairu";6;-;-;-;-;6
"290550 Caldeirão Grande";7;-;-;-;-;7
"290560 Camacan";1;-;-;-;-;1
"290570 Camaçari";580;2;-;-;-;582
"290580 Camamu";1;-;-;-;-;1
"290590 Campo Alegre de Lourdes";13;-;-;-;-;13
"290600 Campo Formoso";14;-;-;-;-;14
"290610 Canápolis";1;-;-;-;-;1
"290620 Canarana";359;-;-;-;-;359
"290630 Canavieiras";3;-;-;-;-;3
"290640 Candeal";91;-;-;-;-;91
"290650 Candeias";36;-;-;-;-;36
"290660 Candiba";18;1;-;-;-;19
"290680 Cansanção";62;1;-;-;-;63
"290682 Canudos";4;-;-;-;-;4
"290685 Capela do Alto Alegre";21;1;-;-;-;22
"290687 Capim Grosso";11;-;-;-;-;11
"290689 Caraíbas";2;-;-;-;-;2
"290690 Caravelas";10;-;-;-;-;10
"290710 Carinhanha";5;-;-;-;-;5
"290720 Casa Nova";3;-;-;-;-;3
"290730 Castro Alves";2;-;-;-;-;2
"290750 Catu";46;-;-;-;-;46
"290755 Caturama";2;-;-;-;-;2
"290760 Central";2;14;-;-;-;16
"290770 Chorrochó";14;-;-;-;-;14
"290780 Cícero Dantas";11;-;-;-;-;11
"290790 Cipó";11;-;-;-;-;11
"290810 Cocos";5;-;-;-;-;5
"290820 Conceição da Feira";23;-;-;-;-;23
"290830 Conceição do Almeida";29;-;-;-;-;29
"290840 Conceição do Coité";20;-;-;-;-;20
"290850 Conceição do Jacuípe";29;-;-;-;-;29
"290860 Conde";2;-;-;-;-;2
"290880 Contendas do Sincorá";10;-;-;-;-;10
"290890 Coração de Maria";45;-;-;-;-;45
"290910 Coribe";129;2;-;-;-;131
"290920 Coronel João Sá";1;-;-;-;-;1
"290930 Correntina";1130;-;-;-;-;1130
"290940 Cotegipe";26;-;-;-;-;26
"290950 Cravolândia";1;-;-;-;-;1
"290960 Crisópolis";2;-;-;-;-;2
"290970 Cristópolis";43;-;-;-;-;43
"290980 Cruz das Almas";135;-;-;-;-;135
"291005 Dias d'Ávila";2;-;-;-;-;2
"291010 Dom Basílio";25;1;-;-;-;26
"291020 Dom Macedo Costa";9;-;-;-;-;9
"291040 Encruzilhada";2;-;-;-;-;2
"291050 Entre Rios";3;-;-;-;-;3
"290050 Érico Cardoso";14;-;-;-;-;14
"291060 Esplanada";1;-;-;-;-;1
"291070 Euclides da Cunha";679;-;-;-;-;679
"291072 Eunápolis";76;-;-;-;-;76
"291080 Feira de Santana";1170;17;-;-;-;1187
"291085 Filadélfia";7;-;-;-;-;7
"291090 Firmino Alves";2;-;-;-;-;2
"291100 Floresta Azul";3;-;-;-;-;3
"291110 Formosa do Rio Preto";3;-;-;-;-;3
"291120 Gandu";1;-;-;-;-;1
"291130 Gentio do Ouro";20;-;-;-;-;20
"291140 Glória";9;-;-;-;-;9
"291160 Governador Mangabeira";321;1;-;-;-;322
"291170 Guanambi";28;-;-;-;-;28
"291185 Heliópolis";2;-;-;-;-;2
"291210 Ibicaraí";10;-;-;-;-;10
"291220 Ibicoara";178;-;-;-;-;178
"291240 Ibipeba";11;-;-;-;-;11
"291250 Ibipitanga";27;-;-;-;-;27
"291280 Ibirapuã";1;-;-;-;-;1
"291290 Ibirataia";40;-;-;-;-;40
"291300 Ibitiara";53;-;-;-;-;53
"291310 Ibititá";22;-;-;-;-;22
"291330 Ichu";22;-;-;-;-;22
"291345 Igrapiúna";20;-;-;-;-;20
"291350 Iguaí";10;-;-;-;-;10
"291360 Ilhéus";110;1;-;-;-;111
"291370 Inhambupe";10;96;-;-;-;106
"291380 Ipecaetá";89;4;-;-;-;93
"291390 Ipiaú";5;-;-;-;-;5
"291400 Ipirá";5;-;-;-;-;5
"291410 Ipupiara";165;-;-;-;-;165
"291430 Iramaia";43;-;-;-;-;43
"291440 Iraquara";37;-;-;-;-;37
"291450 Irará";65;-;-;-;-;65
"291460 Irecê";657;-;-;-;-;657
"291465 Itabela";6;-;-;-;-;6
"291470 Itaberaba";7;-;-;-;-;7
"291480 Itabuna";43;2;-;-;-;45
"291490 Itacaré";2;-;-;-;-;2
"291520 Itagibá";2;-;-;-;-;2
"291535 Itaguaçu da Bahia";1;-;-;-;-;1
"291550 Itajuípe";1;-;-;-;-;1
"291560 Itamaraju";16;-;-;-;-;16
"291570 Itamari";5;-;-;-;-;5
"291600 Itanhém";10;-;-;-;-;10
"291610 Itaparica";4;-;-;-;-;4
"291630 Itapebi";2;-;-;-;-;2
"291640 Itapetinga";1;-;-;-;-;1
"291650 Itapicuru";1;-;-;-;-;1
"291685 Itatim";5;-;-;-;-;5
"291700 Itiúba";179;1;-;-;-;180
"291710 Itororó";1;-;-;-;-;1
"291730 Ituberá";9;1;-;-;-;10
"291733 Iuiú";12;-;-;-;-;12
"291735 Jaborandi";3;-;-;-;-;3
"291740 Jacaraci";182;-;-;-;-;182
"291750 Jacobina";38;1;-;-;1;40
"291760 Jaguaquara";2;-;-;-;-;2
"291770 Jaguarari";1;-;-;-;-;1
"291780 Jaguaripe";3;-;-;-;-;3
"291800 Jequié";74;1;-;-;-;75
"291810 Jeremoabo";2;-;-;-;-;2
"291820 Jiquiriçá";1;-;-;-;-;1
"291835 João Dourado";113;1;-;-;-;114
"291840 Juazeiro";61;-;-;-;-;61
"291850 Jussara";86;1;-;-;-;87
"291855 Jussari";1;-;-;-;-;1
"291875 Lagoa Real";1;-;-;-;-;1
"291880 Laje";3;-;-;-;-;3
"291890 Lajedão";1;-;-;-;-;1
"291905 Lajedo do Tabocal";1;-;-;-;-;1
"291910 Lamarão";31;-;-;-;-;31
"291915 Lapão";25;-;-;-;-;25
"291920 Lauro de Freitas";121;1;-;-;-;122
"291930 Lençóis";78;-;-;-;-;78
"291940 Licínio de Almeida";14;1;-;-;-;15
"291950 Livramento de Nossa Senhora";96;1;-;-;-;97
"291955 Luís Eduardo Magalhães";1136;-;1;-;-;1137
"291970 Macarani";1;-;-;-;-;1
"291980 Macaúbas";4;-;-;-;-;4
"291990 Macururé";1;-;-;-;-;1
"291992 Madre de Deus";5;-;-;-;-;5
"292000 Maiquinique";4;-;-;-;-;4
"292010 Mairi";20;-;-;-;-;20
"292020 Malhada";2;1;-;-;-;3
"292030 Malhada de Pedras";1;-;-;-;-;1
"292040 Manoel Vitorino";1;-;-;-;-;1
"292050 Maracás";14;-;-;-;-;14
"292060 Maragogipe";2;-;-;-;-;2
"292070 Maraú";11;-;-;-;-;11
"292100 Mata de São João";40;-;-;-;-;40
"292105 Matina";9;-;-;-;-;9
"292110 Medeiros Neto";7;-;-;-;-;7
"292120 Miguel Calmon";18;-;-;-;-;18
"292130 Milagres";4;-;-;-;-;4
"292140 Mirangaba";2;-;-;-;-;2
"292145 Mirante";5;-;-;-;-;5
"292150 Monte Santo";15;-;-;-;-;15
"292160 Morpará";1;-;-;-;-;1
"292170 Morro do Chapéu";171;-;-;-;-;171
"292180 Mortugaba";139;3;-;-;-;142
"292190 Mucugê";7;-;-;-;-;7
"292200 Mucuri";277;-;-;-;-;277
"292205 Mulungu do Morro";45;-;-;-;-;45
"292220 Muniz Ferreira";1;-;-;-;-;1
"292230 Muritiba";91;-;-;-;-;91
"292240 Mutuípe";1;-;-;-;-;1
"292250 Nazaré";3;-;-;-;-;3
"292260 Nilo Peçanha";2;-;-;-;-;2
"292265 Nordestina";26;-;-;-;-;26
"292270 Nova Canaã";1;1;-;-;-;2
"292273 Nova Fátima";4;-;-;-;-;4
"292285 Nova Redenção";23;-;-;-;-;23
"292300 Nova Viçosa";1;-;-;-;-;1
"292303 Novo Horizonte";16;-;-;-;-;16
"292305 Novo Triunfo";3;-;-;-;-;3
"292310 Olindina";9;-;-;-;-;9
"292320 Oliveira dos Brejinhos";41;-;-;-;-;41
"292330 Ouriçangas";2;-;-;-;-;2
"292340 Palmas de Monte Alto";5;-;-;-;-;5
"292350 Palmeiras";54;-;-;-;-;54
"292360 Paramirim";29;-;-;-;-;29
"292370 Paratinga";5;-;-;-;-;5
"292380 Paripiranga";71;-;-;-;-;71
"292390 Pau Brasil";1;-;-;-;-;1
"292400 Paulo Afonso";92;-;-;-;-;92
"292405 Pé de Serra";35;-;-;-;-;35
"292410 Pedrão";10;-;-;-;-;10
"292420 Pedro Alexandre";5;-;-;-;-;5
"292440 Pilão Arcado";2;-;-;-;-;2
"292450 Pindaí";5;-;-;-;-;5
"292465 Pintadas";2;-;-;-;-;2
"292467 Piraí do Norte";7;1;-;-;-;8
"292470 Piripá";1;-;-;-;-;1
"292480 Piritiba";5;-;-;-;-;5
"292520 Pojuca";76;-;-;-;-;76
"292525 Ponto Novo";1;-;-;-;-;1
"292530 Porto Seguro";30;-;-;-;-;30
"292550 Prado";17;-;-;-;-;17
"292560 Presidente Dutra";46;-;-;-;-;46
"292575 Presidente Tancredo Neves";133;-;-;-;-;133
"292580 Queimadas";19;-;1;-;-;20
"292590 Quijingue";49;-;-;-;-;49
"292593 Quixabeira";5;-;-;-;-;5
"292595 Rafael Jambeiro";5;-;-;-;-;5
"292600 Remanso";139;-;-;-;-;139
"292610 Retirolândia";8;-;-;-;-;8
"292620 Riachão das Neves";41;-;-;-;-;41
"292630 Riachão do Jacuípe";8;-;-;-;-;8
"292640 Riacho de Santana";306;-;-;-;-;306
"292660 Ribeira do Pombal";4;-;-;-;-;4
"292670 Rio de Contas";11;-;-;-;-;11
"292690 Rio do Pires";3;-;-;-;-;3
"292700 Rio Real";4;1;-;-;-;5
"292710 Rodelas";2;-;-;-;-;2
"292720 Ruy Barbosa";1;-;-;-;-;1
"292740 Salvador";1322;4;4;-;-;1330
"292750 Santa Bárbara";49;-;-;-;-;49
"292770 Santa Cruz Cabrália";3;-;-;-;-;3
"292780 Santa Cruz da Vitória";1;-;-;-;-;1
"292790 Santa Inês";1;-;-;-;-;1
"292810 Santa Maria da Vitória";211;2;-;-;-;213
"292840 Santa Rita de Cássia";1;-;-;-;-;1
"292850 Santa Teresinha";2;-;-;-;-;2
"292800 Santaluz";8;-;-;-;-;8
"292820 Santana";48;-;-;-;-;48
"292830 Santanópolis";2;-;-;-;-;2
"292860 Santo Amaro";54;-;-;-;-;54
"292870 Santo Antônio de Jesus";463;-;-;-;-;463
"292880 Santo Estêvão";290;1;-;-;-;291
"292890 São Desidério";43;-;-;-;-;43
"292895 São Domingos";14;-;-;-;-;14
"292900 São Félix";12;-;-;-;-;12
"292905 São Félix do Coribe";15;-;-;-;-;15
"292920 São Francisco do Conde";16;-;-;-;-;16
"292925 São Gabriel";84;-;-;-;-;84
"292930 São Gonçalo dos Campos";102;1;-;-;-;103
"292940 São Miguel das Matas";1;-;-;-;-;1
"292950 São Sebastião do Passé";8;-;-;-;-;8
"292960 Sapeaçu";28;-;-;-;-;28
"292970 Sátiro Dias";1;-;-;-;-;1
"292975 Saubara";1;-;-;-;-;1
"292980 Saúde";14;-;-;-;-;14
"292990 Seabra";337;1;-;-;-;338
"293000 Sebastião Laranjeiras";173;-;1;-;-;174
"293010 Senhor do Bonfim";4;-;-;-;-;4
"293020 Sento Sé";4;-;-;-;-;4
"293030 Serra Dourada";6;-;-;-;-;6
"293040 Serra Preta";2;-;-;-;-;2
"293050 Serrinha";420;1;-;-;-;421
"293060 Serrolândia";232;-;-;-;-;232
"293070 Simões Filho";101;1;-;-;-;102
"293075 Sítio do Mato";7;-;-;-;-;7
"293076 Sítio do Quinto";4;-;-;-;-;4
"293077 Sobradinho";5;-;-;-;-;5
"293080 Souto Soares";3;-;-;-;-;3
"293090 Tabocas do Brejo Velho";2;-;-;-;-;2
"293100 Tanhaçu";42;-;-;-;-;42
"293105 Tanque Novo";1;-;-;-;-;1
"293110 Tanquinho";140;-;-;-;-;140
"293120 Taperoá";36;6;-;-;-;42
"293135 Teixeira de Freitas";5;-;-;-;-;5
"293150 Teofilândia";1;-;-;-;-;1
"293160 Teolândia";10;-;-;-;-;10
"293170 Terra Nova";78;-;-;-;-;78
"293190 Tucano";74;-;-;-;-;74
"293200 Uauá";6;-;-;-;-;6
"293210 Ubaíra";70;-;-;-;-;70
"293220 Ubaitaba";2;-;-;-;-;2
"293240 Uibaí";84;-;-;-;-;84
"293245 Umburanas";1;-;-;-;-;1
"293250 Una";5;-;-;-;-;5
"293260 Urandi";18;-;-;-;-;18
"293270 Uruçuca";9;-;-;-;-;9
"293280 Utinga";14;-;-;-;-;14
"293290 Valença";6;-;-;-;-;6
"293300 Valente";2;-;-;-;-;2
"293305 Várzea da Roça";10;-;-;-;-;10
"293310 Várzea do Poço";1;-;-;-;-;1
"293315 Várzea Nova";15;-;-;-;-;15
"293317 Varzedo";8;-;-;-;-;8
"293320 Vera Cruz";12;1;-;-;-;13
"293330 Vitória da Conquista";105;-;-;-;-;105
"293340 Wagner";110;-;-;-;-;110
"293345 Wanderley";45;1;-;-;-;46
"293350 Wenceslau Guimarães";1;-;-;-;-;1
"293360 Xique-Xique";40;-;-;-;-;40
"310010 Abadia dos Dourados";59;-;-;-;-;59
"310020 Abaeté";53;-;-;-;-;53
"310030 Abre Campo";31;-;-;-;-;31
"310040 Acaiaca";10;-;-;-;-;10
"310050 Açucena";2;-;-;-;-;2
"310060 Água Boa";106;-;-;-;-;106
"310070 Água Comprida";1;-;-;-;-;1
"310090 Águas Formosas";38;-;-;-;-;38
"310100 Águas Vermelhas";8;-;-;-;-;8
"310110 Aimorés";55;-;-;-;-;55
"310140 Albertina";2;-;-;-;-;2
"310150 Além Paraíba";11;-;-;-;-;11
"310160 Alfenas";520;-;4;-;-;524
"310163 Alfredo Vasconcelos";2;-;-;-;-;2
"310170 Almenara";13;-;-;-;-;13
"310180 Alpercata";2;-;-;-;-;2
"310190 Alpinópolis";120;-;-;-;-;120
"310200 Alterosa";3;-;-;-;-;3
"315350 Alto Jequitibá";1;-;-;-;-;1
"310210 Alto Rio Doce";2;-;-;-;-;2
"310220 Alvarenga";191;-;4;-;-;195
"310230 Alvinópolis";278;-;-;-;-;278
"310240 Alvorada de Minas";2;-;-;-;-;2
"310260 Andradas";12;-;-;-;-;12
"310285 Angelândia";43;-;-;-;-;43
"310290 Antônio Carlos";2;-;-;-;-;2
"310300 Antônio Dias";18;-;-;-;-;18
"310310 Antônio Prado de Minas";3;-;-;-;-;3
"310320 Araçaí";4;-;-;-;-;4
"310330 Aracitaba";2;-;-;-;-;2
"310340 Araçuaí";220;-;4;-;-;224
"310350 Araguari";132;-;2;-;-;134
"310360 Arantina";1;-;-;-;-;1
"310375 Araporã";83;-;-;-;-;83
"310380 Arapuá";10;-;-;-;-;10
"310390 Araújos";1;-;-;-;-;1
"310400 Araxá";780;-;6;-;-;786
"310410 Arceburgo";73;-;5;-;-;78
"310420 Arcos";61;-;1;-;-;62
"310430 Areado";37;-;-;-;-;37
"310440 Argirita";1;-;-;-;-;1
"310445 Aricanduva";4;-;-;-;-;4
"310450 Arinos";125;-;2;-;-;127
"310460 Astolfo Dutra";27;-;6;-;-;33
"310470 Ataléia";4;-;-;-;-;4
"310480 Augusto de Lima";36;-;-;-;-;36
"310490 Baependi";2;-;-;-;-;2
"310500 Baldim";8;-;-;-;-;8
"310510 Bambuí";187;-;-;-;-;187
"310520 Bandeira";33;-;-;-;-;33
"310540 Barão de Cocais";5;-;-;-;-;5
"310550 Barão de Monte Alto";9;-;2;-;-;11
"310560 Barbacena";43;-;-;-;-;43
"310570 Barra Longa";4;-;-;-;-;4
"310590 Barroso";20;-;-;-;-;20
"310600 Bela Vista de Minas";3;-;-;-;-;3
"310610 Belmiro Braga";2;-;-;-;-;2
"310620 Belo Horizonte";35827;6;76;-;-;35909
"310630 Belo Oriente";91;-;-;-;-;91
"310640 Belo Vale";125;-;-;-;-;125
"310650 Berilo";39;-;-;-;-;39
"310660 Bertópolis";4;-;-;-;-;4
"310670 Betim";34706;-;19;-;4;34729
"310680 Bias Fortes";1;-;-;-;-;1
"310690 Bicas";124;-;-;-;-;124
"310700 Biquinhas";1;-;-;-;-;1
"310710 Boa Esperança";608;-;1;-;-;609
"310720 Bocaina de Minas";3;-;-;-;-;3
"310730 Bocaiúva";2665;-;1;-;-;2666
"310740 Bom Despacho";7;-;-;-;-;7
"310760 Bom Jesus da Penha";4;-;-;-;-;4
"310770 Bom Jesus do Amparo";80;-;-;-;-;80
"310780 Bom Jesus do Galho";70;-;-;-;-;70
"310800 Bom Sucesso";8;-;-;-;-;8
"310810 Bonfim";4;-;-;-;-;4
"310820 Bonfinópolis de Minas";72;-;-;-;-;72
"310825 Bonito de Minas";196;-;-;-;-;196
"310830 Borda da Mata";1;-;-;-;-;1
"310850 Botumirim";8;-;-;-;-;8
"310870 Brás Pires";2;-;-;-;-;2
"310855 Brasilândia de Minas";94;-;1;-;-;95
"310860 Brasília de Minas";761;-;-;-;-;761
"310880 Braúnas";5;-;-;-;-;5
"310890 Brazópolis";1;-;-;-;-;1
"310900 Brumadinho";884;-;-;-;-;884
"310910 Bueno Brandão";2;-;-;-;-;2
"310920 Buenópolis";21;-;-;-;-;21
"310925 Bugre";2;-;-;-;-;2
"310930 Buritis";214;-;-;-;-;214
"310940 Buritizeiro";489;-;-;-;-;489
"310945 Cabeceira Grande";52;-;-;-;-;52
"310950 Cabo Verde";1;-;-;-;-;1
"310960 Cachoeira da Prata";9;-;-;-;-;9
"310970 Cachoeira de Minas";1;-;-;-;-;1
"310270 Cachoeira de Pajeú";1;-;-;-;-;1
"310980 Cachoeira Dourada";1;-;-;-;-;1
"310990 Caetanópolis";15;-;-;-;-;15
"311000 Caeté";17;-;-;-;-;17
"311030 Caldas";1;-;-;-;-;1
"311040 Camacho";1;-;-;-;-;1
"311050 Camanducaia";2;-;-;-;-;2
"311060 Cambuí";2;-;-;-;-;2
"311070 Cambuquira";2;-;-;-;-;2
"311080 Campanário";15;-;-;-;-;15
"311090 Campanha";5;-;-;-;-;5
"311100 Campestre";1;-;-;-;-;1
"311110 Campina Verde";137;-;-;-;-;137
"311115 Campo Azul";18;-;-;-;-;18
"311120 Campo Belo";15;-;-;-;-;15
"311140 Campo Florido";137;-;-;-;-;137
"311150 Campos Altos";35;2;-;-;-;37
"311160 Campos Gerais";357;-;1;-;-;358
"311190 Cana Verde";1;-;-;-;-;1
"311170 Canaã";2;-;-;-;-;2
"311180 Canápolis";298;-;-;-;-;298
"311200 Candeias";22;-;-;-;-;22
"311205 Cantagalo";45;-;-;-;-;45
"311230 Capelinha";3;-;-;-;-;3
"311240 Capetinga";48;-;-;-;-;48
"311250 Capim Branco";68;-;-;-;-;68
"311260 Capinópolis";409;-;-;-;-;409
"311265 Capitão Andrade";2;-;-;-;-;2
"311270 Capitão Enéas";30;-;-;-;-;30
"311280 Capitólio";116;-;1;-;-;117
