DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Sorotipo                     
Período:2014
"Município infecção";"Ign/Branco";"DEN 1";"DEN 2";"DEN 3";"DEN 4";"Total"
"290840 Conceição do Coité";1;-;-;-;-;1
"290850 Conceição do Jacuípe";27;-;-;-;12;39
"290860 Conde";1;-;-;-;-;1
"290870 Condeúba";2;-;-;-;-;2
"290880 Contendas do Sincorá";1;-;-;-;-;1
"290890 Coração de Maria";-;-;-;-;1;1
"290910 Coribe";2;-;-;-;-;2
"290920 Coronel João Sá";8;-;-;-;-;8
"290930 Correntina";104;-;-;-;-;104
"290960 Crisópolis";14;1;-;-;-;15
"290980 Cruz das Almas";33;-;-;-;1;34
"290990 Curaçá";6;-;-;-;-;6
"291005 Dias d'Ávila";8;-;-;-;1;9
"291010 Dom Basílio";2;-;-;-;-;2
"291072 Eunápolis";21;-;-;-;1;22
"291075 Fátima";16;-;-;-;-;16
"291077 Feira da Mata";4;-;-;-;-;4
"291080 Feira de Santana";71;-;-;-;1;72
"291085 Filadélfia";9;-;-;-;-;9
"291110 Formosa do Rio Preto";1;-;-;-;-;1
"291120 Gandu";1;-;-;-;-;1
"291140 Glória";4;-;-;-;-;4
"291160 Governador Mangabeira";1;-;-;-;-;1
"291170 Guanambi";5;-;-;-;-;5
"291185 Heliópolis";1;-;-;-;-;1
"291190 Iaçu";2;-;-;-;-;2
"291210 Ibicaraí";6;-;-;-;-;6
"291220 Ibicoara";2;-;-;-;-;2
"291250 Ibipitanga";2;-;-;-;-;2
"291270 Ibirapitanga";1;-;-;-;-;1
"291290 Ibirataia";55;-;-;-;-;55
"291300 Ibitiara";10;-;-;-;-;10
"291320 Ibotirama";2;-;-;-;-;2
"291330 Ichu";20;-;-;-;-;20
"291340 Igaporã";1;-;-;-;-;1
"291345 Igrapiúna";1;-;-;-;-;1
"291360 Ilhéus";509;-;-;-;1;510
"291370 Inhambupe";1;-;-;-;-;1
"291400 Ipirá";3;-;-;-;-;3
"291430 Iramaia";3;-;-;-;-;3
"291440 Iraquara";1;-;-;-;-;1
"291450 Irará";19;-;-;-;-;19
"291460 Irecê";8;-;-;-;1;9
"291465 Itabela";1;-;-;-;-;1
"291470 Itaberaba";5;-;-;-;-;5
"291480 Itabuna";966;-;-;-;3;969
"291490 Itacaré";2;-;-;-;-;2
"291510 Itagi";2;-;-;-;-;2
"291520 Itagibá";4;-;-;-;-;4
"291535 Itaguaçu da Bahia";1;-;-;-;-;1
"291550 Itajuípe";1;1;-;-;-;2
"291560 Itamaraju";4;-;-;-;-;4
"291600 Itanhém";2;-;-;-;-;2
"291610 Itaparica";5;-;-;-;-;5
"291620 Itapé";3;-;-;-;-;3
"291630 Itapebi";7;-;-;-;-;7
"291640 Itapetinga";1;-;-;-;-;1
"291650 Itapicuru";2;-;-;-;-;2
"291660 Itapitanga";1;-;-;-;-;1
"291670 Itaquara";1;-;-;-;-;1
"291685 Itatim";1;-;-;-;-;1
"291700 Itiúba";1;-;-;-;-;1
"291710 Itororó";1;-;-;-;-;1
"291720 Ituaçu";33;-;-;-;-;33
"291730 Ituberá";3;-;-;-;-;3
"291733 Iuiú";1;-;-;-;-;1
"291735 Jaborandi";1;-;-;-;-;1
"291750 Jacobina";11;-;-;-;-;11
"291760 Jaguaquara";2;-;-;-;-;2
"291780 Jaguaripe";1;4;-;-;1;6
"291800 Jequié";125;-;-;-;-;125
"291820 Jiquiriçá";1;-;-;-;-;1
"291840 Juazeiro";582;-;-;-;-;582
"291845 Jucuruçu";2;-;-;-;-;2
"291850 Jussara";2;-;-;-;-;2
"291855 Jussari";2;-;-;-;-;2
"291870 Lafaiete Coutinho";1;-;-;-;-;1
"291875 Lagoa Real";1;-;-;-;-;1
"291890 Lajedão";16;-;-;-;-;16
"291910 Lamarão";1;-;-;-;-;1
"291920 Lauro de Freitas";19;-;-;-;6;25
"291930 Lençóis";1;-;-;-;-;1
"291950 Livramento de Nossa Senhora";5;-;-;-;-;5
"291955 Luís Eduardo Magalhães";63;-;-;-;-;63
"291980 Macaúbas";52;-;-;-;1;53
"291992 Madre de Deus";2;-;-;-;-;2
"292050 Maracás";5;-;-;-;-;5
"292060 Maragogipe";1;-;-;-;-;1
"292070 Maraú";1;-;-;-;-;1
"292100 Mata de São João";5;-;-;-;1;6
"292105 Matina";8;-;-;-;-;8
"292110 Medeiros Neto";1;-;-;-;-;1
"292120 Miguel Calmon";9;-;-;-;-;9
"292145 Mirante";15;-;-;-;-;15
"292150 Monte Santo";2;-;-;-;-;2
"292160 Morpará";2;-;-;-;-;2
"292170 Morro do Chapéu";19;-;-;-;-;19
"292200 Mucuri";93;-;-;-;-;93
"292205 Mulungu do Morro";5;-;-;-;-;5
"292210 Mundo Novo";17;-;-;-;-;17
"292220 Muniz Ferreira";20;-;-;-;-;20
"292225 Muquém de São Francisco";2;-;-;-;-;2
"292230 Muritiba";84;-;-;-;2;86
"292240 Mutuípe";1;-;-;-;-;1
"292260 Nilo Peçanha";2;-;-;-;-;2
"292265 Nordestina";12;-;-;-;2;14
"292273 Nova Fátima";1;-;-;-;-;1
"292275 Nova Ibiá";3;-;-;-;1;4
"292300 Nova Viçosa";7;-;-;-;-;7
"292335 Ourolândia";12;-;-;-;-;12
"292350 Palmeiras";27;-;-;-;-;27
"292380 Paripiranga";1;-;-;-;-;1
"292400 Paulo Afonso";6;-;-;-;-;6
"292405 Pé de Serra";32;-;-;-;-;32
"292460 Pindobaçu";6;-;-;-;-;6
"292465 Pintadas";79;2;-;-;-;81
"292470 Piripá";2;-;-;-;-;2
"292480 Piritiba";12;2;-;-;-;14
"292510 Poções";1;-;-;-;-;1
"292520 Pojuca";4;1;-;-;1;6
"292525 Ponto Novo";1;-;-;-;-;1
"292530 Porto Seguro";17;-;-;-;-;17
"292550 Prado";1;-;-;-;-;1
"292560 Presidente Dutra";4;-;-;-;-;4
"292580 Queimadas";1;-;-;-;-;1
"292590 Quijingue";3;-;-;-;-;3
"292600 Remanso";123;-;-;-;-;123
"292610 Retirolândia";1;-;-;-;-;1
"292630 Riachão do Jacuípe";2;-;-;-;-;2
"292640 Riacho de Santana";13;-;-;-;-;13
"292660 Ribeira do Pombal";13;-;-;-;-;13
"292670 Rio de Contas";4;-;-;-;-;4
"292680 Rio do Antônio";1;-;-;-;-;1
"292700 Rio Real";6;-;-;-;1;7
"292720 Ruy Barbosa";7;-;-;-;-;7
"292740 Salvador";1088;4;-;-;159;1251
"292810 Santa Maria da Vitória";8;-;-;-;-;8
"292800 Santaluz";1;-;-;-;-;1
"292820 Santana";2;-;-;-;-;2
"292870 Santo Antônio de Jesus";13;1;-;-;-;14
"292890 São Desidério";15;-;-;-;-;15
"292895 São Domingos";1;-;-;-;-;1
"292910 São Felipe";5;-;-;-;-;5
"292900 São Félix";5;-;-;-;-;5
"292905 São Félix do Coribe";3;-;-;-;-;3
"292920 São Francisco do Conde";1;-;-;-;-;1
"292925 São Gabriel";1;-;-;-;-;1
"292930 São Gonçalo dos Campos";1;-;-;-;1;2
"292935 São José da Vitória";1;-;-;-;-;1
"292937 São José do Jacuípe";1;-;-;-;-;1
"292950 São Sebastião do Passé";12;-;-;-;-;12
"292980 Saúde";1;-;-;-;-;1
"292990 Seabra";30;-;-;-;-;30
"293000 Sebastião Laranjeiras";3;-;-;-;-;3
"293010 Senhor do Bonfim";4;-;-;-;-;4
"293020 Sento Sé";62;-;-;-;-;62
"293030 Serra Dourada";5;-;-;-;-;5
"293050 Serrinha";68;-;-;-;1;69
"293060 Serrolândia";2;-;-;-;-;2
"293070 Simões Filho";6;-;-;-;1;7
"293076 Sítio do Quinto";7;-;-;-;-;7
"293077 Sobradinho";3;-;-;-;-;3
"293100 Tanhaçu";25;-;-;-;-;25
"293105 Tanque Novo";2;-;-;-;-;2
"293135 Teixeira de Freitas";15;-;-;-;-;15
"293150 Teofilândia";20;-;-;-;-;20
"293160 Teolândia";1;-;-;-;-;1
"293170 Terra Nova";2;-;-;-;-;2
"293190 Tucano";16;-;3;-;-;19
"293200 Uauá";7;-;-;-;-;7
"293210 Ubaíra";3;-;-;-;-;3
"293220 Ubaitaba";1;-;-;-;-;1
"293230 Ubatã";2;-;-;-;-;2
"293240 Uibaí";6;-;-;-;-;6
"293245 Umburanas";1;-;-;-;-;1
"293250 Una";1;-;-;-;-;1
"293270 Uruçuca";5;-;-;-;-;5
"293280 Utinga";1;-;-;-;-;1
"293290 Valença";2;1;-;-;-;3
"293305 Várzea da Roça";1;-;-;-;-;1
"293310 Várzea do Poço";4;-;-;-;-;4
"293317 Varzedo";2;-;-;-;-;2
"293320 Vera Cruz";1;-;-;-;-;1
"293330 Vitória da Conquista";98;3;-;-;-;101
"293340 Wagner";2;-;-;-;-;2
"293345 Wanderley";2;-;-;-;-;2
"293350 Wenceslau Guimarães";3;-;-;-;-;3
"293360 Xique-Xique";4;-;-;-;-;4
"290000 Município ignorado - BA";1;1;-;-;-;2
"310020 Abaeté";22;-;-;-;-;22
"310030 Abre Campo";3;-;-;-;-;3
"310050 Açucena";7;-;-;-;-;7
"310060 Água Boa";22;-;-;-;-;22
"310080 Aguanil";10;-;-;-;-;10
"310090 Águas Formosas";2;-;-;-;-;2
"310100 Águas Vermelhas";7;-;-;-;-;7
"310110 Aimorés";13;-;-;-;-;13
"310150 Além Paraíba";2;-;-;-;-;2
"310160 Alfenas";252;1;-;-;-;253
"310170 Almenara";24;-;-;-;-;24
"310180 Alpercata";7;-;-;-;-;7
"310190 Alpinópolis";25;-;-;-;-;25
"310200 Alterosa";2;-;-;-;-;2
"310220 Alvarenga";3;-;-;-;-;3
"310230 Alvinópolis";4;5;-;-;-;9
"310260 Andradas";7;-;-;-;-;7
"310300 Antônio Dias";1;-;-;-;-;1
"310310 Antônio Prado de Minas";1;-;-;-;-;1
"310340 Araçuaí";70;-;-;-;-;70
"310350 Araguari";128;-;-;-;-;128
"310380 Arapuá";20;1;-;-;-;21
"310390 Araújos";3;-;-;-;-;3
"310400 Araxá";120;1;-;-;-;121
"310410 Arceburgo";5;-;-;-;-;5
"310420 Arcos";165;-;-;-;-;165
"310430 Areado";2;-;-;-;-;2
"310450 Arinos";14;41;-;-;-;55
"310470 Ataléia";1;-;-;-;-;1
"310480 Augusto de Lima";9;-;-;-;-;9
"310490 Baependi";1;-;-;-;-;1
"310500 Baldim";7;-;-;-;-;7
"310510 Bambuí";39;-;-;-;-;39
"310520 Bandeira";1;-;-;-;-;1
"310560 Barbacena";9;-;-;-;-;9
"310590 Barroso";1;-;-;-;-;1
"310600 Bela Vista de Minas";1;-;-;-;-;1
"310620 Belo Horizonte";2020;55;-;-;1;2076
"310630 Belo Oriente";6;-;-;-;-;6
"310650 Berilo";4;-;-;-;-;4
"310660 Bertópolis";1;-;-;-;-;1
"310670 Betim";78;-;-;-;-;78
"310690 Bicas";1;-;-;-;-;1
"310700 Biquinhas";17;-;-;-;-;17
"310710 Boa Esperança";28;-;-;-;-;28
"310730 Bocaiúva";13;-;-;-;-;13
"310740 Bom Despacho";198;2;-;-;-;200
"310770 Bom Jesus do Amparo";24;-;-;-;-;24
"310800 Bom Sucesso";11;1;-;-;-;12
"310820 Bonfinópolis de Minas";32;-;-;-;-;32
"310855 Brasilândia de Minas";109;-;-;-;-;109
"310860 Brasília de Minas";10;-;-;-;-;10
"310880 Braúnas";6;-;-;-;-;6
"310900 Brumadinho";18;-;-;-;-;18
"310910 Bueno Brandão";1;-;-;-;-;1
"310920 Buenópolis";1;-;-;-;-;1
"310925 Bugre";2;-;-;-;-;2
"310930 Buritis";35;-;-;-;-;35
"310940 Buritizeiro";146;-;-;-;-;146
"310945 Cabeceira Grande";5;-;-;-;-;5
"310960 Cachoeira da Prata";15;-;-;-;-;15
"310270 Cachoeira de Pajeú";1;-;-;-;-;1
"310980 Cachoeira Dourada";17;-;-;-;-;17
"310990 Caetanópolis";3;-;-;-;-;3
"311040 Camacho";2;-;-;-;-;2
"311060 Cambuí";1;-;-;-;-;1
"311070 Cambuquira";17;-;-;-;-;17
"311090 Campanha";6;-;-;-;-;6
"311100 Campestre";1;-;-;-;-;1
"311110 Campina Verde";269;5;-;-;-;274
"311120 Campo Belo";3266;1;-;-;-;3267
"311130 Campo do Meio";2;-;-;-;-;2
"311150 Campos Altos";2;1;-;-;-;3
"311160 Campos Gerais";2;-;-;-;-;2
"311190 Cana Verde";108;-;-;-;-;108
"311180 Canápolis";8;-;-;-;-;8
"311200 Candeias";56;-;-;-;-;56
"311230 Capelinha";2;-;-;-;-;2
"311240 Capetinga";2;-;-;-;-;2
"311250 Capim Branco";2;-;-;-;-;2
"311260 Capinópolis";21;-;-;-;-;21
"311265 Capitão Andrade";2;-;-;-;-;2
"311270 Capitão Enéas";1;-;-;-;-;1
"311280 Capitólio";17;-;-;-;-;17
"311300 Caraí";2;-;-;-;-;2
"311330 Carangola";23;-;-;-;-;23
"311370 Carlos Chagas";12;-;-;-;-;12
"311390 Carmo da Cachoeira";1;-;-;-;-;1
"311400 Carmo da Mata";22;-;-;-;-;22
"311420 Carmo do Cajuru";2;-;-;-;-;2
"311430 Carmo do Paranaíba";94;1;-;-;-;95
"311440 Carmo do Rio Claro";5;-;-;-;-;5
"311450 Carmópolis de Minas";2;-;-;-;-;2
"311455 Carneirinho";70;-;-;-;-;70
"311490 Casa Grande";-;1;-;-;-;1
"311510 Cássia";14;1;-;-;-;15
"311530 Cataguases";56;-;-;-;-;56
"311545 Catuji";2;-;-;-;-;2
"311550 Caxambu";8;-;-;-;-;8
"311570 Central de Minas";3;-;-;-;-;3
"311580 Centralina";2;-;-;-;-;2
"311610 Chapada do Norte";3;-;-;-;-;3
"311615 Chapada Gaúcha";31;-;-;-;-;31
"311650 Claro dos Poções";1;-;-;-;-;1
"311660 Cláudio";25;1;-;-;-;26
"311680 Coluna";1;-;-;-;-;1
"311690 Comendador Gomes";7;-;-;-;-;7
"311710 Conceição da Aparecida";1;-;-;-;-;1
"311730 Conceição das Alagoas";7;-;-;-;-;7
"311750 Conceição do Mato Dentro";6;-;-;-;-;6
"311760 Conceição do Pará";2;-;-;-;-;2
"311770 Conceição do Rio Verde";22;-;-;-;-;22
"311787 Confins";2;1;-;-;-;3
"311800 Congonhas";3;-;-;-;-;3
"311830 Conselheiro Lafaiete";1;-;-;-;-;1
"311840 Conselheiro Pena";3;-;-;-;-;3
"311860 Contagem";618;1;-;-;-;619
"311890 Cordisburgo";2;-;-;-;-;2
"311910 Corinto";119;-;-;-;-;119
"311930 Coromandel";110;-;-;-;-;110
"311940 Coronel Fabriciano";150;-;-;-;-;150
"312000 Córrego Novo";1;-;-;-;-;1
"312015 Crisólita";1;-;-;-;-;1
"312020 Cristais";9;-;-;-;-;9
"312060 Crucilândia";5;2;-;-;-;7
"312070 Cruzeiro da Fortaleza";11;1;-;-;-;12
"312080 Cruzília";1;-;-;-;-;1
"312083 Cuparaque";1;-;-;-;-;1
"312090 Curvelo";69;-;-;-;-;69
"312120 Delfinópolis";85;-;-;-;-;85
"312125 Delta";1;-;-;-;-;1
"312160 Diamantina";1;-;-;-;-;1
"312200 Divino";2;-;-;-;-;2
"312210 Divino das Laranjeiras";4;-;-;-;-;4
"312230 Divinópolis";3453;10;-;-;-;3463
"312240 Divisa Nova";1;-;-;-;-;1
"312247 Dom Bosco";8;-;-;-;-;8
"312250 Dom Cavati";1;-;-;-;-;1
"312270 Dom Silvério";3;-;-;-;-;3
"312290 Dona Eusébia";4;-;-;-;-;4
"312320 Dores do Indaiá";145;-;-;-;-;145
"312340 Doresópolis";3;-;-;-;-;3
"312360 Elói Mendes";1;-;-;-;-;1
"312370 Engenheiro Caldas";2;-;-;-;-;2
"312380 Engenheiro Navarro";4;-;-;-;-;4
"312400 Ervália";2;-;-;-;-;2
"312410 Esmeraldas";43;-;-;-;-;43
"312420 Espera Feliz";3;-;-;-;-;3
"312430 Espinosa";1;-;-;-;-;1
"312450 Estiva";1;-;-;-;-;1
"312470 Estrela do Indaiá";6;-;-;-;-;6
"312480 Estrela do Sul";7;-;-;-;-;7
"312510 Extrema";1;-;-;-;-;1
"312560 Felisburgo";2;-;-;-;-;2
"312570 Felixlândia";8;-;-;-;-;8
"312580 Fernandes Tourinho";1;-;-;-;-;1
"312610 Formiga";54;-;-;-;-;54
"312630 Fortaleza de Minas";6;-;-;-;-;6
"312650 Francisco Badaró";8;-;-;-;-;8
"312660 Francisco Dumont";12;-;-;-;-;12
"312670 Francisco Sá";8;-;-;-;-;8
"312700 Fronteira";20;-;-;-;-;20
"312710 Frutal";22;1;-;-;-;23
"312720 Funilândia";1;-;-;-;-;1
"312735 Glaucilândia";1;-;-;-;-;1
"312737 Goiabeira";1;-;-;-;-;1
"312770 Governador Valadares";7;-;-;-;-;7
"312810 Guapé";60;-;-;-;-;60
"312830 Guaranésia";23;-;-;-;-;23
"312850 Guarará";2;-;-;-;-;2
"312860 Guarda-Mor";62;-;-;-;-;62
"312870 Guaxupé";4;-;-;-;-;4
"312890 Guimarânia";9;-;-;-;-;9
"312910 Gurinhatã";40;-;-;-;-;40
"312930 Iapu";4;-;-;-;-;4
"312950 Ibiá";311;2;-;-;-;313
"312960 Ibiaí";2;-;-;-;-;2
"312970 Ibiraci";1;-;-;-;-;1
"312980 Ibirité";2;-;-;-;-;2
"313000 Ibituruna";1;-;-;-;-;1
"313020 Igaratinga";6;-;-;-;-;6
"313030 Iguatama";78;-;-;-;-;78
"313040 Ijaci";88;1;-;-;-;89
"313050 Ilicínea";5;-;-;-;-;5
"313070 Indianópolis";2;-;-;-;-;2
"313080 Ingaí";1;-;-;-;-;1
"313100 Inhaúma";16;-;-;-;-;16
"313110 Inimutaba";52;-;-;-;-;52
"313115 Ipaba";6;-;-;-;-;6
"313120 Ipanema";16;-;-;-;-;16
"313130 Ipatinga";555;-;-;-;-;555
"313140 Ipiaçu";19;-;-;-;-;19
"313150 Ipuiúna";2;-;-;-;-;2
"313160 Iraí de Minas";5;-;-;-;-;5
"313170 Itabira";3;-;-;-;-;3
"313190 Itabirito";15;-;-;-;-;15
"313210 Itacarambi";1;-;-;-;-;1
"313240 Itajubá";7;-;-;-;-;7
"313250 Itamarandiba";2;-;-;-;-;2
"313260 Itamarati de Minas";4;-;-;-;-;4
"313270 Itambacuri";1;-;-;-;-;1
"313280 Itambé do Mato Dentro";2;-;-;-;-;2
"313320 Itanhomi";4;-;-;-;-;4
"313330 Itaobim";3;-;-;-;-;3
"313340 Itapagipe";79;-;-;-;-;79
"313350 Itapecerica";35;2;-;-;-;37
"313370 Itatiaiuçu";1;-;-;-;-;1
"313375 Itaú de Minas";195;-;-;-;-;195
"313380 Itaúna";163;-;-;-;-;163
"313400 Itinga";1;-;-;-;-;1
"313410 Itueta";1;-;-;-;-;1
"313420 Ituiutaba";427;3;-;-;-;430
"313430 Itumirim";9;-;-;-;-;9
"313440 Iturama";32;-;-;-;-;32
"313450 Itutinga";3;-;-;-;-;3
"313460 Jaboticatubas";162;-;-;-;-;162
"313480 Jacuí";1;-;-;-;-;1
"313500 Jaguaraçu";1;-;-;-;-;1
"313505 Jaíba";2;-;-;-;-;2
"313510 Janaúba";46;-;-;-;-;46
"313520 Januária";5;-;-;-;-;5
"313530 Japaraíba";20;-;-;-;-;20
"313535 Japonvar";3;-;-;-;-;3
"313540 Jeceaba";24;-;-;-;-;24
"313550 Jequeri";1;-;-;-;-;1
"313560 Jequitaí";-;1;-;-;-;1
"313580 Jequitinhonha";2;-;-;-;-;2
"313610 Joanésia";7;-;-;-;-;7
"313620 João Monlevade";4;-;-;-;-;4
"313630 João Pinheiro";312;-;-;-;-;312
"313665 Juatuba";6;-;-;-;-;6
"313670 Juiz de Fora";823;-;-;-;-;823
"313695 Juvenília";29;-;-;-;-;29
"313710 Lagamar";47;-;-;-;-;47
"313720 Lagoa da Prata";148;-;-;-;-;148
"313750 Lagoa Formosa";57;-;-;-;-;57
"313753 Lagoa Grande";27;-;-;-;-;27
"313760 Lagoa Santa";171;-;-;-;-;171
"313770 Lajinha";2;-;-;-;-;2
"313780 Lambari";3;-;-;-;-;3
"313810 Lassance";13;-;-;-;-;13
"313820 Lavras";1309;2;-;-;-;1311
"313830 Leandro Ferreira";15;-;-;-;-;15
"313840 Leopoldina";9;-;-;-;-;9
"313860 Lima Duarte";1;-;-;-;-;1
"313862 Limeira do Oeste";15;-;-;-;-;15
"313865 Lontra";5;-;-;-;-;5
"313870 Luminárias";1;-;-;-;-;1
"313880 Luz";43;-;-;-;-;43
"313900 Machado";5;-;-;-;-;5
"313910 Madre de Deus de Minas";1;-;-;-;-;1
"313930 Manga";1;-;-;-;-;1
"313940 Manhuaçu";18;-;-;-;-;18
"313950 Manhumirim";3;-;-;-;-;3
"313960 Mantena";2;-;-;-;-;2
"313980 Mar de Espanha";7;-;-;-;-;7
"314000 Mariana";1;-;-;-;-;1
"314015 Mário Campos";37;-;-;-;-;37
"314030 Marliéria";1;-;-;-;-;1
"314050 Martinho Campos";3;-;-;-;-;3
"314053 Martins Soares";1;-;-;-;-;1
"314055 Mata Verde";10;-;-;-;-;10
"314070 Mateus Leme";229;-;-;-;-;229
"314080 Matias Barbosa";1;-;-;-;-;1
"314085 Matias Cardoso";4;-;-;-;-;4
"314090 Matipó";9;-;-;-;-;9
"314100 Mato Verde";1;-;-;-;-;1
"314110 Matozinhos";32;-;-;-;-;32
"314120 Matutina";5;-;-;-;-;5
"314140 Medina";1;-;-;-;-;1
"314170 Mesquita";10;-;-;-;-;10
"314180 Minas Novas";9;1;-;-;-;10
"314220 Miraí";1;-;-;-;-;1
"314240 Moema";3;-;-;-;-;3
"314270 Montalvânia";187;-;-;-;-;187
"314280 Monte Alegre de Minas";1;-;-;-;-;1
"314310 Monte Carmelo";6;-;-;-;-;6
"314320 Monte Santo de Minas";1;-;-;-;-;1
"314340 Monte Sião";1;-;-;-;-;1
"314330 Montes Claros";137;-;-;-;-;137
"314350 Morada Nova de Minas";443;2;-;-;-;445
"314390 Muriaé";1;-;-;-;-;1
"314400 Mutum";4;-;-;-;-;4
"314410 Muzambinho";1;-;-;-;-;1
"314430 Nanuque";5;-;-;-;-;5
"314435 Naque";2;-;-;-;-;2
"314437 Natalândia";107;-;-;-;-;107
"314450 Nazareno";1;-;-;-;-;1
"314460 Nepomuceno";21;-;-;-;-;21
"314470 Nova Era";12;-;-;-;-;12
"314480 Nova Lima";14;-;-;-;-;14
"314490 Nova Módica";3;-;-;-;-;3
"314500 Nova Ponte";26;-;-;-;-;26
"314510 Nova Resende";2;-;-;-;-;2
"314520 Nova Serrana";526;-;-;-;-;526
"314530 Novo Cruzeiro";2;-;-;-;-;2
"314535 Novo Oriente de Minas";1;-;-;-;-;1
"314545 Olhos-d'Água";1;-;-;-;-;1
"314560 Oliveira";13;1;-;-;-;14
"314580 Onça de Pitangui";2;-;-;-;-;2
"314610 Ouro Preto";9;-;-;-;-;9
"314620 Ouro Verde de Minas";1;-;-;-;-;1
"314630 Padre Paraíso";3;-;-;-;-;3
"314640 Paineiras";95;-;-;-;-;95
"314650 Pains";87;-;-;-;-;87
"314670 Palma";42;-;-;-;-;42
"314675 Palmópolis";1;-;-;-;-;1
"314690 Papagaios";5;1;-;-;-;6
"314710 Pará de Minas";88;-;-;-;-;88
"314700 Paracatu";4143;1;-;-;2;4146
"314720 Paraguaçu";48;-;-;-;-;48
"314730 Paraisópolis";2;-;-;-;-;2
"314740 Paraopeba";9;-;-;-;-;9
"314760 Passa Quatro";2;-;-;-;-;2
"314790 Passos";4550;4;-;-;-;4554
"314800 Patos de Minas";1465;-;-;-;-;1465
"314810 Patrocínio";26;-;-;-;-;26
"314850 Pavão";1;-;-;-;-;1
"314860 Peçanha";4;-;-;-;-;4
"314870 Pedra Azul";3;-;-;-;-;3
"314890 Pedra do Indaiá";33;-;-;-;-;33
"314910 Pedralva";1;-;-;-;-;1
"314920 Pedrinópolis";1;-;-;-;-;1
"314960 Pequi";7;-;-;-;-;7
"314970 Perdigão";1;-;-;-;-;1
"314980 Perdizes";-;-;1;-;-;1
"314990 Perdões";757;-;-;-;-;757
"315000 Pescador";3;-;-;-;-;3
"315020 Piedade de Ponte Nova";1;-;-;-;-;1
"315050 Pimenta";51;-;-;-;-;51
"315057 Pintópolis";4;-;-;-;-;4
"315070 Pirajuba";27;-;-;-;-;27
"315100 Piranguinho";1;-;-;-;-;1
"315110 Pirapetinga";2;-;-;-;-;2
"315120 Pirapora";16;-;-;-;-;16
"315140 Pitangui";3;-;-;-;-;3
"315150 Piumhi";246;-;-;-;-;246
"315160 Planura";12;-;-;-;-;12
"315170 Poço Fundo";1;-;-;-;-;1
"315180 Poços de Caldas";10;-;-;-;-;10
"315210 Ponte Nova";13;-;-;-;-;13
"315213 Ponto Chique";1;-;-;-;-;1
"315217 Ponto dos Volantes";4;-;-;-;-;4
"315220 Porteirinha";2;-;-;-;-;2
"315250 Pouso Alegre";31;-;-;-;-;31
"315280 Prata";90;-;-;-;-;90
"315300 Pratinha";1;-;-;-;-;1
"315340 Presidente Olegário";66;-;-;-;-;66
"315360 Prudente de Morais";6;-;-;-;-;6
"315370 Quartel Geral";3;1;-;-;-;4
"315390 Raposos";-;1;-;-;-;1
"315420 Resende Costa";1;-;-;-;-;1
"315430 Resplendor";4;-;-;-;-;4
"315445 Riachinho";1;3;-;-;-;4
"315460 Ribeirão das Neves";26;-;-;-;-;26
"315470 Ribeirão Vermelho";6;-;-;-;-;6
"315480 Rio Acima";3;-;-;-;-;3
"315490 Rio Casca";51;-;-;-;-;51
"315540 Rio Novo";2;-;-;-;-;2
"315550 Rio Paranaíba";63;1;-;-;-;64
"315580 Rio Pomba";2;-;-;-;-;2
"315610 Ritápolis";1;-;-;-;-;1
"315620 Rochedo de Minas";2;-;-;-;-;2
"315660 Rubim";3;-;-;-;-;3
"315670 Sabará";180;-;-;-;-;180
"315690 Sacramento";12;-;-;-;-;12
"315720 Santa Bárbara";2;-;-;-;1;3
"315727 Santa Bárbara do Monte Verde";2;-;-;-;-;2
"315733 Santa Cruz de Minas";9;-;-;-;-;9
"315760 Santa Fé de Minas";19;-;-;-;-;19
"315770 Santa Juliana";7;-;-;-;-;7
"315780 Santa Luzia";6;-;-;-;-;6
"315790 Santa Margarida";32;-;-;-;-;32
"315820 Santa Maria do Suaçuí";58;-;-;-;-;58
"315950 Santa Rita do Itueto";2;-;-;-;-;2
"315960 Santa Rita do Sapucaí";5;-;-;-;-;5
"315970 Santa Rosa da Serra";2;-;-;-;-;2
"315980 Santa Vitória";110;7;-;-;-;117
"315880 Santana do Jacaré";13;-;-;-;-;13
"315895 Santana do Paraíso";47;-;-;-;-;47
"315900 Santana do Riacho";2;-;-;-;-;2
"315990 Santo Antônio do Amparo";19;1;-;-;-;20
"316000 Santo Antônio do Aventureiro";1;-;-;-;-;1
"316010 Santo Antônio do Grama";2;-;-;-;-;2
"316040 Santo Antônio do Monte";27;-;-;-;-;27
"316045 Santo Antônio do Retiro";5;3;-;-;-;8
"316110 São Francisco";136;-;-;-;-;136
"316120 São Francisco de Paula";1;1;-;-;-;2
"316130 São Francisco de Sales";167;-;-;-;-;167
"316165 São Geraldo do Baixio";2;-;-;-;-;2
"316170 São Gonçalo do Abaeté";7;-;-;-;-;7
"316180 São Gonçalo do Pará";1;-;-;-;-;1
"316190 São Gonçalo do Rio Abaixo";1;-;-;-;-;1
"316200 São Gonçalo do Sapucaí";5;-;-;-;-;5
"316210 São Gotardo";170;-;-;-;-;170
"316220 São João Batista do Glória";111;-;-;-;-;111
"316230 São João da Mata";1;-;-;-;-;1
"316250 São João del Rei";13;-;-;-;-;13
"316255 São João do Manhuaçu";4;-;-;-;-;4
"316260 São João do Oriente";4;-;-;-;-;4
