DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Sorotipo                     
Período:2016
"Município infecção";"Ign/Branco";"DEN 1";"DEN 2";"DEN 3";"DEN 4";"Total"
"230240 Boa Viagem";35;-;-;-;-;35
"230250 Brejo Santo";1;-;-;-;-;1
"230260 Camocim";53;-;-;-;-;53
"230270 Campos Sales";107;-;-;-;-;107
"230280 Canindé";42;-;-;-;-;42
"230290 Capistrano";237;-;-;-;-;237
"230300 Caridade";2;-;-;-;-;2
"230310 Cariré";11;-;-;-;-;11
"230320 Caririaçu";4;-;-;-;-;4
"230350 Cascavel";8;-;-;-;-;8
"230360 Catarina";238;-;-;-;-;238
"230365 Catunda";5;-;-;-;-;5
"230370 Caucaia";94;-;-;-;-;94
"230380 Cedro";3;-;-;-;-;3
"230390 Chaval";3;-;-;-;-;3
"230400 Coreaú";238;-;-;-;-;238
"230410 Crateús";166;-;-;-;-;166
"230420 Crato";432;-;-;-;-;432
"230425 Cruz";3;-;-;-;-;3
"230428 Eusébio";6;-;-;-;-;6
"230430 Farias Brito";5;-;-;-;-;5
"230435 Forquilha";87;-;-;-;-;87
"230440 Fortaleza";7665;5;-;-;-;7670
"230445 Fortim";4;-;-;-;-;4
"230450 Frecheirinha";4;-;-;-;-;4
"230460 General Sampaio";3;-;-;-;-;3
"230465 Graça";1;-;-;-;-;1
"230470 Granja";6;-;-;-;-;6
"230490 Groaíras";6;-;-;-;-;6
"230495 Guaiúba";6;-;-;-;-;6
"230500 Guaraciaba do Norte";24;-;-;-;-;24
"230520 Hidrolândia";4;-;-;-;-;4
"230523 Horizonte";6;-;-;-;-;6
"230526 Ibaretama";1;-;-;-;-;1
"230533 Ibicuitinga";3;-;-;-;-;3
"230535 Icapuí";14;-;-;-;-;14
"230540 Icó";1499;-;-;-;-;1499
"230550 Iguatu";108;1;-;-;-;109
"230560 Independência";6;-;-;-;-;6
"230570 Ipaumirim";59;-;-;-;-;59
"230580 Ipu";100;-;-;-;-;100
"230590 Ipueiras";10;-;-;-;-;10
"230600 Iracema";439;-;-;-;-;439
"230610 Irauçuba";41;-;-;-;-;41
"230625 Itaitinga";26;-;-;-;-;26
"230630 Itapagé";13;-;-;-;-;13
"230640 Itapipoca";159;-;-;-;-;159
"230650 Itapiúna";45;-;-;-;-;45
"230660 Itatira";34;-;-;-;-;34
"230670 Jaguaretama";230;-;-;-;-;230
"230680 Jaguaribara";53;-;-;-;-;53
"230700 Jaguaruana";4;-;-;-;-;4
"230710 Jardim";20;-;-;-;-;20
"230720 Jati";25;-;-;-;-;25
"230725 Jijoca de Jericoacoara";141;-;-;-;-;141
"230730 Juazeiro do Norte";37;-;-;-;-;37
"230750 Lavras da Mangabeira";122;2;-;-;-;124
"230760 Limoeiro do Norte";19;-;-;-;-;19
"230763 Madalena";3;-;-;-;-;3
"230765 Maracanaú";55;-;-;-;-;55
"230770 Maranguape";92;-;-;-;-;92
"230780 Marco";146;1;-;-;-;147
"230790 Martinópole";55;-;-;-;-;55
"230800 Massapê";50;-;-;-;-;50
"230810 Mauriti";105;-;-;-;-;105
"230820 Meruoca";13;-;-;-;-;13
"230830 Milagres";73;-;-;-;-;73
"230835 Milhã";21;-;-;-;-;21
"230837 Miraíma";2;-;-;-;-;2
"230840 Missão Velha";6;-;-;-;-;6
"230850 Mombaça";100;-;-;-;-;100
"230860 Monsenhor Tabosa";1;-;-;-;-;1
"230870 Morada Nova";2;-;-;-;-;2
"230880 Moraújo";2;-;-;-;-;2
"230890 Morrinhos";1;-;-;-;-;1
"230900 Mucambo";43;-;-;-;-;43
"230910 Mulungu";2;-;-;-;-;2
"230920 Nova Olinda";2;-;-;-;-;2
"230930 Nova Russas";739;-;-;-;-;739
"230940 Novo Oriente";2;-;-;-;-;2
"230950 Orós";1;-;-;-;-;1
"230960 Pacajus";7;-;-;-;-;7
"230970 Pacatuba";16;-;-;-;-;16
"230980 Pacoti";77;-;-;-;-;77
"230990 Pacujá";21;-;-;-;-;21
"231000 Palhano";13;-;-;-;-;13
"231025 Paraipaba";1;-;-;-;-;1
"231030 Parambu";37;-;-;-;-;37
"231050 Pedra Branca";1;-;-;-;-;1
"231060 Penaforte";138;-;-;-;-;138
"231070 Pentecoste";488;-;-;-;-;488
"231080 Pereiro";9;-;-;-;-;9
"231085 Pindoretama";12;-;-;-;-;12
"231090 Piquet Carneiro";35;-;-;-;-;35
"231095 Pires Ferreira";8;-;-;-;-;8
"231100 Poranga";6;-;-;-;-;6
"231110 Porteiras";24;-;-;-;-;24
"231120 Potengi";32;-;-;-;-;32
"231126 Quiterianópolis";1;-;-;-;-;1
"231130 Quixadá";251;-;-;-;-;251
"231135 Quixelô";1;-;-;-;-;1
"231140 Quixeramobim";208;-;-;-;-;208
"231150 Quixeré";11;-;-;-;-;11
"231160 Redenção";1;-;-;-;-;1
"231170 Reriutaba";51;-;-;-;-;51
"231180 Russas";722;2;-;-;-;724
"231190 Saboeiro";5;-;-;-;-;5
"231195 Salitre";30;-;-;-;-;30
"231220 Santa Quitéria";127;-;-;-;-;127
"231200 Santana do Acaraú";1;-;-;-;-;1
"231210 Santana do Cariri";6;-;-;-;-;6
"231230 São Benedito";12;-;-;-;-;12
"231240 São Gonçalo do Amarante";2;-;-;-;-;2
"231250 São João do Jaguaribe";1;-;-;-;-;1
"231260 São Luís do Curu";3;1;-;-;-;4
"231270 Senador Pompeu";1;-;-;-;-;1
"231280 Senador Sá";3;-;-;-;-;3
"231290 Sobral";493;-;-;-;-;493
"231300 Solonópole";3;-;-;-;-;3
"231310 Tabuleiro do Norte";604;7;-;-;-;611
"231320 Tamboril";2;-;-;-;-;2
"231325 Tarrafas";4;-;-;-;-;4
"231330 Tauá";2242;1;-;-;-;2243
"231335 Tejuçuoca";5;-;-;-;-;5
"231340 Tianguá";19;-;-;-;-;19
"231350 Trairi";3;-;-;-;-;3
"231355 Tururu";12;-;-;-;-;12
"231360 Ubajara";1;-;-;-;-;1
"231370 Umari";32;-;-;-;-;32
"231375 Umirim";7;-;-;-;-;7
"231380 Uruburetama";33;-;-;-;-;33
"231390 Uruoca";19;-;-;-;-;19
"231395 Varjota";1;-;-;-;-;1
"231400 Várzea Alegre";7;-;-;-;-;7
"231410 Viçosa do Ceará";17;-;-;-;-;17
"240010 Acari";6;-;-;-;-;6
"240020 Açu";120;-;-;-;-;120
"240030 Afonso Bezerra";6;-;-;-;-;6
"240080 Angicos";3;-;-;-;-;3
"240090 Antônio Martins";5;-;-;-;-;5
"240110 Areia Branca";6;1;-;-;-;7
"240120 Arês";27;-;-;-;-;27
"240130 Augusto Severo";11;-;-;-;-;11
"240140 Baía Formosa";1;-;-;-;-;1
"240145 Baraúna";126;-;-;-;-;126
"240150 Barcelona";5;-;-;-;-;5
"240200 Caicó";70;-;-;-;-;70
"240210 Campo Redondo";8;-;-;-;-;8
"240220 Canguaretama";54;-;-;-;-;54
"240240 Carnaúba dos Dantas";19;-;-;-;-;19
"240250 Carnaubais";13;-;-;-;-;13
"240260 Ceará-Mirim";11;-;-;-;-;11
"240270 Cerro Corá";338;-;-;-;-;338
"240290 Coronel João Pessoa";3;-;-;-;-;3
"240300 Cruzeta";51;-;-;-;-;51
"240310 Currais Novos";10;-;-;-;-;10
"240320 Doutor Severiano";1;-;-;-;-;1
"240330 Encanto";1;-;-;-;-;1
"240340 Equador";1;1;-;-;-;2
"240360 Extremoz";3;-;-;-;-;3
"240370 Felipe Guerra";1;-;-;-;-;1
"240380 Florânia";30;-;-;-;-;30
"240390 Francisco Dantas";1;-;-;-;-;1
"240410 Galinhos";58;-;-;-;-;58
"240420 Goianinha";4;-;-;-;-;4
"240430 Governador Dix-Sept Rosado";2;-;-;-;-;2
"240450 Guamaré";1926;-;-;-;-;1926
"240460 Ielmo Marinho";6;-;-;-;-;6
"240500 Jaçanã";23;-;-;-;-;23
"240510 Jandaíra";28;-;-;-;-;28
"240520 Janduís";1;-;-;-;-;1
"240530 Januário Cicco";1;-;-;-;-;1
"240540 Japi";2;1;-;-;-;3
"240560 Jardim de Piranhas";10;1;-;-;-;11
"240570 Jardim do Seridó";64;-;-;-;-;64
"240580 João Câmara";97;-;-;-;-;97
"240600 José da Penha";1;-;-;-;-;1
"240610 Jucurutu";5;-;-;-;-;5
"240630 Lagoa de Pedras";1;-;-;-;-;1
"240670 Lajes";20;-;-;-;-;20
"240690 Lucrécia";12;-;-;-;-;12
"240700 Luís Gomes";19;-;-;-;-;19
"240710 Macaíba";8;-;-;-;-;8
"240720 Macau";36;-;-;-;-;36
"240740 Martins";1;-;-;-;-;1
"240750 Maxaranguape";3;-;-;-;-;3
"240760 Messias Targino";1;-;-;-;-;1
"240790 Monte das Gameleiras";1;-;-;-;-;1
"240800 Mossoró";2675;-;-;-;-;2675
"240810 Natal";458;2;-;-;-;460
"240830 Nova Cruz";8;-;-;-;-;8
"240860 Paraná";51;-;-;-;-;51
"240890 Parelhas";25;-;-;-;-;25
"240325 Parnamirim";35;-;-;-;-;35
"240910 Passa e Fica";9;-;-;-;-;9
"240930 Patu";5;-;-;-;-;5
"240940 Pau dos Ferros";18;-;-;-;-;18
"240950 Pedra Grande";4;-;-;-;-;4
"240970 Pedro Avelino";11;-;-;-;-;11
"241020 Portalegre";47;-;-;-;-;47
"241060 Rafael Godeiro";2;-;-;-;-;2
"241090 Riachuelo";2;-;-;-;-;2
"240895 Rio do Fogo";1;-;-;-;-;1
"241100 Rodolfo Fernandes";1;-;-;-;-;1
"241110 Ruy Barbosa";7;-;-;-;-;7
"241120 Santa Cruz";2;-;-;-;-;2
"240933 Santa Maria";105;-;-;-;-;105
"241140 Santana do Matos";2;-;-;-;-;2
"241142 Santana do Seridó";5;-;-;-;-;5
"241150 Santo Antônio";25;-;-;-;-;25
"241190 São Francisco do Oeste";19;-;-;-;-;19
"241200 São Gonçalo do Amarante";25;-;-;-;-;25
"241210 São João do Sabugi";3;-;-;-;-;3
"241220 São José de Mipibu";19;-;-;-;-;19
"241230 São José do Campestre";2;-;-;-;-;2
"241240 São José do Seridó";148;-;-;-;-;148
"241250 São Miguel";4;-;-;-;-;4
"241255 São Miguel do Gostoso";3;-;-;-;-;3
"241260 São Paulo do Potengi";1;-;-;-;-;1
"241280 São Rafael";3;-;-;-;-;3
"241290 São Tomé";2;-;-;-;-;2
"241300 São Vicente";4;-;-;-;-;4
"241310 Senador Elói de Souza";1;-;-;-;-;1
"241030 Serra Caiada";3;-;-;-;-;3
"241330 Serra de São Bento";1;-;-;-;-;1
"241335 Serra do Mel";3;-;-;-;-;3
"241350 Serrinha";2;-;-;-;-;2
"241355 Serrinha dos Pintos";1;-;-;-;-;1
"241390 Taipu";1;-;-;-;-;1
"241400 Tangará";66;-;-;-;-;66
"241410 Tenente Ananias";1;-;-;-;-;1
"241420 Tibau do Sul";2;-;-;-;-;2
"241440 Touros";1;-;-;-;-;1
"241445 Triunfo Potiguar";1;-;-;-;-;1
"241450 Umarizal";2;-;-;-;-;2
"241460 Upanema";11;-;-;-;-;11
"241475 Venha-Ver";13;-;-;-;-;13
"250010 Água Branca";7;-;-;-;-;7
"250030 Alagoa Grande";59;-;-;-;-;59
"250040 Alagoa Nova";1;-;-;-;-;1
"250060 Alhandra";340;-;-;-;-;340
"250073 Amparo";35;-;-;-;-;35
"250077 Aparecida";1;-;-;-;-;1
"250090 Arara";136;-;-;-;-;136
"250100 Araruna";1;-;-;-;-;1
"250120 Areial";1;-;-;-;-;1
"250130 Aroeiras";2;-;-;-;-;2
"250135 Assunção";2;-;-;-;-;2
"250180 Bayeux";15;-;-;-;-;15
"250190 Belém";51;-;-;-;-;51
"250200 Belém do Brejo do Cruz";58;-;-;-;-;58
"250220 Bom Jesus";8;-;-;-;-;8
"250240 Bonito de Santa Fé";5;-;-;-;-;5
"250250 Boqueirão";9;2;-;-;-;11
"250300 Caaporã";10;-;-;-;-;10
"250310 Cabaceiras";7;-;-;-;-;7
"250320 Cabedelo";3;-;-;-;-;3
"250330 Cachoeira dos Índios";16;-;-;-;-;16
"250350 Cacimba de Dentro";1;-;-;-;-;1
"250370 Cajazeiras";350;-;-;-;-;350
"250380 Caldas Brandão";3;-;-;-;-;3
"250390 Camalaú";33;-;-;-;-;33
"250400 Campina Grande";28;1;-;-;-;29
"250407 Caraúbas";23;-;-;-;-;23
"250415 Casserengue";3;-;-;-;-;3
"250430 Catolé do Rocha";9;-;-;-;-;9
"250460 Conde";114;-;-;-;-;114
"250470 Congo";8;-;-;-;-;8
"250490 Cruz do Espírito Santo";13;-;-;-;-;13
"250510 Cuité";2;-;-;-;-;2
"250540 Desterro";3;-;-;-;-;3
"250560 Diamante";-;3;-;-;-;3
"250580 Duas Estradas";1;-;-;-;-;1
"250600 Esperança";222;-;-;-;-;222
"250620 Frei Martinho";2;-;-;-;-;2
"250630 Guarabira";212;-;-;-;-;212
"250640 Gurinhém";22;-;-;-;-;22
"250650 Gurjão";26;-;-;-;-;26
"250260 Igaracy";1;-;-;-;-;1
"250670 Imaculada";6;-;-;-;-;6
"250680 Ingá";12;-;-;-;-;12
"250690 Itabaiana";2;-;-;-;-;2
"250700 Itaporanga";1;-;-;-;-;1
"250740 Jericó";2;-;-;-;-;2
"250750 João Pessoa";651;-;-;-;-;651
"251365 Joca Claudino";5;-;-;-;-;5
"250760 Juarez Távora";1;-;-;-;-;1
"250770 Juazeirinho";2;-;-;-;-;2
"250780 Junco do Seridó";21;-;-;-;-;21
"250810 Lagoa";2;-;-;-;-;2
"250830 Lagoa Seca";18;-;-;-;-;18
"250870 Mãe d'Água";4;-;-;-;-;4
"250880 Malta";1;-;-;-;-;1
"250890 Mamanguape";2;-;-;-;-;2
"250900 Manaíra";7;-;-;-;-;7
"250910 Mari";1;-;-;-;-;1
"250915 Marizópolis";127;-;-;-;-;127
"250920 Massaranduba";1;-;-;-;-;1
"250930 Mataraca";1;-;-;-;-;1
"250939 Maturéia";13;-;-;-;-;13
"250960 Monte Horebe";2;-;-;-;-;2
"250970 Monteiro";1060;-;-;-;-;1060
"250990 Natuba";2;-;-;-;-;2
"251030 Nova Palmeira";2;-;-;-;-;2
"251060 Ouro Velho";12;-;-;-;-;12
"251080 Patos";18;-;-;-;-;18
"251090 Paulista";2;-;-;-;-;2
"251110 Pedra Lavrada";38;-;-;-;-;38
"251120 Pedras de Fogo";24;-;-;-;-;24
"251140 Picuí";119;-;-;-;-;119
"251180 Pirpirituba";1;-;-;-;-;1
"251190 Pitimbu";2;-;-;-;-;2
"251200 Pocinhos";11;-;-;-;-;11
"251207 Poço de José de Moura";2;-;-;-;-;2
"251210 Pombal";18;-;-;-;-;18
"251220 Prata";9;-;-;-;-;9
"251230 Princesa Isabel";2;-;-;-;-;2
"251240 Puxinanã";15;-;-;-;-;15
"251250 Queimadas";7;-;-;-;-;7
"251274 Riachão";33;-;-;-;-;33
"251280 Riacho dos Cavalos";1;-;-;-;-;1
"251290 Rio Tinto";4;1;-;-;-;5
"251320 Santa Cruz";9;-;-;-;-;9
"251330 Santa Helena";6;-;-;-;-;6
"251370 Santa Rita";816;-;-;-;-;816
"251380 Santa Teresinha";1;-;-;-;-;1
"251360 Santana dos Garrotes";4;-;-;-;-;4
"251390 São Bento";3;-;-;-;-;3
"250070 São João do Rio do Peixe";18;-;-;-;-;18
"251410 São João do Tigre";14;-;-;-;-;14
"251440 São José de Espinharas";15;-;-;-;-;15
"251450 São José de Piranhas";4;-;-;-;-;4
"251465 São José do Brejo do Cruz";3;-;-;-;-;3
"251470 São José do Sabugi";3;-;-;-;-;3
"251445 São José dos Ramos";4;-;-;-;-;4
"251490 São Mamede";1;-;-;-;-;1
"251500 São Miguel de Taipu";13;-;-;-;-;13
"251510 São Sebastião de Lagoa de Roça";15;-;-;-;-;15
"251520 São Sebastião do Umbuzeiro";161;-;-;-;-;161
"251540 São Vicente do Seridó";3;-;-;-;-;3
"251530 Sapé";2;-;-;-;-;2
"251550 Serra Branca";1;-;-;-;-;1
"251570 Serra Grande";2;-;-;-;-;2
"251600 Solânea";4;-;-;-;-;4
"251610 Soledade";1;-;-;-;-;1
"251615 Sossêgo";1;-;-;-;-;1
"251620 Sousa";615;-;-;-;-;615
"251630 Sumé";4;-;-;-;-;4
"251660 Tavares";1;-;-;-;-;1
"251680 Triunfo";4;-;-;-;-;4
"251690 Uiraúna";242;-;-;-;-;242
"251710 Várzea";12;-;-;-;-;12
"250550 Vista Serrana";1;-;-;-;-;1
"251740 Zabelê";76;-;-;-;-;76
"250000 Município ignorado - PB";3;-;-;-;-;3
"260005 Abreu e Lima";19;-;-;-;-;19
"260010 Afogados da Ingazeira";170;-;-;-;-;170
"260020 Afrânio";2;-;-;-;-;2
"260030 Agrestina";1;-;-;-;-;1
"260040 Água Preta";2;-;-;-;-;2
"260050 Águas Belas";66;-;-;-;-;66
"260060 Alagoinha";495;-;-;-;-;495
"260070 Aliança";8;-;-;-;-;8
"260080 Altinho";179;-;1;-;-;180
"260090 Amaraji";5;-;-;-;-;5
"260100 Angelim";2;-;-;-;-;2
"260110 Araripina";53;-;-;-;-;53
"260120 Arcoverde";2;-;-;-;-;2
"260150 Belém de Maria";1;-;-;-;-;1
"260160 Belém do São Francisco";45;-;-;-;-;45
"260170 Belo Jardim";1163;-;-;-;-;1163
"260180 Betânia";8;-;-;-;-;8
"260190 Bezerros";554;-;-;-;-;554
"260200 Bodocó";12;-;-;-;-;12
"260210 Bom Conselho";164;-;-;-;-;164
"260220 Bom Jardim";1;-;-;-;-;1
"260230 Bonito";5;-;-;-;-;5
"260240 Brejão";8;-;-;-;-;8
"260250 Brejinho";2;-;-;-;-;2
"260260 Brejo da Madre de Deus";18;-;-;-;-;18
"260270 Buenos Aires";1;-;-;-;-;1
"260280 Buíque";445;-;-;-;-;445
"260290 Cabo de Santo Agostinho";4;-;-;-;-;4
"260300 Cabrobó";30;-;-;-;-;30
"260310 Cachoeirinha";14;-;-;-;-;14
"260320 Caetés";131;-;-;-;-;131
"260330 Calçado";4;-;-;-;-;4
"260340 Calumbi";4;-;-;-;-;4
"260345 Camaragibe";47;-;-;-;-;47
"260350 Camocim de São Félix";8;-;-;-;-;8
"260360 Camutanga";130;-;-;-;-;130
"260370 Canhotinho";4;-;-;-;-;4
"260380 Capoeiras";1;-;-;-;-;1
"260390 Carnaíba";5;-;-;-;-;5
"260392 Carnaubeira da Penha";2;-;-;-;-;2
"260400 Carpina";103;-;-;-;-;103
"260410 Caruaru";9;-;1;-;-;10
"260415 Casinhas";196;-;-;-;-;196
"260420 Catende";8;-;-;-;-;8
"260430 Cedro";129;-;-;-;-;129
"260450 Chã Grande";51;-;-;-;-;51
"260460 Condado";156;-;-;-;-;156
"260470 Correntes";1;-;-;-;-;1
"260490 Cumaru";5;-;-;-;-;5
"260500 Cupira";11;-;-;-;-;11
"260520 Escada";2;-;-;-;-;2
"260530 Exu";59;-;-;-;-;59
"260545 Fernando de Noronha";3;-;-;-;-;3
"260550 Ferreiros";1;-;-;-;-;1
"260560 Flores";4;-;-;-;-;4
"260570 Floresta";17;-;-;-;-;17
"260580 Frei Miguelinho";1;-;-;-;-;1
"260600 Garanhuns";2764;-;-;-;-;2764
"260610 Glória do Goitá";1;-;-;-;-;1
"260620 Goiana";2;-;-;-;-;2
"260630 Granito";3;-;-;-;-;3
"260640 Gravatá";575;-;-;-;1;576
"260650 Iati";104;-;-;-;-;104
"260660 Ibimirim";7;-;-;-;-;7
"260680 Igarassu";1;-;-;-;-;1
"260690 Iguaracy";20;-;-;-;-;20
"260760 Ilha de Itamaracá";1;1;-;-;-;2
"260710 Ingazeira";13;-;-;-;-;13
"260720 Ipojuca";196;-;-;-;-;196
"260730 Ipubi";36;-;-;-;-;36
"260740 Itacuruba";16;-;-;-;-;16
"260750 Itaíba";2;-;-;-;-;2
"260765 Itambé";675;-;-;-;-;675
"260770 Itapetim";1;-;-;-;-;1
"260775 Itapissuma";5;-;-;-;-;5
"260780 Itaquitinga";40;-;-;-;-;40
"260790 Jaboatão dos Guararapes";85;-;-;-;-;85
"260795 Jaqueira";1;-;-;-;-;1
"260800 Jataúba";596;-;-;-;-;596
"260805 Jatobá";4;-;-;-;-;4
"260810 João Alfredo";4;-;-;-;-;4
"260820 Joaquim Nabuco";8;-;-;-;-;8
"260825 Jucati";1;-;-;-;-;1
"260830 Jupi";2;-;-;-;-;2
"260840 Jurema";40;-;-;-;-;40
"260850 Lagoa de Itaenga";3;-;-;-;-;3
"260845 Lagoa do Carro";298;-;-;-;-;298
"260860 Lagoa do Ouro";2;-;-;-;-;2
"260875 Lagoa Grande";146;-;-;-;-;146
"260880 Lajedo";3;-;-;-;-;3
"260890 Limoeiro";148;-;-;-;-;148
"260900 Macaparana";7;-;-;-;-;7
"260910 Machados";1;-;-;-;-;1
"260915 Manari";2;-;-;-;-;2
"260920 Maraial";3;-;-;-;-;3
"260930 Mirandiba";16;-;-;-;-;16
"260940 Moreno";5;-;-;-;-;5
"260950 Nazaré da Mata";2;-;-;-;-;2
"260960 Olinda";123;-;-;-;-;123
"260970 Orobó";134;-;-;-;-;134
"260990 Ouricuri";6;-;-;-;-;6
"261000 Palmares";33;-;-;-;-;33
"261010 Palmeirina";2;-;-;-;-;2
"261020 Panelas";20;-;-;-;-;20
"261030 Paranatama";17;-;-;-;-;17
"261040 Parnamirim";14;-;-;-;-;14
"261050 Passira";2;-;-;-;-;2
"261060 Paudalho";1;-;-;-;-;1
"261070 Paulista";28;-;-;-;-;28
"261080 Pedra";1;-;-;-;-;1
"261090 Pesqueira";449;-;-;-;-;449
"261100 Petrolândia";17;-;-;-;-;17
"261110 Petrolina";205;-;-;-;-;205
"261120 Poção";98;-;-;-;-;98
"261130 Pombos";13;-;-;-;-;13
"261140 Primavera";18;-;-;-;-;18
"261153 Quixaba";1;-;-;-;-;1
"261160 Recife";5294;1;-;-;-;5295
"261170 Riacho das Almas";1;-;-;-;-;1
"261180 Ribeirão";7;-;-;-;-;7
"261190 Rio Formoso";258;-;-;-;-;258
"261210 Salgadinho";2;-;-;-;-;2
"261220 Salgueiro";35;-;-;-;-;35
"261230 Saloá";41;-;-;-;-;41
"261240 Sanharó";59;-;-;-;-;59
"261245 Santa Cruz";1;-;-;-;-;1
"261250 Santa Cruz do Capibaribe";13;-;-;-;-;13
"261260 Santa Maria da Boa Vista";3;-;-;-;-;3
"261280 Santa Terezinha";9;-;-;-;-;9
"261290 São Benedito do Sul";4;-;-;-;-;4
"261300 São Bento do Una";8;-;-;-;-;8
"261310 São Caitano";6;-;-;-;-;6
"261320 São João";272;-;-;-;-;272
"261340 São José da Coroa Grande";24;-;-;-;-;24
"261350 São José do Belmonte";10;-;-;-;-;10
"261360 São José do Egito";2;-;-;-;-;2
"261370 São Lourenço da Mata";6;-;-;-;-;6
"261390 Serra Talhada";183;-;-;-;-;183
"261400 Serrita";31;-;-;-;-;31
"261410 Sertânia";14;-;-;-;-;14
"261420 Sirinhaém";134;-;-;-;-;134
"261440 Solidão";1;-;-;-;-;1
"261450 Surubim";17;-;-;-;-;17
"261460 Tabira";15;-;-;-;-;15
"261480 Tacaratu";1;-;-;-;-;1
"261485 Tamandaré";4;-;-;-;-;4
"261510 Terezinha";1;-;-;-;-;1
"261520 Terra Nova";1;-;-;-;-;1
"261530 Timbaúba";15;-;-;-;-;15
"261540 Toritama";2;-;-;-;-;2
"261550 Tracunhaém";131;-;-;-;-;131
"261580 Tupanatinga";257;-;-;-;-;257
"261618 Vertente do Lério";3;-;-;-;-;3
"261620 Vertentes";112;-;-;-;-;112
"261630 Vicência";2;-;-;-;-;2
"261640 Vitória de Santo Antão";286;-;-;-;-;286
"261650 Xexéu";3;-;-;-;-;3
"260000 Município ignorado - PE";2;-;-;-;-;2
"270010 Água Branca";15;-;-;-;-;15
"270020 Anadia";7;-;-;-;-;7
"270030 Arapiraca";1418;-;-;-;-;1418
"270040 Atalaia";7;-;-;-;-;7
"270050 Barra de Santo Antônio";12;-;-;-;-;12
"270060 Barra de São Miguel";55;-;-;-;-;55
"270070 Batalha";1;-;-;-;-;1
"270080 Belém";1;-;-;-;-;1
"270100 Boca da Mata";24;-;-;-;-;24
"270120 Cacimbinhas";1;-;-;-;-;1
"270130 Cajueiro";17;-;-;-;-;17
"270135 Campestre";2;-;-;-;-;2
"270140 Campo Alegre";54;-;-;-;-;54
"270150 Campo Grande";7;-;-;-;-;7
"270160 Canapi";5;-;-;-;-;5
"270170 Capela";1;-;-;-;-;1
"270180 Carneiros";1;-;-;-;-;1
"270190 Chã Preta";1;-;-;-;-;1
"270200 Coité do Nóia";3;-;-;-;-;3
"270210 Colônia Leopoldina";91;-;-;-;-;91
"270220 Coqueiro Seco";32;-;-;-;-;32
"270230 Coruripe";2;-;-;-;-;2
"270235 Craíbas";5;-;-;-;-;5
"270240 Delmiro Gouveia";116;-;-;-;-;116
"270250 Dois Riachos";18;-;-;-;-;18
"270255 Estrela de Alagoas";2;-;-;-;-;2
"270260 Feira Grande";45;-;-;-;-;45
"270290 Girau do Ponciano";57;-;-;-;-;57
"270310 Igaci";4;-;-;-;-;4
"270320 Igreja Nova";3;-;-;-;-;3
"270330 Inhapi";75;-;-;-;-;75
"270340 Jacaré dos Homens";1;-;-;-;-;1
"270360 Japaratinga";5;-;-;-;-;5
"270370 Jaramataia";1;-;-;-;-;1
"270375 Jequiá da Praia";1;-;-;-;-;1
"270380 Joaquim Gomes";10;1;-;-;-;11
"270400 Junqueiro";305;-;-;-;-;305
"270410 Lagoa da Canoa";29;-;-;-;-;29
"270420 Limoeiro de Anadia";11;-;-;-;-;11
"270430 Maceió";1603;2;-;-;-;1605
"270490 Mar Vermelho";1;-;-;-;-;1
"270450 Maragogi";58;-;-;-;-;58
"270460 Maravilha";1;-;-;-;-;1
"270470 Marechal Deodoro";257;-;-;-;-;257
"270480 Maribondo";4;-;-;-;-;4
"270500 Mata Grande";311;-;-;-;-;311
"270510 Matriz de Camaragibe";20;-;-;-;-;20
"270520 Messias";31;-;-;-;-;31
"270530 Minador do Negrão";2;-;-;-;-;2
"270540 Monteirópolis";22;-;-;-;-;22
"270550 Murici";1;-;-;-;-;1
"270560 Novo Lino";9;-;-;-;-;9
"270570 Olho d'Água das Flores";7;-;-;-;-;7
"270580 Olho d'Água do Casado";9;-;-;-;-;9
"270600 Olivença";22;-;-;-;-;22
"270610 Ouro Branco";11;-;-;-;-;11
"270620 Palestina";1;-;-;-;-;1
"270630 Palmeira dos Índios";332;-;-;-;-;332
"270640 Pão de Açúcar";6;-;-;-;-;6
"270642 Pariconha";5;-;-;-;-;5
"270644 Paripueira";1;-;-;-;-;1
"270660 Paulo Jacinto";2;-;-;-;-;2
"270670 Penedo";1;-;-;-;-;1
"270680 Piaçabuçu";42;-;-;-;-;42
"270690 Pilar";116;-;-;-;-;116
"270710 Piranhas";4;-;-;-;-;4
"270720 Poço das Trincheiras";39;-;-;-;-;39
"270750 Porto Real do Colégio";3;-;-;-;-;3
"270770 Rio Largo";853;-;-;-;-;853
"270780 Roteiro";19;-;-;-;-;19
"270790 Santa Luzia do Norte";2;-;-;-;-;2
"270800 Santana do Ipanema";78;-;-;-;-;78
"270810 Santana do Mundaú";3;-;-;-;-;3
"270830 São José da Laje";20;-;-;-;-;20
"270840 São José da Tapera";1;-;-;-;-;1
"270850 São Luís do Quitunde";9;-;-;-;-;9
"270860 São Miguel dos Campos";53;-;-;-;-;53
"270880 São Sebastião";8;-;-;-;-;8
"270890 Satuba";15;-;-;-;-;15
"270895 Senador Rui Palmeira";37;-;-;-;-;37
"270900 Tanque d'Arca";5;-;-;-;-;5
"270910 Taquarana";5;-;-;-;-;5
"270915 Teotônio Vilela";94;-;-;-;-;94
"270920 Traipu";26;-;-;-;-;26
